
[00:00:00.000 --> 00:00:03.680]  相信很多人都會做健身
[00:00:03.680 --> 00:00:05.760]  為了什麼呢?為了健康
[00:00:05.760 --> 00:00:08.080]  為了追求健美的身形
[00:00:08.080 --> 00:00:10.640]  我又不是 大家看我應該不是
[00:00:10.640 --> 00:00:14.160]  維持體能和減壓等等
[00:00:14.160 --> 00:00:19.120]  為了保持身形好的緣故
[00:00:19.120 --> 00:00:22.080]  你會很自律地去鍛鍊
[00:00:22.080 --> 00:00:28.240]  還有你可能會請了一些健身教練
[00:00:28.240 --> 00:00:30.560]  當你這樣做的時候
[00:00:30.560 --> 00:00:32.960]  因為你相信他
[00:00:32.960 --> 00:00:34.640]  還有你付了錢
[00:00:34.640 --> 00:00:37.040]  所以你一定會聽話
[00:00:37.040 --> 00:00:40.000]  照足他的吩咐去做
[00:00:40.000 --> 00:00:41.200]  照足他的指示
[00:00:41.200 --> 00:00:43.840]  因為你知道你這樣做的時候
[00:00:43.840 --> 00:00:47.040]  必定對你有很好的益處
[00:00:47.040 --> 00:00:50.720]  所以你是信得過你的健身教練
[00:00:50.720 --> 00:00:53.920]  但是對神又怎麼樣呢?
[00:00:53.920 --> 00:00:57.440]  如果我問你信神嗎?
[00:00:57.440 --> 00:00:59.120]  大家會怎樣回應?
[00:00:59.120 --> 00:01:00.480]  你信神嗎?
[00:01:00.480 --> 00:01:04.400]  有些很肯定 有些不知所措
[00:01:04.400 --> 00:01:05.120]  不知怎樣回答
[00:01:05.120 --> 00:01:06.640]  可能是心中說了
[00:01:06.640 --> 00:01:07.760]  我信 我信
[00:01:07.760 --> 00:01:10.000]  但是如果我再追問
[00:01:10.000 --> 00:01:13.600]  你是不是真的信得過神呢?
[00:01:13.600 --> 00:01:15.840]  這樣就去到另一個層次了
[00:01:15.840 --> 00:01:18.080]  就好像健身教練一樣
[00:01:18.080 --> 00:01:22.400]  你會不會跟足神的指示去做呢?
[00:01:22.400 --> 00:01:23.920]  面對逆境的時候
[00:01:23.920 --> 00:01:28.720]  你會不會仍然是信靠耶穌基督呢?
[00:01:28.720 --> 00:01:30.720]  如果你說不是的話
[00:01:30.720 --> 00:01:32.640]  又或者做一點不做一點
[00:01:32.640 --> 00:01:36.720]  這樣就不是真正信得過神了
[00:01:36.720 --> 00:01:42.640]  正如《雅各書》二章十七節這樣說
[00:01:42.640 --> 00:01:43.600]  我們一起去讀
[00:01:43.600 --> 00:01:44.800]  一二三
[00:01:44.800 --> 00:01:49.600]  信心若沒有行為就是死的
[00:01:49.600 --> 00:01:53.040]  一節大家很熟悉的經文
[00:01:53.040 --> 00:01:54.480]  大家都知道
[00:01:54.480 --> 00:01:58.160]  神的話對我們是有益處的
[00:01:58.160 --> 00:02:00.720]  提摩特侯書也說得很清楚
[00:02:00.720 --> 00:02:05.840]  但是為什麼有時候又不願意走出來呢?
[00:02:05.840 --> 00:02:07.760]  很想大家問一下這個問題
[00:02:07.760 --> 00:02:11.600]  我都自己去問自己這個問題
[00:02:11.600 --> 00:02:16.080]  好像聖靈所結的果子是什麼?
[00:02:16.080 --> 00:02:19.920]  忍耐 喜樂 和平 忍耐
[00:02:19.920 --> 00:02:23.760]  恩慈 良善 信實 溫柔 節制
[00:02:23.760 --> 00:02:30.160]  這是說一個的果子是九個的向度
[00:02:30.160 --> 00:02:35.280]  不是說我一向性格忍耐不了
[00:02:35.280 --> 00:02:37.840]  我又沒有溫柔 我又沒有節制
[00:02:37.840 --> 00:02:39.120]  是可以不去走的
[00:02:39.120 --> 00:02:42.960]  而是一個果子九個的向度
[00:02:42.960 --> 00:02:45.520]  都是同樣的
[00:02:45.520 --> 00:02:48.720]  我們都是要聽神的指示去做
[00:02:48.720 --> 00:02:52.560]  問題就是為什麼我們有時候做不到呢?
[00:02:52.560 --> 00:02:54.480]  原因是什麼呢?
[00:02:54.480 --> 00:02:57.280]  有可能就是我根本都不是很熟悉
[00:02:57.280 --> 00:02:59.600]  迦拉提書五章二十二節
[00:02:59.600 --> 00:03:02.000]  聖靈所結的果子是什麼
[00:03:02.000 --> 00:03:02.960]  今天你知道了
[00:03:02.960 --> 00:03:05.600]  你會不會放在心裡呢?
[00:03:05.600 --> 00:03:07.680]  走出來吧
[00:03:07.680 --> 00:03:08.960]  你自己問自己
[00:03:08.960 --> 00:03:11.440]  可能還有其他的原因
[00:03:11.440 --> 00:03:17.360]  希望今天我的分享訊息可以啟發到大家
[00:03:17.360 --> 00:03:19.600]  羅亞身處是什麼的世代呢?
[00:03:19.600 --> 00:03:21.280]  首先說羅亞
[00:03:21.280 --> 00:03:24.640]  羅亞的意思是休息的意思
[00:03:24.640 --> 00:03:27.040]  羅亞的爸爸叫做拉麥
[00:03:27.040 --> 00:03:30.160]  他為羅亞起名的時候就這樣說
[00:03:30.160 --> 00:03:33.200]  在創世紀五章二十九節
[00:03:33.200 --> 00:03:34.640]  我們一起讀吧
[00:03:34.640 --> 00:03:36.000]  一二三
[00:03:36.000 --> 00:03:41.280]  這個兒子必為我們的操作和守中的奴婦
[00:03:41.280 --> 00:03:42.800]  安慰我們
[00:03:42.800 --> 00:03:48.560]  而且操作奴婦是因為耶和華咒助地
