
[00:00:00.000 --> 00:00:03.500]  今日同大家講呢個詩篇第23篇呢
[00:00:03.500 --> 00:00:05.500]  係寫住第8次講啦
[00:00:05.500 --> 00:00:08.500]  我都覺得好似都講左好多次喎
[00:00:08.500 --> 00:00:15.500]  但我又係鍾意係細心嘅慢慢去逐部份講
[00:00:15.500 --> 00:00:20.500]  我試過講詩篇23篇呢15分鐘講完
[00:00:20.500 --> 00:00:22.500]  咁係咩場合呢
[00:00:22.500 --> 00:00:25.500]  譬如喪禮呀或者婚禮呀
[00:00:25.500 --> 00:00:28.500]  咁我都有時會引用呢個詩篇23篇嘅
[00:00:28.500 --> 00:00:30.500]  正如我都提過啦
[00:00:30.500 --> 00:00:32.500]  詩篇23篇好得意嘅
[00:00:32.500 --> 00:00:36.500]  喪禮又會用婚禮又會用生日又會用
[00:00:36.500 --> 00:00:41.500]  當然我相信每一個目者傳道講道嘅人呢
[00:00:41.500 --> 00:00:45.500]  相信喺生命裏面呢都會講下呢一個詩篇
[00:00:45.500 --> 00:00:47.500]  咁上一次同大家講呢
[00:00:47.500 --> 00:00:50.500]  就係講呢個去到第4節
[00:00:50.500 --> 00:00:53.500]  但係呢係有少少未講完㗎喎
[00:00:53.500 --> 00:00:55.500]  咁未講完嘅係咩呢
[00:00:55.500 --> 00:00:58.500]  第4節就係我雖然行過死刃的幽谷也不怕遭害
[00:00:58.500 --> 00:01:00.500]  因為你與我同在
[00:01:00.500 --> 00:01:02.500]  咁我上一次你擺一個重點呢係
[00:01:02.500 --> 00:01:04.500]  你與我同在
[00:01:04.500 --> 00:01:06.500]  神與我們同在
[00:01:06.500 --> 00:01:08.500]  我仲記得我係提過一點
[00:01:08.500 --> 00:01:10.500]  神與我們同在呢好多時候我哋會將
[00:01:10.500 --> 00:01:12.500]  我同一個人同埋一齊
[00:01:12.500 --> 00:01:14.500]  行一條路
[00:01:14.500 --> 00:01:16.500]  我哋梗係會
[00:01:16.500 --> 00:01:18.500]  喺旁邊行啦
[00:01:18.500 --> 00:01:20.500]  我有一個習慣
[00:01:20.500 --> 00:01:23.500]  由中學嘅時候到到而家
[00:01:23.500 --> 00:01:24.500]  嘩幾十年喇喎
[00:01:24.500 --> 00:01:26.500]  我都有一個習慣
[00:01:26.500 --> 00:01:28.500]  就係如果我同一個人一齊行呢
[00:01:28.500 --> 00:01:29.500]  即係兩個人啦
[00:01:29.500 --> 00:01:31.500]  我係鍾意企呢邊
[00:01:31.500 --> 00:01:32.500]  嗰個人企我呢邊嘅
[00:01:32.500 --> 00:01:34.500]  無論喺香港喺加拿大都係
[00:01:34.500 --> 00:01:36.500]  我企人哋
[00:01:36.500 --> 00:01:38.500]  如果有個人企我呢邊我呢邊
[00:01:38.500 --> 00:01:41.500]  我硬係感覺好唔舒服㗎
[00:01:41.500 --> 00:01:43.500]  渾身唔聚財嘅
[00:01:43.500 --> 00:01:45.500]  咁呢個呢真係又係
[00:01:45.500 --> 00:01:46.500]  人嘅喜好呀
[00:01:46.500 --> 00:01:48.500]  你問我牧師點解你會咁嘅
[00:01:48.500 --> 00:01:50.500]  我都唔知點解會咁
[00:01:50.500 --> 00:01:53.500]  即係就係有咁樣嘅感覺
[00:01:53.500 --> 00:01:55.500]  咁講到神同在嘅時候呢
[00:01:55.500 --> 00:01:57.500]  正如我話有時我哋會話
[00:01:57.500 --> 00:01:59.500]  佢同我一齊行呀係咪
[00:01:59.500 --> 00:02:01.500]  但係我覺得呢
[00:02:01.500 --> 00:02:03.500]  神呢係有一個特別嘅地方
[00:02:03.500 --> 00:02:04.500]  同我哋人唔同
[00:02:04.500 --> 00:02:06.500]  如果同永利一齊行
[00:02:06.500 --> 00:02:07.500]  咁梗係唔係呢邊係呢邊
[00:02:07.500 --> 00:02:09.500]  或者前邊係後邊㗎啦係咪
[00:02:09.500 --> 00:02:11.500]  佢可能行咗前面我跟住佢
[00:02:11.500 --> 00:02:12.500]  佢帶路
[00:02:12.500 --> 00:02:13.500]  或者我帶個路
[00:02:13.500 --> 00:02:14.500]  佢喺我後邊
[00:02:14.500 --> 00:02:15.500]  或者佢喺我呢邊或者我嗰邊
[00:02:15.500 --> 00:02:17.500]  但係當神同我哋一齊行嘅時候呢
[00:02:17.500 --> 00:02:19.500]  神嘅特點就係咩呀
[00:02:19.500 --> 00:02:21.500]  佢係可以無所不在處處都在
[00:02:21.500 --> 00:02:23.500]  佢喺我哋裏面㗎喎
[00:02:23.500 --> 00:02:26.500]  嘩當我思想到神與我同在
[00:02:26.500 --> 00:02:28.500]  而喺我裏面嘅時候呢
[00:02:28.500 --> 00:02:30.500]  我成個人個感覺係好唔同呀
[00:02:30.500 --> 00:02:31.500]  點解呀
[00:02:31.500 --> 00:02:32.500]  因為
[00:02:32.500 --> 00:02:36.500]  佢知道晒我嘅心思意念呀
[00:02:36.500 --> 00:02:39.500]  我成我一次當我思想到呢
[00:02:39.500 --> 00:02:42.500]  我醒覺嘩其實
[00:02:42.500 --> 00:02:45.500]  神係知道晒我係度諗咩嘢
[00:02:45.500 --> 00:02:50.500]  所以詩篇139篇嗰度講到
[00:02:51.500 --> 00:02:54.500]  我嘅說話都未離開我嘅舌頭呀
[00:02:54.500 --> 00:02:56.500]  神都已經知道晒㗎啦
[00:02:56.500 --> 00:02:59.500]  所以呢個呢係會令到我哋呢
[00:02:59.500 --> 00:03:01.500]  或者at least起碼我自己呢
[00:03:01.500 --> 00:03:03.500]  係覺得好驚訝
[00:03:03.500 --> 00:03:05.500]  好驚訝
[00:03:05.500 --> 00:03:08.500]  唔好以為我哋所做嘅事
[00:03:08.500 --> 00:03:11.500]  所諗嘅嘢無人知
[00:03:11.500 --> 00:03:13.500]  就算我哋俗語都係句
[00:03:13.500 --> 00:03:15.500]  天知地知你知我知係咪
[00:03:15.500 --> 00:03:17.500]  點解無人知啫
[00:03:17.500 --> 00:03:21.500]  而神呢係喺我哋嘅裏面同我哋同行
[00:03:21.500 --> 00:03:25.500]  所以呢當我每一次自己獨處嘅時候
[00:03:25.500 --> 00:03:27.500]  或者我喺
[00:03:27.500 --> 00:03:30.500]  行路一個人行嘅時候
[00:03:30.500 --> 00:03:33.500]  我自己都時常都有一個嘅
[00:03:33.500 --> 00:03:36.500]  awareness of the presence of God
[00:03:36.500 --> 00:03:40.500]  有神喺度嗰個嘅醒覺
[00:03:40.500 --> 00:03:42.500]  神係一齊喺度
[00:03:42.500 --> 00:03:44.500]  甚至喺我裏面嗰個醒覺
[00:03:44.500 --> 00:03:46.500]  我成日都會係咁樣嘅
[00:03:47.500 --> 00:03:49.500]  咁上一次講到呢度嘅話
[00:03:49.500 --> 00:03:51.500]  你嘅杖你嘅鋼都安慰我就冇提到嘅
[00:03:51.500 --> 00:03:53.500]  你嘅杖你嘅鋼係咩
[00:03:53.500 --> 00:03:55.500]  杖呢就係一條短嘅棍
[00:03:55.500 --> 00:03:57.500]  鋼呢就係一條長嘅棍
[00:03:57.500 --> 00:03:59.500]  大家都知道啦
[00:03:59.500 --> 00:04:02.500]  嗰啲牧羊人咪有支好似士的咁嘅嘢嘅
[00:04:02.500 --> 00:04:04.500]  我哋睇見有支士的嗰啲嘢
[00:04:04.500 --> 00:04:06.500]  有乜用嘅呢
[00:04:06.500 --> 00:04:08.500]  咁但係原來呢識入嗰啲牧羊人呢
[00:04:08.500 --> 00:04:10.500]  好多時候佢有條短嘅棍
[00:04:10.500 --> 00:04:12.500]  一條短一條長
[00:04:12.500 --> 00:04:13.500]  咁點解一條短一條長呢
[00:04:13.500 --> 00:04:15.500]  用嚟做乜嘢呢
[00:04:15.500 --> 00:04:17.500]  一條短一條長呢
[00:04:17.500 --> 00:04:19.500]  短一條棍呢就係比較粗啲嘅
[00:04:19.500 --> 00:04:21.500]  甚至有啲人話呢個
[00:04:21.500 --> 00:04:23.500]  好似咁樣嘅嘢
[00:04:23.500 --> 00:04:25.500]  咩叫咁樣嘅嘢
