
[00:00:00.000 --> 00:00:03.000]  女性姐妹,我們繼續看若拿書第四章
[00:00:03.000 --> 00:00:07.000]  我們過去幾個月看了第一章,第二章,第三章
[00:00:07.000 --> 00:00:11.000]  開始的時候想和你們做個練習
[00:00:11.000 --> 00:00:14.000]  深呼吸,懂不懂?
[00:00:14.000 --> 00:00:16.000]  預備了,我叫你們
[00:00:16.000 --> 00:00:19.000]  慢慢地,一口氣就一口氣
[00:00:19.000 --> 00:00:22.000]  然後慢慢呼出來,預備好嗎?
[00:00:22.000 --> 00:00:26.000]  預備,慢慢地,一口氣
[00:00:27.000 --> 00:00:31.000]  Hold住,慢慢地呼氣
[00:00:31.000 --> 00:00:34.000]  然後再做的時候
[00:00:34.000 --> 00:00:36.000]  有手的,有拳頭的
[00:00:36.000 --> 00:00:39.000]  你們在這裡,當你們吸氣的時候
[00:00:39.000 --> 00:00:41.000]  就拿緊拳頭
[00:00:41.000 --> 00:00:44.000]  呼氣的時候就放開拳頭
[00:00:44.000 --> 00:00:48.000]  預備了,吸氣
[00:00:48.000 --> 00:00:54.000]  呼氣
[00:00:55.000 --> 00:00:58.000]  再來一次,吸氣
[00:00:58.000 --> 00:01:03.000]  呼氣
[00:01:03.000 --> 00:01:09.000]  OK,我想問問你們
[00:01:09.000 --> 00:01:12.000]  當你們吸氣,拿緊拳頭的時候
[00:01:12.000 --> 00:01:15.000]  放鬆一點,還是呼氣的時候
[00:01:15.000 --> 00:01:18.000]  放開手,輕鬆一點呢?
[00:01:18.000 --> 00:01:21.000]  當然了,當然是呼出來的時候
[00:01:21.000 --> 00:01:23.000]  牧師問你也多餘的
[00:01:23.000 --> 00:01:26.000]  弟兄姊妹,其實我們生命也是這樣
[00:01:26.000 --> 00:01:30.000]  有時候有些事情,我們自己經常拿得太緊
[00:01:30.000 --> 00:01:32.000]  我們自己好像一切的東西
[00:01:32.000 --> 00:01:34.000]  自己在自己的手掌握得太緊
[00:01:34.000 --> 00:01:36.000]  握得太緊,不肯放手
[00:01:36.000 --> 00:01:38.000]  不肯給神介入的時候
[00:01:38.000 --> 00:01:41.000]  我們整個人會很緊張
[00:01:41.000 --> 00:01:44.000]  當我們懂得放鬆一點的手
[00:01:44.000 --> 00:01:47.000]  給神介入當中的時候
[00:01:47.000 --> 00:01:49.000]  我們整個人
[00:01:49.000 --> 00:01:52.000]  我們整個人生都會輕鬆一點
[00:01:52.000 --> 00:01:54.000]  今天我們說放手
[00:01:54.000 --> 00:01:56.000]  我們直接看看若拿這個故事
[00:01:56.000 --> 00:01:58.000]  最後一章的故事
[00:01:58.000 --> 00:02:01.000]  怎樣看放手呢?
[00:02:01.000 --> 00:02:04.000]  在上一次的第三章我們說到
[00:02:04.000 --> 00:02:06.000]  神給第二次的機會給若拿
[00:02:06.000 --> 00:02:09.000]  若拿之前那一次不聽神的說
[00:02:09.000 --> 00:02:11.000]  不去尼尼未成傳福音
[00:02:11.000 --> 00:02:14.000]  神給他多一次機會去做
[00:02:14.000 --> 00:02:18.000]  神也給第二次機會給尼尼未成的居民
[00:02:18.000 --> 00:02:21.000]  他們犯罪,但給他們有悔改的機會
[00:02:21.000 --> 00:02:24.000]  不去消滅他們
[00:02:24.000 --> 00:02:29.000]  但是當不消滅他們的時候
[00:02:29.000 --> 00:02:32.000]  就發生這件事情了
[00:02:32.000 --> 00:02:34.000]  四章一節我們一起讀
[00:02:34.000 --> 00:02:35.000]  一二三
[00:02:35.000 --> 00:02:40.000]  這是若拿大大不悅,且甚乏怒
[00:02:40.000 --> 00:02:45.000]  嘩,這個先知就非常之不開心
[00:02:45.000 --> 00:02:47.000]  很不開心
[00:02:47.000 --> 00:02:49.000]  這裡不單止形容他不開心
[00:02:49.000 --> 00:02:54.000]  他甚至發脾氣,發爛爪
[00:02:54.000 --> 00:02:56.000]  我會問兩條問題
[00:02:56.000 --> 00:02:58.000]  第一條問題
[00:02:58.000 --> 00:03:04.000]  為什麼這個先知若拿這麼憤怒?
[00:03:04.000 --> 00:03:06.000]  第二
[00:03:06.000 --> 00:03:08.000]  在聖經後面
[00:03:08.000 --> 00:03:11.000]  為什麼神要安排,披瑪和松子
[00:03:11.000 --> 00:03:15.000]  這些神蹟發生呢?
[00:03:15.000 --> 00:03:17.000]  在若拿書和若拿的生命上
[00:03:17.000 --> 00:03:19.000]  要經歷這些事情
[00:03:19.000 --> 00:03:23.000]  有什麼意思,有什麼特別呢?
[00:03:23.000 --> 00:03:26.000]  今天我們從這兩條問題去看一看
[00:03:26.000 --> 00:03:30.000]  我們人生裡面關於放手的道理
[00:03:30.000 --> 00:03:31.000]  第一件事
[00:03:31.000 --> 00:03:36.000]  為什麼若拿會這麼憤怒?
[00:03:36.000 --> 00:03:39.000]  我們請弟兄幫我們
[00:03:39.000 --> 00:03:42.000]  帶著很憤怒的感情讀下第二至第三節
[00:03:42.000 --> 00:03:44.000]  預備,一二三
[00:03:47.000 --> 00:03:58.000]  哇,真的很憤怒
[00:03:58.000 --> 00:04:01.000]  弟兄,我真的很憤怒,你們也讀不到
[00:04:01.000 --> 00:04:03.000]  我們再來一次,第二節
[00:04:03.000 --> 00:04:06.000]  就禱告耶和華說
[00:04:06.000 --> 00:04:10.000]  耶和華,我在本國的時候豈不是這樣說嗎?
[00:04:10.000 --> 00:04:14.000]  我知道你是有恩典,有憐憫的神
[00:04:14.000 --> 00:04:17.000]  不輕易發怒,有豐盛的慈愛
[00:04:17.000 --> 00:04:20.000]  並且不後悔不幹所說的災
[00:04:20.000 --> 00:04:23.000]  所以我急速逃往他師去
[00:04:23.000 --> 00:04:26.000]  耶和華,現在求你取我的命吧
[00:04:26.000 --> 00:04:30.000]  因為我死了比活著還好
[00:04:30.000 --> 00:04:31.000]  不夠憤怒吧?
[00:04:31.000 --> 00:04:33.000]  再生動一點告訴你
[00:04:33.000 --> 00:04:38.000]  神啊,我在自己那裡都告訴你了
[00:04:38.000 --> 00:04:41.000]  我知道的,你是好神
[00:04:41.000 --> 00:04:43.000]  你多好,又有恩典,又有憐憫
[00:04:43.000 --> 00:04:46.000]  又不輕易發怒,還有很多愛
[00:04:46.000 --> 00:04:49.000]  說過,我也想過了
[00:04:49.000 --> 00:04:53.000]  你看到那些人後悔悔改的時候
[00:04:53.000 --> 00:04:56.000]  你就不懲罰他們了
[00:04:56.000 --> 00:04:59.000]  所以就是這樣,我明知道你是這樣
[00:04:59.000 --> 00:05:02.000]  我就逃跑了,你叫我去跟他們說滅亡的訊息
[00:05:02.000 --> 00:05:05.000]  我知道不行,我就逃跑了
[00:05:05.000 --> 00:05:07.000]  但是你又抓我回來
[00:05:07.000 --> 00:05:09.000]  你看看,神你看看
[00:05:09.000 --> 00:05:14.000]  現在我死了比活著還好,請你取我的命吧
[00:05:14.000 --> 00:05:18.000]  當時約拿就是這樣
[00:05:18.000 --> 00:05:21.000]  這個先知為什麼這麼憤怒
[00:05:21.000 --> 00:05:26.000]  你想想,第一,他還發脾氣
[00:05:26.000 --> 00:05:30.000]  約拿是一個先知
[00:05:30.000 --> 00:05:33.000]  他辛辛苦苦說的話
[00:05:33.000 --> 00:05:38.000]  沒有白做
[00:05:38.000 --> 00:05:40.000]  我們喜不喜歡自己做的事情
[00:05:40.000 --> 00:05:47.000]  是白做的,沒有果效的
[00:05:47.000 --> 00:05:51.000]  第二,他是先知
[00:05:51.000 --> 00:05:54.000]  先知最重要的就是
[00:05:54.000 --> 00:05:56.000]  他是代表神說話
[00:05:56.000 --> 00:05:59.000]  在當時來說,就是很重的
[00:05:59.000 --> 00:06:03.000]  每次說都很重,很厲害
[00:06:03.000 --> 00:06:07.000]  但是這次不重,說完之後那些事情沒有發生
[00:06:07.000 --> 00:06:10.000]  他日後怎麼出來見人
[00:06:10.000 --> 00:06:15.000]  他是先知,還有人再聽他說嗎
[00:06:15.000 --> 00:06:19.000]  而我們留意當時聖經的環境
[00:06:19.000 --> 00:06:21.000]  一般的以色列人
[00:06:21.000 --> 00:06:23.000]  他們跟外邦人都是不妥的
[00:06:23.000 --> 00:06:28.000]  他們覺得外邦人不是屬於神的子民
[00:06:28.000 --> 00:06:30.000]  以色列人才是神所揀選的
[00:06:30.000 --> 00:06:34.000]  其他的外邦人經常做一些神不喜歡的行為
[00:06:34.000 --> 00:06:37.000]  犯很多的罪,拜很多的偶像
[00:06:37.000 --> 00:06:39.000]  所以在以色列人的眼裡
[00:06:39.000 --> 00:06:41.000]  這群外邦人經常做很多事情
[00:06:41.000 --> 00:06:43.000]  都不合乎神的律法
[00:06:43.000 --> 00:06:44.000]  那怎麼辦
[00:06:44.000 --> 00:06:47.000]  神是公正的神
[00:06:47.000 --> 00:06:50.000]  公正的神就公正去處理他們
[00:06:50.000 --> 00:06:53.000]  殺光他們就對了
[00:06:53.000 --> 00:06:54.000]  很公義的
[00:06:54.000 --> 00:06:57.000]  神要行公義就是要這樣做
[00:06:57.000 --> 00:07:01.000]  但是你留意,聖經這裡很有趣
[00:07:01.000 --> 00:07:04.000]  特別在舊約聖經這裡記載外邦人
[00:07:04.000 --> 00:07:06.000]  尼尼未成這一群人
[00:07:06.000 --> 00:07:10.000]  在第三章我們說到他們做很多的事情
[00:07:10.000 --> 00:07:11.000]  悔改
[00:07:11.000 --> 00:07:17.000]  神偏偏很愛惜這一群悔改的
[00:07:17.000 --> 00:07:19.000]  願意悔改的外邦人
[00:07:19.000 --> 00:07:22.000]  不去殺盡他們
[00:07:22.000 --> 00:07:26.000]  你想想,神慈悲憐憫
[00:07:26.000 --> 00:07:30.000]  愛惜這一群願意悔改的外邦人
[00:07:30.000 --> 00:07:34.000]  在約拿這個傳統的以色列人心裡
[00:07:34.000 --> 00:07:36.000]  覺得不行的,神不是這樣的
[00:07:36.000 --> 00:07:38.000]  外邦人不好的
[00:07:38.000 --> 00:07:40.000]  外邦人就要殺盡他們
[00:07:40.000 --> 00:07:41.000]  他們做得不好
[00:07:41.000 --> 00:07:43.000]  神就要殺他們
[00:07:43.000 --> 00:07:46.000]  反過來,約拿是不同意
[00:07:46.000 --> 00:07:49.000]  神這個處理的方法
[00:07:49.000 --> 00:07:52.000]  在第五節
[00:07:52.000 --> 00:08:08.000]  姊妹我們請讀,預備,1,2,3
[00:08:08.000 --> 00:08:10.000]  知不知道約拿在這裡做什麼?
[00:08:10.000 --> 00:08:13.000]  走出去城的東邊
[00:08:13.000 --> 00:08:16.000]  高一點的地方搭一座棚
[00:08:16.000 --> 00:08:20.000]  他要看看那個城點的樣子
[00:08:20.000 --> 00:08:23.000]  這個人就在抗議
