
[00:00:00.000 --> 00:00:02.300]  好,等姐妹讓我們在聆聽主導士先,
[00:00:02.300 --> 00:00:05.500]  我們一起再次以禱告預備我們心思意料。
[00:00:05.500 --> 00:00:11.300]  父神,多謝你。
[00:00:11.300 --> 00:00:14.900]  多謝你給我們有生命,有氣息。
[00:00:14.900 --> 00:00:17.500]  仍然可以站在地上,
[00:00:17.500 --> 00:00:19.800]  活在你的創造的裏面,
[00:00:19.800 --> 00:00:23.000]  經歷著你在當中的榮美。
[00:00:23.000 --> 00:00:27.400]  雖然我們活在這個已經被污染,
[00:00:27.400 --> 00:00:29.400]  被罪所污染的世界當中,
[00:00:30.200 --> 00:00:32.100]  但你沒有要我們立刻離開,
[00:00:32.100 --> 00:00:37.600]  讓我們在當中能夠繼續從多方面多層次,
[00:00:37.600 --> 00:00:42.200]  去經歷到上帝你怎樣在當中的意思。
[00:00:42.200 --> 00:00:46.800]  如果讓我們能夠在其中可以作見證,
[00:00:46.800 --> 00:00:49.500]  活出有屬神生命的樣式,
[00:00:49.500 --> 00:00:50.600]  我們獻上感恩。
[00:00:50.600 --> 00:00:54.400]  讓我們在再次打開你的說話的時候,
[00:00:54.400 --> 00:00:59.000]  有悟性,藉著聖靈的引導,明白。
[00:01:00.000 --> 00:01:02.600]  在這個地上作出的見證,
[00:01:02.600 --> 00:01:04.700]  能夠合乎主義的心意。
[00:01:04.700 --> 00:01:08.800]  我們將這段聆聽主導的時間再次恭迎交上,
[00:01:08.800 --> 00:01:12.900]  同心吐誥奉靠主耶穌基督德性的名字而靠。
[00:01:12.900 --> 00:01:13.800]  阿們。
[00:01:13.800 --> 00:01:21.400]  曾經有不少的信徒問我這條問題,
[00:01:21.400 --> 00:01:25.400]  我相信可能你都曾經會遇見過這條問題,
[00:01:25.400 --> 00:01:31.000]  就是應該怎樣去選擇去參加一間教會。
[00:01:31.000 --> 00:01:37.400]  這條問題不單止我做牧者之後被人問,
[00:01:37.400 --> 00:01:41.400]  我自己在信主初期也都問過這條問題。
[00:01:41.400 --> 00:01:44.600]  因為在最初我回教會的時候,
[00:01:44.600 --> 00:01:49.500]  我曾經對教會有一些的看法,
[00:01:49.500 --> 00:01:51.900]  或者對教會有一些的認識,
[00:01:52.300 --> 00:01:55.900]  當進入了當時參加的教會的時候,
[00:01:55.900 --> 00:01:58.400]  我發覺有很多東西不太像樣。
[00:01:58.400 --> 00:02:00.800]  我就開始問這條問題,
[00:02:00.800 --> 00:02:03.600]  究竟怎樣去選擇一間教會呢?
[00:02:03.600 --> 00:02:05.600]  哪一間才是教會呢?
[00:02:05.600 --> 00:02:08.400]  甚至今早我的兒子也短信我,
[00:02:08.400 --> 00:02:13.900]  他說爸爸,我又認識了另一間教會在多倫多市中心,
[00:02:13.900 --> 00:02:16.900]  你可否告訴我這間教會是怎樣的?
[00:02:16.900 --> 00:02:20.400]  你的認識,他很信得過我這個爸爸,
[00:02:20.400 --> 00:02:24.200]  其實我也不是認識很多教會,
[00:02:24.200 --> 00:02:26.800]  不過至少他所說的教會我所認識。
[00:02:26.800 --> 00:02:30.600]  這條問題其實是很普遍的一條問題,
[00:02:30.600 --> 00:02:36.900]  也不應該是說踢出在我們每個信徒的生命裡面,
[00:02:36.900 --> 00:02:40.400]  因為無論在任何的情況,
[00:02:40.400 --> 00:02:42.100]  你可能都需要做一些抉擇,
[00:02:42.100 --> 00:02:46.000]  譬如最簡單,最簡單的就是你可能去旅行,
[00:02:46.900 --> 00:02:50.900]  你去旅行的時候,你會不會去上崇拜呢?
[00:02:50.900 --> 00:02:53.600]  我通常如果可以,我都一定去上崇拜的,
[00:02:53.600 --> 00:02:58.000]  寧願預備一點時間,少一點去參觀城市,
[00:02:58.000 --> 00:02:59.800]  我都會找一間教會去聚會,
[00:02:59.800 --> 00:03:04.000]  因為我覺得這是整個旅程的一部分,
[00:03:04.000 --> 00:03:05.300]  可以去那個地方,
[00:03:05.300 --> 00:03:10.300]  去經驗一下和那個教會的大興致媒有些交通交往,
[00:03:10.300 --> 00:03:14.000]  也是一個旅程的一個環節。
[00:03:15.400 --> 00:03:18.400]  那麼選哪一間教會好呢?是否近那一間就去呢?
[00:03:18.400 --> 00:03:20.900]  我還很記得很多年前,
[00:03:20.900 --> 00:03:25.400]  我曾經和師母去夏威夷旅行,
[00:03:25.400 --> 00:03:27.900]  不知道師母記不記得那間教會呢?
[00:03:27.900 --> 00:03:31.900]  那間教會我們真的去找,夏威夷的橫行教會,
[00:03:31.900 --> 00:03:35.900]  首先找一間朕信會,其實有很多教會的,
[00:03:35.900 --> 00:03:38.400]  找一間朕信會,去到那間朕信會,
[00:03:38.400 --> 00:03:42.200]  其實就不像一般的朕信教會,
[00:03:42.200 --> 00:03:45.900]  他是要在那個樓房的頂樓,
[00:03:45.900 --> 00:03:51.900]  像香港那些一層過租的地方的教會,
[00:03:51.900 --> 00:03:54.900]  去到的時候那些大興致媒都覺得很奇怪,
[00:03:54.900 --> 00:03:58.900]  你來旅行,為什麼你來參加教會聚會呢?
[00:03:58.900 --> 00:04:01.900]  他們也都有一個問題,
[00:04:01.900 --> 00:04:07.900]  所以這個考量,這個題目是很長期,
[00:04:07.900 --> 00:04:10.900]  應該在我們自己的淑齡的旅程裏面,
[00:04:10.900 --> 00:04:13.900]  經常會去問,那我們就回來了,
[00:04:13.900 --> 00:04:17.900]  那我們是不是基於宗派的問題呢?
[00:04:17.900 --> 00:04:19.900]  其實現在很多時候,
[00:04:19.900 --> 00:04:22.900]  很多人不理會什麼宗派的教會,
[00:04:22.900 --> 00:04:26.900]  教會就去吧,但是有些信徒就說,
[00:04:26.900 --> 00:04:30.900]  宗派很重要,那我們就選回朕信會,
[00:04:30.900 --> 00:04:34.900]  但是如果沒有朕信會又怎麼選呢?
[00:04:34.900 --> 00:04:36.900]  會不會以下這些條件,
[00:04:36.900 --> 00:04:39.900]  是你選回一間教會的條件呢?
[00:04:39.900 --> 00:04:48.900]  首先教會的大小,教會大小是不是你的選擇呢?
[00:04:48.900 --> 00:04:51.900]  這些條件不是對與錯的問題,
[00:04:51.900 --> 00:04:53.900]  完全不是對與錯的問題,
[00:04:53.900 --> 00:04:58.900]  大小,誰做牧者呢?
[00:04:58.900 --> 00:05:01.900]  那個牧者夠不夠出名呢?
[00:05:01.900 --> 00:05:05.900]  那個牧者是不是廣為人識的呢?
[00:05:05.900 --> 00:05:09.900]  或者我認識他不認識他,對不對?
[00:05:09.900 --> 00:05:11.900]  或者有人介紹,這是第二個。
[00:05:11.900 --> 00:05:16.900]  第三,那間教會有多少類型的侍功呢?
[00:05:16.900 --> 00:05:18.900]  我所認識不少的信徒,
[00:05:18.900 --> 00:05:20.900]  他決定回那間教會,
[00:05:20.900 --> 00:05:22.900]  是因為那間教會有某種侍功,
[00:05:22.900 --> 00:05:25.900]  譬如他是一個年輕人,
[00:05:25.900 --> 00:05:30.900]  他就一定要回一些有年輕人的教會的聚會,
[00:05:30.900 --> 00:05:31.900]  為什麼呢?
[00:05:31.900 --> 00:05:36.900]  因為年輕人比較傾聽,其實暗底可能有其他原因,
[00:05:36.900 --> 00:05:39.900]  我們不在這裏再推測了。
[00:05:39.900 --> 00:05:42.900]  除了教會有什麼侍功,
[00:05:42.900 --> 00:05:45.900]  滿不滿足到我的屬靈需要呢?
[00:05:45.900 --> 00:05:49.900]  或者我自己的喜好呢?
[00:05:49.900 --> 00:05:54.900]  有信徒也在乎於那個教會的交通方不方便?
[00:05:54.900 --> 00:05:56.900]  我們加拿大回教會,
[00:05:56.900 --> 00:05:59.900]  其實說真的,交通這件事不是一個題目來的,
[00:05:59.900 --> 00:06:03.900]  理論上,因為每間教會都可以這樣說是不方便的,
[00:06:03.900 --> 00:06:07.900]  因為那間教會其實你都可能需要開車去的,
[00:06:07.900 --> 00:06:11.900]  就算你有間教會正在你家附近也好,
[00:06:11.900 --> 00:06:14.900]  你都可以決定我能不能走去走多遠。
[00:06:14.900 --> 00:06:19.900]  有很多這些條件,我在這裏數不了這麼多了,
[00:06:19.900 --> 00:06:25.900]  但是耶穌卻是提供了一個原因給我們去決定一間教會,
[00:06:25.900 --> 00:06:27.900]  或者去參加教會。
[00:06:27.900 --> 00:06:36.900]  就是究竟這間教會是不是奉主耶穌基督的名去接待有共信的人。
[00:06:36.900 --> 00:06:42.900]  這個條件就在今天我們所看的這段聖經裏面去介紹了出來。
[00:06:42.900 --> 00:06:45.900]  我也希望透過今天這段聖經,
