
[00:00:00.000 --> 00:00:05.000]  好 今天和大家繼續看《入世而不熟世》
[00:00:05.000 --> 00:00:10.000]  我今天的期望就是要講完這裡所有的東西
[00:00:10.000 --> 00:00:13.000]  雖然有一點點難度 不過不要緊
[00:00:13.000 --> 00:00:17.000]  好 大家拿回你們手裡的副頁
[00:00:17.000 --> 00:00:22.000]  這個經文其實就是不要效法這個世界
[00:00:22.000 --> 00:00:24.000]  只要心意更生而變化
[00:00:24.000 --> 00:00:30.000]  叫你們測驗何謂神善良 純全可喜悅的旨意
[00:00:30.000 --> 00:00:36.000]  聖經再三的教訓信徒不要與犯罪的人同行
[00:00:36.000 --> 00:00:45.000]  不與犯罪的人同行不是說我們是走了去深山那裡
[00:00:45.000 --> 00:00:51.000]  因為根據神的話語 所有人都是罪人 我們都是的
[00:00:51.000 --> 00:00:57.000]  甚至神的話語說我們在無福裡面已經是罪人
[00:00:57.000 --> 00:01:01.000]  在無福裡面什麼都沒做過 是不是
[00:01:01.000 --> 00:01:03.000]  怎麼是罪人呢
[00:01:03.000 --> 00:01:06.000]  一句話 最近不知道為什麼有人問過我
[00:01:06.000 --> 00:01:08.000]  在街上有人問過我
[00:01:08.000 --> 00:01:12.000]  因為我以前在街上和一些都認識的 但還沒信主的
[00:01:12.000 --> 00:01:16.000]  時不時見到面就會聊天
[00:01:16.000 --> 00:01:21.000]  他說什麼都沒做過 為什麼你說我們是罪人
[00:01:21.000 --> 00:01:24.000]  我說我問他一個問題
[00:01:24.000 --> 00:01:28.000]  我說奴隸的子女是什麼
[00:01:28.000 --> 00:01:30.000]  都是奴隸 是不是
[00:01:30.000 --> 00:01:38.000]  所以我們如果自己是屬於這個罪
[00:01:38.000 --> 00:01:40.000]  不屬於神的
[00:01:40.000 --> 00:01:44.000]  我們是屬於撒旦的兒女的時候
[00:01:44.000 --> 00:01:46.000]  我們有罪性
[00:01:46.000 --> 00:01:48.000]  罪性所生出來的
[00:01:48.000 --> 00:01:52.000]  所有每一個人在這個世界上出生
[00:01:52.000 --> 00:01:54.000]  就是有罪性在裡面
[00:01:54.000 --> 00:01:56.000]  因為罪性是一個身份
[00:01:56.000 --> 00:01:58.000]  就是有罪人
[00:01:58.000 --> 00:02:00.000]  而且是不可能不犯罪的
[00:02:00.000 --> 00:02:03.000]  就好像我以前曾經說過的例子
[00:02:03.000 --> 00:02:06.000]  如果你放一些火水在這裡
[00:02:06.000 --> 00:02:10.000]  只要有火 它一定會燒著
[00:02:10.000 --> 00:02:15.000]  我們就好像一出生就是火水
[00:02:15.000 --> 00:02:17.000]  這個世界裡面這麼多罪惡
[00:02:17.000 --> 00:02:21.000]  你看電視 哇 現在的事情多邪惡
[00:02:21.000 --> 00:02:25.000]  邪惡到難以想像
[00:02:25.000 --> 00:02:28.000]  那些奸詐 鬼詐
[00:02:28.000 --> 00:02:30.000]  都不知道誰是忠 誰是奸
[00:02:30.000 --> 00:02:33.000]  我們小時候 五十多年前
[00:02:33.000 --> 00:02:35.000]  我還是小學
[00:02:35.000 --> 00:02:38.000]  很清楚的 是不是
[00:02:38.000 --> 00:02:40.000]  就好像譬如說
[00:02:40.000 --> 00:02:45.000]  那個叫做于素秋
[00:02:45.000 --> 00:02:48.000]  于素秋還有跟他拍的那個叫什麼名字
[00:02:48.000 --> 00:02:50.000]  藍的
[00:02:50.000 --> 00:02:52.000]  是的 曹德華
[00:02:52.000 --> 00:02:54.000]  一定是忠的 對不對
[00:02:54.000 --> 00:02:58.000]  鳳凰女當然很難做忠 對不對
[00:02:58.000 --> 00:03:00.000]  就是這麼清楚的
[00:03:00.000 --> 00:03:03.000]  你看下去 嗯 這樣這樣
[00:03:03.000 --> 00:03:06.000]  現在 你還沒有到散場
[00:03:06.000 --> 00:03:07.000]  都不知道他是忠還是奸
[00:03:07.000 --> 00:03:12.000]  有時候散場 結局都不知道
[00:03:12.000 --> 00:03:16.000]  因為他還要給你看下集
[00:03:16.000 --> 00:03:19.000]  所以這個看電視的 這個看電影的
[00:03:19.000 --> 00:03:22.000]  其實就是這樣 是不是
[00:03:22.000 --> 00:03:24.000]  什麼什麼使徒
[00:03:24.000 --> 00:03:27.000]  哇 有人說現在電視有一套叫做使徒行傳
[00:03:27.000 --> 00:03:29.000]  我說不是使徒行傳
[00:03:29.000 --> 00:03:31.000]  你搞錯了 使徒行傳是聖經
[00:03:31.000 --> 00:03:34.000]  你看就看 連名字都記錯了
[00:03:34.000 --> 00:03:36.000]  是使徒行者 是不是
[00:03:36.000 --> 00:03:38.000]  是不是
[00:03:38.000 --> 00:03:40.000]  不用說不是了 你也有看的
[00:03:40.000 --> 00:03:42.000]  有沒有看 沒有看
[00:03:42.000 --> 00:03:44.000]  浪費了
[00:03:44.000 --> 00:03:46.000]  所以在這裡來說
[00:03:46.000 --> 00:03:48.000]  就是我們在這個世界裡
[00:03:48.000 --> 00:03:51.000]  怎麼可能不會是犯罪呢
[00:03:51.000 --> 00:03:55.000]  根本是 因為不是真的要去做那件事
[00:03:55.000 --> 00:03:57.000]  聖經的要求 神的要求
[00:03:57.000 --> 00:03:59.000]  我們想過都是犯罪
[00:03:59.000 --> 00:04:01.000]  那你說死不死
[00:04:01.000 --> 00:04:03.000]  想過都是犯罪
[00:04:03.000 --> 00:04:05.000]  所以我時常每時每刻
[00:04:05.000 --> 00:04:07.000]  每一天
[00:04:07.000 --> 00:04:09.000]  我都在祈禱裡面
[00:04:09.000 --> 00:04:11.000]  PRAY 祈禱法
[00:04:11.000 --> 00:04:13.000]  第一件事是Praise God 感謝神
[00:04:13.000 --> 00:04:15.000]  第二件事是什麼
[00:04:15.000 --> 00:04:17.000]  R就是Repent 要悔改
[00:04:17.000 --> 00:04:19.000]  日日幾次都要悔改
[00:04:19.000 --> 00:04:21.000]  牧師你犯那麼多罪嗎
[00:04:21.000 --> 00:04:23.000]  真的是這樣的
[00:04:23.000 --> 00:04:25.000]  很多東西經過腦
[00:04:25.000 --> 00:04:28.000]  求主憐憫 求主饒舌
[00:04:28.000 --> 00:04:30.000]  在我二分所書第五章十一節
[00:04:30.000 --> 00:04:33.000]  那暗昧無益的事不可參與
[00:04:33.000 --> 00:04:36.000]  都要把這種事揭發出來
[00:04:36.000 --> 00:04:41.000]  不然連不出聲都是默認的
[00:04:41.000 --> 00:04:43.000]  譬如有些東西
[00:04:43.000 --> 00:04:45.000]  你明知是不對的
[00:04:45.000 --> 00:04:47.000]  你不出聲
[00:04:47.000 --> 00:04:49.000]  不出聲就沒有參與
[00:04:49.000 --> 00:04:51.000]  不出聲就是你默認
[00:04:51.000 --> 00:04:53.000]  沉默的
[00:04:53.000 --> 00:04:56.000]  現在有些東西是沉默了
[00:04:56.000 --> 00:04:58.000]  不出聲的 不說的
[00:04:58.000 --> 00:05:00.000]  一樣是有問題
[00:05:00.000 --> 00:05:03.000]  早前好像有個女的
[00:05:03.000 --> 00:05:05.000]  是不是記者還是什麼人
[00:05:05.000 --> 00:05:07.000]  我做什麼都不知道
[00:05:07.000 --> 00:05:09.000]  她就是因為揭發過
[00:05:09.000 --> 00:05:11.000]  在外國揭發過一些
[00:05:11.000 --> 00:05:15.000]  一些政府或者某一些的東西
[00:05:15.000 --> 00:05:17.000]  結果她怎樣收場知不知道
[00:05:17.000 --> 00:05:21.000]  車子爆炸
[00:05:21.000 --> 00:05:23.000]  滅口
[00:05:23.000 --> 00:05:27.000]  就是因為她揭發了一些東西出來
[00:05:27.000 --> 00:05:32.000]  有時就要付出這個代價
[00:05:32.000 --> 00:05:34.000]  所以有時我們在教會
[00:05:34.000 --> 00:05:35.000]  你不要以為教會
[00:05:35.000 --> 00:05:36.000]  教會沒有這些東西
[00:05:36.000 --> 00:05:38.000]  我告訴你
[00:05:38.000 --> 00:05:40.000]  我和你都是人
[00:05:40.000 --> 00:05:41.000]  是不是
[00:05:41.000 --> 00:05:42.000]  牧師又怎樣
[00:05:42.000 --> 00:05:43.000]  牧師不犯罪嗎
[00:05:43.000 --> 00:05:44.000]  執事又怎樣
[00:05:44.000 --> 00:05:45.000]  執事不犯罪嗎
[00:05:45.000 --> 00:05:46.000]  理事又怎樣
[00:05:46.000 --> 00:05:47.000]  理事不犯罪嗎
[00:05:47.000 --> 00:05:48.000]  平信徒又怎樣
[00:05:48.000 --> 00:05:50.000]  平信徒不犯罪嗎
[00:05:50.000 --> 00:05:51.000]  當然了
[00:05:51.000 --> 00:05:53.000]  繼續會有犯罪
[00:05:53.000 --> 00:05:55.000]  唯一一樣東西就是
[00:05:55.000 --> 00:05:56.000]  我們很感恩
[00:05:56.000 --> 00:06:00.000]  因為神將我們的罪饒恕了
[00:06:00.000 --> 00:06:02.000]  但是在這個世上
[00:06:02.000 --> 00:06:04.000]  我們仍然是要過一個
[00:06:04.000 --> 00:06:06.000]  叫做誠性的生活
[00:06:06.000 --> 00:06:08.000]  今天的訊息其實
[00:06:08.000 --> 00:06:10.000]  就是和誠性有關係
[00:06:10.000 --> 00:06:12.000]  彼得前書第四章第四節
[00:06:12.000 --> 00:06:14.000]  在這些事上
[00:06:14.000 --> 00:06:17.000]  他們見你們不與他們同奔
[00:06:17.000 --> 00:06:19.000]  放蕩無道的路
[00:06:19.000 --> 00:06:20.000]  就以為怪
[00:06:20.000 --> 00:06:22.000]  毀謗你們
[00:06:22.000 --> 00:06:24.000]  就是那些犯罪的人
[00:06:24.000 --> 00:06:26.000]  未接受救恩
[00:06:26.000 --> 00:06:30.000]  沒有蒙聖靈的光照
[00:06:30.000 --> 00:06:31.000]  他見到你們
[00:06:31.000 --> 00:06:32.000]  嘩
[00:06:32.000 --> 00:06:34.000]  啖乜都唔偷食
[00:06:34.000 --> 00:06:36.000]  他奇怪
[00:06:36.000 --> 00:06:38.000]  你們這樣
[00:06:38.000 --> 00:06:40.000]  他簡直奇怪
[00:06:40.000 --> 00:06:42.000]  這樣你都可以
[00:06:42.000 --> 00:06:43.000]  不要的嗎
[00:06:43.000 --> 00:06:45.000]  個個都是這樣
[00:06:45.000 --> 00:06:47.000]  為甚麼你們會不做
