
[00:00:00.000 --> 00:00:02.000]  希臘哲人
[00:00:02.000 --> 00:00:06.000]  山修設宴款待賓客
[00:00:06.000 --> 00:00:10.000]  叫僕人預備最好的菜餚
[00:00:10.000 --> 00:00:14.000]  僕人連上幾道舌頭
[00:00:14.000 --> 00:00:18.000]  他說舌頭可以歌唱祝福
[00:00:18.000 --> 00:00:23.000]  也能驅逐憂傷安慰愁苦
[00:00:23.000 --> 00:00:26.000]  鼓勵沮喪的心
[00:00:26.000 --> 00:00:29.000]  激勵失望的人
[00:00:29.000 --> 00:00:32.000]  而且能夠傳揚真道
[00:00:32.000 --> 00:00:34.000]  團結社會
[00:00:34.000 --> 00:00:38.000]  山修繼續命令他的僕人
[00:00:38.000 --> 00:00:42.000]  盡可能預備一些差的食物
[00:00:42.000 --> 00:00:49.000]  僕人又再買舌頭來預備菜式
[00:00:49.000 --> 00:00:51.000]  他解釋
[00:00:51.000 --> 00:00:54.000]  他說舌頭是最壞的東西
[00:00:54.000 --> 00:00:57.000]  可以咒詛謾罵
[00:00:57.000 --> 00:01:00.000]  也能撕裂人心
[00:01:00.000 --> 00:01:03.000]  毀壞名譽
[00:01:03.000 --> 00:01:05.000]  引起爭論
[00:01:05.000 --> 00:01:07.000]  激起訴訟
[00:01:07.000 --> 00:01:11.000]  甚至啟動爭戰
[00:01:11.000 --> 00:01:15.000]  它是謊話褻瀆的源頭
[00:01:15.000 --> 00:01:18.000]  所謂一言可以輕磅
[00:01:18.000 --> 00:01:21.000]  一言可以瘋磅
[00:01:21.000 --> 00:01:25.000]  可見他說話是否色切
[00:01:25.000 --> 00:01:28.000]  他的影響非常大
[00:01:28.000 --> 00:01:32.000]  在《尊賢夜五章》十一、十二節
[00:01:32.000 --> 00:01:37.000]  他說一句話說得狹義
[00:01:37.000 --> 00:01:41.000]  就如金蘋果在銀網子裡
[00:01:41.000 --> 00:01:43.000]  智慧人的勸誡
[00:01:43.000 --> 00:01:48.000]  在順從人的耳中
[00:01:48.000 --> 00:01:53.000]  好像金耳環和精金的裝飾
[00:01:53.000 --> 00:01:56.000]  他說話狹義,對應得當
[00:01:56.000 --> 00:02:00.000]  表示能夠仔細思想過
[00:02:00.000 --> 00:02:03.000]  才說的話
[00:02:03.000 --> 00:02:08.000]  可以是很色切,有遠見,合時
[00:02:08.000 --> 00:02:13.000]  這樣的話令人感到滿意
[00:02:13.000 --> 00:02:20.000]  好像金銀這麼寶貴,這麼有價值
[00:02:20.000 --> 00:02:24.000]  顯示我們說話的智慧
[00:02:24.000 --> 00:02:28.000]  這裡提到在《尊賢夜五章》十章十九節
[00:02:28.000 --> 00:02:31.000]  和《尊賢夜五章》十五節
[00:02:31.000 --> 00:02:37.000]  提到智慧人他們說話能夠謹慎
[00:02:37.000 --> 00:02:39.000]  兩字的經文這麼說
[00:02:39.000 --> 00:02:41.000]  多言多語,難免有過
[00:02:41.000 --> 00:02:44.000]  禁止嘴唇是有智慧
[00:02:44.000 --> 00:02:49.000]  恆常忍耐,才可以勸動君和
[00:02:49.000 --> 00:02:53.000]  柔和的舌頭能撕斷骨頭
[00:02:53.000 --> 00:02:58.000]  這兩句的真言
[00:02:58.000 --> 00:03:01.000]  都是表示要去謹慎
[00:03:01.000 --> 00:03:03.000]  使用我們的言語
[00:03:03.000 --> 00:03:06.000]  說話要有節制
[00:03:06.000 --> 00:03:09.000]  恆常去忍耐拒絕
[00:03:09.000 --> 00:03:12.000]  被輕易來激動
[00:03:12.000 --> 00:03:16.000]  可能會贏得令人驚訝的勝利
[00:03:16.000 --> 00:03:20.000]  提出柔和持久的勸導
[00:03:20.000 --> 00:03:28.000]  最後甚至能夠擊破一些很倔強的意志
[00:03:28.000 --> 00:03:30.000]  達至公義
[00:03:30.000 --> 00:03:32.000]  有一位青年人
[00:03:32.000 --> 00:03:37.000]  他向蘇格拉底拜師學演講
[00:03:37.000 --> 00:03:40.000]  他一見面就口若懸河
[00:03:40.000 --> 00:03:43.000]  不停說話
[00:03:43.000 --> 00:03:48.000]  蘇格拉底向他索取雙倍的學費
[00:03:48.000 --> 00:03:51.000]  青年人問為甚麼
[00:03:51.000 --> 00:03:53.000]  這位哲人說
[00:03:53.000 --> 00:03:57.000]  因為我必須要教你兩種學問
[00:03:57.000 --> 00:04:00.000]  一方面教你禁止舌頭
[00:04:00.000 --> 00:04:05.000]  另一方面又要教你怎樣去演說
[00:04:05.000 --> 00:04:09.000]  第一種學問更難去學會
[00:04:09.000 --> 00:04:12.000]  但努力學習去禁止舌頭
[00:04:12.000 --> 00:04:17.000]  否則你會有很大的虧損
[00:04:17.000 --> 00:04:21.000]  而且會引發無窮的難題
[00:04:21.000 --> 00:04:25.000]  表示話語要有節制
[00:04:25.000 --> 00:04:29.000]  要謹慎地表達
[00:04:29.000 --> 00:04:31.000]  如果說話太多
[00:04:31.000 --> 00:04:34.000]  可能會挑起爭端
[00:04:34.000 --> 00:04:40.000]  在《針研》十七章二十七、二十八節
[00:04:40.000 --> 00:04:43.000]  有知識的約束自己的言語
[00:04:43.000 --> 00:04:46.000]  聰明人心平氣和
[00:04:46.000 --> 00:04:52.000]  如往人默不作聲也算是智慧
[00:04:52.000 --> 00:04:56.000]  閉口不言也算是聰明
[00:04:56.000 --> 00:05:01.000]  這些經文是齊昌控制我們的言語
[00:05:01.000 --> 00:05:03.000]  看言語
[00:05:03.000 --> 00:05:05.000]  如果言語過多
[00:05:05.000 --> 00:05:08.000]  都未必適切
[00:05:08.000 --> 00:05:12.000]  說話太多可能挑起一些罪惡
[00:05:12.000 --> 00:05:18.000]  說話的人可能無意之間會高舉自己
[00:05:18.000 --> 00:05:23.000]  亦可能藐視了鄰舍或身邊的人
[00:05:23.000 --> 00:05:26.000]  顯得他的無知
[00:05:26.000 --> 00:05:29.000]  因為《針研》十一章十二節這樣說
[00:05:29.000 --> 00:05:33.000]  藐視鄰舍毫無智慧
[00:05:33.000 --> 00:05:37.000]  明哲人卻靜默不言
[00:05:37.000 --> 00:05:40.000]  智慧人的言語似高銀
[00:05:40.000 --> 00:05:44.000]  惡人的心所值無幾
[00:05:44.000 --> 00:05:48.000]  《針研》多數是用一個對句
[00:05:48.000 --> 00:05:52.000]  來表達智慧和愚昧
[00:05:52.000 --> 00:05:57.000]  去比喻義人和惡人的分別
[00:05:57.000 --> 00:06:01.000]  表示義人的話語很有價值
[00:06:01.000 --> 00:06:05.000]  我們很容易接受好聽的話
[00:06:05.000 --> 00:06:09.000]  但那些勸我們的說話
[00:06:09.000 --> 00:06:12.000]  不太容易聽入耳
[00:06:12.000 --> 00:06:15.000]  中言亦易
[00:06:15.000 --> 00:06:18.000]  聽了不太舒服
[00:06:18.000 --> 00:06:21.000]  幾句智慧的勸諫
[00:06:21.000 --> 00:06:26.000]  可以幫助一些願意反省的人
[00:06:26.000 --> 00:06:29.000]  改善自己的行為
[00:06:29.000 --> 00:06:33.000]  公義的言語好像純銀
[00:06:33.000 --> 00:06:38.000]  即是很有價值很有益處
[00:06:38.000 --> 00:06:46.000]  相反惡人的性情說話令人很難受
[00:06:46.000 --> 00:06:50.000]  不開心是沒有價值的
[00:06:50.000 --> 00:06:55.000]  在幾年前南亞地區發生大地震
[00:06:55.000 --> 00:07:02.000]  當時在這裡服侍的一位姊妹Grace
[00:07:02.000 --> 00:07:04.000]  她身處機場
[00:07:04.000 --> 00:07:07.000]  她準備去另一個地區
[00:07:07.000 --> 00:07:11.000]  接受聖經運用相關訓練
[00:07:11.000 --> 00:07:15.000]  忽然之間隆隆聲大響
[00:07:15.000 --> 00:07:18.000]  好像很多飛機在低飛
[00:07:18.000 --> 00:07:21.000]  亦好像爆炸的聲音
[00:07:21.000 --> 00:07:23.000]  震耳欲聾
[00:07:23.000 --> 00:07:24.000]  抬頭一看
[00:07:24.000 --> 00:07:29.000]  原來屋頂快要塌下來
[00:07:29.000 --> 00:07:34.000]  地面像波浪般移動
[00:07:34.000 --> 00:07:37.000]  腦海裡清楚這是地震
[00:07:37.000 --> 00:07:39.000]  快點跑
[00:07:39.000 --> 00:07:41.000]  她突然警覺到
[00:07:41.000 --> 00:07:44.000]  但來不及逃避
[00:07:44.000 --> 00:07:47.000]  所以她躲在椅底
[00:07:47.000 --> 00:07:51.000]  直至不再感受到震盪
[00:07:51.000 --> 00:07:55.000]  她便跑到空地上
[00:07:55.000 --> 00:07:59.000]  最終Grace仍然可以坐飛機離境
[00:07:59.000 --> 00:08:02.000]  去如期接受訓練
[00:08:02.000 --> 00:08:05.000]  只是心裡有餘悸
[00:08:05.000 --> 00:08:08.000]  既掛著當地的情況
[00:08:08.000 --> 00:08:15.000]  亦逐漸感受到地震帶給她心靈的衝擊
[00:08:15.000 --> 00:08:17.000]  有一天她看聖經時
[00:08:17.000 --> 00:08:23.000]  看到《耳塞書》四十三章第二第三節
[00:08:23.000 --> 00:08:25.000]  「你同水中經過
[00:08:25.000 --> 00:08:27.000]  我必與你同在
[00:08:27.000 --> 00:08:29.000]  你躺過江河
[00:08:29.000 --> 00:08:31.000]  水必不漫過你
[00:08:31.000 --> 00:08:33.000]  你同火中行過
[00:08:33.000 --> 00:08:36.000]  必不被燒
[00:08:36.000 --> 00:08:39.000]  火焰也不著在你身上
[00:08:39.000 --> 00:08:41.000]  因為我是耀華你的神
[00:08:41.000 --> 00:08:43.000]  是以色列的聖者
[00:08:43.000 --> 00:08:45.000]  你的救主」
[00:08:45.000 --> 00:08:48.000]  她看了這段經文
[00:08:48.000 --> 00:08:51.000]  深深受感動
[00:08:51.000 --> 00:08:55.000]  感受到神對她的保護、眷顧
[00:08:55.000 --> 00:08:59.000]  經歷和神的話語的一個結連
[00:08:59.000 --> 00:09:02.000]  心裡得著安慰
[00:09:02.000 --> 00:09:06.000]  當時工場已經發出指引
[00:09:06.000 --> 00:09:09.000]  說工作人員可以按自己的情況
