
[00:00:00.000 --> 00:00:04.000]  上星期日是甚麼節日?
[00:00:04.000 --> 00:00:09.000]  復活節,難得的長假期,很難得的嘛,香港
[00:00:09.000 --> 00:00:15.000]  知不知道巴基斯坦發生了甚麼事?
[00:00:15.000 --> 00:00:19.000]  巴基斯坦第二大的城市拉合爾
[00:00:19.000 --> 00:00:23.000]  那天和全世界很多的基督徒一樣
[00:00:23.000 --> 00:00:25.000]  不過他們不止
[00:00:25.000 --> 00:00:28.000]  除了基督徒,還有一些民眾和旅客
[00:00:28.000 --> 00:00:32.000]  聚集在一個遊樂場裏,慶祝復活節
[00:00:32.000 --> 00:00:36.000]  活動期間,在門口的停車場
[00:00:36.000 --> 00:00:41.000]  突然發生了自殺式炸彈的襲擊
[00:00:41.000 --> 00:00:43.000]  最少有65人喪生
[00:00:43.000 --> 00:00:47.000]  後來應該是超過70人
[00:00:47.000 --> 00:00:50.000]  有300多人受傷
[00:00:50.000 --> 00:00:53.000]  巴基斯坦塔利班分支承認責任
[00:00:53.000 --> 00:00:58.000]  他說襲擊是針對當地的基督徒
[00:00:58.000 --> 00:01:02.000]  早幾天,印度加爾各答
[00:01:02.000 --> 00:01:09.000]  一條興建了七年不過未完工的行車天橋
[00:01:09.000 --> 00:01:12.000]  突然倒塌了
[00:01:12.000 --> 00:01:17.000]  有超過100個途人被壓著
[00:01:17.000 --> 00:01:23.000]  最少有20人死亡,90多人受傷
[00:01:23.000 --> 00:01:26.000]  這些新聞,你會否覺得
[00:01:26.000 --> 00:01:30.000]  好像變得不再是新聞
[00:01:30.000 --> 00:01:32.000]  偶爾會看一宗,偶爾會看一宗
[00:01:32.000 --> 00:01:34.000]  特別是香港資訊太發達了
[00:01:34.000 --> 00:01:37.000]  回到家裏開著新聞台
[00:01:37.000 --> 00:01:39.000]  經常都見到
[00:01:39.000 --> 00:01:44.000]  但如果你是他們其中一份子
[00:01:44.000 --> 00:01:49.000]  而你的家人或朋友受了傷
[00:01:49.000 --> 00:01:53.000]  甚至過世了
[00:01:53.000 --> 00:01:58.000]  你的感受又會是怎樣呢?
[00:01:58.000 --> 00:02:00.000]  究竟我們做基督徒
[00:02:00.000 --> 00:02:03.000]  信仰可以怎樣幫助我們
[00:02:03.000 --> 00:02:05.000]  面對人生這些突如其來
[00:02:05.000 --> 00:02:07.000]  不是像我這樣
[00:02:07.000 --> 00:02:10.000]  極其量最多叫做交通意外
[00:02:10.000 --> 00:02:13.000]  一點都趕不上人生苦難
[00:02:13.000 --> 00:02:15.000]  但信仰怎樣幫助我們
[00:02:15.000 --> 00:02:17.000]  面對這些突如其來
[00:02:17.000 --> 00:02:22.000]  給我們很大衝擊的困苦呢?
[00:02:22.000 --> 00:02:26.000]  我相信聖經告訴我們
[00:02:26.000 --> 00:02:28.000]  憑著信心
[00:02:28.000 --> 00:02:34.000]  神能夠在風浪裏轉化我們的生命
[00:02:34.000 --> 00:02:37.000]  亦幫助我們有力量、有能力
[00:02:37.000 --> 00:02:42.000]  去面對人生的困難
[00:02:42.000 --> 00:02:44.000]  但究竟怎樣憑著信心
[00:02:44.000 --> 00:02:47.000]  才可以被神更新我們呢?
[00:02:47.000 --> 00:02:50.000]  才可以有力量去面對呢?
[00:02:50.000 --> 00:02:54.000]  今天我只跟大家分享兩點
[00:02:54.000 --> 00:02:56.000]  一點都不多
[00:02:56.000 --> 00:03:01.000]  就是堅持地相信神會聆聽
[00:03:01.000 --> 00:03:06.000]  堅持地相信神會引導
[00:03:06.000 --> 00:03:11.000]  神會聆聽、神會引導
[00:03:11.000 --> 00:03:13.000]  我想先交代一下
[00:03:13.000 --> 00:03:16.000]  看這個故事值得留意的兩個地方
[00:03:16.000 --> 00:03:19.000]  之後再跟大家看下去故事的內容
[00:03:19.000 --> 00:03:21.000]  第一就是
[00:03:21.000 --> 00:03:23.000]  《平靜風浪》這個故事
[00:03:23.000 --> 00:03:24.000]  和兩個星期
[00:03:24.000 --> 00:03:26.000]  不知道大家還記不記得
[00:03:26.000 --> 00:03:29.000]  何牧師所說的神國比喻
[00:03:29.000 --> 00:03:31.000]  都是馬可福音
[00:03:31.000 --> 00:03:33.000]  可以說是一個大的單元
[00:03:33.000 --> 00:03:34.000]  為什麼呢?
[00:03:34.000 --> 00:03:36.000]  因為剛才我們讀聖經的時候
[00:03:36.000 --> 00:03:39.000]  一開始第35節第一句
[00:03:39.000 --> 00:03:43.000]  講述了故事發生的時間
[00:03:43.000 --> 00:03:47.000]  「當那天晚上」
[00:03:47.000 --> 00:03:50.000]  「那天」即是那一天
[00:03:50.000 --> 00:03:52.000]  特別特定的那一天
[00:03:52.000 --> 00:03:55.000]  晚上不是晚上
[00:03:55.000 --> 00:03:57.000]  而是英文的evening
[00:03:57.000 --> 00:03:59.000]  或中文的傍晚
[00:03:59.000 --> 00:04:01.000]  即是傍晚
[00:04:01.000 --> 00:04:02.000]  大概你可以想像
[00:04:02.000 --> 00:04:05.000]  那天耶穌對著很多群眾
[00:04:05.000 --> 00:04:08.000]  講完神國的比喻
[00:04:08.000 --> 00:04:10.000]  講完之後忙碌了一天
[00:04:10.000 --> 00:04:12.000]  然後開始太陽下山
[00:04:12.000 --> 00:04:13.000]  趁天還未黑
[00:04:13.000 --> 00:04:15.000]  就叫門徒撐船
[00:04:15.000 --> 00:04:17.000]  渡過加利利海去到對面岸
[00:04:17.000 --> 00:04:18.000]  然後進入第五章
[00:04:18.000 --> 00:04:21.000]  「加拉森」的故事
[00:04:21.000 --> 00:04:23.000]  《平靜風浪》和神國比喻
[00:04:23.000 --> 00:04:26.000]  可以這樣看為同一個單元
[00:04:26.000 --> 00:04:28.000]  而《平靜風浪》可以看成
[00:04:28.000 --> 00:04:31.000]  神國比喻的引申
[00:04:31.000 --> 00:04:32.000]  所說的
[00:04:32.000 --> 00:04:33.000]  所揭示的
[00:04:33.000 --> 00:04:37.000]  就是耶穌的能力和身份
[00:04:37.000 --> 00:04:39.000]  第二
[00:04:39.000 --> 00:04:41.000]  《平靜風浪》
[00:04:41.000 --> 00:04:43.000]  在《馬學福音》中
[00:04:43.000 --> 00:04:46.000]  其實重點不是神蹟
[00:04:46.000 --> 00:04:49.000]  我不是說這個不是神蹟
[00:04:49.000 --> 00:04:51.000]  我只是說重點不是神蹟
[00:04:51.000 --> 00:04:53.000]  這個的的確確是神蹟
[00:04:53.000 --> 00:04:55.000]  一會兒我會講一講
[00:04:55.000 --> 00:04:57.000]  為什麼我覺得這個肯定是神蹟
[00:04:57.000 --> 00:04:58.000]  不過
[00:04:58.000 --> 00:04:59.000]  馬學想我們要留意的
[00:04:59.000 --> 00:05:01.000]  不只是耶穌的能力
[00:05:01.000 --> 00:05:03.000]  而是更加是耶穌的身份
[00:05:03.000 --> 00:05:06.000]  即是耶穌是哪一個
[00:05:06.000 --> 00:05:08.000]  因為我們看回《馬學福音》
[00:05:08.000 --> 00:05:10.000]  第一、第二、第三章
[00:05:10.000 --> 00:05:12.000]  分別都用了不同的形式去探討
[00:05:12.000 --> 00:05:14.000]  關於耶穌身份的問題
[00:05:14.000 --> 00:05:16.000]  第一章
[00:05:16.000 --> 00:05:19.000]  為什麼耶穌能夠用權柄
[00:05:19.000 --> 00:05:22.000]  去趕走鬼呢?
[00:05:22.000 --> 00:05:24.000]  第二章
[00:05:24.000 --> 00:05:26.000]  為什麼耶穌可以宣稱
[00:05:26.000 --> 00:05:28.000]  有赦罪的權柄呢?
[00:05:28.000 --> 00:05:30.000]  對當時的猶太人來說
[00:05:30.000 --> 00:05:32.000]  只有神才可以赦罪
[00:05:32.000 --> 00:05:34.000]  為什麼一個耶穌
[00:05:34.000 --> 00:05:36.000]  你極其量教一下聖經
[00:05:36.000 --> 00:05:37.000]  敷子
[00:05:37.000 --> 00:05:39.000]  為什麼你可以赦罪呢?
[00:05:39.000 --> 00:05:42.000]  第三章
[00:05:42.000 --> 00:05:44.000]  鬼就說
[00:05:44.000 --> 00:05:46.000]  耶穌你是神的兒子
[00:05:46.000 --> 00:05:48.000]  鬼也跟人說
[00:05:48.000 --> 00:05:50.000]  你是神的兒子
[00:05:50.000 --> 00:05:52.000]  為什麼耶穌這麼厲害?
[00:05:52.000 --> 00:05:53.000]  去到第四章
[00:05:53.000 --> 00:05:54.000]  第四章的尾
[00:05:54.000 --> 00:05:55.000]  今天我們所讀的經文
[00:05:55.000 --> 00:05:56.000]  門徒的問題
[00:05:56.000 --> 00:05:59.000]  仍然都是一脈相承
[00:05:59.000 --> 00:06:02.000]  為什麼連風和浪
[00:06:02.000 --> 00:06:05.000]  都會聽從耶穌呢?
[00:06:05.000 --> 00:06:09.000]  究竟祂是誰呢?
[00:06:09.000 --> 00:06:11.000]  讓我們回到故事的內容
[00:06:11.000 --> 00:06:13.000]  再看看
[00:06:13.000 --> 00:06:16.000]  那天天氣應該挺好的
[00:06:16.000 --> 00:06:17.000]  就算是差也不會太差
[00:06:17.000 --> 00:06:18.000]  為什麼我這樣說呢?
[00:06:18.000 --> 00:06:20.000]  因為這麼多人在戶外
[00:06:20.000 --> 00:06:21.000]  聽耶穌講道
[00:06:21.000 --> 00:06:23.000]  下大雨怎麼辦呢?
[00:06:23.000 --> 00:06:25.000]  我不知道當時的雨傘有沒有雨傘
[00:06:25.000 --> 00:06:28.000]  我估計天氣應該不會太差
[00:06:28.000 --> 00:06:30.000]  所以群眾就在戶外
[00:06:30.000 --> 00:06:32.000]  聽耶穌講道
[00:06:32.000 --> 00:06:33.000]  但因為人太多
[00:06:33.000 --> 00:06:34.000]  耶穌在岸邊
[00:06:34.000 --> 00:06:36.000]  人們擠過來聽不到
[00:06:36.000 --> 00:06:38.000]  所以耶穌就上了一艘船
[00:06:38.000 --> 00:06:40.000]  船輕輕地移出一點
[00:06:40.000 --> 00:06:41.000]  就可以對著岸邊
[00:06:41.000 --> 00:06:45.000]  很多的群眾去講道
[00:06:45.000 --> 00:06:48.000]  而去到黃昏的時候
[00:06:48.000 --> 00:06:49.000]  耶穌和門徒
[00:06:49.000 --> 00:06:51.000]  都已經開始有點累了
[00:06:51.000 --> 00:06:52.000]  講道的工作
[00:06:52.000 --> 00:06:54.000]  暫時就告一段落
[00:06:54.000 --> 00:06:57.000]  然後耶穌就跟門徒說
[00:06:57.000 --> 00:07:00.000]  我們把船駛到
[00:07:00.000 --> 00:07:04.000]  加利利海的對面岸邊
