
[00:00:00.000 --> 00:00:05.000]  小時候或是初初回到教會
[00:00:05.000 --> 00:00:08.000]  回到教會總會問一個問題就是
[00:00:08.000 --> 00:00:10.000]  什麼是基督徒?
[00:00:10.000 --> 00:00:15.000]  基督徒你們多數都會有一些形象固定了
[00:00:15.000 --> 00:00:18.000]  就是不說髒話
[00:00:18.000 --> 00:00:20.000]  你不說髒話的嘛
[00:00:20.000 --> 00:00:22.000]  你們不說的嘛
[00:00:22.000 --> 00:00:27.000]  甚至穿的衣服女生就沒那麼暴露
[00:00:27.000 --> 00:00:29.000]  裙子就會吸塞
[00:00:29.000 --> 00:00:34.000]  總之說髒話乖乖的那些就是了
[00:00:34.000 --> 00:00:37.000]  所以那時候我就會覺得
[00:00:37.000 --> 00:00:39.000]  回到教會
[00:00:39.000 --> 00:00:44.000]  那時候還不是太太的那個也很像
[00:00:44.000 --> 00:00:46.000]  基督徒
[00:00:46.000 --> 00:00:48.000]  但是呢
[00:00:48.000 --> 00:00:51.000]  有一次回到教會的時候
[00:00:51.000 --> 00:00:53.000]  那個長老就問我
[00:00:53.000 --> 00:00:57.000]  成傑你清不清楚得救?
[00:00:57.000 --> 00:00:59.000]  那時候我就問一個問題
[00:00:59.000 --> 00:01:01.000]  什麼叫得救?
[00:01:01.000 --> 00:01:03.000]  就是得到救恩
[00:01:03.000 --> 00:01:05.000]  想不想到天堂?
[00:01:05.000 --> 00:01:08.000]  我就說都想到的
[00:01:08.000 --> 00:01:12.000]  但是要看我今後的表現是怎樣
[00:01:12.000 --> 00:01:17.000]  所以當我那時候就會有一些想法就是
[00:01:17.000 --> 00:01:19.000]  讀聖經讀勤力一點
[00:01:19.000 --> 00:01:22.000]  或者自己做事做好一點就是了
[00:01:22.000 --> 00:01:26.000]  那時候導師就給了我一篇聖經
[00:01:26.000 --> 00:01:29.000]  聖經就說
[00:01:29.000 --> 00:01:31.000]  當你信主耶穌
[00:01:31.000 --> 00:01:32.000]  口裡承認
[00:01:32.000 --> 00:01:34.000]  心裡相信
[00:01:34.000 --> 00:01:36.000]  叫他從死裡復活
[00:01:36.000 --> 00:01:37.000]  就必得救了
[00:01:37.000 --> 00:01:40.000]  那時候我就立刻放下自己的遊戲機
[00:01:40.000 --> 00:01:42.000]  那時候是遊戲機
[00:01:42.000 --> 00:01:44.000]  不玩遊戲機了
[00:01:44.000 --> 00:01:46.000]  不玩遊戲機了
[00:01:46.000 --> 00:01:47.000]  不玩遊戲機了
[00:01:47.000 --> 00:01:48.000]  放下了
[00:01:48.000 --> 00:01:53.000]  我覺得原來就是這樣信就得救了
[00:01:53.000 --> 00:01:57.000]  後來去到教會就去上福音班
[00:01:57.000 --> 00:02:02.000]  他把福音班去做基督徒這件事說得很簡單
[00:02:02.000 --> 00:02:04.000]  他就問了兩個問題
[00:02:04.000 --> 00:02:05.000]  那個問題就是
[00:02:05.000 --> 00:02:09.000]  你今天死了的時候有沒有信心上到天堂?
[00:02:09.000 --> 00:02:11.000]  另外上到天堂的時候
[00:02:11.000 --> 00:02:16.000]  你憑什麼叫上帝讓你進入天堂呢?
[00:02:16.000 --> 00:02:20.000]  很多時候這些問題都會一直問我們
[00:02:20.000 --> 00:02:22.000]  當你信到這麼上癮
[00:02:22.000 --> 00:02:23.000]  清楚得救
[00:02:23.000 --> 00:02:26.000]  知道自己是一個基督徒的時候
[00:02:26.000 --> 00:02:28.000]  就會有人問你一個問題
[00:02:28.000 --> 00:02:30.000]  就是你所信的神是什麼?
[00:02:30.000 --> 00:02:35.000]  就好像當天摩西他遇到上帝的時候
[00:02:35.000 --> 00:02:36.000]  他就會問一個問題
[00:02:36.000 --> 00:02:39.000]  或者他遇到他要服侍的那些人
[00:02:39.000 --> 00:02:41.000]  那些人就會問一個問題
[00:02:41.000 --> 00:02:44.000]  就是你所信的神是什麼?
[00:02:44.000 --> 00:02:48.000]  所以就有今天摩西試驗的意思
[00:02:48.000 --> 00:02:53.000]  是怎樣去理解我們所信的神呢?
[00:02:53.000 --> 00:02:55.000]  摩西所理解的信的神
[00:02:55.000 --> 00:02:57.000]  就是亞伯拉罕的神
[00:02:57.000 --> 00:02:58.000]  以撒的神
[00:02:58.000 --> 00:02:59.000]  雅各的神
[00:02:59.000 --> 00:03:00.000]  有時候很奇怪
[00:03:00.000 --> 00:03:02.000]  看創世紀的時候
[00:03:02.000 --> 00:03:04.000]  最多事情做的那個
[00:03:04.000 --> 00:03:06.000]  那個故事最豐富的是誰?
[00:03:06.000 --> 00:03:08.000]  你們有上過主教學你們知道的
[00:03:08.000 --> 00:03:11.000]  最豐富的故事講的是誰?
[00:03:11.000 --> 00:03:13.000]  誰講耶穌的?
[00:03:13.000 --> 00:03:16.000]  創世紀喔
[00:03:16.000 --> 00:03:18.000]  當然是約瑟
[00:03:18.000 --> 00:03:20.000]  約瑟那麼精彩
[00:03:20.000 --> 00:03:21.000]  又被人戳背脊
[00:03:21.000 --> 00:03:22.000]  又出賣了
[00:03:22.000 --> 00:03:24.000]  又賣到埃及
[00:03:24.000 --> 00:03:29.000]  但是當摩西他問這個問題的時候
[00:03:29.000 --> 00:03:31.000]  他不會說亞伯拉罕的神
[00:03:31.000 --> 00:03:32.000]  以撒的神
[00:03:32.000 --> 00:03:33.000]  雅各的神
[00:03:33.000 --> 00:03:34.000]  約瑟的神
[00:03:34.000 --> 00:03:35.000]  沒有的
[00:03:35.000 --> 00:03:36.000]  只是這三個
[00:03:36.000 --> 00:03:40.000]  那究竟這三個我們所謂的老祖宗
[00:03:40.000 --> 00:03:42.000]  那時候以色列的祖宗
[00:03:42.000 --> 00:03:45.000]  究竟和摩西所信的有什麼分別呢?
[00:03:45.000 --> 00:03:46.000]  好了
[00:03:46.000 --> 00:03:48.000]  我們看下一部
[00:03:48.000 --> 00:03:52.000]  東摩西他在這個曠野裡
[00:03:52.000 --> 00:03:53.000]  牧養羊群的時候
[00:03:53.000 --> 00:03:54.000]  遇見神
[00:03:54.000 --> 00:03:56.000]  我想你們上這個主教學
[00:03:56.000 --> 00:03:59.000]  也會上過這個故事
[00:03:59.000 --> 00:04:02.000]  就是說牠牧養羊群
[00:04:02.000 --> 00:04:04.000]  那些羊群對牠也沒有什麼反應
[00:04:04.000 --> 00:04:05.000]  只有那個什麼字的時候
[00:04:05.000 --> 00:04:07.000]  在荊棘那裡遇見上帝
[00:04:07.000 --> 00:04:10.000]  上帝就和他有一些對話
[00:04:10.000 --> 00:04:13.000]  那當時摩西見到上帝的時候
[00:04:13.000 --> 00:04:15.000]  他不僅不是很害怕
[00:04:15.000 --> 00:04:17.000]  還和他有深情的對話
[00:04:17.000 --> 00:04:18.000]  一直在駁嘴
