
[00:00:00.000 --> 00:00:02.000]  由我們一起低頭祈禱
[00:00:02.000 --> 00:00:05.920]  今年早上
[00:00:05.920 --> 00:00:11.000]  當我們來到2018年已經過了一半的時候
[00:00:11.000 --> 00:00:14.480]  祈求我們再一次來到你的庚前
[00:00:14.480 --> 00:00:16.160]  打開我們的心
[00:00:16.160 --> 00:00:21.640]  願意你的道在我們生中繼續工作
[00:00:21.640 --> 00:00:24.840]  叫我們在人生裏面
[00:00:25.360 --> 00:00:30.280]  不要讓每一個禮拜如常可能有很多生活的繁瑣
[00:00:30.280 --> 00:00:33.040]  或者我們生命裏面有很多的軟弱
[00:00:33.040 --> 00:00:34.680]  難阻我們
[00:00:34.680 --> 00:00:38.440]  正如我們剛才唱的詩歌
[00:00:38.440 --> 00:00:39.720]  「你是我神」
[00:00:39.720 --> 00:00:41.960]  我們多麼願意
[00:00:41.960 --> 00:00:45.240]  真的能夠為我們的神傾出我們的心
[00:00:45.240 --> 00:00:49.680]  撇起世間很多會纏擾我們
[00:00:49.680 --> 00:00:51.520]  令我們貪婪
[00:00:51.520 --> 00:00:53.600]  走進死胡路的事
[00:00:54.520 --> 00:00:56.040]  放下我們的軟弱
[00:00:56.040 --> 00:00:59.360]  將我們自己的生命獻給主
[00:00:59.360 --> 00:01:01.480]  主我們在這裏
[00:01:01.480 --> 00:01:03.360]  求你用你的話
[00:01:03.360 --> 00:01:04.960]  去提醒我們
[00:01:04.960 --> 00:01:06.560]  鼓勵我們
[00:01:06.560 --> 00:01:07.920]  幫助我們
[00:01:07.920 --> 00:01:10.920]  特別今早我們都去思想到
[00:01:10.920 --> 00:01:12.600]  我們肉身的家
[00:01:12.600 --> 00:01:14.280]  都需要耶穌
[00:01:14.280 --> 00:01:17.320]  求主你親自帶領保守
[00:01:17.320 --> 00:01:19.480]  我們這樣祈禱交托
[00:01:19.480 --> 00:01:23.040]  是奉群揚大牧者耶穌基督的名求
[00:01:23.040 --> 00:01:23.960]  阿們
[00:01:25.520 --> 00:01:27.240]  當信主耶穌
[00:01:27.240 --> 00:01:29.840]  是否真是你一家都得救呢?
[00:01:29.840 --> 00:01:31.840]  我們今天就來去思想
[00:01:31.840 --> 00:01:35.160]  究竟這句話背後的真實意義
[00:01:35.160 --> 00:01:40.920]  很記得當當出來傳道的時候
[00:01:40.920 --> 00:01:43.920]  在生命裏面遇到一個家庭
[00:01:43.920 --> 00:01:46.880]  先是小姐妹
[00:01:46.880 --> 00:01:49.320]  她帶著她一個
[00:01:49.320 --> 00:01:53.080]  生命有很大問題的男朋友
[00:01:53.440 --> 00:01:54.840]  敲問教會的門
[00:01:54.840 --> 00:01:58.600]  當時教會只有三、四十人
[00:01:58.600 --> 00:02:00.720]  所以我很有時間
[00:02:00.720 --> 00:02:03.440]  能夠跟這個小姐妹認識
[00:02:03.440 --> 00:02:05.320]  她原來住在屋邨
[00:02:05.320 --> 00:02:07.720]  她帶著她的男朋友
[00:02:07.720 --> 00:02:10.560]  因為男朋友有一個不好的習慣
[00:02:10.560 --> 00:02:12.240]  就是喝咳藥水
[00:02:12.240 --> 00:02:15.600]  所以她經常有點暈
[00:02:15.600 --> 00:02:17.400]  所以她很害怕
[00:02:17.400 --> 00:02:20.440]  她說其實我信了耶穌不是很久
[00:02:20.440 --> 00:02:21.880]  我現在在讀教育學院
[00:02:22.160 --> 00:02:23.880]  快要出來做老師
[00:02:23.880 --> 00:02:26.440]  現在已經有二十多年了
[00:02:26.440 --> 00:02:30.400]  她帶男朋友回來的時候
[00:02:30.400 --> 00:02:32.840]  男朋友也是很膚淺的
[00:02:32.840 --> 00:02:36.040]  但是去到臨近他們結婚
[00:02:36.040 --> 00:02:38.160]  就是我跟他們做婚前輔導的時候
[00:02:38.160 --> 00:02:40.240]  她居然缺志信主
[00:02:40.240 --> 00:02:44.400]  因為有一次她可能是喝了咳藥水
[00:02:44.400 --> 00:02:46.880]  所以暈暈的的時候
[00:02:46.880 --> 00:02:50.000]  就在街上被人搜身
[00:02:50.320 --> 00:02:53.040]  把她送回警署
[00:02:53.040 --> 00:02:55.200]  她很害怕連累自己
[00:02:55.200 --> 00:02:56.880]  失去了工作,很多東西都沒有
[00:02:56.880 --> 00:02:58.880]  她就因為這種害怕
[00:02:58.880 --> 00:03:01.080]  她就開始轉向耶穌
[00:03:01.080 --> 00:03:02.840]  人生有時就是這樣
[00:03:02.840 --> 00:03:05.840]  當她經歷一些困難的時候
[00:03:05.840 --> 00:03:08.880]  我們基督教經常都說一個道理
[00:03:08.880 --> 00:03:12.560]  人的盡頭就是神的開始
[00:03:12.560 --> 00:03:15.160]  她相信了主,很感謝神
[00:03:15.160 --> 00:03:17.160]  但是我更加告訴你
[00:03:17.160 --> 00:03:18.760]  在他們結婚之後
[00:03:19.280 --> 00:03:20.400]  這位小姐妹
[00:03:20.400 --> 00:03:22.560]  繼續帶領她的弟弟
[00:03:22.560 --> 00:03:24.440]  兩個弟弟,一個妹妹
[00:03:24.440 --> 00:03:26.760]  而且再隔一段時間
[00:03:26.760 --> 00:03:29.880]  很努力地把拜神的媽媽
[00:03:29.880 --> 00:03:31.960]  帶到神面前
[00:03:31.960 --> 00:03:33.960]  我帶領她缺志
[00:03:33.960 --> 00:03:36.160]  我有幸見到太太
[00:03:36.160 --> 00:03:38.400]  我太太為她媽媽做栽培
[00:03:38.400 --> 00:03:41.240]  最後見到他們一家
[00:03:41.240 --> 00:03:43.320]  一個一個洗禮
[00:03:43.320 --> 00:03:44.680]  到最後
[00:03:44.680 --> 00:03:46.000]  在六年前
[00:03:46.000 --> 00:03:47.840]  我已經不在教會侍奉
[00:03:47.840 --> 00:03:48.840]  在那間教會
[00:03:48.840 --> 00:03:51.080]  但我仍然探望她的家
[00:03:51.080 --> 00:03:54.240]  有機會和她的先生
[00:03:54.240 --> 00:03:56.080]  即是小姐妹的爸爸
[00:03:56.080 --> 00:03:57.640]  一起吃飯
[00:03:57.640 --> 00:03:58.800]  有談有說
[00:03:58.800 --> 00:04:01.120]  然後傳福音
[00:04:01.120 --> 00:04:03.160]  她爸爸也相信了
[00:04:03.160 --> 00:04:04.960]  所以名副其實
[00:04:04.960 --> 00:04:06.240]  是一家
[00:04:06.240 --> 00:04:07.960]  蔡家一家都相信主
[00:04:07.960 --> 00:04:10.360]  而且最美麗的就是
[00:04:10.360 --> 00:04:13.000]  在我侍奉那幾年裡面
[00:04:13.000 --> 00:04:14.120]  十二年當中
[00:04:14.120 --> 00:04:16.440]  我見證到這個家庭
[00:04:16.440 --> 00:04:18.480]  當她每一個家庭成員信主
[00:04:19.400 --> 00:04:21.120]  他們就加入早堂
[00:04:21.120 --> 00:04:22.080]  很早的
[00:04:22.080 --> 00:04:23.880]  八點鐘就要回教會
[00:04:23.880 --> 00:04:26.080]  他們就開閘
[00:04:26.080 --> 00:04:28.040]  打點椅子
[00:04:28.040 --> 00:04:29.280]  斟茶
[00:04:29.280 --> 00:04:31.160]  給弟兄姊妹泡水
[00:04:31.160 --> 00:04:33.600]  我真的感受到
[00:04:33.600 --> 00:04:35.000]  很感恩
[00:04:35.000 --> 00:04:36.520]  沒錯
[00:04:36.520 --> 00:04:38.720]  在大概六個月前
[00:04:38.720 --> 00:04:41.000]  我幫這位
[00:04:41.000 --> 00:04:42.480]  喝咳藥水的
[00:04:42.480 --> 00:04:43.680]  弟兄
[00:04:43.680 --> 00:04:44.480]  即是爸爸
[00:04:44.480 --> 00:04:47.040]  他已經有一個九歲大的女兒
[00:04:48.400 --> 00:04:50.160]  但是她四十四歲
[00:04:50.160 --> 00:04:53.120]  敵不過鼻咽癌
[00:04:53.120 --> 00:04:55.080]  兩年後
[00:04:55.080 --> 00:04:57.200]  即是六個月前
[00:04:57.200 --> 00:04:58.760]  離世
[00:04:58.760 --> 00:05:01.560]  在整個喪禮裡面
[00:05:01.560 --> 00:05:03.720]  我看到
[00:05:03.720 --> 00:05:05.680]  太太出來講見證
[00:05:05.680 --> 00:05:08.760]  她說是主的恩典
[00:05:08.760 --> 00:05:10.040]  救了她先生
[00:05:10.040 --> 00:05:11.360]  其實她先生
[00:05:11.360 --> 00:05:14.280]  二十多年前應該已經沒有了
[00:05:14.280 --> 00:05:17.360]  但是她的神帶領了她先生
[00:05:17.960 --> 00:05:19.760]  在人生的邊緣
[00:05:19.760 --> 00:05:20.520]  信了主
[00:05:20.520 --> 00:05:23.640]  所以她說這兩年雖然很艱難
[00:05:23.640 --> 00:05:26.960]  但是她看到主祝福了她的家庭
[00:05:26.960 --> 00:05:28.480]  祝福了
[00:05:28.480 --> 00:05:30.240]  自己的丈夫
[00:05:30.240 --> 00:05:31.600]  走完人生的路
[00:05:31.600 --> 00:05:33.720]  親愛的弟兄姊妹
[00:05:33.720 --> 00:05:34.960]  當我們今天
[00:05:34.960 --> 00:05:36.200]  見到教會
[00:05:36.200 --> 00:05:38.120]  我們很有幸的
[00:05:38.120 --> 00:05:39.320]  很感恩的
[00:05:39.320 --> 00:05:41.680]  見到有不少的弟兄姊妹
[00:05:41.680 --> 00:05:43.400]  他們在這裡成家立室
[00:05:43.400 --> 00:05:44.680]  他們
[00:05:44.680 --> 00:05:46.400]  慢慢的有兒有女
[00:05:46.800 --> 00:05:48.760]  甚至乎他們的第二代
[00:05:48.760 --> 00:05:50.640]  甚至乎他們的第三代
[00:05:50.640 --> 00:05:53.160]  都在這裡參加教會聚會
[00:05:53.160 --> 00:05:55.240]  但是我們會問
[00:05:55.240 --> 00:05:58.200]  這些家庭能夠鼓勵到你嗎?
[00:05:58.200 --> 00:06:01.960]  讓我們更加的去思想到今天早上
[00:06:01.960 --> 00:06:03.120]  我們說
[00:06:03.120 --> 00:06:04.560]  當信主耶穌
[00:06:04.560 --> 00:06:07.200]  我和我的家人
[00:06:07.200 --> 00:06:10.840]  是不是都可以同樣經歷到主的救恩呢?
[00:06:10.840 --> 00:06:13.680]  保羅當他
[00:06:13.680 --> 00:06:15.480]  在這個行程裡面
[00:06:15.960 --> 00:06:18.680]  他聽到馬其頓的呼聲
[00:06:18.680 --> 00:06:20.720]  有神的工人作供
[00:06:20.720 --> 00:06:22.280]  但是
[00:06:22.280 --> 00:06:23.840]  在家庭的裡面
[00:06:23.840 --> 00:06:26.440]  我們都要成為神的守望者
[00:06:26.440 --> 00:06:28.680]  守望著我們的家庭
[00:06:28.680 --> 00:06:31.920]  保羅在第二次
[00:06:31.920 --> 00:06:33.480]  旅行報道的裡面
[00:06:33.480 --> 00:06:36.240]  他由安提阿一路出發
[00:06:36.240 --> 00:06:37.560]  通過特比
[00:06:37.560 --> 00:06:38.800]  去到勞斯德
[00:06:38.800 --> 00:06:39.680]  以哥廉
[00:06:39.680 --> 00:06:42.960]  一路來到臨界一個叫特羅亞
[00:06:42.960 --> 00:06:45.160]  在這個晚上
[00:06:45.160 --> 00:06:46.840]  當保羅非常的掙扎
[00:06:46.840 --> 00:06:48.320]  他祈禱仰望神
[00:06:48.320 --> 00:06:50.800]  他說神啊前面的路應該怎麼走
[00:06:50.800 --> 00:06:52.800]  向東還是向西
[00:06:52.800 --> 00:06:53.840]  如果東
[00:06:53.840 --> 00:06:55.920]  他就會朝向東方
[00:06:55.920 --> 00:06:58.080]  一路向著一個
[00:06:58.080 --> 00:07:00.800]  史瓦西亞土耳其一路過
[00:07:00.800 --> 00:07:02.680]  他可以去到印度
[00:07:02.680 --> 00:07:04.400]  甚至乎中國
[00:07:04.400 --> 00:07:05.880]  所以有
[00:07:05.880 --> 00:07:07.720]  宣教學家說
[00:07:07.720 --> 00:07:09.080]  他說如果保羅
[00:07:09.080 --> 00:07:10.560]  他聽不清楚
