
[00:00:00.000 --> 00:00:02.000]  (主席)各位弟兄姊妹,早晨!
[00:00:02.000 --> 00:00:03.000]  (弟兄姊妹)早晨!
[00:00:03.000 --> 00:00:06.000]  (主席)今日講宣導時有一個很特別的感受,
[00:00:06.000 --> 00:00:09.000]  即是回看聖經的說話,
[00:00:09.000 --> 00:00:12.000]  是和今日的生活和政治,
[00:00:12.000 --> 00:00:14.000]  某個程度真是息息相關。
[00:00:14.000 --> 00:00:17.000]  神的話語,原來真是這麼寶貴。
[00:00:17.000 --> 00:00:19.000]  好讓我們能夠在另外神話語之師,
[00:00:19.000 --> 00:00:21.000]  我再一次來低頭來禱告。
[00:00:21.000 --> 00:00:23.000]  如何懇求你自己,
[00:00:23.000 --> 00:00:24.000]  用你自己的靈,
[00:00:24.000 --> 00:00:25.000]  你有高門孩子,
[00:00:25.000 --> 00:00:26.000]  叫我所講的信息,
[00:00:26.000 --> 00:00:28.000]  成為眾弟兄姊妹的幫助。
[00:00:28.000 --> 00:00:30.000]  如何懇求你用你的補血,
[00:00:30.000 --> 00:00:32.000]  來遮蓋孩子一切的罪。
[00:00:32.000 --> 00:00:33.000]  如何懇求聖靈,
[00:00:33.000 --> 00:00:35.000]  你自己在我們心裡面來做工作。
[00:00:35.000 --> 00:00:37.000]  如何幫助我們有一個警醒的心,
[00:00:37.000 --> 00:00:39.000]  免得我們中了一實彈的圈套。
[00:00:39.000 --> 00:00:42.000]  祝福我們的教會能夠和諧。
[00:00:42.000 --> 00:00:44.000]  如何祝福香港,
[00:00:44.000 --> 00:00:48.000]  今日我們看到香港在政治上那種動盪,
[00:00:48.000 --> 00:00:49.000]  很多的來亂,
[00:00:49.000 --> 00:00:51.000]  教導我們懂得如何去面對,
[00:00:51.000 --> 00:00:52.000]  如何去分析。
[00:00:52.000 --> 00:00:53.000]  多謝你!
[00:00:53.000 --> 00:00:54.000]  大靈也的時間,
[00:00:54.000 --> 00:00:58.000]  祈禱拉奉主德聖的名,阿們。
[00:01:24.000 --> 00:01:34.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:01:54.000 --> 00:02:04.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:02:24.000 --> 00:02:34.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:02:34.000 --> 00:02:44.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:02:44.000 --> 00:02:44.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:02:44.000 --> 00:02:44.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:02:44.000 --> 00:02:44.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:02:44.000 --> 00:02:44.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:02:44.000 --> 00:02:44.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:02:44.000 --> 00:02:54.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:03:14.000 --> 00:03:24.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:03:44.000 --> 00:03:54.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:04:14.000 --> 00:04:24.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:04:24.000 --> 00:04:34.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:04:34.000 --> 00:04:44.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:04:44.000 --> 00:04:54.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:04:54.000 --> 00:05:04.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:05:04.000 --> 00:05:14.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:05:14.000 --> 00:05:24.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:05:24.000 --> 00:05:34.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:05:34.000 --> 00:05:44.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:05:44.000 --> 00:05:54.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:05:54.000 --> 00:06:04.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:06:04.000 --> 00:06:14.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:06:14.000 --> 00:06:24.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:06:24.000 --> 00:06:34.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:06:34.000 --> 00:06:44.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:06:44.000 --> 00:06:54.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:06:54.000 --> 00:07:04.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:07:04.000 --> 00:07:14.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:07:14.000 --> 00:07:24.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:07:24.000 --> 00:07:34.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:07:34.000 --> 00:07:44.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:08:04.000 --> 00:08:14.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:08:14.000 --> 00:08:24.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:08:24.000 --> 00:08:34.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:08:34.000 --> 00:08:44.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:08:44.000 --> 00:08:54.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:08:54.000 --> 00:09:04.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:09:04.000 --> 00:09:14.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:09:14.000 --> 00:09:24.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:09:24.000 --> 00:09:34.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:09:34.000 --> 00:09:44.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:09:44.000 --> 00:09:54.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:09:54.000 --> 00:10:04.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:10:04.000 --> 00:10:14.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:10:14.000 --> 00:10:24.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:10:24.000 --> 00:10:34.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:10:34.000 --> 00:10:44.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:10:44.000 --> 00:10:54.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:10:54.000 --> 00:11:04.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:11:04.000 --> 00:11:14.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:11:14.000 --> 00:11:24.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:11:24.000 --> 00:11:34.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:11:34.000 --> 00:11:44.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:11:44.000 --> 00:11:54.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:11:54.000 --> 00:12:04.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:12:04.000 --> 00:12:14.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:12:14.000 --> 00:12:24.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:12:24.000 --> 00:12:34.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:12:34.000 --> 00:12:44.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:12:44.000 --> 00:12:54.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:12:54.000 --> 00:13:04.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:13:04.000 --> 00:13:14.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:13:14.000 --> 00:13:24.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:13:24.000 --> 00:13:34.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:13:34.000 --> 00:13:44.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:13:44.000 --> 00:13:54.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:13:54.000 --> 00:14:04.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:14:04.000 --> 00:14:14.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:14:14.000 --> 00:14:24.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:14:24.000 --> 00:14:34.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:14:34.000 --> 00:14:44.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:14:44.000 --> 00:14:54.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:14:54.000 --> 00:15:04.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:15:04.000 --> 00:15:14.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:15:14.000 --> 00:15:24.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:15:24.000 --> 00:15:34.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:15:34.000 --> 00:15:44.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:15:44.000 --> 00:15:52.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:15:52.000 --> 00:16:02.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:16:02.000 --> 00:16:12.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:16:12.000 --> 00:16:22.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:16:22.000 --> 00:16:32.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:16:32.000 --> 00:16:42.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:16:42.000 --> 00:16:52.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:16:52.000 --> 00:17:02.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
[00:17:02.000 --> 00:17:12.000]  請不吝點贊、訂閱、轉發、打賞支持明鏡與點點欄目
