
[00:00:00.000 --> 00:00:02.200]  弟兄姊妹祖類平安
[00:00:02.200 --> 00:00:09.400]  今天我們要一起來讀傳道書的最後的一講
[00:00:09.400 --> 00:00:11.000]  就是第九講
[00:00:11.000 --> 00:00:13.100]  傳道書第九講
[00:00:13.100 --> 00:00:19.000]  我們今天的題目是《勸勉和忠告》
[00:00:19.000 --> 00:00:24.900]  我們又來到這個傳道書的最後一次的信息
[00:00:24.900 --> 00:00:28.900]  就是《勸勉和忠告》
[00:00:31.000 --> 00:00:36.000]  我們要用到的經文就是傳道書的最後一段了
[00:00:36.000 --> 00:00:42.200]  就是從十一章第七節到十二章的十四節
[00:00:42.200 --> 00:00:44.400]  這一部分的《聖經》
[00:00:44.400 --> 00:00:48.600]  是作爲這個傳道書最後的一個結論
[00:00:48.600 --> 00:00:52.200]  就是《勸勉和忠告》
[00:00:52.200 --> 00:00:57.500]  我們先有一個禱告
[00:00:58.900 --> 00:01:00.600]  神啊,我們感謝禰
[00:01:00.600 --> 00:01:04.900]  又給我們有機會一同跟弟兄姊妹來到禰面前
[00:01:04.900 --> 00:01:06.800]  來學習禰的話
[00:01:06.800 --> 00:01:10.600]  願禰的靈運行在我們當中
[00:01:10.600 --> 00:01:13.700]  把禰的話說到我們心裏面
[00:01:13.700 --> 00:01:16.400]  我們願主與我們同在
[00:01:16.400 --> 00:01:19.300]  來教導我們,來開啓我們
[00:01:19.300 --> 00:01:22.000]  叫我們能夠明白禰的心意
[00:01:22.000 --> 00:01:23.600]  叫我們能夠知道
[00:01:23.600 --> 00:01:27.800]  怎樣在世上能夠過我們地上的生活
[00:01:27.800 --> 00:01:31.400]  我們求主的靈運行在我們當中
[00:01:31.400 --> 00:01:33.500]  禰來幫助我們
[00:01:33.500 --> 00:01:36.400]  開啓我們與我們同在
[00:01:36.400 --> 00:01:40.000]  我們把下面這段時間交託給禰
[00:01:40.000 --> 00:01:42.200]  願禰恩待我們
[00:01:42.200 --> 00:01:45.500]  感謝、讚美、奉耶穌基督的名
[00:01:45.500 --> 00:01:46.400]  阿們
[00:01:46.400 --> 00:01:50.300]  今天我們最後這一次講
[00:01:50.300 --> 00:01:52.600]  傳道書的第九講
[00:01:52.600 --> 00:01:55.500]  就是《勸勉與忠告》
[00:01:56.000 --> 00:01:58.600]  我們用的經文就在
[00:01:58.600 --> 00:02:02.700]  十一章的第七節
[00:02:02.700 --> 00:02:05.200]  到十二章的十四節
[00:02:05.200 --> 00:02:07.200]  就最後這段經文
[00:02:07.200 --> 00:02:14.600]  在這個傳道書的第一章十二節
[00:02:14.600 --> 00:02:17.300]  到六章的九節
[00:02:17.300 --> 00:02:19.800]  所羅蒙就指出
[00:02:19.800 --> 00:02:26.400]  一切的勞碌都是虛空的兩個理由
[00:02:26.400 --> 00:02:29.400]  所羅蒙提出來
[00:02:29.400 --> 00:02:32.400]  我們一生這麼勞碌的話
[00:02:32.400 --> 00:02:34.400]  都是虛空的
[00:02:34.400 --> 00:02:35.800]  有兩個理由
[00:02:35.800 --> 00:02:37.000]  一個理由就是
[00:02:37.000 --> 00:02:39.300]  在第一章的十二節
[00:02:39.300 --> 00:02:41.600]  到六章的九節
[00:02:41.600 --> 00:02:43.200]  這一大段的話
[00:02:43.200 --> 00:02:46.400]  就是他所羅蒙指出的話
[00:02:46.400 --> 00:02:51.300]  他說我們在熱光之下的勞碌
[00:02:51.300 --> 00:02:55.600]  都不能夠成就任何永久的事情
[00:02:55.600 --> 00:02:57.000]  就是你一生中間
[00:02:57.000 --> 00:02:59.300]  不管你怎樣的勞碌
[00:02:59.300 --> 00:03:00.800]  你所成就的
[00:03:00.800 --> 00:03:03.800]  都不是一個永久的事情
[00:03:03.800 --> 00:03:06.200]  就是說你做這件事情
[00:03:06.200 --> 00:03:08.800]  也不是有永久的價值
[00:03:08.800 --> 00:03:11.400]  也可能做一段時間以後
[00:03:11.400 --> 00:03:13.900]  就有別的事情來了
[00:03:13.900 --> 00:03:15.400]  那麼第二個理由
[00:03:15.400 --> 00:03:17.500]  就是在六章的十節
[00:03:17.500 --> 00:03:20.900]  就下半本書的下半段的話
[00:03:20.900 --> 00:03:25.400]  六章的十節到十一章的六節
[00:03:25.400 --> 00:03:28.400]  就是我們在世上的話
[00:03:28.400 --> 00:03:30.100]  就沒有法確定
[00:03:30.100 --> 00:03:33.100]  在我們離開世界以前的話
[00:03:33.100 --> 00:03:38.100]  可以享受我們一生勞碌的果子
[00:03:38.100 --> 00:03:40.500]  就是你可以勞碌一生
[00:03:40.500 --> 00:03:42.300]  你也不知道什麼時候
[00:03:42.300 --> 00:03:44.500]  終是可以來享受
[00:03:44.500 --> 00:03:47.800]  也可能等老年了你才能享受
[00:03:47.800 --> 00:03:51.400]  但是享受的日子也是很短暫的
[00:03:51.400 --> 00:03:53.600]  所以說我們都不知道
[00:03:53.600 --> 00:03:55.700]  在我們離開世界以前
[00:03:55.700 --> 00:03:57.900]  到底我們可以
[00:03:57.900 --> 00:03:59.300]  怎樣能夠享受到
[00:03:59.300 --> 00:04:03.100]  我們勞碌一生的果子
[00:04:03.100 --> 00:04:05.500]  所以這兩個提出來
[00:04:05.500 --> 00:04:07.200]  都是虛空的
[00:04:07.200 --> 00:04:09.700]  就是我們一生都虛空的
[00:04:09.700 --> 00:04:12.900]  就是我們靠着自己的話
[00:04:12.900 --> 00:04:15.100]  做的這些事情
[00:04:15.100 --> 00:04:17.900]  都是一個沒有永久價值
[00:04:17.900 --> 00:04:22.300]  而且我們也忙碌一生
[00:04:22.300 --> 00:04:25.500]  也不一定都能夠享受到
[00:04:25.500 --> 00:04:28.600]  就是兩個這樣的理由的話
[00:04:28.600 --> 00:04:32.300]  屬於到了十一章第七節
[00:04:32.300 --> 00:04:34.800]  到十二章的十四節
[00:04:34.800 --> 00:04:37.000]  最後這一段的話
[00:04:37.000 --> 00:04:39.800]  就我們今天說的這一段的話
[00:04:39.800 --> 00:04:42.100]  所羅門就強調
[00:04:42.100 --> 00:04:45.500]  他說要面對這些現實
[00:04:45.500 --> 00:04:49.700]  他說這些情況都是很現實的
[00:04:49.700 --> 00:04:52.300]  所以我們在神面前
[00:04:52.300 --> 00:04:59.300]  要過一個喜樂和向神敬責的生活
[00:04:59.300 --> 00:05:02.300]  就是我們在神面前
[00:05:02.300 --> 00:05:06.800]  這些發生的事情都是很現實的
[00:05:06.800 --> 00:05:09.300]  那我們怎麼樣面對這現實呢
[00:05:09.300 --> 00:05:12.900]  我們就是要過一個喜樂的生活
[00:05:12.900 --> 00:05:19.200]  還有一個就是向神盡到責任的一個生活
[00:05:19.200 --> 00:05:22.700]  就是說這兩個對我們人生說
[00:05:22.700 --> 00:05:26.300]  是兩種重要的生活
[00:05:26.300 --> 00:05:29.300]  一個有喜樂的生活
[00:05:29.300 --> 00:05:31.300]  神要我們喜樂的
[00:05:31.300 --> 00:05:36.000]  他神不要我們在世上過的日子
[00:05:36.000 --> 00:05:37.400]  雖然很辛苦
[00:05:37.400 --> 00:05:40.900]  但是在辛苦中間還是有喜樂
[00:05:40.900 --> 00:05:45.300]  另外一個就是向神盡到責任
[00:05:45.300 --> 00:05:47.000]  你對着自己
[00:05:47.000 --> 00:05:48.300]  你有喜樂
[00:05:48.300 --> 00:05:51.600]  但是你向神還盡到你的責任
[00:05:51.600 --> 00:05:55.200]  所以我們在世上好多事情
[00:05:55.200 --> 00:05:57.400]  是我們不能控制的
[00:05:57.400 --> 00:05:59.200]  但是我們在神面前
[00:05:59.200 --> 00:06:01.500]  要過一個喜樂的生活
[00:06:01.500 --> 00:06:03.000]  而且在神面前
[00:06:03.000 --> 00:06:07.600]  我們還要向神盡到責任的生活
[00:06:07.600 --> 00:06:12.000]  所以這兩種是我們人生中間
[00:06:12.000 --> 00:06:14.500]  最重要的生活
[00:06:14.500 --> 00:06:18.800]  如果你一生中間很辛苦
[00:06:18.800 --> 00:06:21.100]  但是沒有喜樂
[00:06:21.100 --> 00:06:22.500]  擔子很重
[00:06:22.500 --> 00:06:26.800]  成天是很辛苦
[00:06:26.800 --> 00:06:31.500]  很覺得日子沒法過
[00:06:31.500 --> 00:06:34.000]  那麼這也是不知神要我們過的
[00:06:34.000 --> 00:06:37.200]  神要我們過一個喜樂的生活
[00:06:37.200 --> 00:06:40.500]  而且要向神盡責
[00:06:40.500 --> 00:06:43.300]  我們不但是在世上的時候
[00:06:43.300 --> 00:06:47.800]  我們要盡到我們做家裏
[00:06:47.800 --> 00:06:49.000]  有人做父親的
[00:06:49.000 --> 00:06:50.800]  要盡到父親的責任
[00:06:50.800 --> 00:06:52.200]  有做母親的
[00:06:52.200 --> 00:06:54.100]  要盡到母親的責任
[00:06:54.100 --> 00:06:55.500]  有做子女的
[00:06:55.500 --> 00:06:57.400]  要盡到子女的責任
[00:06:57.400 --> 00:07:02.700]  我們各有需要盡的責任
[00:07:02.700 --> 00:07:04.700]  但是最重要一個責任
[00:07:04.700 --> 00:07:08.000]  就向神負責的責任
[00:07:08.000 --> 00:07:09.500]  所以我們在神面前
[00:07:09.500 --> 00:07:10.900]  在世上的話
[00:07:10.900 --> 00:07:13.400]  要過一個喜樂的生活
[00:07:13.400 --> 00:07:18.100]  要過一個向神盡責的生活
[00:07:18.100 --> 00:07:23.100]  這是兩種重要的生活
[00:07:23.100 --> 00:07:25.100]  我們先來看看喜樂的生活
[00:07:25.100 --> 00:07:30.200]  在十一章的第七節到第十節
