
[00:00:00.000 --> 00:00:06.120]  兄弟們 我們當你要跟別人介紹你自己的時候
[00:00:06.120 --> 00:00:09.440]  你怎麼介紹你自己
[00:00:09.440 --> 00:00:15.480]  有一個
[00:00:15.480 --> 00:00:20.520]  有一個這個傳福音的機構
[00:00:20.520 --> 00:00:26.200]  他們發展了一個這個傳福音的一個方式
[00:00:26.200 --> 00:00:27.600]  那麼他一開始的時候
[00:00:27.600 --> 00:00:29.360]  他問三個問題
[00:00:29.360 --> 00:00:31.760]  這個三問題其實非常重要
[00:00:31.760 --> 00:00:33.760]  不管你年輕 年長
[00:00:33.760 --> 00:00:36.360]  你從開始到現在幸福多久
[00:00:36.360 --> 00:00:38.880]  這三個問題都應該我們要常常問的
[00:00:38.880 --> 00:00:40.480]  他第一個問題是什麼呢
[00:00:40.480 --> 00:00:42.520]  他第一個問題就是說
[00:00:42.520 --> 00:00:45.560]  你從哪裡來
[00:00:45.560 --> 00:00:47.360]  第二個問題是
[00:00:47.360 --> 00:00:51.560]  你要去哪裡
[00:00:51.560 --> 00:00:53.480]  第三個問題就是
[00:00:53.480 --> 00:00:56.840]  你是誰
[00:00:56.840 --> 00:01:00.440]  這個三問題其實息息相關的
[00:01:00.440 --> 00:01:02.600]  那我今天要跟他談的這一個問題就是
[00:01:02.600 --> 00:01:03.880]  你是誰
[00:01:03.880 --> 00:01:11.560]  跟你旁邊問說你是誰
[00:01:11.560 --> 00:01:16.040]  保羅在加拿大書第三章這個地方
[00:01:16.040 --> 00:01:17.240]  我們上禮拜有提到
[00:01:17.240 --> 00:01:18.800]  上次有講到說
[00:01:18.800 --> 00:01:23.480]  保羅花了這麼多的功夫一直在強調
[00:01:23.480 --> 00:01:26.120]  因為當時候加拿大的教會
[00:01:26.120 --> 00:01:28.120]  有這些猶太教的信徒
[00:01:28.120 --> 00:01:30.040]  猶太教背景的信徒
[00:01:30.040 --> 00:01:32.560]  他們還是要強調說
[00:01:32.560 --> 00:01:34.640]  你們這些外邦人
[00:01:34.640 --> 00:01:38.080]  你們不能夠單單因為信耶穌而得救
[00:01:38.080 --> 00:01:39.760]  你們必須要靠什麼呢
[00:01:39.760 --> 00:01:42.040]  你們必須要成為猶太人
[00:01:42.040 --> 00:01:44.480]  也就是說你還是要受割禮
[00:01:44.480 --> 00:01:48.920]  你才能夠得救
[00:01:48.920 --> 00:01:51.120]  所以保羅針對這一個問題
[00:01:51.120 --> 00:01:52.200]  這嚴重了
[00:01:52.200 --> 00:01:56.480]  這把我們的福音整個的改變了
[00:01:56.480 --> 00:01:58.880]  所以保羅花了這麼多的篇幅
[00:01:58.880 --> 00:02:02.560]  來針對加拿大的教會講這件事情
[00:02:02.560 --> 00:02:04.120]  他一再的講
[00:02:04.120 --> 00:02:07.320]  那麼他一直講到律法律法律法律法
[00:02:07.320 --> 00:02:09.280]  跟信耶穌的這個不同
[00:02:09.280 --> 00:02:11.360]  講到後來在上次的信息裡
[00:02:11.360 --> 00:02:20.840]  我們講到說律法不能夠使我們能夠誠意
[00:02:20.840 --> 00:02:22.800]  但是保羅講這句話的意思
[00:02:22.800 --> 00:02:26.720]  他並不是說律法是無用的
[00:02:26.720 --> 00:02:28.120]  他只是說
[00:02:28.120 --> 00:02:33.520]  律法不能夠使得我們誠意
[00:02:33.520 --> 00:02:36.040]  所以到了二十二節
[00:02:36.040 --> 00:02:37.840]  講到了這個律法
[00:02:37.840 --> 00:02:40.880]  它到底有什麼用處呢
[00:02:40.880 --> 00:02:48.040]  接著二十三節到二十五節
[00:02:48.040 --> 00:02:53.440]  保羅繼續的講到律法的功用是什麼
[00:02:53.440 --> 00:03:02.280]  律法的功用是什麼呢
[00:03:02.280 --> 00:03:10.560]  這個的功用是什麼呢
[00:03:10.560 --> 00:03:16.960]  再下一張
[00:03:16.960 --> 00:03:18.240]  我們先來看這段時間
[00:03:18.240 --> 00:03:20.680]  我們再來練好不好
[00:03:20.680 --> 00:03:22.840]  這段時間我們再一起來練
[00:03:22.840 --> 00:03:27.760]  但這因性得救的理還未來已先
[00:03:27.760 --> 00:03:30.720]  我們被看守在律法之下
[00:03:30.720 --> 00:03:34.800]  直圈到那將來的真道顯明出來
[00:03:34.800 --> 00:03:38.320]  這樣律法是我們迅猛的師父
[00:03:38.320 --> 00:03:40.480]  引我們到基督那裡
[00:03:40.480 --> 00:03:43.360]  使我們因性誠意
[00:03:43.360 --> 00:03:46.000]  但這因性得救的道理
[00:03:46.000 --> 00:03:47.280]  既然來到
[00:03:47.280 --> 00:03:52.800]  我們從此就不再師父的手下了
[00:03:52.800 --> 00:03:55.840]  保羅說這因性得救的道理
[00:03:55.840 --> 00:03:58.120]  其實原文裡面沒有得救
[00:03:58.120 --> 00:04:00.280]  沒有得救的理這個事情
[00:04:00.280 --> 00:04:02.880]  他原文就是說這因性
[00:04:02.880 --> 00:04:05.840]  也就是說前面一直講律法對不對
[00:04:05.840 --> 00:04:09.400]  但是這裡提到說這個因這性
[00:04:09.400 --> 00:04:13.480]  靠著信心這件事情還沒有來之前呢
[00:04:13.480 --> 00:04:17.680]  他說我們是被看守在律法之下
[00:04:17.680 --> 00:04:19.760]  有去過監獄嗎 有沒有
[00:04:19.760 --> 00:04:21.240]  沒有
[00:04:21.240 --> 00:04:25.560]  我去過監獄
[00:04:25.560 --> 00:04:28.520]  去探訪
[00:04:28.520 --> 00:04:31.120]  所以你被監獄關起來
[00:04:31.120 --> 00:04:32.440]  你是被看守
[00:04:32.440 --> 00:04:35.720]  所以叫看守所是不是
[00:04:35.720 --> 00:04:38.800]  所以保羅在這裡用看守這兩個字
[00:04:38.800 --> 00:04:41.000]  我們在還沒有因性誠意的
[00:04:41.000 --> 00:04:42.400]  這個道理來之前
[00:04:42.400 --> 00:04:46.000]  我們是被看守在律法之下
[00:04:46.000 --> 00:04:50.680]  直圈到那將來的真道顯明出來
[00:04:50.680 --> 00:04:52.600]  然後呢他接著就講說
[00:04:52.600 --> 00:04:58.200]  所以律法是我們迅猛的師父
[00:04:58.200 --> 00:04:59.680]  當你想到師父的時候
[00:04:59.680 --> 00:05:02.400]  你想到什麼
[00:05:02.400 --> 00:05:06.920]  當你聽到師父這兩個字說什麼
[00:05:06.920 --> 00:05:09.600]  打低了那個師父
[00:05:09.600 --> 00:05:12.520]  師父是什麼
[00:05:12.520 --> 00:05:14.720]  少林師
[00:05:14.720 --> 00:05:21.440]  功夫師父是不是
[00:05:21.440 --> 00:05:26.000]  下一張
[00:05:26.000 --> 00:05:28.720]  保羅說律法是我們迅猛的師父
[00:05:28.720 --> 00:05:32.720]  在我們因性得救之前呢
[00:05:32.720 --> 00:05:37.840]  我們是在這一個迅猛的師父的手下
[00:05:37.840 --> 00:05:39.160]  什麼是師父呢
[00:05:39.160 --> 00:05:42.120]  師父他的意思就是
[00:05:42.120 --> 00:05:45.200]  原文的意思就是監護人
[00:05:45.200 --> 00:05:46.640]  指導者
[00:05:46.640 --> 00:05:48.720]  一個trainer
[00:05:48.720 --> 00:05:57.720]  一個管孩子的一個管理人
[00:05:57.720 --> 00:05:59.640]  在希臘羅馬的那個時代
[00:05:59.640 --> 00:06:01.160]  我們要了解這個背景
[00:06:01.160 --> 00:06:02.840]  保羅那個時代
[00:06:02.840 --> 00:06:04.760]  希臘羅馬那個時代
[00:06:04.760 --> 00:06:06.720]  有很多的奴隸
[00:06:06.720 --> 00:06:08.320]  羅馬帝國一出去
[00:06:08.320 --> 00:06:09.320]  他打勝仗之後
[00:06:09.320 --> 00:06:12.040]  他就把這些人很多的抓回來做奴隸
[00:06:12.040 --> 00:06:13.320]  當你想到奴隸的時候
[00:06:13.320 --> 00:06:18.120]  你不要想說奴隸都是那些沒有讀過書的
[00:06:18.120 --> 00:06:20.160]  他很多那些知識分子
[00:06:20.160 --> 00:06:21.880]  甚至很多精英分子
[00:06:21.880 --> 00:06:23.760]  也被他抓來做奴隸
[00:06:23.760 --> 00:06:25.240]  你懂這意思嗎
[00:06:25.240 --> 00:06:27.600]  因此保羅就用這一個觀念
[00:06:27.600 --> 00:06:31.240]  當時候很多這些富有的這些羅馬的家庭
[00:06:31.240 --> 00:06:34.280]  他們就去把這些奴隸
[00:06:34.280 --> 00:06:38.240]  讓他來照顧他的孩子
[00:06:38.240 --> 00:06:40.760]  大概是七歲六七歲
[00:06:40.760 --> 00:06:42.960]  到差不多十六七歲
[00:06:42.960 --> 00:06:46.160]  這年齡層就有點像我們今天從哪裡
[00:06:46.160 --> 00:06:51.040]  從kingdom garden到哪裡
[00:06:51.040 --> 00:06:56.560]  一直到high school這個年紀
[00:06:56.560 --> 00:06:59.920]  所以保羅用這個師父做一個比喻
[00:06:59.920 --> 00:07:03.640]  就是說這些奴隸
[00:07:03.640 --> 00:07:06.640]  他們來管這些的孩子
[00:07:06.640 --> 00:07:08.640]  他們送他們去上學
[00:07:08.640 --> 00:07:10.400]  接他們下學
[00:07:10.400 --> 00:07:12.880]  他們而且也教導他們
