
[00:00:00.000 --> 00:00:03.120]  我們又開始我們星期三晚的茶驚
[00:00:03.120 --> 00:00:06.960]  今晚的題目很特別叫「今苦與共」
[00:00:06.960 --> 00:00:08.960]  就是講到受苦
[00:00:08.960 --> 00:00:11.280]  如果我們看《畢德前書》的時候
[00:00:11.280 --> 00:00:15.560]  原來已經之前講了兩次受苦了
[00:00:15.560 --> 00:00:17.000]  今晚又再講
[00:00:17.000 --> 00:00:19.680]  不知道是否重要的事情要講三次
[00:00:19.680 --> 00:00:20.760]  人們是這樣講
[00:00:20.760 --> 00:00:23.160]  聖災聖災聖災都是講三次
[00:00:23.160 --> 00:00:26.040]  但是我們在茶驚之前有一首歌
[00:00:26.040 --> 00:00:27.480]  很久沒有聽過的
[00:00:27.480 --> 00:00:30.480]  我們就會帶你去聽
[00:00:30.480 --> 00:00:32.480]  叫做「理許可」
[00:00:32.480 --> 00:00:35.280]  它回想可能在我們人生裡面
[00:00:35.280 --> 00:00:37.280]  會經歷一些挫折
[00:00:37.280 --> 00:00:38.920]  經歷一些傷痛
[00:00:38.920 --> 00:00:41.600]  甚至一些苦楚
[00:00:41.600 --> 00:00:43.480]  但是我仍然相信
[00:00:43.480 --> 00:00:46.480]  在神的容許之下
[00:00:46.480 --> 00:00:48.200]  才會發生這些事情
[00:00:48.200 --> 00:00:51.360]  我再講不一定是神安排我們去做這些事情
[00:00:51.360 --> 00:00:53.040]  但是至少神容許
[00:00:53.040 --> 00:00:55.840]  剛剛在Posmer教會裡面
[00:00:55.840 --> 00:00:58.960]  分享了摩西的照明
[00:00:58.960 --> 00:01:01.600]  摩西他一時衝動
[00:01:01.600 --> 00:01:04.560]  但是他出於愛自己的同胞殺了人
[00:01:04.560 --> 00:01:06.200]  但是我絕對不會相信
[00:01:06.200 --> 00:01:08.680]  神安排摩西去殺人的
[00:01:08.680 --> 00:01:10.880]  但是神容許這件事發生
[00:01:10.880 --> 00:01:12.560]  但是如果藉著這個錯
[00:01:12.560 --> 00:01:15.680]  是令到摩西在曠野四十年
[00:01:15.680 --> 00:01:17.960]  因為他成為一個流亡海外的人
[00:01:17.960 --> 00:01:19.560]  去磨練他的性格
[00:01:19.560 --> 00:01:24.160]  所以今天我們有一些傷痛
[00:01:24.160 --> 00:01:25.120]  或者挫敗
[00:01:25.120 --> 00:01:26.280]  我們要檢討
[00:01:26.280 --> 00:01:28.120]  一會兒會去講
[00:01:28.120 --> 00:01:28.720]  好了
[00:01:28.720 --> 00:01:32.760]  今天我們會去看《金虎與共》
[00:01:32.760 --> 00:01:38.920]  我會先跟大家分享這個信息
[00:01:38.920 --> 00:01:40.200]  OK
[00:01:40.200 --> 00:01:41.160]  好
[00:01:41.160 --> 00:01:42.800]  大家看到嗎?
[00:01:42.800 --> 00:01:43.680]  OK吧
[00:01:43.680 --> 00:01:45.520]  我們今天先讀
[00:01:45.520 --> 00:01:47.520]  《彼得前書》第四章
[00:01:47.520 --> 00:01:51.120]  十二到第十九節
[00:01:51.120 --> 00:01:54.160]  我鼓勵大家一起去讀這段經文
[00:01:54.160 --> 00:01:55.880]  當然是以往帶著我們去讀
[00:01:55.880 --> 00:01:56.960]  我們開聲也好
[00:01:56.960 --> 00:01:58.200]  我們心裡面讀也好
[00:01:58.200 --> 00:02:01.440]  希望我們先對這段經文有所了解
[00:02:24.200 --> 00:02:25.960]  不住在你們身上
[00:02:25.960 --> 00:02:28.000]  你們中間卻不可有人
[00:02:28.000 --> 00:02:33.360]  因為殺人、偷竊、作惡、好管閒事而受苦
[00:02:33.360 --> 00:02:35.440]  若為作基督徒受苦
[00:02:35.440 --> 00:02:36.920]  卻不要收錢
[00:02:36.920 --> 00:02:38.480]  倒要因者名貴
[00:02:38.480 --> 00:02:39.880]  並要給上
[00:02:39.880 --> 00:02:41.440]  因為時候到了
[00:02:41.440 --> 00:02:43.760]  審判要同神的家起首
[00:02:43.760 --> 00:02:46.520]  若是先從我們起首
[00:02:46.520 --> 00:02:55.800]  若是先從我們起首
[00:02:55.800 --> 00:02:59.920]  那不信從神福音的人將有何等的結果
[00:02:59.920 --> 00:03:01.800]  若是二人緊緊得救
[00:03:01.800 --> 00:03:06.240]  那不虔敬和犯罪的人將有何地可站
[00:03:06.240 --> 00:03:08.800]  所以那照神旨以受苦的人
[00:03:08.800 --> 00:03:10.240]  要一心為善
[00:03:10.240 --> 00:03:14.240]  將自己靈魂交於那信實的造化之主
[00:03:14.240 --> 00:03:17.320]  我們曾經講過剛才一開始的時候
[00:03:17.320 --> 00:03:21.520]  彼得的書信其實是寫給當時的教會
[00:03:21.520 --> 00:03:25.200]  他們正在面臨著很多的迫迫和苦楚
[00:03:25.200 --> 00:03:27.280]  短短在彼得前書裡面
[00:03:27.280 --> 00:03:30.240]  有三次提到受苦的事
[00:03:30.240 --> 00:03:33.880]  第一次就是說我們要為意而受苦
[00:03:33.880 --> 00:03:37.240]  就在彼得前書第三章的十二到十六節
[00:03:37.240 --> 00:03:42.160]  我們就可以上網聽回
[00:03:42.160 --> 00:03:45.240]  我們的茶經裡面就是善道難行
[00:03:45.240 --> 00:03:47.240]  以及隨時後命
[00:03:47.240 --> 00:03:52.080]  這就說到我們有時候為了要秉行公義
[00:03:52.080 --> 00:03:53.760]  但是不會得到人的讚賞
[00:03:53.760 --> 00:03:55.360]  反而是會受苦的
[00:03:55.360 --> 00:03:57.280]  我們要有受苦的心智
[00:03:57.280 --> 00:04:00.280]  要將這個受苦的心智
[00:04:00.280 --> 00:04:02.440]  作成為一個兵器
[00:04:02.440 --> 00:04:04.440]  來面對撒旦
[00:04:04.440 --> 00:04:07.720]  這個就是另外一個課題
[00:04:07.720 --> 00:04:09.520]  就是我們已經在茶經裡查過的
[00:04:09.520 --> 00:04:11.440]  就叫苦心經營
[00:04:11.440 --> 00:04:14.600]  可能是近期才加入我們這個茶經
[00:04:14.600 --> 00:04:17.920]  你可以在YouTube裡面找這些茶經
[00:04:17.920 --> 00:04:21.840]  這次是第三次提及受苦的事
[00:04:21.840 --> 00:04:26.160]  當中沒有什麼新的教訓
[00:04:26.160 --> 00:04:29.080]  就是說在這一刻我們就可以投棋
[00:04:29.080 --> 00:04:30.160]  絕對不是
[00:04:30.160 --> 00:04:32.280]  雖然沒有什麼新的教訓
[00:04:32.280 --> 00:04:34.160]  但是彼得仍然祝福信徒
[00:04:34.160 --> 00:04:37.040]  在苦難當中持守所信的道
[00:04:37.040 --> 00:04:38.320]  有好的見證
[00:04:38.320 --> 00:04:40.880]  同主一齊去受苦
[00:04:40.880 --> 00:04:45.120]  但是日後卻是會與主同德榮耀
[00:04:45.120 --> 00:04:47.480]  這個就是今晚茶經裡面的主題
[00:04:47.480 --> 00:04:49.360]  不過在這段經文裡面
[00:04:49.360 --> 00:04:51.760]  除了探討受苦之外
[00:04:51.760 --> 00:04:54.440]  我們還會探討多一個問題
[00:04:54.440 --> 00:04:57.320]  可能我們讀經的時候輕忽了
[00:04:57.320 --> 00:05:01.440]  這個問題是我們會經常犯的錯
[00:05:01.440 --> 00:05:04.520]  但是有時候我們是沒有留意到的
[00:05:04.520 --> 00:05:09.200]  好 我們看看究竟是哪一個錯
[00:05:09.200 --> 00:05:11.520]  我們是會犯的 但是我們沒有留意
[00:05:11.520 --> 00:05:15.240]  我們先看看應該受的什麼苦
[00:05:15.240 --> 00:05:18.320]  我們再看第四章第十五節
[00:05:18.320 --> 00:05:21.480]  你們中間卻不可有人因為殺人
[00:05:21.480 --> 00:05:26.320]  偷竊、作惡、報館閑事而受苦
[00:05:26.320 --> 00:05:28.600]  我們不要以為作為基督徒
[00:05:28.600 --> 00:05:32.480]  必然是因為信仰的緣故而受苦
[00:05:32.480 --> 00:05:38.000]  特別我們是一個叫做信仰較為自由的社會
[00:05:38.000 --> 00:05:41.800]  或者整個社會裡面的氣氛是自由的
[00:05:41.800 --> 00:05:44.080]  不是這麼多的壓力的話
[00:05:44.080 --> 00:05:47.080]  我們受苦的機會其實是沒有的
[00:05:47.080 --> 00:05:48.840]  當我們受苦的時候
[00:05:48.840 --> 00:05:50.560]  我們不要自以為意就說
[00:05:50.560 --> 00:05:53.880]  現在我就是因為義仇逼迫
[00:05:53.880 --> 00:05:57.120]  我們是為了主的緣故而受苦
[00:05:57.120 --> 00:06:00.320]  我很相信有時候我們會是這樣
[00:06:00.320 --> 00:06:01.880]  但是我們應該會檢討
[00:06:01.880 --> 00:06:04.720]  今天我受這個苦
[00:06:04.720 --> 00:06:07.200]  究竟是不是因為我犯錯
[00:06:07.200 --> 00:06:10.600]  或者我不是很有智慧去表達一些事
[00:06:10.600 --> 00:06:12.080]  做一些事
[00:06:12.080 --> 00:06:15.080]  或者會不會因為我見證不好
[00:06:15.080 --> 00:06:19.400]  我又或者得罪了某些人而受到排斥
[00:06:19.400 --> 00:06:20.640]  彼得指出
[00:06:20.640 --> 00:06:25.760]  有時候是因為我們自己的罪過而受刑罰
[00:06:25.760 --> 00:06:28.600]  這是所謂罪有應得
[00:06:28.600 --> 00:06:30.640]  我們應該要好好分辨
[00:06:30.640 --> 00:06:32.960]  哪些是無辜
[00:06:32.960 --> 00:06:35.160]  哪些是真真正正
[00:06:35.160 --> 00:06:37.520]  因信仰的緣故而受苦
[00:06:37.520 --> 00:06:43.160]  有哪些是因為我犯罪而引致我去受苦
[00:06:43.160 --> 00:06:46.040]  以致我們要嘗這個苦果
[00:06:46.040 --> 00:06:48.040]  所以希望大家先弄清楚
[00:06:48.040 --> 00:06:49.560]  當我們面對困難
[00:06:49.560 --> 00:06:51.200]  面對苦楚的時候
[00:06:51.200 --> 00:06:52.320]  我們去檢視
[00:06:52.320 --> 00:06:56.400]  究竟這次是誰要承擔責任
[00:06:56.400 --> 00:06:57.200]  就不要想著
[00:06:57.200 --> 00:07:01.600]  這次是不是因為我為了信仰的緣故而受苦
[00:07:01.600 --> 00:07:03.120]  這裡特別提到
[00:07:03.120 --> 00:07:06.080]  說你們中間卻不可有人因為殺人
[00:07:06.080 --> 00:07:07.480]  偷竊作惡
[00:07:07.480 --> 00:07:09.760]  好管閒事而受苦
[00:07:09.760 --> 00:07:12.240]  這個經文裡面提到
[00:07:12.240 --> 00:07:13.720]  四樣東西
[00:07:13.720 --> 00:07:14.880]  殺人
[00:07:14.880 --> 00:07:16.240]  偷竊作惡
[00:07:16.240 --> 00:07:17.840]  好管閒事
[00:07:17.840 --> 00:07:18.800]  但是你有沒有留意
[00:07:18.800 --> 00:07:21.480]  我今晚就會多說一些第十五節
[00:07:21.480 --> 00:07:23.800]  前面那三樣
[00:07:23.800 --> 00:07:26.560]  很明顯就是罪
[00:07:26.560 --> 00:07:28.360]  如果你真的殺了人的時候
[00:07:28.360 --> 00:07:30.680]  殺人填命欠債還錢
[00:07:30.680 --> 00:07:34.680]  雖然可能在過去香港是沒有死刑的
[00:07:34.680 --> 00:07:35.800]  英國好像也沒有
