
[00:00:00.000 --> 00:00:05.000]  有一對戀愛當中的男女在聊天
[00:00:05.000 --> 00:00:08.000]  男的對女的說
[00:00:08.000 --> 00:00:11.000]  我昨晚做了一個夢
[00:00:11.000 --> 00:00:14.000]  夢裏面你向我求婚
[00:00:14.000 --> 00:00:17.000]  你怎樣解釋這個夢呢
[00:00:17.000 --> 00:00:19.000]  女的說
[00:00:19.000 --> 00:00:23.000]  我覺得你在夢裏面所見到的
[00:00:23.000 --> 00:00:28.000]  比你在清醒的時候所見到的更加準確
[00:00:28.000 --> 00:00:32.000]  這句話來形容雅各就最適合了
[00:00:32.000 --> 00:00:34.000]  剛才我們所讀
[00:00:34.000 --> 00:00:37.000]  創世紀28章他做了一個夢
[00:00:37.000 --> 00:00:39.000]  他在夢裏面所見到的
[00:00:39.000 --> 00:00:44.000]  的確是比他清醒的時候所見到的更加準確
[00:00:44.000 --> 00:00:49.000]  這個夢是雅各人生的轉捩點
[00:00:49.000 --> 00:00:53.000]  上帝將這個故事留在聖經裏面
[00:00:53.000 --> 00:00:57.000]  是要對你和對我說一些話
[00:00:57.000 --> 00:01:01.000]  有一個很重要的訊息要告訴你
[00:01:01.000 --> 00:01:04.000]  如果你今天明白這個訊息的話
[00:01:04.000 --> 00:01:07.000]  它會改變你一生
[00:01:07.000 --> 00:01:10.000]  好像改變雅各一樣
[00:01:10.000 --> 00:01:15.000]  今天我要和大家看一個很精彩的記錄
[00:01:15.000 --> 00:01:19.000]  首先我們要看一下歷史背景
[00:01:19.000 --> 00:01:24.000]  很多時候你看舊約都會看到一句話
[00:01:24.000 --> 00:01:30.000]  上帝說我是阿伯拉罕以撒雅各的神
[00:01:30.000 --> 00:01:32.000]  好幾次提過
[00:01:32.000 --> 00:01:33.000]  好得意
[00:01:33.000 --> 00:01:38.000]  為什麼上帝會這樣提我是阿伯拉罕以撒雅各的神呢
[00:01:38.000 --> 00:01:40.000]  我們從阿伯拉罕開始
[00:01:40.000 --> 00:01:43.000]  阿伯拉罕75歲的時候
[00:01:43.000 --> 00:01:49.000]  上帝呼召他離開哈蘭去到英許之地
[00:01:49.000 --> 00:01:55.000]  在100歲的時候生了一個兒子叫做以撒
[00:01:55.000 --> 00:01:59.000]  以撒娶了一個老婆
[00:01:59.000 --> 00:02:02.000]  那個老婆是哈蘭來的一個遠親
[00:02:02.000 --> 00:02:04.000]  叫做利伯加
[00:02:04.000 --> 00:02:08.000]  利伯加生了兩個兒子
[00:02:08.000 --> 00:02:10.000]  一個叫做以素
[00:02:10.000 --> 00:02:11.000]  哥哥
[00:02:11.000 --> 00:02:13.000]  一個叫做雅各
[00:02:13.000 --> 00:02:15.000]  其實是媽生的
[00:02:15.000 --> 00:02:24.000]  以素這個名字有個特別意思
[00:02:24.000 --> 00:02:29.000]  因為第一個出來的兒子全身都是毛
[00:02:29.000 --> 00:02:30.000]  所以叫做以素
[00:02:30.000 --> 00:02:31.000]  以素是毛
[00:02:31.000 --> 00:02:35.000]  第二個出來的就是光禿禿的
[00:02:35.000 --> 00:02:38.000]  不過他抓住哥哥的手
[00:02:38.000 --> 00:02:40.000]  原來他想爭先出來
[00:02:40.000 --> 00:02:43.000]  抓住的意思就是雅各
[00:02:43.000 --> 00:02:49.000]  這兩個人性格很不同
[00:02:49.000 --> 00:02:56.000]  一個喜歡冷的一個喜歡冷的
[00:02:56.000 --> 00:03:00.000]  以素是感性衝動喜歡出去打獵
[00:03:00.000 --> 00:03:03.000]  雅各喜歡留在家裡打遊戲
[00:03:03.000 --> 00:03:05.000]  他們家庭有個困難
[00:03:05.000 --> 00:03:06.000]  有什麼困難呢
[00:03:06.000 --> 00:03:10.000]  爸爸偏心喜歡大兒子多過小兒子
[00:03:10.000 --> 00:03:16.000]  媽媽又偏心喜歡小兒子多過大兒子
[00:03:16.000 --> 00:03:20.000]  雅各這個人機智又狡猾
[00:03:20.000 --> 00:03:21.000]  心沉
[00:03:21.000 --> 00:03:23.000]  他總是不看自己
[00:03:23.000 --> 00:03:25.000]  差點就拿到獎之名分
[00:03:25.000 --> 00:03:26.000]  就沒有了
[00:03:26.000 --> 00:03:29.000]  天仙不足後仙來補
[00:03:29.000 --> 00:03:32.000]  有一次他有個機會
[00:03:32.000 --> 00:03:36.000]  他煮了一碗紅豆湯
[00:03:36.000 --> 00:03:39.000]  以素打完獵回來就很餓
[00:03:39.000 --> 00:03:41.000]  他糊里糊塗
[00:03:41.000 --> 00:03:44.000]  給了獎之名分的弟弟
[00:03:44.000 --> 00:03:46.000]  換了一碗紅豆湯
[00:03:46.000 --> 00:03:49.000]  所以你去買東西以後要小心一點
[00:03:49.000 --> 00:03:51.000]  不要糊里糊塗
[00:03:51.000 --> 00:03:57.000]  但是這樣做法其實不是正規的
[00:03:57.000 --> 00:04:00.000]  不經過官方承認
[00:04:00.000 --> 00:04:01.000]  爸爸不知道
[00:04:01.000 --> 00:04:03.000]  知道就罵他
[00:04:03.000 --> 00:04:09.000]  所以到了以殺年老的時候
[00:04:09.000 --> 00:04:13.000]  他要在離世之前為以素祝福
[00:04:13.000 --> 00:04:15.000]  把獎指的祝福給他
[00:04:15.000 --> 00:04:17.000]  古代對祝福很重要
[00:04:17.000 --> 00:04:19.000]  其實現代也很重要
[00:04:19.000 --> 00:04:22.000]  所以我們每個崇拜結束
[00:04:22.000 --> 00:04:24.000]  就要靠木頭公祝福祝禱
[00:04:24.000 --> 00:04:26.000]  大家不要這麼快走
[00:04:26.000 --> 00:04:30.000]  遲到早退就失去了祝福
[00:04:30.000 --> 00:04:38.000]  以殺對以素說
[00:04:38.000 --> 00:04:41.000]  兒子我要祝福你
[00:04:41.000 --> 00:04:44.000]  你出去打野味給我好好吃
[00:04:44.000 --> 00:04:46.000]  我給你祝福
[00:04:46.000 --> 00:04:48.000]  以素就馬上出去打野味
[00:04:48.000 --> 00:04:50.000]  怎麼知道被媽媽聽見
[00:04:50.000 --> 00:04:52.000]  媽媽說乖仔乖仔
[00:04:52.000 --> 00:04:54.000]  這個乖仔就是細仔
[00:04:54.000 --> 00:04:57.000]  你記得拿爸爸的祝福
[00:04:57.000 --> 00:05:02.000]  我把你扮成以素
[00:05:02.000 --> 00:05:04.000]  媽媽說不行
[00:05:04.000 --> 00:05:06.000]  他全身毛
[00:05:06.000 --> 00:05:08.000]  我就像羅牧師一樣
[00:05:08.000 --> 00:05:10.000]  那怎麼會被爸爸發現
[00:05:10.000 --> 00:05:13.000]  祝福不成就反變了咒咒
[00:05:13.000 --> 00:05:15.000]  媽媽說不用怕
[00:05:15.000 --> 00:05:17.000]  我用羊毛圍著你的頸和手
[00:05:17.000 --> 00:05:20.000]  用兩隻羊把他煮成野味
[00:05:20.000 --> 00:05:22.000]  所以那些假造的食物
[00:05:22.000 --> 00:05:24.000]  不是只有大陸才出來
[00:05:24.000 --> 00:05:26.000]  第一單是利伯家做出來的
[00:05:26.000 --> 00:05:28.000]  那隻羊就變成野味
[00:05:28.000 --> 00:05:30.000]  以殺就吃了
[00:05:30.000 --> 00:05:32.000]  認不出那些不是野味
[00:05:32.000 --> 00:05:36.000]  但他聽到聲音就像是牙角
[00:05:36.000 --> 00:05:39.000]  但摸摸他的頸毛就像是以素
[00:05:39.000 --> 00:05:42.000]  他就把最好的祝福給了牙角
[00:05:42.000 --> 00:05:46.000]  以素回來就淒涼
[00:05:46.000 --> 00:05:48.000]  沒有祝福
[00:05:48.000 --> 00:05:49.000]  他就生氣了
[00:05:49.000 --> 00:05:52.000]  他說當爸爸死的時候
[00:05:52.000 --> 00:05:54.000]  我要殺了我的兄弟
[00:05:54.000 --> 00:05:57.000]  嘩
[00:05:57.000 --> 00:06:00.000]  所以我們看到兄弟不和
[00:06:00.000 --> 00:06:04.000]  很多時候原因就是父母偏愛
[00:06:04.000 --> 00:06:07.000]  我記得在加拿大住的時候
[00:06:07.000 --> 00:06:10.000]  我對面街就有一個中國人
[00:06:10.000 --> 00:06:14.000]  一個媽媽就有六個子女
[00:06:14.000 --> 00:06:16.000]  最愛的是誰呢
[00:06:16.000 --> 00:06:17.000]  就是大兒子
[00:06:17.000 --> 00:06:19.000]  每個人都是這樣
[00:06:19.000 --> 00:06:21.000]  阿里蘇你是不是大兒子
[00:06:21.000 --> 00:06:24.000]  他最愛的就是大兒子
[00:06:24.000 --> 00:06:27.000]  就把屋子都過了他的名字
[00:06:27.000 --> 00:06:28.000]  等到他年老的時候
[00:06:28.000 --> 00:06:29.000]  大兒子就不孝順
[00:06:29.000 --> 00:06:31.000]  不理他不養他
[00:06:31.000 --> 00:06:33.000]  其他那些就說我都不養你了
