
[00:00:00.000 --> 00:00:06.920]  今年的訊息都是我們一齊思想主助來的訊息
[00:00:06.920 --> 00:00:14.020]  我們再一次低頭禱告
[00:00:14.020 --> 00:00:17.960]  主啊!我們真的很需要祢的說話
[00:00:17.960 --> 00:00:25.000]  幫助提醒我們有關於主助來的訊息
[00:00:25.000 --> 00:00:32.680]  求聖靈在我們當中驅除任何攔阻我們
[00:00:32.680 --> 00:00:37.160]  騷擾我們去敬拜、聆聽祢的話語的任何事情
[00:00:37.160 --> 00:00:41.000]  任何東西
[00:00:41.000 --> 00:00:44.000]  求聖靈祢要降臨在這個會場
[00:00:44.000 --> 00:00:48.720]  我們這樣禱告交託奉耶穌名求
[00:00:48.720 --> 00:00:50.920]  前陣子很久了
[00:00:50.920 --> 00:00:54.120]  有幾句經典的說話
[00:00:54.120 --> 00:00:59.720]  「真的假不了,假的真不了」
[00:00:59.720 --> 00:01:02.960]  「你講大話」
[00:01:02.960 --> 00:01:06.000]  但是說這些話的時候
[00:01:06.000 --> 00:01:11.400]  那個人都不知道自己是在說真話還是假話
[00:01:11.400 --> 00:01:15.200]  其實主助來的訊息
[00:01:15.200 --> 00:01:20.480]  自古以來都是風吹得很慶賀
[00:01:20.480 --> 00:01:25.640]  似是而非,特別是在異端的吹噓底下
[00:01:25.640 --> 00:01:29.440]  更加都不知道究竟是什麼時候來
[00:01:29.440 --> 00:01:32.200]  究竟是真是假
[00:01:32.200 --> 00:01:35.600]  在國內特別是吹得更加癢
[00:01:35.600 --> 00:01:38.200]  現在又吹到香港
[00:01:38.200 --> 00:01:41.040]  令到每個人都人心惶惶
[00:01:41.040 --> 00:01:43.760]  有些傾家蕩產變賣所有的等候主再來
[00:01:43.760 --> 00:01:47.440]  但是主沒有再來
[00:01:47.440 --> 00:01:54.960]  但有些人對主來來的訊息不放在心裡
[00:01:54.960 --> 00:01:57.880]  懶懶行行
[00:01:57.880 --> 00:02:02.800]  沒有的,很久都沒有到
[00:02:02.800 --> 00:02:04.520]  究竟真真假假
[00:02:04.520 --> 00:02:06.280]  我們真的很需要上帝的說話
[00:02:06.280 --> 00:02:10.920]  來幫助我們去明白和了解
[00:02:10.920 --> 00:02:13.560]  主在來的訊息真真假假
[00:02:13.560 --> 00:02:21.320]  不單止在21世紀今天產生這些問題
[00:02:21.320 --> 00:02:24.960]  早在彼得的時代或者在第一世紀
[00:02:24.960 --> 00:02:27.640]  也同樣有這些問題
[00:02:27.640 --> 00:02:31.440]  所以彼得前後書
[00:02:31.440 --> 00:02:35.960]  作出一個鼓勵和教導
[00:02:35.960 --> 00:02:40.960]  我們怎樣去預備和怎樣去辨明
[00:02:40.960 --> 00:02:44.560]  主在來的訊息是真是假
[00:02:44.560 --> 00:02:50.000]  大家看回彼得後書第三章
[00:02:50.000 --> 00:02:52.400]  一開始彼得說
[00:02:52.400 --> 00:02:57.640]  親愛的,我現在寫給你們的是第二封信
[00:02:57.640 --> 00:02:58.840]  在這兩封信中
[00:02:58.840 --> 00:03:03.360]  我都用提醒的話來激發你們真誠的心
[00:03:03.360 --> 00:03:07.160]  叫你們記起聖先知說過的話
[00:03:07.160 --> 00:03:15.720]  和主舊主直著試圖傳給你們的誡明
[00:03:15.720 --> 00:03:18.320]  彼得重新的告訴我們
[00:03:18.320 --> 00:03:19.920]  他寫這封信的目的
[00:03:19.920 --> 00:03:25.440]  是要提醒我們一些很重要的訊息
[00:03:25.440 --> 00:03:31.040]  來激發我們真誠的信心
[00:03:31.040 --> 00:03:36.000]  無礙無雜質的心
[00:03:36.000 --> 00:03:40.040]  彼得叫我們不要忘記一些很基本
[00:03:40.040 --> 00:03:45.640]  卻是很關鍵性的基督教信仰的教導
[00:03:45.640 --> 00:03:48.600]  這個是從先知
[00:03:48.600 --> 00:03:52.400]  如果我們說可以說是從舊約
[00:03:52.400 --> 00:03:59.760]  和新約試圖而傳遞的訊息
[00:03:59.760 --> 00:04:01.760]  彼得暗示
[00:04:01.760 --> 00:04:06.680]  如果不是關於舊約先知
[00:04:06.680 --> 00:04:09.720]  或者新約試圖們
[00:04:09.720 --> 00:04:12.840]  不是出自他們的說話
[00:04:12.840 --> 00:04:16.680]  這些都是歪理
[00:04:16.680 --> 00:04:22.520]  其實這個正正是異端的伎倆
[00:04:22.520 --> 00:04:25.640]  他們常常用聖經之外的
[00:04:25.640 --> 00:04:27.800]  加上他們的經典
[00:04:27.800 --> 00:04:35.160]  或者當作他們的教主
[00:04:35.160 --> 00:04:37.160]  有一些特別的領袖
[00:04:37.160 --> 00:04:40.400]  而將他們教主的說話寫下
[00:04:40.400 --> 00:04:45.640]  就當作是另一個真理
[00:04:45.640 --> 00:04:47.160]  他們不是否認聖經的
[00:04:47.160 --> 00:04:49.280]  他們說聖經是很有道理的
[00:04:49.280 --> 00:04:50.720]  但是不夠
[00:04:50.720 --> 00:04:52.440]  他們教主所領袖的
[00:04:52.440 --> 00:04:59.000]  更加比聖經更加是真理
[00:04:59.000 --> 00:05:02.000]  彼得寫這個《彼得後書》
[00:05:02.000 --> 00:05:04.600]  是想提醒我們
[00:05:04.600 --> 00:05:08.040]  想鼓勵我們
[00:05:08.040 --> 00:05:11.640]  我們要記住先知的說話
[00:05:11.640 --> 00:05:13.520]  即是舊約的說話
[00:05:13.520 --> 00:05:19.400]  亦都是記住新約試圖們所傳遞的
[00:05:19.400 --> 00:05:21.960]  基本的教義
[00:05:21.960 --> 00:05:27.440]  或者在這裡說主在來的訊息
[00:05:27.440 --> 00:05:29.520]  同樣 弟兄姊妹
[00:05:29.520 --> 00:05:35.720]  我們也可以從勤讀聖經
[00:05:35.720 --> 00:05:37.280]  學習聖經
[00:05:37.280 --> 00:05:41.360]  來知道上帝的話語
[00:05:41.360 --> 00:05:43.840]  和明白真理
[00:05:43.840 --> 00:05:46.360]  以致我們不會被異教的風
[00:05:46.360 --> 00:05:52.440]  搖動 飄來飄去
[00:05:52.440 --> 00:05:54.840]  上個星期日
[00:05:54.840 --> 00:05:56.680]  我回家
[00:05:56.680 --> 00:05:58.680]  我住上水的
[00:05:58.680 --> 00:06:00.560]  在上水火車站
[00:06:00.560 --> 00:06:06.360]  竟然見到東方閃電的擺街檔
[00:06:06.360 --> 00:06:08.960]  有兩個女士
[00:06:08.960 --> 00:06:10.000]  洞個派在這裡
[00:06:10.000 --> 00:06:13.880]  真是的 她們很沒有避忌的
[00:06:13.880 --> 00:06:15.360]  全民神教會
[00:06:15.360 --> 00:06:17.960]  歡迎你參加全民神教會
[00:06:17.960 --> 00:06:25.720]  還有播放一些港獨帶
[00:06:25.720 --> 00:06:33.280]  那我就
[00:06:33.280 --> 00:06:34.880]  叫師母
[00:06:34.880 --> 00:06:36.040]  師母是婦女
[00:06:36.040 --> 00:06:38.320]  她來專門向婦女下手
[00:06:38.320 --> 00:06:43.120]  我就叫師母不如你上去拿她的小冊子
[00:06:43.120 --> 00:06:46.280]  和她搭訕一下
[00:06:46.280 --> 00:06:48.320]  我家距離很遠
[00:06:48.320 --> 00:06:52.640]  避免她們以為我們有那麼多人
[00:06:52.640 --> 00:06:54.400]  師母就去了
[00:06:54.400 --> 00:06:57.360]  想不到真是我一過去的時候
[00:06:57.360 --> 00:06:59.360]  她問「你信了耶穌沒有?」
[00:06:59.360 --> 00:07:03.240]  師母說「我信了」
[00:07:03.240 --> 00:07:05.240]  你知不知道
[00:07:05.240 --> 00:07:09.720]  基督已經來了
[00:07:09.720 --> 00:07:11.520]  大家知道東方閃電
[00:07:11.520 --> 00:07:14.520]  所謂的基督就是女基督
[00:07:14.520 --> 00:07:16.920]  你看看《創世紀》
[00:07:16.920 --> 00:07:19.000]  因為《創世紀》做甚麼
[00:07:19.000 --> 00:07:21.320]  亞當·夏威夷是男一女
[00:07:21.320 --> 00:07:22.880]  基督是甚麼
[00:07:22.880 --> 00:07:24.280]  男人的後裔
[00:07:24.280 --> 00:07:25.720]  女人的後裔是誰呢
[00:07:25.720 --> 00:07:27.720]  東方閃電的教主就說
[00:07:27.720 --> 00:07:31.320]  她就是女基督
[00:07:31.320 --> 00:07:35.200]  當然她不會放過師母
[00:07:35.200 --> 00:07:38.360]  一直叫她留下聯絡
[00:07:38.360 --> 00:07:41.080]  又說她要上去查經
[00:07:41.080 --> 00:07:43.000]  師母當然不理她
[00:07:43.000 --> 00:07:45.000]  拿了一個小冊子
[00:07:45.000 --> 00:07:49.320]  那是一本船票
[00:07:49.320 --> 00:07:50.760]  上面印有羅亞方舟
[00:07:50.760 --> 00:07:53.720]  說這是船票
[00:07:53.720 --> 00:07:58.520]  每天來了要登上方舟
[00:07:58.520 --> 00:07:59.360]  師母走了之後
[00:07:59.360 --> 00:08:02.640]  她也一直跟著幾步
[00:08:02.640 --> 00:08:04.480]  師母一直都不理她
[00:08:04.480 --> 00:08:07.360]  她就主動給了一張卡給師母
[00:08:07.360 --> 00:08:09.360]  在家裡
[00:08:09.360 --> 00:08:11.880]  很擺明的
[00:08:11.880 --> 00:08:14.560]  罵師母上去查經
[00:08:14.560 --> 00:08:16.280]  聯絡電話
[00:08:16.280 --> 00:08:24.080]  還有地址都在這裏
[00:08:24.080 --> 00:08:30.400]  大家不要學我亂說答散
[00:08:30.400 --> 00:08:32.480]  很多似是而非的
[00:08:32.480 --> 00:08:35.320]  還有很多似乎很熱心的
[00:08:35.320 --> 00:08:41.120]  假的教師出現去迷惑人
[00:08:41.120 --> 00:08:44.320]  所以彼得在這裏提醒信徒
[00:08:44.320 --> 00:08:47.880]  我們去認識
[00:08:47.880 --> 00:08:52.680]  重要的信仰真理是必須的
[00:08:52.680 --> 00:08:54.760]  所以我們要經常
[00:08:54.760 --> 00:08:57.200]  經常要溫習
[00:08:57.200 --> 00:08:59.600]  一些重要的真理
[00:08:59.600 --> 00:09:02.080]  基本的基要的真理
[00:09:02.080 --> 00:09:04.720]  而彼得在這裏特別提到
[00:09:04.720 --> 00:09:06.480]  最重要的是什麼?
[00:09:06.480 --> 00:09:07.240]  第三節
[00:09:07.240 --> 00:09:08.480]  你們應當知道
[00:09:08.480 --> 00:09:09.400]  在末後的日子
[00:09:09.400 --> 00:09:11.280]  必定有好譏笑的人出來
[00:09:11.280 --> 00:09:13.640]  隨著自己的私欲譏笑說
[00:09:13.640 --> 00:09:17.960]  他們他要降臨的英雄在那裏呢?
[00:09:17.960 --> 00:09:21.280]  彼得提醒信徒
[00:09:21.280 --> 00:09:26.800]  有些人說
[00:09:26.800 --> 00:09:28.480]  耶穌基督不會來的
[00:09:28.480 --> 00:09:31.800]  祂降臨的英雄在哪裏?
[00:09:31.800 --> 00:09:34.600]  但是彼得在這裏說
[00:09:34.600 --> 00:09:37.120]  主在來的必然性
[00:09:37.120 --> 00:09:40.560]  祂一定會來的
[00:09:40.560 --> 00:09:41.680]  祂們不來的
[00:09:41.680 --> 00:09:45.360]  彼得提到有兩方面的理由
[00:09:45.360 --> 00:09:48.960]  這些人為何說主耶穌不會來呢?
[00:09:48.960 --> 00:09:51.600]  第四節
[00:09:51.600 --> 00:09:53.600]  因為自從列祖遂了以來
[00:09:53.600 --> 00:09:55.400]  萬物依然存在
[00:09:55.400 --> 00:10:01.080]  興起與起初創造的時候一樣
[00:10:01.080 --> 00:10:02.000]  第一
[00:10:02.000 --> 00:10:06.320]  他們說他們的先祖已經死了
[00:10:06.320 --> 00:10:12.880]  萬物就好像從被造的開始
[00:10:12.880 --> 00:10:14.560]  仍然一樣
[00:10:14.560 --> 00:10:17.200]  沒有什麼特別
[00:10:17.200 --> 00:10:20.160]  沒有什麼改變
[00:10:20.160 --> 00:10:22.280]  引致他們強調
[00:10:22.280 --> 00:10:30.400]  其實這個宇宙是一個很靜止、平穩
[00:10:30.400 --> 00:10:35.960]  不會有任何不尋常的事件發生
[00:10:35.960 --> 00:10:37.640]  特別是主在來
[00:10:37.640 --> 00:10:39.880]  不會發生的
[00:10:39.880 --> 00:10:41.920]  第二個他們的理由是
[00:10:41.920 --> 00:10:45.240]  第九節
[00:10:45.240 --> 00:10:48.440]  他說主是擔言
[00:10:48.440 --> 00:10:49.920]  自前未來
[00:10:49.920 --> 00:10:51.680]  未應驗
[00:10:51.680 --> 00:10:53.200]  這麼久了
[00:10:53.200 --> 00:10:57.320]  所以主不會再回來的
[00:10:57.320 --> 00:11:00.840]  主再回來的事情是不會發生的
[00:11:00.840 --> 00:11:03.320]  然後彼得如何駁斥他們呢?
[00:11:03.320 --> 00:11:07.840]  我們看回第四節
[00:11:07.840 --> 00:11:11.000]  彼得說
[00:11:11.000 --> 00:11:17.040]  他們故意忘記這些事情
[00:11:17.040 --> 00:11:19.240]  其實在太古的時候
[00:11:19.240 --> 00:11:20.880]  恩著神的話
[00:11:20.880 --> 00:11:24.040]  就有天和從水而出
[00:11:24.040 --> 00:11:27.040]  藉水而造成的地
[00:11:27.040 --> 00:11:33.360]  當時的世界因被水淹沒而消滅了
[00:11:33.360 --> 00:11:37.680]  彼得說這些信徒
[00:11:37.680 --> 00:11:40.440]  說這些假的教師
[00:11:40.440 --> 00:11:43.840]  是故意忘記一些歷史
[00:11:43.840 --> 00:11:47.840]  這個歷史根本不是平靜安穩
[00:11:47.840 --> 00:11:49.240]  不是靜止
[00:11:49.240 --> 00:11:52.200]  不是永恆不變
[00:11:52.200 --> 00:11:55.160]  不是永遠保持現況的
[00:11:55.160 --> 00:11:57.880]  其實這個世界是不斷地變的
[00:11:57.880 --> 00:11:59.560]  就好像起初的時候
[00:11:59.560 --> 00:12:03.160]  神用說話來創造世界
[00:12:03.160 --> 00:12:05.160]  最初是空虛混沌
[00:12:05.160 --> 00:12:07.560]  祂的說話一出的時候
[00:12:07.560 --> 00:12:10.480]  就有世界所有的東西
[00:12:10.480 --> 00:12:12.200]  接著
[00:12:12.200 --> 00:12:13.320]  造完世界之後
[00:12:13.320 --> 00:12:14.440]  人犯罪
[00:12:14.440 --> 00:12:18.960]  上帝又用洪水來淹沒這個世界
[00:12:18.960 --> 00:12:21.320]  顯示了甚麼呢?
[00:12:21.320 --> 00:12:22.760]  是世界不斷地變的
[00:12:22.760 --> 00:12:28.480]  不是不變的
[00:12:28.480 --> 00:12:30.840]  其實過往
[00:12:30.840 --> 00:12:32.880]  孟穆斯都說過
[00:12:32.880 --> 00:12:36.120]  孫穆斯好像上兩個禮拜都說過
[00:12:36.120 --> 00:12:39.680]  有關於地震的事情
[00:12:39.680 --> 00:12:43.440]  在2000年之後的
[00:12:43.440 --> 00:12:45.680]  今年2013年
[00:12:45.680 --> 00:12:47.440]  這13年
[00:12:47.440 --> 00:12:53.160]  那個地震是超越了2000年之前的總和
[00:12:53.160 --> 00:12:55.440]  其實還有很多海事
[00:12:55.440 --> 00:12:57.160]  風災
[00:12:57.160 --> 00:13:01.360]  越來越嚴重的
[00:13:01.360 --> 00:13:05.440]  還有時局的替代
[00:13:05.440 --> 00:13:08.520]  蘇聯的解體
[00:13:08.520 --> 00:13:10.960]  德國的合併
[00:13:10.960 --> 00:13:14.320]  蘇丹的分開
[00:13:14.320 --> 00:13:16.120]  中東的茉莉花革命
[00:13:16.120 --> 00:13:18.560]  改變了一大片中東的局勢
[00:13:18.560 --> 00:13:19.920]  等等等等等等
[00:13:19.920 --> 00:13:22.320]  都告訴我們世界是不斷地變的
[00:13:22.320 --> 00:13:23.720]  不是他們所說的
[00:13:23.720 --> 00:13:24.800]  好像靜止
[00:13:24.800 --> 00:13:27.600]  好像不變
[00:13:27.600 --> 00:13:28.800]  第二方面
[00:13:28.800 --> 00:13:32.520]  他們說主在來遲遲未得應驗
[00:13:32.520 --> 00:13:36.480]  就說主不會回來
[00:13:36.480 --> 00:13:38.120]  給得怎樣去說呢?
[00:13:38.120 --> 00:13:41.400]  我們一起讀第八第九節
[00:13:41.400 --> 00:13:42.600]  親愛的
[00:13:42.600 --> 00:13:45.400]  這一件事你們不可忘記
[00:13:45.400 --> 00:13:46.800]  在主看來
[00:13:46.800 --> 00:13:48.440]  一日如千年
[00:13:48.440 --> 00:13:50.200]  千年如一日
[00:13:50.200 --> 00:13:53.400]  主決不擔言他的應許
[00:13:53.400 --> 00:13:57.440]  像有些人以為他是擔言的一樣
[00:13:57.440 --> 00:14:00.240]  其實他是寬容你們
[00:14:00.240 --> 00:14:02.520]  不願有一日不絕望
[00:14:02.520 --> 00:14:05.160]  卻如人人都悔改
[00:14:05.160 --> 00:14:07.400]  好,謝謝
[00:14:07.400 --> 00:14:10.320]  給得你去回答
[00:14:10.320 --> 00:14:15.840]  他說主遲遲未回來
[00:14:15.840 --> 00:14:21.640]  就是因為我們短視
[00:14:21.640 --> 00:14:23.160]  在時間方面
[00:14:23.160 --> 00:14:28.280]  我們應該從上帝的眼光去看時間
[00:14:28.280 --> 00:14:29.520]  這裡告訴我們
[00:14:29.520 --> 00:14:31.280]  在上帝看來
[00:14:31.280 --> 00:14:32.560]  一日如千年
[00:14:32.560 --> 00:14:35.680]  千年如一日
[00:14:35.680 --> 00:14:37.360]  有人問
[00:14:37.360 --> 00:14:40.640]  豈不是上帝創造天地的時候
[00:14:40.640 --> 00:14:42.480]  用六日創造
[00:14:42.480 --> 00:14:44.640]  豈不是用了六千年?
[00:14:44.640 --> 00:14:46.200]  也不是這個意思
[00:14:46.200 --> 00:14:51.720]  大家千萬不要當作套用了創世紀
[00:14:51.720 --> 00:14:52.800]  千年如一日
[00:14:52.800 --> 00:14:55.120]  一日如千年
[00:14:55.120 --> 00:14:57.000]  意思就是說
[00:14:57.000 --> 00:15:01.560]  對於一個永恆的上帝去看時間
[00:15:01.560 --> 00:15:06.120]  和人看時間是不同的
[00:15:06.120 --> 00:15:11.800]  上帝看來只不過是一個很短的時間
[00:15:11.800 --> 00:15:17.560]  而我們看來好像是一個很漫長的時間
[00:15:17.560 --> 00:15:21.280]  時間是上帝的主權
[00:15:21.280 --> 00:15:24.680]  神體時間是和我們不同的
[00:15:24.680 --> 00:15:27.680]  所以我們不要將時間的觀念
[00:15:27.680 --> 00:15:30.880]  來去爭辯
[00:15:30.880 --> 00:15:34.680]  反而我們因為這個緣故
[00:15:34.680 --> 00:15:37.680]  我們應該不斷地保持警醒
[00:15:37.680 --> 00:15:41.640]  把握時間去警醒禱告
[00:15:41.640 --> 00:15:44.200]  努力為主工作
[00:15:44.200 --> 00:15:46.720]  不要爭辯一日如千年
[00:15:46.720 --> 00:15:47.720]  千年如一日
[00:15:47.720 --> 00:15:51.520]  反而我們真的要把握我們的時間
[00:15:51.520 --> 00:15:52.640]  警醒禱告
[00:15:52.640 --> 00:15:55.280]  努力為主工作
[00:15:55.280 --> 00:15:57.800]  接著彼得繼續說
[00:15:57.800 --> 00:15:59.400]  主遲遲未到
[00:15:59.400 --> 00:16:02.480]  是因為上帝的寬容
[00:16:02.480 --> 00:16:09.520]  或者說是上帝想彰顯祂的恩慈和憐憫
[00:16:09.520 --> 00:16:11.840]  為的是甚麼
[00:16:11.840 --> 00:16:19.360]  希望讓世界上所有的人都能夠悔改
[00:16:19.360 --> 00:16:22.320]  在彼得傳書的三章第二十節
[00:16:22.320 --> 00:16:33.200]  他說到神在洪水審判的時候都在容忍
[00:16:33.200 --> 00:16:36.440]  給機會他們悔改
[00:16:36.440 --> 00:16:37.320]  沒錯
[00:16:37.320 --> 00:16:39.360]  上帝願意所有的人都能夠得救
[00:16:39.360 --> 00:16:41.040]  不願意人沉淪
[00:16:41.040 --> 00:16:45.720]  這是在提摩前書的第二章第四節這樣說
[00:16:45.720 --> 00:16:46.480]  我們都很熟悉的
