
[00:00:00.000 --> 00:00:01.480]  很開心
[00:00:01.480 --> 00:00:04.080]  遮住臉你都知道我們在笑
[00:00:04.080 --> 00:00:06.000]  我想特別歡迎在網上
[00:00:06.000 --> 00:00:09.240]  和我們一起敬拜、崇拜的朋友
[00:00:09.240 --> 00:00:10.600]  特別如果你是偶然
[00:00:10.600 --> 00:00:11.520]  點擊到你的Facebook
[00:00:11.520 --> 00:00:12.480]  上了這個連結
[00:00:12.480 --> 00:00:13.600]  看到這個崇拜的時候
[00:00:13.600 --> 00:00:15.280]  我相信都不是偶然的
[00:00:15.280 --> 00:00:17.120]  上帝可能有些說話想和你說
[00:00:17.120 --> 00:00:19.320]  我都盼望今天的訊息裡面
[00:00:19.320 --> 00:00:22.280]  你會聽到上世想和你說的話
[00:00:22.280 --> 00:00:24.360]  今期的講道系列
[00:00:24.360 --> 00:00:27.840]  就是「我們是這樣長大的」
[00:00:27.840 --> 00:00:29.920]  我們嘗試在舊約裡面
[00:00:29.920 --> 00:00:32.120]  去在一個大家庭裡面
[00:00:32.120 --> 00:00:34.200]  去探討原生家庭
[00:00:34.200 --> 00:00:37.000]  究竟對我們的成長有什麼影響
[00:00:37.000 --> 00:00:39.720]  第一次就講一個獨生子
[00:00:39.720 --> 00:00:40.840]  以撒
[00:00:40.840 --> 00:00:43.920]  一個遺傳
[00:00:43.920 --> 00:00:46.000]  一個遺產
[00:00:46.000 --> 00:00:48.520]  一個遺憾
[00:00:48.520 --> 00:00:51.480]  第二次我們就講一個媽仔裡面
[00:00:51.480 --> 00:00:54.080]  弟弟怎樣在他家庭裡面
[00:00:54.080 --> 00:00:56.640]  在競爭裡面去成長
[00:00:56.640 --> 00:00:58.000]  什麼都要抓住
[00:00:58.000 --> 00:01:00.000]  要肯定自己
[00:01:00.000 --> 00:01:04.280]  今天我講的一個故事是
[00:01:04.280 --> 00:01:06.400]  「五大不是最大」
[00:01:06.400 --> 00:01:07.800]  「又不是最小」
[00:01:07.800 --> 00:01:10.560]  所謂Middle Child的「有大」
[00:01:10.560 --> 00:01:14.400]  以往我們去看一些研究發現
[00:01:14.400 --> 00:01:16.840]  有一個叫做Middle Child Syndrome
[00:01:16.840 --> 00:01:17.720]  是會怎樣的呢
[00:01:17.720 --> 00:01:21.360]  這些人會自己覺得是被漠視的
[00:01:21.360 --> 00:01:23.680]  是被人忽略的
[00:01:23.680 --> 00:01:25.280]  好像透明的
[00:01:25.280 --> 00:01:28.520]  有時候夾在兄弟姐妹中間
[00:01:28.520 --> 00:01:31.080]  其實是很難表達自己的
[00:01:31.080 --> 00:01:34.400]  很多時候他們會傾向很靜的
[00:01:34.400 --> 00:01:38.880]  因為有哥哥或妹妹搶了注意力
[00:01:38.880 --> 00:01:40.960]  他很多時候傾向在家庭裡面
[00:01:40.960 --> 00:01:43.360]  看定一些靜觀型
[00:01:43.360 --> 00:01:45.000]  然後夾在中間
[00:01:45.000 --> 00:01:47.080]  好像想做和平使者
[00:01:47.080 --> 00:01:49.440]  其實是他生存之道
[00:01:49.440 --> 00:01:52.080]  他想討好每一個人
[00:01:52.080 --> 00:01:55.400]  但我們在Middle Child Syndrome中
[00:01:55.400 --> 00:01:57.480]  不一定是在中間的
[00:01:57.480 --> 00:01:59.800]  有些時候不是一定
[00:01:59.800 --> 00:02:01.680]  三個中間是第二個
[00:02:01.680 --> 00:02:03.960]  或者五個中間是第三個
[00:02:03.960 --> 00:02:05.880]  其實也不是那麼絕對的
[00:02:05.880 --> 00:02:08.600]  好像我們這次講的主角「有大」
[00:02:08.600 --> 00:02:14.720]  其實他在十二個兄弟中排第四
[00:02:14.720 --> 00:02:17.200]  阿哥有十二個兒子
[00:02:17.200 --> 00:02:20.840]  大老婆利亞有四個兒子
[00:02:20.840 --> 00:02:22.320]  其實有六個兒子
[00:02:22.320 --> 00:02:25.400]  不過「有大」排第四
[00:02:25.400 --> 00:02:29.080]  雅各有兩個老婆 兩個妾侍
[00:02:29.080 --> 00:02:31.080]  有十二個兒子
[00:02:31.080 --> 00:02:35.040]  其實是不是雅各這個人很花心呢?
[00:02:35.040 --> 00:02:37.080]  很好色呢?
[00:02:37.080 --> 00:02:38.960]  有那麼多個老婆
[00:02:38.960 --> 00:02:41.640]  其實我們看回雅各的愛情故事
[00:02:41.640 --> 00:02:43.520]  是很坎坷的
[00:02:43.520 --> 00:02:47.200]  雅各為了逃避以薩哥哥的追殺
[00:02:47.200 --> 00:02:49.040]  他就投靠了舅父拉班
[00:02:49.040 --> 00:02:50.720]  去跟他打工
[00:02:50.720 --> 00:02:52.800]  如果你記得這個故事
[00:02:52.800 --> 00:02:55.080]  舅父有兩個女兒
[00:02:55.080 --> 00:02:59.920]  雅各對他的小女兒拉傑一見鍾情
[00:02:59.920 --> 00:03:01.800]  其實這個故事是說
[00:03:01.800 --> 00:03:03.920]  拉班對雅各說
[00:03:03.920 --> 00:03:06.280]  其實雖然親戚一場
[00:03:06.280 --> 00:03:09.920]  但是也不可以叫你白白跟我做事
[00:03:09.920 --> 00:03:12.640]  你說你想要什麼工資
[00:03:12.640 --> 00:03:15.600]  你想要什麼回報呢?
[00:03:15.600 --> 00:03:21.000]  雅各只想要一件事
[00:03:21.000 --> 00:03:23.600]  故事裡拉班有兩個女兒
