
[00:00:00.000 --> 00:00:04.000]  大英節目好,我們今天看了一段經文
[00:00:04.000 --> 00:00:07.000]  我們身材很切身,是信徒
[00:00:07.000 --> 00:00:10.000]  就算是一個神聖喜悅的生命
[00:00:10.000 --> 00:00:12.000]  但我們有很多的掙扎
[00:00:12.000 --> 00:00:14.000]  我們先一起有個禱告
[00:00:14.000 --> 00:00:19.000]  天父,謝謝你給我們今天有敬拜
[00:00:19.000 --> 00:00:23.000]  一起學習你的話語,並且生命被你塗造
[00:00:23.000 --> 00:00:28.000]  求你使用以下的時間、性靈去幫助我們
[00:00:28.000 --> 00:00:32.000]  明白你的話,並且將你的話語實踐在我們的生命裡
[00:00:32.000 --> 00:00:36.000]  祈禱奉主是蘇基督的名,阿們
[00:00:36.000 --> 00:00:43.000]  美國有一位牧者專門在做門徒訓練和訓練領袖那邊
[00:00:43.000 --> 00:00:45.000]  是多年的工作
[00:00:45.000 --> 00:00:49.000]  這一位就是Walt Harrison
[00:00:49.000 --> 00:00:52.000]  Walt Harrison寫過一篇文章
[00:00:52.000 --> 00:00:57.000]  叫做「多人立志,少人得著」
[00:00:57.000 --> 00:00:58.000]  什麼意思呢?
[00:00:58.000 --> 00:01:02.000]  就是說很多人都渴望我們過一個
[00:01:02.000 --> 00:01:07.000]  取悅神喜悅的一個信徒的生命
[00:01:07.000 --> 00:01:09.000]  但是不是很多人都辭之行呢?
[00:01:09.000 --> 00:01:12.000]  最後能夠達到呢?
[00:01:12.000 --> 00:01:14.000]  他說少達到
[00:01:14.000 --> 00:01:16.000]  他說其實我們走這個屬靈的征戰
[00:01:16.000 --> 00:01:20.000]  是一個越來越激烈的人生
[00:01:20.000 --> 00:01:25.000]  他比喻為一不小心就落在罪惡之中
[00:01:25.000 --> 00:01:28.000]  就是他做了一個比喻
[00:01:28.000 --> 00:01:30.000]  他覺得有一個圖像
[00:01:30.000 --> 00:01:34.000]  好像他說有個時間他去一些營會露營
[00:01:34.000 --> 00:01:36.000]  在森林的樓裡面
[00:01:36.000 --> 00:01:38.000]  有些信徒在紮營
[00:01:38.000 --> 00:01:42.000]  他說去到有一次一個營地裡面紮營
[00:01:42.000 --> 00:01:45.000]  紮營一個很重要的就是堆一些火
[00:01:45.000 --> 00:01:51.000]  就是一些火團這樣圍著去燒一些木
[00:01:51.000 --> 00:01:53.000]  原因一方面是為了取暖
[00:01:53.000 --> 00:01:58.000]  但更重要就是要趕走那些野獸
[00:01:58.000 --> 00:02:00.000]  他說通常有個經驗就是
[00:02:00.000 --> 00:02:02.000]  當你半夜醒起來的時候
[00:02:02.000 --> 00:02:06.000]  當那些火慢慢漸漸暗了的時候
[00:02:06.000 --> 00:02:09.000]  那些動物就越來越有膽量了
[00:02:09.000 --> 00:02:12.000]  就慢慢會逼近那個營地
[00:02:12.000 --> 00:02:14.000]  他說有時候掃一掃
[00:02:14.000 --> 00:02:18.000]  看一看很多一對對的眼睛都不知道是什麼來的
[00:02:18.000 --> 00:02:22.000]  這個時間你就要加多一些柴
[00:02:22.000 --> 00:02:24.000]  因為再不是這樣的時候
[00:02:24.000 --> 00:02:26.000]  分分鐘就走過來
[00:02:26.000 --> 00:02:29.000]  他說信徒的生命是一樣的
[00:02:29.000 --> 00:02:32.000]  撒旦隨時會圍著我們
[00:02:32.000 --> 00:02:38.000]  一不小心就使我們在罪惡裡面跌倒
[00:02:38.000 --> 00:02:43.000]  今天我們看這段經文很有意思
[00:02:43.000 --> 00:02:46.000]  說我們都很想做一個很虔誠的基督徒
[00:02:46.000 --> 00:02:48.000]  但是說在人生裡面
[00:02:48.000 --> 00:02:50.000]  我們自己失敗了
[00:02:50.000 --> 00:02:51.000]  我們都放棄了
[00:02:51.000 --> 00:02:53.000]  或者看到別人的失敗
[00:02:53.000 --> 00:02:56.000]  這個似乎無法達到的東西
[00:02:56.000 --> 00:02:58.000]  已經開始採取一個很消極
[00:02:58.000 --> 00:03:01.000]  或者不是很著意的去走回
[00:03:01.000 --> 00:03:04.000]  好像Walt Harrison那個
[00:03:04.000 --> 00:03:06.000]  要持守我要得著
[00:03:06.000 --> 00:03:09.000]  在神裡面那種榮耀的生命
[00:03:09.000 --> 00:03:11.000]  我們慢慢淡忘了
[00:03:11.000 --> 00:03:13.000]  於是我們屬靈的生命就在那裡
[00:03:13.000 --> 00:03:14.000]  任由它
[00:03:14.000 --> 00:03:18.000]  有沒有掙扎都可能我們都忽略了
[00:03:18.000 --> 00:03:19.000]  或者我們看這段經文
[00:03:19.000 --> 00:03:25.000]  第七章是第十四至二十五節
[00:03:25.000 --> 00:03:28.000]  非常重要的課題
[00:03:28.000 --> 00:03:31.000]  我們信徒面對著屬靈的爭執
[00:03:31.000 --> 00:03:33.000]  我們怎樣去面對呢
[00:03:33.000 --> 00:03:35.000]  我們怎樣去找出路呢
[00:03:35.000 --> 00:03:38.000]  這段經文給了我們很大的啟示
[00:03:38.000 --> 00:03:39.000]  或者在這段經文之前
[00:03:39.000 --> 00:03:43.000]  大家知道是第七章開始的時候
[00:03:43.000 --> 00:03:45.000]  一至六節就在說
[00:03:45.000 --> 00:03:48.000]  我們信徒已經不在律法之下
[00:03:48.000 --> 00:03:53.000]  所以我們不要再活在律法的舊的移民裡面
[00:03:53.000 --> 00:03:55.000]  我們要活在聖靈的新讓
[00:03:55.000 --> 00:03:56.000]  我們活在一個新的力量
[00:03:56.000 --> 00:03:58.000]  依靠聖靈去工作
[00:03:58.000 --> 00:04:00.000]  然後我們如果再看
[00:04:00.000 --> 00:04:01.000]  保羅再進一步
[00:04:01.000 --> 00:04:04.000]  如果我們在律法裡面過著這樣的生活
[00:04:04.000 --> 00:04:06.000]  以為是律法幫到我們
[00:04:06.000 --> 00:04:07.000]  其實是不行的
[00:04:07.000 --> 00:04:12.000]  所以在七節到第十三節就在說這個段落
[00:04:12.000 --> 00:04:14.000]  這個段落就是說什麼呢
[00:04:14.000 --> 00:04:16.000]  當律法來到的時候
[00:04:16.000 --> 00:04:18.000]  它不幫到我們成聖
[00:04:18.000 --> 00:04:20.000]  是好的 律法是好的
[00:04:20.000 --> 00:04:22.000]  但是只會挑起我們的私慾
[00:04:22.000 --> 00:04:23.000]  使我們犯罪
[00:04:23.000 --> 00:04:26.000]  以致我們屬靈的死亡
[00:04:26.000 --> 00:04:29.000]  律法來到 我們就死了
[00:04:29.000 --> 00:04:31.000]  那麼罪是什麼呢
[00:04:31.000 --> 00:04:33.000]  千萬不要小看
[00:04:33.000 --> 00:04:36.000]  它會利用善的律法
[00:04:36.000 --> 00:04:38.000]  使我們犯罪
[00:04:38.000 --> 00:04:41.000]  這個罪我們不容忽視
[00:04:41.000 --> 00:04:42.000]  來到這一段
[00:04:42.000 --> 00:04:46.000]  也是再說罪和信徒之間的關係
[00:04:46.000 --> 00:04:49.000]  是說到一種的掙扎
[00:04:49.000 --> 00:04:53.000]  有人就說這段經文如果承接著上文
[00:04:53.000 --> 00:04:56.000]  應該都是在說舊約信徒的處境
[00:04:56.000 --> 00:04:58.000]  因為他們在律法之下
[00:04:58.000 --> 00:05:00.000]  律法來了 他就死了
[00:05:00.000 --> 00:05:03.000]  那麼接著說律法 是接著說下去
[00:05:03.000 --> 00:05:05.000]  但是也有不少的基督徒
[00:05:05.000 --> 00:05:07.000]  或者學者認為這段不是
[00:05:07.000 --> 00:05:10.000]  因為在說基督徒的生命的掙扎
[00:05:10.000 --> 00:05:11.000]  我自己也採取這個立場
[00:05:11.000 --> 00:05:15.000]  或者我說一下三樣的原因
[00:05:15.000 --> 00:05:18.000]  為什麼我覺得是說新約的信徒
[00:05:18.000 --> 00:05:20.000]  面對的掙扎
[00:05:20.000 --> 00:05:22.000]  第一 沒錯
[00:05:22.000 --> 00:05:23.000]  前文是說律法
[00:05:23.000 --> 00:05:25.000]  舊約信徒在律法裡面
[00:05:25.000 --> 00:05:27.000]  但是這裡說到的律法
[00:05:27.000 --> 00:05:30.000]  仍然是應用在新約的信徒
[00:05:30.000 --> 00:05:34.000]  因為律法其中很重要
[00:05:34.000 --> 00:05:38.000]  就是說到神的道德的絕對的標準
[00:05:38.000 --> 00:05:40.000]  是神的心意叫人活在當中
[00:05:40.000 --> 00:05:43.000]  是有一個公義的生命
[00:05:43.000 --> 00:05:45.000]  無論是新約的信徒 舊約的信徒
[00:05:45.000 --> 00:05:49.000]  都會應用得到
[00:05:49.000 --> 00:05:50.000]  正如保羅說
[00:05:50.000 --> 00:05:52.000]  聖經都是神所默示
[00:05:52.000 --> 00:05:54.000]  它不是包含舊約的
[00:05:54.000 --> 00:05:56.000]  都是對我們有幫助的
[00:05:56.000 --> 00:05:57.000]  是神所默示
[00:05:57.000 --> 00:06:00.000]  預備屬神的人
[00:06:00.000 --> 00:06:02.000]  預備他們行好的事
[00:06:02.000 --> 00:06:05.000]  所以如果這樣看的時候
[00:06:05.000 --> 00:06:07.000]  這裡雖然是說律法
[00:06:07.000 --> 00:06:10.000]  但是跟我們也是一樣
[00:06:10.000 --> 00:06:11.000]  第二個我覺得
[00:06:11.000 --> 00:06:13.000]  這裡說新約的信徒
[00:06:13.000 --> 00:06:16.000]  就是之前的段落是用過去式的
[00:06:16.000 --> 00:06:19.000]  在這段經文完全用現在式的
[00:06:19.000 --> 00:06:21.000]  就好像保羅說的
[00:06:21.000 --> 00:06:25.000]  我現在生活的狀況
[00:06:25.000 --> 00:06:27.000]  保羅以前在舊約試過
[00:06:27.000 --> 00:06:28.000]  他成為了基督徒
[00:06:28.000 --> 00:06:33.000]  然後他在神的生命裡面生活
[00:06:33.000 --> 00:06:36.000]  但是他仍然有一個掙扎
[00:06:36.000 --> 00:06:41.000]  這裡是說他的事態的形式
[00:06:41.000 --> 00:06:42.000]  可以看到
[00:06:42.000 --> 00:06:44.000]  第三方面我覺得更加強的
[00:06:44.000 --> 00:06:46.000]  我覺得這裡說新約的信徒
[00:06:46.000 --> 00:06:49.000]  就是如果你看第七節
[00:06:49.000 --> 00:06:54.000]  第十三節這個段落
[00:06:54.000 --> 00:06:56.000]  是說罪一來
[00:06:56.000 --> 00:06:57.000]  然後挑動
[00:06:57.000 --> 00:06:58.000]  然後就死
[00:06:58.000 --> 00:06:59.000]  就是這樣
[00:06:59.000 --> 00:07:01.000]  但是這一段你會看到
[00:07:01.000 --> 00:07:03.000]  有很強的掙扎
[00:07:03.000 --> 00:07:05.000]  信徒有很愛主的義慾
[00:07:05.000 --> 00:07:07.000]  一個很大的動力
[00:07:07.000 --> 00:07:08.000]  不過做不到
[00:07:08.000 --> 00:07:11.000]  而德尼就說他是被擄了
[00:07:11.000 --> 00:07:13.000]  有時被惡被擄了
[00:07:13.000 --> 00:07:14.000]  什麼叫被擄呢
[00:07:14.000 --> 00:07:16.000]  就是說你本來在這個營地
[00:07:16.000 --> 00:07:18.000]  現在你被人擄了去
[00:07:18.000 --> 00:07:19.000]  那就是說
[00:07:19.000 --> 00:07:23.000]  起碼保羅是在神的身份裡面
[00:07:23.000 --> 00:07:25.000]  他是屬於神的
[00:07:25.000 --> 00:07:26.000]  他只不過被罪惡
[00:07:26.000 --> 00:07:28.000]  他暫時擄到這裡
[00:07:28.000 --> 00:07:29.000]  他有個掙扎
[00:07:29.000 --> 00:07:31.000]  他要求解救
[00:07:31.000 --> 00:07:32.000]  這是第一
[00:07:32.000 --> 00:07:34.000]  並且我們看到這一段
[00:07:34.000 --> 00:07:36.000]  是有個盼望
[00:07:36.000 --> 00:07:37.000]  第二十五節
[00:07:37.000 --> 00:07:39.000]  他這裡怎麼說呢
[00:07:39.000 --> 00:07:41.000]  這是很重要的經文
[00:07:41.000 --> 00:07:43.000]  這裡第二十五節
[00:07:43.000 --> 00:07:44.000]  這裡說感謝神
[00:07:44.000 --> 00:07:48.000]  靠著我們的主耶穌基督就能
[00:07:48.000 --> 00:07:49.000]  有一個盼望
[00:07:49.000 --> 00:07:50.000]  有一個出路
[00:07:50.000 --> 00:07:53.000]  這個跟舊約的處境不同
[00:07:53.000 --> 00:07:57.000]  或者我們以這個理解去看這段經文
[00:07:57.000 --> 00:07:58.000]  這裡首先
[00:07:58.000 --> 00:08:00.000]  第十四節這裡說的話
[00:08:00.000 --> 00:08:04.000]  我們跟律法有一個對立的關係
