
[00:00:00.000 --> 00:00:07.000]  弟兄姊妹 各位街坊朋友 大家好
[00:00:07.000 --> 00:00:09.240]  這個下午很特別
[00:00:09.240 --> 00:00:15.140]  這個下午是一個福音主日
[00:00:15.140 --> 00:00:18.400]  這個題目就是說要講福音的
[00:00:18.400 --> 00:00:21.560]  福音是什麼呢 這是好消息
[00:00:21.560 --> 00:00:23.600]  我選這個題目叫做
[00:00:23.600 --> 00:00:31.400]  穩妥人生何處尋
[00:00:31.400 --> 00:00:35.200]  人生尋摸美好的前程
[00:00:35.200 --> 00:00:38.400]  要靠自己的努力 同意不同意
[00:00:38.400 --> 00:00:41.300]  我們教導我們的孩子常常說
[00:00:41.300 --> 00:00:43.500]  你要努力去讀書
[00:00:43.500 --> 00:00:50.200]  早上好 一早就清早起來上學
[00:00:50.200 --> 00:00:56.400]  品格要好 學英文 數學 中文 還有其他的
[00:00:56.400 --> 00:01:00.700]  希望他們將來有一個美好的人生
[00:01:00.700 --> 00:01:06.000]  但是我們看到如果靠自己的努力
[00:01:06.000 --> 00:01:13.500]  在世上的事情 我們說五花八門常常在變
[00:01:13.500 --> 00:01:18.000]  你看美國居然可以選一個這樣的總統賽
[00:01:18.000 --> 00:01:21.600]  看到嗎 他說話沒有底的
[00:01:21.600 --> 00:01:23.900]  前天說的今天可以改
[00:01:23.900 --> 00:01:28.500]  只要找個理由就可以了
[00:01:28.500 --> 00:01:32.000]  他說我們中國是外匯的操控國
[00:01:32.000 --> 00:01:36.400]  今天他說不是了 他們沒有這樣做
[00:01:36.400 --> 00:01:41.500]  你看世界在變 人在變
[00:01:41.500 --> 00:01:49.300]  本來澳洲 你去到歐洲的時候
[00:01:49.300 --> 00:01:54.900]  你去巴黎那邊是很好的地方觀光
[00:01:54.900 --> 00:02:01.600]  誰知道那邊的警察開槍把一個打死了
[00:02:01.600 --> 00:02:05.900]  另外三個人受傷 有平安嗎
[00:02:05.900 --> 00:02:12.100]  保不了 但是感謝主 我們有一個出路
[00:02:12.100 --> 00:02:16.400]  我們的出路就是有主 主耶穌
[00:02:16.400 --> 00:02:19.600]  祂是我們得力的源頭
[00:02:19.600 --> 00:02:23.100]  大家不知道有沒有看過一部電影
[00:02:23.100 --> 00:02:27.600]  是廣東話的 考考你們
[00:02:27.600 --> 00:02:32.500]  那部電影叫做《半斤八兩》
[00:02:32.500 --> 00:02:35.100]  半斤不就是八兩嗎
[00:02:35.100 --> 00:02:39.000]  如果沒有的話 你上網看看也可以的
[00:02:39.000 --> 00:02:44.400]  因為它有字幕 你看字幕也明白的
[00:02:44.400 --> 00:02:48.100]  在那個電影裡面講到一般的打工仔
[00:02:48.100 --> 00:02:53.400]  他們怎麼樣呢 打工仔的生涯不好過的
[00:02:53.400 --> 00:02:57.200]  賺了那麼一點點的錢 不夠用
[00:02:57.200 --> 00:03:01.100]  到了月底 他們就有一個美名
[00:03:01.100 --> 00:03:04.900]  就叫做月光族
[00:03:04.900 --> 00:03:11.000]  到月底就光光的了 剛剛好用完了
[00:03:11.000 --> 00:03:17.000]  還談得上要輸出來買樓房嗎 很難啊
[00:03:17.000 --> 00:03:23.800]  還說不定不滿意讓老闆來炒魷魚 那更慘
[00:03:23.800 --> 00:03:32.600]  我沒有把握的 人生就是不停地來找出路
[00:03:32.600 --> 00:03:36.400]  所以我就想到 人生啊
[00:03:36.400 --> 00:03:40.000]  要尋覓一個出路的人生
[00:03:40.000 --> 00:03:43.000]  人生就是要找一個出路
[00:03:43.000 --> 00:03:47.100]  你看 我們都來到世上
[00:03:47.100 --> 00:03:53.600]  在爸爸媽媽他們兩個雙好的時候
[00:03:53.600 --> 00:03:56.200]  他們雙愛的時候
[00:03:56.200 --> 00:04:04.500]  如果在他們的新生活裡面產生了一個孩子
[00:04:04.500 --> 00:04:09.400]  爸爸的精子超過兩個億
[00:04:09.400 --> 00:04:14.400]  裡面只有一條可以掙扎得很勇往直前的
[00:04:14.400 --> 00:04:17.200]  才遇上了媽媽的輪子
[00:04:17.200 --> 00:04:20.600]  然後才可以有一個孩子出來
[00:04:20.600 --> 00:04:27.300]  我們說其實他們真的在競爭在起跑點
[00:04:27.300 --> 00:04:31.100]  還沒有到世上已經要競爭了
[00:04:31.100 --> 00:04:34.400]  其他的就壯烈犧牲了 是不是
[00:04:34.400 --> 00:04:38.100]  其實來到世上不是一樣嗎
[00:04:38.100 --> 00:04:44.700]  我們能夠坐在這裡平平安安的來聽福音
[00:04:44.700 --> 00:04:47.100]  多麼有福啊
[00:04:47.100 --> 00:04:50.300]  你回家打開你的電視機
[00:04:50.300 --> 00:04:56.600]  你看一看 世上有那一個地方是樂土啊
[00:04:56.600 --> 00:05:00.000]  我告訴你 幾乎是沒有
[00:05:00.000 --> 00:05:03.800]  只是看你遇不遇上而已
[00:05:03.800 --> 00:05:06.300]  有孩子到美國去讀書
[00:05:06.300 --> 00:05:10.500]  剛剛才發生了校園就開槍
[00:05:10.500 --> 00:05:14.000]  打死人了
[00:05:14.000 --> 00:05:18.800]  無日無之啊
[00:05:18.800 --> 00:05:22.400]  所以我們要找一個平安的地方
[00:05:22.400 --> 00:05:26.800]  我自己呢 在二十二歲的時候 一七二年
[00:05:26.800 --> 00:05:29.700]  我本來是越南的華僑
[00:05:29.700 --> 00:05:34.900]  爸爸媽媽在那邊生了我們十三個孩子
[00:05:34.900 --> 00:05:40.200]  我爸爸也是從廣州 廣東省的廣州跑過去的
[00:05:40.200 --> 00:05:44.400]  因為那時候是國共內戰 他也沒有得吃
[00:05:44.400 --> 00:05:49.000]  他是唯一的男孩在家裡
[00:05:49.000 --> 00:05:51.900]  我的爺爺也要把他送到南洋去
[00:05:51.900 --> 00:05:56.600]  免得他餓死在身旁 很慘
[00:05:56.600 --> 00:05:59.300]  在那邊生了很多孩子
[00:05:59.300 --> 00:06:03.600]  我是長子啊 在二十二歲的時候
[00:06:03.600 --> 00:06:06.800]  因為南越跟北越打仗嘛
[00:06:06.800 --> 00:06:11.300]  那時候我已經練好了大學三年級
[00:06:11.300 --> 00:06:13.800]  也拿到了個政兵令
[00:06:13.800 --> 00:06:17.000]  那我就要怎麼樣呢 我要去服兵役了
[00:06:17.000 --> 00:06:20.000]  九月就要報到了 到國防部
[00:06:20.000 --> 00:06:25.900]  爸爸說 你不要去當兵了 免得當炮灰
[00:06:25.900 --> 00:06:28.800]  不如安排一條出路給你吧
[00:06:28.800 --> 00:06:34.000]  他就找到一個門路 讓我偷渡來香港
[00:06:34.000 --> 00:06:37.500]  那時候只有二十二歲
[00:06:37.500 --> 00:06:40.700]  香港在哪 我還沒有留意呢
[00:06:40.700 --> 00:06:43.900]  我沒有想到我這個人要離開南越的嘛
[00:06:43.900 --> 00:06:46.400]  爸爸媽媽在一塊
[00:06:46.400 --> 00:06:50.900]  十個弟弟妹妹在身旁 多幸福的家庭
[00:06:50.900 --> 00:06:53.400]  我已經讀好三年級的大學
[00:06:53.400 --> 00:06:58.900]  還有一年就畢業了 多好的前途呢
[00:06:58.900 --> 00:07:03.500]  人生就是沒有你可以預測的餘地
[00:07:03.500 --> 00:07:05.500]  我就來到香港
[00:07:05.500 --> 00:07:13.000]  擔心啊 做一個偷渡客
[00:07:13.000 --> 00:07:15.500]  很難拿到那個身份證啊
[00:07:15.500 --> 00:07:19.500]  我等了十年才拿到
[00:07:19.500 --> 00:07:22.500]  那我就不服輸嘛
[00:07:22.500 --> 00:07:26.800]  晚上我就找到一家大學 就是珠海書院
[00:07:26.800 --> 00:07:31.900]  他願意給我一個機會 給我念大學
[00:07:31.900 --> 00:07:36.100]  他說 幾年過去 如果你拿到身份證
[00:07:36.100 --> 00:07:41.000]  你把那個號碼來到辦公室補上就可以了
[00:07:41.000 --> 00:07:44.700]  你看這個恩典多大 明白嗎
[00:07:44.700 --> 00:07:48.000]  我沒有什麼中學的文憑 什麼也沒有
[00:07:48.000 --> 00:07:51.600]  因為偷渡嘛 什麼也拿不了出來
[00:07:51.600 --> 00:07:55.300]  我就在那邊念了四年的晚上的大學
[00:07:55.300 --> 00:07:58.500]  讀好了我的土木工程
[00:07:58.500 --> 00:08:02.100]  剛剛好我就拿到那個臨時的身份證了
[00:08:02.100 --> 00:08:05.700]  說臨時的 就是你每一年
[00:08:05.700 --> 00:08:09.000]  你要到政府那邊交七十五塊
[00:08:09.000 --> 00:08:11.400]  他就給你打一個印
[00:08:11.400 --> 00:08:15.900]  七年後 你才是一個永久的居民
[00:08:15.900 --> 00:08:19.400]  感謝主 我這樣就過去了
[00:08:19.400 --> 00:08:21.200]  當我畢業以後
[00:08:21.200 --> 00:08:26.500]  我就可以不要再做白天的裝修工程了
[00:08:26.500 --> 00:08:30.000]  本來我是一個 廣東話叫做三行
[00:08:30.000 --> 00:08:33.200]  就是裝修的
[00:08:33.200 --> 00:08:37.000]  我就到了一個建築公司做工程師
[00:08:37.000 --> 00:08:39.100]  感謝主
[00:08:39.100 --> 00:08:44.100]  早上九點做到下午五點就下班了
[00:08:44.100 --> 00:08:47.200]  多好 白臉 是吧
[00:08:47.200 --> 00:08:53.400]  好像很高檔 感謝主
[00:08:53.400 --> 00:08:56.100]  我的機遇真的不錯
[00:08:56.100 --> 00:08:57.700]  我到那邊做的時候
[00:08:57.700 --> 00:09:01.200]  只有六百塊的員工每個月
[00:09:01.200 --> 00:09:03.000]  但是不到三個月
[00:09:03.000 --> 00:09:07.500]  老闆都加我的薪水到一千五百塊了
[00:09:07.500 --> 00:09:09.800]  然後不到一年
[00:09:09.800 --> 00:09:13.000]  我已經拿兩千五百塊的員工
[00:09:13.000 --> 00:09:16.400]  因為我的設計做得很好
[00:09:16.400 --> 00:09:19.600]  老闆靠著那些設計賺了很多錢
[00:09:19.600 --> 00:09:21.000]  我說很多錢
[00:09:21.000 --> 00:09:25.800]  就是以百萬來計算單位的
[00:09:25.800 --> 00:09:29.100]  所以我在那邊打工打了兩年
[00:09:29.100 --> 00:09:34.400]  我每個月拿到手的錢是七千五百塊
[00:09:34.400 --> 00:09:36.000]  感謝主啊
[00:09:36.000 --> 00:09:42.600]  我就以為人生就這樣就可以過得很好了
[00:09:42.600 --> 00:09:46.100]  所以我就不再打工了
[00:09:46.100 --> 00:09:51.300]  我就出來開了一家自己的建築公司
[00:09:51.300 --> 00:09:55.500]  拿個營業籍照我就開公司了
[00:09:55.500 --> 00:09:59.500]  也很快地我就賺了幾百萬
[00:09:59.500 --> 00:10:02.200]  在香港不是很容易嗎
[00:10:02.200 --> 00:10:04.600]  我八零年就結婚
[00:10:04.600 --> 00:10:08.600]  太太今天她也很賞臉
[00:10:08.600 --> 00:10:12.800]  賞面子給我陪我來這裡了
[00:10:12.800 --> 00:10:15.900]  她是香港小姐
[00:10:15.900 --> 00:10:23.400]  請太太站起來讓大家認識一下
[00:10:23.400 --> 00:10:25.800]  她在香港出生的
[00:10:25.800 --> 00:10:29.100]  所以說香港小姐沒錯的
[00:10:29.100 --> 00:10:31.400]  而且她在我心裡面
[00:10:31.400 --> 00:10:35.700]  在我眼中是最漂亮的了
[00:10:35.700 --> 00:10:39.000]  別無選擇的了
[00:10:39.000 --> 00:10:43.300]  結婚以後八零年很快就生了一個女兒
[00:10:43.300 --> 00:10:46.500]  兩年過去也有一個男孩出來了
[00:10:46.500 --> 00:10:49.700]  多好的人生
[00:10:49.700 --> 00:10:51.500]  我不認識上帝的
[00:10:51.500 --> 00:10:54.900]  我開車在香港九龍新界
[00:10:54.900 --> 00:10:57.100]  香港跑來跑去
[00:10:57.100 --> 00:11:00.400]  我從來沒有留意什麼叫做教會
[00:11:00.400 --> 00:11:01.700]  這一回事
[00:11:01.700 --> 00:11:04.600]  我不會花上一分鐘的時間
[00:11:04.600 --> 00:11:07.100]  留意什麼叫做教會
[00:11:07.100 --> 00:11:11.500]  那個事與我無關的
[00:11:11.500 --> 00:11:14.500]  心裡面就是為了賺錢
[00:11:14.500 --> 00:11:16.600]  但是後來我信住了
[00:11:16.600 --> 00:11:18.000]  我就看到這句經文
[00:11:18.000 --> 00:11:24.200]  他說傳道書說我見神教士人勞苦
[00:11:24.200 --> 00:11:28.200]  使他們在其中受精煉
[00:11:28.200 --> 00:11:30.100]  要他們成長啊
[00:11:30.100 --> 00:11:31.800]  六姊妹
[00:11:31.800 --> 00:11:33.000]  讓我們勞苦
[00:11:33.000 --> 00:11:35.500]  然後讓我們成長
[00:11:35.500 --> 00:11:40.700]  就好像老師他要學生將來的成績要好
[00:11:40.700 --> 00:11:41.600]  就怎麼樣
[00:11:41.600 --> 00:11:43.200]  讓他做功課
[00:11:43.200 --> 00:11:44.900]  讓他勞苦一點
[00:11:44.900 --> 00:11:45.600]  是吧
[00:11:45.600 --> 00:11:48.400]  沒有功課就做的話太容易了
[00:11:48.400 --> 00:11:50.000]  回家玩玩耍耍
[00:11:50.000 --> 00:11:53.400]  玩耍一下回家就學不到東西了
[00:11:53.400 --> 00:11:56.000]  我們人生在神的手裡
[00:11:56.000 --> 00:11:59.100]  就要受這個精煉
[00:11:59.100 --> 00:12:00.900]  那怎麼這樣說呢
[00:12:00.900 --> 00:12:04.200]  在我開了公司以後
[00:12:04.200 --> 00:12:06.700]  開了公司以後很快
[00:12:06.700 --> 00:12:08.400]  做得不錯
[00:12:08.400 --> 00:12:11.600]  買了樓房
[00:12:11.600 --> 00:12:13.400]  買了兩個單位
[00:12:13.400 --> 00:12:16.400]  你看那時候多麼的豐富
[00:12:16.400 --> 00:12:18.300]  四十多萬的一個樓房
[00:12:18.300 --> 00:12:21.700]  也不用做分期付款的
[00:12:21.700 --> 00:12:23.600]  一次就把它付光了
[00:12:23.600 --> 00:12:26.600]  多買一個樓房也是一次付光的
[00:12:26.600 --> 00:12:28.000]  太多錢了吧
[00:12:28.000 --> 00:12:31.600]  三十二歲的年輕人
[00:12:31.600 --> 00:12:34.100]  太太也很好很溫柔
[00:12:34.100 --> 00:12:36.200]  她在公司就幫助我
