
[00:00:00.000 --> 00:00:02.540]  《容而不說書》第二章一節
[00:00:02.540 --> 00:00:04.120]  說什麼?
[00:00:04.120 --> 00:00:05.260]  讀完就不記得了吧
[00:00:05.260 --> 00:00:06.260]  我們一起讀吧
[00:00:06.260 --> 00:00:08.180]  二章一節
[00:00:08.180 --> 00:00:09.740]  見到一起就說
[00:00:09.740 --> 00:00:12.980]  你們死在過犯罪惡之中
[00:00:12.980 --> 00:00:15.460]  他叫你們活過來
[00:00:15.460 --> 00:00:17.280]  你們死在什麼?
[00:00:17.280 --> 00:00:19.040]  過犯罪惡當中
[00:00:19.040 --> 00:00:19.740]  當然
[00:00:19.740 --> 00:00:21.000]  我真的不敢說
[00:00:21.000 --> 00:00:26.040]  哪一句說話說出來是最有反效果
[00:00:26.040 --> 00:00:27.740]  但這個也其中一樣
[00:00:27.740 --> 00:00:29.600]  剛纔鄧子梅也說過
[00:00:29.600 --> 00:00:31.080]  你是罪人
[00:00:31.080 --> 00:00:31.800]  OK
[00:00:31.800 --> 00:00:33.080]  或者在我們《基督徒傳福音》的時候
[00:00:33.080 --> 00:00:35.400]  很快就說到
[00:00:35.400 --> 00:00:36.120]  你有罪
[00:00:36.120 --> 00:00:38.720]  或者我也有罪
[00:00:38.720 --> 00:00:39.960]  很反感的
[00:00:39.960 --> 00:00:41.680]  因爲特別是不信耶穌的人
[00:00:41.680 --> 00:00:43.680]  一聽到有罪
[00:00:43.680 --> 00:00:45.920]  我又不是殺人放火
[00:00:45.920 --> 00:00:46.640]  OK
[00:00:46.640 --> 00:00:49.480]  可能你偶爾又會反罵
[00:00:49.480 --> 00:00:50.800]  你當然想殺人放火
[00:00:50.800 --> 00:00:52.400]  金腰帶
[00:00:52.400 --> 00:00:54.000]  當然你不要這麼回答他
[00:00:54.000 --> 00:00:56.240]  否則更是舌頭飛
[00:00:56.240 --> 00:00:57.320]  我又不是
[00:00:57.320 --> 00:00:59.280]  做了什麼作奸犯科的事
[00:00:59.280 --> 00:01:00.400]  我又不是貪官
[00:01:00.400 --> 00:01:02.680]  我又不是
[00:01:02.680 --> 00:01:03.760]  無端端的基督徒
[00:01:03.760 --> 00:01:06.600]  個個都說人有罪
[00:01:06.600 --> 00:01:07.160]  OK
[00:01:07.160 --> 00:01:07.680]  當然
[00:01:07.680 --> 00:01:08.680]  你自從在教會成長
[00:01:08.680 --> 00:01:10.320]  你根本知道你的答案是什麼
[00:01:10.320 --> 00:01:12.840]  或者有些電視節目有時沒怎麼留意
[00:01:12.840 --> 00:01:13.920]  其實這裏
[00:01:13.920 --> 00:01:16.080]  罪那個原文的意思
[00:01:16.080 --> 00:01:16.960]  是說什麼呢
[00:01:16.960 --> 00:01:18.880]  是說我們射箭
[00:01:18.880 --> 00:01:19.640]  射箭
[00:01:19.640 --> 00:01:22.640]  射標靶的時候不中紅心
[00:01:22.640 --> 00:01:22.960]  OK
[00:01:22.960 --> 00:01:26.680]  原文是射不中紅心
[00:01:26.680 --> 00:01:28.320]  大家射過箭沒有?
[00:01:28.320 --> 00:01:29.240]  有沒有些鏡頭呢
[00:01:29.240 --> 00:01:31.120]  射一下的
[00:01:31.120 --> 00:01:32.520]  射不中
[00:01:32.520 --> 00:01:33.480]  有人跟我說
[00:01:33.480 --> 00:01:34.320]  我衝過牧師
[00:01:34.320 --> 00:01:36.520]  隔離過靶子的紅心
[00:01:36.520 --> 00:01:37.600]  都有的
[00:01:37.600 --> 00:01:38.320]  真的
[00:01:38.320 --> 00:01:39.320]  我好像弟兄你這麼說
[00:01:39.320 --> 00:01:39.960]  真的很難的
[00:01:39.960 --> 00:01:43.280]  我也有玩過很多次
[00:01:43.280 --> 00:01:44.920]  我近年是不太想玩的
[00:01:44.920 --> 00:01:45.720]  因爲我發現
[00:01:45.720 --> 00:01:47.040]  射箭這件事
[00:01:47.040 --> 00:01:48.600]  通常有教練在場的
[00:01:48.600 --> 00:01:50.160]  不會讓我們自己進去的
[00:01:50.160 --> 00:01:51.640]  有教練在場
[00:01:51.640 --> 00:01:53.520]  拿起弓是不會困難的
[00:01:53.520 --> 00:01:54.160]  OK
[00:01:54.160 --> 00:01:55.200]  教你
[00:01:55.200 --> 00:01:56.000]  拿起箭
[00:01:56.000 --> 00:01:57.320]  放上去
[00:01:57.320 --> 00:01:58.960]  有沒有人做不到
[00:01:58.960 --> 00:01:59.800]  都很難的
[00:01:59.800 --> 00:02:00.600]  很難做不到的
[00:02:00.600 --> 00:02:01.200]  OK
[00:02:01.200 --> 00:02:02.400]  拉起來都不困難的
[00:02:02.400 --> 00:02:04.960]  除非你只有幾歲不夠力拉
[00:02:04.960 --> 00:02:06.200]  放手一下
[00:02:06.200 --> 00:02:08.120]  偶爾有些人弄傷就算了
[00:02:08.120 --> 00:02:09.120]  但是對我來說
[00:02:09.120 --> 00:02:10.040]  都理解的是
[00:02:10.040 --> 00:02:11.520]  整個過程
[00:02:11.520 --> 00:02:13.360]  要射到箭出去
[00:02:13.360 --> 00:02:14.760]  不是很難的
[00:02:14.760 --> 00:02:16.440]  最難的是什麼
[00:02:16.440 --> 00:02:17.920]  中紅心
[00:02:17.920 --> 00:02:20.600]  我十幾歲開始進軍營
[00:02:20.600 --> 00:02:21.400]  真的很難的
[00:02:21.400 --> 00:02:22.800]  你明白嗎
[00:02:22.800 --> 00:02:25.680]  我很快留意到一件事
[00:02:25.680 --> 00:02:26.760]  原來射箭場
[00:02:26.760 --> 00:02:29.120]  永遠有個網在後面的
[00:02:29.120 --> 00:02:32.000]  我最初以爲是爲了保護走過的途人
[00:02:32.000 --> 00:02:32.880]  後來我發現不是的
[00:02:32.880 --> 00:02:33.960]  其實那裏不會有途人
[00:02:33.960 --> 00:02:35.840]  因爲是山邊來的
[00:02:35.840 --> 00:02:36.920]  我相信
[00:02:36.920 --> 00:02:37.840]  我胡說而已
[00:02:37.840 --> 00:02:38.960]  我當時認爲
[00:02:38.960 --> 00:02:40.200]  主要都是反過來
