
[00:00:00.000 --> 00:00:01.860]  丁字妹,平安
[00:00:01.860 --> 00:00:06.320]  我們很感謝剛才那首詩歌提醒我們
[00:00:06.320 --> 00:00:09.860]  投靠神的人要向神獻上讚美
[00:00:09.860 --> 00:00:14.560]  投靠神的人亦都是信靠神的人
[00:00:14.560 --> 00:00:17.300]  當我們去投靠神
[00:00:17.300 --> 00:00:20.120]  如果我們對神沒有信心
[00:00:20.120 --> 00:00:23.160]  這個投靠不會持續的
[00:00:23.160 --> 00:00:26.200]  剛才的詩歌特別是
[00:00:26.200 --> 00:00:28.920]  講到洪水氾濫的時候
[00:00:29.060 --> 00:00:32.500]  講到周圍都有很多動亂的時候
[00:00:32.500 --> 00:00:35.160]  神是我們的投靠者
[00:00:35.160 --> 00:00:38.760]  我們投靠祂,祂是我們信靠的那位對象
[00:00:38.760 --> 00:00:40.420]  我們很感謝神
[00:00:40.420 --> 00:00:43.460]  這個提醒是我們今天
[00:00:43.460 --> 00:00:47.900]  在神的面前成長的一個很重要的基礎
[00:00:47.900 --> 00:00:51.860]  今天畢宣家我們定了一個題目
[00:00:51.860 --> 00:00:54.500]  在今天講道的題目就是
[00:00:54.500 --> 00:00:56.800]  沒有聽從主的人
[00:00:56.800 --> 00:00:59.400]  其實是向神閉口
[00:00:59.400 --> 00:01:03.540]  當我們不去聽神的話
[00:01:03.540 --> 00:01:06.540]  或者我們不去信靠神的話
[00:01:06.540 --> 00:01:08.460]  不信服主的話
[00:01:08.460 --> 00:01:11.940]  我們其實就好像一個人沒有張開嘴巴一樣
[00:01:11.940 --> 00:01:14.840]  原因是什麼呢?
[00:01:14.840 --> 00:01:18.760]  原因就是我們不想要神給我們的東西
[00:01:18.760 --> 00:01:22.680]  今天我們講到閉口
[00:01:22.680 --> 00:01:25.480]  或者我們從這裡開始
[00:01:26.180 --> 00:01:28.560]  當我們去旅行的時候
[00:01:28.560 --> 00:01:30.560]  你會不會閉口?
[00:01:30.560 --> 00:01:33.940]  當然不會
[00:01:33.940 --> 00:01:36.900]  因為你去的旅行是美食之旅
[00:01:36.900 --> 00:01:40.780]  你很有那種心情
[00:01:40.780 --> 00:01:42.420]  去旅行的時候
[00:01:42.420 --> 00:01:44.980]  不單止有愉悅的心情
[00:01:44.980 --> 00:01:48.020]  更加有歡樂的事會發生
[00:01:48.020 --> 00:01:51.660]  所以你是很願意胃口大一點
[00:01:51.660 --> 00:01:54.500]  你不想自己水土不服
[00:01:54.500 --> 00:01:56.880]  無法進食
[00:01:56.880 --> 00:02:01.440]  但在這裡我們可以思想一下
[00:02:01.440 --> 00:02:03.620]  以色列人的光景
[00:02:03.620 --> 00:02:05.700]  去到這一篇詩篇
[00:02:05.700 --> 00:02:08.040]  81篇的詩篇裡面
[00:02:08.040 --> 00:02:10.780]  你看到第十節
[00:02:10.780 --> 00:02:13.880]  當我們看到耶和華神
[00:02:13.880 --> 00:02:17.380]  將我們從埃及的地領出來的時候
[00:02:17.380 --> 00:02:20.180]  你就要大大的張口
[00:02:20.180 --> 00:02:23.120]  我就要給祂充滿
[00:02:23.120 --> 00:02:26.520]  但是我的子民卻不肯聽我的話
[00:02:26.520 --> 00:02:29.640]  以色列不肯服從我
[00:02:29.640 --> 00:02:31.900]  我們都知道
[00:02:31.900 --> 00:02:35.620]  如果我們失去了屬靈的胃口
[00:02:35.620 --> 00:02:37.620]  其實是很危險的
[00:02:37.620 --> 00:02:40.620]  因為你沒辦法成長
[00:02:40.620 --> 00:02:43.120]  慢慢可能是厭食
[00:02:43.120 --> 00:02:45.720]  慢慢可能甚至拒絕
[00:02:45.720 --> 00:02:48.720]  很多神給你的帶領
[00:02:48.720 --> 00:02:50.720]  這個是危險的
[00:02:51.020 --> 00:02:54.420]  我們看回今天這一篇詩篇提醒我們
[00:02:54.420 --> 00:02:57.120]  我們的神是何等的豐富
[00:02:57.120 --> 00:03:00.120]  這一首詩篇的背景是什麼呢?
[00:03:00.120 --> 00:03:00.920]  很簡單
[00:03:00.920 --> 00:03:03.120]  你看到一開始的時候
[00:03:03.120 --> 00:03:05.620]  他說我們要向我們的神
[00:03:05.620 --> 00:03:07.420]  我們的力量歡呼
[00:03:07.420 --> 00:03:09.420]  大聲的歡呼
[00:03:09.420 --> 00:03:11.720]  原來這一首詩篇
[00:03:11.720 --> 00:03:15.420]  在《利未記》的背景裡面
[00:03:15.420 --> 00:03:18.220]  記載了有三個節期
[00:03:18.220 --> 00:03:23.820]  正是以色列人他們要預備好自己去敬拜神
[00:03:23.820 --> 00:03:29.920]  在《利未記》的二十三節到四十四節裡面
[00:03:29.920 --> 00:03:33.420]  就記載了這幾個節期
[00:03:33.420 --> 00:03:34.720]  包括什麼呢?
[00:03:34.720 --> 00:03:36.020]  催國節
[00:03:36.020 --> 00:03:38.020]  包括贖罪日
[00:03:38.020 --> 00:03:40.820]  包括鑄盤節
[00:03:40.820 --> 00:03:42.120]  大家都知道
[00:03:42.120 --> 00:03:46.620]  其實在以色列的節期裡面
[00:03:46.620 --> 00:03:49.420]  這個節期是很重要的
[00:03:49.420 --> 00:03:51.420]  催國的意思是什麼呢?
[00:03:51.420 --> 00:03:54.020]  你可以看到第三節的聖經說
[00:03:54.020 --> 00:03:56.420]  在越索越望的時候
[00:03:56.420 --> 00:03:59.120]  我們要守節的日子
[00:03:59.120 --> 00:04:00.920]  催國
[00:04:00.920 --> 00:04:04.120]  呼籲我們
[00:04:04.120 --> 00:04:07.120]  來到神的面前要預備敬拜
[00:04:07.120 --> 00:04:08.120]  要唱詩歌
[00:04:08.120 --> 00:04:09.420]  好像第二節那樣說
[00:04:09.420 --> 00:04:10.720]  打手鼓
[00:04:10.720 --> 00:04:14.120]  彈奏美好的琴瑟
[00:04:14.120 --> 00:04:15.920]  如果你熟悉舊約
[00:04:15.920 --> 00:04:17.020]  你就知道
[00:04:17.020 --> 00:04:19.720]  當這個催國節
[00:04:19.720 --> 00:04:22.620]  最重要的是贖罪日
[00:04:22.620 --> 00:04:25.820]  之後他們才有鑄盤節
[00:04:25.820 --> 00:04:27.520]  鑄盤節的意思是什麼呢?
[00:04:27.520 --> 00:04:30.920]  他們就歡欣喜樂的聚集
[00:04:30.920 --> 00:04:35.520]  來慶祝神給我們一切的供應
[00:04:35.520 --> 00:04:37.820]  如果我們再用另一首詩篇
[00:04:37.820 --> 00:04:40.820]  詩篇的第六十五篇的時候
[00:04:40.820 --> 00:04:46.120]  你就會更加明白這個節期的連續性的重要
[00:04:46.120 --> 00:04:48.120]  就是首先催國
[00:04:48.120 --> 00:04:49.720]  然後贖罪
[00:04:49.720 --> 00:04:51.920]  然後我們在神的面前
[00:04:51.920 --> 00:04:53.920]  歡欣的喜樂讚美
[00:04:53.920 --> 00:04:56.320]  享受祂給我們的供應
[00:04:56.320 --> 00:04:58.320]  詩篇的六十五篇
[00:04:58.320 --> 00:05:00.120]  第一節說
[00:05:00.120 --> 00:05:02.420]  神在錫安的城裡面
[00:05:02.420 --> 00:05:05.620]  人都要等候來到讚美神
[00:05:05.620 --> 00:05:08.620]  你們向神所還的願
[00:05:08.620 --> 00:05:12.020]  所許的願都要償還
[00:05:12.020 --> 00:05:12.820]  第二節
[00:05:12.820 --> 00:05:14.620]  六十五篇的第二節就說
[00:05:14.620 --> 00:05:16.420]  聽禱告的主
[00:05:16.420 --> 00:05:19.720]  所有的人都要來到你的面前
[00:05:19.720 --> 00:05:21.920]  雖然罪勝過我
[00:05:21.920 --> 00:05:23.720]  但是我們的過犯
[00:05:23.720 --> 00:05:26.420]  你必要赦免
[00:05:26.420 --> 00:05:27.520]  你有沒有體會到
[00:05:27.520 --> 00:05:28.720]  或者你有沒有察覺到
[00:05:28.720 --> 00:05:30.120]  其實以色列人
[00:05:30.120 --> 00:05:33.820]  他們等候神為了要讚美
[00:05:33.820 --> 00:05:36.920]  他們許的願要償還
[00:05:36.920 --> 00:05:39.520]  接著他們體會到自己的罪
[00:05:39.520 --> 00:05:41.720]  所以他們在神的面前
[00:05:41.720 --> 00:05:44.020]  求赦罪的恩典
[00:05:44.020 --> 00:05:45.420]  但是詩篇的六十五篇
[00:05:45.420 --> 00:05:50.220]  去到最後更加是一幅很美善的圖畫
[00:05:50.220 --> 00:05:52.420]  去到第十一節就說
[00:05:52.420 --> 00:05:56.520]  神啊,你是以恩典為年歲冠冕的
[00:05:56.520 --> 00:05:59.520]  你的路徑都敵下之尤
[00:05:59.520 --> 00:06:03.020]  所以我們很喜歡用詩篇的六十五篇十一節
[00:06:03.020 --> 00:06:04.120]  過年的時候
[00:06:04.120 --> 00:06:08.020]  我們就會用這一節的詩篇來提醒我們
[00:06:08.020 --> 00:06:10.320]  神以恩典為年歲的冠冕
[00:06:10.320 --> 00:06:14.720]  帶領我們豐豐富富的度過過去的一年
[00:06:14.720 --> 00:06:16.320]  但是更重要的十三節
[00:06:16.320 --> 00:06:20.120]  這個牧場上面是草群為衣
[00:06:20.120 --> 00:06:23.020]  山谷都蓋滿了五谷
[00:06:23.020 --> 00:06:25.620]  這一切都要歡呼歌唱
[00:06:25.620 --> 00:06:29.420]  就是一幅鑄盤折的景象
[00:06:29.420 --> 00:06:31.820]  讓我們知道原來我們的信仰
[00:06:31.820 --> 00:06:33.520]  我們能夠慶祝
[00:06:33.520 --> 00:06:35.120]  能夠感恩
[00:06:35.120 --> 00:06:39.320]  能夠讚美神的公認
[00:06:39.320 --> 00:06:42.820]  沒錯,這是我們常常應該作的祈禱
[00:06:42.820 --> 00:06:44.520]  但是你不要忘記
[00:06:44.520 --> 00:06:47.120]  我們每逢在主日的時刻
[00:06:47.120 --> 00:06:50.320]  或者我們來到神的家裡面敬拜的時候
[00:06:50.320 --> 00:06:51.820]  我們等候神
[00:06:51.820 --> 00:06:53.020]  我們也都很願意
[00:06:53.020 --> 00:06:54.720]  好像剛才主席一樣
[00:06:54.720 --> 00:06:58.520]  帶領我們做一個認罪的祈禱
[00:06:58.520 --> 00:07:03.920]  弟兄姊妹,我想這三部曲是缺一不可的
[00:07:03.920 --> 00:07:09.020]  在罪責來到神的面前等候、潔淨
[00:07:09.020 --> 00:07:11.020]  來到願意為自己
[00:07:11.020 --> 00:07:13.420]  神是救測罪孽的時候
[00:07:13.420 --> 00:07:15.620]  我們要為自己自潔
[00:07:15.620 --> 00:07:21.320]  然後我們才歡欣喜樂的共聚來讚美
[00:07:21.320 --> 00:07:24.120]  這一段話讓我們看到
[00:07:24.120 --> 00:07:27.920]  神讓我們成長的方式
[00:07:27.920 --> 00:07:31.620]  弟兄姊妹,所以我們不要只選擇一樣
[00:07:31.620 --> 00:07:33.520]  選擇時常說神給我恩典
[00:07:33.520 --> 00:07:36.320]  我要怎樣來得到什麼
[00:07:36.320 --> 00:07:38.320]  這個神一定給我們
[00:07:38.320 --> 00:07:43.320]  但問題是我們有沒有真實地聽從主
[00:07:43.320 --> 00:07:46.620]  就從我們等候主敬拜的時候
[00:07:46.620 --> 00:07:49.720]  認罪,從那裡開始呢
[00:07:49.720 --> 00:07:53.620]  不是說我們好像是一個道德主義者
[00:07:53.620 --> 00:07:58.520]  為什麼你們基督徒時時都說要認罪
[00:07:58.520 --> 00:08:00.520]  其實這個是很重要
[00:08:00.520 --> 00:08:03.220]  當我們沒有願意自潔的時候
[00:08:03.220 --> 00:08:06.820]  我們沒有辦法來到神的面前
[00:08:06.820 --> 00:08:10.520]  來領受祂給我們的恩典
[00:08:10.520 --> 00:08:15.220]  在這裡我們特別再去回第五節
[00:08:15.220 --> 00:08:17.520]  第五節的聖經裡面說到
[00:08:17.520 --> 00:08:26.820]  神是讓以色列人定了,或者給以色列定了這個律例法規
[00:08:26.820 --> 00:08:28.720]  這個律例法規是什麼呢
[00:08:28.720 --> 00:08:32.320]  就是我們剛才所說的這三部曲
[00:08:32.320 --> 00:08:36.020]  等候主,來到神的面前自潔
[00:08:36.020 --> 00:08:39.120]  然後我們慶祝,感恩,讚美
[00:08:39.120 --> 00:08:42.020]  讓神的豐富淋到我們當中
[00:08:42.020 --> 00:08:45.320]  我們就更加願意來跟隨祂
[00:08:45.320 --> 00:08:47.620]  但在這裡我們特別來看
[00:08:47.620 --> 00:08:49.820]  以色列人的問題就是
[00:08:49.820 --> 00:08:52.820]  他們忘記了不願意聽神的話
[00:08:52.820 --> 00:08:54.520]  剛才我們讀過的第十一節
[00:08:54.520 --> 00:08:57.820]  其實和合本將第十一節這樣翻譯
[00:08:57.820 --> 00:09:01.120]  就是無奈我的民不聽我的聲音
[00:09:01.120 --> 00:09:04.620]  以色列人全不理會我
[00:09:04.620 --> 00:09:07.620]  這個是一個很嚴厲的提醒
[00:09:07.620 --> 00:09:10.420]  讓我們知道如果是這樣的話
[00:09:10.420 --> 00:09:11.620]  十二節就說
[00:09:11.620 --> 00:09:18.820]  神就任憑我們的心裡的肝眼隨著自己的計謀來行事
[00:09:18.820 --> 00:09:22.020]  新約的學者D.A. Carson他曾經說
[00:09:22.020 --> 00:09:23.720]  去到第十節的聖經說
[00:09:23.720 --> 00:09:25.420]  你要大大的張口
[00:09:25.420 --> 00:09:27.220]  我就要給他們充滿
[00:09:27.220 --> 00:09:28.820]  我就要給他充滿
[00:09:28.820 --> 00:09:31.720]  這裡很清楚讓我們知道
[00:09:31.720 --> 00:09:35.520]  神是很願意滿足我們的需要
[00:09:35.520 --> 00:09:39.420]  關鍵就是我和你要張開的口
[00:09:39.420 --> 00:09:41.720]  我們的胃口要大一點
[00:09:41.720 --> 00:09:45.520]  對屬靈的事情要大一點
[00:09:45.520 --> 00:09:49.820]  因為屬靈的事充滿了神的應許
[00:09:49.820 --> 00:09:51.820]  當我們看一個小朋友
[00:09:51.820 --> 00:09:53.620]  如果他病的時候
[00:09:53.620 --> 00:09:56.020]  爸爸媽媽要去幫他看醫生
[00:09:56.020 --> 00:09:57.820]  餵藥的時候
[00:09:57.820 --> 00:09:59.320]  雖然看了醫生
[00:09:59.320 --> 00:10:01.020]  但如果這個孩子
[00:10:01.020 --> 00:10:03.720]  他不願意開口吃這些藥
[00:10:03.720 --> 00:10:06.420]  他怎麼可以得到痊癒呢
[00:10:06.420 --> 00:10:08.720]  如果有很好的美食之旅
[00:10:08.720 --> 00:10:10.020]  在你的面前
[00:10:10.020 --> 00:10:11.620]  如果你沒有胃口
[00:10:11.620 --> 00:10:13.220]  你怎麼可以成長
[00:10:13.220 --> 00:10:15.720]  怎麼來享受這個旅程呢
