
[00:00:00.000 --> 00:00:04.000]  早晨 讓我們在聆聽主導以先
[00:00:04.000 --> 00:00:06.600]  讓我們再次一起同心低頭來禱告
[00:00:06.600 --> 00:00:07.800]  仰望愛主愛神
[00:00:07.800 --> 00:00:12.200]  前面的父神多謝你
[00:00:12.200 --> 00:00:15.000]  讓我們可以再有生命氣息
[00:00:15.000 --> 00:00:16.200]  來到你的跟前
[00:00:16.200 --> 00:00:18.000]  一起同心
[00:00:18.000 --> 00:00:20.200]  打開你的啟示
[00:00:20.200 --> 00:00:24.400]  穿著你愛子耶穌基督的工作
[00:00:24.400 --> 00:00:27.200]  讓我們可以更加看得到
[00:00:27.200 --> 00:00:29.200]  你是怎樣的一位主
[00:00:29.600 --> 00:00:32.200]  怎樣的一位創造的神
[00:00:32.200 --> 00:00:36.800]  求你讓我們學曉並且認識
[00:00:36.800 --> 00:00:40.200]  你是那位有真日活的神之後
[00:00:40.200 --> 00:00:43.200]  我們能夠更加甘心願意
[00:00:43.200 --> 00:00:46.400]  能夠在過程當中與你同步
[00:00:46.400 --> 00:00:48.800]  配合主你的工作
[00:00:48.800 --> 00:00:52.800]  來走我們這條肅靈的人生的道路
[00:00:52.800 --> 00:00:57.000]  求你帶領我們的同心的禱告
[00:00:57.000 --> 00:01:00.000]  奉靠主耶穌基督特聖的名字而教
[00:01:00.000 --> 00:01:01.200]  阿們
[00:01:01.200 --> 00:01:08.600]  在人生裏面有很多事情要學習
[00:01:08.600 --> 00:01:11.200]  不過其中一樣東西
[00:01:11.200 --> 00:01:15.200]  我從小到大我父母都這樣教導我
[00:01:15.200 --> 00:01:19.400]  最重要就是一些處世之道
[00:01:19.400 --> 00:01:22.200]  當然從小到大父母當然教我們
[00:01:22.200 --> 00:01:25.800]  怎樣做一個聽話的人
[00:01:25.800 --> 00:01:27.800]  要聰明的人
[00:01:27.800 --> 00:01:30.800]  但是處世之道是不可缺的
[00:01:30.800 --> 00:01:35.800]  因為如果你不懂得處世之道
[00:01:35.800 --> 00:01:37.800]  活在這個世界上
[00:01:37.800 --> 00:01:42.800]  很多時候是很容易我們會碰釘的
[00:01:42.800 --> 00:01:44.800]  甚至可以這樣說
[00:01:44.800 --> 00:01:48.800]  這個世界做人有很多事情
[00:01:48.800 --> 00:01:51.800]  不是純粹按本子辦事
[00:01:52.800 --> 00:01:59.800]  我相信很多父母都這樣教導子女和兒女
[00:01:59.800 --> 00:02:02.800]  尤其是有一句廣東人常常用的
[00:02:02.800 --> 00:02:05.800]  就是「識時務者為進階」
[00:02:05.800 --> 00:02:09.800]  做人最重要是懂得走位
[00:02:09.800 --> 00:02:15.800]  在某些地方要學懂怎樣跟隨大隊
[00:02:15.800 --> 00:02:19.800]  這樣你才可以做事少一些麻煩
[00:02:19.800 --> 00:02:21.800]  多一些成功
[00:02:21.800 --> 00:02:25.800]  於是當我想起這番話的時候
[00:02:25.800 --> 00:02:28.800]  對於我自己特別作為一個信徒
[00:02:28.800 --> 00:02:30.800]  一個基督徒來看
[00:02:30.800 --> 00:02:32.800]  就有很多的掙扎
[00:02:32.800 --> 00:02:35.800]  究竟我們要做到怎樣才叫做
[00:02:35.800 --> 00:02:38.800]  「識時務者為進階」呢
[00:02:38.800 --> 00:02:42.800]  什麼才是基督應有的處世之道呢
[00:02:42.800 --> 00:02:46.800]  我就曾經遇過不少的挑戰
[00:02:46.800 --> 00:02:48.800]  其中有一次的挑戰
[00:02:48.800 --> 00:02:53.800]  就是在我自己的侍奉開始的時候
[00:02:53.800 --> 00:02:56.800]  面對的一個頗大的挑戰
[00:02:56.800 --> 00:02:57.800]  大家都知道
[00:02:57.800 --> 00:03:01.800]  如果當我們蒙神的呼召
[00:03:01.800 --> 00:03:05.800]  然後要去全時間侍奉主的時候
[00:03:05.800 --> 00:03:07.800]  通常第一件事就不是說
[00:03:07.800 --> 00:03:10.800]  我馬上走出去傳道
[00:03:10.800 --> 00:03:13.800]  在現在通常我們的做法就是說
[00:03:13.800 --> 00:03:16.800]  先去將自己很好的裝備
[00:03:16.800 --> 00:03:20.800]  固然我們就需要去到一些神學院裡面
[00:03:20.800 --> 00:03:21.800]  去受詛咒
[00:03:21.800 --> 00:03:27.800]  於是乎我就和其他的一般大眾的
[00:03:27.800 --> 00:03:31.800]  有奉獻的大兄姊妹都去嘗試去投考
[00:03:31.800 --> 00:03:33.800]  一些神學院
[00:03:33.800 --> 00:03:36.800]  申請一些神學院的入學
[00:03:36.800 --> 00:03:40.800]  我還記得當時我在香港申請過一間
[00:03:40.800 --> 00:03:43.800]  頗出名的神學院
[00:03:43.800 --> 00:03:47.800]  這間神學院就將我所有的
[00:03:47.800 --> 00:03:51.800]  過去學業的成績做了一個評估
[00:03:51.800 --> 00:03:54.800]  然後看我的信主的見證等等
[00:03:54.800 --> 00:03:57.800]  之後他就說都差不多了
[00:03:57.800 --> 00:04:01.800]  不過我們就想和你做一個面試
[00:04:01.800 --> 00:04:02.800]  不要太緊張
[00:04:02.800 --> 00:04:06.800]  這些面試只不過是希望我們能夠彼此
[00:04:06.800 --> 00:04:08.800]  大家可以認識一下
[00:04:08.800 --> 00:04:10.800]  讓你認識神學院
[00:04:10.800 --> 00:04:13.800]  也讓神學院多些認識你
[00:04:13.800 --> 00:04:15.800]  如何學會去詛咒
[00:04:15.800 --> 00:04:18.800]  或者去幫助你成為一個更好的信
[00:04:18.800 --> 00:04:20.800]  就是將來的侍奉者
[00:04:20.800 --> 00:04:23.800]  於是乎我就去互惠
[00:04:23.800 --> 00:04:25.800]  按照約定的時間
[00:04:25.800 --> 00:04:27.800]  就去到這間神學院的舊時
[00:04:27.800 --> 00:04:31.800]  它的校址裡面去會面
[00:04:31.800 --> 00:04:36.800]  在這個面試的過程當中
[00:04:36.800 --> 00:04:41.800]  我還記得當時是這間神學院的副院長
[00:04:41.800 --> 00:04:43.800]  還有教務長
[00:04:43.800 --> 00:04:45.800]  還有另一位神學教授
[00:04:45.800 --> 00:04:49.800]  因為我報讀的是教務學及色經學的課程
[00:04:49.800 --> 00:04:54.800]  於是乎他就來主持這個面試
[00:04:54.800 --> 00:04:57.800]  在這個面試的最後
[00:04:57.800 --> 00:04:59.800]  他就問我一些很實際的
[00:04:59.800 --> 00:05:02.800]  木會上的個案問題
[00:05:02.800 --> 00:05:05.800]  他就說我想將這些個案交給你
[00:05:05.800 --> 00:05:10.800]  你嘗試在這些個案上作一些回應
[00:05:10.800 --> 00:05:13.800]  你覺得在聖經裡面
[00:05:13.800 --> 00:05:17.800]  如何去教導我們去做一些在牧場的工作
[00:05:17.800 --> 00:05:20.800]  於是乎我就看完內容
[00:05:20.800 --> 00:05:24.800]  然後就按照我自己當時有的
[00:05:24.800 --> 00:05:26.800]  一些聖經的認識
[00:05:26.800 --> 00:05:28.800]  對聖經的了解
[00:05:28.800 --> 00:05:30.800]  於是乎就作了一些回應
[00:05:30.800 --> 00:05:35.800]  那個副院長和教授都很滿意
[00:05:35.800 --> 00:05:38.800]  接著他說
[00:05:38.800 --> 00:05:41.800]  不過去到面試的最後的時候
[00:05:41.800 --> 00:05:43.800]  我就想多問你一條問題
[00:05:43.800 --> 00:05:45.800]  我就說好啊
[00:05:45.800 --> 00:05:47.800]  你多問我一條問題
[00:05:47.800 --> 00:05:49.800]  其實多問幾條都沒有問題
[00:05:49.800 --> 00:05:50.800]  反正都是來面試
[00:05:50.800 --> 00:05:52.800]  你問我什麼我都會回答你
[00:05:52.800 --> 00:05:54.800]  他就說你都知道
[00:05:54.800 --> 00:05:56.800]  我們神學院的畢業生
[00:05:56.800 --> 00:06:01.800]  出名學術的成就是很好的
[00:06:01.800 --> 00:06:05.800]  我們的解經的訓練
[00:06:05.800 --> 00:06:06.800]  你這麼喜歡解經
[00:06:06.800 --> 00:06:09.800]  於是乎你來到我們這裡
[00:06:09.800 --> 00:06:12.800]  應該可以說是非常適合你
[00:06:12.800 --> 00:06:18.800]  因為我們聖經的教導是非常超凡的
[00:06:18.800 --> 00:06:21.800]  不過往往
[00:06:21.800 --> 00:06:25.800]  當我們的畢業生出去了神學院之後
[00:06:25.800 --> 00:06:28.800]  進入到工場
[00:06:28.800 --> 00:06:31.800]  工場即是教會裡面
[00:06:31.800 --> 00:06:36.800]  很多時候教會給很多回應給神學院
[00:06:36.800 --> 00:06:40.800]  他說你們神學院所有的畢業生
[00:06:40.800 --> 00:06:43.800]  其實聖經知識非常之好
[00:06:43.800 --> 00:06:45.800]  識經也做得很好
[00:06:45.800 --> 00:06:50.800]  不過你們的神學畢業生都不太會做人
[00:06:50.800 --> 00:06:54.800]  每樣事情都用聖經來量度
[00:06:54.800 --> 00:06:56.800]  然後決定怎樣去處理
[00:06:56.800 --> 00:06:58.800]  你有什麼看法
[00:06:58.800 --> 00:06:59.800]  他問我
[00:06:59.800 --> 00:07:06.800]  哇 面試神學院最後問這樣的問題
[00:07:06.800 --> 00:07:15.800]  答錯了可能整個面試都可以說是泡湯
[00:07:15.800 --> 00:07:18.800]  於是乎他就問我
[00:07:18.800 --> 00:07:23.800]  你會怎樣處理這樣的現象
[00:07:23.800 --> 00:07:27.800]  我就很坦白的跟他說
[00:07:27.800 --> 00:07:30.800]  我說如果我作為一個傳道人
[00:07:30.800 --> 00:07:36.800]  在教會裡面去牧養信徒
[00:07:36.800 --> 00:07:40.800]  我仍然會好像這些神學畢業生
[00:07:40.800 --> 00:07:42.800]  以前他們所做的一樣
[00:07:42.800 --> 00:07:45.800]  會按照聖經的教導
[00:07:45.800 --> 00:07:51.800]  去處理教會一些問題
[00:07:51.800 --> 00:07:54.800]  然後副院長就說
[00:07:54.800 --> 00:07:59.800]  如果既然是這樣似乎有些困難
[00:07:59.800 --> 00:08:02.800]  我們需要再有些考慮
[00:08:02.800 --> 00:08:04.800]  然後面試完畢了
[00:08:04.800 --> 00:08:08.800]  經過了面試之後
[00:08:08.800 --> 00:08:12.800]  我就明白了一點
[00:08:12.800 --> 00:08:14.800]  明白了一點就是
[00:08:14.800 --> 00:08:17.800]  為什麼這間神學院
[00:08:17.800 --> 00:08:21.800]  它的校名是要在前面加上國家的名字
[00:08:21.800 --> 00:08:25.800]  因為這間神學院的訓練
[00:08:25.800 --> 00:08:32.800]  是為了將來服務這個國家的宗旨而去成就的
[00:08:32.800 --> 00:08:36.800]  而不是為了去侍奉主我們的神
[00:08:36.800 --> 00:08:38.800]  為它最終的宗旨
[00:08:38.800 --> 00:08:40.800]  所謂聖經的學識
[00:08:40.800 --> 00:08:43.800]  只不過是一個用來去作出掩飾
[00:08:43.800 --> 00:08:48.800]  去最終服侍一個國家的政權
[00:08:48.800 --> 00:08:51.800]  在這件事上我就開始去反思
[00:08:51.800 --> 00:08:54.800]  如果我們作為一個信徒
[00:08:54.800 --> 00:08:57.800]  特別作為教會的目者
[00:08:57.800 --> 00:09:00.800]  如果我們要這樣去處理
[00:09:00.800 --> 00:09:04.800]  我們未來的所謂侍奉的話
[00:09:04.800 --> 00:09:08.800]  究竟我們在侍奉的是上帝
[00:09:08.800 --> 00:09:14.800]  還是我們在侍奉其他的目的呢
[00:09:14.800 --> 00:09:18.800]  我不是故意在這裏把這間神學院抹黑
[00:09:18.800 --> 00:09:21.800]  這只是我誘發了一個這樣的反思
[00:09:21.800 --> 00:09:23.800]  我們作為目者
[00:09:23.800 --> 00:09:26.800]  將來成為眾多的信徒的一個
[00:09:26.800 --> 00:09:29.800]  你可以說是榜樣
[00:09:29.800 --> 00:09:34.800]  我們怎樣能夠去做好我們的榜樣
[00:09:34.800 --> 00:09:38.800]  是對於其他的信徒有一個很直接的影響
[00:09:38.800 --> 00:09:43.800]  而基督徒到底是否要在這個世界上
[00:09:43.800 --> 00:09:48.800]  學會做一個識時務者的一位進階呢
[00:09:48.800 --> 00:09:51.800]  我相信這個正正就是我們
[00:09:51.800 --> 00:09:55.800]  對於去接受耶穌開始成為信徒
[00:09:55.800 --> 00:09:58.800]  一個很重要的考慮
[00:09:58.800 --> 00:10:00.800]  如果我們沒有考慮到這一點
[00:10:00.800 --> 00:10:02.800]  就說自己是一個信徒
[00:10:02.800 --> 00:10:06.800]  或者甚至我們認為自己已經是一個傳道人
[00:10:06.800 --> 00:10:08.800]  在侍奉主的時候
[00:10:08.800 --> 00:10:13.800]  其實可能我們只不過是在侍奉自己
[00:10:13.800 --> 00:10:15.800]  今天我們一起去看的這段經文
[00:10:15.800 --> 00:10:20.800]  馬太福音第八章第十八節到第二十二節
[00:10:20.800 --> 00:10:22.800]  我就給了一個題目它
[00:10:22.800 --> 00:10:29.800]  叫做主揭示人的信的真偽狀況
[00:10:29.800 --> 00:10:33.800]  而這個正正就是耶穌基督
[00:10:33.800 --> 00:10:39.800]  要在當時跟隨著他的一大群門徒裡面
[00:10:39.800 --> 00:10:44.800]  要作出一個很清楚的界定和介紹
[00:10:44.800 --> 00:10:48.800]  好使他們在還沒有出去傳道之前
[00:10:48.800 --> 00:10:50.800]  他們就要搞清楚這一點
[00:10:50.800 --> 00:10:54.800]  甚至他們是否說真是神的門徒
[00:10:54.800 --> 00:10:56.800]  耶穌基督跟隨他一同侍奉
[00:10:56.800 --> 00:10:58.800]  按照上帝標準而做事的一群
[00:10:58.800 --> 00:11:00.800]  屬主的門徒
[00:11:00.800 --> 00:11:04.800]  這個都是成為一個很重要的考量的機會
[00:11:04.800 --> 00:11:08.800]  所以這個是我今天希望藉著這段聖經
[00:11:08.800 --> 00:11:11.800]  跟大家一起思想的題目
[00:11:11.800 --> 00:11:15.800]  主揭示人信的真偽
[00:11:15.800 --> 00:11:16.800]  不如這樣
[00:11:16.800 --> 00:11:19.800]  因為經文又不是很長
[00:11:19.800 --> 00:11:22.800]  為了我們更加能夠掌握經文的內容
