
[00:00:00.000 --> 00:00:02.000]  感謝神,感謝上帝。
[00:00:02.000 --> 00:00:04.000]  我今天要用一個題目。
[00:00:04.000 --> 00:00:05.000]  我今天要用一個題目。
[00:00:05.000 --> 00:00:06.000]  我好土嗎?
[00:00:06.000 --> 00:00:07.000]  我好土嗎?
[00:00:07.000 --> 00:00:10.000]  如果在臺灣你說,這個人好土喔。
[00:00:10.000 --> 00:00:11.000]  如果在臺灣說這個人好土呢?
[00:00:11.000 --> 00:00:14.000]  大概就是,香港應該是說土包子吧。
[00:00:14.000 --> 00:00:16.000]  香港說的那些很老土啊。
[00:00:16.000 --> 00:00:17.000]  說人家是土包子。
[00:00:17.000 --> 00:00:19.000]  是啊,很老土很老土。
[00:00:19.000 --> 00:00:24.000]  但是,今天我們透過今天的經文裡面我們要來看。
[00:00:24.000 --> 00:00:26.000]  我們透過今天的經文我們要看啊。
[00:00:26.000 --> 00:00:29.000]  好,有殺種的一個比喻。
[00:00:29.000 --> 00:00:30.000]  殺種的一個比喻。
[00:00:30.000 --> 00:00:32.000]  想一想,我是好土嗎?
[00:00:32.000 --> 00:00:34.000]  我們想一想,我們是不是很土呢?
[00:00:34.000 --> 00:00:36.000]  可是,我今天要透過這段經文。
[00:00:36.000 --> 00:00:38.000]  我今天要透過這段經文。
[00:00:38.000 --> 00:00:39.000]  讓我們再來思考。
[00:00:39.000 --> 00:00:41.000]  讓我們再重新去思考。
[00:00:41.000 --> 00:00:43.000]  我是什麼樣的土?
[00:00:43.000 --> 00:00:44.000]  我是一個怎樣的土呢?
[00:00:44.000 --> 00:00:50.000]  你看一下,你覺得什麼樣的廣告會吸引你?
[00:00:50.000 --> 00:00:52.000]  看一看,什麼樣的廣告會吸引你?
[00:00:52.000 --> 00:00:54.000]  我們都會看電視嘛,對不對?
[00:00:54.000 --> 00:00:55.000]  我們喜歡看電視,是不是?
[00:00:55.000 --> 00:00:56.000]  電視有很多廣告。
[00:00:56.000 --> 00:00:57.000]  電視有很多廣告,是不是?
[00:00:57.000 --> 00:00:59.000]  你覺得什麼樣的廣告會吸引你?
[00:00:59.000 --> 00:01:01.000]  你覺得什麼樣的廣告最吸引你?
[00:01:01.000 --> 00:01:03.000]  讓你看了這個廣告。
[00:01:03.000 --> 00:01:05.000]  讓你看了這個廣告。
[00:01:05.000 --> 00:01:07.000]  你會過目不忘。
[00:01:07.000 --> 00:01:08.000]  你就過目不忘了。
[00:01:08.000 --> 00:01:11.000]  你會去想要買這個東西。
[00:01:11.000 --> 00:01:13.000]  你就馬上想,我要買這個東西了。
[00:01:13.000 --> 00:01:14.000]  什麼樣的廣告呢?
[00:01:14.000 --> 00:01:15.000]  什麼樣的廣告呢?
[00:01:15.000 --> 00:01:18.000]  我們來看,有一個廣告詞。
[00:01:18.000 --> 00:01:20.000]  我們看這個廣告詞是這樣的。
[00:01:20.000 --> 00:01:21.000]  他說我看見。
[00:01:21.000 --> 00:01:22.000]  他說我看見。
[00:01:22.000 --> 00:01:25.000]  一般人看不見的內在價值。
[00:01:25.000 --> 00:01:27.000]  一般人看不見的內在價值。
[00:01:27.000 --> 00:01:28.000]  你覺得它是什麼廣告?
[00:01:28.000 --> 00:01:30.000]  你覺得它賣什麼的?
[00:01:30.000 --> 00:01:33.000]  我看見一般人看不見的內在價值。
[00:01:33.000 --> 00:01:35.000]  我看見一般人看不見的內在價值,
[00:01:35.000 --> 00:01:37.000]  是賣什麼的?
[00:01:37.000 --> 00:01:38.000]  有沒有人想回答?
[00:01:38.000 --> 00:01:42.000]  有沒有人想猜猜是什麼?
[00:01:42.000 --> 00:01:44.000]  什麼?
[00:01:44.000 --> 00:01:45.000]  球鞋?
[00:01:45.000 --> 00:01:46.000]  球鞋?
[00:01:46.000 --> 00:01:47.000]  球鞋。
[00:01:47.000 --> 00:01:48.000]  球鞋。
[00:01:48.000 --> 00:01:50.000]  我第一次聽到球鞋。
[00:01:50.000 --> 00:01:51.000]  球鞋。
[00:01:51.000 --> 00:01:52.000]  還有?還有?
[00:01:52.000 --> 00:01:53.000]  內衣褲。
[00:01:53.000 --> 00:01:54.000]  內衣褲。
[00:01:54.000 --> 00:01:55.000]  內衣褲。
[00:01:55.000 --> 00:01:56.000]  內衣褲。
[00:01:56.000 --> 00:01:58.000]  還有呢?
[00:01:58.000 --> 00:01:59.000]  還有沒有?
[00:01:59.000 --> 00:02:00.000]  還有沒有?
[00:02:00.000 --> 00:02:01.000]  眼鏡。
[00:02:01.000 --> 00:02:02.000]  眼鏡。
[00:02:02.000 --> 00:02:03.000]  眼鏡。
[00:02:03.000 --> 00:02:04.000]  還有沒有?
[00:02:04.000 --> 00:02:05.000]  還有沒有?
[00:02:05.000 --> 00:02:06.000]  再一個,再一個。
[00:02:06.000 --> 00:02:08.000]  再一個,再一個,再一個。
[00:02:08.000 --> 00:02:09.000]  還有什麼?
[00:02:09.000 --> 00:02:10.000]  包包。
[00:02:10.000 --> 00:02:11.000]  包包。
[00:02:11.000 --> 00:02:12.000]  包包。
[00:02:12.000 --> 00:02:13.000]  漂亮的那些。
[00:02:13.000 --> 00:02:14.000]  什麼樣的包包?
[00:02:14.000 --> 00:02:15.000]  Chanel。
[00:02:15.000 --> 00:02:16.000]  看不見的包包。
