
[00:00:00.000 --> 00:00:02.000]  各位弟姐們平安
[00:00:02.000 --> 00:00:04.000]  要請在領你信在說話之前
[00:00:04.000 --> 00:00:06.000]  一起低頭祈禱
[00:00:06.000 --> 00:00:10.000]  讓我口中的言語
[00:00:10.000 --> 00:00:12.000]  眾弟兄姊妹的心思
[00:00:12.000 --> 00:00:14.000]  和意念
[00:00:14.000 --> 00:00:16.000]  夢想主的願立
[00:00:16.000 --> 00:00:18.000]  我們這樣禱告直主耶穌基督的名求
[00:00:18.000 --> 00:00:20.000]  阿們
[00:00:20.000 --> 00:00:22.000]  今天我們
[00:00:22.000 --> 00:00:24.000]  一起去看
[00:00:24.000 --> 00:00:26.000]  衣服所書一章3至14字
[00:00:26.000 --> 00:00:28.000]  我定出的題目就是屬靈的福氣
[00:00:28.000 --> 00:00:30.000]  因為經文開頭的時候
[00:00:30.000 --> 00:00:32.000]  保祿告訴我們
[00:00:32.000 --> 00:00:34.000]  上帝要給我們有屬靈的福氣
[00:00:34.000 --> 00:00:36.000]  不過在進入屬靈的福氣之前
[00:00:36.000 --> 00:00:38.000]  想問問大家
[00:00:38.000 --> 00:00:40.000]  不知道在你的心目中
[00:00:40.000 --> 00:00:42.000]  什麼是福氣呢?
[00:00:42.000 --> 00:00:44.000]  當你信了耶穌之後
[00:00:44.000 --> 00:00:46.000]  其實你
[00:00:46.000 --> 00:00:48.000]  想要什麼的福氣呢?
[00:00:48.000 --> 00:00:50.000]  上個禮拜
[00:00:50.000 --> 00:00:52.000]  就放榜了
[00:00:52.000 --> 00:00:54.000]  小學升中的放榜
[00:00:54.000 --> 00:00:56.000]  我不知道對於
[00:00:56.000 --> 00:00:58.000]  同學來說
[00:00:58.000 --> 00:01:00.000]  什麼是你的福氣呢?
[00:01:00.000 --> 00:01:02.000]  媽媽爸爸不要再讓我讀書了
[00:01:02.000 --> 00:01:06.000]  又或者會不會
[00:01:06.000 --> 00:01:08.000]  科科滿分
[00:01:08.000 --> 00:01:10.000]  可以進到心儀的學校
[00:01:10.000 --> 00:01:12.000]  又或者選到自己喜歡的科目呢?
[00:01:12.000 --> 00:01:14.000]  當然作為父母
[00:01:14.000 --> 00:01:16.000]  當然希望自己的兒女
[00:01:16.000 --> 00:01:18.000]  告訴自己
[00:01:18.000 --> 00:01:20.000]  媽媽你不用擔心
[00:01:20.000 --> 00:01:22.000]  因為我知道讀書是我的本份
[00:01:26.000 --> 00:01:28.000]  大家都想了解一下
[00:01:28.000 --> 00:01:30.000]  究竟香港人其實想要什麼福氣
[00:01:30.000 --> 00:01:32.000]  於是想在網上去看
[00:01:32.000 --> 00:01:36.000]  AI就給了我六個答案
[00:01:36.000 --> 00:01:38.000]  不知道會不會都是你的答案呢?
[00:01:38.000 --> 00:01:42.000]  第一樣它就說
[00:01:42.000 --> 00:01:44.000]  香港人很想要健康
[00:01:44.000 --> 00:01:46.000]  和平安
[00:01:46.000 --> 00:01:48.000]  特別是自己的家人朋友
[00:01:48.000 --> 00:01:50.000]  身體健康的
[00:01:50.000 --> 00:01:52.000]  能夠度過一年
[00:01:52.000 --> 00:01:54.000]  不要到一些嚴重的疾病或者意外
[00:01:56.000 --> 00:01:58.000]  你自己的盼望呢?
[00:01:58.000 --> 00:02:00.000]  第二就是
[00:02:00.000 --> 00:02:02.000]  經濟穩定
[00:02:02.000 --> 00:02:04.000]  大家都看到香港的狀況
[00:02:04.000 --> 00:02:06.000]  如果我們看中國的數字
[00:02:06.000 --> 00:02:08.000]  我不知道是否正確
[00:02:08.000 --> 00:02:10.000]  不過網上是這麼說的
[00:02:10.000 --> 00:02:12.000]  深圳的失業率去到40%
[00:02:12.000 --> 00:02:16.000]  可能有一個經濟穩定也是一個福氣
[00:02:16.000 --> 00:02:18.000]  如果你擁有一份
[00:02:18.000 --> 00:02:20.000]  讓你自己很安心的工作
[00:02:20.000 --> 00:02:22.000]  可以賺到足夠
[00:02:22.000 --> 00:02:24.000]  去維持你的家庭生活
[00:02:24.000 --> 00:02:26.000]  你也不需要擔心
[00:02:26.000 --> 00:02:28.000]  我們會失業
[00:02:28.000 --> 00:02:30.000]  或者是不夠用
[00:02:30.000 --> 00:02:32.000]  這個也可能是一個福氣
[00:02:32.000 --> 00:02:34.000]  第三
[00:02:34.000 --> 00:02:36.000]  有良好的生活品質
[00:02:36.000 --> 00:02:38.000]  什麼是良好的生活品質呢?
[00:02:38.000 --> 00:02:40.000]  就是可以享受
[00:02:40.000 --> 00:02:42.000]  像聖經所說的
[00:02:42.000 --> 00:02:44.000]  享受勞碌得來的份
[00:02:44.000 --> 00:02:46.000]  中國人說
[00:02:46.000 --> 00:02:48.000]  辛苦賺來
[00:02:48.000 --> 00:02:50.000]  自在吃
[00:02:50.000 --> 00:02:52.000]  可以很安樂地
[00:02:52.000 --> 00:02:54.000]  現在年輕人就說
[00:02:54.000 --> 00:02:56.000]  要work-life balance
[00:02:56.000 --> 00:02:58.000]  生活裏面
[00:02:58.000 --> 00:03:00.000]  是有一個平衡的
[00:03:00.000 --> 00:03:02.000]  或者在忙碌的生活裏面
[00:03:02.000 --> 00:03:04.000]  我們也有一些me-time
[00:03:04.000 --> 00:03:06.000]  如果能夠
[00:03:06.000 --> 00:03:08.000]  可以有定期去旅行放鬆
[00:03:08.000 --> 00:03:10.000]  又或者可以追求
[00:03:10.000 --> 00:03:12.000]  自己個人的興趣嗜好
[00:03:12.000 --> 00:03:14.000]  這個也可能是一個福氣
[00:03:14.000 --> 00:03:18.000]  第四就是
[00:03:18.000 --> 00:03:20.000]  家庭和睦
[00:03:20.000 --> 00:03:22.000]  希望我們家人都能夠
[00:03:22.000 --> 00:03:24.000]  不受糾紛、矛盾去困擾
[00:03:24.000 --> 00:03:26.000]  彼此之間
[00:03:26.000 --> 00:03:28.000]  家人之間關懷
[00:03:28.000 --> 00:03:30.000]  體諒互相扶持
[00:03:30.000 --> 00:03:32.000]  這個是第四個福氣
[00:03:32.000 --> 00:03:34.000]  第五個福氣
[00:03:34.000 --> 00:03:36.000]  就是社會安寧
[00:03:36.000 --> 00:03:38.000]  我希望
[00:03:38.000 --> 00:03:40.000]  香港社會整體能夠
[00:03:40.000 --> 00:03:42.000]  和諧穩定
[00:03:42.000 --> 00:03:44.000]  沒有激烈的政治紛爭
[00:03:44.000 --> 00:03:46.000]  或者是嚴重的社會問題
[00:03:46.000 --> 00:03:48.000]  第六就是
[00:03:48.000 --> 00:03:50.000]  能夠可以發展
[00:03:50.000 --> 00:03:52.000]  個人的機會
[00:03:52.000 --> 00:03:54.000]  個人有這個發展的機會
[00:03:54.000 --> 00:03:56.000]  希望擁有無論是事業
[00:03:56.000 --> 00:03:58.000]  或者個人的興趣
[00:03:58.000 --> 00:04:00.000]  可以發展的機會
[00:04:00.000 --> 00:04:02.000]  不受到局限或者阻礙
[00:04:02.000 --> 00:04:04.000]  不知道這些
[00:04:04.000 --> 00:04:06.000]  是不是你想要的福氣
[00:04:06.000 --> 00:04:08.000]  其實以上都是
[00:04:08.000 --> 00:04:10.000]  好事來的
[00:04:10.000 --> 00:04:12.000]  但是今天的經文告訴我們
[00:04:12.000 --> 00:04:14.000]  上帝要給你
[00:04:14.000 --> 00:04:16.000]  更大的福氣
[00:04:16.000 --> 00:04:18.000]  這本經文
[00:04:18.000 --> 00:04:20.000]  是保羅寫給
[00:04:20.000 --> 00:04:22.000]  二福所教會的一封書信
[00:04:22.000 --> 00:04:24.000]  不過有學者認為
[00:04:24.000 --> 00:04:26.000]  這封書信和保羅其他
[00:04:26.000 --> 00:04:28.000]  寫給其他教會的書信
[00:04:28.000 --> 00:04:30.000]  有一點點不同
[00:04:30.000 --> 00:04:32.000]  好像不是很個人化
[00:04:32.000 --> 00:04:34.000]  譬如他知道
[00:04:34.000 --> 00:04:36.000]  哥倫多教會出現什麼問題
[00:04:36.000 --> 00:04:38.000]  會向這些人物
[00:04:38.000 --> 00:04:40.000]  哥倫多教會裡的人
[00:04:40.000 --> 00:04:42.000]  他們會說跟誰來問安
[00:04:42.000 --> 00:04:44.000]  誰問安
[00:04:44.000 --> 00:04:46.000]  這封書信裡
[00:04:46.000 --> 00:04:48.000]  沒有這些個人的問候
[00:04:48.000 --> 00:04:50.000]  也不像其他
[00:04:50.000 --> 00:04:52.000]  書信一樣
[00:04:52.000 --> 00:04:54.000]  發現教會有些問題
[00:04:54.000 --> 00:04:56.000]  去加以教導
[00:04:56.000 --> 00:04:58.000]  甚至斥責
[00:04:58.000 --> 00:05:00.000]  這封信好像是
[00:05:00.000 --> 00:05:02.000]  給當時小亞世教會
[00:05:02.000 --> 00:05:04.000]  宗教會存在的一封信
[00:05:04.000 --> 00:05:06.000]  在裡面
[00:05:06.000 --> 00:05:08.000]  是保羅對教會
[00:05:08.000 --> 00:05:10.000]  本質的一個
[00:05:10.000 --> 00:05:12.000]  線索
[00:05:12.000 --> 00:05:14.000]  所以宗教會聽
[00:05:14.000 --> 00:05:16.000]  教會的本質應該是怎樣
[00:05:16.000 --> 00:05:18.000]  在今天的經文裡
[00:05:18.000 --> 00:05:20.000]  三至十四節
[00:05:20.000 --> 00:05:22.000]  這十一節經文
[00:05:22.000 --> 00:05:24.000]  保羅解釋了
[00:05:24.000 --> 00:05:26.000]  作為上帝的門徒
[00:05:26.000 --> 00:05:28.000]  基督徒所擁有的屬靈福氣
[00:05:28.000 --> 00:05:30.000]  這十一節分開三段
[00:05:30.000 --> 00:05:32.000]  分別告訴我們
[00:05:32.000 --> 00:05:34.000]  聖父聖子聖靈
[00:05:34.000 --> 00:05:36.000]  在我們身上的工作
[00:05:36.000 --> 00:05:38.000]  分別是三至五節
[00:05:38.000 --> 00:05:40.000]  他告訴我們
[00:05:40.000 --> 00:05:42.000]  收養了我們
[00:05:42.000 --> 00:05:44.000]  而六至十二節
