
[00:00:00.000 --> 00:00:03.000]  好,今天的講題是「沒有人定你的罪嗎」?
[00:00:03.000 --> 00:00:07.000]  今天講到的題目是「沒有人定你的罪嗎」?
[00:00:07.000 --> 00:00:10.000]  當我們看剛才經文的時候,
[00:00:10.000 --> 00:00:13.000]  當我們看剛才經文的時候,
[00:00:13.000 --> 00:00:18.000]  你見到民事和法律錯人帶著一個恨淫時被捉拿的婦人來到,
[00:00:18.000 --> 00:00:26.000]  我們看到文氏合法黎賽人帶著一個刑刑時被捉拿的婦人來到,
[00:00:26.000 --> 00:00:30.000]  被耶穌處置,
[00:00:30.000 --> 00:00:36.000]  表面上他們好像很給面子耶穌,
[00:00:36.000 --> 00:00:40.000]  去請教祂怎樣做,
[00:00:40.000 --> 00:00:43.000]  但實際上是否這樣?
[00:00:43.000 --> 00:00:48.000]  經文這裡指出,
[00:00:48.000 --> 00:01:00.000]  他們說「乃是看耶穌,要得著告他的罷兵」。
[00:01:00.000 --> 00:01:06.000]  我們馬上想一想,
[00:01:06.000 --> 00:01:10.000]  如果你是耶穌,
[00:01:10.000 --> 00:01:13.000]  你就回答「好吧!」
[00:01:13.000 --> 00:01:19.000]  按照摩西律法上的吩咐,
[00:01:19.000 --> 00:01:24.000]  我們用石頭打死這個婦人,
[00:01:24.000 --> 00:01:28.000]  你猜有什麼後果呢?
[00:01:28.000 --> 00:01:33.000]  又或者如果耶穌這樣說,
[00:01:33.000 --> 00:01:35.000]  「不好!」
[00:01:35.000 --> 00:01:37.000]  「算了算了!」
[00:01:37.000 --> 00:01:41.000]  「人誰無過呢?」
[00:01:41.000 --> 00:01:43.000]  「放他一馬吧!」
[00:01:43.000 --> 00:01:47.000]  「他只是犯姦淫而已!」
[00:01:47.000 --> 00:01:49.000]  「還沒殺人!」
[00:01:49.000 --> 00:01:52.000]  你猜有什麼後果呢?
[00:01:52.000 --> 00:01:56.000]  你有沒有想過後果是怎樣?
[00:01:56.000 --> 00:01:59.000]  如果耶穌說「好!」
[00:01:59.000 --> 00:02:02.000]  用石頭打死他,
[00:02:02.000 --> 00:02:05.000]  有什麼問題呢?
[00:02:05.000 --> 00:02:14.000]  耶穌當時立刻觸犯了羅馬的律法,
[00:02:14.000 --> 00:02:25.000]  因為猶太人當時無權私下治死人,
[00:02:25.000 --> 00:02:31.000]  反而令耶穌犯了謀殺罪。
[00:02:31.000 --> 00:02:33.000]  如果耶穌說「不好!」
[00:02:33.000 --> 00:02:36.000]  「放過他吧!」
[00:02:36.000 --> 00:02:40.000]  有什麼問題呢?
[00:02:40.000 --> 00:02:50.000]  耶穌這樣被人說破壞摩西的律法,
[00:02:50.000 --> 00:02:58.000]  隨時反過來被猶太人用石頭打死他,
[00:02:58.000 --> 00:03:06.000]  而且還消極地鼓勵人犯罪。
[00:03:06.000 --> 00:03:15.000]  這就是當時文氏和法律賽人的陰謀,
[00:03:15.000 --> 00:03:24.000]  要陷害耶穌。
[00:03:24.000 --> 00:03:30.000]  基本上,耶穌怎樣回答都是不對的。
[00:03:30.000 --> 00:03:34.000]  你在人世間有遇過這樣的問題嗎?
[00:03:34.000 --> 00:03:36.000]  很少吧?
[00:03:36.000 --> 00:03:43.000]  因為很少人會故意陷害你。
[00:03:43.000 --> 00:03:51.000]  當時的文氏和法律賽人就是這樣做的。
[00:03:51.000 --> 00:04:00.000]  這些文氏和法律賽人很聰明,
[00:04:00.000 --> 00:04:08.000]  他們想這些問題要抓住耶穌的把柄。
[00:04:08.000 --> 00:04:14.000]  如果遇到這樣的問題,你會怎麼辦呢?
[00:04:14.000 --> 00:04:26.000]  當我們讀福音書時,我們會留意到耶穌常常用反問的問題。
[00:04:26.000 --> 00:04:33.000]  在我慕會的這十幾年當中,
[00:04:33.000 --> 00:04:40.000]  我常常用耶穌這麼有智慧去回應人。
[00:04:40.000 --> 00:04:49.000]  當人家問你問題的時候,你不能即時回答,
[00:04:49.000 --> 00:04:52.000]  那最聰明的方法是怎樣呢?
[00:04:52.000 --> 00:04:55.000]  問回他的問題,
[00:04:55.000 --> 00:05:00.000]  希望他能夠自己解答,
[00:05:00.000 --> 00:05:08.000]  所以耶穌常常用這個方法去回應那些攻擊他的人。
[00:05:08.000 --> 00:05:13.000]  所以我代入經文去想的時候,
[00:05:13.000 --> 00:05:19.000]  其實耶穌可以反問那些文氏和法律賽人,
[00:05:19.000 --> 00:05:25.000]  你現在抓住了一個淫婦來見我,
[00:05:25.000 --> 00:05:28.000]  接著反問什麼呢?
[00:05:28.000 --> 00:05:29.000]  那她反問什麼呢?
[00:05:29.000 --> 00:05:33.000]  姦夫在哪裏?
[00:05:33.000 --> 00:05:41.000]  因為生命記二十二章二十二節這麼說,
[00:05:41.000 --> 00:05:49.000]  若遇見人與有丈夫的婦人行淫,
[00:05:49.000 --> 00:05:57.000]  就要將姦夫淫婦一併致死,
[00:05:57.000 --> 00:06:04.000]  這樣就把那惡從以色列中除掉。
[00:06:04.000 --> 00:06:12.000]  請你們回去找那個姦夫來再問我。
[00:06:12.000 --> 00:06:15.000]  是不是很好的反問?
[00:06:15.000 --> 00:06:24.000]  可能也會暫緩面對這些文氏和法律賽人的陷阱,
[00:06:24.000 --> 00:06:26.000]  但是耶穌有沒有這麼做?
[00:06:26.000 --> 00:06:29.000]  耶穌沒有這麼做。
[00:06:29.000 --> 00:06:32.000]  耶穌怎麼辦呢?
[00:06:32.000 --> 00:06:38.000]  耶穌只是彎著腰,
[00:06:38.000 --> 00:06:42.000]  用指頭在地上畫字,
[00:06:42.000 --> 00:06:49.000]  耶穌沒有即時回應這些文氏和法律賽人,
[00:06:49.000 --> 00:06:54.000]  祂沒有出聲音保持沉默,
[00:06:54.000 --> 00:06:59.000]  祂只是彎著腰在地上畫字,
[00:06:59.000 --> 00:07:07.000]  有很多不同的聖經學者解釋祂寫什麼,
[00:07:07.000 --> 00:07:14.000]  可能是祂寫下聖經的十誡,
[00:07:14.000 --> 00:07:18.000]  可能是幻想,
[00:07:18.000 --> 00:07:24.000]  可能是耶穌在畫圈子,
[00:07:24.000 --> 00:07:28.000]  在畫一個笑哈哈的樣子,
[00:07:28.000 --> 00:07:32.000]  去恥笑這些文氏和法律賽人,
[00:07:32.000 --> 00:07:35.000]  因為他們太無聊了,
[00:07:35.000 --> 00:07:38.000]  這只是我想像,
[00:07:38.000 --> 00:07:41.000]  這不是聖經所說的,
[00:07:41.000 --> 00:07:46.000]  否則每次遇到問題的時候,
[00:07:46.000 --> 00:07:50.000]  彎著腰在地上畫字,
[00:07:50.000 --> 00:07:52.000]  並不是這樣,
[00:07:52.000 --> 00:08:01.000]  當日文氏和法律賽人帶著淫婦來到,
[00:08:01.000 --> 00:08:09.000]  她說這個淫婦在行淫時斷正,
[00:08:09.000 --> 00:08:23.000]  她的衣服是不整齊的,
[00:08:23.000 --> 00:08:27.000]  證據確鑿,
[00:08:27.000 --> 00:08:33.000]  衣服還未穿好就拉她給耶穌見,
[00:08:33.000 --> 00:08:41.000]  所以我表達看的時候,應該一定要判她有罪,
[00:08:41.000 --> 00:08:47.000]  我相信當時有很多群眾,
[00:08:47.000 --> 00:08:50.000]  那一定會怎麼樣呢?
[00:08:50.000 --> 00:08:52.000]  很擾攘的,
[00:08:52.000 --> 00:08:58.000]  當然定她是淫婦來的,
[00:08:58.000 --> 00:09:03.000]  用石頭把她打死吧,她是值得的,
[00:09:03.000 --> 00:09:07.000]  這個人不守婦道,
[00:09:07.000 --> 00:09:11.000]  不知道大家讀經的時候有沒有幻想自己在現場呢?
[00:09:11.000 --> 00:09:13.000]  我想問大家,
[00:09:13.000 --> 00:09:17.000]  你讀經的時候有沒有想像自己在當場,
[00:09:17.000 --> 00:09:22.000]  可能我們在當時出現的話,
[00:09:22.000 --> 00:09:27.000]  都可能好像當時的群眾一樣,
[00:09:27.000 --> 00:09:31.000]  很熱烈地討論她,
[00:09:31.000 --> 00:09:35.000]  說她穿成這樣,
[00:09:35.000 --> 00:09:39.000]  她去勾引別的男人,
[00:09:39.000 --> 00:09:42.000]  這麼壞的女人,
[00:09:42.000 --> 00:09:46.000]  一定要定她有罪,
[00:09:46.000 --> 00:09:50.000]  用石頭把她打死,
[00:09:50.000 --> 00:09:55.000]  可能我們都會有熱情高漲的一面,
[00:09:55.000 --> 00:10:00.000]  特別如果你讀得很多聖經的時候,
[00:10:00.000 --> 00:10:05.000]  因為摩西律法這麼說,
[00:10:05.000 --> 00:10:12.000]  她做這些事情一定要這樣把她打死,
[00:10:12.000 --> 00:10:18.000]  可能我們好像當時的群眾一樣,
[00:10:18.000 --> 00:10:23.000]  站在道德的高地,
[00:10:23.000 --> 00:10:27.000]  覺得她很錯,
[00:10:27.000 --> 00:10:31.000]  我們要公審這個婦人,
[00:10:31.000 --> 00:10:34.000]  要打死她,
[00:10:34.000 --> 00:10:40.000]  有時候我們經常這樣做,大家有沒有發覺呢?
[00:10:40.000 --> 00:10:45.000]  我經常在教會的教導這麼說,
[00:10:45.000 --> 00:10:51.000]  我常常提醒讀很多聖經的人,
[00:10:51.000 --> 00:10:55.000]  要留心,要注意,
[00:10:55.000 --> 00:11:02.000]  你知道當時的文士和法律上的人讀很多聖經嗎?
[00:11:02.000 --> 00:11:09.000]  今天我們讀很多人讀很多聖經,
[00:11:09.000 --> 00:11:13.000]  讀很多聖經是很重要的,
[00:11:13.000 --> 00:11:19.000]  你千萬不要聽完我說,摩西哥不要讀聖經了,
[00:11:19.000 --> 00:11:25.000]  因為讀多多聖經就會變成文士法律賽人,
[00:11:25.000 --> 00:11:28.000]  可能有這樣的機會,
[00:11:28.000 --> 00:11:32.000]  但是有另外一個機會,
[00:11:32.000 --> 00:11:36.000]  當我們讀得多神的話語的時候,
[00:11:36.000 --> 00:11:41.000]  我們會越來越像誰呢?
[00:11:41.000 --> 00:11:46.000]  像上帝,像耶穌基督,
[00:11:46.000 --> 00:11:51.000]  就是說我們可以有兩個方向,
[00:11:51.000 --> 00:11:55.000]  但是很可惜的是,
[00:11:55.000 --> 00:12:01.000]  今年很多基督徒讀了很多聖經,
[00:12:01.000 --> 00:12:05.000]  越來越不像誰呢?
[00:12:05.000 --> 00:12:10.000]  越來越不像耶穌,
[00:12:10.000 --> 00:12:15.000]  相反,就越來越像當時的文士和法律賽人,
[00:12:15.000 --> 00:12:20.000]  相反,就像當時的文士和法律賽人,
[00:12:20.000 --> 00:12:24.000]  耶穌很喜歡用一個形容詞,
[00:12:24.000 --> 00:12:28.000]  假冒為善,有沒有聽過?
[00:12:28.000 --> 00:12:32.000]  所以我們看聖經的時候,
[00:12:32.000 --> 00:12:36.000]  我們都會看一看自己,
[00:12:36.000 --> 00:12:40.000]  我們今天很多人讀聖經,
[00:12:40.000 --> 00:12:45.000]  我們看旁邊的人,
[00:12:45.000 --> 00:12:50.000]  這一段聖經是向誰說的?
[00:12:50.000 --> 00:12:55.000]  是向著他說的,
[00:12:55.000 --> 00:12:59.000]  永遠不會覺得是對自己說的,
[00:12:59.000 --> 00:13:03.000]  因為有時候我們讀得太多聖經的時候,
[00:13:03.000 --> 00:13:07.000]  我們生命越來越站在道德高地,
[00:13:07.000 --> 00:13:11.000]  我們生命越來越站在道德高地,
[00:13:11.000 --> 00:13:15.000]  去看別的人,包括基督徒,
[00:13:15.000 --> 00:13:19.000]  所以千萬不可以這樣,
[00:13:19.000 --> 00:13:23.000]  因為我們都是蒙恩得救的罪人,
[00:13:23.000 --> 00:13:27.000]  不要看得自己太過高超,
[00:13:27.000 --> 00:13:31.000]  不要把自己看得過高,
[00:13:31.000 --> 00:13:35.000]  不然很快就變成當時的假冒為善的人,
[00:13:35.000 --> 00:13:39.000]  所以希望鼓勵大家,
[00:13:39.000 --> 00:13:43.000]  你繼續好好讀神的話語,
[00:13:43.000 --> 00:13:47.000]  讓神的話語去影響你的生命,
[00:13:47.000 --> 00:13:51.000]  轉化你的生命,
[00:13:51.000 --> 00:13:55.000]  以致你能夠用一個見證去榮耀上帝,
[00:13:55.000 --> 00:13:59.000]  以致你可以用一個見證去見證上帝,
[00:13:59.000 --> 00:14:03.000]  你的生命越來越像耶穌基督,
[00:14:03.000 --> 00:14:07.000]  好嗎?再看回經文,
[00:14:07.000 --> 00:14:11.000]  在這個情景有很大的對比,
[00:14:11.000 --> 00:14:15.000]  那些人在鬧紅紅地說,
[00:14:15.000 --> 00:14:19.000]  要打死祂,要打死祂,
[00:14:19.000 --> 00:14:23.000]  耶穌卻很沉默,
[00:14:23.000 --> 00:14:27.000]  在地上畫字,
[00:14:27.000 --> 00:14:31.000]  我相信當時的文士和法律賽人會這樣想,
[00:14:31.000 --> 00:14:35.000]  我相信當時的文士和法律賽人會這樣想,
[00:14:35.000 --> 00:14:39.000]  必定暗暗地偷笑,
[00:14:39.000 --> 00:14:43.000]  你看看耶穌,不是經常反駁我們嗎?
[00:14:43.000 --> 00:14:47.000]  不是經常反駁我們嗎?
[00:14:47.000 --> 00:14:51.000]  不是經常反駁我們嗎?
[00:14:51.000 --> 00:14:55.000]  不是經常...
[00:14:55.000 --> 00:14:59.000]  是不是很難翻譯?
[00:14:59.000 --> 00:15:03.000]  不是反駁,也是反駁我們。
[00:15:03.000 --> 00:15:07.000]  我們廣東話很博大精深,
[00:15:07.000 --> 00:15:11.000]  我們廣東話很博大精深,
[00:15:11.000 --> 00:15:15.000]  這個反駁是很難翻譯的,
[00:15:15.000 --> 00:15:19.000]  所以我在英語堂講到這個位置,
[00:15:19.000 --> 00:15:23.000]  我就用"inch"。
[00:15:23.000 --> 00:15:27.000]  我在英語堂講到這個位置,
[00:15:27.000 --> 00:15:31.000]  我就用"inch"。
[00:15:31.000 --> 00:15:35.000]  我在英語堂講到這個位置,
[00:15:35.000 --> 00:15:39.000]  我就用"inch"。
[00:15:39.000 --> 00:15:43.000]  當時的文士和法律賽人
[00:15:43.000 --> 00:15:47.000]  當時的文士和法律賽人
[00:15:47.000 --> 00:15:51.000]  見到耶穌終於無言以對,
[00:15:51.000 --> 00:15:55.000]  見到耶穌終於無言以對,
[00:15:55.000 --> 00:15:59.000]  回到經文,
[00:15:59.000 --> 00:16:03.000]  我們看約翰福音8章7節,
[00:16:03.000 --> 00:16:07.000]  我們一起讀出來,
[00:16:07.000 --> 00:16:11.000]  我們一起讀出來,
[00:16:11.000 --> 00:16:15.000]  我們一起讀出來,
[00:16:15.000 --> 00:16:19.000]  他們還是無助地問他,
[00:16:19.000 --> 00:16:23.000]  耶穌就指起腰來,
[00:16:23.000 --> 00:16:27.000]  耶穌就指起腰來,
[00:16:27.000 --> 00:16:31.000]  祂就拿石頭打他,
[00:16:31.000 --> 00:16:35.000]  祂就拿石頭打他,
[00:16:35.000 --> 00:16:39.000]  祂就拿石頭打他,
[00:16:39.000 --> 00:16:43.000]  祂就拿石頭打他,
[00:16:43.000 --> 00:16:47.000]  祂就拿石頭打他,
[00:16:47.000 --> 00:16:51.000]  祂就拿石頭打他,
[00:16:51.000 --> 00:16:55.000]  這時候耶穌終於打破了沉默,
[00:16:55.000 --> 00:16:59.000]  耶穌開聲這樣說,
[00:16:59.000 --> 00:17:03.000]  你們中間誰是沒有罪的,
[00:17:03.000 --> 00:17:07.000]  誰就可以先拿石頭打他,
[00:17:07.000 --> 00:17:11.000]  你們中間誰是沒有罪的,
[00:17:11.000 --> 00:17:15.000]  誰就可以先拿石頭打他,
[00:17:15.000 --> 00:17:19.000]  你們誰沒有犯過罪,
[00:17:19.000 --> 00:17:23.000]  你們誰沒有用石頭打他,
[00:17:23.000 --> 00:17:27.000]  當我們聽到這段經文,
[00:17:27.000 --> 00:17:31.000]  當我們聽到這段經文,
[00:17:31.000 --> 00:17:35.000]  我可以先用石頭打他,
[00:17:35.000 --> 00:17:39.000]  我可以先用石頭打他,
[00:17:39.000 --> 00:17:43.000]  因為我們經常是這樣做的,
[00:17:43.000 --> 00:17:47.000]  我們看到一些新聞,
[00:17:47.000 --> 00:17:51.000]  我們看到一些新聞,
[00:17:51.000 --> 00:17:55.000]  看到我們的朋友,
[00:17:55.000 --> 00:17:59.000]  看到我們的家人,
[00:17:59.000 --> 00:18:03.000]  我們很容易會這樣做,
[00:18:03.000 --> 00:18:07.000]  我們很容易會這樣做,
[00:18:07.000 --> 00:18:11.000]  因為我讀了很多聖經,
[00:18:11.000 --> 00:18:15.000]  因為我讀了很多聖經,
[00:18:15.000 --> 00:18:19.000]  講到虔誠這件事,
[00:18:19.000 --> 00:18:23.000]  講到虔誠這件事,
[00:18:23.000 --> 00:18:27.000]  很多基督徒以為是外表的事,
[00:18:27.000 --> 00:18:31.000]  所以有沒有留意我今天穿西裝,
[00:18:31.000 --> 00:18:35.000]  打了領帶,
[00:18:35.000 --> 00:18:39.000]  我注意到趙牧師沒有打領帶,
[00:18:39.000 --> 00:18:43.000]  因為我曾經去過其他華人教會講道,
[00:18:43.000 --> 00:18:47.000]  因為我曾經去過其他華人教會講道,
[00:18:47.000 --> 00:18:51.000]  因為英語堂不喜歡這麼荒謬的打領帶,
[00:18:51.000 --> 00:18:55.000]  因為英語堂不喜歡這麼荒謬的打領帶,
[00:18:55.000 --> 00:18:59.000]  我順道不用打領帶,
[00:18:59.000 --> 00:19:03.000]  講完語堂之後有大英姊妹來跟我說,
[00:19:03.000 --> 00:19:07.000]  講完語堂之後有大英姊妹來跟我說,
[00:19:07.000 --> 00:19:11.000]  她說牧師你沒有打領帶,
[00:19:11.000 --> 00:19:15.000]  她說牧師你沒有打領帶,
[00:19:15.000 --> 00:19:19.000]  她說牧師你沒有打領帶,
[00:19:19.000 --> 00:19:23.000]  她說牧師你沒有打領帶,
[00:19:23.000 --> 00:19:27.000]  她說牧師你沒有打領帶,
[00:19:27.000 --> 00:19:31.000]  她說牧師你沒有打領帶,
[00:19:31.000 --> 00:19:35.000]  她說牧師你沒有打領帶,
[00:19:35.000 --> 00:19:39.000]  她說牧師你沒有打領帶,
[00:19:39.000 --> 00:19:43.000]  她說牧師你沒有打領帶,
[00:19:43.000 --> 00:19:47.000]  她說牧師你沒有打領帶,
[00:19:47.000 --> 00:19:51.000]  她說牧師你沒有打領帶,
[00:19:51.000 --> 00:19:55.000]  她說牧師你沒有打領帶,
[00:19:55.000 --> 00:19:59.000]  她說牧師你沒有打領帶,
[00:19:59.000 --> 00:20:03.000]  她說牧師你沒有打領帶,
[00:20:03.000 --> 00:20:07.000]  她說牧師你沒有打領帶,
[00:20:07.000 --> 00:20:11.000]  她說牧師你沒有打領帶,
[00:20:11.000 --> 00:20:15.000]  她說牧師你沒有打領帶,
[00:20:15.000 --> 00:20:19.000]  她說牧師你沒有打領帶,
[00:20:19.000 --> 00:20:23.000]  她說牧師你沒有打領帶,
[00:20:23.000 --> 00:20:27.000]  她說牧師你沒有打領帶,
[00:20:27.000 --> 00:20:31.000]  她說牧師你沒有打領帶,
[00:20:31.000 --> 00:20:35.000]  她說牧師你沒有打領帶,
[00:20:35.000 --> 00:20:39.000]  她說牧師你沒有打領帶,
[00:20:39.000 --> 00:20:43.000]  她說牧師你沒有打領帶,
[00:20:43.000 --> 00:20:47.000]  她說牧師你沒有打領帶,
[00:20:47.000 --> 00:20:51.000]  她說牧師你沒有打領帶,
[00:20:51.000 --> 00:20:55.000]  她說牧師你沒有打領帶,
[00:20:55.000 --> 00:20:59.000]  她說牧師你沒有打領帶,
[00:20:59.000 --> 00:21:03.000]  她說牧師你沒有打領帶,
[00:21:03.000 --> 00:21:07.000]  她說牧師你沒有打領帶,
[00:21:07.000 --> 00:21:11.000]  她說牧師你沒有打領帶,
[00:21:11.000 --> 00:21:15.000]  她說牧師你沒有打領帶,
[00:21:15.000 --> 00:21:19.000]  她說牧師你沒有打領帶,
[00:21:19.000 --> 00:21:23.000]  她說牧師你沒有打領帶,
[00:21:23.000 --> 00:21:27.000]  她說牧師你沒有打領帶,
[00:21:27.000 --> 00:21:31.000]  她說牧師你沒有打領帶,
[00:21:31.000 --> 00:21:35.000]  她說牧師你沒有打領帶,
[00:21:35.000 --> 00:21:39.000]  她說牧師你沒有打領帶,
[00:21:39.000 --> 00:21:43.000]  她說牧師你沒有打領帶,
[00:21:43.000 --> 00:21:47.000]  她說牧師你沒有打領帶,
[00:21:47.000 --> 00:21:51.000]  她說牧師你沒有打領帶,
[00:21:51.000 --> 00:21:55.000]  她說牧師你沒有打領帶,
[00:21:55.000 --> 00:21:59.000]  她說牧師你沒有打領帶,
[00:21:59.000 --> 00:22:03.000]  她說牧師你沒有打領帶,
[00:22:03.000 --> 00:22:07.000]  她說牧師你沒有打領帶,
[00:22:07.000 --> 00:22:11.000]  她說牧師你沒有打領帶,
[00:22:11.000 --> 00:22:15.000]  她說牧師你沒有打領帶,
[00:22:15.000 --> 00:22:19.000]  她說牧師你沒有打領帶,
[00:22:19.000 --> 00:22:23.000]  她說牧師你沒有打領帶,
[00:22:23.000 --> 00:22:27.000]  她說牧師你沒有打領帶,
[00:22:27.000 --> 00:22:31.000]  她說牧師你沒有打領帶,
[00:22:31.000 --> 00:22:35.000]  她說牧師你沒有打領帶,
[00:22:35.000 --> 00:22:39.000]  她說牧師你沒有打領帶,
[00:22:39.000 --> 00:22:43.000]  她說牧師你沒有打領帶,
[00:22:43.000 --> 00:22:47.000]  她說牧師你沒有打領帶,
[00:22:47.000 --> 00:22:51.000]  她說牧師你沒有打領帶,
[00:22:51.000 --> 00:22:55.000]  她說牧師你沒有打領帶,
[00:22:55.000 --> 00:22:59.000]  她說牧師你沒有打領帶,
[00:22:59.000 --> 00:23:03.000]  她說牧師你沒有打領帶,
[00:23:03.000 --> 00:23:07.000]  她說牧師你沒有打領帶,
[00:23:07.000 --> 00:23:11.000]  她說牧師你沒有打領帶,
[00:23:11.000 --> 00:23:15.000]  她說牧師你沒有打領帶,
[00:23:15.000 --> 00:23:19.000]  她說牧師你沒有打領帶,
[00:23:19.000 --> 00:23:23.000]  她說牧師你沒有打領帶,
[00:23:23.000 --> 00:23:27.000]  她說牧師你沒有打領帶,
[00:23:27.000 --> 00:23:31.000]  她說牧師你沒有打領帶,
[00:23:31.000 --> 00:23:35.000]  她說牧師你沒有打領帶,
[00:23:35.000 --> 00:23:39.000]  她說牧師你沒有打領帶,
[00:23:39.000 --> 00:23:43.000]  她說牧師你沒有打領帶,
[00:23:43.000 --> 00:23:47.000]  她說牧師你沒有打領帶,
[00:23:47.000 --> 00:23:51.000]  她說牧師你沒有打領帶,
[00:23:51.000 --> 00:23:55.000]  她說牧師你沒有打領帶,
[00:23:55.000 --> 00:23:59.000]  她說牧師你沒有打領帶,
[00:23:59.000 --> 00:24:03.000]  她說牧師你沒有打領帶,
[00:24:03.000 --> 00:24:07.000]  她說牧師你沒有打領帶,
[00:24:07.000 --> 00:24:11.000]  她說牧師你沒有打領帶,
[00:24:11.000 --> 00:24:15.000]  她說牧師你沒有打領帶,
[00:24:15.000 --> 00:24:19.000]  她說牧師你沒有打領帶,
[00:24:19.000 --> 00:24:23.000]  她說牧師你沒有打領帶,
[00:24:23.000 --> 00:24:27.000]  她說牧師你沒有打領帶,
[00:24:27.000 --> 00:24:31.000]  她說牧師你沒有打領帶,
[00:24:31.000 --> 00:24:35.000]  她說牧師你沒有打領帶,
[00:24:35.000 --> 00:24:39.000]  她說牧師你沒有打領帶,
[00:24:39.000 --> 00:24:43.000]  她說牧師你沒有打領帶,
[00:24:43.000 --> 00:24:47.000]  她說牧師你沒有打領帶,
[00:24:47.000 --> 00:24:51.000]  她說牧師你沒有打領帶,
[00:24:51.000 --> 00:24:55.000]  她說牧師你沒有打領帶,
