
[00:00:00.000 --> 00:00:02.740]  請大家打開聖經
[00:00:02.740 --> 00:00:06.780]  然而揭在針研的第一章
[00:00:06.780 --> 00:00:09.200]  剛才讀的經文
[00:00:09.200 --> 00:00:14.680]  其實是在一章的上下文的段落裏面說出來
[00:00:14.680 --> 00:00:20.820]  今日我再想繼續從剛才讀到的地方
[00:00:20.820 --> 00:00:24.040]  向下再讀到三十三節
[00:00:26.900 --> 00:00:30.200]  我呼喚你們不肯聽從
[00:00:30.200 --> 00:00:33.300]  我伸手無人理會
[00:00:33.300 --> 00:00:36.200]  反興起我一切的勸戒
[00:00:36.200 --> 00:00:38.600]  不肯受我的責備
[00:00:38.600 --> 00:00:42.000]  你們遭災難我就發笑
[00:00:42.000 --> 00:00:45.200]  驚恐臨到你們我就癡笑
[00:00:45.200 --> 00:00:48.800]  驚恐臨到你們好像狂風
[00:00:48.800 --> 00:00:52.000]  災難來到如同暴風
[00:00:52.000 --> 00:00:55.200]  急難痛苦臨到你們身上
[00:00:55.200 --> 00:00:57.700]  那時你們必呼求我
[00:00:57.700 --> 00:00:59.700]  我卻不答應
[00:00:59.700 --> 00:01:03.500]  懇切地尋找我卻尋不見
[00:01:03.500 --> 00:01:07.000]  因為你們恨惡之色
[00:01:07.000 --> 00:01:09.200]  不喜愛敬畏耶和華
[00:01:09.200 --> 00:01:11.100]  不聽我的勸戒
[00:01:11.100 --> 00:01:13.600]  藐視我一切的責備
[00:01:13.600 --> 00:01:16.000]  所以必吃自竭的果子
[00:01:16.000 --> 00:01:18.300]  充滿自設的計謀
[00:01:18.300 --> 00:01:21.300]  如每人背道必殺己身
[00:01:21.300 --> 00:01:23.600]  如還人安逸必害己命
[00:01:23.600 --> 00:01:26.900]  唯有聽從我的必安然居住
[00:01:26.900 --> 00:01:29.900]  得享安靜不怕災禍
[00:01:29.900 --> 00:01:36.600]  如果留意到
[00:01:36.600 --> 00:01:38.900]  我們剛才讀的經文
[00:01:38.900 --> 00:01:42.900]  首先是取自於二十至二十三節
[00:01:42.900 --> 00:01:45.400]  同時間在大綱那裏都看到
[00:01:45.400 --> 00:01:48.200]  寫著二十至三十三節
[00:01:48.200 --> 00:01:49.200]  但嚴格來說
[00:01:49.200 --> 00:01:52.200]  我們可以再將經文再擴充少少
[00:01:52.200 --> 00:01:55.800]  去到前面的第八節
[00:01:55.800 --> 00:01:58.200]  去到十九節
[00:01:58.200 --> 00:01:59.800]  八至十九
[00:01:59.800 --> 00:02:01.800]  二十至到三十三
[00:02:01.800 --> 00:02:07.200]  其實都可以看為一個平衡的一段經文
[00:02:07.200 --> 00:02:11.400]  希望大家當我們去消化或者去聆聽的時候
[00:02:11.400 --> 00:02:13.800]  你將我們的心打開
[00:02:13.800 --> 00:02:15.400]  不只是那三四節
[00:02:15.400 --> 00:02:20.600]  而是將它放在這整段經文的一個上下文裏面
[00:02:20.600 --> 00:02:25.000]  去到消化自己的話語
[00:02:25.000 --> 00:02:26.200]  甚至再放闊一點
[00:02:26.200 --> 00:02:29.800]  我們可以將一章這段經文
[00:02:29.800 --> 00:02:34.200]  我們延展去到一至九章整個篇幅
[00:02:34.200 --> 00:02:37.200]  你都會留意到這些裏面的描述
[00:02:37.200 --> 00:02:40.400]  不停以不同的方式來出現
[00:02:40.400 --> 00:02:43.400]  甚至好像有一種展現
[00:02:43.400 --> 00:02:45.800]  或者一種示範的作用
[00:02:45.800 --> 00:02:49.400]  所以今早我們一起思想這段經文的時候
[00:02:49.400 --> 00:02:55.800]  我們都會有時候會借用其他段的經文
[00:02:55.800 --> 00:03:03.600]  來思想這段經文給我們的教導
[00:03:03.600 --> 00:03:04.600]  首先
[00:03:04.600 --> 00:03:15.000]  再想跟大家一齊來看第三章的二十一至二十六節
[00:03:15.000 --> 00:03:19.400]  三章二十一至二十六節
[00:03:45.000 --> 00:03:53.800]  其實今天我們要從這段經文學習的東西
[00:03:53.800 --> 00:03:58.600]  從大綱來看其實很簡單的
[00:03:58.600 --> 00:04:01.600]  它的轉捩點其實都很簡單
[00:04:01.600 --> 00:04:05.600]  就是智慧向我們發出它的呼喚
[00:04:05.600 --> 00:04:08.000]  它見到有些人要責備
[00:04:08.000 --> 00:04:09.000]  不聽教
[00:04:09.000 --> 00:04:10.200]  不聽講
[00:04:10.200 --> 00:04:14.000]  所以它就呼籲你們快點迴轉
[00:04:14.000 --> 00:04:16.000]  但是另外一個轉折就是
[00:04:16.000 --> 00:04:18.400]  通常叫你迴轉
[00:04:18.400 --> 00:04:19.200]  叫你聽話
[00:04:19.200 --> 00:04:21.200]  當然是不聽
[00:04:21.200 --> 00:04:22.400]  就不聽
[00:04:22.400 --> 00:04:24.000]  就是第三個階段
[00:04:24.000 --> 00:04:26.000]  卻不肯聽從
[00:04:26.000 --> 00:04:31.800]  但是這個智慧都是虎口婆心
[00:04:31.800 --> 00:04:33.000]  就是說
[00:04:33.000 --> 00:04:36.400]  你如果聽就有好結果了
[00:04:36.400 --> 00:04:39.000]  你肯聽就有真平安
[00:04:39.000 --> 00:04:41.800]  我們聽這些聖經的教導
[00:04:41.800 --> 00:04:44.000]  對我們來說不是什麼新的東西
[00:04:44.000 --> 00:04:45.600]  我們常常都知道
[00:04:45.600 --> 00:04:47.200]  聖經是這樣教我們
[00:04:47.200 --> 00:04:48.800]  你要聽講
[00:04:48.800 --> 00:04:50.400]  你要聽訓誨
[00:04:50.400 --> 00:04:52.400]  你要聽神的話
[00:04:52.400 --> 00:04:55.000]  你要遵行
[00:04:55.000 --> 00:04:59.400]  那你才有得到真平安
[00:04:59.400 --> 00:05:02.600]  在我們繼續來聆聽的時候
[00:05:02.600 --> 00:05:11.600]  願意我們再一次的祈禱
[00:05:11.600 --> 00:05:17.600]  主啊我們求你幫助我們能夠去
[00:05:17.600 --> 00:05:22.600]  聆聽到你今天對我們的呼喚
[00:05:22.600 --> 00:05:25.600]  求主聖靈
[00:05:25.600 --> 00:05:30.400]  自己去對我們各人講說話
[00:05:30.400 --> 00:05:33.200]  我們人所講的
[00:05:33.200 --> 00:05:37.000]  都只不過是我們所體會的
[00:05:37.000 --> 00:05:42.800]  但是你卻是好像兩人的離間
