
[00:00:00.000 --> 00:00:02.760]  我們剛才所讀到的一段經文是
[00:00:02.760 --> 00:00:06.440]  約書亞帶領以色列的眾民
[00:00:06.440 --> 00:00:08.440]  渡過約旦河之後
[00:00:08.440 --> 00:00:11.640]  在第一個橋頭堡吉甲的地方
[00:00:11.640 --> 00:00:13.160]  就是那裡紮營
[00:00:13.160 --> 00:00:14.960]  在那裡發生了三件事
[00:00:14.960 --> 00:00:15.880]  第一件事
[00:00:15.880 --> 00:00:19.320]  神要他們能夠打仗的男丁
[00:00:19.320 --> 00:00:20.920]  都要受割禮
[00:00:20.920 --> 00:00:23.400]  第二件事就是要他們守禦節
[00:00:23.400 --> 00:00:25.120]  第三件事就是
[00:00:25.120 --> 00:00:28.480]  在那天開始他們吃當地的出產之後
[00:00:28.480 --> 00:00:31.000]  第二天晚上就停了
[00:00:31.000 --> 00:00:34.240]  這三件事對我們弟兄姊妹來說
[00:00:34.240 --> 00:00:35.360]  現今世代來說
[00:00:35.360 --> 00:00:38.200]  很多事情聽起來好像都不太關事
[00:00:38.200 --> 00:00:39.680]  特別其中有提到割禮
[00:00:39.680 --> 00:00:42.320]  姊妹們都不關我們事的
[00:00:42.320 --> 00:00:46.560]  但是從這三件事的發生裡面
[00:00:46.560 --> 00:00:47.960]  讓我們再一次檢討
[00:00:47.960 --> 00:00:51.560]  看看到底我們的信仰是會是什麼事情
[00:00:51.560 --> 00:00:53.440]  特別在這個世代裡面
[00:00:53.440 --> 00:00:56.520]  如果你經過了約旦河
[00:00:56.520 --> 00:00:58.640]  進入關南地
[00:00:58.640 --> 00:01:00.280]  接著連場戰役
[00:01:00.280 --> 00:01:02.000]  接著發生之前
[00:01:02.000 --> 00:01:05.320]  神要我們做些什麼準備呢?
[00:01:05.320 --> 00:01:06.720]  在這個訊息之前
[00:01:06.720 --> 00:01:12.440]  我就要回應上一次曾經說過
[00:01:12.440 --> 00:01:17.280]  當有人被要求放棄一切跟隨耶穌的時候
[00:01:17.280 --> 00:01:20.280]  這一切對每一個信徒來說
[00:01:20.280 --> 00:01:23.960]  都覺得好像太遙遠了
[00:01:23.960 --> 00:01:25.760]  一切不知道為什麼
[00:01:25.760 --> 00:01:28.960]  我想簡單一點給大家了解
[00:01:28.960 --> 00:01:32.560]  剛才主席我們也有提到
[00:01:32.560 --> 00:01:33.880]  為主擺上一切
[00:01:33.880 --> 00:01:36.200]  到底一切是指什麼呢?
[00:01:36.200 --> 00:01:39.280]  請powerpoint給我看看好嗎?
[00:01:39.280 --> 00:01:42.120]  在這個短暫有限的人生裡面
[00:01:42.120 --> 00:01:43.360]  我特別說這些字眼
[00:01:43.360 --> 00:01:44.560]  讓你留意一下
[00:01:44.560 --> 00:01:45.760]  是短暫的
[00:01:45.760 --> 00:01:48.000]  是有限的
[00:01:48.000 --> 00:01:50.400]  我們生活上的焦點
[00:01:50.400 --> 00:01:51.520]  或者我們的思想
[00:01:51.520 --> 00:01:53.200]  我們的行動的重點
[00:01:53.200 --> 00:01:56.000]  你想的事情、做的事情
[00:01:56.000 --> 00:01:58.440]  在每段不同的時間裡面
[00:01:58.440 --> 00:01:59.680]  都有不同的
[00:01:59.680 --> 00:02:00.760]  是不是?
[00:02:00.760 --> 00:02:03.240]  少年的時候、青年的時候
[00:02:03.240 --> 00:02:05.160]  到你成家立室之後
[00:02:05.160 --> 00:02:06.720]  到你長大
[00:02:06.720 --> 00:02:09.680]  到你年紀大了
[00:02:09.680 --> 00:02:11.800]  都有不同的
[00:02:11.800 --> 00:02:14.440]  在一個人生不同的階段裡面
[00:02:14.440 --> 00:02:16.400]  我們都有些事情
[00:02:16.400 --> 00:02:19.960]  你看為是不可以缺少的
[00:02:19.960 --> 00:02:23.920]  少年的時候你不知道健康不可以缺少的
[00:02:23.920 --> 00:02:26.280]  可能你覺得財富很重要
[00:02:26.280 --> 00:02:31.120]  所以拼命用你身體的能力去賺取金錢
[00:02:31.120 --> 00:02:35.080]  但一旦到你擁有一些金錢之後
[00:02:35.080 --> 00:02:36.280]  你發覺
[00:02:36.280 --> 00:02:40.880]  原來要用財富去換取你的健康的時候
[00:02:40.880 --> 00:02:42.400]  就等病醫
[00:02:42.400 --> 00:02:44.120]  所以不同的時間裡面
[00:02:44.120 --> 00:02:46.840]  我們都有些事情看為是不可缺少的
[00:02:46.840 --> 00:02:48.600]  到年紀大的人就知道了
[00:02:48.600 --> 00:02:50.800]  什麼叫做「三高」
[00:02:50.800 --> 00:02:52.840]  原來「三高」這麼麻煩
[00:02:52.840 --> 00:02:55.760]  就知道不可缺少的問題
[00:02:55.760 --> 00:02:57.800]  也許我們認為我們所擁有的
[00:02:57.800 --> 00:03:00.800]  或者應得的都是努力的成果
[00:03:00.800 --> 00:03:03.680]  今時今日坐在這裡每一位
[00:03:03.680 --> 00:03:05.680]  神給我們擁有的東西
[00:03:05.680 --> 00:03:07.480]  我想大部分人
[00:03:07.480 --> 00:03:08.960]  不是所有人
[00:03:08.960 --> 00:03:12.520]  都會覺得這個是我應該有的
[00:03:12.520 --> 00:03:14.320]  是我努力的成果
[00:03:14.320 --> 00:03:17.600]  我熬了半輩子、一輩子了
[00:03:17.600 --> 00:03:19.600]  這些不是理所當然的
[00:03:19.600 --> 00:03:20.920]  譬如哪些呢?
[00:03:20.920 --> 00:03:26.000]  你的財物、你的健康、你的家庭、你的事業
[00:03:26.000 --> 00:03:28.840]  兒女或者包括兒孫
[00:03:28.840 --> 00:03:32.200]  有些人現在是弄孫為樂
[00:03:32.200 --> 00:03:38.040]  你的學問、你的友誼、你的名譽、你的權利、你的自由等等
[00:03:38.040 --> 00:03:40.680]  用這些名詞跟大家提的時候
[00:03:40.680 --> 00:03:42.840]  不是沒有道理的
[00:03:42.840 --> 00:03:47.200]  你聽過「無自由無寧死」沒有?
[00:03:47.200 --> 00:03:50.000]  那覺得自由比生命更可貴,是不是?
[00:03:50.000 --> 00:03:53.680]  有人覺得沒有朋友,怎麼搞的?
[00:03:53.680 --> 00:03:55.680]  怎麼行的?是不是?
[00:03:55.680 --> 00:03:59.320]  甚至有人覺得健康比一切更重要
[00:03:59.320 --> 00:04:01.920]  有人會覺得家庭比一切更重要
[00:04:01.920 --> 00:04:03.800]  一切,是不是?
[00:04:03.800 --> 00:04:05.240]  但是有人這樣想的
[00:04:05.240 --> 00:04:09.080]  所以這一切看來是很實在的
[00:04:09.080 --> 00:04:11.560]  你缺少也不行的
[00:04:11.560 --> 00:04:14.920]  你未曾得到這些所謂一切的時候
[00:04:14.920 --> 00:04:16.920]  你就很想得到
[00:04:16.920 --> 00:04:21.360]  一經你所謂暫時擁有之後
[00:04:21.360 --> 00:04:25.760]  留心,你看看人,再看看自己
[00:04:25.760 --> 00:04:28.080]  你不看人,不看自己是不覺的
[00:04:28.080 --> 00:04:29.480]  你一看人,一看自己
[00:04:29.480 --> 00:04:33.480]  發覺不外如是,都不會長久的了
[00:04:33.480 --> 00:04:34.480]  是不是?
[00:04:34.480 --> 00:04:39.880]  我見到曾經有一個退休校長,很健碩的
[00:04:39.880 --> 00:04:42.320]  走去球場看一場球
[00:04:42.320 --> 00:04:46.840]  一個頂頭鎚,不是球走了,是人走了
[00:04:46.840 --> 00:04:49.920]  那我說,嘩,這樣也可以的
[00:04:49.920 --> 00:04:51.920]  所以那個對我有些影響的
[00:04:51.920 --> 00:04:55.440]  因為我覺得健康很重要的嘛
[00:04:55.440 --> 00:05:02.760]  等於說這一切在你一生過去之後
[00:05:02.760 --> 00:05:05.440]  除非你覺得你一生是永遠的
[00:05:05.440 --> 00:05:08.400]  否則你一生過去之後
[00:05:08.400 --> 00:05:12.160]  所羅門華都是虛空的
[00:05:12.160 --> 00:05:14.360]  所以有了這一切
[00:05:14.360 --> 00:05:17.600]  如果你沒有耶穌
[00:05:17.600 --> 00:05:21.680]  請問你的人生得到些什麼?
[00:05:21.680 --> 00:05:23.920]  關於想,這個是題目不想的問題
[00:05:23.920 --> 00:05:25.760]  不是答案來的
[00:05:25.760 --> 00:05:29.440]  但如果你說我有了耶穌
[00:05:29.440 --> 00:05:30.880]  但是我沒有這一切
[00:05:30.880 --> 00:05:32.800]  其實沒有這一切不等於沒有東西
[00:05:32.800 --> 00:05:34.120]  不過在不同的世界裡面
[00:05:34.120 --> 00:05:37.280]  你經常覺得不如人而已
[00:05:37.280 --> 00:05:39.440]  那你會有些什麼呢?
[00:05:39.440 --> 00:05:44.080]  所以什麼有兒萬歲,不自由無寧死
[00:05:44.080 --> 00:05:46.360]  這個是我的命根來的
[00:05:46.360 --> 00:05:48.840]  甚至你覺得別人是認同
[00:05:48.840 --> 00:05:51.800]  覺得你是有價值
[00:05:51.800 --> 00:05:54.920]  甚至讀書人說萬般皆下品
[00:05:54.920 --> 00:05:55.920]  是不是?
[00:05:55.920 --> 00:06:00.040]  唯有讀書高,是不是呢?
[00:06:00.040 --> 00:06:03.440]  有兩節聖經回去值得大家想一想的
[00:06:03.440 --> 00:06:05.640]  是詩篇六十三篇三節
[00:06:05.640 --> 00:06:12.120]  詩人說你的慈愛比生命更好
[00:06:12.120 --> 00:06:15.880]  你的生命是一切,還是神的慈愛是一切
[00:06:15.880 --> 00:06:18.320]  第二節聖經是保羅說的
[00:06:18.320 --> 00:06:21.640]  我得著基督為自保
[00:06:21.640 --> 00:06:25.120]  他怎麼可以說看萬事如糞土
[00:06:25.120 --> 00:06:27.360]  得著基督為自保
[00:06:27.360 --> 00:06:28.680]  但這句話對基督徒來說
[00:06:28.680 --> 00:06:30.160]  很多時候是想不通的
[00:06:30.160 --> 00:06:31.880]  有沒有搞錯?
[00:06:31.880 --> 00:06:37.240]  其實一切是不是可以放得下
[00:06:37.240 --> 00:06:38.280]  或者這麼說
[00:06:38.280 --> 00:06:41.760]  耶穌你會不會放下?
[00:06:41.760 --> 00:06:44.400]  這個關乎我們信仰問題
[00:06:44.400 --> 00:06:48.320]  這個不是一個標準的答案意義
[00:06:48.320 --> 00:06:50.200]  不過既然上一次我答應了
[00:06:50.200 --> 00:06:51.840]  我去想,我就想一想
[00:06:51.840 --> 00:06:54.160]  我就給大家回來思想一下
[00:06:54.160 --> 00:06:56.720]  如果你明白了什麼叫一切
[00:06:56.720 --> 00:06:57.800]  你就不會覺得
[00:06:57.800 --> 00:07:00.840]  嘩,為什麼那個有財富的少年人
[00:07:00.840 --> 00:07:03.720]  這麼失敗
[00:07:03.720 --> 00:07:05.640]  失敗就是他不肯放下一切
[00:07:05.640 --> 00:07:08.480]  但一切不是叫拿下所有的東西
[00:07:08.480 --> 00:07:12.320]  不過是他當時認為最重要的東西
[00:07:12.320 --> 00:07:14.080]  大家知道在我們人生裡面
[00:07:14.080 --> 00:07:17.200]  都有時候都看為最重要的東西
[00:07:17.200 --> 00:07:20.480]  少年、中年到老年都有不同
[00:07:20.480 --> 00:07:21.960]  既然如此
[00:07:21.960 --> 00:07:24.720]  你會不會認識基督為自保呢?
[00:07:24.720 --> 00:07:27.480]  今天看回我們這一段《約書雅記》
[00:07:27.480 --> 00:07:28.720]  都有些關聯的
[00:07:28.720 --> 00:07:32.560]  因為說到約、格、知、約
[00:07:32.560 --> 00:07:35.640]  是說到神的應許和守約
[00:07:35.640 --> 00:07:38.040]  剛才那段經文大家讀過了
[00:07:38.040 --> 00:07:42.360]  不過很快用一兩分鐘想一想
[00:07:42.360 --> 00:07:46.280]  這是第二次和以色列人行割禮
[00:07:46.280 --> 00:07:47.600]  第一次在哪裡?
[00:07:47.600 --> 00:07:53.240]  其實上帝和以色列人要有這個約的時候
[00:07:53.240 --> 00:07:56.040]  是在阿布拉罕的時候
[00:07:56.040 --> 00:07:59.080]  但是這一幫以色列人說得很清楚
[00:07:59.080 --> 00:08:02.040]  他們在埃及地的時候
[00:08:02.040 --> 00:08:06.840]  他們那幫打得仗的男丁是受過割禮的
[00:08:06.840 --> 00:08:09.320]  但是去到曠野這四十年裡面
[00:08:09.320 --> 00:08:13.240]  聖經說他們沒有進行過割禮
[00:08:13.240 --> 00:08:15.120]  因此第五節說
[00:08:15.120 --> 00:08:19.040]  在曠野路上所生的眾民都沒有受過割禮
[00:08:19.040 --> 00:08:19.920]  第六節說
[00:08:19.920 --> 00:08:21.800]  在四十年之後
[00:08:21.800 --> 00:08:25.360]  這些國民都死了
[00:08:25.360 --> 00:08:29.360]  因為他們沒有聽從耶和華的說話
[00:08:29.360 --> 00:08:30.640]  留心聽從這個字眼
[00:08:30.640 --> 00:08:33.520]  和我說到守約是有關的
[00:08:33.520 --> 00:08:36.240]  因為耶和華曾經向他們起誓
[00:08:36.240 --> 00:08:39.360]  因此他們不能進入流奈與密之地
[00:08:39.360 --> 00:08:40.440]  第七節
[00:08:40.440 --> 00:08:41.640]  他們的子孫
[00:08:41.640 --> 00:08:45.960]  就是耶和華所興起來要接續他們的
[00:08:45.960 --> 00:08:47.480]  都沒有受過割禮
