
[00:00:00.000 --> 00:00:02.000]  今日係母親節
[00:00:02.000 --> 00:00:04.000]  我講到嘅題目叫做
[00:00:04.000 --> 00:00:06.000]  天天都是孝親節
[00:00:06.000 --> 00:00:10.000]  唔知大家喺母親節嘅裏面呢
[00:00:10.000 --> 00:00:12.000]  會唔會心裏面呢
[00:00:12.000 --> 00:00:14.000]  會有一啲套餐
[00:00:14.000 --> 00:00:16.000]  套餐包括啲乜嘢呢
[00:00:16.000 --> 00:00:18.000]  送花啦
[00:00:18.000 --> 00:00:20.000]  送禮物啦
[00:00:20.000 --> 00:00:22.000]  送禮物啦
[00:00:22.000 --> 00:00:24.000]  仲有最重要嘅
[00:00:24.000 --> 00:00:26.000]  食餐勁㗎啦
[00:00:26.000 --> 00:00:28.000]  唔知呢個套餐裏面你take咗幾多樣呢
[00:00:28.000 --> 00:00:30.000]  全部take曬
[00:00:30.000 --> 00:00:32.000]  定一樣都冇呢
[00:00:32.000 --> 00:00:34.000]  你會有獨特嘅方法
[00:00:34.000 --> 00:00:36.000]  去同你嘅媽媽去慶祝母親節
[00:00:36.000 --> 00:00:40.000]  其實母親節套餐
[00:00:40.000 --> 00:00:42.000]  好似喺個社會話畀我地聽
[00:00:42.000 --> 00:00:44.000]  母親節
[00:00:44.000 --> 00:00:46.000]  係要咁樣嘅
[00:00:46.000 --> 00:00:48.000]  唔知你地知唔知道母親節嘅起源呀
[00:00:48.000 --> 00:00:52.000]  母親節起源其實係
[00:00:52.000 --> 00:00:54.000]  嚟自美國一位女士
[00:00:54.000 --> 00:00:56.000]  佢叫做安娜賈維斯
[00:00:56.000 --> 00:00:58.000]  佢為咗紀念佢嗰位
[00:00:58.000 --> 00:01:00.000]  好有同情心
[00:01:00.000 --> 00:01:02.000]  心地善良嘅媽媽
[00:01:02.000 --> 00:01:04.000]  好想紀念默默付出嘅媽媽
[00:01:04.000 --> 00:01:06.000]  於是佢當年就爭取
[00:01:06.000 --> 00:01:08.000]  希望定咗一日
[00:01:08.000 --> 00:01:10.000]  嚟做母親節
[00:01:10.000 --> 00:01:12.000]  最後喺1913年
[00:01:12.000 --> 00:01:14.000]  佢媽媽已經過咗世之後
[00:01:14.000 --> 00:01:16.000]  美國嘅國會
[00:01:16.000 --> 00:01:18.000]  就決定將每年五月嘅
[00:01:18.000 --> 00:01:20.000]  第二個星期日
[00:01:20.000 --> 00:01:22.000]  做為法定嘅母親節
[00:01:22.000 --> 00:01:24.000]  當時呢係規定
[00:01:24.000 --> 00:01:26.000]  每家每戶都要掛國旗
[00:01:26.000 --> 00:01:28.000]  以表示尊敬母親
[00:01:28.000 --> 00:01:30.000]  表達對母親嘅
[00:01:30.000 --> 00:01:32.000]  尊崇
[00:01:32.000 --> 00:01:34.000]  而安娜嘅母親生前最鍾意嘅
[00:01:34.000 --> 00:01:36.000]  就係康乃馨
[00:01:36.000 --> 00:01:38.000]  所以康乃馨就成為咗美國母親節
[00:01:38.000 --> 00:01:40.000]  嘅象徵
[00:01:40.000 --> 00:01:42.000]  直至今時今日母親節
[00:01:42.000 --> 00:01:44.000]  我都會送康乃馨
[00:01:44.000 --> 00:01:46.000]  五月第二個星期日
[00:01:46.000 --> 00:01:48.000]  係母親節呢個傳統
[00:01:48.000 --> 00:01:50.000]  原來已經差唔多有100年
[00:01:50.000 --> 00:01:52.000]  嘅歷史超過咗
[00:01:52.000 --> 00:01:54.000]  大諷刺嘅係
[00:01:54.000 --> 00:01:56.000]  母親節變得越嚟越
[00:01:56.000 --> 00:01:58.000]  商業化
[00:01:58.000 --> 00:02:00.000]  安娜佢後尾好後悔
[00:02:00.000 --> 00:02:02.000]  於是
[00:02:02.000 --> 00:02:04.000]  佢成立咗一個
[00:02:04.000 --> 00:02:06.000]  母親人國際協會
[00:02:06.000 --> 00:02:08.000]  呢個協會就係抗議啲商業化嘅
[00:02:08.000 --> 00:02:10.000]  慶祝母親節
[00:02:10.000 --> 00:02:12.000]  希望將母親節變返做
[00:02:12.000 --> 00:02:14.000]  當初單純
[00:02:14.000 --> 00:02:16.000]  去讚頌母親嘅節日
[00:02:16.000 --> 00:02:18.000]  其實而家有幾個節日
[00:02:18.000 --> 00:02:20.000]  社會上好多嘢呢
[00:02:20.000 --> 00:02:22.000]  都提醒我哋要做啲嘢
[00:02:22.000 --> 00:02:24.000]  好似情人節
[00:02:24.000 --> 00:02:26.000]  咁啦有三個咁多
[00:02:26.000 --> 00:02:28.000]  總有一個你可以記得嘅
[00:02:28.000 --> 00:02:30.000]  母親節啦
[00:02:30.000 --> 00:02:32.000]  父親節啦聖誕節啦
[00:02:32.000 --> 00:02:34.000]  唔知道有情人
[00:02:34.000 --> 00:02:36.000]  嘅你又或者作為
[00:02:36.000 --> 00:02:38.000]  父母你想唔想
[00:02:38.000 --> 00:02:40.000]  佢哋淨係喺嗰一日
[00:02:40.000 --> 00:02:42.000]  先對你表達愛意
[00:02:42.000 --> 00:02:44.000]  對你孝敬呢
[00:02:44.000 --> 00:02:46.000]  又或者喺你嘅生日嘅
[00:02:46.000 --> 00:02:48.000]  裏邊我亦都會期望
[00:02:48.000 --> 00:02:50.000]  你身邊嘅朋友對我哋有啲表示
[00:02:50.000 --> 00:02:52.000]  定係你好想
[00:02:52.000 --> 00:02:54.000]  你嘅朋友其實平時
[00:02:54.000 --> 00:02:56.000]  都會call下你
[00:02:56.000 --> 00:02:58.000]  約你食飯呢
[00:02:58.000 --> 00:03:00.000]  喺聖誕節嘅裏邊
