
[00:00:00.000 --> 00:00:04.000]  今日的訊息是叫做「不妥協的生命」
[00:00:04.000 --> 00:00:06.000]  叫做「不妥協的生命」
[00:00:06.000 --> 00:00:11.000]  我們上次說但以李書是有關外邦人的節棋
[00:00:11.000 --> 00:00:14.000]  由於是猶大國的罪
[00:00:14.000 --> 00:00:18.000]  以至神是借巴比倫的手來懲罰猶大
[00:00:18.000 --> 00:00:23.000]  神已經給了很多機會給猶大來改過
[00:00:23.000 --> 00:00:27.000]  北國的滅亡其實就是給他們一個很好的警告
[00:00:27.000 --> 00:00:29.000]  北國亦都是犯罪
[00:00:29.000 --> 00:00:31.000]  不過以色列犯罪之後
[00:00:31.000 --> 00:00:36.000]  神是透過亞述國的手來懲罰他們消滅他們
[00:00:36.000 --> 00:00:40.000]  這個亦都在聖經裏面有預言
[00:00:40.000 --> 00:00:45.000]  但很可惜南國猶大見到北國以色列滅亡
[00:00:45.000 --> 00:00:50.000]  他們亦都沒有改過武器配改
[00:00:50.000 --> 00:00:56.000]  早在150年前神已經派爾賽亞先知
[00:00:56.000 --> 00:00:59.000]  來警告猶大國
[00:00:59.000 --> 00:01:02.000]  叫他們要快些會改
[00:01:02.000 --> 00:01:05.000]  當時的王叫做希西加王
[00:01:05.000 --> 00:01:07.000]  大家記不記得有這個王
[00:01:07.000 --> 00:01:11.000]  他還請了巴比倫的使者來猶大國
[00:01:11.000 --> 00:01:17.000]  將全個國家的財富給了巴比倫的使者來看
[00:01:17.000 --> 00:01:20.000]  當爾賽亞先知知道這件事之後
[00:01:20.000 --> 00:01:23.000]  他就有一個預言
[00:01:23.000 --> 00:01:26.000]  他預言在這裡
[00:01:26.000 --> 00:01:29.000]  爾賽亞書39章5至7節
[00:01:29.000 --> 00:01:33.000]  經文說爾賽亞對希西加說
[00:01:33.000 --> 00:01:36.000]  你要聽萬君之耶和華說
[00:01:36.000 --> 00:01:39.000]  日子必到凡你家裡有的
[00:01:39.000 --> 00:01:42.000]  並你列祖積蓄到如今的
[00:01:42.000 --> 00:01:45.000]  都要被擄到巴比倫去
[00:01:45.000 --> 00:01:47.000]  不留下一人
[00:01:47.000 --> 00:01:49.000]  這是耶和華說的
[00:01:49.000 --> 00:01:51.000]  並且從你本身所生的種子
[00:01:51.000 --> 00:01:54.000]  其中必有被擄去
[00:01:54.000 --> 00:01:58.000]  在巴比倫皇宮裡當太監的
[00:01:58.000 --> 00:02:00.000]  我們知道這個預言
[00:02:00.000 --> 00:02:03.000]  就應驗在達爾利的身上
[00:02:03.000 --> 00:02:10.000]  達爾利就是希西加的一個子孫
[00:02:10.000 --> 00:02:14.000]  他是被擄到巴比倫的皇宮裡
[00:02:14.000 --> 00:02:17.000]  成為一個太監
[00:02:17.000 --> 00:02:19.000]  同樣的經文也出現在
[00:02:19.000 --> 00:02:23.000]  列王紀夏20章17至18節
[00:02:23.000 --> 00:02:25.000]  神亦都派尼迦先知
[00:02:25.000 --> 00:02:29.000]  亦都派耶利米先知去勸猶大國
[00:02:29.000 --> 00:02:31.000]  但是猶大國都不聽
[00:02:31.000 --> 00:02:34.000]  足有大概二百年這麼長的時間
[00:02:34.000 --> 00:02:38.000]  不斷地去勸猶大國來背改
[00:02:38.000 --> 00:02:41.000]  有些像是羅亞的時候
[00:02:41.000 --> 00:02:43.000]  記不記得羅亞起方舟
[00:02:43.000 --> 00:02:45.000]  神是給一百二十年
[00:02:45.000 --> 00:02:48.000]  給當時的人來背改
[00:02:48.000 --> 00:02:50.000]  羅亞一直起方舟
[00:02:50.000 --> 00:02:53.000]  一直在傳福音叫人背改
[00:02:53.000 --> 00:02:57.000]  但是直到羅亞進入方舟那一天
[00:02:57.000 --> 00:02:59.000]  洪水就來臨
[00:02:59.000 --> 00:03:01.000]  將全部那些不背改的人
[00:03:01.000 --> 00:03:03.000]  全部都沖走了
[00:03:03.000 --> 00:03:08.000]  就和巴比倫的時間很相似
[00:03:08.000 --> 00:03:09.000]  巴比倫來到
[00:03:09.000 --> 00:03:14.000]  是將這班人擄了去巴比倫
[00:03:14.000 --> 00:03:16.000]  這個亦都是在小仙之書裡
[00:03:16.000 --> 00:03:21.000]  其中有一個小仙之書的作者叫做哈巴菊
[00:03:21.000 --> 00:03:24.000]  哈巴菊亦都是有這樣的感受
[00:03:24.000 --> 00:03:30.000]  他說神怎可能容許一個巴比倫這麼邪惡的國家
[00:03:30.000 --> 00:03:33.000]  來審判猶大國
[00:03:33.000 --> 00:03:35.000]  猶大是神的子民
[00:03:35.000 --> 00:03:38.000]  怎可能用巴比倫來審判他們
[00:03:38.000 --> 00:03:41.000]  但是從南國猶大
[00:03:41.000 --> 00:03:42.000]  從北國以色列
[00:03:42.000 --> 00:03:46.000]  我們見到神的確是會用外方人
[00:03:46.000 --> 00:03:52.000]  甚至是用一些邪惡的國家來審判祂的子民
[00:03:52.000 --> 00:03:54.000]  如果美國不背改
[00:03:54.000 --> 00:03:57.000]  如果美國繼續離棄神的話
[00:03:57.000 --> 00:03:59.000]  我不會覺得很驚奇
[00:03:59.000 --> 00:04:05.000]  如果美國亦都會遭受神的審判
[00:04:05.000 --> 00:04:06.000]  在這裡主持
[00:04:06.000 --> 00:04:12.000]  1606年尼泊爾格尼撒來到耶路撒冷
[00:04:12.000 --> 00:04:14.000]  第一次來到耶路撒冷
[00:04:14.000 --> 00:04:18.000]  當他到處攻克耶路撒冷城的時候
[00:04:18.000 --> 00:04:22.000]  突然傳來消息他的父親死了
[00:04:22.000 --> 00:04:25.000]  所以他要回到巴比倫
[00:04:25.000 --> 00:04:30.000]  於是他就將約瓦敬這個皇帝留在他的皇位上
[00:04:30.000 --> 00:04:34.000]  因為他知道約瓦敬是一個非常軟弱的皇帝
[00:04:34.000 --> 00:04:36.000]  所以是成為他的傀儡
[00:04:36.000 --> 00:04:38.000]  所以他將他留在這裡
[00:04:38.000 --> 00:04:41.000]  但是他就劫持住皇室裏面的貴族
[00:04:41.000 --> 00:04:45.000]  有很多的皇帝的子孫都被他劫持了
[00:04:45.000 --> 00:04:47.000]  回去巴比倫
[00:04:47.000 --> 00:04:50.000]  他是要給猶大國一個警告
[00:04:50.000 --> 00:04:52.000]  我現在回去巴比倫
[00:04:52.000 --> 00:04:55.000]  但是你們不要有甚麼愚蠢的行為
[00:04:55.000 --> 00:04:58.000]  不要聯合其他國家來反抗我
[00:04:58.000 --> 00:05:05.000]  如果不是的話你這些皇親貴職就會遭受殺身之禍
[00:05:05.000 --> 00:05:10.000]  他也帶走了很多很多聖殿裏面的器皿
[00:05:10.000 --> 00:05:14.000]  我上次也講過這是尼布格尼撒喜歡做的事
[00:05:14.000 --> 00:05:17.000]  他喜歡征服一個國家
[00:05:17.000 --> 00:05:19.000]  將他們的財寶拿回來
[00:05:19.000 --> 00:05:22.000]  供奉在自己的神的廟裏面
[00:05:22.000 --> 00:05:25.000]  其實他這樣做是甚麼意思
[00:05:25.000 --> 00:05:31.000]  最好就是證明他的神是巴比過你們其他國家的神
[00:05:31.000 --> 00:05:34.000]  如果你們其他國家的神是巴比的話
[00:05:34.000 --> 00:05:38.000]  怎會容許他將你們國家的財寶拿回來
[00:05:38.000 --> 00:05:41.000]  放在他自己的廟裏面
[00:05:41.000 --> 00:05:46.000]  但是我們知道神是容許巴比倫來懲罰猶大
[00:05:46.000 --> 00:05:48.000]  在達爾利書一章二節
[00:05:48.000 --> 00:05:52.000]  我們見到神甚至是容許尼布格尼撒
[00:05:52.000 --> 00:05:55.000]  將聖殿裏面的器皿拿走了
[00:05:55.000 --> 00:05:58.000]  回去巴比倫
[00:05:58.000 --> 00:06:02.000]  這個懲罰一共要有七十年這麼長
[00:06:02.000 --> 00:06:06.000]  有很多人問為甚麼要七十年這麼長
[00:06:06.000 --> 00:06:14.000]  因為猶太人有四百九十年沒有守到神的安息年
[00:06:14.000 --> 00:06:17.000]  每六年之後的那一年是安息年
[00:06:17.000 --> 00:06:19.000]  他們是要得到安息
[00:06:19.000 --> 00:06:23.000]  但是猶太人因為他們是非常之貪心
[00:06:23.000 --> 00:06:24.000]  繼續耕種
[00:06:24.000 --> 00:06:27.000]  沒有讓地來安息
[00:06:27.000 --> 00:06:30.000]  有四百九十年沒有守到這個安息年
[00:06:30.000 --> 00:06:32.000]  你試一下四百九十年除七
[00:06:32.000 --> 00:06:34.000]  剛剛就是七十年
[00:06:34.000 --> 00:06:41.000]  所以一次過神說要他們守好七十個安息年
[00:06:41.000 --> 00:06:45.000]  在耶利米斯四章十二章二十五章都有講到
[00:06:45.000 --> 00:06:49.000]  這個地必傳言會變成荒涼
[00:06:49.000 --> 00:06:51.000]  要七十年
[00:06:51.000 --> 00:06:54.000]  就是當那些人被擄走
[00:06:54.000 --> 00:06:56.000]  那些田地就會成為荒涼
[00:06:56.000 --> 00:06:57.000]  七十年
[00:06:57.000 --> 00:07:00.000]  逼著他們來守這個安息年
[00:07:00.000 --> 00:07:03.000]  當七十年完了之後
[00:07:03.000 --> 00:07:06.000]  巴比倫亦都會遭受他的審判
[00:07:06.000 --> 00:07:09.000]  我們上次講過達爾利書第五章
[00:07:09.000 --> 00:07:16.000]  講到因為達沙薩這個巴比倫王對神不敬
[00:07:16.000 --> 00:07:19.000]  以致用神的器皿來喝酒
[00:07:19.000 --> 00:07:24.000]  在牆上寫字來審判他
[00:07:24.000 --> 00:07:29.000]  接著沒多久巴比倫這個國家就滅亡了
[00:07:29.000 --> 00:07:34.000]  我們今天講的是妥協
[00:07:34.000 --> 00:07:37.000]  一個不妥協的生命
[00:07:37.000 --> 00:07:41.000]  達爾利是被擄到巴比倫
[00:07:41.000 --> 00:07:44.000]  但他仍然過著一個不妥協的生命
[00:07:44.000 --> 00:07:47.000]  甚麼是妥協
[00:07:47.000 --> 00:07:50.000]  妥協就是當有兩個選擇
[00:07:50.000 --> 00:07:53.000]  一個你明明知道是正確的選擇
[00:07:53.000 --> 00:07:56.000]  一個你明明知道是錯誤的選擇
[00:07:56.000 --> 00:07:58.000]  有兩個選擇在你面前的時候
[00:07:58.000 --> 00:08:01.000]  由於某種的利害關係
[00:08:01.000 --> 00:08:06.000]  你是揀選了不正確的途徑來處理這件事
[00:08:06.000 --> 00:08:09.000]  這個就是妥協
[00:08:09.000 --> 00:08:12.000]  就算不是基督徒也有原則
[00:08:12.000 --> 00:08:15.000]  基督徒更加有聖經的教導
[00:08:15.000 --> 00:08:18.000]  我們知道甚麼是對甚麼是錯
[00:08:18.000 --> 00:08:23.000]  但很多時因為和我們個人的利益有衝突的時候
[00:08:23.000 --> 00:08:25.000]  我們就會去妥協
[00:08:25.000 --> 00:08:28.000]  在美國長大自小我們就學會妥協
[00:08:28.000 --> 00:08:32.000]  很小的幼稚園就已經學會妥協
[00:08:32.000 --> 00:08:36.000]  連基督徒都會學會妥協
[00:08:36.000 --> 00:08:39.000]  通常妥協是有兩種的妥協
[00:08:39.000 --> 00:08:40.000]  第一種就是
[00:08:40.000 --> 00:08:43.000]  兩種妥協都是和人的利益有關
[00:08:43.000 --> 00:08:45.000]  個人的利益有關
[00:08:45.000 --> 00:08:49.000]  第一種的妥協就是自己很想去做的一些事
[00:08:49.000 --> 00:08:52.000]  明明知道是不對的
[00:08:52.000 --> 00:08:54.000]  但是因為自己很想做
[00:08:54.000 --> 00:08:56.000]  所以就會去做了
[00:08:56.000 --> 00:09:00.000]  這個可以叫做是sins of commission
[00:09:00.000 --> 00:09:02.000]  就是你去做了一些事
[00:09:02.000 --> 00:09:03.000]  明明知道是不對的
[00:09:03.000 --> 00:09:06.000]  但是你去做
[00:09:06.000 --> 00:09:10.000]  我可以用我的小女兒來做一個例子
[00:09:10.000 --> 00:09:13.000]  她很喜歡聽演唱會
[00:09:13.000 --> 00:09:16.000]  尤其是韓國歌星的演唱會
[00:09:16.000 --> 00:09:19.000]  她特別喜歡
[00:09:19.000 --> 00:09:22.000]  但是很多時星期六聽得晚就怎樣
[00:09:22.000 --> 00:09:25.000]  星期日起不了身
[00:09:25.000 --> 00:09:28.000]  起不了身就回去教會
[00:09:28.000 --> 00:09:31.000]  不知道一個基督徒最重要的事
[00:09:31.000 --> 00:09:33.000]  就是敬拜神
[00:09:33.000 --> 00:09:37.000]  但是居然因為星期六去了演唱會
