
[00:00:00.000 --> 00:00:05.000]  枉然在《聖經》裏面講到
[00:00:05.000 --> 00:00:09.000]  沒有東西,甚麼都沒有,虛空,飄渺
[00:00:09.000 --> 00:00:14.000]  我們人仍然都有一個物質觀
[00:00:14.000 --> 00:00:17.000]  而這個物質觀是走不掉的
[00:00:17.000 --> 00:00:21.000]  當你說沒有東西的時候,其實都是有東西的
[00:00:21.000 --> 00:00:24.000]  即是沒有東西是一件事
[00:00:24.000 --> 00:00:27.000]  這件事就叫做沒有東西
[00:00:27.000 --> 00:00:32.000]  所以沒有東西都是一件事
[00:00:32.000 --> 00:00:35.000]  但神不是這樣的,神真的沒有東西
[00:00:35.000 --> 00:00:37.000]  所以他說創造是甚麼呢?
[00:00:37.000 --> 00:00:39.000]  從沒有到有
[00:00:39.000 --> 00:00:42.000]  神是一個創造者,始無變為有
[00:00:42.000 --> 00:00:45.000]  但我們就沒辦法明白甚麼是沒有
[00:00:45.000 --> 00:00:48.000]  但在我們的觀念裏,沒有東西都是一件事
[00:00:48.000 --> 00:00:52.000]  所以你看,如果我們的人生裏面
[00:00:52.000 --> 00:00:55.000]  不能看破這個謊言
[00:00:55.000 --> 00:00:58.000]  我們沒辦法認清神有多麼豐富
[00:00:58.000 --> 00:01:02.000]  謊言就是我們未信主之前
[00:01:02.000 --> 00:01:06.000]  我們可以用八個字來形容我們的人生
[00:01:06.000 --> 00:01:09.000]  就是虛無,飄渺,轉瞬即逝
[00:01:09.000 --> 00:01:12.000]  虛無,飄渺,即是甚麼呢?
[00:01:12.000 --> 00:01:14.000]  虛虛實實,空空虛虛
[00:01:14.000 --> 00:01:16.000]  你見到有,其實即是沒有,沒有即是有
[00:01:16.000 --> 00:01:18.000]  虛虛實實
[00:01:18.000 --> 00:01:21.000]  但就算你擁有,都是甚麼呢?
[00:01:21.000 --> 00:01:24.000]  轉瞬,眨眼,沒有了
[00:01:24.000 --> 00:01:27.000]  擁有的東西不等於永遠擁有
[00:01:27.000 --> 00:01:29.000]  失去的東西不等於永遠失去
[00:01:29.000 --> 00:01:33.000]  所以耶穌在世的時候都說過一件事
[00:01:33.000 --> 00:01:36.000]  你想擁有你的生命,你就會失去你的生命
[00:01:36.000 --> 00:01:39.000]  你要失去你的生命,你就會擁有你的生命
[00:01:39.000 --> 00:01:43.000]  所以失去自己的生命,就會擁有生命
[00:01:43.000 --> 00:01:47.000]  所以人要賺得全世界,賠償自己的生命
[00:01:47.000 --> 00:01:49.000]  亦都是沒意思的
[00:01:49.000 --> 00:01:53.000]  所以有與無之間,問題就是我們不能夠找到一個最有價值的
[00:01:53.000 --> 00:01:56.000]  如果我們找不到最有價值的,就像聖經第一次說到
[00:01:56.000 --> 00:01:59.000]  枉然,浪費心機
[00:01:59.000 --> 00:02:02.000]  建造,這個講座是建造甚麼呢?
[00:02:02.000 --> 00:02:04.000]  是神所建造的東西
[00:02:04.000 --> 00:02:07.000]  神要在我們的生命裏面建造
[00:02:07.000 --> 00:02:09.000]  有兩方面的建造
[00:02:09.000 --> 00:02:12.000]  第一方面就是我們個人的建造
[00:02:12.000 --> 00:02:15.000]  即是你在我的生命裏建造我們
[00:02:15.000 --> 00:02:18.000]  怎樣在我的生命裏建造呢?
[00:02:18.000 --> 00:02:20.000]  神要建造一個人
[00:02:20.000 --> 00:02:24.000]  他一定要在沒有的上面建造他
[00:02:24.000 --> 00:02:27.000]  不是說在他有的上面建造他
[00:02:27.000 --> 00:02:32.000]  然後神在他沒有的上面,就擠他神所有的東西
[00:02:32.000 --> 00:02:35.000]  令到這個沒有,成為有
[00:02:35.000 --> 00:02:39.000]  世界上的人很多時候想改變自己
[00:02:39.000 --> 00:02:43.000]  令到自己更加好一點,又修行,又這樣那樣
[00:02:43.000 --> 00:02:45.000]  但是沒辦法做到最好,為甚麼呢?
[00:02:45.000 --> 00:02:49.000]  因為他仍然有一個我在裏面
[00:02:49.000 --> 00:02:51.000]  而這個天生的我
[00:02:51.000 --> 00:02:54.000]  就是經常在他的生命裏面有掙扎
[00:02:54.000 --> 00:02:57.000]  所以在我們的生命裏面我們都是一樣,是不是?
[00:02:57.000 --> 00:03:00.000]  我們有一種東西叫做老我
[00:03:00.000 --> 00:03:03.000]  但是當神在我們的生命裏面
[00:03:03.000 --> 00:03:04.000]  正如聖經裏面說甚麼呢?
[00:03:04.000 --> 00:03:07.000]  神要建立一個國家的時候,他要甚麼呢?
[00:03:07.000 --> 00:03:10.000]  篡位,連根拔起
[00:03:10.000 --> 00:03:12.000]  然後才重新建造
[00:03:12.000 --> 00:03:16.000]  所以,痛苦不是終結
[00:03:16.000 --> 00:03:19.000]  神不是創造你創造我
[00:03:19.000 --> 00:03:22.000]  是要去受永遠的痛苦
[00:03:22.000 --> 00:03:24.000]  神創造你創造我
[00:03:24.000 --> 00:03:27.000]  是令到我們在痛苦裏面成長
[00:03:27.000 --> 00:03:29.000]  將來我們更加能夠享受
[00:03:29.000 --> 00:03:32.000]  更加能夠散發出神的光輝
[00:03:32.000 --> 00:03:34.000]  這個就是我們生命的本質
[00:03:34.000 --> 00:03:37.000]  所以當神要建造你的時候
[00:03:37.000 --> 00:03:40.000]  很多時候我們會經歷過痛楚的
[00:03:40.000 --> 00:03:43.000]  經歷過甚麼呢?肉體的痛楚
[00:03:43.000 --> 00:03:45.000]  有時經歷過心靈的痛楚
[00:03:45.000 --> 00:03:48.000]  所以心痛,肉痛
[00:03:48.000 --> 00:03:51.000]  買東西貴了不值錢就肉痛
[00:03:51.000 --> 00:03:53.000]  被人氣壞就心痛
[00:03:53.000 --> 00:03:56.000]  心痛又肉痛,傷痛合併
[00:03:56.000 --> 00:03:58.000]  痛得不得了
[00:03:58.000 --> 00:04:00.000]  有人又肉痛又心痛
[00:04:00.000 --> 00:04:04.000]  我們一生裏面就是在這個痛裏面掙掙扎扎
[00:04:04.000 --> 00:04:09.000]  但是神的心痛比我們更深
[00:04:09.000 --> 00:04:12.000]  所以就在十字架上解決
[00:04:12.000 --> 00:04:16.000]  人不能解決的問題就是最痛苦
[00:04:16.000 --> 00:04:18.000]  所以耶和華建造
[00:04:18.000 --> 00:04:20.000]  首先在我們的生命裏面建造
[00:04:20.000 --> 00:04:24.000]  接著神就要在我們的團體裏面建造
[00:04:24.000 --> 00:04:27.000]  所以聖經裏面在彼得前書第二章
[00:04:27.000 --> 00:04:28.000]  不知道講到甚麼呢
[00:04:28.000 --> 00:04:31.000]  你們來到主的面前就像活石
[00:04:31.000 --> 00:04:33.000]  被建造成為凌空作聖養的祭司
[00:04:33.000 --> 00:04:35.000]  接著耶穌基督奉獻
[00:04:35.000 --> 00:04:38.000]  神所預立的凝靈祭
[00:04:38.000 --> 00:04:41.000]  神將你建造
[00:04:41.000 --> 00:04:43.000]  然後將你擺在教會裏面
[00:04:43.000 --> 00:04:46.000]  令到你成為人家的支持
[00:04:46.000 --> 00:04:49.000]  成為你旁邊的幫助
[00:04:49.000 --> 00:04:51.000]  成為你後面的一個引導
[00:04:51.000 --> 00:04:54.000]  所以當一個凌空建造的時候
[00:04:54.000 --> 00:04:56.000]  神的凌在教會裏面
[00:04:56.000 --> 00:04:58.000]  就會打橫過
[00:04:58.000 --> 00:04:59.000]  打直過
[00:04:59.000 --> 00:05:00.000]  打斜過
[00:05:00.000 --> 00:05:01.000]  打動過
[00:05:01.000 --> 00:05:03.000]  一定會通的
[00:05:03.000 --> 00:05:05.000]  但是很多時候
[00:05:05.000 --> 00:05:08.000]  我們不肯放棄自己的一些不好的事情
[00:05:08.000 --> 00:05:10.000]  所以當神的凌經過你的時候
[00:05:10.000 --> 00:05:12.000]  他就會轉右
[00:05:12.000 --> 00:05:13.000]  因為沒辦法
[00:05:13.000 --> 00:05:16.000]  透過你進入到其他人的生命裏面
