
[00:00:00.000 --> 00:00:02.000]  各位領事們早晨
[00:00:02.000 --> 00:00:04.000]  多謝教會的邀請
[00:00:04.000 --> 00:00:07.000]  今早能夠在當中來分享神的話語
[00:00:07.000 --> 00:00:09.000]  大家一起來敬拜和慶祝
[00:00:09.000 --> 00:00:13.000]  我們這些做父親的父親節
[00:00:13.000 --> 00:00:16.000]  元神在這個父親節當中
[00:00:16.000 --> 00:00:19.000]  給我們每個做父親的心裡面
[00:00:19.000 --> 00:00:22.000]  都充滿了感恩 充滿了喜樂
[00:00:22.000 --> 00:00:25.000]  因為神的恩典臨到我們家中
[00:00:25.000 --> 00:00:27.000]  使我們真的看見
[00:00:27.000 --> 00:00:30.000]  神們在大事小事都是看顧
[00:00:30.000 --> 00:00:33.000]  我們這些做父親的
[00:00:33.000 --> 00:00:39.000]  也為每一個男士們真的知道
[00:00:39.000 --> 00:00:41.000]  我們怎樣都好
[00:00:41.000 --> 00:00:45.000]  我們都有一個宿命的遺產
[00:00:45.000 --> 00:00:47.000]  因為以前在神院裡面
[00:00:47.000 --> 00:00:48.000]  有一個叫劉爸
[00:00:48.000 --> 00:00:50.000]  就是台灣人喜歡叫爸
[00:00:50.000 --> 00:00:52.000]  就是那些老的
[00:00:52.000 --> 00:00:54.000]  劉爸媽媽那樣
[00:00:54.000 --> 00:00:57.000]  我有一次問劉爸
[00:00:57.000 --> 00:00:58.000]  你有幾個兒女
[00:00:58.000 --> 00:01:01.000]  他說這個劉爸是西人
[00:01:01.000 --> 00:01:07.000]  因為他在美國讀完博士之後
[00:01:07.000 --> 00:01:09.000]  在台灣做宣教士
[00:01:09.000 --> 00:01:12.000]  他就說我的兒女很多
[00:01:12.000 --> 00:01:14.000]  全部黑頭髮的
[00:01:14.000 --> 00:01:16.000]  因為他是白人
[00:01:16.000 --> 00:01:22.000]  就是說他不但覺得
[00:01:22.000 --> 00:01:26.000]  神可以有兒女
[00:01:26.000 --> 00:01:27.000]  在屬靈裡面
[00:01:27.000 --> 00:01:29.000]  也都可以有兒女
[00:01:29.000 --> 00:01:32.000]  因為我們基督徒
[00:01:32.000 --> 00:01:35.000]  我們已經超越了人間
[00:01:35.000 --> 00:01:36.000]  很多的關係
[00:01:36.000 --> 00:01:38.000]  因為在主裡面
[00:01:38.000 --> 00:01:41.000]  我們可以有屬靈兒女
[00:01:41.000 --> 00:01:44.000]  今次我想跟大家一起分享
[00:01:44.000 --> 00:01:47.000]  我們怎樣可以留下一個
[00:01:47.000 --> 00:01:49.000]  屬靈的遺產
[00:01:49.000 --> 00:01:51.000]  請大家同心祈禱
[00:01:52.000 --> 00:01:54.000]  天父我們來到面前
[00:01:54.000 --> 00:01:56.000]  我們來敬拜你
[00:01:56.000 --> 00:01:57.000]  你是我們的主
[00:01:57.000 --> 00:01:59.000]  你是我們的神
[00:01:59.000 --> 00:02:02.000]  我們的好處不在你以外
[00:02:02.000 --> 00:02:04.000]  求主在今早的早晨
[00:02:04.000 --> 00:02:07.000]  臨到我們當中與我們同在
[00:02:07.000 --> 00:02:09.000]  引導我們的心
[00:02:09.000 --> 00:02:11.000]  讓我們的心能夠傳言歸你
[00:02:11.000 --> 00:02:15.000]  讓我們的心也能夠安息在你裡面
[00:02:15.000 --> 00:02:17.000]  享受你的同在
[00:02:17.000 --> 00:02:19.000]  能夠聆聽你的話語
[00:02:19.000 --> 00:02:21.000]  也能夠讓我們的靈得到堅固
[00:02:21.000 --> 00:02:23.000]  奉耶穌基督的名禱
[00:02:23.000 --> 00:02:25.000]  阿們
[00:02:25.000 --> 00:02:28.000]  請大家一起我們讀幾段經文
[00:02:28.000 --> 00:02:30.000]  第一段經文就是
[00:02:30.000 --> 00:02:32.000]  雙魚俠記第三章第六節
[00:02:32.000 --> 00:02:34.000]  請大家一起讀
[00:02:34.000 --> 00:02:36.000]  我是你父親的神
[00:02:36.000 --> 00:02:38.000]  是亞伯拉罕的神
[00:02:38.000 --> 00:02:39.000]  伊撒的神
[00:02:39.000 --> 00:02:41.000]  亞閣的神
[00:02:41.000 --> 00:02:43.000]  第二段經文
[00:02:43.000 --> 00:02:46.000]  愛我守我戒命的
[00:02:46.000 --> 00:02:49.000]  我必向他們發誓愛
[00:02:49.000 --> 00:02:51.000]  直到千代
[00:02:51.000 --> 00:02:53.000]  第三段經文是這段書
[00:02:53.000 --> 00:02:55.000]  亞伯拉罕一約順
[00:02:55.000 --> 00:02:57.000]  蒙著的時候
[00:02:57.000 --> 00:02:59.000]  就遵命出去
[00:02:59.000 --> 00:03:01.000]  我看著你
[00:03:01.000 --> 00:03:03.000]  我看著你
[00:03:03.000 --> 00:03:05.000]  你對著我
[00:03:05.000 --> 00:03:07.000]  我看著你
[00:03:07.000 --> 00:03:09.000]  下一約順
[00:03:09.000 --> 00:03:11.000]  就在我面前
[00:03:11.000 --> 00:03:13.000]  你對著我
[00:03:13.000 --> 00:03:15.000]  我看著你
[00:03:15.000 --> 00:03:17.000]  我看著你
[00:03:17.000 --> 00:03:19.000]  下一約順
[00:03:19.000 --> 00:03:21.000]  就在我面前
[00:03:21.000 --> 00:03:23.000]  你對著我
[00:03:23.000 --> 00:03:25.000]  我看著你
[00:03:25.000 --> 00:03:27.000]  下一約順
[00:03:27.000 --> 00:03:29.000]  就在我面前
[00:03:29.000 --> 00:03:31.000]  你對著我
[00:03:31.000 --> 00:03:33.000]  我看著你
[00:03:33.000 --> 00:03:35.000]  下一約順
[00:03:35.000 --> 00:03:37.000]  就在我面前
[00:03:37.000 --> 00:03:39.000]  你對著我
[00:03:39.000 --> 00:03:41.000]  我看著你
[00:03:41.000 --> 00:03:43.000]  下一約順
[00:03:43.000 --> 00:03:45.000]  就在我面前
[00:03:45.000 --> 00:03:47.000]  你對著我
[00:03:47.000 --> 00:03:49.000]  我看著你
[00:03:49.000 --> 00:03:51.000]  下一約順
[00:03:51.000 --> 00:03:53.000]  就在我面前
[00:03:53.000 --> 00:03:55.000]  你對著我
[00:03:55.000 --> 00:03:57.000]  我看著你
[00:03:57.000 --> 00:03:59.000]  下一約順
[00:03:59.000 --> 00:04:01.000]  就在我面前
[00:04:01.000 --> 00:04:03.000]  你對著我
[00:04:03.000 --> 00:04:05.000]  我看著你
[00:04:05.000 --> 00:04:07.000]  下一約順
[00:04:07.000 --> 00:04:09.000]  就在我面前
[00:04:09.000 --> 00:04:11.000]  你對著我
[00:04:11.000 --> 00:04:13.000]  我看著你
[00:04:13.000 --> 00:04:15.000]  下一約順
[00:04:15.000 --> 00:04:17.000]  就在我面前
[00:04:17.000 --> 00:04:19.000]  你對著我
[00:04:19.000 --> 00:04:21.000]  我看著你
[00:04:21.000 --> 00:04:23.000]  下一約順
[00:04:23.000 --> 00:04:25.000]  就在我面前
[00:04:25.000 --> 00:04:27.000]  你對著我
[00:04:27.000 --> 00:04:29.000]  我看著你
[00:04:29.000 --> 00:04:31.000]  下一約順
[00:04:31.000 --> 00:04:33.000]  就在我面前
[00:04:33.000 --> 00:04:35.000]  你對著我
[00:04:35.000 --> 00:04:37.000]  我看著你
[00:04:37.000 --> 00:04:39.000]  下一約順
[00:04:39.000 --> 00:04:41.000]  就在我面前
[00:04:41.000 --> 00:04:43.000]  你對著我
[00:04:43.000 --> 00:04:45.000]  我看著你
[00:04:45.000 --> 00:04:47.000]  下一約順
[00:04:47.000 --> 00:04:49.000]  就在我面前
[00:04:49.000 --> 00:04:51.000]  你對著我
[00:04:51.000 --> 00:04:53.000]  我看著你
[00:04:53.000 --> 00:04:55.000]  下一約順
[00:04:55.000 --> 00:04:57.000]  就在我面前
[00:04:57.000 --> 00:04:59.000]  你對著我
[00:04:59.000 --> 00:05:01.000]  我看著你
[00:05:01.000 --> 00:05:03.000]  下一約順
[00:05:03.000 --> 00:05:05.000]  就在我面前
[00:05:05.000 --> 00:05:07.000]  你對著我
[00:05:07.000 --> 00:05:09.000]  我看著你
[00:05:09.000 --> 00:05:11.000]  你對著我
[00:05:11.000 --> 00:05:13.000]  我看著你
[00:05:13.000 --> 00:05:15.000]  下一約順
[00:05:15.000 --> 00:05:17.000]  就在我面前
[00:05:17.000 --> 00:05:19.000]  你對著我
[00:05:19.000 --> 00:05:21.000]  我看著你
[00:05:21.000 --> 00:05:23.000]  下一約順
[00:05:23.000 --> 00:05:25.000]  就在我面前
[00:05:25.000 --> 00:05:27.000]  你對著我
[00:05:27.000 --> 00:05:29.000]  我看著你
[00:05:29.000 --> 00:05:31.000]  下一約順
[00:05:31.000 --> 00:05:33.000]  就在我面前
[00:05:33.000 --> 00:05:35.000]  你對著我
[00:05:35.000 --> 00:05:37.000]  我看著你
[00:05:37.000 --> 00:05:39.000]  下一約順
[00:05:39.000 --> 00:05:41.000]  就在我面前
[00:05:41.000 --> 00:05:43.000]  你對著我
[00:05:43.000 --> 00:05:45.000]  我看著你
[00:05:45.000 --> 00:05:47.000]  下一約順
[00:05:47.000 --> 00:05:49.000]  就在我面前
[00:05:49.000 --> 00:05:51.000]  你對著我
[00:05:51.000 --> 00:05:53.000]  我看著你
[00:05:53.000 --> 00:05:55.000]  下一約順
[00:05:55.000 --> 00:05:57.000]  就在我面前
[00:05:57.000 --> 00:05:59.000]  你對著我
[00:05:59.000 --> 00:06:01.000]  我看著你
[00:06:01.000 --> 00:06:03.000]  下一約順
[00:06:03.000 --> 00:06:05.000]  就在我面前
[00:06:05.000 --> 00:06:07.000]  你對著我
[00:06:07.000 --> 00:06:09.000]  我看著你
[00:06:09.000 --> 00:06:11.000]  下一約順
[00:06:11.000 --> 00:06:13.000]  就在我面前
[00:06:13.000 --> 00:06:15.000]  你對著我
[00:06:15.000 --> 00:06:17.000]  我看著你
[00:06:17.000 --> 00:06:19.000]  下一約順
[00:06:19.000 --> 00:06:21.000]  就在我面前
[00:06:21.000 --> 00:06:23.000]  你對著我
[00:06:23.000 --> 00:06:25.000]  我看著你
[00:06:25.000 --> 00:06:27.000]  下一約順
[00:06:27.000 --> 00:06:29.000]  就在我面前
[00:06:29.000 --> 00:06:31.000]  你對著我
[00:06:31.000 --> 00:06:33.000]  我看著你
[00:06:33.000 --> 00:06:35.000]  下一約順
[00:06:35.000 --> 00:06:37.000]  就在我面前
[00:06:37.000 --> 00:06:39.000]  你對著我
[00:06:39.000 --> 00:06:41.000]  我看著你
[00:06:41.000 --> 00:06:43.000]  下一約順
[00:06:43.000 --> 00:06:45.000]  就在我面前
[00:06:45.000 --> 00:06:47.000]  你對著我
[00:06:47.000 --> 00:06:49.000]  我看著你
[00:06:49.000 --> 00:06:51.000]  下一約順
[00:06:51.000 --> 00:06:53.000]  就在我面前
[00:06:53.000 --> 00:06:55.000]  你對著我
[00:06:55.000 --> 00:06:57.000]  我看著你
[00:06:57.000 --> 00:06:59.000]  下一約順
[00:06:59.000 --> 00:07:01.000]  就在我面前
[00:07:01.000 --> 00:07:03.000]  你對著我
[00:07:03.000 --> 00:07:05.000]  我看著你
[00:07:05.000 --> 00:07:07.000]  下一約順
[00:07:07.000 --> 00:07:09.000]  就在我面前
[00:07:09.000 --> 00:07:11.000]  你對著我
[00:07:11.000 --> 00:07:13.000]  我看著你
[00:07:13.000 --> 00:07:15.000]  下一約順
[00:07:15.000 --> 00:07:17.000]  就在我面前
[00:07:17.000 --> 00:07:19.000]  你對著我
[00:07:19.000 --> 00:07:21.000]  我看著你
[00:07:21.000 --> 00:07:23.000]  下一約順
[00:07:23.000 --> 00:07:25.000]  就在我面前
[00:07:25.000 --> 00:07:27.000]  你對著我
[00:07:27.000 --> 00:07:29.000]  我看著你
[00:07:29.000 --> 00:07:31.000]  下一約順
[00:07:31.000 --> 00:07:33.000]  就在我面前
[00:07:33.000 --> 00:07:35.000]  你對著我
[00:07:35.000 --> 00:07:37.000]  我看著你
[00:07:37.000 --> 00:07:39.000]  下一約順
[00:07:39.000 --> 00:07:41.000]  就在我面前
[00:07:41.000 --> 00:07:43.000]  你對著我
[00:07:43.000 --> 00:07:45.000]  我看著你
[00:07:45.000 --> 00:07:47.000]  下一約順
[00:07:47.000 --> 00:07:49.000]  就在我面前
[00:07:49.000 --> 00:07:51.000]  你對著我
[00:07:51.000 --> 00:07:53.000]  我看著你
[00:07:53.000 --> 00:07:55.000]  下一約順
[00:07:55.000 --> 00:07:57.000]  就在我面前
[00:07:57.000 --> 00:07:59.000]  你對著我
[00:07:59.000 --> 00:08:01.000]  我看著你
[00:08:01.000 --> 00:08:03.000]  下一約順
[00:08:03.000 --> 00:08:05.000]  就在我面前
[00:08:05.000 --> 00:08:07.000]  你對著我
[00:08:07.000 --> 00:08:09.000]  我看著你
