
[00:00:00.000 --> 00:00:05.680]  我們今天能夠再一次回到神的殿中去敬拜
[00:00:05.680 --> 00:00:09.740]  我們實在需要很多很多的感謝
[00:00:09.740 --> 00:00:13.220]  因為能夠在聖殿中敬拜
[00:00:13.220 --> 00:00:16.080]  亦都不是必然的事
[00:00:16.080 --> 00:00:17.560]  神保守我們
[00:00:17.560 --> 00:00:18.820]  今天都還可以
[00:00:18.820 --> 00:00:23.120]  我們真是心裏面要充滿感謝
[00:00:23.120 --> 00:00:27.460]  亦都願意神保守我們每一位弟兄姊妹
[00:00:27.460 --> 00:00:33.460]  心靈健壯 常常去經歷主的心恩
[00:00:33.460 --> 00:00:38.400]  大家留意到我們今天的講題
[00:00:38.400 --> 00:00:42.140]  是跟我所定的這幾個月的
[00:00:42.140 --> 00:00:46.040]  有一個主題的宣講是有關的
[00:00:46.040 --> 00:00:49.980]  成長的門徒
[00:00:49.980 --> 00:00:51.880]  長進的門徒
[00:00:51.880 --> 00:00:55.420]  就是我很想在一到四月
[00:00:55.420 --> 00:00:59.020]  跟弟兄姊妹分享的
[00:00:59.020 --> 00:01:03.760]  今天亦都是進到第三講
[00:01:03.760 --> 00:01:05.140]  我曾經講過
[00:01:05.140 --> 00:01:08.400]  我會用四個角度 四個層面
[00:01:08.400 --> 00:01:12.240]  去了解這個主題
[00:01:12.240 --> 00:01:16.480]  一月份我們會用上向的層面
[00:01:16.480 --> 00:01:21.580]  所以我說了我們要操練安靜
[00:01:21.580 --> 00:01:26.180]  我們說了我們要恆常的禱告讀經
[00:01:26.180 --> 00:01:30.820]  因為這些就是在建立我們跟神的關係
[00:01:30.820 --> 00:01:34.160]  是上向的
[00:01:34.160 --> 00:01:39.960]  然後二月份我們就希望將角度有少少的改變
[00:01:39.960 --> 00:01:42.300]  就是內向
[00:01:42.300 --> 00:01:47.180]  內向的意思就是講到我們自己生命的本性
[00:01:47.180 --> 00:01:49.380]  我們的特質是甚麼
[00:01:49.380 --> 00:01:51.880]  自己跟自己的關係
[00:01:51.880 --> 00:01:54.940]  如果英文講是一個being
[00:01:54.940 --> 00:01:57.380]  我們是怎樣的人
[00:01:57.380 --> 00:02:01.320]  今天我們很想跟弟兄姊妹分享的就是
[00:02:01.320 --> 00:02:05.520]  做一個清心的人
[00:02:05.520 --> 00:02:10.460]  下個月主若許我們會繼續講另一個的向度
[00:02:10.460 --> 00:02:12.300]  就是外向
[00:02:12.300 --> 00:02:16.100]  就是我們可以怎樣跟人建立關係
[00:02:16.100 --> 00:02:20.580]  怎樣跟人一起讓人覺得是美好的
[00:02:20.580 --> 00:02:25.880]  我們嘗試從聖經裏面得到一些亮光學習一下
[00:02:25.880 --> 00:02:28.280]  然後去到四月
[00:02:28.280 --> 00:02:32.780]  我們就會從另一個層面就是時向
[00:02:32.780 --> 00:02:36.560]  在做事上我們可以怎樣呢
[00:02:36.560 --> 00:02:39.220]  我們不只是跟人有關係的
[00:02:39.220 --> 00:02:43.800]  我們需要一起有團隊去作功的
[00:02:43.800 --> 00:02:47.200]  怎樣做可以配合得更好呢
[00:02:47.200 --> 00:02:50.760]  我們就希望能夠在這方面有學習
[00:02:50.760 --> 00:02:54.200]  所以就很希望在今天的崇拜中
[00:02:54.200 --> 00:02:57.980]  我們回到這個總的主題
[00:02:57.980 --> 00:02:59.880]  成長的門徒
[00:02:59.880 --> 00:03:05.020]  我們是可以怎樣去實踐呢
[00:03:05.020 --> 00:03:07.860]  今天那個題目就是
[00:03:07.860 --> 00:03:11.320]  作一個清心的人
[00:03:11.320 --> 00:03:13.360]  大家如果留意得到
[00:03:13.360 --> 00:03:14.520]  在早兩個禮拜前
[00:03:14.520 --> 00:03:17.720]  其實我都提過有另一個的題目
[00:03:17.720 --> 00:03:21.560]  那個題目是叫做培養七美德
[00:03:21.560 --> 00:03:23.740]  如果你還記得的話
[00:03:23.740 --> 00:03:26.800]  暫時要擱置那個題目
[00:03:26.800 --> 00:03:30.240]  希望有機會再跟弟兄姊妹分享
[00:03:30.240 --> 00:03:34.180]  這個七美德的課題
[00:03:34.180 --> 00:03:38.420]  我想來想去最後都很想講的就是
[00:03:38.420 --> 00:03:40.320]  清心
[00:03:40.320 --> 00:03:42.020]  清心
[00:03:42.020 --> 00:03:44.380]  很希望我們每一位的弟兄姊妹
[00:03:44.380 --> 00:03:45.920]  我們的being
[00:03:45.920 --> 00:03:50.200]  我們裡頭的生命的本性特質
[00:03:50.200 --> 00:03:55.440]  常常有的是清心
[00:03:55.440 --> 00:03:58.660]  清心
[00:03:58.660 --> 00:04:00.100]  我不知道大家還記不記得
[00:04:00.100 --> 00:04:02.180]  很多很多年前
[00:04:02.180 --> 00:04:04.640]  很多很多年前
[00:04:04.640 --> 00:04:07.680]  電視台有一些廣告
[00:04:07.680 --> 00:04:10.480]  有一則廣告是講什麼呢
[00:04:10.480 --> 00:04:16.120]  是賣某個牌子的蒸餾水
[00:04:16.120 --> 00:04:18.560]  某一個牌子的蒸餾水
[00:04:18.560 --> 00:04:21.860]  這個宣傳廣告怎樣去表達呢
[00:04:21.860 --> 00:04:24.300]  在鏡頭裡面所看到的
[00:04:24.300 --> 00:04:26.200]  是有一個實驗室的人員
[00:04:26.200 --> 00:04:27.740]  一個研究人員
[00:04:27.740 --> 00:04:30.700]  就拿著一些水質的東西
[00:04:30.700 --> 00:04:35.280]  就在實驗室走出又走進
[00:04:35.280 --> 00:04:37.240]  他走進去是做什麼
[00:04:37.240 --> 00:04:39.480]  做一些檢測、檢定
[00:04:39.480 --> 00:04:41.080]  然後再走出來
[00:04:41.080 --> 00:04:43.520]  所以在鏡頭裡面就看到這個
[00:04:43.520 --> 00:04:46.580]  研究人員就是這樣拿著一些水
[00:04:46.580 --> 00:04:49.220]  在實驗室出出入入
[00:04:49.220 --> 00:04:52.860]  然後每一次當去到出和入之間
[00:04:52.860 --> 00:04:54.260]  在這個電視台
[00:04:54.260 --> 00:04:57.600]  電視的畫面就出現一些聲音
[00:04:57.600 --> 00:05:00.300]  大家還記不記得這個廣告
[00:05:00.300 --> 00:05:04.400]  那個聲音講什麼呢
[00:05:04.400 --> 00:05:06.300]  清純
[00:05:06.300 --> 00:05:08.080]  清純
[00:05:08.080 --> 00:05:10.440]  清純就是這樣
[00:05:10.440 --> 00:05:12.520]  一出一入的時候講到清純
[00:05:12.520 --> 00:05:15.520]  大家在看這個廣告就很清楚的知道
[00:05:15.520 --> 00:05:18.480]  這個牌子的蒸餾水是在表達什麼
[00:05:18.480 --> 00:05:21.560]  我們的出產、我們的產品
[00:05:21.560 --> 00:05:23.860]  我們的水
[00:05:23.860 --> 00:05:25.560]  是清純的
[00:05:25.560 --> 00:05:26.660]  是值得推薦的
[00:05:26.660 --> 00:05:31.400]  你用的時候是可以非常美好的
[00:05:31.400 --> 00:05:37.800]  它要凸顯的是水質的清和純
[00:05:37.800 --> 00:05:40.100]  我相信這個就是
[00:05:40.100 --> 00:05:43.740]  這個牌子的蒸餾水想要表達的東西
[00:05:43.740 --> 00:05:46.840]  我們又轉念想一想
[00:05:46.840 --> 00:05:49.320]  我們基督徒的生命
[00:05:49.320 --> 00:05:52.180]  我們最想表達的是什麼呢
[00:05:52.180 --> 00:05:55.160]  主耶穌對我們的生命的要求
[00:05:55.160 --> 00:06:00.400]  又最想我們達到一個什麼水平呢
[00:06:00.400 --> 00:06:01.760]  弟兄姊妹
[00:06:01.760 --> 00:06:04.400]  我相信都是
[00:06:04.400 --> 00:06:07.540]  跟這個牌子的蒸餾水有些相近的地方
[00:06:07.540 --> 00:06:09.260]  相似的地方
[00:06:09.260 --> 00:06:11.540]  是期望我們的生命
[00:06:11.540 --> 00:06:13.600]  我們的being
[00:06:13.600 --> 00:06:17.100]  是又清又純
[00:06:17.100 --> 00:06:20.880]  要清純、清純
[00:06:20.880 --> 00:06:23.580]  讓我們看回耶穌基督的說話
[00:06:23.580 --> 00:06:25.780]  剛才我們所讀的經文
[00:06:25.780 --> 00:06:27.280]  大家記得了
[00:06:27.280 --> 00:06:32.920]  就是《馬太福音》的第五章第八節
[00:06:32.920 --> 00:06:36.620]  亦都是登山補訓的其中的經文
[00:06:36.620 --> 00:06:38.460]  亦都是我們很熟悉的
[00:06:38.460 --> 00:06:42.560]  八福裏面的其中的一個福
[00:06:42.560 --> 00:06:44.640]  蒙福的人是怎樣呢
[00:06:44.640 --> 00:06:48.640]  是清心的人
[00:06:48.640 --> 00:06:52.980]  是耶穌基督對他的門徒來的吩咐
[00:06:52.980 --> 00:06:57.120]  你們要向著這個標竿來努力
[00:06:57.120 --> 00:06:58.880]  要做什麼呢
[00:06:58.880 --> 00:07:03.320]  其中一個很重要的就是要清心
[00:07:03.320 --> 00:07:06.360]  我相信我們都大概可以了解到
[00:07:06.360 --> 00:07:15.560]  清心就是清潔、純潔、沒有雜質、透明
[00:07:15.560 --> 00:07:18.540]  大概都是一個這樣的意思
[00:07:18.540 --> 00:07:20.840]  耶穌基督吩咐他的門徒
[00:07:20.840 --> 00:07:25.440]  提醒他的門徒是需要做到這個地步
[00:07:25.440 --> 00:07:28.640]  今天我們說我們是耶穌基督的門徒
[00:07:28.640 --> 00:07:32.580]  跟隨耶穌基督聽從主的吩咐的時候
[00:07:32.580 --> 00:07:34.720]  我們就自問一下
[00:07:34.720 --> 00:07:38.280]  我們的心是不是很清的呢
[00:07:38.280 --> 00:07:41.320]  我們的心是不是很純的呢
[00:07:41.320 --> 00:07:43.820]  我們的心是不是很潔淨的呢
[00:07:43.820 --> 00:07:46.800]  我們的心是不是沒有雜質呢
[00:07:46.800 --> 00:07:48.660]  還是很混濁的呢
[00:07:48.660 --> 00:07:50.700]  還是很惱教的呢
[00:07:50.700 --> 00:07:55.400]  這個就值得我們反覆地去思量
[00:07:55.400 --> 00:07:59.980]  為了要明白這一節這麼短的經文裏面的教導
[00:07:59.980 --> 00:08:02.820]  那個內涵、那個精義
[00:08:02.820 --> 00:08:07.320]  我就嘗試去看一下英文的版本
[00:08:07.320 --> 00:08:10.120]  也看一下其他的聖經翻譯的版本
[00:08:10.120 --> 00:08:11.960]  想了解多一點的時候
[00:08:11.960 --> 00:08:14.420]  所以我就把它整理出來
[00:08:14.420 --> 00:08:16.560]  我想讀給大家聽
[00:08:16.560 --> 00:08:17.760]  讓大家都知道
