
[00:00:00.000 --> 00:00:02.640]  創天做祢的主,我們獻上感恩
[00:00:02.640 --> 00:00:05.740]  因為我們能夠有一天
[00:00:05.740 --> 00:00:08.260]  去親近祢自己
[00:00:08.260 --> 00:00:10.260]  去來到祢的殿裡
[00:00:10.260 --> 00:00:12.260]  去歌頌讚美祢自己的名
[00:00:12.260 --> 00:00:17.160]  願主祢悅納我們剛才在祢面前的讚美敬拜
[00:00:17.160 --> 00:00:19.160]  我們求信在祢自己
[00:00:19.160 --> 00:00:22.440]  親自監察人心
[00:00:22.440 --> 00:00:27.560]  祢見到世上很多的疾苦、苦難
[00:00:27.560 --> 00:00:29.560]  主在祢起見
[00:00:29.560 --> 00:00:34.060]  很希望教會透過弟兄姊妹
[00:00:34.060 --> 00:00:36.800]  去祝福、去看顧他們
[00:00:36.800 --> 00:00:40.960]  主今日求祢親自對我們講說話
[00:00:40.960 --> 00:00:44.060]  躺在我們當中有困苦的
[00:00:44.060 --> 00:00:49.160]  在經濟上有困惑的
[00:00:49.160 --> 00:00:51.160]  求主憐憫
[00:00:51.160 --> 00:00:57.160]  也求主感動我們在祢裡面得到富足的
[00:00:57.160 --> 00:01:01.160]  求上帝使用我們成為多人的祝福
[00:01:01.160 --> 00:01:03.560]  讓他們經歷到我們所經歷的
[00:01:03.560 --> 00:01:06.060]  就是祢的看顧和供應
[00:01:06.060 --> 00:01:08.760]  基督奉耶穌基督名,阿門
[00:01:08.760 --> 00:01:09.960]  真人真事
[00:01:09.960 --> 00:01:13.960]  美國有一個五歲的小朋友叫Catherine
[00:01:13.960 --> 00:01:15.360]  她有一次看電視
[00:01:15.360 --> 00:01:20.460]  電視說非洲每三十秒就有一個小朋友離世
[00:01:20.460 --> 00:01:21.660]  她就自己數了
[00:01:21.660 --> 00:01:24.260]  一、二、三、四、五
[00:01:24.260 --> 00:01:25.760]  數到三十
[00:01:25.760 --> 00:01:27.760]  之後她就整個顫抖
[00:01:27.760 --> 00:01:29.160]  媽媽看到她這樣
[00:01:29.160 --> 00:01:30.660]  咦?什麼事?
[00:01:30.660 --> 00:01:31.660]  她就說
[00:01:31.660 --> 00:01:35.160]  媽媽,非洲那些小朋友每三十秒就會有人死
[00:01:35.160 --> 00:01:36.660]  為什麼?
[00:01:36.660 --> 00:01:39.560]  媽媽就上網幫她找資料
[00:01:39.560 --> 00:01:41.660]  發現到原來在非洲裡面
[00:01:41.660 --> 00:01:44.260]  有一個病症
[00:01:44.260 --> 00:01:45.260]  是一個藥質
[00:01:45.260 --> 00:01:47.060]  是透過蚊子傳播
[00:01:47.060 --> 00:01:49.960]  而當地的非洲小朋友
[00:01:49.960 --> 00:01:52.360]  他們沒有足夠的措施去保護他
[00:01:52.360 --> 00:01:54.360]  例如蚊帳
[00:01:54.360 --> 00:01:56.360]  她說為什麼沒有呢?
[00:01:56.360 --> 00:01:58.060]  因為沒有錢
[00:01:58.060 --> 00:01:59.560]  兩個星期之後
[00:01:59.560 --> 00:02:03.760]  Catherine的幼稚園老師打電話給她媽媽
[00:02:03.760 --> 00:02:05.260]  就說
[00:02:05.260 --> 00:02:10.260]  太太,你女兒沒有繳交小食費
[00:02:10.260 --> 00:02:12.960]  她說不是,錢給了她,為什麼不繳交?
[00:02:12.960 --> 00:02:15.460]  她就問Catherine,為什麼你不繳交?
[00:02:15.460 --> 00:02:17.960]  她說我用來買蚊帳
[00:02:17.960 --> 00:02:19.460]  媽媽聽到之後
[00:02:19.460 --> 00:02:21.660]  心裡面都很感動
[00:02:21.660 --> 00:02:24.260]  所以就帶了女兒去買了蚊帳
[00:02:24.260 --> 00:02:29.860]  就拿了蚊帳去一個專門運送蚊帳的自然團體
[00:02:29.860 --> 00:02:31.160]  給他們
[00:02:31.160 --> 00:02:34.860]  這個組織看到這麼小就有這樣的善心
[00:02:34.860 --> 00:02:35.660]  就跟他們說
[00:02:35.660 --> 00:02:40.260]  你是我們組織第一個這麼年輕的捐贈者
[00:02:40.260 --> 00:02:40.960]  恭喜你
[00:02:40.960 --> 00:02:43.660]  只要你多捐贈十個
[00:02:43.660 --> 00:02:48.160]  我們就會給你一張獎狀
[00:02:48.160 --> 00:02:50.660]  五歲小朋友聽到獎狀
[00:02:50.660 --> 00:02:52.860]  眼都瞪了,很想要
[00:02:52.860 --> 00:02:56.460]  不過十個,怎麼辦呢?
[00:02:56.460 --> 00:02:58.660]  她自己想到一個方法
[00:02:58.660 --> 00:03:02.260]  就是自己畫獎狀
[00:03:02.260 --> 00:03:03.660]  不是送給自己
[00:03:03.660 --> 00:03:05.960]  是到處將獎狀告訴別人
[00:03:05.960 --> 00:03:09.060]  叫他們都買一個的蚊帳
[00:03:09.060 --> 00:03:11.660]  在當中得到牧師
[00:03:11.660 --> 00:03:13.660]  有自然的老師鼓勵她
[00:03:13.660 --> 00:03:15.060]  她有一天
[00:03:15.060 --> 00:03:16.260]  竟然寫了一封信
[00:03:16.260 --> 00:03:20.060]  被當時的世界首富蓋茨標記
[00:03:20.060 --> 00:03:23.460]  她在信中這樣說
[00:03:23.460 --> 00:03:24.460]  蓋茨先生
[00:03:24.460 --> 00:03:28.660]  非洲的小朋友如果沒有蚊帳就會死
[00:03:28.660 --> 00:03:30.260]  但他們沒有錢
[00:03:30.260 --> 00:03:35.460]  聽說錢就在你這裡
[00:03:35.460 --> 00:03:39.460]  她就畫了一張獎狀給蓋茨
[00:03:39.460 --> 00:03:41.660]  蓋茨又捐了三百萬美金
[00:03:41.660 --> 00:03:44.060]  去資助這個活動
[00:03:44.060 --> 00:03:46.460]  非洲因為一個五歲的小朋友
[00:03:46.460 --> 00:03:50.260]  有超過一百萬的非洲孩童
[00:03:50.260 --> 00:03:52.460]  能夠得到幫助
[00:03:52.460 --> 00:03:57.260]  現在非洲有一個蚊帳村
[00:03:57.260 --> 00:03:59.660]  是用Catherine去命名的
[00:03:59.660 --> 00:04:02.860]  聽到這個故事我們當然很激勵
[00:04:02.860 --> 00:04:04.460]  但很快有人會想
[00:04:04.460 --> 00:04:06.260]  免費送蚊帳
[00:04:06.260 --> 00:04:08.860]  當地人會不會珍惜
[00:04:08.860 --> 00:04:10.660]  會不會好好地用
[00:04:10.660 --> 00:04:15.060]  會不會當作魚網去釣魚用呢?
[00:04:15.060 --> 00:04:20.060]  究竟為貧窮人提供援助
[00:04:20.060 --> 00:04:22.460]  是好還是不好呢?
[00:04:22.460 --> 00:04:24.460]  這是一個很大的問題
[00:04:24.460 --> 00:04:26.260]  我還沒有答案
[00:04:26.260 --> 00:04:28.460]  但我們可以將這麼大的問題
[00:04:28.460 --> 00:04:30.860]  拆除一些小問題
[00:04:30.860 --> 00:04:31.860]  因為時間關係
[00:04:31.860 --> 00:04:35.660]  我們只會一起探討兩個小問題
[00:04:35.660 --> 00:04:38.260]  我們會從生命記裡面找答案
[00:04:38.260 --> 00:04:39.460]  第一個小問題
[00:04:39.460 --> 00:04:42.660]  何必再扶貧呢?
[00:04:42.660 --> 00:04:45.060]  生命記二十四章二十二節說
[00:04:45.060 --> 00:04:46.860]  你要記得
[00:04:46.860 --> 00:04:50.460]  你曾在埃及地作過奴隸
[00:04:50.460 --> 00:04:53.460]  所以我吩咐你遵行這事
[00:04:53.460 --> 00:04:56.460]  記得和不忘記
[00:04:56.460 --> 00:04:58.860]  在這兩個詞語裡面
[00:04:58.860 --> 00:05:02.660]  在整個生命記是一個關鍵字
[00:05:02.660 --> 00:05:05.060]  神擔心以色列人進入
[00:05:05.060 --> 00:05:10.460]  應許地擺脫了在曠野所經歷的痛苦
[00:05:10.460 --> 00:05:14.460]  饑渴和貧窮的日子之後
[00:05:14.460 --> 00:05:16.460]  他就忘記了自己的本相
[00:05:16.460 --> 00:05:18.860]  更加忘記了神
[00:05:18.860 --> 00:05:20.660]  生命記要指出就是
[00:05:20.660 --> 00:05:25.260]  豐衣足食會容易令人忘記神
[00:05:25.260 --> 00:05:31.060]  而忘記會使人對神不敬不欠
[00:05:31.060 --> 00:05:32.860]  我們困苦的時候
[00:05:32.860 --> 00:05:34.860]  總會向神呼求
[00:05:34.860 --> 00:05:35.860]  倚靠祂
[00:05:35.860 --> 00:05:38.060]  但當我們豐衣足食
[00:05:38.060 --> 00:05:41.860]  神會否在我們心裡淪為一個裝飾
[00:05:41.860 --> 00:05:44.060]  口中說感恩神的恩典
[00:05:44.060 --> 00:05:46.860]  但心底裡總覺得
[00:05:46.860 --> 00:05:48.660]  現在我所擁有的
[00:05:48.660 --> 00:05:52.860]  是靠我自己雙手賺來的
[00:05:52.860 --> 00:05:55.060]  在這時候我們會否將信仰
[00:05:55.060 --> 00:05:58.460]  變成好像我們衣裳上一件裝飾品
[00:05:58.460 --> 00:06:03.660]  這個象徵只是幫我們額外的得到益處
[00:06:03.660 --> 00:06:05.060]  摩西重申
[00:06:05.060 --> 00:06:07.460]  他在生命記八章裡面說
[00:06:07.460 --> 00:06:09.260]  你心裡說
[00:06:09.260 --> 00:06:10.660]  這財富是我力量
[00:06:10.660 --> 00:06:13.260]  我手的能力是可以的
[00:06:13.260 --> 00:06:14.860]  你要記得
[00:06:14.860 --> 00:06:16.260]  而說你神
[00:06:16.260 --> 00:06:19.860]  因為得財富的能力是祂賜給你的
[00:06:19.860 --> 00:06:24.460]  為要堅守祂向你列祖所起的誓
[00:06:24.460 --> 00:06:26.460]  像今天一樣
[00:06:26.460 --> 00:06:29.060]  神賜人富足
[00:06:29.060 --> 00:06:32.660]  賜以色人有足夠在物質
[00:06:32.660 --> 00:06:35.460]  土地各方面賜他豐足
[00:06:35.460 --> 00:06:37.860]  其中一個的原因
[00:06:37.860 --> 00:06:39.660]  是提供了一個答案
[00:06:39.660 --> 00:06:42.060]  在十五章四節裡說
[00:06:42.060 --> 00:06:47.060]  在你中間不會有貧窮人
[00:06:47.060 --> 00:06:49.460]  在你中間
[00:06:49.460 --> 00:06:53.060]  是一個眾數的意思
[00:06:53.060 --> 00:06:56.460]  是向一個整個的群體宣告
[00:06:56.460 --> 00:06:58.260]  不是說我們每一個人
[00:06:58.260 --> 00:07:01.060]  都因為神的緣故可以發達有錢
[00:07:01.060 --> 00:07:02.260]  更加不是說
[00:07:02.260 --> 00:07:06.260]  我們每一個人的戶口可以收支平衡
[00:07:06.260 --> 00:07:09.060]  說的是整個的社會
[00:07:09.060 --> 00:07:13.260]  在經濟均衡分配的層面裡
[00:07:13.260 --> 00:07:15.660]  能夠得到神的眷顧
[00:07:15.660 --> 00:07:20.460]  神並不是單單關注我們個人的屬靈境況
[00:07:20.460 --> 00:07:25.260]  更加神要關注的是整個社會的狀態
[00:07:25.260 --> 00:07:28.460]  在出埃及記和生命記裡面
[00:07:28.460 --> 00:07:30.460]  所頒布的律例
[00:07:30.460 --> 00:07:34.260]  其實是要為以色列人建立一個經濟系統
[00:07:34.260 --> 00:07:36.060]  怎樣分配土地
[00:07:36.060 --> 00:07:39.260]  禁止土地被分割
[00:07:39.260 --> 00:07:43.260]  或者將土地像商品一樣自由買賣
[00:07:43.260 --> 00:07:45.260]  禁止放高利貸
[00:07:45.260 --> 00:07:47.860]  更加吩咐以色列人守一個
[00:07:47.860 --> 00:07:51.460]  能夠免去債務的欺凌的律例
[00:07:51.460 --> 00:07:54.660]  為的是要提供一個在經濟權力上
[00:07:54.660 --> 00:07:56.860]  一個制衡的系統
[00:07:56.860 --> 00:08:02.660]  神這樣說,如果以色列人謹守他的律例
[00:08:02.660 --> 00:08:06.660]  根本在他們的地方不會有窮人
[00:08:06.660 --> 00:08:08.260]  但有趣的地方是
[00:08:08.260 --> 00:08:11.260]  神一早知道人的現實
[00:08:11.260 --> 00:08:14.660]  因此在那段經文所說的幾節之後
[00:08:14.660 --> 00:08:17.060]  就提到了十五章十一節
[00:08:17.060 --> 00:08:21.260]  因為地上的貧窮人永遠都不會斷絕
[00:08:21.260 --> 00:08:22.860]  所以我吩咐你們說
[00:08:22.860 --> 00:08:28.860]  總要伸手幫助你在地上困苦貧窮的兄弟
[00:08:28.860 --> 00:08:30.060]  我們就在想
[00:08:30.060 --> 00:08:33.660]  既然貧窮永遠都存在
[00:08:33.660 --> 00:08:37.460]  其實我們做什麼都不會改變任何東西
[00:08:37.460 --> 00:08:40.060]  那何須再做事呢?
[00:08:40.060 --> 00:08:41.660]  但神的意思是什麼?
[00:08:41.660 --> 00:08:45.860]  既然窮人就在我們身邊
[00:08:45.860 --> 00:08:50.060]  就讓我們有足夠的機會
[00:08:50.060 --> 00:08:52.260]  表現那種慷慨
[00:08:52.260 --> 00:08:56.660]  跟別人分享關心那些貧窮的人
[00:08:56.660 --> 00:08:58.860]  扶貧就是叫我們要記得
[00:08:58.860 --> 00:09:01.260]  也不要忘記一件事
[00:09:01.260 --> 00:09:03.060]  我們現在所擁有的
[00:09:03.060 --> 00:09:06.660]  是白白從神得來的
[00:09:06.660 --> 00:09:09.260]  應該負起社會的責任
[00:09:09.260 --> 00:09:14.060]  白白慷慨與有需要的人分享
[00:09:14.060 --> 00:09:17.260]  第二個小問題就是
[00:09:17.260 --> 00:09:19.260]  還能改變什麼呢?
[00:09:19.260 --> 00:09:21.860]  既然貧窮是永遠存在的
[00:09:21.860 --> 00:09:24.060]  我們還能改變什麼呢?
[00:09:24.060 --> 00:09:30.460]  在《生命記》的24章19-21節這麼說
[00:09:30.460 --> 00:09:33.260]  在你田間收割莊稼
[00:09:33.260 --> 00:09:37.060]  若忘記一菌在田野
[00:09:37.060 --> 00:09:40.460]  就不要再回去那
[00:09:40.460 --> 00:09:45.460]  要留給寄居的孤兒和寡婦
[00:09:45.460 --> 00:09:46.460]  很讓人疑惑
[00:09:46.460 --> 00:09:51.460]  你神在你手中所做的一切似乎給你
[00:09:51.460 --> 00:09:53.860]  你打了橄欖樹
[00:09:53.860 --> 00:09:56.860]  枝上剩下的就不可再打了
[00:09:56.860 --> 00:10:03.460]  要留給寄居的孤兒和寡婦
[00:10:03.460 --> 00:10:06.660]  你摘葡萄樹的葡萄
[00:10:06.660 --> 00:10:09.860]  凋落的不要撿了
[00:10:09.860 --> 00:10:14.860]  要留給寄居的孤兒和寡婦
[00:10:14.860 --> 00:10:16.460]  《生命記》24章裡面
[00:10:16.460 --> 00:10:17.660]  你有沒有留意
[00:10:17.660 --> 00:10:20.260]  經文裡面從來沒有提到
[00:10:20.260 --> 00:10:24.060]  要求民眾必須將他自己的土地
[00:10:24.060 --> 00:10:27.660]  和新移民共享
[00:10:27.660 --> 00:10:31.460]  或者分開
[00:10:31.460 --> 00:10:37.260]  甚至一起去分享這些收成
[00:10:37.260 --> 00:10:42.660]  那慷慨的是將土地剩下來的收成
[00:10:42.660 --> 00:10:47.260]  與新移民和弱勢社群分享
[00:10:47.260 --> 00:10:48.660]  你留意
[00:10:48.660 --> 00:10:50.860]  那規定只是很簡單的
[00:10:50.860 --> 00:10:54.460]  就是如果你去收割
[00:10:54.460 --> 00:10:57.660]  捆了一些禍桿
[00:10:57.660 --> 00:10:59.060]  運送的時候掉了
[00:10:59.060 --> 00:11:01.860]  就由它了,不要撿
[00:11:01.860 --> 00:11:04.860]  如果在枝上剩下一些
[00:11:04.860 --> 00:11:07.060]  你不要打下去了
[00:11:07.060 --> 00:11:10.860]  由它了,留給那些孤兒寡婦
[00:11:10.860 --> 00:11:12.860]  你摘葡萄的時候
[00:11:12.860 --> 00:11:17.060]  摘漏了的不要再摘了,由它了
[00:11:17.060 --> 00:11:19.660]  它掉下來,由它了
[00:11:19.660 --> 00:11:24.260]  留給孤兒寡婦和新移民
[00:11:24.260 --> 00:11:26.060]  分享的,你有沒有發覺
[00:11:26.060 --> 00:11:30.060]  只是零零碎碎的東西
[00:11:30.060 --> 00:11:33.460]  不會影響到分享者的安全系數
[00:11:33.460 --> 00:11:36.060]  或者他生活的素質
[00:11:36.060 --> 00:11:40.060]  這種觀念不只是單單在《生命記》有
[00:11:40.060 --> 00:11:42.660]  梁家騰院長曾經說到
[00:11:42.660 --> 00:11:49.660]  分享正如能夠減輕仇富情緒
[00:11:49.660 --> 00:11:53.260]  這也是保羅提倡平等的精神
[00:11:53.260 --> 00:11:54.860]  一個動態的
[00:11:54.860 --> 00:11:57.260]  而不是僵化的平等觀念
[00:11:57.260 --> 00:11:59.460]  而是出於愛心的
[00:11:59.460 --> 00:12:02.060]  而不是出於仇恨暴力
[00:12:02.060 --> 00:12:04.060]  去實踐平等
[00:12:04.060 --> 00:12:05.460]  分享的精神
[00:12:05.460 --> 00:12:08.060]  再不是說你有的
[00:12:08.060 --> 00:12:10.860]  我要仇恨你
[00:12:10.860 --> 00:12:13.260]  你沒有的,我憐憫你
[00:12:13.260 --> 00:12:14.660]  不再是這樣
[00:12:14.660 --> 00:12:17.460]  因為今天的貧窮
[00:12:17.460 --> 00:12:21.660]  不等於他日他不會變成富裕
[00:12:21.660 --> 00:12:24.260]  今天富裕
[00:12:24.260 --> 00:12:26.860]  有一天我們不敢擔保
[00:12:26.860 --> 00:12:29.260]  他會一無所有
[00:12:29.260 --> 00:12:31.660]  在保羅的財富觀裡
[00:12:31.660 --> 00:12:34.860]  他會清楚有一個觀念
[00:12:34.860 --> 00:12:39.660]  就是信徒永遠都不能夠扮演施政的角色
[00:12:39.660 --> 00:12:43.860]  因為財富是永遠都無法保留的
[00:12:43.860 --> 00:12:47.260]  貧或者富只是短暫
[00:12:47.260 --> 00:12:49.460]  而不是永恆
[00:12:49.460 --> 00:12:52.060]  這種觀念其實在今日現代
[00:12:52.060 --> 00:12:53.660]  我們都很明白的
[00:12:53.660 --> 00:12:55.860]  股票一天升
[00:12:55.860 --> 00:12:57.460]  好像很厲害
[00:12:57.460 --> 00:12:59.060]  只是賬面數
[00:12:59.060 --> 00:13:01.260]  第二天跌
[00:13:01.260 --> 00:13:02.860]  你都不知道
[00:13:02.860 --> 00:13:04.860]  就好像針研所說
[00:13:04.860 --> 00:13:06.460]  財富就好像飛鳥
[00:13:06.460 --> 00:13:11.060]  你捉也捉不到
[00:13:11.060 --> 00:13:15.460]  有一個泰國的電訊廣告的故事是這樣的
[00:13:15.460 --> 00:13:21.260]  有一個男孩偷了藥店的一些藥物
[00:13:21.260 --> 00:13:24.060]  當場就被老闆娘抓住
[00:13:24.060 --> 00:13:28.060]  老闆娘又罵又打
[00:13:28.060 --> 00:13:31.060]  之後附近的食店的老爸
[00:13:31.060 --> 00:13:33.660]  就走出來叫他停手
[00:13:33.660 --> 00:13:35.660]  發生什麼事
[00:13:35.660 --> 00:13:37.660]  你要這麼多藥做什麼
[00:13:37.660 --> 00:13:39.260]  問那個男孩
[00:13:39.260 --> 00:13:40.860]  那個男孩就說
[00:13:40.860 --> 00:13:42.460]  媽媽病了
[00:13:42.460 --> 00:13:44.460]  於是這個老爸
