
[00:00:00.000 --> 00:00:05.680]  今天我們想跟大家分享一個信心的功課
[00:00:05.680 --> 00:00:07.680]  信心的考驗
[00:00:07.680 --> 00:00:13.120]  我們經常說信耶穌
[00:00:13.120 --> 00:00:17.440]  有些人對信耶穌有少許誤解
[00:00:17.440 --> 00:00:19.440]  以為信耶穌
[00:00:19.440 --> 00:00:21.440]  信了一次就夠了
[00:00:21.440 --> 00:00:24.880]  我已經信了就夠了
[00:00:24.880 --> 00:00:31.280]  其實信是一個英文說的present continuous tense
[00:00:31.280 --> 00:00:34.240]  即是繼續繼續繼續信
[00:00:34.240 --> 00:00:36.480]  不可以停止的
[00:00:36.480 --> 00:00:37.920]  這個信
[00:00:37.920 --> 00:00:40.560]  聖經說我們本於信
[00:00:40.560 --> 00:00:42.080]  以至於信
[00:00:42.080 --> 00:00:46.880]  即是人生裏面我們將來走去哪裏
[00:00:46.880 --> 00:00:48.560]  我們做些甚麼事
[00:00:48.560 --> 00:00:50.560]  完全都是信的
[00:00:50.560 --> 00:00:52.560]  所以信耶穌開始的話
[00:00:52.560 --> 00:00:54.960]  我們信神的時候
[00:00:54.960 --> 00:00:56.960]  信耶穌信神愛我們
[00:00:56.960 --> 00:00:58.960]  我們得到這個永生
[00:00:58.960 --> 00:01:01.840]  不只是將來我們搞定
[00:01:01.840 --> 00:01:06.160]  是影響著現今我們怎樣活著
[00:01:06.160 --> 00:01:07.600]  我們的生命
[00:01:07.600 --> 00:01:09.840]  所以信心的考驗
[00:01:09.840 --> 00:01:12.880]  是叫我們的信神是真的
[00:01:12.880 --> 00:01:16.400]  有些人信神就好像魔鬼那樣信
[00:01:16.400 --> 00:01:18.800]  只是信神存在
[00:01:18.800 --> 00:01:21.040]  你信不信?信不信很多東西?
[00:01:21.040 --> 00:01:23.040]  信不信秦始皇在這裏?
[00:01:23.040 --> 00:01:24.320]  存在過?信
[00:01:24.320 --> 00:01:27.040]  但這個信對你沒有甚麼影響
[00:01:27.040 --> 00:01:30.000]  不過秦始皇燒了那些古書
[00:01:30.000 --> 00:01:32.000]  我們考慮考慮燒了很多東西
[00:01:32.000 --> 00:01:34.320]  得感謝主
[00:01:34.320 --> 00:01:36.400]  我們信有些東西
[00:01:36.400 --> 00:01:38.000]  信它存在這麼簡單
[00:01:38.000 --> 00:01:40.240]  但我這個信是說到
[00:01:40.240 --> 00:01:43.600]  我們信神是一個很真誠的信
[00:01:43.600 --> 00:01:46.400]  這個信是一種求靠的信
[00:01:46.400 --> 00:01:47.520]  倚靠的信
[00:01:47.520 --> 00:01:49.520]  不是一種利用的信
[00:01:49.520 --> 00:01:51.520]  我們只是信神存在
[00:01:51.520 --> 00:01:52.720]  利用神
[00:01:52.720 --> 00:01:54.000]  有甚麼搞不定
[00:01:54.000 --> 00:01:54.800]  神你幫我
[00:01:54.800 --> 00:01:56.080]  我喜歡怎樣就怎樣
[00:01:56.080 --> 00:01:57.200]  你搞定
[00:01:57.200 --> 00:01:58.800]  這種信心
[00:01:58.800 --> 00:02:00.800]  信心裏面不是說這種信心
[00:02:00.800 --> 00:02:03.200]  所以信心是經過考驗
[00:02:03.200 --> 00:02:05.680]  考驗即是我們是否真信
[00:02:05.680 --> 00:02:08.720]  所以好像精金一樣需要考驗
[00:02:08.720 --> 00:02:10.240]  我們的信心
[00:02:10.240 --> 00:02:12.080]  原來我們的信心是實在的
[00:02:12.080 --> 00:02:14.080]  所以考驗信心
[00:02:14.080 --> 00:02:17.440]  不是神在作弄或作弄我們
[00:02:17.440 --> 00:02:21.040]  神要我們有一個真誠的信心
[00:02:21.040 --> 00:02:24.480]  去繼續去信靠祂的時候
[00:02:24.480 --> 00:02:26.320]  我們的生命
[00:02:26.320 --> 00:02:28.160]  是一個豐盛的生命
[00:02:28.160 --> 00:02:29.760]  所以信心是說到
[00:02:29.760 --> 00:02:32.800]  如果我們人的罪
[00:02:32.800 --> 00:02:35.040]  剛才有些弟兄姊妹說在外面
[00:02:35.040 --> 00:02:37.280]  我們應該做一些犯罪的事
[00:02:37.280 --> 00:02:40.400]  即是吃飯的飯
[00:02:40.400 --> 00:02:42.800]  一起罪下的罪
[00:02:42.800 --> 00:02:45.760]  不是犯罪
[00:02:45.760 --> 00:02:48.240]  信心是說到甚麼呢
[00:02:48.240 --> 00:02:52.880]  信心是說我們去信靠神的時候
[00:02:52.880 --> 00:02:56.240]  我們的生命是不一樣的
[00:02:56.240 --> 00:02:59.680]  這種信是很寶貴的
[00:02:59.680 --> 00:03:01.680]  是非常非常的寶貴
[00:03:01.680 --> 00:03:04.000]  信心是不斷的增長
[00:03:04.000 --> 00:03:06.240]  不斷的認識神
[00:03:06.240 --> 00:03:07.680]  當你認識神的時候
[00:03:07.680 --> 00:03:11.200]  你知道神會帶你一個更加的道路
[00:03:11.200 --> 00:03:15.360]  我想說的是我們何時沒有信心呢
[00:03:15.360 --> 00:03:17.920]  就是罪就開始
[00:03:17.920 --> 00:03:20.160]  何時沒有信心罪就開始
[00:03:20.160 --> 00:03:23.040]  罪就使我們斷了
[00:03:23.040 --> 00:03:26.320]  斷了和神的關係
[00:03:26.320 --> 00:03:28.560]  想給大家看看這張圖片
[00:03:28.560 --> 00:03:30.400]  看看我們有沒有拍到
[00:03:30.400 --> 00:03:33.200]  這是一個跳降傘
[00:03:33.200 --> 00:03:35.280]  即是狗跳降傘
[00:03:35.280 --> 00:03:36.800]  有沒有看過
[00:03:36.800 --> 00:03:38.720]  都挺有趣的
[00:03:38.720 --> 00:03:40.640]  這幾天就是前幾天
[00:03:40.640 --> 00:03:44.400]  如果大家有看《Our Daily Bread》的時候
[00:03:44.400 --> 00:03:45.760]  《靈明日亮》
[00:03:45.760 --> 00:03:47.200]  他有說過這件事
[00:03:47.200 --> 00:03:50.240]  以前在第二次世界大戰的時候
[00:03:50.240 --> 00:03:51.680]  他們為甚麼需要狗呢
[00:03:51.680 --> 00:03:54.000]  因為狗下去戰場的時候
[00:03:54.000 --> 00:03:56.080]  就聞到地雷
[00:03:56.080 --> 00:03:58.160]  所以他們很需要狗幫助
[00:03:58.160 --> 00:03:59.440]  不過狗呢
[00:03:59.440 --> 00:04:01.440]  如果大家養過狗就知道
[00:04:01.440 --> 00:04:03.440]  我們有弟兄喜歡養狗
[00:04:03.440 --> 00:04:06.320]  牠跳下去的時候會害怕
[00:04:06.320 --> 00:04:08.080]  特別是牠沒有把握
[00:04:08.080 --> 00:04:10.480]  很高跳下去是很害怕的
[00:04:10.480 --> 00:04:13.600]  所以狗其實是有一點畏高症
[00:04:13.600 --> 00:04:15.760]  這是牠的硬性很畏高症
[00:04:15.760 --> 00:04:17.520]  不過他就訓練牠們
[00:04:17.520 --> 00:04:19.120]  訓練這些狗是怎樣呢
[00:04:19.120 --> 00:04:21.440]  就是牠們可以聽主人的話
[00:04:21.440 --> 00:04:23.680]  你看到這個圖畫是很美麗的
[00:04:23.680 --> 00:04:27.600]  因為主人是抱著牠走的
[00:04:27.600 --> 00:04:28.640]  是不是
[00:04:28.640 --> 00:04:30.560]  和牠一起去做的
[00:04:30.560 --> 00:04:32.640]  那麼牠們就可以做到
[00:04:32.640 --> 00:04:34.160]  慢慢訓練了之後
[00:04:34.160 --> 00:04:35.520]  這些狗就很有用
[00:04:35.520 --> 00:04:39.680]  牠真的在戰場那裡聞到地雷
[00:04:39.680 --> 00:04:43.520]  就可以幫助這些軍隊向前走
[00:04:43.520 --> 00:04:44.720]  我們舉個例子
[00:04:44.720 --> 00:04:46.880]  這個例子講到我們人
[00:04:46.880 --> 00:04:49.200]  其實講到信心
[00:04:49.200 --> 00:04:53.520]  我們前面有些是很怕的
[00:04:53.520 --> 00:04:54.800]  我們有些是怕的
[00:04:54.800 --> 00:04:56.560]  但神叫我們憑信心走
[00:04:56.560 --> 00:04:57.440]  去朝裡
[00:04:57.440 --> 00:05:00.160]  但人的 Instinct(感情)是什麼呢
[00:05:00.160 --> 00:05:02.000]  特別我們灣區弟兄姊妹
[00:05:02.000 --> 00:05:04.640]  我們很想知道前面做了什麼
[00:05:04.640 --> 00:05:05.600]  是不是
[00:05:05.600 --> 00:05:07.360]  前面有什麼事發生
[00:05:07.360 --> 00:05:10.720]  所以我們上個星期有姊妹結婚
[00:05:10.720 --> 00:05:13.680]  你們有沒有去啊
[00:05:13.680 --> 00:05:15.360]  現在的婚禮
[00:05:15.360 --> 00:05:19.680]  我想講越做越多細節
[00:05:19.680 --> 00:05:21.440]  就是你計劃好的
[00:05:21.440 --> 00:05:22.720]  幾點鐘起床梳頭
[00:05:22.720 --> 00:05:23.920]  幾點鐘化妝
[00:05:23.920 --> 00:05:26.960]  幾點鐘打個黑痴都寫出來
[00:05:26.960 --> 00:05:28.000]  我告訴你
[00:05:28.000 --> 00:05:30.080]  計劃好所有的東西
[00:05:30.080 --> 00:05:32.880]  之後你覺得很舒服
[00:05:32.880 --> 00:05:37.360]  然後新郎新娘覺得不安心
[00:05:37.360 --> 00:05:39.200]  他們取消了時間
[00:05:39.200 --> 00:05:40.960]  本來幾點鐘都要做什麼
[00:05:40.960 --> 00:05:41.520]  為什麼呢
[00:05:41.520 --> 00:05:43.280]  延遲了五分鐘
[00:05:43.280 --> 00:05:44.400]  或者是延遲了
[00:05:44.400 --> 00:05:45.440]  他們覺得很難
[00:05:45.440 --> 00:05:47.200]  但人的本性
[00:05:47.200 --> 00:05:50.720]  是很想知道前面有什麼事發生
[00:05:50.720 --> 00:05:53.280]  人的本性是很想知道
[00:05:53.280 --> 00:05:55.040]  前面有什麼做的
[00:05:55.040 --> 00:05:57.040]  但神叫我們做什麼呢
[00:05:57.040 --> 00:05:59.680]  信心是什麼呢
[00:05:59.680 --> 00:06:03.440]  信心是跟著神去走
[00:06:03.440 --> 00:06:07.120]  我們可能不知道前面有什麼事發生
[00:06:07.120 --> 00:06:08.480]  其實也沒辦法知道
[00:06:08.480 --> 00:06:12.080]  因為時間在神的掌控之下
[00:06:12.080 --> 00:06:15.280]  有什麼事發生在神的掌控之下
[00:06:15.280 --> 00:06:17.120]  神要我們做什麼呢
[00:06:17.120 --> 00:06:18.400]  「浸」
[00:06:18.400 --> 00:06:19.360]  「去」
[00:06:19.360 --> 00:06:20.720]  是不是
[00:06:20.720 --> 00:06:22.400]  走出第一步
[00:06:22.400 --> 00:06:23.520]  不過感謝神
[00:06:23.520 --> 00:06:28.000]  因為真相是神與我們一起的
[00:06:28.000 --> 00:06:31.200]  信心的偉人
[00:06:31.200 --> 00:06:33.440]  當他走出第一步的時候
[00:06:33.440 --> 00:06:37.920]  他就知道神的同在是何等重要
[00:06:37.920 --> 00:06:39.680]  神的同在
[00:06:39.680 --> 00:06:41.280]  我們眼看不到
[00:06:41.280 --> 00:06:43.280]  但憑著信心
[00:06:43.280 --> 00:06:46.160]  我們進行神的吩咐的時候
[00:06:46.160 --> 00:06:48.960]  我們發覺這個信心是很寶貴的
[00:06:48.960 --> 00:06:51.200]  原來真是這麼寶貴的
[00:06:51.200 --> 00:06:55.280]  原來我們的神是這麼偉大的
[00:06:55.280 --> 00:06:57.200]  有沒有發覺
[00:06:57.200 --> 00:07:00.320]  不過我們阻止了神的工作
[00:07:00.320 --> 00:07:03.600]  我們不敢憑著信心去走
[00:07:03.600 --> 00:07:07.120]  所以人的一生
[00:07:07.120 --> 00:07:09.280]  我們進耶穌開始
[00:07:09.280 --> 00:07:10.480]  一直下去
[00:07:10.480 --> 00:07:13.120]  其實都是一個信心的功課
[00:07:13.120 --> 00:07:16.160]  不斷地去信靠神
[00:07:16.160 --> 00:07:18.400]  神在我們身上的計劃
[00:07:18.400 --> 00:07:20.800]  就能夠彰顯出來
[00:07:20.800 --> 00:07:24.160]  如果我們阻擋了神的計劃
[00:07:24.160 --> 00:07:26.560]  我們沒有信心去接受的時候
[00:07:26.560 --> 00:07:29.520]  其實我們的生命是很虧損的
[00:07:29.520 --> 00:07:31.120]  所謂的罪
[00:07:31.120 --> 00:07:34.240]  是斷絕了我們與神的關係
[00:07:34.240 --> 00:07:36.800]  斷絕了我們去認識神
[00:07:36.800 --> 00:07:39.040]  到後來虧損的
[00:07:39.040 --> 00:07:40.240]  是我們的生命
[00:07:40.240 --> 00:07:43.040]  我們的生命是浪費了
[00:07:43.040 --> 00:07:44.640]  今天想跟大家講
[00:07:44.640 --> 00:07:46.320]  撒加利亞的故事
[00:07:46.320 --> 00:07:47.760]  不是撒加利亞書
[00:07:47.760 --> 00:07:51.680]  是施洗或者施浸約翰的爸爸
[00:07:51.680 --> 00:07:52.640]  撒加利亞
[00:07:52.640 --> 00:07:56.160]  這個在聖經裡面有記載的
[00:07:56.160 --> 00:08:01.760]  撒加利亞是一個祭司
[00:08:01.760 --> 00:08:03.760]  他和他太太
[00:08:03.760 --> 00:08:05.360]  太太很容易記
[00:08:05.360 --> 00:08:07.760]  伊利沙伯
[00:08:07.760 --> 00:08:10.800]  我們香港人很多人很喜歡吃伊利沙伯
[00:08:10.800 --> 00:08:12.560]  伊利沙伯醫院很容易記
[00:08:12.560 --> 00:08:19.680]  撒加利亞和伊利沙伯
[00:08:19.680 --> 00:08:23.920]  他們很想有十元
[00:08:23.920 --> 00:08:25.600]  但是沒有
[00:08:25.600 --> 00:08:28.240]  很普遍
[00:08:28.240 --> 00:08:31.040]  祈禱
[00:08:31.040 --> 00:08:34.400]  他們經常都祈禱
[00:08:36.320 --> 00:08:40.080]  後來書裡面怎麼記載呢?
[00:08:40.080 --> 00:08:42.400]  路加福音一章十三節
[00:08:42.400 --> 00:08:43.840]  我們看看
[00:08:43.840 --> 00:08:48.880]  天使對撒加利亞
[00:08:48.880 --> 00:08:50.480]  他在公職的時候
[00:08:50.480 --> 00:08:52.080]  在聖殿當中的時候
[00:08:52.080 --> 00:08:54.240]  撒加利亞不要害怕
[00:08:54.240 --> 00:08:56.240]  先講了不要害怕
[00:08:56.240 --> 00:09:00.240]  因為你的祈禱已經被聽見了
[00:09:00.240 --> 00:09:01.440]  很奇怪
[00:09:01.440 --> 00:09:04.640]  祈禱被英文又害怕
[00:09:04.640 --> 00:09:06.480]  天使安慰他
[00:09:06.480 --> 00:09:09.920]  你的妻子伊利沙伯要給你生一個兒子
[00:09:09.920 --> 00:09:12.720]  你要給他起名叫約翰
[00:09:12.720 --> 00:09:13.920]  很簡單
[00:09:13.920 --> 00:09:17.120]  一節經節
[00:09:17.120 --> 00:09:21.200]  按照人的看法都挺害怕的
[00:09:21.200 --> 00:09:26.080]  書裡面沒有講到他們有多年老
[00:09:26.080 --> 00:09:28.800]  不過我估計
[00:09:28.800 --> 00:09:31.120]  都有五十多歲了
[00:09:31.120 --> 00:09:34.080]  或者到六十歲了
[00:09:34.080 --> 00:09:38.640]  如果你的太太六十歲突然幫你講
[00:09:38.640 --> 00:09:40.800]  我有了
[00:09:40.800 --> 00:09:43.280]  我不知道你害不害怕
[00:09:43.280 --> 00:09:45.600]  如果今天我太太幫我講
[00:09:45.600 --> 00:09:47.760]  我真的震到暈了
[00:09:47.760 --> 00:09:51.360]  又來了
[00:09:51.360 --> 00:09:54.160]  很多人生孩子的時候
[00:09:54.160 --> 00:09:56.560]  好像從無知開始
[00:09:56.560 --> 00:09:58.880]  有了就沒辦法了
[00:09:58.880 --> 00:10:01.360]  但是他祈禱、祈求
[00:10:01.360 --> 00:10:04.400]  神的時機很奇怪
[00:10:04.400 --> 00:10:05.840]  很奇怪有沒有覺得?
[00:10:05.840 --> 00:10:07.040]  祈求了這麼久
[00:10:07.040 --> 00:10:09.280]  早點生吧
[00:10:09.280 --> 00:10:11.760]  為什麼這麼遲呢?
[00:10:11.760 --> 00:10:14.160]  記不記得阿伯拉罕?
[00:10:14.160 --> 00:10:16.160]  阿伯拉罕是神應許他的
[00:10:16.160 --> 00:10:18.640]  阿伯拉罕沒有說要的
[00:10:18.640 --> 00:10:20.000]  一直都沒有生不出來
[00:10:20.000 --> 00:10:21.360]  神應許他
[00:10:21.360 --> 00:10:24.080]  你和你的妻子
[00:10:24.080 --> 00:10:28.320]  要神應許生兒子
[00:10:28.320 --> 00:10:30.240]  阿伯拉罕還來
[00:10:30.240 --> 00:10:32.240]  等你一百歲
[00:10:32.240 --> 00:10:36.160]  太太等他九十歲
[00:10:36.160 --> 00:10:37.680]  真的很厲害
[00:10:37.680 --> 00:10:38.960]  是祖母
[00:10:38.960 --> 00:10:41.600]  祖母生兒子更厲害
[00:10:41.600 --> 00:10:44.480]  我們看看神的時間很奇怪
[00:10:44.480 --> 00:10:46.400]  信心的考驗
[00:10:46.400 --> 00:10:49.680]  是講到神的時間
[00:10:49.680 --> 00:10:51.520]  不是講到我們的時間
[00:10:51.520 --> 00:10:54.320]  這些是不住的禱告
[00:10:54.320 --> 00:10:56.960]  有時候我們祈禱
[00:10:56.960 --> 00:10:58.400]  我們是祈禱了
[00:10:58.400 --> 00:11:00.400]  不過我們不相信我們祈禱
[00:11:00.400 --> 00:11:02.240]  你有沒有試過?
[00:11:02.240 --> 00:11:05.520]  我試過很多次
[00:11:05.520 --> 00:11:08.320]  特別是醫院探病
[00:11:08.320 --> 00:11:10.640]  游牧師也知道
[00:11:10.640 --> 00:11:12.640]  醫院探病病人祈禱
[00:11:12.640 --> 00:11:15.360]  看他真的死定了
[00:11:15.360 --> 00:11:18.080]  那你怎麼祈禱呢?
[00:11:18.080 --> 00:11:19.440]  我不知道怎麼祈禱
[00:11:19.440 --> 00:11:21.600]  主要是快點接他回去
[00:11:21.600 --> 00:11:23.200]  你不會這樣祈禱的
[00:11:23.200 --> 00:11:24.640]  主要是你是全能的醫生
[00:11:24.640 --> 00:11:26.400]  你要治好他
[00:11:26.400 --> 00:11:28.400]  當然會這樣祈禱
[00:11:28.400 --> 00:11:32.160]  但心裏面是否相信自己的祈禱呢?
[00:11:32.160 --> 00:11:33.920]  我想告訴大家
[00:11:33.920 --> 00:11:38.560]  我試過不相信自己的祈禱
[00:11:38.560 --> 00:11:42.160]  但心想神就聽我祈禱
[00:11:42.160 --> 00:11:44.480]  痊癒了
[00:11:44.480 --> 00:11:48.080]  不止一次,很多次
[00:11:48.080 --> 00:11:50.400]  我記得有一次有一個病人
[00:11:50.400 --> 00:11:51.600]  我在巴西的時候
[00:11:51.600 --> 00:11:54.320]  她的姊妹的手斷了
[00:11:54.320 --> 00:11:56.480]  她說祈禱,我說祈祈祈
[00:11:56.480 --> 00:11:57.840]  照樣祈禱
[00:11:57.840 --> 00:12:00.720]  我都不敢看,快點走
[00:12:00.720 --> 00:12:02.000]  第二年回去
[00:12:02.000 --> 00:12:03.920]  她叫了很多人來叫我祈禱
[00:12:03.920 --> 00:12:06.160]  她說牧師你祈禱很厲害
[00:12:06.160 --> 00:12:08.160]  我痊癒了
[00:12:08.160 --> 00:12:10.400]  當我是神醫一樣
[00:12:10.400 --> 00:12:14.640]  我想說的是我們的祈禱
[00:12:14.640 --> 00:12:16.800]  有時候我們不夠信心
[00:12:16.800 --> 00:12:18.640]  我們不相信自己的祈禱
