
[00:00:00.000 --> 00:00:03.260]  上一個主日我們看薩姆爾基夏
[00:00:03.260 --> 00:00:07.520]  頭幾章完成了第五章
[00:00:07.520 --> 00:00:13.460]  所以今天我們來到薩姆爾基夏的第六章
[00:00:13.460 --> 00:00:18.260]  第六章的經文其實以前有部分我們是曾經提過的
[00:00:18.260 --> 00:00:19.880]  不過我們可以重溫
[00:00:19.880 --> 00:00:22.140]  第六章講什麼呢
[00:00:22.140 --> 00:00:26.240]  第六章我給一個題目就是盡心盡力愛神
[00:00:26.240 --> 00:00:30.320]  今天宣召的經文在新穎記也是這樣提醒我們
[00:00:30.320 --> 00:00:34.600]  這也是主耶穌基督告訴我們的大誡命
[00:00:34.600 --> 00:00:40.480]  叫我們盡心盡力盡誠盡義愛主我們的上帝
[00:00:40.480 --> 00:00:45.240]  在大衛的生平當中我們看到他不是一個完全人
[00:00:45.240 --> 00:00:47.020]  他多次也有軟弱
[00:00:47.020 --> 00:00:53.280]  也有在這些高高低低的靈性的狀態當中
[00:00:53.280 --> 00:01:02.040]  這實在是非常寫實地描寫一個人的人生的經歷
[00:01:02.040 --> 00:01:05.040]  因為我們每一個人永遠都是高峰
[00:01:05.040 --> 00:01:08.780]  很多時候甚至靈性裡面我們都會有低沉
[00:01:08.780 --> 00:01:11.240]  或者有時候也會有失落
[00:01:11.240 --> 00:01:14.820]  甚至像大衛那樣也有軟弱
[00:01:14.820 --> 00:01:17.780]  但是大衛是一個合神心意的人
[00:01:17.780 --> 00:01:23.420]  神稱他為,實在也有非常多的優點值得我們去學校
[00:01:23.420 --> 00:01:28.880]  在三昧記下第六章裡面我們可以見到有幾件事情
[00:01:28.880 --> 00:01:34.520]  表明他真的是很盡心地愛神的一個人
[00:01:34.520 --> 00:01:37.800]  雖然我們愛神也很有限
[00:01:37.800 --> 00:01:40.700]  但是我們知道我們盡了我們的心
[00:01:40.700 --> 00:01:43.720]  盡了我們的力,神一定閱立
[00:01:43.720 --> 00:01:48.040]  在這裏我們看到有幾件事,在這幅圖裡面也可以看到
[00:01:48.040 --> 00:01:51.840]  有些什麼事?三昧記下第六章,熟不熟?
[00:01:51.840 --> 00:01:54.680]  有沒有記得?曾經說過一點
[00:01:54.680 --> 00:02:00.280]  第一個圖是什麼來的?
[00:02:00.280 --> 00:02:04.520]  是,就是把這個藥櫃運往耶路撒冷的時候
[00:02:04.520 --> 00:02:10.560]  我們看到當藥櫃搖動,快要掉下來的時候
[00:02:10.560 --> 00:02:13.600]  有一個人托著它,那個是誰?
[00:02:13.600 --> 00:02:16.000]  是菩薩,等一下我們來讀一下
[00:02:16.000 --> 00:02:22.220]  接著藥櫃掉下來的時候,回到耶路撒冷的時候
[00:02:22.220 --> 00:02:26.340]  大衛就盡情地敬拜神
[00:02:26.340 --> 00:02:30.680]  他用所有的力量來表達他對神的愛
[00:02:30.680 --> 00:02:33.780]  所以在三昧記下第六章
[00:02:33.780 --> 00:02:38.200]  我們可以看到這種盡心盡力愛神的表現
[00:02:38.200 --> 00:02:43.960]  我們溫一溫經文,第六章的第一節開始,讀到第八節
[00:02:43.960 --> 00:02:48.640]  我們用啟認的方式讀,我讀一句,請弟兄姊妹讀一節
[00:02:48.640 --> 00:02:53.320]  好,我們來讀完這八節,請先聽我讀第一節
[00:02:53.320 --> 00:02:58.340]  大衛又聚集以色列中所有挑選的人三萬
[00:02:58.340 --> 00:02:58.840]  請讀
[00:03:08.200 --> 00:03:14.460]  第三節,他們將上帝的藥櫃從降上阿彼拿達的家裡抬出來
[00:03:14.460 --> 00:03:22.340]  放在新車上,阿彼拿達的兩個兒子烏薩和阿希若趕著新車
[00:03:32.340 --> 00:03:45.760]  這裡說他從阿彼拿達的家抬出來,阿彼拿達有兩個兒子叫烏薩和阿希若
[00:03:45.760 --> 00:03:49.760]  但是抬出來放在新車上
[00:03:49.760 --> 00:03:54.300]  然後阿彼拿達的兩個兒子就趕著去新車
[00:03:54.300 --> 00:04:04.300]  請問什麼叫趕著去新車?
[00:04:04.300 --> 00:04:13.300]  車為什麼要趕著去新車?我們現在趕著坐巴士,什麼叫趕著去新車?
[00:04:13.300 --> 00:04:17.300]  大家剛才看了那幅圖的那輛車
[00:04:17.300 --> 00:04:24.300]  是用牛來拖的,所以是趕牛的意思
[00:04:24.300 --> 00:04:27.300]  大家明白意思嗎?所以什麼叫趕著去新車
[00:04:27.300 --> 00:04:35.300]  第五節就說,大衛和以色列的全家在耶和華面前用松木製造的各樣樂器
[00:04:35.300 --> 00:04:41.300]  和琴、塞、鼓、筆、鑼、作樂、跳舞
[00:04:41.300 --> 00:04:50.300]  所以這裡看到他第一次在宋約季的時候作樂跳舞,用各樣樂器在神的面前
[00:04:50.300 --> 00:04:57.300]  第六節請你們讀
[00:04:57.300 --> 00:05:16.300]  上帝因耶和華向烏剎發怒,因這錯誤擊殺他,他就死在上帝的約季旁
[00:05:16.300 --> 00:05:29.300]  有沒有印象呢?
[00:05:29.300 --> 00:05:37.300]  有印象了嗎?因為我們曾經說過,在神會記裡面記載了幾個很特別,也很難讀的地名
[00:05:37.300 --> 00:05:42.300]  很難記的地名,因為用希伯文直接翻譯出來,很長的一個名字
[00:05:42.300 --> 00:05:46.300]  但特別的地方是,原本那個地方不是叫這個名字的
[00:05:46.300 --> 00:05:50.300]  後來因為發生了一些事,所以就改了這個名字
[00:05:50.300 --> 00:05:56.300]  所以就曾次稱這個地方為彼歷斯烏剎
[00:05:56.300 --> 00:06:02.300]  烏剎,大家也知道,就是符約季被擊殺的人的名字
[00:06:02.300 --> 00:06:05.300]  就是亞比拿達的兒子
[00:06:05.300 --> 00:06:07.300]  所以這就是第一件事
[00:06:07.300 --> 00:06:13.300]  在這裡我們怎樣看見盡心盡性,或者盡力愛神呢?
[00:06:13.300 --> 00:06:20.300]  首先我們要認識和學習的,很明顯,我們也提過的,就是要敬畏上帝
[00:06:20.300 --> 00:06:25.300]  敬畏神,因為神是興萬不得的神
[00:06:25.300 --> 00:06:28.300]  第九節,跟著下去,剛才我們讀到第八節
[00:06:28.300 --> 00:06:39.300]  我們一起讀,請讀,那日大衛懼怕耶和華,說,耶和華的約貴怎可運到我這裡來呢?
[00:06:39.300 --> 00:06:43.300]  所以這裡明顯這個字就是懼怕
[00:06:43.300 --> 00:06:47.300]  大衛對神,怎樣盡心盡力愛神呢?
[00:06:47.300 --> 00:06:51.300]  第一個表現就是他懼怕耶和華
[00:06:51.300 --> 00:06:57.300]  這個懼怕是因為從剛剛發生的事認識到上帝是可敬可佩
[00:06:57.300 --> 00:07:03.300]  是可畏和興萬不得的
