
[00:00:00.000 --> 00:00:03.200]  請我們再打開我們剛才思想的經文
[00:00:03.200 --> 00:00:08.200]  是哥林多後書第十二章
[00:00:08.200 --> 00:00:14.400]  我們第九節和第十節是我們今天的金句
[00:00:14.400 --> 00:00:17.600]  我們找到的時候我們一起中讀這兩節的聖經好嗎?
[00:00:17.600 --> 00:00:21.600]  他對我說:我的恩典是夠利用的
[00:00:21.600 --> 00:00:25.800]  因為我的能力是在人的軟弱上顯得完全
[00:00:25.800 --> 00:00:29.000]  所以我更喜歡誇耀自己的軟弱
[00:00:29.000 --> 00:00:31.600]  好似基督的能力浮避我
[00:00:31.600 --> 00:00:38.600]  為基督的緣故我以軟弱、凌辱、艱難、迫害、困苦為可喜樂的事
[00:00:38.600 --> 00:00:43.400]  因為我什麼時候軟弱什麼時候就剛強了
[00:00:43.400 --> 00:00:45.400]  請我們再一次同心我們在同期
[00:00:45.400 --> 00:00:48.000]  天父我們再一次感謝祢
[00:00:48.000 --> 00:00:50.800]  給祢寶貴的話語作為我們生命的指引
[00:00:50.800 --> 00:00:55.200]  我們所誇的只不過是我們的軟弱
[00:00:57.000 --> 00:00:59.000]  我們受難之就來的時候
[00:00:59.000 --> 00:01:06.800]  求祢給我們的眼光、我們的思想、我們的人生觀都擺在十字架上
[00:01:06.800 --> 00:01:10.800]  希臘人要求智慧
[00:01:10.800 --> 00:01:12.800]  猶太人要求神蹟
[00:01:12.800 --> 00:01:15.800]  但我們所誇的是這個十字架
[00:01:15.800 --> 00:01:19.800]  在人看來是軟弱羞辱
[00:01:19.800 --> 00:01:22.800]  但對我們來說卻是榮耀
[00:01:23.800 --> 00:01:27.800]  請我們明白祢自己的話語
[00:01:27.800 --> 00:01:29.800]  藉著祢的話語去挑戰我們
[00:01:29.800 --> 00:01:31.800]  改變我們
[00:01:31.800 --> 00:01:33.800]  勸勉我們
[00:01:33.800 --> 00:01:35.800]  安慰我們
[00:01:35.800 --> 00:01:37.800]  提醒我們
[00:01:37.800 --> 00:01:39.800]  求聖靈在我們每個人心裡面做你所做的功
[00:01:39.800 --> 00:01:43.800]  我們這樣的祈禱是奉耶穌基督命求
[00:01:43.800 --> 00:01:45.800]  阿門
[00:01:53.800 --> 00:01:57.800]  今天是繼續講哥倫多學書第十二章這段聖經
[00:01:57.800 --> 00:02:01.800]  在兩個星期前在晚堂
[00:02:01.800 --> 00:02:03.800]  我都提到我一回來的時候
[00:02:03.800 --> 00:02:07.800]  金少芬姐妹就給了柳俊濤寫一篇文章給我
[00:02:07.800 --> 00:02:13.800]  大家都知道柳俊濤是明報的總編
[00:02:13.800 --> 00:02:15.800]  但是就被人斬得重傷
[00:02:15.800 --> 00:02:19.800]  他就在明報一年發表過十三篇的文章
[00:02:21.800 --> 00:02:23.800]  這篇文章是第六篇
[00:02:23.800 --> 00:02:25.800]  受苦的意義生命的反思
[00:02:25.800 --> 00:02:33.800]  我看了之後都有很多的感想
[00:02:33.800 --> 00:02:39.800]  也都很欣賞柳俊濤他這個生命的反思
[00:02:39.800 --> 00:02:43.800]  他說他有朋友來探他的時候
[00:02:43.800 --> 00:02:47.800]  一提起這件事
[00:02:47.800 --> 00:02:49.800]  他的朋友覺得很憤怒
[00:02:49.800 --> 00:02:51.800]  很哀傷很悲痛
[00:02:51.800 --> 00:02:55.800]  悲痛就是香港是一個法治和新聞自由的社會
[00:02:55.800 --> 00:02:57.800]  現在受到踐踏
[00:02:57.800 --> 00:02:59.800]  憤怒就是一個政治無辜的人被傷害
[00:02:59.800 --> 00:03:03.800]  哀傷就是一個好朋友遭遇不測
[00:03:03.800 --> 00:03:05.800]  他想如果我去探一個這樣的朋友
[00:03:05.800 --> 00:03:07.800]  他們有這樣的反應
[00:03:07.800 --> 00:03:09.800]  是非常容易了解明白
[00:03:09.800 --> 00:03:11.800]  我自己都會有這樣的反應
[00:03:11.800 --> 00:03:13.800]  但是作為一個當事人的我
[00:03:13.800 --> 00:03:17.800]  自己反省一下
[00:03:17.800 --> 00:03:19.800]  沒有這些反應
[00:03:19.800 --> 00:03:21.800]  沒有悲痛
[00:03:21.800 --> 00:03:23.800]  沒有憤怒
[00:03:23.800 --> 00:03:25.800]  沒有哀傷
[00:03:25.800 --> 00:03:27.800]  為什麼呢?
[00:03:27.800 --> 00:03:29.800]  因為在我內心裡面有更強烈的思緒
[00:03:29.800 --> 00:03:31.800]  在抓住我
[00:03:31.800 --> 00:03:33.800]  以至沒有空間留給我
[00:03:33.800 --> 00:03:35.800]  有這種悲痛憤怒和哀傷的感受
[00:03:35.800 --> 00:03:43.800]  為什麼會有更深層次的掙扎痛楚在裡面呢?
[00:03:43.800 --> 00:03:45.800]  在這篇文章裡面
[00:03:45.800 --> 00:03:47.800]  他一直以來
[00:03:47.800 --> 00:03:49.800]  他覺得
[00:03:49.800 --> 00:03:51.800]  做人應該要
[00:03:51.800 --> 00:03:53.800]  不是馬馬虎虎
[00:03:53.800 --> 00:03:55.800]  糊塗過去
[00:03:55.800 --> 00:03:57.800]  做人應該有意義
[00:03:57.800 --> 00:03:59.800]  人生應該有目的有意義
[00:03:59.800 --> 00:04:01.800]  作為一個基督徒
[00:04:01.800 --> 00:04:03.800]  他覺得人生的意義是什麼呢?
[00:04:03.800 --> 00:04:05.800]  就是榮神益人
[00:04:05.800 --> 00:04:07.800]  一個能夠去榮耀神
[00:04:07.800 --> 00:04:09.800]  做益於人
[00:04:09.800 --> 00:04:11.800]  這就是人生的意義
[00:04:11.800 --> 00:04:13.800]  所以他讀書的時候
[00:04:13.800 --> 00:04:15.800]  他去榮耀神
[00:04:15.800 --> 00:04:17.800]  去香港大學讀書
[00:04:17.800 --> 00:04:19.800]  讀法律
[00:04:19.800 --> 00:04:21.800]  但他放棄了做律師這個優生厚職
[00:04:21.800 --> 00:04:23.800]  去做一個
[00:04:23.800 --> 00:04:25.800]  比較薪水低微的編輯
[00:04:25.800 --> 00:04:27.800]  他又參加很多的公職
[00:04:27.800 --> 00:04:29.800]  希望能夠造就這個香港的社會
[00:04:29.800 --> 00:04:31.800]  對他來說
[00:04:31.800 --> 00:04:33.800]  能夠將自己的智慧
[00:04:33.800 --> 00:04:35.800]  能夠將自己的能力
[00:04:35.800 --> 00:04:37.800]  盡力而為
[00:04:37.800 --> 00:04:39.800]  貢獻這個社會
[00:04:39.800 --> 00:04:41.800]  造福人群
[00:04:41.800 --> 00:04:43.800]  做人的目標
[00:04:43.800 --> 00:04:45.800]  就是榮神益人
[00:04:45.800 --> 00:04:47.800]  但在這次
[00:04:47.800 --> 00:04:49.800]  他被打重傷
[00:04:49.800 --> 00:04:51.800]  有朋友來跟他說
[00:04:51.800 --> 00:04:53.800]  他說你這次被打
[00:04:53.800 --> 00:04:55.800]  其實你的影響力
[00:04:55.800 --> 00:04:59.800]  對社會是一個很大很大的回應
[00:04:59.800 --> 00:05:01.800]  週末
[00:05:01.800 --> 00:05:03.800]  週日有遊行
[00:05:03.800 --> 00:05:05.800]  無論是左的中的右的
[00:05:05.800 --> 00:05:07.800]  新聞團體破天荒的聯合行動
[00:05:07.800 --> 00:05:09.800]  反暴力
[00:05:09.800 --> 00:05:11.800]  所以這個朋友就跟他說
[00:05:11.800 --> 00:05:13.800]  這件事喚醒了很多香港人
[00:05:13.800 --> 00:05:15.800]  關注新聞的自由
[00:05:15.800 --> 00:05:17.800]  言論的自由
[00:05:17.800 --> 00:05:19.800]  他認為這次的受苦
[00:05:19.800 --> 00:05:21.800]  是帶來更大的意義
[00:05:21.800 --> 00:05:23.800]  比他在以前在新聞界裡面
[00:05:23.800 --> 00:05:25.800]  做很多事情是更深的意義
[00:05:25.800 --> 00:05:27.800]  更廣泛的影響
[00:05:27.800 --> 00:05:31.800]  在理性上我會明白
[00:05:31.800 --> 00:05:33.800]  這個朋友所說的
[00:05:33.800 --> 00:05:35.800]  但在感情上我沒有辦法接受
[00:05:35.800 --> 00:05:37.800]  因為如果是接受這一套理論的時候
[00:05:37.800 --> 00:05:39.800]  他一直以來的人生觀
[00:05:39.800 --> 00:05:41.800]  價值觀他人生的意義
[00:05:41.800 --> 00:05:43.800]  完全毀滅了
[00:05:43.800 --> 00:05:45.800]  在這次裡面他沒有做任何事
[00:05:45.800 --> 00:05:47.800]  他沒有將他自己
[00:05:47.800 --> 00:05:49.800]  最叻的
[00:05:49.800 --> 00:05:51.800]  最聰明的事去奉獻給人
[00:05:51.800 --> 00:05:53.800]  他也沒有做任何
[00:05:53.800 --> 00:05:55.800]  他覺得是附上了
[00:05:55.800 --> 00:05:57.800]  自己能力去榮耀神的事
[00:05:57.800 --> 00:05:59.800]  他這次只不過是
[00:05:59.800 --> 00:06:01.800]  被動的
[00:06:01.800 --> 00:06:03.800]  無助的
[00:06:03.800 --> 00:06:05.800]  軟弱的
[00:06:05.800 --> 00:06:07.800]  被動的
[00:06:07.800 --> 00:06:09.800]  無能力無奈的
[00:06:09.800 --> 00:06:11.800]  他更加能夠榮耀神的時候
[00:06:11.800 --> 00:06:13.800]  對他以前這種想法
[00:06:13.800 --> 00:06:15.800]  是完全破壞了
[00:06:15.800 --> 00:06:17.800]  所以在這篇文章
[00:06:17.800 --> 00:06:19.800]  他最後這樣說
[00:06:19.800 --> 00:06:21.800]  如果我承認這次
[00:06:21.800 --> 00:06:23.800]  產生了積極的社會意義
[00:06:23.800 --> 00:06:25.800]  那就意味著
[00:06:25.800 --> 00:06:27.800]  通過一個非自願性
[00:06:27.800 --> 00:06:29.800]  被動的與個人才智能力
[00:06:29.800 --> 00:06:31.800]  全無相干的途徑
[00:06:31.800 --> 00:06:33.800]  單純靠承受痛苦
[00:06:33.800 --> 00:06:35.800]  痛楚來造就別人
[00:06:35.800 --> 00:06:37.800]  是完全違反我一貫的概念
[00:06:37.800 --> 00:06:39.800]  其實我這個人
[00:06:39.800 --> 00:06:41.800]  頗有一點精英主義
[00:06:41.800 --> 00:06:43.800]  上司曾批評我始才傲物
[00:06:43.800 --> 00:06:45.800]  我從沒有想過
[00:06:45.800 --> 00:06:47.800]  放下聰明才智
[00:06:47.800 --> 00:06:49.800]  不再勞心勞力
[00:06:49.800 --> 00:06:51.800]  人還能做什麼
[00:06:51.800 --> 00:06:53.800]  我從來不曾明白
[00:06:53.800 --> 00:06:55.800]  所謂無權勢者的權力
