
[00:00:00.000 --> 00:00:02.000]  大英姊妹,很久不見
[00:00:02.000 --> 00:00:05.000]  大家都很久不見
[00:00:05.000 --> 00:00:07.000]  剛才大家有甚麼感受?
[00:00:07.000 --> 00:00:12.000]  大家一起站起來讀這段經文
[00:00:12.000 --> 00:00:16.000]  其實對於信徒生活來說
[00:00:16.000 --> 00:00:20.000]  中毒、性炎是一個很重要的訓練
[00:00:20.000 --> 00:00:21.000]  我們不知道
[00:00:21.000 --> 00:00:25.000]  很多時候在我們的教會生活中
[00:00:25.000 --> 00:00:28.000]  上帝說話在你生命中有多重的份量
[00:00:28.000 --> 00:00:31.000]  剛才一邊讀的時候,有沒有人覺得很糟糕?
[00:00:31.000 --> 00:00:34.000]  有人覺得讀的說話很重
[00:00:34.000 --> 00:00:37.000]  甚至讀到不知道是不是很強烈地故意的
[00:00:37.000 --> 00:00:40.000]  十九二十節之前就說了一遍
[00:00:40.000 --> 00:00:43.000]  說了一遍,然後說我今天警告你們
[00:00:43.000 --> 00:00:46.000]  你們不遵行是必定滅亡
[00:00:46.000 --> 00:00:48.000]  是必定,很重
[00:00:48.000 --> 00:00:50.000]  其實呢,坦白說
[00:00:50.000 --> 00:00:53.000]  剛才如果大家用心中毒了這次經文之後
[00:00:53.000 --> 00:00:55.000]  我不用想跟別人說了
[00:00:55.000 --> 00:00:57.000]  因為這段經文其實很容易明白
[00:00:57.000 --> 00:00:59.000]  但是我仍然在這裡
[00:00:59.000 --> 00:01:01.000]  因為這段經文對於今天的我們
[00:01:01.000 --> 00:01:03.000]  有很多很重要的提醒
[00:01:03.000 --> 00:01:07.000]  讓我們聆聽上帝的話語,支持我們一起祈禱
[00:01:07.000 --> 00:01:09.000]  請你天賦上帝
[00:01:09.000 --> 00:01:13.000]  我們在你面前,我們求聖靈
[00:01:13.000 --> 00:01:16.000]  使我們聽得入你的說話
[00:01:16.000 --> 00:01:20.000]  上帝其實我們耳朵發沉
[00:01:20.000 --> 00:01:22.000]  心無知由
[00:01:22.000 --> 00:01:26.000]  其實我們對上帝的話語已經失去敏銳
[00:01:26.000 --> 00:01:30.000]  我們可能太過習慣教會這個形式
[00:01:30.000 --> 00:01:34.000]  太過習慣我們一些信仰當中的一些范式
[00:01:34.000 --> 00:01:36.000]  以致我們其實這些范式
[00:01:36.000 --> 00:01:40.000]  限制了我們去接收上帝的說話
[00:01:40.000 --> 00:01:42.000]  上帝你透過不同的方式
[00:01:42.000 --> 00:01:45.000]  拆毀我們這些事情
[00:01:45.000 --> 00:01:48.000]  以致我們能夠更加立體地見得到
[00:01:48.000 --> 00:01:52.000]  上帝你話語的能力和你的意思
[00:01:52.000 --> 00:01:56.000]  求上帝你話語展開,你的說話進入我們的心
[00:01:56.000 --> 00:01:58.000]  我們願意進行
[00:01:58.000 --> 00:02:00.000]  讓我們有這顆謙卑的心
[00:02:00.000 --> 00:02:04.000]  去接受上帝你在我們生命當中的提醒和訓誨
[00:02:04.000 --> 00:02:08.000]  以上是祈禱交托,奉主耶穌基督名字
[00:02:22.000 --> 00:02:24.000]  祈禱交托
[00:02:52.000 --> 00:02:55.000]  在後面你自己和上帝交代
[00:02:55.000 --> 00:02:58.000]  其實我們在當時
[00:02:58.000 --> 00:03:01.000]  其實我們第五波中間其實我們3月的時候
[00:03:01.000 --> 00:03:05.000]  應該很多人的狀態是很迷惘的
[00:03:05.000 --> 00:03:08.000]  明明好像確診數字開始降
[00:03:08.000 --> 00:03:11.000]  然後大家好像覺得應該可以恢復正常
[00:03:11.000 --> 00:03:12.000]  但是沒有恢復
[00:03:12.000 --> 00:03:16.000]  然後好像整個社會停滯了這樣
[00:03:16.000 --> 00:03:19.000]  然後我們的牧者就幫我們
[00:03:19.000 --> 00:03:22.000]  透過詩篇第一篇去勉勵我們
[00:03:22.000 --> 00:03:24.000]  在這個回不了教會的日子
[00:03:24.000 --> 00:03:26.000]  我們應該怎樣去堅持
[00:03:26.000 --> 00:03:28.000]  去奏夜思想上帝的說話
[00:03:28.000 --> 00:03:32.000]  今天的講題其實正正也是在回應這個訊息
[00:03:32.000 --> 00:03:34.000]  香港人有一個習慣
[00:03:34.000 --> 00:03:37.000]  當他是生活成長的時間
[00:03:37.000 --> 00:03:40.000]  他是學習去成為一個
[00:03:40.000 --> 00:03:43.000]  要符合在一個系統裡面
[00:03:43.000 --> 00:03:46.000]  去到運作運轉的一個人
[00:03:46.000 --> 00:03:47.000]  很多人的這個專業
[00:03:47.000 --> 00:03:49.000]  其實你都只是在一間機構
[00:03:49.000 --> 00:03:52.000]  在一間公司裡面成為一個齒輪
[00:03:52.000 --> 00:03:54.000]  去維持這個機器的運作
[00:03:54.000 --> 00:03:57.000]  去維持著你的社會你的家庭的運作
[00:03:57.000 --> 00:03:59.000]  你是不需要去考慮
[00:03:59.000 --> 00:04:01.000]  你所走的方向究竟是怎樣
[00:04:01.000 --> 00:04:02.000]  因為你只是會想
[00:04:02.000 --> 00:04:04.000]  我究竟什麼時候準時出糧
[00:04:04.000 --> 00:04:06.000]  然後出完糧之後我什麼時候可以開關
[00:04:06.000 --> 00:04:08.000]  去日本
[00:04:08.000 --> 00:04:13.000]  但是這個不是上帝想要我們有的生活
[00:04:13.000 --> 00:04:15.000]  上帝他引入了一些方式
[00:04:15.000 --> 00:04:17.000]  是香港人最不喜歡的方式
[00:04:17.000 --> 00:04:18.000]  就是問題
[00:04:18.000 --> 00:04:20.000]  引入了一些沙石
[00:04:20.000 --> 00:04:22.000]  引入了一些我們不想經歷的東西
[00:04:22.000 --> 00:04:25.000]  香港人面對著一些
[00:04:25.000 --> 00:04:30.000]  阻礙著他可以運作這個機器的沙石的時候
[00:04:30.000 --> 00:04:33.000]  第一個反應一定是生氣的
[00:04:33.000 --> 00:04:35.000]  為什麼會有這些問題的
[00:04:35.000 --> 00:04:37.000]  我要解決這個問題
[00:04:37.000 --> 00:04:39.000]  香港人的教育制度
[00:04:39.000 --> 00:04:41.000]  最懂得去教人
[00:04:41.000 --> 00:04:43.000]  就是做一個解決問題的人
[00:04:43.000 --> 00:04:45.000]  英文叫problem solving
[00:04:45.000 --> 00:04:47.000]  但是我想問的問題是
[00:04:47.000 --> 00:04:50.000]  當問題和障礙移除了的時候
[00:04:50.000 --> 00:04:53.000]  是不是就代表沒事呢
[00:04:53.000 --> 00:04:55.000]  是不是當你今天
[00:04:55.000 --> 00:04:58.000]  我們回教會的障礙已經挪開了的時候
[00:04:58.000 --> 00:05:01.000]  是不是就代表什麼事都沒有呢
[00:05:01.000 --> 00:05:05.000]  然後其實上帝會不會是透過這些方式
[00:05:05.000 --> 00:05:08.000]  去質問我們過往的這些日常
[00:05:08.000 --> 00:05:11.000]  究竟是不是完全沒有問題
[00:05:11.000 --> 00:05:14.000]  其實這一切都是挑戰著香港人
[00:05:14.000 --> 00:05:19.000]  好心好心去到生活在這個城市的方式
[00:05:19.000 --> 00:05:22.000]  其實上帝要我們去哪裡
[00:05:22.000 --> 00:05:25.000]  其實他不是叫我們維持一個系統的運作
[00:05:25.000 --> 00:05:27.000]  不是維持一個機器的運作
[00:05:27.000 --> 00:05:30.000]  他是不斷不斷引領著他的子民
[00:05:30.000 --> 00:05:32.000]  去走在一個新的時代裡面
[00:05:32.000 --> 00:05:36.000]  新時代其實大家應該不陌生這個事宇
[00:05:36.000 --> 00:05:38.000]  我想最近如果大家有看一些政評
[00:05:38.000 --> 00:05:41.000]  或者有看一些不同的人去到講香港的狀態
[00:05:41.000 --> 00:05:45.000]  香港是準備進入一個叫做新香港的時代
[00:05:45.000 --> 00:05:47.000]  新香港好不好啊
[00:05:47.000 --> 00:05:48.000]  不知道
[00:05:48.000 --> 00:05:51.000]  有些人回頭有些人回頭
[00:05:51.000 --> 00:05:53.000]  但是無可否認的
[00:05:53.000 --> 00:05:57.000]  這個的而且確是上帝帶領著他的子民
[00:05:57.000 --> 00:06:00.000]  進入去到的一個新的時代裡面
[00:06:00.000 --> 00:06:03.000]  這個新的時代我們可以怎樣預備呢
[00:06:03.000 --> 00:06:05.000]  在上帝的說話裡面
[00:06:05.000 --> 00:06:08.000]  我就想起一段書是相當切合這個主題
[00:06:08.000 --> 00:06:09.000]  就是《新民記》
[00:06:09.000 --> 00:06:11.000]  所以我們即稱的團契
[00:06:11.000 --> 00:06:13.000]  兩年大家辛苦大家
[00:06:13.000 --> 00:06:16.000]  兩年的時間要查好整段《新民記》
[00:06:16.000 --> 00:06:18.000]  《新民記》是給什麼人寫
[00:06:18.000 --> 00:06:20.000]  《新民記》是給新一代的意識聯盟
[00:06:20.000 --> 00:06:24.000]  是給新一代去到面對應許之地的挑戰
[00:06:24.000 --> 00:06:29.000]  這個新一代其實就是在曠野裡面留下來的人
[00:06:29.000 --> 00:06:31.000]  也可以說是去到新的地方
[00:06:31.000 --> 00:06:33.000]  去到開始新的挑戰的人
[00:06:33.000 --> 00:06:37.000]  所以香港人你們全部都是預備成為新一代的人
[00:06:37.000 --> 00:06:39.000]  你們要去的應許之地是哪裡呢
[00:06:39.000 --> 00:06:40.000]  沒有人知道
[00:06:40.000 --> 00:06:41.000]  我都答不理不了
[00:06:41.000 --> 00:06:43.000]  上帝都可能這一刻答理不了
[00:06:43.000 --> 00:06:46.000]  但是我們的的而且確要面對
[00:06:46.000 --> 00:06:50.000]  要迎向一個更新更好的一個情況
[00:06:50.000 --> 00:06:52.000]  但是你說真的更新更好嗎
[00:06:52.000 --> 00:06:55.000]  我們只要相信我們帶著上帝的眼光
[00:06:55.000 --> 00:06:58.000]  這個的而且確會是更新更好
[00:06:58.000 --> 00:07:01.000]  而其實《新民記》的寫作背景
[00:07:01.000 --> 00:07:04.000]  都要補充一下
[00:07:04.000 --> 00:07:06.000]  很多人在看《聖經》的時候
[00:07:06.000 --> 00:07:08.000]  創出利民
[00:07:08.000 --> 00:07:10.000]  然後就不要看新了
[00:07:10.000 --> 00:07:12.000]  《新民記》講完的東西都是之前講過的
[00:07:12.000 --> 00:07:14.000]  你為什麼要我再看
[00:07:14.000 --> 00:07:15.000]  其實不是
[00:07:15.000 --> 00:07:17.000]  《新民記》其實它的獨特之處
[00:07:17.000 --> 00:07:23.000]  正正就是它寫給一班在曠野出世的這班新一代子民
[00:07:23.000 --> 00:07:24.000]  曠野出世
[00:07:24.000 --> 00:07:25.000]  即是什麼意思
[00:07:25.000 --> 00:07:29.000]  其實如果我們真的認真去到思考一下
[00:07:29.000 --> 00:07:32.000]  究竟那四十年發生了什麼事
[00:07:32.000 --> 00:07:34.000]  其實上帝在做的一件事
[00:07:34.000 --> 00:07:37.000]  是我們今天可能經常聽到的事
[00:07:37.000 --> 00:07:39.000]  他換血
[00:07:39.000 --> 00:07:43.000]  他將舊的一代以色列人全部死在曠野
[00:07:43.000 --> 00:07:48.000]  然後新一代的以色列人全部是在曠野出世
[00:07:48.000 --> 00:07:49.000]  即是什麼意思
[00:07:49.000 --> 00:07:51.000]  其實他們的出生
[00:07:51.000 --> 00:07:56.000]  就是面對著一個乾旱無水之地
[00:07:56.000 --> 00:08:00.000]  就是面對著一個他都不知道在走去哪裡
[00:08:00.000 --> 00:08:01.000]  你只看到有雲柱
[00:08:01.000 --> 00:08:02.000]  有火柱
[00:08:02.000 --> 00:08:03.000]  有回望
[00:08:03.000 --> 00:08:04.000]  所有這些東西
[00:08:04.000 --> 00:08:05.000]  但是我究竟去哪裡
[00:08:05.000 --> 00:08:06.000]  我這個民族去哪裡
[00:08:06.000 --> 00:08:07.000]  不知道做什麼
[00:08:07.000 --> 00:08:08.000]  所以
[00:08:08.000 --> 00:08:09.000]  這一班人
[00:08:09.000 --> 00:08:11.000]  在《新民記》的一章39節
[00:08:11.000 --> 00:08:17.000]  當上帝去到不讓舊一輩的以色列人進入迦南地的時候
[00:08:17.000 --> 00:08:19.000]  他們就耶和華神就這樣說
[00:08:19.000 --> 00:08:21.000]  你們的孩子
[00:08:21.000 --> 00:08:23.000]  你們說要成為老物的
[00:08:23.000 --> 00:08:26.000]  就是今天尚不知善惡的兒女
[00:08:26.000 --> 00:08:28.000]  必進入那地
[00:08:28.000 --> 00:08:30.000]  你想想其實很諷刺的這個說話
[00:08:30.000 --> 00:08:31.000]  為什麼
[00:08:31.000 --> 00:08:35.000]  是同一班經過埃及十災
[00:08:35.000 --> 00:08:38.000]  見到上帝怎樣倒血
[00:08:38.000 --> 00:08:39.000]  黃蟲
[00:08:39.000 --> 00:08:40.000]  怎樣施行神蹟
[00:08:40.000 --> 00:08:41.000]  過了紅海
[00:08:41.000 --> 00:08:43.000]  浸了埃及兵
[00:08:43.000 --> 00:08:48.000]  在紅海裡面的這些這麼偉大作為的子民
[00:08:48.000 --> 00:08:49.000]  他們進不了迦南地
[00:08:49.000 --> 00:08:50.000]  為什麼
