
[00:00:00.000 --> 00:00:03.000]  弟兄姊妹,平安。
[00:00:03.000 --> 00:00:07.000]  我們先低頭禱告。
[00:00:07.000 --> 00:00:11.000]  天父上帝,我們感謝祢。
[00:00:11.000 --> 00:00:17.000]  祢給我們的恩典超過我們所求所想。
[00:00:17.000 --> 00:00:23.000]  祢藉著祢的愛子耶穌基督救贖我們,
[00:00:23.000 --> 00:00:28.000]  讓我們在基督裏被稱為義,
[00:00:28.000 --> 00:00:34.000]  讓我們在基督裏被稱為神的兒女,
[00:00:34.000 --> 00:00:39.000]  這一切都是基督為我們成就的。
[00:00:39.000 --> 00:00:45.000]  所以我們藉著信心與基督聯合,
[00:00:45.000 --> 00:00:49.000]  給我們帶來了新的身份,
[00:00:49.000 --> 00:00:53.000]  新的生命,新的盼望。
[00:00:53.000 --> 00:00:57.000]  當我們今天來到主的面前,
[00:00:57.000 --> 00:01:02.000]  求主的聖靈光照我們的心,
[00:01:02.000 --> 00:01:09.000]  當我們思想這神聖寶貴的教義的時候,
[00:01:09.000 --> 00:01:13.000]  讓我們的心被恩感,
[00:01:13.000 --> 00:01:18.000]  讓我們的心再次被主呼召,
[00:01:18.000 --> 00:01:22.000]  讓我們的心再次被聖靈感動,
[00:01:22.000 --> 00:01:27.000]  讓我們的心再次獻給主,
[00:01:27.000 --> 00:01:32.000]  因為我們蒙了主的大恩大愛,
[00:01:32.000 --> 00:01:36.000]  以下的時間交託給主,
[00:01:36.000 --> 00:01:44.000]  讓我們講的、翻譯的和聽的都被聖靈引導,
[00:01:44.000 --> 00:01:52.000]  求主與我們同在,聽我們禱告奉靠耶穌基督的聖名,
[00:01:52.000 --> 00:01:56.000]  阿們。
[00:01:56.000 --> 00:02:00.000]  弟兄姊妹,我們這一久都在講
[00:02:00.000 --> 00:02:08.000]  與基督的聯合這個教義,
[00:02:08.000 --> 00:02:17.000]  今天要談的主題是「與主聯合的新身份」,
[00:02:17.000 --> 00:02:21.000]  我們先來看今天的經文,
[00:02:21.000 --> 00:02:30.000]  今天的經文在羅馬書第六章一到十四節,
[00:02:30.000 --> 00:02:39.000]  這樣請謝禮來讀好了,我們一起重讀好嗎?
[00:03:00.000 --> 00:03:04.000]  原是叫我們一舉一動有新生的樣式,
[00:03:04.000 --> 00:03:08.000]  像基督積著父的榮耀從死裡復活一樣,
[00:03:08.000 --> 00:03:12.000]  我們若在他死的形狀上與他聯合,
[00:03:12.000 --> 00:03:16.000]  也要在他復活的形狀上與他聯合,
[00:03:16.000 --> 00:03:21.000]  因為知道我們的救人和他同釘十字架,
[00:03:21.000 --> 00:03:25.000]  使罪身滅絕,叫我們不再做罪的勞瀑,
[00:03:25.000 --> 00:03:28.000]  因為已死的人是脫離了罪,
[00:03:28.000 --> 00:03:33.000]  我們若是與基督同死,就順必與他同活,
[00:03:33.000 --> 00:03:36.000]  因為知道基督既從死裡復活,
[00:03:36.000 --> 00:03:40.000]  就不再死,死也不再做他的王了,
[00:03:40.000 --> 00:03:44.000]  他死是向罪死了,只有一次,
[00:03:44.000 --> 00:03:46.000]  他活是向神活著,
[00:03:46.000 --> 00:03:50.000]  這樣你們向罪也當看自己是死的,
[00:03:50.000 --> 00:03:55.000]  向神在基督耶穌裡卻當看自己是活的,
[00:03:55.000 --> 00:04:00.000]  所以不要用罪在你們必死的身上做王,
[00:04:00.000 --> 00:04:03.000]  使你們順從身子的私慾,
[00:04:03.000 --> 00:04:06.000]  也不要將你們的肢體獻給罪,
[00:04:06.000 --> 00:04:08.000]  做不義的器具,
[00:04:08.000 --> 00:04:11.000]  倒要像從死裡復活的人,
[00:04:11.000 --> 00:04:16.000]  將自己獻給神,並將肢體做義的器具獻給神,
[00:04:16.000 --> 00:04:18.000]  罪必不能做你們的主,
[00:04:18.000 --> 00:04:28.000]  因為你們不在律法之下,乃在恩典之下。
[00:04:28.000 --> 00:04:32.000]  以基督的聯合,這個教義是一個很重要的教義,
[00:04:32.000 --> 00:04:38.000]  我們之前已經說過,
[00:04:38.000 --> 00:04:43.000]  因為我們的救恩的每一個教義都跟這個教義有關,
[00:04:43.000 --> 00:04:51.000]  在這一段的經文裡面,
[00:04:51.000 --> 00:05:07.000]  保羅用洗禮來解釋和說明以基督聯合的真理,
[00:05:07.000 --> 00:05:11.000]  關於洗禮,我們都知道這是教會的基本禮儀,
[00:05:11.000 --> 00:05:15.000]  對每一個做基督徒的人來說,
[00:05:15.000 --> 00:05:20.000]  必須要藉著洗禮加入教會,
[00:05:20.000 --> 00:05:29.000]  然而這樣的禮儀有多重要呢?
[00:05:29.000 --> 00:05:33.000]  所以保羅就告訴我們,
[00:05:33.000 --> 00:05:37.000]  就如同我們以基督聯合這樣的重要,
[00:05:37.000 --> 00:05:43.000]  所以在這一段經文裡面,
[00:05:43.000 --> 00:05:54.000]  保羅使用洗禮來教導以基督的聯合,
[00:05:54.000 --> 00:06:00.000]  接下來我們就從三個方面來看,
[00:06:00.000 --> 00:06:12.000]  首先,以基督的聯合並不是一張犯罪許可證,
[00:06:12.000 --> 00:06:15.000]  這個話怎麼講呢?
[00:06:15.000 --> 00:06:22.000]  羅馬書的上文是在講「因信稱義」,
[00:06:22.000 --> 00:06:29.000]  講到「因信稱義」完全是神的恩典,
[00:06:29.000 --> 00:06:35.000]  在稱義的事上,我們毫無貢獻,
[00:06:35.000 --> 00:06:44.000]  而且不論你是多麼罪惡深重的人,
[00:06:44.000 --> 00:06:48.000]  你只要信耶穌基督,
[00:06:48.000 --> 00:06:51.000]  你就可以被稱為義,
[00:06:51.000 --> 00:06:53.000]  也就是說在罪人的身上,
[00:06:53.000 --> 00:07:03.000]  上帝的恩典顯得那麼真實和豐富,
[00:07:03.000 --> 00:07:08.000]  所以在保羅的神學思想裡面,
[00:07:08.000 --> 00:07:09.000]  他很清楚地顯明,
[00:07:09.000 --> 00:07:18.000]  在我們得救的事上,完全是出於神的恩典,
[00:07:18.000 --> 00:07:29.000]  而且在上帝的救恩裡面,沒有上帝解決不了的罪,
[00:07:29.000 --> 00:07:34.000]  沒有上帝拯救不了的人,
[00:07:34.000 --> 00:07:39.000]  上帝所救的人就是罪人,
[00:07:39.000 --> 00:07:43.000]  正如主耶穌說「我來了不是要招義人,乃是招罪人」,
[00:07:43.000 --> 00:07:48.000]  正如主耶穌說「我來了不是要招義人,乃是招罪人」,
[00:07:48.000 --> 00:07:52.000]  就像我們之前提到過,
[00:07:52.000 --> 00:07:56.000]  以主聯合的教義跟每一個救恩的教義相關聯,
[00:07:56.000 --> 00:08:01.000]  所以與耶穌基督的聯合和每一個救恩的教義是有相關聯的。
[00:08:01.000 --> 00:08:06.000]  所以在這裡我們看到,保羅講了「因信稱義」的教義之後,
[00:08:06.000 --> 00:08:09.000]  他接著就開始講「以基督聯合」的教義。
[00:08:09.000 --> 00:08:12.000]  所以我們看到,保羅在講到「恩信稱義」的教義之後,
[00:08:12.000 --> 00:08:17.000]  接下來就馬上講到「與主聯合」的教義了。
[00:08:17.000 --> 00:08:24.000]  羅馬書一到三章是講我們所有的人都是罪人。
[00:08:24.000 --> 00:08:30.000]  羅馬書一到三章所講的就是我們所有人都是罪人。
[00:08:30.000 --> 00:08:34.000]  三章二十五節說我們世人都犯了罪,虧欠了神的榮耀。
[00:08:34.000 --> 00:08:39.000]  在三章二十五節說,世人都犯了罪,我們虧欠了神的榮耀。
[00:08:39.000 --> 00:08:43.000]  三章二十三節,對不起。
