
[00:00:00.000 --> 00:00:06.120]  我請大家再一次低頭祈禱
[00:00:06.120 --> 00:00:08.440]  希望我們感謝你
[00:00:08.440 --> 00:00:10.720]  因為是你的自我吸引
[00:00:10.720 --> 00:00:12.920]  讓我們有機會今天聚在一起
[00:00:12.920 --> 00:00:17.200]  在你的殿裏面去敬拜
[00:00:17.200 --> 00:00:19.800]  我們懇求聖靈
[00:00:19.800 --> 00:00:22.200]  你時刻與我們同在
[00:00:22.200 --> 00:00:23.920]  賜給我們有悟性能夠明白
[00:00:23.920 --> 00:00:25.720]  你話語中的奧秘
[00:00:25.720 --> 00:00:26.920]  讓我們深信你的話語
[00:00:26.920 --> 00:00:30.560]  如聖經所說 秘密更甘甜
[00:00:30.560 --> 00:00:32.320]  讓我們能夠渴想
[00:00:32.320 --> 00:00:36.320]  因為你的話語能夠滋養我們的生命
[00:00:36.320 --> 00:00:39.560]  願聽的和說的都同夢你的月
[00:00:39.560 --> 00:00:41.840]  祈禱奉主耶穌基督的名求
[00:00:41.840 --> 00:00:45.120]  阿門
[00:00:45.120 --> 00:00:47.040]  那段節目我想請問大家
[00:00:47.040 --> 00:00:51.200]  你見過神蹟沒有?
[00:00:51.200 --> 00:00:54.920]  有沒有人見過神蹟?
[00:00:54.920 --> 00:00:57.120]  唉 非常之好
[00:00:57.120 --> 00:00:58.360]  我再問多一個問題
[00:00:58.360 --> 00:01:01.040]  可能你說牧師我有些遲疑
[00:01:01.040 --> 00:01:03.320]  不舉手就是
[00:01:03.320 --> 00:01:06.240]  你說甚麼是神蹟?
[00:01:06.240 --> 00:01:07.640]  有甚麼事情發生
[00:01:07.640 --> 00:01:09.520]  牧師你才覺得是神蹟?
[00:01:09.520 --> 00:01:11.200]  我問大家一會兒
[00:01:11.200 --> 00:01:13.600]  神蹟就是基督的神蹟
[00:01:13.600 --> 00:01:15.240]  神蹟就是基督的神蹟
[00:01:15.240 --> 00:01:17.240]  除了祭祀之外
[00:01:17.240 --> 00:01:19.000]  神蹟之外還有很多教育過程
[00:01:19.000 --> 00:01:20.040]  都是神蹟
[00:01:20.040 --> 00:01:23.560]  無錯 多謝
[00:01:23.560 --> 00:01:25.360]  剛才弟兄說了
[00:01:25.360 --> 00:01:26.760]  為他而言那是神蹟
[00:01:26.760 --> 00:01:28.560]  那為你而言
[00:01:28.560 --> 00:01:31.160]  甚麼是神蹟呢?
[00:01:31.160 --> 00:01:34.040]  足以讓你相信那是聖靈
[00:01:34.040 --> 00:01:37.320]  向你顯示祂的能力
[00:01:37.320 --> 00:01:40.040]  今日經文是記載在《使徒行傳》
[00:01:40.040 --> 00:01:42.760]  中間再由第十二節開始
[00:01:42.760 --> 00:01:47.160]  所以我跟大家分享少少前面的背景
[00:01:47.160 --> 00:01:49.800]  彼得和約翰如常在猶太教徒
[00:01:49.800 --> 00:01:52.720]  每日五次祈禱之中的第三次
[00:01:52.720 --> 00:01:54.920]  去上聖殿禱告
[00:01:54.920 --> 00:01:57.080]  這五次的時間分別是
[00:01:57.080 --> 00:01:59.080]  早上天空亮六點鐘
[00:01:59.080 --> 00:02:00.160]  中午十二點
[00:02:00.160 --> 00:02:01.640]  下午三點 晚上六點
[00:02:01.640 --> 00:02:04.720]  以及日落之後的兩個小時
[00:02:04.720 --> 00:02:06.120]  在聖殿的入口
[00:02:06.120 --> 00:02:07.800]  彼得和約翰遇見一個
[00:02:07.800 --> 00:02:08.960]  一出生的時候
[00:02:08.960 --> 00:02:12.440]  雙腿已經是瘸腿的人
[00:02:12.440 --> 00:02:15.600]  向他們行乞
[00:02:15.600 --> 00:02:19.240]  彼得就治好他的雙腿
[00:02:19.240 --> 00:02:21.400]  讓他行走自如
[00:02:21.400 --> 00:02:25.720]  這個人當然十分之興奮
[00:02:25.720 --> 00:02:28.000]  他只是想要些錢
[00:02:28.000 --> 00:02:29.480]  要些食物
[00:02:29.480 --> 00:02:30.640]  不過上帝給他的
[00:02:30.640 --> 00:02:32.640]  他說是他最大的需要
[00:02:32.640 --> 00:02:33.640]  他拉著彼得
[00:02:33.640 --> 00:02:36.080]  拉著約翰邊走邊跳
[00:02:36.080 --> 00:02:38.120]  讚美上帝
[00:02:38.120 --> 00:02:40.200]  見到的人都非常驚訝
[00:02:40.200 --> 00:02:42.280]  這個不是我們平時日日
[00:02:42.280 --> 00:02:43.960]  在聖殿的門口
[00:02:43.960 --> 00:02:46.440]  見到他坐著乞食嗎
[00:02:46.440 --> 00:02:49.000]  他的腳明明是瘸了
[00:02:49.000 --> 00:02:51.680]  為何現在是這樣的呢
[00:02:51.680 --> 00:02:53.480]  彼得捉著這個時機
[00:02:53.480 --> 00:02:54.800]  很嘆然地對著
[00:02:54.800 --> 00:02:57.480]  這些覺得很好奇的百姓說
[00:02:57.480 --> 00:03:00.280]  為何你們覺得很神奇
[00:03:00.280 --> 00:03:03.000]  你不要以為是我的能力
[00:03:03.000 --> 00:03:05.720]  又或者以為是我們的虔誠
[00:03:05.720 --> 00:03:10.200]  去讓這個人行走如常
[00:03:10.200 --> 00:03:11.960]  彼得沒有將行神蹟
[00:03:11.960 --> 00:03:14.760]  這個功勞歸給自己
[00:03:14.760 --> 00:03:16.680]  去榮譽自己
[00:03:16.680 --> 00:03:18.080]  然後彼得用三言兩語
[00:03:18.080 --> 00:03:20.520]  就說出一個重點
[00:03:20.520 --> 00:03:21.880]  不是我
[00:03:21.880 --> 00:03:23.920]  是耶穌的名字
[00:03:23.920 --> 00:03:25.760]  那位上帝的僕人
[00:03:25.760 --> 00:03:30.280]  僕人這裏的原文有兒子的意思
[00:03:30.280 --> 00:03:34.000]  他會大家將他釘在十字架上的耶穌
[00:03:34.000 --> 00:03:36.040]  彼得因為查不到他有甚麼死罪
[00:03:36.040 --> 00:03:38.080]  有意要釋放他的時候
[00:03:38.080 --> 00:03:39.400]  不過
[00:03:39.400 --> 00:03:41.960]  大家情願釋放一個兇手
[00:03:41.960 --> 00:03:43.680]  都是要釘上這個
[00:03:43.680 --> 00:03:48.280]  無辜腥劫生命的刺創者耶穌
[00:03:48.280 --> 00:03:51.320]  上帝強行讓耶穌從死人中復活
[00:03:51.320 --> 00:03:52.560]  我們見過祂
[00:03:52.560 --> 00:03:54.840]  我們可以作證
[00:03:54.840 --> 00:03:55.960]  就是這位耶穌
[00:03:55.960 --> 00:03:57.640]  以及祂賜給我們的信心
[00:03:57.640 --> 00:04:00.000]  讓這位兄弟
[00:04:00.000 --> 00:04:02.360]  大家很熟悉的這位兄弟
[00:04:02.360 --> 00:04:03.760]  他的腳
[00:04:03.760 --> 00:04:06.360]  可以行走如常
[00:04:06.360 --> 00:04:08.800]  我明白大家決意要釘上耶穌的時候
[00:04:08.800 --> 00:04:11.080]  是出於無知
[00:04:11.080 --> 00:04:14.480]  我們的官長領袖都是出於無知
[00:04:14.480 --> 00:04:15.640]  上帝在歷世歷代
[00:04:15.640 --> 00:04:17.920]  透過眾仙之御仙講明
[00:04:17.920 --> 00:04:20.600]  基督必須受害
[00:04:20.600 --> 00:04:24.400]  這件事就這樣應驗了
[00:04:24.400 --> 00:04:26.800]  雖然你們是出於無知
[00:04:26.800 --> 00:04:27.760]  但是祂說要承認
[00:04:27.760 --> 00:04:31.840]  以及承擔釘死耶穌基督的罪行
[00:04:31.840 --> 00:04:35.040]  唯有你們向上帝悔罪
[00:04:35.040 --> 00:04:36.960]  請求祂的寬恕
[00:04:36.960 --> 00:04:40.960]  你們的罪就必得以塗抹
[00:04:40.960 --> 00:04:46.000]  之後彼得繼續向百姓傳道
[00:04:46.000 --> 00:04:47.520]  不過沒多久之後
[00:04:47.520 --> 00:04:50.040]  宗教領袖帶著一隊人
[00:04:50.040 --> 00:04:52.920]  來捉拿彼得和約翰
[00:04:52.920 --> 00:04:56.280]  因為他們在宣揚耶穌復活的事
[00:04:56.280 --> 00:05:00.160]  這本來是宗教領袖想要低調處理
[00:05:00.160 --> 00:05:04.840]  甚至要埋沒的事實
[00:05:04.840 --> 00:05:05.760]  今天的題目是
[00:05:05.760 --> 00:05:08.200]  聖靈顯出祂的能力
