
[00:00:00.000 --> 00:00:04.000]  感恩節的時候,不知道大家想到些甚麼?
[00:00:04.000 --> 00:00:09.000]  有甚麼是值得大家感謝上帝的呢?
[00:00:09.000 --> 00:00:13.000]  我相信其中一樣東西就是上帝的愛。
[00:00:13.000 --> 00:00:16.000]  不知道大家有沒有經常會覺得,
[00:00:16.000 --> 00:00:21.000]  「上帝很愛我,很疼我,我很為這件事感恩的呢?」
[00:00:21.000 --> 00:00:23.000]  事實上,說到愛這件事,
[00:00:23.000 --> 00:00:30.000]  我們會不會、會不會、會不會、會不會有羨慕呢?
[00:00:30.000 --> 00:00:33.000]  大家有沒有感受過被人愛的滋味呢?
[00:00:33.000 --> 00:00:35.000]  有沒有人被人愛過?
[00:00:35.000 --> 00:00:38.000]  有沒有?應該有吧?
[00:00:38.000 --> 00:00:41.000]  你被人愛過,那人是誰來的?
[00:00:41.000 --> 00:00:43.000]  那你怎樣說愛你呢?
[00:00:43.000 --> 00:00:46.000]  是否因為我可以跟你說,「我愛你,我愛你」,
[00:00:46.000 --> 00:00:48.000]  所以你知道呢?
[00:00:48.000 --> 00:00:51.000]  因為他在你身上做了些甚麼事情,
[00:00:51.000 --> 00:00:53.000]  怎樣幫你,怎樣關心你,
[00:00:53.000 --> 00:00:55.000]  或者時不時買些小禮物送給你,
[00:00:55.000 --> 00:00:57.000]  這是我很懂得做的,
[00:00:57.000 --> 00:00:59.000]  我家裡就有小禮物,
[00:00:59.000 --> 00:01:01.000]  例如「What's my presence?」
[00:01:01.000 --> 00:01:03.000]  是否因為做了這些事情,
[00:01:03.000 --> 00:01:08.000]  所以讓你覺得這個人愛你呢?
[00:01:08.000 --> 00:01:10.000]  那你覺得這個人愛你呢?
[00:01:10.000 --> 00:01:12.000]  你有愛過這個人嗎?
[00:01:12.000 --> 00:01:14.000]  你有沒有愛過這個人呢?
[00:01:14.000 --> 00:01:16.000]  那就要看是誰了。
[00:01:16.000 --> 00:01:22.000]  如果這個是我爸爸媽媽,我老公老婆,我孩子,兄弟姐妹,
[00:01:22.000 --> 00:01:25.000]  他們應該這樣愛我的,對不對?
[00:01:25.000 --> 00:01:28.000]  我是親人,他們應該愛我的,對不對?
[00:01:28.000 --> 00:01:31.000]  問題是,OK,你覺得他們應該愛你嗎?
[00:01:31.000 --> 00:01:35.000]  你有沒有覺得你家人都很愛他們呢?
[00:01:35.000 --> 00:01:37.000]  有時我們沒有想過這個問題,
[00:01:37.000 --> 00:01:39.000]  我們喜歡別人愛我們,
[00:01:39.000 --> 00:01:41.000]  但是我們愛不愛別人呢?
[00:01:41.000 --> 00:01:43.000]  很多時候是另外一回事。
[00:01:43.000 --> 00:01:46.000]  如果這個人不是我們的家人,
[00:01:46.000 --> 00:01:49.000]  或者我們很熟悉的朋友,
[00:01:49.000 --> 00:01:52.000]  可能就是同學,同事,OK?
[00:01:52.000 --> 00:01:57.000]  或者遇到一個人,他會很愛你。
[00:01:57.000 --> 00:02:00.000]  那你會不會接受他的愛呢?
[00:02:00.000 --> 00:02:02.000]  那就要想一想,
[00:02:02.000 --> 00:02:05.000]  因為這個不是我的家人,對不對?
[00:02:05.000 --> 00:02:07.000]  我又不是認識他很久,
[00:02:07.000 --> 00:02:09.000]  同事,同學,朋友而已,OK?
[00:02:09.000 --> 00:02:11.000]  我們中國人經常說,
[00:02:11.000 --> 00:02:13.000]  有沒有眼緣,對不對?
[00:02:13.000 --> 00:02:16.000]  如果見到他,雖無過的,
[00:02:16.000 --> 00:02:19.000]  但你不是很想和他接觸,
[00:02:19.000 --> 00:02:21.000]  那你當然不會考慮了。
[00:02:21.000 --> 00:02:23.000]  如果你說,看上去都不錯,
[00:02:23.000 --> 00:02:27.000]  看樣子起碼,外表、樣子都OK。
[00:02:27.000 --> 00:02:31.000]  那就看看他個人的品格如何,
[00:02:31.000 --> 00:02:33.000]  看看他的背景如何,
[00:02:33.000 --> 00:02:35.000]  他的出身如何,
[00:02:35.000 --> 00:02:41.000]  他的對生活的品味是否很接近。
[00:02:41.000 --> 00:02:44.000]  想一想,大約和自己對照一下,對不對?
[00:02:44.000 --> 00:02:47.000]  覺得OK,那就試一下,
[00:02:47.000 --> 00:02:50.000]  就開始一個比較親密的關係。
[00:02:50.000 --> 00:02:51.000]  如果不是的話,
[00:02:51.000 --> 00:02:53.000]  我相信一開始,五合眼緣的,
[00:02:53.000 --> 00:02:55.000]  他人生的品味是否同樣不同,
[00:02:55.000 --> 00:02:57.000]  便將他摧毀,
[00:02:57.000 --> 00:02:59.000]  不想理會他,會不會是這樣?
[00:02:59.000 --> 00:03:02.000]  當我說這些情況的時候,
[00:03:02.000 --> 00:03:06.000]  無論是表示對你有愛心、愛你的人,
[00:03:06.000 --> 00:03:08.000]  是家人也好,
[00:03:08.000 --> 00:03:10.000]  或者是一些不太熟悉的人,
[00:03:10.000 --> 00:03:12.000]  只是同事、朋友而已,
[00:03:12.000 --> 00:03:14.000]  大家不知道有沒有留意到,
[00:03:14.000 --> 00:03:16.000]  很多時候,
[00:03:16.000 --> 00:03:19.000]  原來我們考慮愛不愛一個人,
[00:03:19.000 --> 00:03:22.000]  是首先和我們自己的感覺,
[00:03:22.000 --> 00:03:24.000]  我們自己的看法,
[00:03:24.000 --> 00:03:27.000]  我們自己的需要去著眼的。
[00:03:27.000 --> 00:03:29.000]  我們很少會想到,
[00:03:29.000 --> 00:03:32.000]  這個人是否值得我們去愛他呢?
[00:03:32.000 --> 00:03:33.000]  不會這樣想的。
[00:03:33.000 --> 00:03:35.000]  先想想我們,
[00:03:35.000 --> 00:03:39.000]  覺得感覺好不好呢?
[00:03:39.000 --> 00:03:41.000]  我們的感受如何呢?
[00:03:41.000 --> 00:03:45.000]  原來無論是自己一個人也好,
[00:03:45.000 --> 00:03:47.000]  或者是我們不太熟悉的人也好,
[00:03:47.000 --> 00:03:49.000]  當我們考慮愛不愛一個人的時候,
[00:03:49.000 --> 00:03:51.000]  原來我們這個人,
[00:03:51.000 --> 00:03:53.000]  都是頗自私的,
[00:03:53.000 --> 00:03:55.000]  都是先從自己的感覺,
[00:03:55.000 --> 00:03:56.000]  自己的看法,
[00:03:56.000 --> 00:03:58.000]  這個人對我們好不好,
[00:03:58.000 --> 00:03:59.000]  然後去想,
[00:03:59.000 --> 00:04:01.000]  很少去想這個人,
[00:04:01.000 --> 00:04:02.000]  他的感受如何,
[00:04:02.000 --> 00:04:04.000]  他的需要是怎樣,
[00:04:04.000 --> 00:04:06.000]  為甚麼他會這樣向我們表達他的愛心呢?
[00:04:06.000 --> 00:04:08.000]  我們不會想到這個問題的。
[00:04:08.000 --> 00:04:09.000]  再說一次,
[00:04:09.000 --> 00:04:10.000]  簡單來說,
[00:04:10.000 --> 00:04:12.000]  人原來都頗自私的,
[00:04:12.000 --> 00:04:13.000]  對不對?
[00:04:13.000 --> 00:04:16.000]  很多時候都是先從自己的角度去想事情。
[00:04:16.000 --> 00:04:18.000]  當我看到這個問題的時候,
[00:04:18.000 --> 00:04:19.000]  我就發覺其實,
[00:04:19.000 --> 00:04:21.000]  為甚麼人會這樣呢?
[00:04:21.000 --> 00:04:22.000]  有這樣的傾向,
[00:04:22.000 --> 00:04:23.000]  一個自私的傾向呢?
