
[00:00:00.000 --> 00:00:01.240]  丁志榮 午安
[00:00:01.240 --> 00:00:06.920]  早前我有機會看過一齣
[00:00:06.920 --> 00:00:11.840]  揉合了親情、友情、愛情
[00:00:11.840 --> 00:00:14.040]  很有意思的電影
[00:00:14.040 --> 00:00:15.800]  這齣電影
[00:00:15.800 --> 00:00:19.560]  我只覺得它的名字改得一般般
[00:00:19.560 --> 00:00:23.880]  叫做《去年聖誕好暖泥》
[00:00:23.880 --> 00:00:26.560]  英文是Last Christmas
[00:00:27.280 --> 00:00:31.040]  這齣電影的女主角叫做Kate
[00:00:31.040 --> 00:00:33.920]  她其實是唱歌很厲害的
[00:00:33.920 --> 00:00:37.640]  不過有一次因為一個交通意外
[00:00:37.640 --> 00:00:43.160]  令到她要接受一個心臟移植手術
[00:00:43.160 --> 00:00:44.680]  才撿回一條命
[00:00:44.680 --> 00:00:47.600]  不過在她康復了之後
[00:00:47.600 --> 00:00:50.480]  她整個生活就變了
[00:00:50.480 --> 00:00:53.400]  變得非常老倒
[00:00:54.000 --> 00:00:58.320]  和身邊所有人的關係都搞得亂七八糟
[00:00:58.320 --> 00:01:00.200]  直至有一天
[00:01:00.200 --> 00:01:04.560]  她遇上了這齣電影的男主角Tom
[00:01:04.560 --> 00:01:09.160]  這樣才得到她的鼓勵
[00:01:09.160 --> 00:01:11.680]  重新提起心肝
[00:01:11.680 --> 00:01:16.120]  學過做人基本的三句說話
[00:01:16.120 --> 00:01:17.480]  人人都懂的了
[00:01:17.480 --> 00:01:20.360]  麻煩、多謝、對不起
[00:01:20.360 --> 00:01:23.040]  小朋友的時候已經開始教的了
[00:01:23.880 --> 00:01:31.360]  因為她逐步逐步地去學做人的基本態度
[00:01:31.360 --> 00:01:37.440]  所以她就修復和身邊的人的關係
[00:01:37.440 --> 00:01:41.360]  把這些爛攤子撿回來了
[00:01:41.360 --> 00:01:45.680]  到底這個Tom是誰呢?
[00:01:45.680 --> 00:01:48.560]  這個人是很特別的
[00:01:48.560 --> 00:01:52.920]  因為在電影裏都是現在的年代
[00:01:53.360 --> 00:01:55.600]  但是又沒有手機
[00:01:55.600 --> 00:01:59.920]  偶爾這個人就好像消失在哪裏
[00:01:59.920 --> 00:02:01.080]  找不到他
[00:02:01.080 --> 00:02:03.840]  其實為甚麼會這樣呢?
[00:02:03.840 --> 00:02:06.400]  因為由頭到尾
[00:02:06.400 --> 00:02:11.560]  這個Tom對Kate女主角來說
[00:02:11.560 --> 00:02:13.480]  是一個幻覺
[00:02:13.480 --> 00:02:19.840]  而這個Tom在有一次踩單車的時候
[00:02:19.840 --> 00:02:21.040]  出了意外
[00:02:21.480 --> 00:02:23.480]  所以就離開了世界
[00:02:23.480 --> 00:02:28.600]  他就把自己的心臟捐出來
[00:02:28.600 --> 00:02:32.880]  誰知道就去了Kate的那裏
[00:02:32.880 --> 00:02:38.080]  就是透過這個心臟移植
[00:02:38.080 --> 00:02:42.840]  讓Kate的人生重新展現光芒
[00:02:42.840 --> 00:02:48.440]  很快我們就來到以色列書的第十一章了
[00:02:48.800 --> 00:02:52.760]  整本以色列書都挺長的,有48章
[00:02:52.760 --> 00:02:58.800]  我猜未必每一個大英姐妹都對這本書熟悉
[00:02:58.800 --> 00:03:00.360]  這麼長,對吧?
[00:03:00.360 --> 00:03:03.840]  不過裏面有一個段落
[00:03:03.840 --> 00:03:09.600]  把石心換成肉心這個描述
[00:03:09.600 --> 00:03:12.160]  可能你不知道在哪裏聽過
[00:03:12.160 --> 00:03:13.960]  都會有一點印象
[00:03:13.960 --> 00:03:15.800]  我就在想
[00:03:16.040 --> 00:03:18.840]  如果電影的創作
[00:03:18.840 --> 00:03:26.520]  都可以把換了心之後的生命改變說得這麼神奇
[00:03:26.520 --> 00:03:30.400]  如果由神去操刀
[00:03:30.400 --> 00:03:34.400]  把我們的內心去改變
[00:03:34.400 --> 00:03:36.880]  究竟會是怎樣的呢?
[00:03:36.880 --> 00:03:40.880]  我想先請大家跟我一起讀出
[00:03:41.160 --> 00:03:46.480]  今天我要和大家分享這段經文的上半節
[00:03:46.480 --> 00:03:52.040]  即是這裏打給你看的第十四至第二十一節
[00:03:52.040 --> 00:03:55.360]  我們一起來,預備起
[00:03:55.360 --> 00:03:58.240]  「耶和華的話臨到我說
[00:03:58.240 --> 00:04:01.240]  人子,耶路撒冷的居民
[00:04:01.240 --> 00:04:05.280]  對你的弟兄、你的本族、你的親屬
[00:04:05.280 --> 00:04:08.960]  以色列全家,就是對大眾說
[00:04:09.240 --> 00:04:11.440]  你們遠離耶和華吧
[00:04:11.440 --> 00:04:14.680]  這地是賜給我們為業的
[00:04:14.680 --> 00:04:17.240]  所以你當說
[00:04:17.240 --> 00:04:19.160]  耶和華如此說
[00:04:19.160 --> 00:04:24.360]  我雖將以色列全家遠遠遷移到列國中
[00:04:24.360 --> 00:04:27.560]  將他們分散在列邦內
[00:04:27.560 --> 00:04:31.160]  我還要在他們所到的列邦
[00:04:31.160 --> 00:04:33.800]  暫作他們的聖所
[00:04:33.800 --> 00:04:35.440]  你當說
[00:04:35.440 --> 00:04:37.760]  主耶和華如此說
[00:04:38.000 --> 00:04:41.120]  我必從萬民中招聚你們
[00:04:41.120 --> 00:04:44.800]  從分散的列國內聚集你們
[00:04:44.800 --> 00:04:48.400]  又要將以色列地賜給你們
[00:04:48.400 --> 00:04:50.600]  他們必到那裏
[00:04:50.600 --> 00:04:55.680]  也必從其中除掉一切可憎可厭的物
[00:04:55.680 --> 00:04:59.240]  我要使他們有合一的心
[00:04:59.240 --> 00:05:03.000]  也要將新靈放在他們裏面
[00:05:03.000 --> 00:05:07.000]  又從他們肉體中除掉錫心
[00:05:07.280 --> 00:05:09.360]  賜給他們玉心
[00:05:09.360 --> 00:05:12.600]  使他們順從我的律例
[00:05:12.600 --> 00:05:15.400]  謹守遵行我的典章
[00:05:15.400 --> 00:05:18.000]  他們要作我的子民
[00:05:18.000 --> 00:05:20.280]  我要作他們的神
[00:05:20.280 --> 00:05:25.440]  至於那些心中除從可憎可厭之物
[00:05:25.440 --> 00:05:30.560]  我必照他們所行的報應在他們頭上
[00:05:30.560 --> 00:05:33.360]  這是主耶和華說的
[00:05:34.240 --> 00:05:37.440]  我在上次講第八章的時候
[00:05:37.440 --> 00:05:39.080]  我曾經提過
[00:05:39.080 --> 00:05:43.600]  我們可以將以色列書的第八至十一章
[00:05:43.600 --> 00:05:46.680]  視之為一個大的段落
[00:05:46.680 --> 00:05:50.520]  因為它是一連串的二章
[00:05:50.520 --> 00:05:54.360]  上次我只講了開頭
[00:05:54.360 --> 00:05:57.320]  第八章的一至十八節
[00:05:57.320 --> 00:06:02.560]  這次我選了段落的拉卑部分
[00:06:02.760 --> 00:06:06.520]  即是十一章十四至二十五節
[00:06:06.520 --> 00:06:08.320]  來跟大家分享
[00:06:08.320 --> 00:06:12.200]  不過其實這段說話
[00:06:12.200 --> 00:06:17.840]  再不是跟耶路撒冷城裏的人說的
[00:06:17.840 --> 00:06:25.240]  這是跟那些當時已經被擄離開的
[00:06:25.240 --> 00:06:27.240]  這一班以色列人說的
[00:06:27.240 --> 00:06:31.480]  如果大家有機會回到家裏
[00:06:31.600 --> 00:06:35.360]  慢慢看回第十一章前半章
[00:06:35.360 --> 00:06:38.400]  即是第一至十三節
[00:06:38.400 --> 00:06:42.800]  你會讀到當時的以色列文
[00:06:42.800 --> 00:06:46.960]  用了「這城是窩,我們是獄」
[00:06:46.960 --> 00:06:49.400]  來比喻耶路撒冷
[00:06:49.400 --> 00:06:55.480]  他們認為正正因為自己有一個堅固的城牆
[00:06:55.480 --> 00:06:59.160]  所以就像窩一樣保護他們
[00:06:59.160 --> 00:07:03.880]  他們在裏面的人無論怎樣都一定安全
[00:07:03.880 --> 00:07:08.520]  但是以色列先知在第十一節
[00:07:08.520 --> 00:07:11.360]  很清楚地回應給他們聽
[00:07:11.360 --> 00:07:15.160]  「這城必不作你們的窩
[00:07:15.160 --> 00:07:18.000]  你們也不作其中的獄」
[00:07:18.000 --> 00:07:19.520]  即是甚麼意思呢?
[00:07:19.520 --> 00:07:22.400]  審判一定會臨到
[00:07:22.400 --> 00:07:24.200]  那是否即是死感?
[00:07:25.360 --> 00:07:29.680]  所以去到第十三節的時候
[00:07:29.680 --> 00:07:33.840]  這裏描述以西傑聽到這個消息
[00:07:33.840 --> 00:07:37.600]  就立刻整個人趴在地上
[00:07:37.600 --> 00:07:41.760]  就跟神大聲呼求
[00:07:41.760 --> 00:07:43.200]  他這樣說的
[00:07:43.200 --> 00:07:50.720]  他說「主要是你要將以色列剩下的人滅絕,靜盡窩」
[00:07:51.520 --> 00:07:56.480]  其實以色列民按照舊約歷史他們失敗過很多次
[00:07:56.480 --> 00:08:02.240]  以色列也不是第一次為他們的同胞
[00:08:02.240 --> 00:08:06.520]  來求上帝赦免他們
[00:08:06.520 --> 00:08:10.160]  不過如果我們看回前一點
[00:08:10.160 --> 00:08:11.920]  第九章第八節
[00:08:11.920 --> 00:08:13.480]  那裏是這樣說的
[00:08:13.480 --> 00:08:16.200]  「他們擊殺的時候我被留下
[00:08:16.200 --> 00:08:18.040]  我就俯伏在地說
[00:08:18.040 --> 00:08:23.000]  主耶穌說你將憤怒傾在耶路撒冷
[00:08:23.000 --> 00:08:27.120]  豈要將以色列所剩下的人都滅絕嗎?」
[00:08:27.120 --> 00:08:33.360]  那次神給了以色列的答案很簡單直接的
[00:08:33.360 --> 00:08:38.760]  在第九章第十節那裏這樣說
[00:08:38.760 --> 00:08:42.560]  「我眼必不顧色也不可憐他們
[00:08:42.560 --> 00:08:46.800]  要照他們所行的報應在他們頭上」
[00:08:46.800 --> 00:08:48.080]  即是死定了
[00:08:48.080 --> 00:08:50.840]  其實神已經回答了
[00:08:50.840 --> 00:08:54.360]  到了第十一章還求你做什麼?
[00:08:54.360 --> 00:08:55.840]  已經說過了
[00:08:55.840 --> 00:09:01.120]  不過其實上帝的工作精彩的地方
[00:09:01.120 --> 00:09:04.800]  就好像馬丁路德曾經這樣說
[00:09:04.800 --> 00:09:08.040]  God works subcontrario
[00:09:08.040 --> 00:09:11.840]  這裏的意思其實是說神做事
[00:09:11.840 --> 00:09:13.840]  人是猜不到的
[00:09:13.840 --> 00:09:15.720]  真的猜不到
[00:09:16.200 --> 00:09:24.680]  有聖經學者形容這段聖經是以西傑先知的福音
[00:09:24.680 --> 00:09:30.200]  可想而知對當時的以色列民來說是多麼重要
[00:09:30.200 --> 00:09:34.680]  我們先看第十四至第十五節
[00:09:34.680 --> 00:09:36.680]  聖經那裏這樣說
[00:09:36.680 --> 00:09:38.960]  「耶護華丁說:臨到我說
[00:09:38.960 --> 00:09:42.840]  人子啊!耶路撒冷的居民對你的弟兄
[00:09:42.840 --> 00:09:46.640]  你的本族、你的親屬、以色列全家
[00:09:46.640 --> 00:09:50.840]  就是對大眾說:你們遠離耶護華吧
[00:09:50.840 --> 00:09:54.680]  這地是賜給我們遺孽的」
[00:09:54.680 --> 00:09:57.200]  這兩節的經文
[00:09:57.200 --> 00:10:03.680]  神就引述了當時在耶路撒冷城裏面的人的看法
[00:10:03.680 --> 00:10:08.200]  除了他們覺得自己一定是平安大吉之外
[00:10:08.520 --> 00:10:14.280]  他們還認為其他被擄離開的人
[00:10:14.280 --> 00:10:17.280]  流落異鄉的以色列民
[00:10:17.280 --> 00:10:19.280]  他們才是被棄絕
[00:10:19.280 --> 00:10:21.520]  他們是會遠離神
[00:10:21.520 --> 00:10:27.480]  而且沒有資格得到神應許給他們的地方
[00:10:27.480 --> 00:10:29.240]  簡單來說
[00:10:29.240 --> 00:10:30.640]  你們沒有份
[00:10:30.640 --> 00:10:32.640]  我們才有
[00:10:32.640 --> 00:10:34.640]  你們是誰?
[00:10:34.640 --> 00:10:36.440]  你的弟兄
[00:10:36.440 --> 00:10:37.760]  你的本族
[00:10:37.760 --> 00:10:39.160]  你的親屬
[00:10:39.160 --> 00:10:41.160]  以色列全家
[00:10:41.160 --> 00:10:46.040]  在身處耶路撒冷城裏面的這些人
[00:10:46.040 --> 00:10:50.240]  眼裏面好像有三個同心圓圈
[00:10:50.240 --> 00:10:53.400]  由家人到親屬
[00:10:53.400 --> 00:10:58.520]  到所有被擄分散到不同地方的以色列民
[00:10:58.520 --> 00:10:59.840]  通通一樣
[00:10:59.840 --> 00:11:03.120]  只要你離開了耶路撒冷
[00:11:03.120 --> 00:11:05.480]  就什麼都沒有
[00:11:05.880 --> 00:11:08.360]  甚至要挖苦他們
[00:11:08.360 --> 00:11:11.640]  說你們離開了耶路撒冷
[00:11:11.640 --> 00:11:14.040]  你們遠離耶路撒冷
[00:11:14.040 --> 00:11:16.760]  不如去拜其他人吧
[00:11:16.760 --> 00:11:18.760]  搞這麼多幹什麼?
[00:11:18.760 --> 00:11:21.080]  是這樣的態度
[00:11:21.080 --> 00:11:25.080]  但是神在第十六節
[00:11:25.080 --> 00:11:30.760]  駁斥這群自以為自己很厲害的以色列民
[00:11:30.760 --> 00:11:34.160]  他鼓勵這群被擄的
[00:11:34.680 --> 00:11:36.680]  經文是這樣說
[00:11:36.680 --> 00:11:41.080]  「所以你當說耶路撒冷如此說
[00:11:41.080 --> 00:11:45.880]  我須將以色列全家遠遠遷移到列國中
[00:11:45.880 --> 00:11:48.880]  將他們分散在列邦內
[00:11:48.880 --> 00:11:52.400]  我還要在他們所到的列邦
[00:11:52.400 --> 00:11:55.400]  暫作他們的聖所」
[00:11:55.400 --> 00:12:00.880]  這是一個充滿了恩典的應許
[00:12:00.880 --> 00:12:06.160]  雖然他們是遠遠離開了耶路撒冷的地圖
[00:12:06.160 --> 00:12:08.160]  但是神這樣描述
[00:12:08.160 --> 00:12:10.560]  祂說祂自己去了
[00:12:10.560 --> 00:12:14.560]  將以色列全家遠遠遷到列國中
[00:12:14.560 --> 00:12:17.840]  將他們分散在列邦內
[00:12:17.840 --> 00:12:19.840]  無論去到哪裡
[00:12:19.840 --> 00:12:22.840]  神就跟著去到哪裡
[00:12:22.840 --> 00:12:25.600]  要親臨那個地方
[00:12:25.600 --> 00:12:28.960]  暫作他們的聖所
[00:12:29.560 --> 00:12:30.960]  有什麼可能?
[00:12:30.960 --> 00:12:32.760]  在被擄的時候
[00:12:32.760 --> 00:12:36.280]  連自己的地圖都沒有了
[00:12:36.280 --> 00:12:38.280]  你還說聖所?
[00:12:38.280 --> 00:12:47.760]  即使這群以色列民正面對一個非常嚴峻的困境
[00:12:47.760 --> 00:12:52.160]  神說要暫作他們的聖所
[00:12:52.160 --> 00:12:55.960]  正是要表明祂的百姓
[00:12:55.960 --> 00:12:59.840]  祂要為他們預備容身之所
[00:12:59.840 --> 00:13:02.160]  神會與他們同在
[00:13:02.160 --> 00:13:05.240]  因為祂就是他們的神
[00:13:05.240 --> 00:13:07.240]  祂必定會看顧
[00:13:07.240 --> 00:13:13.360]  我在互聯網裏面看過一個這樣的小故事
[00:13:13.360 --> 00:13:16.840]  在外國有一個工程人員
[00:13:16.840 --> 00:13:22.160]  正是要參與興建一條新的路
[00:13:22.160 --> 00:13:26.120]  要通過一個村莊
[00:13:26.120 --> 00:13:29.960]  在這個新的建設裏面
[00:13:29.960 --> 00:13:33.040]  這一群工程人員
[00:13:33.040 --> 00:13:39.360]  要被委派將擋住那條路的大樹
[00:13:39.360 --> 00:13:41.360]  將它斬下來
[00:13:41.360 --> 00:13:43.360]  不然怎樣興建這條路呢?
[00:13:43.360 --> 00:13:48.560]  當他逐棵逐棵地斬下來的時候
[00:13:48.560 --> 00:13:53.960]  他發現其中一棵樹上有一個鳥巢
[00:13:53.960 --> 00:13:59.360]  因為他聽到樹頂有鳥叫的聲音
[00:13:59.360 --> 00:14:05.960]  似乎他猜測應該是鳥寶寶
[00:14:05.960 --> 00:14:07.960]  還未懂得飛
[00:14:07.960 --> 00:14:15.360]  所以他就在樹上做了一個記號
[00:14:15.360 --> 00:14:23.160]  不要斬下來,也讓身邊其他的同事暫時不要碰那棵樹
[00:14:23.160 --> 00:14:28.560]  過了一段時間,他就回頭去看
[00:14:28.560 --> 00:14:31.160]  為了謹慎起見
[00:14:31.160 --> 00:14:35.560]  他就坐著一個有升降台的車
[00:14:35.560 --> 00:14:37.160]  高一點的
[00:14:37.160 --> 00:14:41.560]  他就去看了,看看鳥巢還在不在樹上
