
[00:00:00.000 --> 00:00:02.000]  卿之美早晨
[00:00:02.000 --> 00:00:05.000]  如果你過的是國際的父親節
[00:00:05.000 --> 00:00:08.000]  今天祝大家父親節快樂
[00:00:08.000 --> 00:00:11.000]  但是我們在澳洲
[00:00:11.000 --> 00:00:14.000]  又好像經常都見到Facebook
[00:00:14.000 --> 00:00:17.000]  網上很多人在慶祝父親節
[00:00:17.000 --> 00:00:19.000]  我們又沒有份的
[00:00:19.000 --> 00:00:21.000]  到九月才有份的
[00:00:21.000 --> 00:00:23.000]  可能你今天都帶著一個期望
[00:00:23.000 --> 00:00:26.000]  說來到這裡想聽父親節的道
[00:00:26.000 --> 00:00:29.000]  那就不是了
[00:00:29.000 --> 00:00:32.000]  今天我們會看《哈伯谷書》
[00:00:32.000 --> 00:00:35.000]  我們先低頭祈禱
[00:00:35.000 --> 00:00:37.000]  七天父上帝我們來到你面前
[00:00:37.000 --> 00:00:40.000]  我們要承認我們是軟弱的
[00:00:40.000 --> 00:00:43.000]  很多時候在崇拜當中
[00:00:43.000 --> 00:00:46.000]  我們或者會需要
[00:00:46.000 --> 00:00:49.000]  看到一些你自己的啟示
[00:00:49.000 --> 00:00:52.000]  但是主我們可能未必得到
[00:00:52.000 --> 00:00:54.000]  但是主懇求你幫助我們
[00:00:54.000 --> 00:00:55.000]  無論怎樣
[00:00:55.000 --> 00:00:57.000]  我們都帶著一個謙卑的心
[00:00:57.000 --> 00:00:59.000]  來你面前領受信息
[00:00:59.000 --> 00:01:01.000]  求主你與我們同在
[00:01:01.000 --> 00:01:02.000]  幫助我們
[00:01:02.000 --> 00:01:04.000]  讓我們可以安靜我們的心
[00:01:04.000 --> 00:01:05.000]  謙卑我們的心
[00:01:05.000 --> 00:01:09.000]  讓我們在這裡準備領受主你的話語
[00:01:09.000 --> 00:01:11.000]  求主你使用你僕人的口
[00:01:11.000 --> 00:01:13.000]  使用祂所準備的信息
[00:01:13.000 --> 00:01:16.000]  讓我們一起在這個信息當中
[00:01:16.000 --> 00:01:18.000]  同得幫助
[00:01:18.000 --> 00:01:19.000]  感謝你
[00:01:19.000 --> 00:01:20.000]  聽我們禱告
[00:01:20.000 --> 00:01:21.000]  奉主耶穌基督的聖名
[00:01:21.000 --> 00:01:22.000]  Amen
[00:01:27.000 --> 00:01:28.000]  有一句話
[00:01:28.000 --> 00:01:30.000]  我不知道你熟不熟悉
[00:01:30.000 --> 00:01:31.000]  這是最好的時代
[00:01:31.000 --> 00:01:34.000]  這是最壞的時代
[00:01:34.000 --> 00:01:38.000]  可能你都很熟悉這兩句話
[00:01:38.000 --> 00:01:40.000]  但是又不知道
[00:01:40.000 --> 00:01:42.000]  它從哪裡來的
[00:01:42.000 --> 00:01:45.000]  原來其實它就是
[00:01:45.000 --> 00:01:49.000]  這個
[00:01:49.000 --> 00:01:50.000]  我看不到
[00:01:50.000 --> 00:01:53.000]  狄康斯
[00:01:53.000 --> 00:01:55.000]  他所寫的《雙城記》
[00:01:55.000 --> 00:01:58.000]  這本書裏面的第一章
[00:01:58.000 --> 00:02:00.000]  其中的一句話
[00:02:00.000 --> 00:02:05.000]  這句話講明了當時的情況
[00:02:05.000 --> 00:02:07.000]  他們的那個年代
[00:02:07.000 --> 00:02:10.000]  是最好的時代
[00:02:10.000 --> 00:02:12.000]  也是最壞的時代
[00:02:12.000 --> 00:02:14.000]  很多年前
[00:02:14.000 --> 00:02:17.000]  在香港有一個財政司長
[00:02:17.000 --> 00:02:23.000]  在他的財政預算案報告的時候
[00:02:23.000 --> 00:02:26.000]  他就用了這句話
[00:02:26.000 --> 00:02:28.000]  可能他自己都不知道
[00:02:28.000 --> 00:02:31.000]  這句話背後的原因
[00:02:31.000 --> 00:02:33.000]  或者背景是什麼
[00:02:33.000 --> 00:02:35.000]  他就引用了
[00:02:35.000 --> 00:02:39.000]  因此就引起很多人的輿論
[00:02:39.000 --> 00:02:42.000]  特別是文學界的一些人
[00:02:42.000 --> 00:02:44.000]  就在說
[00:02:44.000 --> 00:02:49.000]  用這句話來開展你的財政預算
[00:02:49.000 --> 00:02:51.000]  其實是很不恰當的
[00:02:51.000 --> 00:02:52.000]  為什麼呢
[00:02:52.000 --> 00:02:53.000]  因為當時來說
[00:02:53.000 --> 00:02:56.000]  這本書裏面所講的雙城
[00:02:56.000 --> 00:02:57.000]  其實就是講
[00:02:57.000 --> 00:03:01.000]  巴黎和倫敦這兩個城市
[00:03:01.000 --> 00:03:05.000]  在當中就提到一些貴族
[00:03:05.000 --> 00:03:08.000]  在欺壓一些窮人
[00:03:08.000 --> 00:03:10.000]  貧困的人
[00:03:10.000 --> 00:03:12.000]  令到當時來說
[00:03:12.000 --> 00:03:16.000]  就引起很多的
[00:03:16.000 --> 00:03:19.000]  難過的日期在當中
[00:03:19.000 --> 00:03:23.000]  財政司引用這句話的意思是什麼呢
[00:03:23.000 --> 00:03:25.000]  是否想告訴我們
[00:03:25.000 --> 00:03:30.000]  未來將會過一個很艱難的時期呢
[00:03:30.000 --> 00:03:31.000]  同時會告訴我們
[00:03:31.000 --> 00:03:34.000]  有錢人將會壓迫我們這些窮人呢
[00:03:34.000 --> 00:03:37.000]  所以在當時引起很多的討論
[00:03:37.000 --> 00:03:41.000]  也都引起很多的怨氣
[00:03:41.000 --> 00:03:44.000]  我們就見到
[00:03:44.000 --> 00:03:46.000]  其實引用一句話
[00:03:46.000 --> 00:03:48.000]  可能你需要知道背景
[00:03:48.000 --> 00:03:50.000]  或者你刻意的去引用一句話的時候
[00:03:50.000 --> 00:03:53.000]  你就要承擔那些後果
[00:03:53.000 --> 00:03:57.000]  可能今天我引用了某些說話
[00:03:57.000 --> 00:04:00.000]  你背後都很多的議論都未定
[00:04:00.000 --> 00:04:02.000]  但是我就不怕
[00:04:02.000 --> 00:04:06.000]  因為我是引用聖經的華語的
[00:04:06.000 --> 00:04:07.000]  我們不再說
[00:04:07.000 --> 00:04:12.000]  當時在財政司做了這個報告之後
[00:04:12.000 --> 00:04:15.000]  到底有什麼後果呢
[00:04:15.000 --> 00:04:19.000]  人家會怎樣繼續去討論呢
[00:04:19.000 --> 00:04:22.000]  當時的矛盾的結果會是怎樣呢
[00:04:22.000 --> 00:04:23.000]  我們就不說了
[00:04:23.000 --> 00:04:24.000]  我想說的就是
[00:04:24.000 --> 00:04:26.000]  先知哈伯谷
[00:04:26.000 --> 00:04:29.000]  剛才我們所讀的這段經文當中
[00:04:29.000 --> 00:04:31.000]  他作了一首詩歌
[00:04:31.000 --> 00:04:33.000]  先知哈伯谷
[00:04:33.000 --> 00:04:38.000]  跟這句話有異曲同工之妙
[00:04:38.000 --> 00:04:41.000]  在第三章的時候
[00:04:41.000 --> 00:04:43.000]  十七至十九節
[00:04:43.000 --> 00:04:45.000]  都告訴我們
[00:04:45.000 --> 00:04:48.000]  雖然無花果樹不發黃
[00:04:48.000 --> 00:04:50.000]  葡萄樹不結果
[00:04:50.000 --> 00:04:52.000]  橄欖樹也不效力
[00:04:52.000 --> 00:04:55.000]  田地不出糧食
[00:04:55.000 --> 00:04:58.000]  園中絕鳥羊
[00:04:58.000 --> 00:05:00.000]  棚內也沒有牛
[00:05:00.000 --> 00:05:02.000]  這是什麼情況呢
[00:05:02.000 --> 00:05:05.000]  是最壞的時候
[00:05:05.000 --> 00:05:07.000]  但是他接著說下去
[00:05:07.000 --> 00:05:13.000]  然而我要因爺和歡欣 因救我的神喜樂
[00:05:13.000 --> 00:05:15.000]  主若話是我的力量
[00:05:15.000 --> 00:05:19.000]  他使我的腳快如母鹿的蹄
[00:05:19.000 --> 00:05:21.000]  又使我穩行在高處
[00:05:21.000 --> 00:05:23.000]  這是什麼呢
[00:05:23.000 --> 00:05:25.000]  最好的時候
[00:05:25.000 --> 00:05:27.000]  所以哈伯谷
[00:05:27.000 --> 00:05:30.000]  這個詩裡面
[00:05:30.000 --> 00:05:32.000]  所顯露出來的是
[00:05:32.000 --> 00:05:34.000]  是一個最壞的時候
[00:05:34.000 --> 00:05:37.000]  但是卻有最好的時候
