
[00:00:00.000 --> 00:00:04.440]  讓姊妹孫教士在工場常常面對困難
[00:00:04.440 --> 00:00:06.600]  他們需要我們的支持
[00:00:06.600 --> 00:00:09.480]  除了代禱是重要之外
[00:00:09.480 --> 00:00:13.560]  前往當地和他們共度時間
[00:00:13.560 --> 00:00:14.840]  也是很重要
[00:00:14.840 --> 00:00:17.960]  登山者每次想到第一次丈夫患重病
[00:00:17.960 --> 00:00:20.760]  我們有同工和姊妹過去的時候
[00:00:20.760 --> 00:00:22.560]  他都很感動
[00:00:22.560 --> 00:00:26.800]  這種共患難的陪伴
[00:00:26.800 --> 00:00:32.080]  對孫教士來說是很大的安慰、支持和鼓勵
[00:00:32.080 --> 00:00:34.720]  不知道我們頂尖會有否想過
[00:00:34.720 --> 00:00:40.360]  我們都可以和孫教士一齊共患難
[00:00:40.360 --> 00:00:41.560]  或者你會想
[00:00:41.560 --> 00:00:44.480]  可以怎樣和他們共患難呢?
[00:00:44.480 --> 00:00:48.960]  我選了一段經文和一個小人物
[00:00:48.960 --> 00:00:50.520]  他叫做阿里達古
[00:00:50.520 --> 00:00:52.320]  他曾經與孫教士
[00:00:52.320 --> 00:00:54.800]  就是偉大的孫教士初代教會
[00:00:54.800 --> 00:00:56.320]  保羅
[00:00:56.320 --> 00:00:58.120]  怎樣和他共患難
[00:00:58.120 --> 00:01:00.320]  來勉勵我們的弟兄姊妹
[00:01:00.320 --> 00:01:01.520]  讓我們認識一下
[00:01:01.520 --> 00:01:04.320]  這個阿里達古究竟是什麼人
[00:01:04.320 --> 00:01:06.800]  有三段經文給我們提示
[00:01:06.800 --> 00:01:08.720]  讓我們稍為認識
[00:01:08.720 --> 00:01:10.720]  阿里達古究竟是什麼人呢?
[00:01:10.720 --> 00:01:13.200]  原來阿里達古是居住在
[00:01:13.200 --> 00:01:16.520]  馬其頓這個省裏的一個城市
[00:01:16.520 --> 00:01:17.840]  叫做貼薩羅尼加
[00:01:17.840 --> 00:01:21.040]  馬其頓貼薩羅尼加人
[00:01:21.040 --> 00:01:24.920]  在剛才我們讀過的第十九章第十九節
[00:01:24.920 --> 00:01:27.160]  當滿城都轟動的時候
[00:01:27.160 --> 00:01:28.480]  眾人就捉住
[00:01:28.480 --> 00:01:29.240]  不是捉保羅
[00:01:29.240 --> 00:01:32.440]  捉與保羅同行的馬其頓人
[00:01:32.440 --> 00:01:34.440]  該尤和阿里達古
[00:01:34.440 --> 00:01:36.200]  在這裏可以看到
[00:01:36.200 --> 00:01:39.000]  這個阿里達古就是馬其頓人
[00:01:39.000 --> 00:01:40.600]  第二十章的第四節
[00:01:40.600 --> 00:01:43.560]  又交代這個阿里達古是什麼人呢?
[00:01:43.560 --> 00:01:45.680]  與保羅一起去亞西亞的
[00:01:45.680 --> 00:01:46.960]  有比利亞人
[00:01:46.960 --> 00:01:49.160]  畢羅斯的兒子索巴特
[00:01:49.160 --> 00:01:53.320]  還有貼薩羅尼加人阿里達古
[00:01:53.320 --> 00:01:54.600]  可能我們讀到這裏就會想
[00:01:54.600 --> 00:01:57.040]  究竟他是馬其頓人
[00:01:57.040 --> 00:01:59.640]  還是貼薩羅尼加人呢?
[00:01:59.640 --> 00:02:01.880]  接著我們再看另一節的經文
[00:02:01.880 --> 00:02:03.880]  就是二十七章的第二節
[00:02:03.880 --> 00:02:08.520]  當保羅去羅馬的時候
[00:02:08.520 --> 00:02:11.160]  有一隻亞大米田的船
[00:02:11.160 --> 00:02:14.800]  要沿著亞西亞一帶地方海邊走
[00:02:14.800 --> 00:02:16.560]  我們就上了船
[00:02:16.560 --> 00:02:17.520]  開行了
[00:02:17.520 --> 00:02:18.840]  當時有什麼人跟他一起呢?
[00:02:18.840 --> 00:02:23.760]  他就說有馬其頓的貼薩羅尼加人
[00:02:23.760 --> 00:02:26.200]  阿里達古跟我們一起去
[00:02:26.200 --> 00:02:28.640]  這三段經文告訴我們
[00:02:28.640 --> 00:02:29.960]  馬其頓
[00:02:29.960 --> 00:02:30.960]  貼薩羅尼加
[00:02:30.960 --> 00:02:32.800]  接著就是阿里達古
[00:02:32.800 --> 00:02:34.040]  即是馬其頓人
[00:02:34.040 --> 00:02:35.360]  還是貼薩羅尼加人呢?
[00:02:35.360 --> 00:02:37.760]  還是馬其頓的貼薩羅尼加人呢?
[00:02:37.760 --> 00:02:40.320]  舉個例子大家就會很容易明白
[00:02:40.320 --> 00:02:42.480]  廣東省很大
[00:02:42.480 --> 00:02:44.000]  廣東省裏面有很多城市
[00:02:44.000 --> 00:02:45.080]  有什麼城市呢?
[00:02:45.080 --> 00:02:46.040]  有深圳
[00:02:46.040 --> 00:02:46.880]  有東莞
[00:02:46.880 --> 00:02:48.120]  有廣州
[00:02:48.120 --> 00:02:51.120]  香港也是廣東省的一部分
[00:02:51.120 --> 00:02:52.080]  當別人問
[00:02:52.080 --> 00:02:53.040]  現在很害怕
[00:02:53.040 --> 00:02:55.400]  大灣區的人
[00:02:55.400 --> 00:02:57.200]  先不要理那些
[00:02:57.200 --> 00:02:57.920]  說過去
[00:02:57.920 --> 00:02:59.080]  從前我們會怎樣呢?
[00:02:59.080 --> 00:03:00.600]  問你是什麼人的時候
[00:03:00.600 --> 00:03:02.160]  你回答是香港人
[00:03:02.160 --> 00:03:03.600]  接著有些人回答
[00:03:03.600 --> 00:03:05.600]  如果他是深圳的
[00:03:05.600 --> 00:03:07.000]  或者是東莞市的
[00:03:07.000 --> 00:03:08.720]  他會告訴別人我是東莞人
[00:03:08.720 --> 00:03:11.160]  但有時候他們也會說他是什麼人呢?
[00:03:11.160 --> 00:03:13.280]  廣東人
[00:03:13.280 --> 00:03:14.360]  究竟是廣東人
[00:03:14.360 --> 00:03:16.080]  還是深圳人
[00:03:16.080 --> 00:03:17.400]  東莞人
[00:03:17.400 --> 00:03:19.000]  還是香港人呢?
[00:03:19.000 --> 00:03:20.720]  原來可以是
[00:03:20.720 --> 00:03:23.360]  廣東省裏面的
[00:03:23.360 --> 00:03:24.840]  東莞人
[00:03:24.840 --> 00:03:26.720]  廣東裏面的深圳人
[00:03:26.720 --> 00:03:28.960]  廣東裏面的香港人
[00:03:28.960 --> 00:03:30.520]  阿里達古就是
[00:03:30.520 --> 00:03:32.000]  廣東省
[00:03:32.000 --> 00:03:32.800]  不是廣東省
[00:03:32.800 --> 00:03:34.320]  阿里達古不是廣東省
[00:03:34.320 --> 00:03:36.160]  馬其頓省
[00:03:36.160 --> 00:03:38.880]  裏面一個貼薩羅尼加人
[00:03:38.880 --> 00:03:41.000]  有時候簡稱他是馬其頓人
[00:03:41.000 --> 00:03:42.440]  有時候交代得仔細一點
[00:03:42.440 --> 00:03:44.040]  他就是貼薩羅尼加人
[00:03:44.040 --> 00:03:44.960]  再仔細一點
[00:03:44.960 --> 00:03:49.600]  他就是馬其頓的貼薩羅尼加人
[00:03:49.600 --> 00:03:54.800]  阿里達古與保羅有什麼關係呢?
[00:03:54.800 --> 00:03:57.440]  阿里達古與保羅有什麼關係呢?
[00:03:57.440 --> 00:03:59.720]  以下我介紹三個關係
[00:03:59.720 --> 00:04:00.840]  第一
[00:04:00.840 --> 00:04:02.560]  原來阿里達古是保羅
[00:04:02.560 --> 00:04:07.080]  在宣教路上一位很重要的童工
[00:04:07.080 --> 00:04:12.040]  阿里達古是保羅一位很重要的宣教童工
[00:04:12.040 --> 00:04:15.520]  同樣 剛才我們看的第十九章二十九節
[00:04:15.520 --> 00:04:18.360]  當滿城轟動的時候
[00:04:18.360 --> 00:04:23.680]  眾人在捉住與保羅同行的
[00:04:23.680 --> 00:04:26.400]  馬其頓人 戈尤和阿里達古
[00:04:26.400 --> 00:04:29.600]  原來阿里達古一直與保羅在一起
[00:04:29.600 --> 00:04:31.520]  為什麼一直與保羅在一起呢?
[00:04:31.520 --> 00:04:33.920]  保羅有很多次宣教的旅程
[00:04:33.920 --> 00:04:35.200]  到第三次的時候
[00:04:35.200 --> 00:04:37.400]  他來到以弗所住了三年
[00:04:37.400 --> 00:04:41.520]  就在這裏阿里達古開始與他在一起
[00:04:41.520 --> 00:04:44.400]  一起來到宣教
[00:04:44.400 --> 00:04:45.640]  他做了些什麼呢?
[00:04:45.640 --> 00:04:48.680]  宣講耶穌就是救主
[00:04:48.680 --> 00:04:50.680]  耶穌就是復活的基督
[00:04:50.680 --> 00:04:54.920]  耶穌就是猶太人一直等待著
[00:04:54.920 --> 00:04:56.760]  祂來的那位救主
[00:04:56.760 --> 00:04:59.320]  但是很多猶太人不相信
[00:04:59.320 --> 00:05:01.080]  外邦人都與他來辯論
[00:05:01.080 --> 00:05:03.880]  所以在之前的二十三節說
[00:05:03.880 --> 00:05:06.160]  因為這件事與他辯論的人
[00:05:06.160 --> 00:05:09.840]  或者引起擾亂的人很多
[00:05:09.840 --> 00:05:11.640]  與保羅同行
[00:05:11.640 --> 00:05:14.680]  與保羅同行不只是在以弗所
[00:05:14.680 --> 00:05:17.960]  二十章一至六節說一件亂定的事
[00:05:17.960 --> 00:05:20.640]  一會兒我們會看這件亂定的事
[00:05:20.640 --> 00:05:23.000]  亂定之後保羅請門徒來
[00:05:23.000 --> 00:05:25.000]  勸勉他們辭別起行
[00:05:25.000 --> 00:05:27.000]  他要去馬其頓
[00:05:27.000 --> 00:05:28.880]  第二節說
[00:05:28.880 --> 00:05:31.240]  他去希臘或者希利尼
[00:05:31.240 --> 00:05:33.080]  舊版本的翻譯
[00:05:33.080 --> 00:05:34.720]  在那裏住了三個月
[00:05:34.720 --> 00:05:37.320]  就要坐船去敘利亞
[00:05:37.320 --> 00:05:40.240]  第四節和他一起去亞西亞
[00:05:40.240 --> 00:05:43.040]  有誰呢?就是說阿彌陀佛一起去
[00:05:43.040 --> 00:05:44.480]  第五節這些人先走
[00:05:44.480 --> 00:05:46.760]  在特羅亞等待保羅
[00:05:46.760 --> 00:05:49.280]  第六節過了除教的日子
[00:05:49.280 --> 00:05:51.280]  我們從菲律比開船
[00:05:51.280 --> 00:05:53.280]  五天就到了特羅亞
[00:05:53.280 --> 00:05:55.280]  和他們相會
[00:05:55.280 --> 00:05:58.240]  所以保羅一路宣教的旅程
[00:05:58.240 --> 00:06:02.440]  阿彌陀佛都跟著去
[00:06:02.440 --> 00:06:05.080]  到二十一章十六十七節
[00:06:05.080 --> 00:06:07.360]  保羅要去耶路撒冷
[00:06:07.360 --> 00:06:08.720]  原來在耶路撒冷的時候
[00:06:08.720 --> 00:06:10.200]  都交代在十六節有
[00:06:10.200 --> 00:06:12.800]  該撒利亞的幾個門徒和我們一起去
[00:06:12.800 --> 00:06:14.800]  帶我們去到一個九圍
[00:06:14.800 --> 00:06:17.680]  就是老門徒的家裡
[00:06:17.680 --> 00:06:19.680]  叫我們和他一起住
[00:06:19.680 --> 00:06:21.280]  他叫拿孫
[00:06:21.280 --> 00:06:22.280]  是居比路人
[00:06:22.280 --> 00:06:23.200]  到了耶路撒冷
[00:06:23.200 --> 00:06:25.200]  弟兄們歡歡喜喜的接待我們
[00:06:25.200 --> 00:06:27.840]  這裏都有阿彌陀佛
[00:06:27.840 --> 00:06:31.320]  一起去到耶路撒冷的地方
[00:06:31.320 --> 00:06:34.960]  而肥利門書就把這個關係說出來了
[00:06:34.960 --> 00:06:39.280]  肥利門書是保羅寫給肥利門
[00:06:39.280 --> 00:06:44.000]  請求他釋放一個人叫阿尼西姆
[00:06:44.000 --> 00:06:45.120]  應該犯了一些事
