
[00:00:00.000 --> 00:00:03.440]  剛才主席帶我們讀了那段經文
[00:00:03.440 --> 00:00:05.560]  《羅馬書》十二章一到二節
[00:00:05.560 --> 00:00:10.280]  保羅勸勉弟兄姊妹
[00:00:10.280 --> 00:00:12.720]  要將身體獻上當作活祭
[00:00:12.720 --> 00:00:16.560]  他又提到我們不要效法這個世界
[00:00:16.560 --> 00:00:19.960]  有些聖經的譯本將世界譯為時代
[00:00:19.960 --> 00:00:21.320]  不要效法這個時代
[00:00:21.320 --> 00:00:23.240]  究竟我們自覺
[00:00:23.240 --> 00:00:25.840]  我們今天活在一個怎樣的時代
[00:00:25.840 --> 00:00:29.120]  或者我們的世界呈現一個怎樣的狀況
[00:00:29.880 --> 00:00:31.680]  我們是活在當中呢
[00:00:31.680 --> 00:00:34.000]  當我們放眼世界的時候
[00:00:34.000 --> 00:00:35.800]  我想我們都有留意新聞
[00:00:35.800 --> 00:00:36.480]  是不是
[00:00:36.480 --> 00:00:38.600]  我們見到埃及的政局
[00:00:38.600 --> 00:00:40.120]  是十分之的動盪
[00:00:40.120 --> 00:00:42.320]  這種政權的不穩定
[00:00:42.320 --> 00:00:45.720]  都帶來給這個國家很大的傷害
[00:00:45.720 --> 00:00:47.960]  其中我們見到參雜著
[00:00:47.960 --> 00:00:50.920]  有不同的宗教、價值、利益的衝突
[00:00:50.920 --> 00:00:52.720]  而在動盪的裏面
[00:00:52.720 --> 00:00:54.280]  亦都引致人命的傷亡
[00:00:54.280 --> 00:00:56.640]  當地受到不少的破壞
[00:00:56.640 --> 00:00:58.560]  除了埃及的地方
[00:00:58.560 --> 00:01:00.880]  我們亦都見到世界其他的地方
[00:01:00.880 --> 00:01:05.840]  昨日都有同工為敘利亞禱告
[00:01:05.840 --> 00:01:07.760]  敘利亞發生內戰
[00:01:07.760 --> 00:01:11.000]  我又見到有無國界醫生
[00:01:11.000 --> 00:01:12.800]  他們要退出索馬利亞這個地方
[00:01:12.800 --> 00:01:14.240]  因為他們的工作人員
[00:01:14.240 --> 00:01:16.360]  生命受到威脅
[00:01:16.360 --> 00:01:20.880]  回看西方國家
[00:01:20.880 --> 00:01:25.320]  早前都有美國的一個涉密者來到香港
[00:01:25.320 --> 00:01:27.040]  香港人都很興奮
[00:01:27.040 --> 00:01:28.600]  在香港是一個甚麼地方
[00:01:28.600 --> 00:01:32.840]  竟然可以收藏一個這麼重要的人
[00:01:32.840 --> 00:01:36.480]  接著他都要尋求一些的庇護
[00:01:36.480 --> 00:01:41.840]  我們的世界都是十分之多的紛爭、紛擾
[00:01:41.840 --> 00:01:45.600]  回到香港其實我們都不簡單
[00:01:45.600 --> 00:01:49.800]  近年在社會上都呈現著不少的張力
[00:01:49.800 --> 00:01:51.600]  社會出現很多的矛盾
[00:01:51.600 --> 00:01:53.440]  我們見到在上位的
[00:01:53.440 --> 00:01:57.240]  不單止未能夠幫忙去化解這些的問題
[00:01:57.240 --> 00:01:59.560]  這些的困擾、這些的紛爭
[00:01:59.560 --> 00:02:02.640]  反而似乎香港的社會的仇恨
[00:02:02.640 --> 00:02:03.760]  是日益的增加
[00:02:03.760 --> 00:02:08.880]  亦都有社會的撕裂的現象的產生
[00:02:08.880 --> 00:02:13.560]  部份的社會人士更加是不合比例地
[00:02:13.560 --> 00:02:16.800]  放大了一些的不當的言語行為
[00:02:16.800 --> 00:02:20.880]  但是反而是漠視了一些深層
[00:02:20.880 --> 00:02:23.400]  背後的一些社會的不公
[00:02:24.440 --> 00:02:27.360]  我們活在一個這樣的年代裏面
[00:02:27.360 --> 00:02:30.000]  這樣的世界、這樣的社會的環境裏面
[00:02:30.000 --> 00:02:32.600]  我自己作為學生一般工作者
[00:02:32.600 --> 00:02:35.160]  我很自然地就會去問
[00:02:35.160 --> 00:02:36.640]  究竟我們的世界
[00:02:36.640 --> 00:02:38.720]  我們今日身處的城市
[00:02:38.720 --> 00:02:41.640]  是在締造一個怎樣的環境
[00:02:41.640 --> 00:02:44.280]  製造一個怎樣的土壤
[00:02:44.280 --> 00:02:46.480]  是給我們下一代的成長
[00:02:46.480 --> 00:02:51.680]  昨天黃昏堂就有大專的同學
[00:02:52.040 --> 00:02:55.840]  這一堂就多了一些中學生的同學
[00:02:55.840 --> 00:02:58.400]  我不知道身在其中
[00:02:58.400 --> 00:03:01.120]  今日和我們一起去敬拜的年輕一代
[00:03:01.120 --> 00:03:02.720]  你有甚麼感受
[00:03:02.720 --> 00:03:03.680]  對於我們的世界
[00:03:03.680 --> 00:03:04.640]  你活在當中
[00:03:04.640 --> 00:03:08.600]  我們回來看看我們自己香港的城市
[00:03:08.600 --> 00:03:12.880]  近年中學推動通識科的教育
[00:03:12.880 --> 00:03:15.080]  我有兩個女兒
[00:03:15.080 --> 00:03:17.800]  我大女兒是第一屆新高中的畢業生
[00:03:17.800 --> 00:03:20.200]  所以她今年即將到來九月
[00:03:20.200 --> 00:03:22.080]  她就升大學二年班
[00:03:22.080 --> 00:03:27.720]  我小女兒就將到來九月升中學二年班
[00:03:27.720 --> 00:03:30.240]  所以去年我們都很刺激
[00:03:30.240 --> 00:03:32.640]  在家裏七月的時候是放榜月來的
[00:03:32.640 --> 00:03:33.240]  兩個女兒
[00:03:33.240 --> 00:03:38.280]  大女兒就是第一屆新高中的畢業生
[00:03:38.280 --> 00:03:40.880]  小女兒都開始在初中的時候
[00:03:40.880 --> 00:03:43.920]  已經因應著將要考
[00:03:43.920 --> 00:03:46.200]  這個高中的文憑試通識科
[00:03:46.200 --> 00:03:48.480]  他們的課程都有很大的轉變
[00:03:49.240 --> 00:03:51.400]  我自己看這個通識科的教育
[00:03:51.400 --> 00:03:54.800]  都造就了我們的下一代
[00:03:54.800 --> 00:03:58.560]  有給一些很不同的訓練他們
[00:03:58.560 --> 00:04:00.560]  會訓練到他們
[00:04:00.560 --> 00:04:03.160]  我們的新一代站出來的時候
[00:04:03.160 --> 00:04:04.240]  比較有自信
[00:04:04.240 --> 00:04:08.480]  我是用相對於我那些年代去比較
[00:04:08.480 --> 00:04:11.000]  站出來口齒是很伶俐
[00:04:11.000 --> 00:04:12.760]  齒峰亦都可以很銳利
[00:04:12.760 --> 00:04:14.240]  表達十分之流暢
[00:04:14.240 --> 00:04:16.280]  科技的發達
[00:04:16.280 --> 00:04:19.760]  亦都令到我們的新一代掌握著大量的資訊
[00:04:19.760 --> 00:04:24.120]  我們的新一代的腦筋是轉變得很快
[00:04:24.120 --> 00:04:26.480]  因為他們有很多的機會
[00:04:26.480 --> 00:04:28.120]  是有不同的學習
[00:04:28.120 --> 00:04:30.200]  有很多的環境
