
[00:00:00.000 --> 00:00:02.440]  馬可福音曾經說過
[00:00:02.440 --> 00:00:04.160]  是馬可一個作者
[00:00:04.160 --> 00:00:06.080]  用一個角色
[00:00:06.080 --> 00:00:09.040]  這個角色就是耶穌是一個僕人的角色
[00:00:09.040 --> 00:00:11.640]  來看回耶穌的生平
[00:00:11.640 --> 00:00:13.880]  四卷福音書四個不同的作者
[00:00:13.880 --> 00:00:17.200]  他帶著不同四個角色來看耶穌的生平
[00:00:17.200 --> 00:00:20.720]  而馬可福音是看著耶穌成為一個僕人
[00:00:20.720 --> 00:00:22.920]  所以馬可福音第十章那邊曾經有一句說話
[00:00:22.920 --> 00:00:25.080]  「我來不是要人服侍
[00:00:25.080 --> 00:00:26.840]  乃是要服侍人
[00:00:26.840 --> 00:00:31.160]  甚至是死在十字架上成為多人的屬架」
[00:00:31.160 --> 00:00:32.680]  換言之我們看到
[00:00:32.680 --> 00:00:35.160]  在馬可去看耶穌的生平的時候
[00:00:35.160 --> 00:00:40.120]  他並沒有很詳細地介紹祂的頭頭那三十年的時間
[00:00:40.120 --> 00:00:42.440]  甚至當祂出道之前
[00:00:42.440 --> 00:00:45.800]  祂的試探、祂的受浸、祂的出身
[00:00:45.800 --> 00:00:47.560]  都是很輕描淡寫的
[00:00:47.560 --> 00:00:50.080]  就帶過了十幾節聖經
[00:00:50.080 --> 00:00:52.640]  就將祂初初那三十年的時間
[00:00:52.640 --> 00:00:54.840]  就用了十幾節聖經來帶過
[00:00:54.840 --> 00:00:58.800]  甚至我上次提過介紹耶穌出場的
[00:00:58.800 --> 00:01:01.840]  都是一個名不經傳的一個施洗約翰
[00:01:01.840 --> 00:01:04.440]  在一個名不經傳的地方曠野
[00:01:04.440 --> 00:01:07.480]  來介紹耶穌基督出場
[00:01:07.480 --> 00:01:10.760]  施洗約翰他並沒有PowerPoint
[00:01:10.760 --> 00:01:12.320]  他並沒有這些音響
[00:01:12.320 --> 00:01:14.120]  他並沒有高清電視
[00:01:14.120 --> 00:01:15.120]  他什麼都沒有
[00:01:15.120 --> 00:01:17.560]  但是他卻能夠一篇很重要的信息
[00:01:17.560 --> 00:01:20.000]  他說「天國近了 你們應當悔改」
[00:01:20.000 --> 00:01:21.880]  就吸引了很多很多人
[00:01:21.880 --> 00:01:24.600]  去到約旦河來受他的洗
[00:01:24.600 --> 00:01:27.040]  甚至耶穌也都去到約旦河
[00:01:27.040 --> 00:01:30.080]  是受了施洗約翰的洗
[00:01:30.080 --> 00:01:32.640]  上星期我們有兩位同工去分享了
[00:01:32.640 --> 00:01:36.240]  耶穌真的開始踏進去侍奉知先
[00:01:36.240 --> 00:01:37.680]  祂自己的裝備
[00:01:37.680 --> 00:01:40.600]  我們看到最後祂都要面對試探
[00:01:40.600 --> 00:01:42.840]  面對撒旦的三個試探
[00:01:42.840 --> 00:01:45.160]  同樣在《馬克福音》也都很簡簡單單
[00:01:45.160 --> 00:01:46.240]  用了兩節聖經
[00:01:46.240 --> 00:01:48.280]  就將整個試探的過程
[00:01:48.280 --> 00:01:50.560]  就將祂記在原筆
[00:01:50.560 --> 00:01:52.600]  當然如果我們要仔細去看
[00:01:52.600 --> 00:01:53.720]  耶穌受試探的
[00:01:53.720 --> 00:01:55.200]  可以去到其他的福音書
[00:01:55.200 --> 00:01:56.240]  我們可以看得到
[00:01:56.240 --> 00:01:57.880]  一個很簡單
[00:01:57.880 --> 00:02:01.840]  可以說是很平淡的
[00:02:01.840 --> 00:02:05.360]  是將耶穌基督帶出了在我們的眼前
[00:02:05.360 --> 00:02:07.720]  今天我們看的經文會比較長
[00:02:07.720 --> 00:02:11.360]  是會由第十五節一直去到第四十五節
[00:02:11.360 --> 00:02:14.160]  第一章差不多下面那一段的經文
[00:02:14.160 --> 00:02:15.520]  今天用二十多分鐘
[00:02:15.520 --> 00:02:18.600]  就要講完這幾十節的聖經
[00:02:18.600 --> 00:02:21.080]  當然我們仍然不能夠忘記
[00:02:21.080 --> 00:02:24.640]  這個作者是用一個僕人的角色
[00:02:24.640 --> 00:02:26.520]  來看耶穌的生平
[00:02:26.520 --> 00:02:28.880]  所以當耶穌受完試探
[00:02:28.880 --> 00:02:31.360]  祂開始踏上去侍奉的時候
[00:02:31.360 --> 00:02:32.640]  祂就開始看到
[00:02:32.640 --> 00:02:34.760]  祂真的去到人群當中
[00:02:34.760 --> 00:02:37.400]  祂醫病 祂講鬼 祂傳道
[00:02:37.400 --> 00:02:38.880]  祂做了很多很多的事情
[00:02:38.880 --> 00:02:40.200]  如果用根本來說
[00:02:40.200 --> 00:02:43.280]  祂是非常非常忙碌的人
[00:02:43.280 --> 00:02:46.200]  可以說祂的約會是一個接著一個
[00:02:46.200 --> 00:02:47.480]  一個接著一個
[00:02:47.480 --> 00:02:48.840]  甚至聖經告訴我們
[00:02:48.840 --> 00:02:52.720]  祂是醫治了無數各樣疾病的人
[00:02:52.720 --> 00:02:55.680]  祂也都講出了無數的污鬼
[00:02:55.680 --> 00:02:58.040]  可以看到耶穌非常之忙碌
[00:02:58.040 --> 00:02:59.640]  所以我有一幅地圖給大家
[00:02:59.640 --> 00:03:03.000]  這幅地圖其實在《未來的馬克福音》當中
[00:03:03.000 --> 00:03:04.440]  大家可以看回這幅地圖
[00:03:04.440 --> 00:03:05.760]  祂所去的地方
[00:03:05.760 --> 00:03:09.280]  你發現到原來昔日耶穌去的地方
[00:03:09.280 --> 00:03:12.400]  你要知道祂是走路的
[00:03:12.400 --> 00:03:14.080]  不是坐地鐵的
[00:03:14.080 --> 00:03:16.720]  所以變成祂要走去到不同的地方
[00:03:16.720 --> 00:03:19.960]  去服侍祂忙碌的時間表
[00:03:19.960 --> 00:03:23.680]  比我們今天有過之而無不及
[00:03:23.680 --> 00:03:26.200]  當我自己去思考一大段聖經
[00:03:26.200 --> 00:03:29.480]  也是耶穌受試探之後
[00:03:29.480 --> 00:03:33.680]  祂開始真的踏足去侍奉的時候
[00:03:33.680 --> 00:03:35.160]  究竟祂做了什麼呢?
[00:03:35.160 --> 00:03:36.560]  今天我的題目就是說
[00:03:36.560 --> 00:03:38.800]  耶穌做的事 我們都要做
[00:03:38.800 --> 00:03:40.560]  換言之今天我們一定要知道
[00:03:40.560 --> 00:03:41.880]  耶穌在做什麼
[00:03:41.880 --> 00:03:46.400]  以致我們願意去跟隨耶穌所做的事
[00:03:46.400 --> 00:03:47.960]  當然為什麼我會用這個題目呢?
[00:03:47.960 --> 00:03:49.200]  其實在過去十幾年
[00:03:49.200 --> 00:03:50.720]  或者這二十年裡
[00:03:50.720 --> 00:03:52.600]  香港教會其實很多時候
[00:03:52.600 --> 00:03:57.000]  都會有分不同的神學的派別
[00:03:57.000 --> 00:03:59.640]  有些人會覺得我們是福音派
[00:03:59.640 --> 00:04:01.880]  福音派就以傳道為重
[00:04:01.880 --> 00:04:04.280]  有些人說我們教會是靈音派
[00:04:04.280 --> 00:04:07.000]  我們靈音派可能會有醫病 會有講鬼
[00:04:07.000 --> 00:04:09.280]  於是在過去二十年當中
[00:04:09.280 --> 00:04:11.840]  很多人都會說究竟是耶穌做什麼
[00:04:11.840 --> 00:04:13.000]  我們就做什麼
[00:04:13.000 --> 00:04:16.200]  這句話就是因為這樣的背景而產生出來
[00:04:16.200 --> 00:04:18.360]  當我自己去思考這個題目的時候
[00:04:18.360 --> 00:04:20.360]  再看一大段聖經
[00:04:20.360 --> 00:04:22.440]  我覺得最重要的
[00:04:22.440 --> 00:04:25.880]  我們不單止去看耶穌做什麼
[00:04:25.880 --> 00:04:28.680]  耶穌做什麼很清楚記載在聖經裡面
[00:04:28.680 --> 00:04:32.360]  但是我們要看回耶穌做的事的背後
[00:04:32.360 --> 00:04:35.880]  祂帶著一個僕人的角色 僕人的心態
[00:04:35.880 --> 00:04:37.320]  為什麼祂會做這些事
[00:04:37.320 --> 00:04:40.560]  以致到我們今天透過祂的生命
[00:04:40.560 --> 00:04:43.880]  透過祂的行為 透過祂所做的事
[00:04:43.880 --> 00:04:47.640]  我們去效法作為一個僕人的榜樣
[00:04:47.640 --> 00:04:49.440]  怎樣去效法耶穌基督
[00:04:49.440 --> 00:04:50.960]  我們看到一大段聖經
[00:04:50.960 --> 00:04:53.920]  我們看到耶穌在當中做了醫病 講鬼
[00:04:53.920 --> 00:04:55.440]  剛才說了祂傳道
[00:04:55.440 --> 00:04:57.720]  但是我卻看到有三樣東西
[00:04:57.720 --> 00:04:59.440]  今天作為神的僕人
[00:04:59.440 --> 00:05:01.840]  我們必須要去學習的
[00:05:01.840 --> 00:05:02.960]  就是我們看到有三樣東西
[00:05:02.960 --> 00:05:07.760]  第一 我們看到耶穌祂是懂得去傳承
[00:05:07.760 --> 00:05:08.880]  什麼叫傳承呢
[00:05:08.880 --> 00:05:10.280]  要用今天的術語
[00:05:10.280 --> 00:05:13.040]  祂懂得去找接班人
[00:05:13.040 --> 00:05:14.440]  大家明不明白接班人
[00:05:14.440 --> 00:05:17.720]  就是說 耶穌祂都去找接班人
[00:05:17.720 --> 00:05:19.880]  當然 耶穌先去找接班人
[00:05:19.880 --> 00:05:21.360]  祂就開始出來傳道
[00:05:21.360 --> 00:05:23.960]  祂傳道 祂抄《施洗約翰的編度》
[00:05:23.960 --> 00:05:28.120]  祂說 日期滿了 天國近了 你們應當悔改
[00:05:28.120 --> 00:05:30.240]  當然 這個近了的意思
[00:05:30.240 --> 00:05:32.040]  如果看回原文 看回希臘文
[00:05:32.040 --> 00:05:34.280]  這個近了的直接譯
[00:05:34.280 --> 00:05:36.720]  就是去到手指尖
[00:05:36.720 --> 00:05:40.480]  就是說已經很接近神的國的流感
[00:05:40.480 --> 00:05:43.520]  換言之 今天如果看回文字上的表達
[00:05:43.520 --> 00:05:47.120]  就是神的國就快會實現了
[00:05:47.120 --> 00:05:49.760]  耶穌說 神的國就快會實現了
[00:05:49.760 --> 00:05:51.640]  已經去到我們的手指尖那裡
[00:05:51.640 --> 00:05:53.280]  當然我們心裏面會有一個問題
[00:05:53.280 --> 00:05:54.760]  咦 神的國在哪裏
[00:05:54.760 --> 00:05:56.600]  今天在台灣有小英
[00:05:56.600 --> 00:06:00.120]  在中國有姓習的
[00:06:00.120 --> 00:06:01.440]  在香港有CY
[00:06:01.440 --> 00:06:02.480]  哪裏是神的國
[00:06:02.480 --> 00:06:03.760]  神的國在哪裏
[00:06:03.760 --> 00:06:05.000]  當然我們要明白
[00:06:05.000 --> 00:06:07.200]  在神的國的觀點
[00:06:07.200 --> 00:06:09.560]  在原文裏面並不是一個版圖
[00:06:09.560 --> 00:06:10.560]  如果是一個版圖
[00:06:10.560 --> 00:06:13.920]  我們就會看中國 美國 印度不同的國家
[00:06:13.920 --> 00:06:16.680]  但是這個國在聖經的原文的意思
[00:06:16.680 --> 00:06:18.360]  是一個統治的意思
[00:06:18.360 --> 00:06:22.800]  就是說 今天如果我們的生命被神所統治
[00:06:22.800 --> 00:06:24.000]  神的國就在哪裏
[00:06:24.000 --> 00:06:25.360]  就是在我們的生命裏面
[00:06:25.360 --> 00:06:27.640]  如果今天我們的教會被神所統治
[00:06:27.640 --> 00:06:28.680]  神的國在哪裏
[00:06:28.680 --> 00:06:30.560]  神的國就是在我們的教會裏面
[00:06:30.560 --> 00:06:32.960]  如果今天我們的家被神所統治
[00:06:32.960 --> 00:06:33.880]  神的國在哪裏
[00:06:33.880 --> 00:06:35.000]  就是在我們的家裏面
[00:06:35.000 --> 00:06:36.240]  來實踐出來
[00:06:36.240 --> 00:06:39.160]  當然 我們說神的國的實現
[00:06:39.160 --> 00:06:41.920]  必須要一個最基本的條件
[00:06:41.920 --> 00:06:43.040]  就是我們的家
[00:06:43.040 --> 00:06:43.960]  我們的教會
[00:06:43.960 --> 00:06:48.360]  我們自己願意去遵守神的話
[00:06:48.360 --> 00:06:50.480]  就是說 我們要效法耶穌
[00:06:50.480 --> 00:06:52.720]  我們要做耶穌要我們做的事
[00:06:52.720 --> 00:06:56.880]  要遵守所有耶穌所教導的我們的誡命
[00:06:56.880 --> 00:06:57.960]  但是另一方面
[00:06:57.960 --> 00:06:59.440]  當我們要去實踐
[00:06:59.440 --> 00:07:01.280]  要去遵守神的誡命
[00:07:01.280 --> 00:07:02.600]  神的話之先
[00:07:02.600 --> 00:07:03.960]  其實我們最重要的
[00:07:03.960 --> 00:07:06.560]  我們必須要明白神的話
[00:07:06.560 --> 00:07:09.480]  剛才在短片裏面我們說到
[00:07:09.480 --> 00:07:11.600]  未來一年我們有一個課程
[00:07:11.600 --> 00:07:14.280]  是要區目去推薦的
[00:07:14.280 --> 00:07:16.960]  就是一個查考肥格比書裏面
[00:07:16.960 --> 00:07:18.120]  一個OIA
[00:07:18.120 --> 00:07:19.880]  大家知不知道甚麼叫OIA
[00:07:19.880 --> 00:07:20.560]  很多人都說
[00:07:20.560 --> 00:07:22.120]  我都不知道甚麼叫OIA
[00:07:22.120 --> 00:07:23.440]  其實OIA就是
[00:07:23.440 --> 00:07:24.520]  Observation
[00:07:24.520 --> 00:07:25.640]  Interpretation
[00:07:25.640 --> 00:07:26.880]  和Application
[00:07:26.880 --> 00:07:29.320]  這三個英文字的
[00:07:29.320 --> 00:07:30.440]  頭一個英文字母
[00:07:30.440 --> 00:07:31.400]  換言之
[00:07:31.400 --> 00:07:33.080]  今天我們看聖經
[00:07:33.080 --> 00:07:34.560]  我們要觀察聖經
[00:07:34.560 --> 00:07:36.040]  我們要解釋聖經
[00:07:36.040 --> 00:07:38.040]  然後去應用聖經
[00:07:38.040 --> 00:07:39.200]  相對之下
[00:07:39.200 --> 00:07:41.600]  今天我們應用聖經之先
[00:07:41.600 --> 00:07:43.600]  我們必須要清晰
[00:07:43.600 --> 00:07:45.680]  怎樣去解讀這段聖經
[00:07:45.680 --> 00:07:48.200]  因為當我們解釋聖經一錯誤
[00:07:48.200 --> 00:07:50.000]  我們的應用就會錯誤
[00:07:50.000 --> 00:07:52.520]  我們會按著我們錯誤的解經
[00:07:52.520 --> 00:07:55.200]  來去應用一個錯誤的行為
