
[00:00:00.000 --> 00:00:02.000]  各位頂智媒,平安!
[00:00:02.000 --> 00:00:05.000]  我們開始的時候先做一個祈禱
[00:00:05.000 --> 00:00:09.000]  親愛的主,我們很感謝你
[00:00:09.000 --> 00:00:13.000]  我們今天也有機會來到你面前的時候
[00:00:13.000 --> 00:00:15.000]  求你打開我們的心
[00:00:15.000 --> 00:00:19.000]  看我們能夠更多的認識你
[00:00:19.000 --> 00:00:22.000]  明白我們所信的是誰
[00:00:22.000 --> 00:00:26.000]  能夠活出我們的信心
[00:00:26.000 --> 00:00:29.000]  我們禱告奉主耶穌基督聖名
[00:00:29.000 --> 00:00:31.000]  阿們
[00:00:31.000 --> 00:00:35.000]  在座中很多人都坐過郵輪,對吧?
[00:00:35.000 --> 00:00:37.000]  有沒有人沒坐過?
[00:00:37.000 --> 00:00:39.000]  有人沒坐過,對吧?
[00:00:39.000 --> 00:00:41.000]  有很多人都坐過,對吧?
[00:00:41.000 --> 00:00:43.000]  坐過的人怎麼說?
[00:00:43.000 --> 00:00:45.000]  郵輪真的好,對吧?
[00:00:45.000 --> 00:00:47.000]  設備齊全
[00:00:47.000 --> 00:00:49.000]  很平穩,又舒適
[00:00:49.000 --> 00:00:51.000]  不用收拾房間,對吧?
[00:00:51.000 --> 00:00:54.000]  所以很多人都覺得
[00:00:54.000 --> 00:00:57.000]  坐郵輪本身來說是一個
[00:00:57.000 --> 00:01:01.000]  世界上最安全的交通工具之一
[00:01:01.000 --> 00:01:04.000]  但是也有人跟我說
[00:01:04.000 --> 00:01:07.000]  坐郵輪會不會暈船浪?
[00:01:07.000 --> 00:01:09.000]  我當然跟他說
[00:01:09.000 --> 00:01:12.000]  不用這麼擔心,對吧?
[00:01:12.000 --> 00:01:15.000]  風浪大,船也很大
[00:01:15.000 --> 00:01:18.000]  十幾萬噸,怎麼會有事呢?
[00:01:18.000 --> 00:01:20.000]  說了半天
[00:01:22.000 --> 00:01:27.000]  好像說服了他,覺得沒什麼問題
[00:01:27.000 --> 00:01:29.000]  但是最後他跟我說
[00:01:29.000 --> 00:01:31.000]  我還沒準備好
[00:01:31.000 --> 00:01:33.000]  我還是下次再說吧
[00:01:33.000 --> 00:01:35.000]  我心裡想
[00:01:35.000 --> 00:01:38.000]  我真的嘆了一口氣
[00:01:38.000 --> 00:01:41.000]  我們的信仰會不會都是這樣呢?
[00:01:41.000 --> 00:01:44.000]  我們不會否認神
[00:01:44.000 --> 00:01:48.000]  第一,說到我們要將生命交託給祂的時候
[00:01:48.000 --> 00:01:52.000]  還是會猶疑不決的,對吧?
[00:01:52.000 --> 00:01:54.000]  但是當我想到郵輪的時候
[00:01:54.000 --> 00:01:59.000]  我就想起歷史上最著名的郵輪
[00:01:59.000 --> 00:02:01.000]  鐵達尼號
[00:02:01.000 --> 00:02:07.000]  當年被稱為永不沉淪的郵船
[00:02:07.000 --> 00:02:11.000]  但是它第一次航行的時候
[00:02:11.000 --> 00:02:16.000]  造成了一千五百人的死亡
[00:02:16.000 --> 00:02:19.000]  因為他們的船撞了冰山
[00:02:19.000 --> 00:02:22.000]  這個悲劇其實是提醒了我們
[00:02:22.000 --> 00:02:25.000]  人真是有限的
[00:02:25.000 --> 00:02:31.000]  如果我們將生命交託在錯誤的對象手上的時候
[00:02:31.000 --> 00:02:33.000]  即使你是很有信心
[00:02:33.000 --> 00:02:35.000]  但是結果也會令你失望
[00:02:35.000 --> 00:02:40.000]  甚至你會因此而死亡,對吧?
[00:02:40.000 --> 00:02:43.000]  接下來這幾個星期
[00:02:43.000 --> 00:02:46.000]  我們要思想《仕途信經》
[00:02:46.000 --> 00:02:50.000]  《仕途信經》,剛才Heidi說過
[00:02:50.000 --> 00:02:53.000]  是我們基督教早期的教義
[00:02:53.000 --> 00:02:57.000]  所以我們會從這個主題出發
[00:02:57.000 --> 00:02:59.000]  不是我們平時這樣
[00:02:59.000 --> 00:03:00.000]  我們先讀一段聖經
[00:03:00.000 --> 00:03:03.000]  然後跟著聖經的內容來講解
[00:03:03.000 --> 00:03:07.000]  這次我們就從這個教義出發
[00:03:07.000 --> 00:03:10.000]  因為《仕途信經》裡面的教義
[00:03:10.000 --> 00:03:16.000]  其實是有關聖經裡面的關鍵教義的總結
[00:03:16.000 --> 00:03:20.000]  而《仕途信經》就好像冰山一角一樣
[00:03:20.000 --> 00:03:26.000]  冰山很大部分其實都是淹沒在水底下
[00:03:26.000 --> 00:03:30.000]  所以《仕途信經》就好像冰山一樣
[00:03:30.000 --> 00:03:34.000]  是通往我們聖經其他部分的一條捷徑
[00:03:34.000 --> 00:03:37.000]  我們既可以窺探上帝的心意
[00:03:37.000 --> 00:03:42.000]  亦可以明白神是怎樣來啟示祂自己的
[00:03:42.000 --> 00:03:45.000]  今天我們首先來講一講
[00:03:45.000 --> 00:03:49.000]  《仕途信經》裡面的那兩個字
[00:03:49.000 --> 00:03:51.000]  就是「我信」
[00:03:51.000 --> 00:03:53.000]  當我們說「我信」的時候
[00:03:53.000 --> 00:03:56.000]  其實是代表著什麼呢?
[00:03:56.000 --> 00:03:59.000]  大家有沒有想過呢?
[00:03:59.000 --> 00:04:01.000]  我將會從下面這幾個層面
[00:04:01.000 --> 00:04:05.000]  跟大家一起討論一下
[00:04:05.000 --> 00:04:07.000]  首先第一個就是
[00:04:07.000 --> 00:04:10.000]  我信的歷史的根基
[00:04:10.000 --> 00:04:14.000]  我信不是我們憑空地列出來的
[00:04:14.000 --> 00:04:17.000]  而是直根於教會的歷史
[00:04:17.000 --> 00:04:23.000]  這句話不單單只是代表你個人信仰的表白
[00:04:23.000 --> 00:04:27.000]  更是整個教會歷世歷代以來的
[00:04:27.000 --> 00:04:31.000]  共同信仰的見證
[00:04:31.000 --> 00:04:35.000]  很多人說《仕途信經》是由十二位仕途
[00:04:35.000 --> 00:04:37.000]  每人寫一句這樣寫成的
[00:04:37.000 --> 00:04:39.000]  但是根據考證來說
[00:04:39.000 --> 00:04:42.000]  這個只不過是美麗的誤會而已
[00:04:42.000 --> 00:04:45.000]  其實就沒有什麼實際的根據
[00:04:45.000 --> 00:04:49.000]  雖然不是由十二個仕途他們所寫下來
[00:04:49.000 --> 00:04:51.000]  但是它裡面的內容
[00:04:51.000 --> 00:04:56.000]  它是根據這個仕途的教訓而得出來的
[00:04:56.000 --> 00:05:01.000]  也是濃縮了《聖經》怎樣對神、對基督
[00:05:01.000 --> 00:05:06.000]  對聖靈、對教會的所有核心的教義
[00:05:06.000 --> 00:05:14.000]  是教會裡面最簡潔、最普世的一個表達
[00:05:14.000 --> 00:05:19.000]  根據第三世紀裡面的《仕途傳統》裡面的記載
[00:05:19.000 --> 00:05:25.000]  《聖經》是來自於更早期的基督教洗禮的
[00:05:25.000 --> 00:05:28.000]  一個問答的方式
[00:05:28.000 --> 00:05:35.000]  當時受洗的人要在水裡面回答三個問題
[00:05:35.000 --> 00:05:40.000]  當然是講到你信不信上帝、基督和聖靈
[00:05:40.000 --> 00:05:45.000]  而每一次當他們回答我信的時候
[00:05:45.000 --> 00:05:49.000]  洗禮的人就會被浸入水一次
[00:05:49.000 --> 00:05:53.000]  三個問題就會浸入三次水
[00:05:53.000 --> 00:05:55.000]  但是大家有沒有留意
[00:05:55.000 --> 00:05:57.000]  我信這個字
[00:05:57.000 --> 00:06:00.000]  其實在《聖經》的原文裡面
[00:06:00.000 --> 00:06:02.000]  只是出現兩次而已
[00:06:02.000 --> 00:06:08.000]  這個可能都是由於文學的簡潔的需要
[00:06:08.000 --> 00:06:11.000]  中間就生了一個我信
[00:06:11.000 --> 00:06:13.000]  但是你有沒有發覺我們中文的譯本
[00:06:13.000 --> 00:06:16.000]  大家剛才讀了是不是
[00:06:16.000 --> 00:06:20.000]  你有沒有發覺我信總共出現了多少次
[00:06:20.000 --> 00:06:22.000]  有沒有人講得出
[00:06:22.000 --> 00:06:24.000]  剛剛讀完而已
[00:06:24.000 --> 00:06:27.000]  完全忘記了嗎
[00:06:27.000 --> 00:06:31.000]  總共出現了八次
[00:06:31.000 --> 00:06:33.000]  其實是有一個原因的
[00:06:33.000 --> 00:06:38.000]  也是因為我們中文朗誦的需要
[00:06:38.000 --> 00:06:41.000]  以及這樣讀法更加是
[00:06:41.000 --> 00:06:46.000]  表示我們對《聖經》的表達出來更加好的
[00:06:46.000 --> 00:06:53.000]  幫助我們將整個《聖經》表達得更加全面
[00:06:53.000 --> 00:06:56.000]  令到別人有一個好的感覺
[00:06:56.000 --> 00:06:59.000]  而最近的修正版
[00:06:59.000 --> 00:07:01.000]  大家都可能發現了這個問題
[00:07:01.000 --> 00:07:06.000]  所以就把八次改回三次
[00:07:06.000 --> 00:07:08.000]  大家如果看到新版的話
