
[00:00:00.000 --> 00:00:04.000]  弟兄姊妹新年好
[00:00:04.000 --> 00:00:06.000]  剛才我們讀的這段經文呢
[00:00:06.000 --> 00:00:11.000]  我相信是很多弟兄姊妹很喜歡的一段經文
[00:00:11.000 --> 00:00:16.000]  耶穌在馬太福音這裡的教導提醒我們
[00:00:16.000 --> 00:00:19.000]  不要為明天憂慮
[00:00:19.000 --> 00:00:22.000]  那我們再來看剛才讀的聖經好不好
[00:00:22.000 --> 00:00:31.000]  我們看看如果你手邊有聖經
[00:00:31.000 --> 00:00:35.000]  耶穌在這裡留意第24節
[00:00:35.000 --> 00:00:38.000]  還沒有講到不要憂慮於先
[00:00:38.000 --> 00:00:44.000]  事實上耶穌已經談到一個很重要的觀念
[00:00:44.000 --> 00:00:45.000]  耶穌說什麼
[00:00:45.000 --> 00:00:48.000]  一個人不能夠服侍什麼
[00:00:48.000 --> 00:00:50.000]  兩個主人
[00:00:50.000 --> 00:00:54.000]  你說這個跟後面這段經文有什麼關係呢
[00:00:54.000 --> 00:00:57.000]  因為你留意在第25節前面有兩個字
[00:00:57.000 --> 00:01:00.000]  所以你看見沒有
[00:01:00.000 --> 00:01:06.000]  所以不要為生命憂慮吃什麼喝什麼
[00:01:06.000 --> 00:01:10.000]  耶穌為什麼會講這個不要憂慮這個話題呢
[00:01:10.000 --> 00:01:12.000]  那當然我們中國人都明白
[00:01:12.000 --> 00:01:16.000]  有一句話叫人無遠慮怎麼樣
[00:01:16.000 --> 00:01:18.000]  必有近憂
[00:01:18.000 --> 00:01:21.000]  難道我們不可以為將來做一些打算嗎
[00:01:21.000 --> 00:01:24.000]  耶穌在這裡是不是教基督徒就是
[00:01:24.000 --> 00:01:27.000]  每一天就是反正一天過一天就這樣過了
[00:01:27.000 --> 00:01:29.000]  過了就過了是不是這樣
[00:01:29.000 --> 00:01:33.000]  難道我們都不可以為自己的將來做一點的規劃嗎
[00:01:33.000 --> 00:01:37.000]  我們現在很多人流行這種叫生涯規劃對不對
[00:01:37.000 --> 00:01:39.000]  我現在快退休了
[00:01:39.000 --> 00:01:41.000]  我就在想
[00:01:41.000 --> 00:01:45.000]  我退休以後我要帶著師母快活度日
[00:01:45.000 --> 00:01:47.000]  我們一年大概要存一點錢
[00:01:47.000 --> 00:01:49.000]  至少能夠出去旅遊一次
[00:01:49.000 --> 00:01:51.000]  或者國內旅遊一次
[00:01:51.000 --> 00:01:54.000]  很多人對自己的生活都有一些規劃
[00:01:54.000 --> 00:01:57.000]  特別是有一些人快退休的時候
[00:01:57.000 --> 00:01:59.000]  他會想我退休要怎麼樣怎麼樣
[00:01:59.000 --> 00:02:02.000]  當然先決條件你要把身體弄好
[00:02:02.000 --> 00:02:05.000]  你帶著一身病你所有的計劃都沒有用
[00:02:05.000 --> 00:02:08.000]  難道我們不能夠好好的為將來去打算嗎
[00:02:08.000 --> 00:02:10.000]  我想耶穌在這個比喻裡面
[00:02:10.000 --> 00:02:14.000]  耶穌在講這個不要憂慮先弟兄姊妹
[00:02:14.000 --> 00:02:18.000]  今天我們從這段經文裡面
[00:02:18.000 --> 00:02:21.000]  我想分三方面跟弟兄姊妹來思想
[00:02:21.000 --> 00:02:25.000]  其實耶穌在這裡講的一個主題是什麼
[00:02:25.000 --> 00:02:28.000]  就是當我們的生命座標
[00:02:28.000 --> 00:02:32.000]  生命的方向失去那個第一優先的時候
[00:02:32.000 --> 00:02:34.000]  其實我們的生命會出問題的
[00:02:34.000 --> 00:02:37.000]  所以我想今天跟弟兄姊妹分享這個題目叫
[00:02:37.000 --> 00:02:46.000]  對準對準什麼你生命的那個真正的最主要的優先順序
[00:02:46.000 --> 00:02:48.000]  什麼叫優先順序
[00:02:48.000 --> 00:02:51.000]  每一個人都有自己的優先順序對不對
[00:02:51.000 --> 00:02:54.000]  比方說你如果是一個很養生的人
[00:02:54.000 --> 00:02:56.000]  香港人很養生的對不對
[00:02:56.000 --> 00:03:00.000]  香港人我來香港知道香港人很注重那個煲湯
[00:03:00.000 --> 00:03:05.000]  那個濕氣重就要去買一些濕氣的藥
[00:03:05.000 --> 00:03:08.000]  我們在臺灣的背景或者過去我們在菲律賓
[00:03:08.000 --> 00:03:09.000]  我們從來不講究這些
[00:03:09.000 --> 00:03:13.000]  一來香港飯前要先喝湯
[00:03:13.000 --> 00:03:17.000]  還要喝各式各樣的這種煲湯為什麼
[00:03:17.000 --> 00:03:19.000]  後來發覺煲湯是有點意思的
[00:03:19.000 --> 00:03:21.000]  除去那種濕氣
[00:03:21.000 --> 00:03:24.000]  有的時候火氣大了或者身體不太好
[00:03:24.000 --> 00:03:27.000]  去吃一個什麼龜苓膏對不對
[00:03:27.000 --> 00:03:30.000]  養生香港人很養生的對不對
[00:03:30.000 --> 00:03:34.000]  為什麼因為你看重你的身體嘛對不對
[00:03:34.000 --> 00:03:36.000]  香港人很注重鍛鍊的
[00:03:36.000 --> 00:03:41.000]  很多人跑步很多人去爬山
[00:03:41.000 --> 00:03:43.000]  很多人喜歡做運動為什麼
[00:03:43.000 --> 00:03:47.000]  因為要讓自己的身體健康對不對
[00:03:47.000 --> 00:03:50.000]  曾經有一個統計我相信你們都看過
[00:03:50.000 --> 00:03:54.000]  現在全世界平均壽命最長的
[00:03:54.000 --> 00:03:57.000]  至少在亞洲平均壽命最長的是哪裡人
[00:03:57.000 --> 00:03:59.000]  知道嗎香港對不對
[00:03:59.000 --> 00:04:02.000]  曾經有一個童工問一個問題很有意思
[00:04:02.000 --> 00:04:04.000]  香港壓力這麼大
[00:04:04.000 --> 00:04:07.000]  香港生活這麼的緊逼
[00:04:07.000 --> 00:04:10.000]  香港各方面的那種張力那麼大
[00:04:10.000 --> 00:04:12.000]  很多人都不喜歡住在香港對不對
[00:04:12.000 --> 00:04:14.000]  可是偏偏怎麼樣
[00:04:14.000 --> 00:04:17.000]  香港的壽命那麼長
[00:04:17.000 --> 00:04:20.000]  我覺得這是一個很有趣的議題
[00:04:20.000 --> 00:04:22.000]  已經算了算了
[00:04:22.000 --> 00:04:24.000]  趕快離開這個苦難的世界對不對
[00:04:24.000 --> 00:04:25.000]  要不就趕快移民
[00:04:25.000 --> 00:04:27.000]  偏偏我還要活在香港
[00:04:27.000 --> 00:04:30.000]  偏偏還要我活得那麼長
[00:04:30.000 --> 00:04:33.000]  弟兄姊妹在這裡其實都是我們生命中間
[00:04:33.000 --> 00:04:36.000]  會碰到的一個碰觸到的議題
[00:04:36.000 --> 00:04:38.000]  那今天我們來看這一段的經文
[00:04:38.000 --> 00:04:40.000]  耶穌在這裡先告訴我們說
[00:04:40.000 --> 00:04:43.000]  一個人不能夠侍奉兩個主人
[00:04:43.000 --> 00:04:46.000]  不是中這個親那個
[00:04:46.000 --> 00:04:48.000]  就是愛這個恨那個
[00:04:48.000 --> 00:04:53.000]  耶穌說你們不能侍奉上帝又侍奉馬門
[00:04:53.000 --> 00:04:55.000]  生命的座標弟兄姊妹
[00:04:55.000 --> 00:04:58.000]  生命的優先順序如果不對準的話
[00:04:58.000 --> 00:04:59.000]  我們很容易迷失
[00:04:59.000 --> 00:05:01.000]  所以耶穌在這個比喻裡面
[00:05:01.000 --> 00:05:05.000]  當然我們後面會講不為民間憂慮的議題
[00:05:05.000 --> 00:05:08.000]  但是耶穌要我們先明白一件事情
[00:05:08.000 --> 00:05:13.000]  就是到底誰是我們生命中間真正的主人
[00:05:13.000 --> 00:05:15.000]  那馬太福音第五章到第七章
[00:05:15.000 --> 00:05:18.000]  你留意這一整篇的這一段的經文是
[00:05:18.000 --> 00:05:20.000]  耶穌的登山寶訓
[00:05:20.000 --> 00:05:23.000]  我們常常說這是一個天國的憲章
[00:05:23.000 --> 00:05:26.000]  所以這一段話語特別是對基督徒
[00:05:26.000 --> 00:05:30.000]  對屬主的兒女所說的一些話
[00:05:30.000 --> 00:05:34.000]  那當然對一些人也是可以通用的
[00:05:34.000 --> 00:05:39.000]  但是耶穌盼望屬主的兒女能夠認識一件事情
[00:05:39.000 --> 00:05:42.000]  當我們成為天父的兒女的時候
[00:05:42.000 --> 00:05:44.000]  首先要很重要的一件事情
[00:05:44.000 --> 00:05:50.000]  就是我們要認定誰是我們生命中間真正的主人
[00:05:50.000 --> 00:05:52.000]  事實上耶穌在那邊前面你看往前翻
[00:05:52.000 --> 00:05:57.000]  你看耶穌講到論禱告論進食論財寶
[00:05:57.000 --> 00:06:00.000]  其實這段連續的上面的就是
[00:06:00.000 --> 00:06:02.000]  不要積財寶在天上有沒有
[00:06:02.000 --> 00:06:05.000]  你為什麼會積財寶在地上呢
[00:06:05.000 --> 00:06:07.000]  是因為你沒有安全感
[00:06:07.000 --> 00:06:09.000]  耶穌說不要積財寶在地上
[00:06:09.000 --> 00:06:10.000]  地上怎麼樣
[00:06:10.000 --> 00:06:12.000]  有賊挖窟窿來偷
[00:06:12.000 --> 00:06:14.000]  要積財寶在天上有沒有
[00:06:14.000 --> 00:06:16.000]  所以耶穌接著講完這個
[00:06:16.000 --> 00:06:19.000]  不要積財的這個教導以後
[00:06:19.000 --> 00:06:22.000]  耶穌說一個人不能侍奉兩個主人
[00:06:22.000 --> 00:06:25.000]  在這個中間有一個串聯
[00:06:25.000 --> 00:06:27.000]  告訴我們在這個整個信息裡面
[00:06:27.000 --> 00:06:29.000]  耶穌要我們明白一件事情
[00:06:29.000 --> 00:06:32.000]  誰是我們生命中間真正的主人
[00:06:32.000 --> 00:06:34.000]  一個人不能侍奉兩個主人
[00:06:34.000 --> 00:06:37.000]  不是中這個親那個
[00:06:37.000 --> 00:06:38.000]  恨那個愛那個
[00:06:38.000 --> 00:06:39.000]  這是一個對比
[00:06:39.000 --> 00:06:40.000]  非常鮮明的對比
[00:06:40.000 --> 00:06:42.000]  其實我們不需要多解釋
[00:06:42.000 --> 00:06:45.000]  其實我們就可以問自己一個問題
[00:06:45.000 --> 00:06:46.000]  誰是你生命中間
[00:06:46.000 --> 00:06:51.000]  誰是此時當下你最看重的事情
[00:06:51.000 --> 00:06:52.000]  也許你會說基督徒嘛
[00:06:52.000 --> 00:06:54.000]  我們一定是當耶穌是主了
[00:06:54.000 --> 00:06:56.000]  要不然主日我不會來這裡了
[00:06:56.000 --> 00:06:57.000]  感謝主
[00:06:57.000 --> 00:07:00.000]  我相信我們都是尊主為主的
[00:07:00.000 --> 00:07:02.000]  但是當我們在生命中間
[00:07:02.000 --> 00:07:04.000]  遇見一些抉擇的時候
[00:07:04.000 --> 00:07:09.000]  我們是不是真的願意讓耶穌為主呢
[00:07:09.000 --> 00:07:11.000]  很多基督徒家裡都喜歡掛一個牌子
[00:07:11.000 --> 00:07:13.000]  叫基督是什麼
[00:07:13.000 --> 00:07:15.000]  我家之主
[00:07:15.000 --> 00:07:17.000]  或者用耶穌亞的那一節經文說
[00:07:17.000 --> 00:07:19.000]  至於我和我的全家
[00:07:19.000 --> 00:07:22.000]  我們必定侍奉耶和華
[00:07:22.000 --> 00:07:23.000]  那這些話很好
[00:07:23.000 --> 00:07:24.000]  提醒我們
[00:07:24.000 --> 00:07:25.000]  當我們回到家的時候
[00:07:25.000 --> 00:07:26.000]  看見這個牌子
[00:07:26.000 --> 00:07:27.000]  可能我們會想到
[00:07:27.000 --> 00:07:30.000]  對 基督是我家之主
[00:07:30.000 --> 00:07:31.000]  那弟兄姊妹
[00:07:31.000 --> 00:07:32.000]  不單單是你家之主
[00:07:32.000 --> 00:07:33.000]  弟兄姊妹
[00:07:33.000 --> 00:07:37.000]  基督是不是真正在你生命中間來做主
[00:07:37.000 --> 00:07:38.000]  這個是很重要的
[00:07:38.000 --> 00:07:40.000]  聖誕節剛過對不對
[00:07:40.000 --> 00:07:42.000]  我們會慶祝耶穌降生
[00:07:42.000 --> 00:07:43.000]  在大衛的城裡
[00:07:43.000 --> 00:07:45.000]  為我們生了救主
[00:07:45.000 --> 00:07:47.000]  但是你留意那段經文
[00:07:47.000 --> 00:07:48.000]  路加福音那邊講到說
[00:07:48.000 --> 00:07:50.000]  為你們生了救主
[00:07:50.000 --> 00:07:51.000]  救是什麼
[00:07:51.000 --> 00:07:53.000]  主基督
[00:07:53.000 --> 00:07:54.000]  在整個新約聖經裡面
[00:07:54.000 --> 00:07:57.000]  救主這個詞只出現三十幾次
[00:07:57.000 --> 00:08:00.000]  但是主這個詞有一百多次
[00:08:00.000 --> 00:08:01.000]  所以你就知道這個比重
[00:08:01.000 --> 00:08:03.000]  耶穌不單單是我們的救主
[00:08:03.000 --> 00:08:05.000]  耶穌更要成為我們什麼
[00:08:05.000 --> 00:08:07.000]  生命的主
[00:08:07.000 --> 00:08:08.000]  所以弟兄姊妹
[00:08:08.000 --> 00:08:09.000]  這一點很重要
[00:08:09.000 --> 00:08:14.000]  最準生命的優先順序的第一個要點
[00:08:14.000 --> 00:08:15.000]  就是認識
[00:08:15.000 --> 00:08:16.000]  重新認識
[00:08:16.000 --> 00:08:19.000]  誰是你生命中間真正的主人
[00:08:19.000 --> 00:08:20.000]  包括基督徒
[00:08:20.000 --> 00:08:21.000]  有的時候我們很容易
[00:08:21.000 --> 00:08:24.000]  被這個世俗的東西迷失掉
[00:08:24.000 --> 00:08:28.000]  今天世俗常常在講生涯的規劃
[00:08:28.000 --> 00:08:31.000]  有的時候我們不自覺會受一些影響
[00:08:31.000 --> 00:08:32.000]  舉個例子來說
[00:08:32.000 --> 00:08:35.000]  很多投資專家就告訴你
[00:08:35.000 --> 00:08:37.000]  你大概要存到一千萬兩千萬
[00:08:37.000 --> 00:08:39.000]  你才可以退休
[00:08:39.000 --> 00:08:41.000]  有沒有看過這樣的新聞
[00:08:41.000 --> 00:08:42.000]  有啊
[00:08:42.000 --> 00:08:43.000]  當你看到這個數字的時候
[00:08:43.000 --> 00:08:45.000]  你會怎麼想
[00:08:45.000 --> 00:08:46.000]  完了
[00:08:46.000 --> 00:08:50.000]  我現在銀行裡面
[00:08:50.000 --> 00:08:51.000]  還有多少錢
[00:08:51.000 --> 00:08:52.000]  不行
[00:08:52.000 --> 00:08:53.000]  所以我現在要
[00:08:53.000 --> 00:08:55.000]  趁著我退休以前怎麼樣
[00:08:55.000 --> 00:08:56.000]  努力的賺錢
[00:08:56.000 --> 00:08:57.000]  努力的存錢
[00:08:57.000 --> 00:08:58.000]  所以你發現沒有
[00:08:58.000 --> 00:08:59.000]  你會所有的觀念
[00:08:59.000 --> 00:09:02.000]  會被這些世俗的觀念所影響
[00:09:02.000 --> 00:09:04.000]  因為我要存到一千萬兩千萬
[00:09:04.000 --> 00:09:08.000]  我才可以退休
[00:09:08.000 --> 00:09:09.000]  可是有的時候
[00:09:09.000 --> 00:09:10.000]  其實我們上當了
[00:09:10.000 --> 00:09:11.000]  請問你退休
[00:09:11.000 --> 00:09:13.000]  你還用得到那麼多錢嗎
[00:09:13.000 --> 00:09:14.000]  你用不到
[00:09:14.000 --> 00:09:15.000]  你能吃多少
[00:09:15.000 --> 00:09:16.000]  你還會像年輕的時候
[00:09:16.000 --> 00:09:18.000]  一天到晚去shopping嗎
[00:09:18.000 --> 00:09:19.000]  大概不會了
[00:09:19.000 --> 00:09:20.000]  對不對
[00:09:20.000 --> 00:09:21.000]  你想旅遊
[00:09:21.000 --> 00:09:22.000]  但是你大概也沒有什麼
[00:09:22.000 --> 00:09:24.000]  太多的精神體力去旅遊
[00:09:24.000 --> 00:09:25.000]  對不對
[00:09:25.000 --> 00:09:26.000]  有的時候
[00:09:26.000 --> 00:09:28.000]  這些似是而非的觀念
[00:09:28.000 --> 00:09:30.000]  會影響我們的價值觀
[00:09:30.000 --> 00:09:31.000]  特別我們是在
[00:09:31.000 --> 00:09:33.000]  忙碌的這種香港生活裡面
[00:09:33.000 --> 00:09:36.000]  我們很容易忽略掉
[00:09:36.000 --> 00:09:39.000]  其實基督徒屬主的兒女
[00:09:39.000 --> 00:09:41.000]  我們生命的座標
[00:09:41.000 --> 00:09:43.000]  我們生命的優先順序
[00:09:43.000 --> 00:09:45.000]  是耶穌基督
[00:09:45.000 --> 00:09:46.000]  祂要在我們的生命中間
[00:09:46.000 --> 00:09:48.000]  掌權作主
[00:09:48.000 --> 00:09:49.000]  所以第一點很重要
[00:09:49.000 --> 00:09:50.000]  聽眾姐妹
[00:09:50.000 --> 00:09:53.000]  當我們講到
[00:09:53.000 --> 00:09:57.000]  對準你生命的優先順序與先
[00:09:57.000 --> 00:10:00.000]  你要重新在這個新的一年開始
[00:10:00.000 --> 00:10:03.000]  去想到底是不是
[00:10:03.000 --> 00:10:05.000]  耶穌基督是你的主
[00:10:05.000 --> 00:10:08.000]  耶穌說你們不能侍奉上帝
[00:10:08.000 --> 00:10:09.000]  又侍奉什麼
[00:10:09.000 --> 00:10:12.000]  馬門
[00:10:12.000 --> 00:10:14.000]  耶穌絕對不是一種二分法
[00:10:14.000 --> 00:10:15.000]  基督徒有的時候
[00:10:15.000 --> 00:10:16.000]  我們會有一種
[00:10:16.000 --> 00:10:18.000]  錯誤的一種二分法
[00:10:18.000 --> 00:10:19.000]  就是一刀切下去
[00:10:19.000 --> 00:10:21.000]  這個是屬靈的
[00:10:21.000 --> 00:10:22.000]  這個是屬世的
[00:10:22.000 --> 00:10:24.000]  對不對
[00:10:24.000 --> 00:10:26.000]  所以當我們談到錢的時候
[00:10:26.000 --> 00:10:29.000]  就覺得好像不太屬靈
[00:10:29.000 --> 00:10:31.000]  耶穌說你們不能侍奉上帝
[00:10:31.000 --> 00:10:33.000]  又侍奉馬門
[00:10:33.000 --> 00:10:36.000]  錢 金錢這個東西
[00:10:36.000 --> 00:10:38.000]  其實馬門這個意思
[00:10:38.000 --> 00:10:39.000]  沒有別的意思
[00:10:39.000 --> 00:10:41.000]  就是財力
[00:10:41.000 --> 00:10:43.000]  就是金錢的意思
[00:10:43.000 --> 00:10:44.000]  耶穌在這裡說
[00:10:44.000 --> 00:10:46.000]  你們不能侍奉
[00:10:46.000 --> 00:10:49.000]  什麼叫侍奉這個字
[00:10:49.000 --> 00:10:50.000]  很有意思
[00:10:50.000 --> 00:10:51.000]  這個侍奉這個字
[00:10:51.000 --> 00:10:53.000]  不單單講到侍奉上帝
[00:10:53.000 --> 00:10:54.000]  這個侍奉是講到
[00:10:54.000 --> 00:10:55.000]  同樣這個字在新約裡面
[00:10:55.000 --> 00:10:57.000]  也可以翻譯作奴隸
[00:10:57.000 --> 00:10:59.000]  意思就是說
[00:10:59.000 --> 00:11:00.000]  好像保羅書信裡面
[00:11:00.000 --> 00:11:01.000]  常常講到
[00:11:01.000 --> 00:11:03.000]  他是耶穌基督的僕人
[00:11:03.000 --> 00:11:05.000]  那個就是侍奉這個字
[00:11:05.000 --> 00:11:06.000]  耶穌在這裡講到說
[00:11:06.000 --> 00:11:08.000]  不能侍奉上帝
[00:11:08.000 --> 00:11:09.000]  又侍奉馬門
[00:11:09.000 --> 00:11:10.000]  什麼叫馬門呢
[00:11:10.000 --> 00:11:12.000]  馬門是財力的意思
[00:11:12.000 --> 00:11:13.000]  這個字 馬門這個字
[00:11:13.000 --> 00:11:15.000]  兩個希臘文組成的
[00:11:15.000 --> 00:11:17.000]  就是把你的信心
[00:11:17.000 --> 00:11:19.000]  把你的安全感
[00:11:19.000 --> 00:11:23.000]  建立在金錢上面
[00:11:23.000 --> 00:11:25.000]  這是馬門原來的意思
[00:11:25.000 --> 00:11:28.000]  所以今天很多人的安全感
[00:11:28.000 --> 00:11:30.000]  是建立在什麼
[00:11:30.000 --> 00:11:33.000]  建立在金錢上面
[00:11:33.000 --> 00:11:36.000]  銀行存款不夠了
[00:11:36.000 --> 00:11:37.000]  沒有房子
[00:11:37.000 --> 00:11:38.000]  我知道香港人
[00:11:38.000 --> 00:11:41.000]  中期一生就是買樓
[00:11:41.000 --> 00:11:43.000]  我問過很多人
[00:11:43.000 --> 00:11:45.000]  他們中期一生就是買樓
[00:11:45.000 --> 00:11:46.000]  想辦法
[00:11:46.000 --> 00:11:48.000]  我來香港學一些詞
[00:11:48.000 --> 00:11:50.000]  想辦法要上車
[00:11:50.000 --> 00:11:53.000]  什麼叫上車呢
[00:11:53.000 --> 00:11:54.000]  原來是上車
[00:11:54.000 --> 00:11:56.000]  首先能夠付到一個首付
[00:11:56.000 --> 00:11:57.000]  對不對
[00:11:57.000 --> 00:11:58.000]  無論如何 擠破頭
[00:11:58.000 --> 00:12:01.000]  當然我了解香港的房價
[00:12:01.000 --> 00:12:03.000]  顯示是沒有天理
[00:12:03.000 --> 00:12:05.000]  真的是太不公平
[00:12:05.000 --> 00:12:06.000]  對一些中下階層的
[00:12:06.000 --> 00:12:07.000]  想都不要想
[00:12:07.000 --> 00:12:08.000]  對不對
[00:12:08.000 --> 00:12:09.000]  有的時候我們想
[00:12:09.000 --> 00:12:10.000]  年輕人出來
[00:12:10.000 --> 00:12:12.000]  一個月薪水都不錯
[00:12:12.000 --> 00:12:13.000]  一萬多塊
[00:12:13.000 --> 00:12:14.000]  可是要買樓
[00:12:14.000 --> 00:12:15.000]  那是天方夜譚
[00:12:15.000 --> 00:12:16.000]  對不對
[00:12:16.000 --> 00:12:18.000]  所以中期一生就是要買樓
[00:12:18.000 --> 00:12:19.000]  但是中期一生
[00:12:19.000 --> 00:12:20.000]  是不是買樓是唯一的呢
[00:12:20.000 --> 00:12:21.000]  常常有人問我
[00:12:21.000 --> 00:12:23.000]  吳律師你們有沒有房子
[00:12:23.000 --> 00:12:24.000]  我說我沒房子
[00:12:24.000 --> 00:12:25.000]  沒房子怎麼辦
[00:12:25.000 --> 00:12:27.000]  你們老了怎麼辦
[00:12:27.000 --> 00:12:28.000]  好像沒房子
[00:12:28.000 --> 00:12:29.000]  我就活不下去了
[00:12:29.000 --> 00:12:30.000]  你知道嗎
[00:12:30.000 --> 00:12:31.000]  對啊
[00:12:31.000 --> 00:12:32.000]  我從沒想過這個問題
[00:12:32.000 --> 00:12:33.000]  沒房子
[00:12:33.000 --> 00:12:34.000]  租房子
[00:12:34.000 --> 00:12:35.000]  租房子可不可以
[00:12:35.000 --> 00:12:36.000]  租啊
[00:12:36.000 --> 00:12:37.000]  對不對
[00:12:37.000 --> 00:12:38.000]  當然香港很特別
[00:12:38.000 --> 00:12:39.000]  香港那個租金不得了
[00:12:39.000 --> 00:12:40.000]  對不對
[00:12:40.000 --> 00:12:42.000]  誰說租金不得了啊
[00:12:42.000 --> 00:12:43.000]  那個租金都給房東賺去了
[00:12:43.000 --> 00:12:45.000]  我一生不要這樣
[00:12:45.000 --> 00:12:46.000]  所以我拼其一生
[00:12:46.000 --> 00:12:47.000]  我要怎麼樣
[00:12:47.000 --> 00:12:48.000]  我要買樓
[00:12:48.000 --> 00:12:52.000]  當然我不是說買樓不好
[00:12:52.000 --> 00:12:53.000]  但是我們知道
[00:12:53.000 --> 00:12:54.000]  這些世界上的東西
[00:12:54.000 --> 00:12:57.000]  其實真的都帶不走的
[00:12:57.000 --> 00:12:59.000]  我以前在菲律賓侍奉的時候
[00:12:59.000 --> 00:13:01.000]  我認識很多的台商
[00:13:01.000 --> 00:13:03.000]  這些台商他們在台灣
[00:13:03.000 --> 00:13:04.000]  都有一個房
[00:13:04.000 --> 00:13:06.000]  都有自己的產業
[00:13:06.000 --> 00:13:07.000]  有一次我就跟一個好朋友
[00:13:07.000 --> 00:13:08.000]  就跟他聊
[00:13:08.000 --> 00:13:10.000]  他就跟我講
[00:13:10.000 --> 00:13:12.000]  他說
[00:13:12.000 --> 00:13:13.000]  當然現在已經很久了
[00:13:13.000 --> 00:13:14.000]  很久遠了
[00:13:14.000 --> 00:13:15.000]  他們在1993年
[00:13:15.000 --> 00:13:17.000]  94年的時候離開台灣
[00:13:17.000 --> 00:13:19.000]  這個家庭很有意思
[00:13:19.000 --> 00:13:20.000]  他說吳律師你知道嗎
[00:13:20.000 --> 00:13:22.000]  那個時候我們剛剛裝修了一個房子
[00:13:22.000 --> 00:13:23.000]  很漂亮
[00:13:23.000 --> 00:13:24.000]  因為他們做生意
[00:13:24.000 --> 00:13:26.000]  大概經濟情況都不錯
[00:13:26.000 --> 00:13:27.000]  他們買了一棟房子
[00:13:27.000 --> 00:13:28.000]  在20年前
[00:13:28.000 --> 00:13:29.000]  他們買了一棟房子
[00:13:29.000 --> 00:13:30.000]  他裝修完
[00:13:30.000 --> 00:13:32.000]  大概一千多萬的房子
[00:13:32.000 --> 00:13:33.000]  哇很漂亮
[00:13:33.000 --> 00:13:35.000]  他說他好喜歡那個房子
[00:13:35.000 --> 00:13:36.000]  結果沒有想到呢
[00:13:36.000 --> 00:13:38.000]  他的先生就是帶著他們全家
[00:13:38.000 --> 00:13:40.000]  就移民到了菲律賓
[00:13:40.000 --> 00:13:42.000]  去在那裡開拓他們的生意
[00:13:42.000 --> 00:13:44.000]  所以那個一千多萬的房子
[00:13:44.000 --> 00:13:45.000]  裝修得非常的漂亮
[00:13:45.000 --> 00:13:47.000]  就租給人家了
[00:13:47.000 --> 00:13:48.000]  然後他說我20多年
[00:13:48.000 --> 00:13:50.000]  我從來都沒有住過這個房子
[00:13:50.000 --> 00:13:53.000]  當然我不是說用這個來類比
[00:13:53.000 --> 00:13:55.000]  但是我自己心裡就有一個感觸
[00:13:55.000 --> 00:13:56.000]  是啊
[00:13:56.000 --> 00:13:57.000]  有再好的物業
[00:13:57.000 --> 00:13:59.000]  如果我們住不到
[00:13:59.000 --> 00:14:01.000]  當然你說這個物業是我的啦
[00:14:01.000 --> 00:14:02.000]  對不對
[00:14:02.000 --> 00:14:03.000]  但是你住不到
[00:14:03.000 --> 00:14:05.000]  對你來說有什麼意義呢
[00:14:05.000 --> 00:14:06.000]  有錢但是你花不到
[00:14:06.000 --> 00:14:08.000]  這個錢對你來說有什麼意義呢
[00:14:08.000 --> 00:14:09.000]  今天很多人拼命的賺錢
[00:14:09.000 --> 00:14:10.000]  拼命的賺錢
[00:14:10.000 --> 00:14:11.000]  但是對不起
[00:14:11.000 --> 00:14:13.000]  他們沒有時間花錢
[00:14:13.000 --> 00:14:15.000]  今天很多人拼命的賺錢
[00:14:15.000 --> 00:14:17.000]  但他們沒有時間怎麼樣
[00:14:17.000 --> 00:14:19.000]  花錢
[00:14:19.000 --> 00:14:23.000]  有時候我們的生命的優先順序
[00:14:23.000 --> 00:14:25.000]  就是在這個地方
[00:14:25.000 --> 00:14:28.000]  我們忽略了人的生命
