
[00:00:00.000 --> 00:00:04.000]  感谢主今天能够在实体崇拜里面见到大家
[00:00:04.000 --> 00:00:08.000]  感谢主今天能够在实体的崇拜里面见到大家
[00:00:08.000 --> 00:00:12.000]  在第五波的疫情,我相信大家都面对很多的困难
[00:00:12.000 --> 00:00:16.000]  在第五波的疫情,我相信大家也面对很多的困难
[00:00:16.000 --> 00:00:18.000]  我希望藉今天的讲道
[00:00:18.000 --> 00:00:20.000]  我希望藉今天的讲道
[00:00:20.000 --> 00:00:22.000]  不单止鼓励大家的生活
[00:00:22.000 --> 00:00:24.000]  不单鼓励大家的生活
[00:00:24.000 --> 00:00:29.000]  也鼓励大家在困难当中更加落实怎么爱你的轮舍和社区
[00:00:29.000 --> 00:00:31.000]  也鼓励大家在困难当中更加落实怎么爱你的轮舍和社区
[00:00:31.000 --> 00:00:33.000]  也鼓励大家在困难当中更加落实怎么爱你的轮舍和社区
[00:00:33.000 --> 00:00:35.000]  感谢主席帮我读了哥伦多后书八章一到十五节
[00:00:35.000 --> 00:00:37.000]  感谢主席帮我读了哥伦多后书八章一到十五节
[00:00:37.000 --> 00:00:39.000]  感谢主席帮我读了哥伦多后书八章一到十五节
[00:00:39.000 --> 00:00:41.000]  感谢主席为我们念出哥伦多后书的八章一到十五节
[00:00:41.000 --> 00:00:43.000]  感谢主席为我们念出哥伦多后书的八章一到十五节
[00:00:43.000 --> 00:00:45.000]  今天的讲题是信徒的爱心
[00:00:45.000 --> 00:00:47.000]  今天的讲题是信徒的爱心
[00:00:59.000 --> 00:01:01.000]  这两章经文常用在我们主日奉献的当中
[00:01:01.000 --> 00:01:03.000]  这两章经文常用在我们主日奉献的当中
[00:01:03.000 --> 00:01:05.000]  这两章经文常用在我们主日奉献的当中
[00:01:05.000 --> 00:01:07.000]  这两章经文常用在我们主日奉献的当中
[00:01:07.000 --> 00:01:09.000]  这两章经文常用在我们主日奉献的当中
[00:01:09.000 --> 00:01:11.000]  这两章经文常用在我们主日奉献的当中
[00:01:11.000 --> 00:01:13.000]  这两章经文常用在我们主日奉献的当中
[00:01:13.000 --> 00:01:15.000]  这两章经文常用在我们主日奉献的当中
[00:01:15.000 --> 00:01:17.000]  这两章经文常用在我们主日奉献的当中
[00:01:17.000 --> 00:01:19.000]  这两章经文常用在我们主日奉献的当中
[00:01:19.000 --> 00:01:29.000]  这两章经文常用在我们主日奉献的当中
[00:01:29.000 --> 00:01:31.000]  这两章经文常用在我们主日奉献的当中
[00:01:31.000 --> 00:01:33.000]  这两章经文常用在我们主日奉献的当中
[00:01:33.000 --> 00:01:35.000]  这两章经文常用在我们主日奉献的当中
[00:01:35.000 --> 00:01:37.000]  这两章经文常用在我们主日奉献的当中
[00:01:37.000 --> 00:01:39.000]  这两章经文常用在我们主日奉献的当中
[00:01:39.000 --> 00:01:41.000]  这两章经文常用在我们主日奉献的当中
[00:01:41.000 --> 00:01:43.000]  这两章经文常用在我们主日奉献的当中
[00:01:43.000 --> 00:01:45.000]  这两章经文常用在我们主日奉献的当中
[00:01:45.000 --> 00:01:47.000]  这两章经文常用在我们主日奉献的当中
[00:01:47.000 --> 00:01:49.000]  这两章经文常用在我们主日奉献的当中
[00:01:49.000 --> 00:01:51.000]  这两章经文常用在我们主日奉献的当中
[00:01:51.000 --> 00:01:53.000]  这两章经文常用在我们主日奉献的当中
[00:01:53.000 --> 00:01:55.000]  这两章经文常用在我们主日奉献的当中
[00:01:55.000 --> 00:01:57.000]  这两章经文常用在我们主日奉献的当中
[00:01:57.000 --> 00:01:59.000]  这两章经文常用在我们主日奉献的当中
[00:01:59.000 --> 00:02:01.000]  这两章经文常用在我们主日奉献的当中
[00:02:01.000 --> 00:02:03.000]  这两章经文常用在我们主日奉献的当中
[00:02:03.000 --> 00:02:05.000]  这两章经文常用在我们主日奉献的当中
[00:02:05.000 --> 00:02:07.000]  这两章经文常用在我们主日奉献的当中
[00:02:07.000 --> 00:02:17.000]  这两章经文常用在我们主日奉献的当中
[00:02:17.000 --> 00:02:19.000]  这两章经文常用在我们主日奉献的当中
[00:02:19.000 --> 00:02:21.000]  这两章经文常用在我们主日奉献的当中
[00:02:21.000 --> 00:02:23.000]  这两章经文常用在我们主日奉献的当中
[00:02:23.000 --> 00:02:25.000]  这两章经文常用在我们主日奉献的当中
[00:02:25.000 --> 00:02:27.000]  这两章经文常用在我们主日奉献的当中
[00:02:27.000 --> 00:02:29.000]  这两章经文常用在我们主日奉献的当中
