
[00:00:00.000 --> 00:00:03.000]  今天講完最後一課
[00:00:03.000 --> 00:00:05.160]  北京北角已經講了十課
[00:00:05.160 --> 00:00:08.600]  在今年裏面我所計劃的十課的
[00:00:08.600 --> 00:00:12.120]  面對困境走出安書區的人物的系列
[00:00:12.120 --> 00:00:14.280]  最後這個
[00:00:14.280 --> 00:00:15.400]  你說為什麼
[00:00:15.400 --> 00:00:16.440]  你認真一點
[00:00:16.440 --> 00:00:17.920]  如果這個主題
[00:00:17.920 --> 00:00:20.040]  一個有質素的等待
[00:00:20.040 --> 00:00:21.720]  等待都是走出安書區嗎
[00:00:21.720 --> 00:00:23.680]  等待不是不動的嗎
[00:00:23.680 --> 00:00:26.200]  所以跟大家思想這個課題
[00:00:26.200 --> 00:00:30.160]  甚至最近看了有一本書開始
[00:00:30.160 --> 00:00:32.640]  可能會很流行的
[00:00:32.640 --> 00:00:36.080]  他就說我們是不需要再走出安書區的
[00:00:36.080 --> 00:00:37.040]  你有沒有看過這本書
[00:00:37.040 --> 00:00:39.080]  聽過這個消息
[00:00:39.080 --> 00:00:41.360]  剛剛有本這樣的書會出來
[00:00:41.360 --> 00:00:43.120]  我當然沒有機會看
[00:00:43.120 --> 00:00:44.840]  介紹這本書就說
[00:00:44.840 --> 00:00:47.280]  你不需要走出安書區的了
[00:00:47.280 --> 00:00:48.640]  他其實是在說
[00:00:48.640 --> 00:00:50.040]  可以說是另一個角度
[00:00:50.040 --> 00:00:51.040]  就是說
[00:00:51.040 --> 00:00:54.280]  不是說每次都強迫自己走出安書區
[00:00:54.280 --> 00:00:56.280]  就是好事
[00:00:56.280 --> 00:00:58.120]  去冒險
[00:00:58.120 --> 00:00:59.400]  就是他的說法
[00:00:59.400 --> 00:01:01.880]  而是說我們其實是很需要
[00:01:01.880 --> 00:01:03.240]  很多時候靜心
[00:01:03.240 --> 00:01:05.560]  去看回自己的內心
[00:01:05.560 --> 00:01:07.520]  或者整理一下自己
[00:01:07.520 --> 00:01:09.080]  不要說只是走出去
[00:01:09.080 --> 00:01:10.520]  那我又明白
[00:01:10.520 --> 00:01:11.520]  我們不是說
[00:01:11.520 --> 00:01:13.680]  一下一下就說走出安書區
[00:01:13.680 --> 00:01:15.240]  你逼你去死這樣
[00:01:15.240 --> 00:01:17.920]  你不應該走出安書區的時候
[00:01:17.920 --> 00:01:19.520]  你就走出安書區
[00:01:19.520 --> 00:01:21.800]  倒過來應該走出安書區的時候
[00:01:21.800 --> 00:01:23.880]  是不是就應該走出安書區呢
[00:01:23.880 --> 00:01:25.560]  所以這個是一個
[00:01:25.560 --> 00:01:27.960]  我想就算我說完這個系列
[00:01:27.960 --> 00:01:30.480]  神感動我讓大家一起去思想
[00:01:30.480 --> 00:01:31.480]  這麼多的人物
[00:01:31.480 --> 00:01:32.920]  但其實這個題目
[00:01:32.920 --> 00:01:36.480]  我相信大家是很值得繼續去思想的
[00:01:36.480 --> 00:01:38.880]  所以等待都是有這樣的感覺
[00:01:38.880 --> 00:01:39.960]  就是好像不動的
[00:01:39.960 --> 00:01:41.920]  那如果我問一個問題
[00:01:41.920 --> 00:01:43.080]  就是
[00:01:43.080 --> 00:01:45.120]  說到等待這個詞語
[00:01:45.120 --> 00:01:48.480]  你第一個感覺是什麼感覺呢
[00:01:48.480 --> 00:01:50.280]  是一個正面的感覺
[00:01:50.280 --> 00:01:51.040]  沒有感覺
[00:01:51.040 --> 00:01:53.800]  是一個負面的感覺
[00:01:53.800 --> 00:01:55.520]  那就不做統計了
[00:01:55.520 --> 00:01:56.440]  那麼
[00:01:56.440 --> 00:01:59.480]  等待通常就是很被動的
[00:01:59.480 --> 00:02:01.040]  不動這樣的
[00:02:01.040 --> 00:02:02.320]  默默地等
[00:02:02.320 --> 00:02:04.840]  接著就寂寞到夜深那樣的
[00:02:04.840 --> 00:02:06.520]  就是等呢
[00:02:06.520 --> 00:02:08.120]  就是好像是很無聊的
[00:02:08.120 --> 00:02:10.840]  就是等的時候好像是浪費時間那樣的
[00:02:10.840 --> 00:02:12.120]  接著有些人就說
[00:02:12.120 --> 00:02:13.400]  嘩整個
[00:02:13.400 --> 00:02:15.000]  你如果分析一個人生
[00:02:15.000 --> 00:02:16.320]  七八十歲的人
[00:02:16.320 --> 00:02:17.520]  你等呢
[00:02:17.520 --> 00:02:20.680]  等過馬路可能等了一年那樣
[00:02:20.680 --> 00:02:22.560]  就是等好像不是好東西來的
[00:02:22.560 --> 00:02:24.560]  那當然也都不是
[00:02:24.560 --> 00:02:25.600]  那麼我今天說呢
[00:02:25.600 --> 00:02:27.160]  就是看你怎樣等
[00:02:27.160 --> 00:02:28.680]  你的等待呢
[00:02:28.680 --> 00:02:30.280]  是不是一個有質素的等待
[00:02:30.280 --> 00:02:31.200]  那麼當然呢
[00:02:31.200 --> 00:02:33.800]  就是我這次也是配合張琳琦
[00:02:33.800 --> 00:02:34.880]  就是你見到呢
[00:02:34.880 --> 00:02:35.640]  在
[00:02:35.640 --> 00:02:37.040]  多謝主席的讀經
[00:02:37.040 --> 00:02:38.040]  你會見到呢
[00:02:38.040 --> 00:02:41.280]  在耶穌那個的降生的事跡
[00:02:41.280 --> 00:02:43.760]  其實仍然是降生的事跡
[00:02:43.760 --> 00:02:45.640]  因為耶穌還是嬰兒來的
[00:02:45.640 --> 00:02:46.880]  那麼去到這個位
[00:02:46.880 --> 00:02:48.560]  西面和亞那
[00:02:48.560 --> 00:02:50.640]  在聖殿見到耶穌
[00:02:50.640 --> 00:02:53.080]  就是接著這個西面竟然呢
[00:02:53.080 --> 00:02:54.560]  就
[00:02:54.560 --> 00:02:56.520]  又說了一個預言出來
[00:02:56.520 --> 00:02:57.040]  那麼
[00:02:57.040 --> 00:03:00.080]  呂先知亞那也都說話這樣
[00:03:00.080 --> 00:03:01.040]  那麼其實呢
[00:03:01.040 --> 00:03:04.480]  是很特別的一件事來的
[00:03:04.480 --> 00:03:05.040]  就是
[00:03:05.040 --> 00:03:06.600]  這個尤其是說到西面呢
[00:03:06.600 --> 00:03:07.360]  剛才如果讀經
[00:03:07.360 --> 00:03:09.800]  待會我們會回到那個位
[00:03:09.800 --> 00:03:12.480]  他就是素常去等候
[00:03:12.480 --> 00:03:14.160]  以色列的盼望
[00:03:14.160 --> 00:03:15.920]  特別是說到那個等候
[00:03:15.920 --> 00:03:17.440]  那麼所以我們一起想一下
[00:03:17.440 --> 00:03:20.240]  體會一下這個的等候
[00:03:20.240 --> 00:03:22.760]  但是其實先來說
[00:03:22.760 --> 00:03:23.880]  這個又是一個課題
[00:03:23.880 --> 00:03:25.360]  今天其實我講到呢
[00:03:25.360 --> 00:03:27.040]  當然會集中講等待
[00:03:27.040 --> 00:03:29.520]  以及有個整個系列的總結
[00:03:29.520 --> 00:03:30.720]  那麼但是
[00:03:30.720 --> 00:03:32.880]  每一個的
[00:03:32.880 --> 00:03:34.520]  每一段的經文
[00:03:34.520 --> 00:03:36.040]  每一個
[00:03:36.040 --> 00:03:37.200]  或者張林奇啊
[00:03:37.200 --> 00:03:38.360]  或者等待啊
[00:03:38.360 --> 00:03:39.040]  或者
[00:03:39.040 --> 00:03:40.200]  好像這裡
[00:03:40.200 --> 00:03:41.200]  所講到
[00:03:41.200 --> 00:03:43.200]  聖經的
[00:03:43.200 --> 00:03:44.040]  角度來看
[00:03:44.040 --> 00:03:45.080]  其實很多
