
[00:00:00.000 --> 00:00:02.000]  我們一起祈禱吧
[00:00:02.000 --> 00:00:04.000]  親愛的主人多謝你
[00:00:04.000 --> 00:00:06.000]  無論在哪裡 無論什麼年紀
[00:00:06.000 --> 00:00:08.000]  我們只有一個
[00:00:08.000 --> 00:00:10.000]  就是主耶穌的女兒
[00:00:10.000 --> 00:00:12.000]  的肢體
[00:00:12.000 --> 00:00:14.000]  我們叫弟兄姊妹
[00:00:14.000 --> 00:00:16.000]  是最永恆
[00:00:16.000 --> 00:00:18.000]  最好的關係
[00:00:18.000 --> 00:00:20.000]  主人我們一起去聽你的話
[00:00:20.000 --> 00:00:22.000]  求主給我們
[00:00:22.000 --> 00:00:24.000]  因你的話我們得著
[00:00:24.000 --> 00:00:26.000]  你又得著我們的心
[00:00:26.000 --> 00:00:28.000]  我們又敬拜 我們的行動
[00:00:28.000 --> 00:00:30.000]  是你所喜悅的
[00:00:30.000 --> 00:00:32.000]  多謝你敢聽我們祈禱
[00:00:32.000 --> 00:00:34.000]  奉靠主耶穌的名祈禱
[00:00:34.000 --> 00:00:36.000]  阿們 多謝
[00:00:36.000 --> 00:00:38.000]  我不知道少年人
[00:00:38.000 --> 00:00:40.000]  中學生
[00:00:40.000 --> 00:00:42.000]  懂不懂解賭母
[00:00:42.000 --> 00:00:44.000]  我們做過賭母的事
[00:00:44.000 --> 00:00:46.000]  不知道呢
[00:00:46.000 --> 00:00:48.000]  不關年紀的事 可能你的經驗厲害
[00:00:48.000 --> 00:00:50.000]  有沒有做過穿膠花的事
[00:00:50.000 --> 00:00:52.000]  膠花
[00:00:52.000 --> 00:00:54.000]  怎樣呢 勇氣型
[00:00:54.000 --> 00:00:56.000]  膠花年代 我也是經歷過膠花年代的
[00:00:56.000 --> 00:00:58.000]  很開心的
[00:00:58.000 --> 00:01:00.000]  膠花 另外
[00:01:00.000 --> 00:01:02.000]  他做一些叫做陽板
[00:01:02.000 --> 00:01:04.000]  綠影帶
[00:01:04.000 --> 00:01:06.000]  很多人都未聽過
[00:01:06.000 --> 00:01:08.000]  綠影帶是甚麼來的
[00:01:08.000 --> 00:01:10.000]  還有一些是公仔
[00:01:10.000 --> 00:01:12.000]  即是手飾物那些
[00:01:12.000 --> 00:01:14.000]  怎樣做呢
[00:01:14.000 --> 00:01:16.000]  很簡單 如果我第一次做的時候
[00:01:16.000 --> 00:01:18.000]  他一定會給我一個
[00:01:18.000 --> 00:01:20.000]  賭母
[00:01:20.000 --> 00:01:22.000]  我做一個公仔飾物
[00:01:22.000 --> 00:01:24.000]  我怎樣砌出來的
[00:01:24.000 --> 00:01:26.000]  一個賭母
[00:01:26.000 --> 00:01:28.000]  然後一個細圖
[00:01:28.000 --> 00:01:30.000]  你照著一模一樣
[00:01:30.000 --> 00:01:32.000]  要做出來的一模一樣
[00:01:32.000 --> 00:01:34.000]  如果我做得不像他的賭母
[00:01:34.000 --> 00:01:36.000]  這個不收貨的 我就賺不到錢
[00:01:36.000 --> 00:01:38.000]  現在甚麼叫賭母
[00:01:38.000 --> 00:01:40.000]  其實是一模一樣
[00:01:40.000 --> 00:01:42.000]  扭下扭下
[00:01:42.000 --> 00:01:44.000]  整下整下 泥膠也是
[00:01:44.000 --> 00:01:46.000]  小朋友一起玩泥膠
[00:01:46.000 --> 00:01:48.000]  整下整下 就會做出賭母
[00:01:48.000 --> 00:01:50.000]  一模一樣的
[00:01:50.000 --> 00:01:52.000]  就給他砌了
[00:01:52.000 --> 00:01:54.000]  賭母
[00:01:54.000 --> 00:01:56.000]  不要成為賭母
[00:01:56.000 --> 00:01:58.000]  一模一樣的人
[00:01:58.000 --> 00:02:00.000]  不要成為世界
[00:02:00.000 --> 00:02:02.000]  砌到我們這樣的人
[00:02:02.000 --> 00:02:04.000]  而是成為一個
[00:02:04.000 --> 00:02:06.000]  耶穌基督轉化成
[00:02:06.000 --> 00:02:08.000]  我們另一個新生命的人
[00:02:08.000 --> 00:02:10.000]  就很合我們的身份
[00:02:10.000 --> 00:02:12.000]  我相信坐在這裏的人大部份
[00:02:12.000 --> 00:02:14.000]  站在這裏都是 已經是信耶穌的
[00:02:14.000 --> 00:02:16.000]  屬於耶穌基督裏面的
[00:02:16.000 --> 00:02:18.000]  他的範圍裏面的
[00:02:18.000 --> 00:02:20.000]  我們盼望成為轉化的人
[00:02:20.000 --> 00:02:22.000]  這是我們傳恩堂其中一個使命
[00:02:22.000 --> 00:02:24.000]  就是在這裏轉化
[00:02:24.000 --> 00:02:26.000]  是改變
[00:02:26.000 --> 00:02:28.000]  改變自己
[00:02:28.000 --> 00:02:30.000]  然後改變外面
[00:02:30.000 --> 00:02:32.000]  改變世界
[00:02:32.000 --> 00:02:34.000]  今天很簡單 兩節
[00:02:34.000 --> 00:02:36.000]  但其實很複雜
