
[00:00:00.000 --> 00:00:03.160]  其實今日這篇道,如果大家記得
[00:00:03.160 --> 00:00:06.680]  我是在江姑娘按目的時候說過這篇道
[00:00:06.680 --> 00:00:09.440]  但我發覺很多時候我聽完道多數都忘記了
[00:00:09.440 --> 00:00:12.360]  不過不要緊,但就算記得也不要緊
[00:00:12.360 --> 00:00:14.680]  因為我今日用這篇道
[00:00:14.680 --> 00:00:17.480]  不是只說給江姑娘聽
[00:00:17.480 --> 00:00:19.480]  因為上一次是因為她按目
[00:00:19.480 --> 00:00:23.680]  所以我一定把重點放在按目的人身上
[00:00:23.680 --> 00:00:29.000]  而今日我希望能夠放在我們每一個信徒的身上
[00:00:29.000 --> 00:00:33.000]  我們如何去做一個忠心的僕人
[00:00:33.000 --> 00:00:36.600]  其實忠心的僕人不只是目者要忠心
[00:00:36.600 --> 00:00:39.400]  其實我們每一個人都要忠心
[00:00:39.400 --> 00:00:42.400]  你要跟自己說,你要跟自己說一次
[00:00:42.400 --> 00:00:45.400]  我要忠心,說一聲我要忠心
[00:00:45.400 --> 00:00:49.200]  我要忠心,因為換言之我們不只是教會
[00:00:49.200 --> 00:00:55.000]  是靠全道目者去承擔教會那邊每一個的工作
[00:00:55.000 --> 00:00:58.200]  如果完全是靠教會的童工
[00:00:58.200 --> 00:01:00.200]  目者去做所有的工作
[00:01:00.200 --> 00:01:05.000]  香港的教會有一段時間還沒有復興
[00:01:05.000 --> 00:01:09.000]  所以當我們看到香港教會能夠復興
[00:01:09.000 --> 00:01:14.800]  我們必須要每一個人自己都要在神的面前立志
[00:01:14.800 --> 00:01:17.800]  我要成為一個忠心的僕人
[00:01:17.800 --> 00:01:21.400]  當然你說何牧師我還沒聽你說什麼叫忠心僕人
[00:01:21.400 --> 00:01:23.400]  我哪有膽量說
[00:01:23.400 --> 00:01:26.200]  所以今日我就嘗試跟大家去分析
[00:01:26.200 --> 00:01:29.200]  究竟為什麼保羅
[00:01:29.200 --> 00:01:31.200]  剛才所讀的聖經是保羅
[00:01:31.200 --> 00:01:35.200]  在他人生去到最後快死之前
[00:01:35.200 --> 00:01:38.200]  他就寫了一封信給提摩太
[00:01:38.200 --> 00:01:40.200]  而去到第四章
[00:01:40.200 --> 00:01:45.200]  很明顯是保羅快死之前的最後一番說話
[00:01:45.200 --> 00:01:49.200]  當然我們去到第四章第一節到第五節的時候
[00:01:49.200 --> 00:01:51.200]  在我自己侍奉的裏邊
[00:01:51.200 --> 00:01:54.200]  我已經侍奉了差不多四十年
[00:01:54.200 --> 00:01:58.200]  我是四十年前開始踏足進去侍奉
[00:01:58.200 --> 00:02:01.200]  當時我自己侍奉當然滿腔熱誠
[00:02:01.200 --> 00:02:03.200]  四十年前我年輕很多
[00:02:03.200 --> 00:02:06.200]  現在當然年紀大很多
[00:02:06.200 --> 00:02:11.200]  那時候我是帶著一份很有心滿腔熱誠的
[00:02:11.200 --> 00:02:13.200]  來投入去侍奉
[00:02:13.200 --> 00:02:15.200]  所以當時來說我就說
[00:02:15.200 --> 00:02:18.200]  如果侍奉能夠開始得好
[00:02:18.200 --> 00:02:21.200]  能夠結束得好的是最對的
[00:02:21.200 --> 00:02:25.200]  保羅給我看到他開始侍奉到他結束侍奉
[00:02:25.200 --> 00:02:27.200]  都是這樣被神所用
[00:02:27.200 --> 00:02:30.200]  去到最後他能夠說得出
[00:02:30.200 --> 00:02:32.200]  我要打個仗已經打了
[00:02:32.200 --> 00:02:34.200]  守個道遠守遠 跑個路已經跑盡
[00:02:34.200 --> 00:02:36.200]  是不簡單的一番說話
[00:02:36.200 --> 00:02:38.200]  所以我一直給自己一個挑戰
[00:02:38.200 --> 00:02:40.200]  我的侍奉是要開始得好
[00:02:40.200 --> 00:02:42.200]  我要結束得好
[00:02:42.200 --> 00:02:44.200]  有時候我都會這樣
[00:02:44.200 --> 00:02:46.200]  開始得好一點都不難
[00:02:46.200 --> 00:02:48.200]  因為我們蒙召的人
[00:02:48.200 --> 00:02:51.200]  我們一定是帶著上帝給我們的呼召
[00:02:51.200 --> 00:02:53.200]  我們進去讀神學院
[00:02:53.200 --> 00:02:57.200]  讀神學院其實大家都帶著一份很單純的心
[00:02:57.200 --> 00:03:00.200]  這份心就是我們沒有他求的
[00:03:00.200 --> 00:03:03.200]  我們只是希望能夠一生去侍奉神
[00:03:03.200 --> 00:03:05.200]  所以讀神學院的時候
[00:03:05.200 --> 00:03:08.200]  我們也不會去跟別人爭高分
[00:03:08.200 --> 00:03:10.200]  誰高分誰低分
[00:03:10.200 --> 00:03:14.200]  我們希望能夠忠於自己的心智
[00:03:14.200 --> 00:03:17.200]  而且做傳道人一定不是貪錢
[00:03:17.200 --> 00:03:19.200]  貪錢就不會做傳道人
[00:03:19.200 --> 00:03:21.200]  所以我們是帶著很單純的心
[00:03:21.200 --> 00:03:24.200]  進去做一個傳道人
[00:03:24.200 --> 00:03:27.200]  也是很有熱誠去做一個傳道人
[00:03:27.200 --> 00:03:31.200]  但為什麼我說結束得好
[00:03:31.200 --> 00:03:33.200]  是很難
[00:03:33.200 --> 00:03:36.200]  就是因為當我們侍奉越久的時候
[00:03:36.200 --> 00:03:38.200]  有時候時時下下
[00:03:38.200 --> 00:03:41.200]  都會被這個世界很多的試探
[00:03:41.200 --> 00:03:42.200]  很多的誘惑
[00:03:42.200 --> 00:03:45.200]  很多的不同的挑戰
[00:03:45.200 --> 00:03:50.200]  讓我們好像在侍奉當中越來越沮喪
[00:03:50.200 --> 00:03:53.200]  其實牧者的耗盡
[00:03:53.200 --> 00:03:54.200]  所謂burn out
[00:03:54.200 --> 00:03:56.200]  在香港教會來說
[00:03:56.200 --> 00:04:02.200]  其實很多牧者的所謂耗盡的數字並不低
[00:04:02.200 --> 00:04:04.200]  而且有牧者過去這幾年
[00:04:04.200 --> 00:04:06.200]  慢慢慢慢被我們看到
[00:04:06.200 --> 00:04:08.200]  開始甚至做牧者
[00:04:08.200 --> 00:04:13.200]  有時候都會有些精神上的挑戰
[00:04:13.200 --> 00:04:15.200]  甚至過去這兩年
[00:04:15.200 --> 00:04:17.200]  我們看到香港教會
[00:04:17.200 --> 00:04:19.200]  都有些牧者去到晚年的時候
[00:04:19.200 --> 00:04:21.200]  可能被人告
[00:04:21.200 --> 00:04:24.200]  被人告性騷擾
[00:04:24.200 --> 00:04:28.200]  被人告為什麼跟會友爭家產
[00:04:28.200 --> 00:04:31.200]  都有這樣的消息開始出來
[00:04:31.200 --> 00:04:35.200]  換言之我們做牧者要結束得好
[00:04:35.200 --> 00:04:37.200]  其實是一個很大的挑戰
[00:04:37.200 --> 00:04:39.200]  但我們覺得不只是牧者
[00:04:39.200 --> 00:04:41.200]  其實每一個信徒
[00:04:41.200 --> 00:04:43.200]  我們都要想
[00:04:43.200 --> 00:04:45.200]  我們記不記得當我們信耶穌的時候
[00:04:45.200 --> 00:04:47.200]  我們的心情是怎樣
[00:04:47.200 --> 00:04:49.200]  我們信耶穌那一天
[00:04:49.200 --> 00:04:51.200]  不知道大家記不記得信耶穌那一天的心情
[00:04:51.200 --> 00:04:53.200]  我想信耶穌那一天
[00:04:53.200 --> 00:04:55.200]  他的心情應該是很興奮
[00:04:55.200 --> 00:04:57.200]  所以剛才我問
[00:04:57.200 --> 00:04:59.200]  我一開始問弟兄姊妹
[00:04:59.200 --> 00:05:01.200]  你回來教會可以這麼興奮嗎
[00:05:01.200 --> 00:05:05.200]  大家的表情都好像還沒睡醒
[00:05:05.200 --> 00:05:07.200]  其實你說牧師你不知道
[00:05:07.200 --> 00:05:09.200]  我的心裡很興奮
[00:05:09.200 --> 00:05:11.200]  OK的
[00:05:11.200 --> 00:05:13.200]  我不是要大家馬上跳起來
[00:05:13.200 --> 00:05:15.200]  而是我們要想
[00:05:15.200 --> 00:05:17.200]  今天我們回到神的家那邊
[00:05:17.200 --> 00:05:19.200]  我們究竟是不是真的
[00:05:19.200 --> 00:05:21.200]  能夠感覺到這麼興奮呢
[00:05:21.200 --> 00:05:23.200]  在侍奉那邊是一樣的
[00:05:23.200 --> 00:05:25.200]  弟兄姊妹
[00:05:25.200 --> 00:05:27.200]  今天我們每一個弟兄姊妹
[00:05:27.200 --> 00:05:29.200]  都有參與教會的侍奉
[00:05:29.200 --> 00:05:31.200]  我們隔壁房間已經有
[00:05:31.200 --> 00:05:35.200]  阿灣娜的一班兒童工作的弟兄姊妹
[00:05:35.200 --> 00:05:37.200]  在那邊幫一些小兒童
[00:05:37.200 --> 00:05:39.200]  從小到大
[00:05:39.200 --> 00:05:41.200]  將上帝的說話教導他們
[00:05:41.200 --> 00:05:43.200]  如果隔壁的老師不興奮
[00:05:43.200 --> 00:05:45.200]  他們每個星期天
[00:05:45.200 --> 00:05:47.200]  來這裡工作都很辛苦
[00:05:47.200 --> 00:05:49.200]  因為一至五天上班
[00:05:49.200 --> 00:05:51.200]  星期天又跟他們打工
[00:05:51.200 --> 00:05:53.200]  其實都很辛苦
[00:05:53.200 --> 00:05:55.200]  什麼令到這班弟兄姊妹
[00:05:55.200 --> 00:05:57.200]  可以每個星期天
[00:05:57.200 --> 00:05:59.200]  這麼忠心地
[00:05:59.200 --> 00:06:01.200]  在隔壁幫一班小朋友呢
[00:06:01.200 --> 00:06:03.200]  就是因為他們看得到
[00:06:03.200 --> 00:06:05.200]  小朋友的工作是很重要
[00:06:05.200 --> 00:06:07.200]  就是說現在
[00:06:07.200 --> 00:06:09.200]  少年人的工作
[00:06:09.200 --> 00:06:11.200]  是很重要
[00:06:11.200 --> 00:06:13.200]  不過現在的兒童的工作
[00:06:13.200 --> 00:06:15.200]  是更重要
[00:06:15.200 --> 00:06:17.200]  為什麼呢? 因為現在的兒童
[00:06:17.200 --> 00:06:19.200]  已經不是這麼單純
[00:06:19.200 --> 00:06:21.200]  我們小時候很單純
[00:06:21.200 --> 00:06:23.200]  我們小時候爸爸媽媽說什麼都相信
[00:06:23.200 --> 00:06:25.200]  現在的小朋友
[00:06:25.200 --> 00:06:27.200]  爸爸媽媽說什麼
[00:06:27.200 --> 00:06:29.200]  馬上拿手機看看Google
[00:06:29.200 --> 00:06:31.200]  看看爸爸說的對不對
[00:06:31.200 --> 00:06:33.200]  現在的小朋友已經並不單純
[00:06:33.200 --> 00:06:35.200]  所以變成
[00:06:35.200 --> 00:06:37.200]  Avana在隔壁開始
[00:06:37.200 --> 00:06:39.200]  如果我們有小朋友
[00:06:39.200 --> 00:06:41.200]  帶多點小朋友回去給Avana
[00:06:41.200 --> 00:06:43.200]  就是因為我們能夠從小
[00:06:43.200 --> 00:06:45.200]  讓她知道什麼叫做真理
[00:06:45.200 --> 00:06:47.200]  讓她成長的過程當中
[00:06:47.200 --> 00:06:49.200]  不會被這個世界的價值觀
[00:06:49.200 --> 00:06:51.200]  去充塞在她的思想裏
[00:06:51.200 --> 00:06:53.200]  以致到她能夠可以
[00:06:53.200 --> 00:06:55.200]  帶著上帝的真理
[00:06:55.200 --> 00:06:57.200]  來過她的人生
[00:06:57.200 --> 00:06:59.200]  所以寶哥
[00:06:59.200 --> 00:07:01.200]  她能夠在臨終之前
[00:07:01.200 --> 00:07:03.200]  說這番話
[00:07:03.200 --> 00:07:05.200]  的而且確是不簡單
[00:07:05.200 --> 00:07:07.200]  她說快要死了
[00:07:07.200 --> 00:07:09.200]  在她死之前
[00:07:09.200 --> 00:07:11.200]  她說美國的戰爭
[00:07:11.200 --> 00:07:13.200]  已經跑到盡頭
[00:07:13.200 --> 00:07:15.200]  已經跑到盡頭
[00:07:15.200 --> 00:07:17.200]  寶哥在臨死之前
[00:07:17.200 --> 00:07:19.200]  她能夠回望她的一生
[00:07:19.200 --> 00:07:21.200]  她能夠說
[00:07:21.200 --> 00:07:23.200]  上帝給她的託付
[00:07:23.200 --> 00:07:25.200]  她是沒有任何的保留
