
[00:00:00.000 --> 00:00:02.000]  (主席)好,我們開始的時候,我們先低頭我們祈禱
[00:00:02.000 --> 00:00:05.360]  (主席)天安教你自己親自的來帶去使用孩子
[00:00:05.360 --> 00:00:08.240]  (主席)叫我所講的,都能夠成為眾弟兄姊妹的幫助
[00:00:08.240 --> 00:00:10.800]  (主席)祝福我們每一個來學習的人
[00:00:10.800 --> 00:00:13.360]  (主席)都讓我們能夠在屬靈裡面有那個的領受
[00:00:13.360 --> 00:00:14.960]  (主席)和得著那個的慰養
[00:00:14.960 --> 00:00:16.480]  (主席)求主你也都眷顧我們
[00:00:16.480 --> 00:00:19.040]  (主席)帶領我們日日的時間,祈禱拉奉主德聖一命
[00:00:19.040 --> 00:00:19.920]  (主席)Amen
[00:00:19.920 --> 00:00:24.560]  (主席)那就是我每一次完了之後,都會檢討自己教的是怎樣啦
[00:00:24.560 --> 00:00:27.680]  (主席)有哪些就很詳盡啦,那上次呢
[00:00:27.680 --> 00:00:32.000]  (主席)在第六章最後那段呢,是匆匆的就過去了
[00:00:32.000 --> 00:00:34.000]  (主席)就沒有詳細去講的
[00:00:34.000 --> 00:00:37.200]  (主席)所以今天呢,就先講回第六章
[00:00:37.200 --> 00:00:39.920]  (主席)第十三節到第二十節
[00:00:39.920 --> 00:00:41.920]  (主席)十三到二十節先
[00:00:41.920 --> 00:00:46.240]  (主席)那我們不可以,來帶去忽略這一段的聖經
[00:00:46.240 --> 00:00:48.880]  (主席)那第六章就是很清楚提醒我們
[00:00:48.880 --> 00:00:52.080]  (主席)不要想著你以為信了耶穌就行了
[00:00:52.080 --> 00:00:54.560]  (主席)第六章提醒我們呢,有一些人
[00:00:54.560 --> 00:00:57.680]  (主席)可能他是經歷過聖靈的光照啦
[00:00:57.680 --> 00:00:59.680]  (主席)嘗過天恩的滋味啦
[00:00:59.680 --> 00:01:03.200]  (主席)那但是如果他來帶去仍然剛硬的心
[00:01:03.200 --> 00:01:05.440]  (主席)他不去接受這個救贖呢
[00:01:05.440 --> 00:01:08.320]  (主席)他始終是不能夠得著這個拯救
[00:01:08.320 --> 00:01:11.040]  (主席)那所以我們要更加的小心
[00:01:11.040 --> 00:01:13.600]  (主席)他說我們要來顯出這個恩勤
[00:01:13.600 --> 00:01:15.360]  (主席)我們要有這個追求的心嘛
[00:01:15.360 --> 00:01:18.720]  (主席)好,那接著我們就看第十三節到第二十節
[00:01:18.720 --> 00:01:22.160]  (主席)我們先來帶去讀第十三到二十節先
[00:01:22.160 --> 00:01:24.720]  (主席)希伯來書第六章十三到二十節
[00:01:24.720 --> 00:01:26.560]  (主席)我們一齊來帶去讀出
[00:01:26.560 --> 00:01:31.200]  「當初神鷹去阿巴拉罕的時候
[00:01:31.200 --> 00:01:36.560]  (主席)因為沒有比自己更大可以指著氣勢的
[00:01:36.560 --> 00:01:39.840]  (主席)就指著自己氣勢,說:
[00:01:39.840 --> 00:01:43.520]  (主席)「論福,我必賜福給你
[00:01:43.520 --> 00:01:48.320]  (主席)論子孫,我必要你的子孫多起來
[00:01:48.320 --> 00:01:55.440]  (主席)這樣阿巴拉罕既不久忍耐,就得了所鷹去的
[00:01:55.440 --> 00:02:03.040]  (主席)人都指著自己的氣勢,並且比氣勢為實據
[00:02:03.040 --> 00:02:12.960]  (主席)了解各樣的爭論,照樣神願意為那承受鷹去的人格外顯明
[00:02:12.960 --> 00:02:18.560]  (主席)他的旨意是不更改的,就氣勢為證
[00:02:18.560 --> 00:02:24.480]  (主席)藉這兩件不更改的事,神決不能說謊
[00:02:24.480 --> 00:02:28.400]  (主席)好叫我們這逃亡避難所
[00:02:28.400 --> 00:02:35.200]  (主席)辭並擺在我們前頭指望的人,可以大得勉勵
[00:02:35.200 --> 00:02:40.080]  (主席)我們有這指望,如同靈魂的矛
[00:02:40.080 --> 00:02:45.200]  (主席)又堅固又牢靠,且通入萬內
[00:02:45.200 --> 00:02:51.360]  (主席)作先鋒的耶穌,既照著默基洗德的等次
[00:02:51.360 --> 00:02:57.520]  (主席)成了永遠的大祭司,就為我們進入萬內
[00:02:57.520 --> 00:03:02.320]  這段經文講到神絕對不會說謊
[00:03:02.320 --> 00:03:07.200]  神答應過我們的事,一定會做到
[00:03:07.200 --> 00:03:13.280]  大家知道猶太人很尊崇阿伯拉罕
[00:03:13.280 --> 00:03:16.960]  不要忘記回教徒也很尊崇阿伯拉罕
[00:03:16.960 --> 00:03:21.120]  回教徒也以阿伯拉罕為他們的先祖
[00:03:21.120 --> 00:03:24.560]  那些阿拉伯人知不知道是甚麼子孫?
[00:03:24.560 --> 00:03:28.000]  是以實瑪利的子孫
[00:03:28.000 --> 00:03:32.320]  阿伯拉罕不是神向他應許會有小孩子
[00:03:32.320 --> 00:03:40.320]  他的太太看到他年紀這麼大還未有,於是叫婢女夏甲
[00:03:40.320 --> 00:03:47.840]  跟阿伯拉罕發生關係,希望他有小孩當是自己
[00:03:47.840 --> 00:03:51.360]  某程度上我們所說的代母
[00:03:51.360 --> 00:03:54.720]  誰知夏甲真的來懷孕
[00:03:54.720 --> 00:04:00.640]  誰知中文有句說話「三分顏色上大雄」
[00:04:00.640 --> 00:04:03.680]  夏甲懷孕後便藐視自己的主母
[00:04:03.680 --> 00:04:05.920]  甚麼都沒有
[00:04:05.920 --> 00:04:10.880]  後來阿伯拉罕夾在中間,要趕走他
[00:04:10.880 --> 00:04:14.240]  神又安慰幫助了夏甲
[00:04:14.240 --> 00:04:18.400]  「應許你的兒子以實瑪利都會成為大族」
[00:04:18.400 --> 00:04:22.560]  原來阿拉伯人是以實瑪利的後裔
[00:04:22.560 --> 00:04:26.320]  所以阿拉伯人也很尊崇阿伯拉罕
[00:04:26.320 --> 00:04:28.640]  而我們基督徒更加尊崇阿伯拉罕
[00:04:28.640 --> 00:04:30.640]  因為他被稱為信心之父
[00:04:30.640 --> 00:04:33.600]  所以在針對猶太人的時候
[00:04:33.600 --> 00:04:36.240]  就拿了這段經,拿了阿伯拉罕做例證
[00:04:36.240 --> 00:04:39.360]  就是神應許阿伯拉罕的事一定會來實現
[00:04:39.360 --> 00:04:41.840]  當初神應許阿伯拉罕的時候
[00:04:41.840 --> 00:04:43.840]  應許過他甚麼呢?
