
[00:00:00.000 --> 00:00:05.520]  二十世紀福音派學者 Howard Henry 曾經講過一句說話
[00:00:05.520 --> 00:00:11.320]  "The quality of society depends on the character of the leaders"
[00:00:11.320 --> 00:00:15.840]  社會的品質決定於領袖的品格
[00:00:15.840 --> 00:00:19.800]  這句說話印證了人類的歷史
[00:00:19.800 --> 00:00:24.800]  美國的林肯總統推翻了奴隸的制度
[00:00:24.800 --> 00:00:30.200]  相反德國的希特拉,他發動的第二次世界大戰
[00:00:30.200 --> 00:00:33.600]  造成超過七千萬人的死亡
[00:00:33.600 --> 00:00:40.800]  所以領袖生命的素質,決定了他所統治之下社會的品質
[00:00:40.800 --> 00:00:47.200]  今日,領袖只能影響其他人,不是因為他的權位
[00:00:47.200 --> 00:00:51.800]  一個人如果不能影響其他人的生命
[00:00:51.800 --> 00:00:57.400]  即使他坐上高位,這個人仍然不算是一個真正的領袖
[00:00:57.400 --> 00:00:59.600]  所以有一句說話講得很好
[00:00:59.600 --> 00:01:05.800]  "Power doesn't come from position, but from personality"
[00:01:05.800 --> 00:01:11.000]  權力是來自你的品格,不是來自你的權位
[00:01:11.000 --> 00:01:18.000]  今日的講道經文是出自《生命記》第十七章十四到二十節
[00:01:18.000 --> 00:01:22.400]  很想用啟應的方式,跟大家去讀完這幾節的經文
[00:01:22.400 --> 00:01:26.400]  想請弟兄先讀第十四節
[00:01:26.400 --> 00:01:33.400]  "到了耶和華,你神所賜你的地,得了那地居住的時候
[00:01:33.400 --> 00:01:38.800]  若說,我要立王治你我,將四圍的國一樣"
[00:01:38.800 --> 00:01:39.800]  請姐妹
[00:01:48.800 --> 00:01:55.800]  "旨是王,不可為自己加添馬匹,也不可使百姓回埃及去
[00:01:55.800 --> 00:02:01.800]  為要加添他的馬匹,因為耶和華曾吩咐你們說
[00:02:01.800 --> 00:02:04.800]  不可再回那條路去"
[00:02:13.800 --> 00:02:22.800]  "他作為就要將誓師利美人面前的這律法書為自己抄錄一本"
[00:02:22.800 --> 00:02:40.800]  "免得他向他的弟兄心高氣傲,偏左偏右
[00:02:40.800 --> 00:02:46.800]  來了這誡命,這樣他和他的子孫便可在以色列中
[00:02:46.800 --> 00:02:49.800]  在國位上連長日久"
[00:02:49.800 --> 00:02:54.800]  摩西即將走完他人生的路程
[00:02:54.800 --> 00:03:00.800]  雖然他沒有辦法帶領以色列人進到這個迦南的美地
[00:03:00.800 --> 00:03:05.800]  但是他的心仍然記掛著以色列人的前途,他的幸福
[00:03:05.800 --> 00:03:12.800]  他深知一個領袖道德好不好,領袖的素質決定了百姓甚至國家的前途
[00:03:12.800 --> 00:03:16.800]  因此在剛才所讀一段經文中
[00:03:16.800 --> 00:03:21.800]  他警告那些將要成為以色列的君王,要提防三個陷阱
[00:03:21.800 --> 00:03:27.800]  權力的陷阱,不可以為了追求權力而以罪惡妥協
[00:03:27.800 --> 00:03:32.800]  美色的陷阱,不可以為了沉迷美色而偏離正道
[00:03:32.800 --> 00:03:39.800]  財富的陷阱,不可以為了追求財富而罔顧百姓的需要和缺乏
[00:03:39.800 --> 00:03:45.800]  權力、美色、財富,不單止是領袖的陷阱
[00:03:45.800 --> 00:03:50.800]  其實對我們每一個基督徒,尤其是我們在職場上的弟兄姊妹來說
[00:03:50.800 --> 00:03:54.800]  我們很容易受到他的誘惑
[00:03:55.800 --> 00:04:03.800]  在辦公室裡面,權力的鬥爭,美色的迷惑,財富的追逐
[00:04:03.800 --> 00:04:08.800]  可以成為我們每一個弟兄姊妹,我們生命成長裡面的一些荊棘
[00:04:08.800 --> 00:04:11.800]  令我們迷失了我們人生的方向
[00:04:11.800 --> 00:04:18.800]  甚至可能已經成為了我們一些未信主的同時,他們信耶穌的絆腳石
[00:04:18.800 --> 00:04:23.800]  求主幫助我們,讓我們認清楚這些陷阱的危險
[00:04:23.800 --> 00:04:26.800]  我們先看權力的陷阱
[00:04:26.800 --> 00:04:31.800]  第十六節提到,君王不可以為自己增添馬匹
[00:04:31.800 --> 00:04:37.800]  這節經文的重要目的是勸勉以色列的君王
[00:04:37.800 --> 00:04:43.800]  不要將他的安全感錯誤地建立在他擁有多少戰車、戰馬的數量上面
[00:04:43.800 --> 00:04:49.800]  而是要將他的安全感建立在對神的信靠和信服上面
[00:04:49.800 --> 00:04:54.800]  十八世紀,阿克頓勳爵有一句名句
[00:04:54.800 --> 00:05:01.800]  他說權力使人腐化,絕對的權力使人絕對的腐化
[00:05:01.800 --> 00:05:08.800]  權力不單止會使人腐化,權力的追求更加能夠使一個人遠離上帝
[00:05:08.800 --> 00:05:15.800]  從所羅門身上,我們可以看到權力是怎樣去改變一個人的生命素質
[00:05:15.800 --> 00:05:20.800]  所羅門年輕的時候,他是一個謙卑的人
[00:05:20.800 --> 00:05:26.800]  當神問他要些什麼的時候,他向神單單求自慰
[00:05:26.800 --> 00:05:31.800]  他的動機是為了好好去牧養神的百姓
[00:05:31.800 --> 00:05:39.800]  其後他為神去建造聖殿,帶領以色列人敬拜新神,同神納藥
[00:05:39.800 --> 00:05:46.800]  只可惜當所羅門到了馬年的時候,國家很穩定,權力很鞏固
[00:05:46.800 --> 00:05:50.800]  他就完全忘記了摩西對作為君王的警告
[00:05:50.800 --> 00:05:55.800]  他為了追求或者鞏固自己更大的權力
[00:05:55.800 --> 00:06:01.800]  聖經告訴我們他每年不斷向埃及購買戰馬
[00:06:01.800 --> 00:06:10.800]  不單止這樣,所羅門更為了鞏固一個更加強大的政治聯盟
[00:06:10.800 --> 00:06:14.800]  他娶了埃及法老王的女兒為妻
[00:06:14.800 --> 00:06:21.800]  這種政治上的聯盟導致了所羅門在信仰上對神的不忠
[00:06:21.800 --> 00:06:25.800]  並且付出很大的代價,導致了國家的分裂
[00:06:25.800 --> 00:06:33.800]  由此可見,我們看到權力的追求可以造成很大的破壞力,很大的殺傷力
[00:06:33.800 --> 00:06:43.800]  為什麼所羅門年紀這麼大,到了馬年的時候仍然這麼執著權力的追求
[00:06:43.800 --> 00:06:51.800]  有研究心理學的人說,權力越大的人多多少少反映出他缺乏安全感的人
[00:06:51.800 --> 00:06:55.800]  在這類人的心裡,他們很怕失去權力
[00:06:55.800 --> 00:07:02.800]  他們會用盡各種方法,甚至不擇手段去鞏固或者追求更大的權力
[00:07:02.800 --> 00:07:05.800]  讓自己感覺到更加安全
[00:07:05.800 --> 00:07:10.800]  這樣說,所羅門不斷去追求更大的權力
[00:07:10.800 --> 00:07:14.800]  是否告訴我們他是一個缺乏安全感的人
[00:07:14.800 --> 00:07:18.800]  我可以說,聖經給不了我們一個肯定的答案
[00:07:18.800 --> 00:07:21.800]  不過我們留意所羅門的成長
[00:07:21.800 --> 00:07:25.800]  聖經告訴我們,所羅門的父親是大衛
[00:07:25.800 --> 00:07:31.800]  大衛犯了罪,殺了烏尼亞,搶了拔士花回來
[00:07:31.800 --> 00:07:36.800]  神透過先知拿丹,去到大衛那裡,向他宣告
[00:07:36.800 --> 00:07:40.800]  他說,刀劍必永不離開你的家
[00:07:40.800 --> 00:07:49.800]  結果怎樣呢?我們看到大衛的兒子暗戀,因為他強暴了阿撒隆的親妹塔瑪
[00:07:49.800 --> 00:07:52.800]  被阿撒隆殺死了
[00:07:52.800 --> 00:07:58.800]  其後阿撒隆去背叛大衛,發動政變,導致國家內戰
[00:07:58.800 --> 00:08:05.800]  到了大衛臨終之前,大衛另一個兒子亞都尼亞企圖奪權
[00:08:05.800 --> 00:08:08.800]  自立為帝
[00:08:08.800 --> 00:08:13.800]  所羅門就是在一個這麼混亂的環境之下成長
[00:08:13.800 --> 00:08:19.800]  所羅門的權力慾,會不會和他這些成長經歷有些關係?
[00:08:19.800 --> 00:08:28.800]  權力慾的追求,其實是多多少少反倒一個人在生命成長中的一些缺陷
[00:08:28.800 --> 00:08:34.800]  我們今天作為基督徒,求主讓我們真的有這份智慧
[00:08:34.800 --> 00:08:38.800]  有這種自省的能力
[00:08:38.800 --> 00:08:46.800]  聖經也提醒我們,人世間的權力是很短暫,是沒有辦法給我們真正的安全感
[00:08:46.800 --> 00:08:51.800]  在詩篇第33篇第16到17節告訴我們
[00:08:51.800 --> 00:08:57.800]  「君王不能因兵多得成,勇士不能因力大得救
[00:08:57.800 --> 00:09:03.800]  靠馬得救是枉然的,馬也不能因力大救人」
[00:09:03.800 --> 00:09:06.800]  記得很多年前,還在讀神學
[00:09:06.800 --> 00:09:10.800]  我去到一間教會裡實習
[00:09:10.800 --> 00:09:14.800]  認識了一個中了風要坐輪椅的長者
[00:09:14.800 --> 00:09:17.800]  跟著和這位長者熟絡之後
[00:09:17.800 --> 00:09:21.800]  才知道這位長者在中風之前
[00:09:21.800 --> 00:09:27.800]  曾經是一間跨國企業裡的部門主管,管理很多手下
[00:09:27.800 --> 00:09:33.800]  一場的危疾,令他在權力的高峰之下退下來
[00:09:33.800 --> 00:09:36.800]  成為一個很無助的長者
[00:09:36.800 --> 00:09:42.800]  舊約聖經記載一個王,叫做烏西亞王
[00:09:42.800 --> 00:09:45.800]  他是一個很厲害的皇帝
[00:09:45.800 --> 00:09:50.800]  聖經記載他做王的時候,他很忠心,是一個正直的王
[00:09:50.800 --> 00:09:53.800]  他帶領猶太人走上復興之路
[00:09:53.800 --> 00:09:59.800]  聖經告訴我們,當他統治之下,猶太的國勢甚是強盛
[00:09:59.800 --> 00:10:04.800]  只可惜當他在他的事業,他的權位最高峰的時候
[00:10:04.800 --> 00:10:06.800]  他就心高氣傲
[00:10:06.800 --> 00:10:09.800]  他沒有理會祭司的勸阻
[00:10:09.800 --> 00:10:13.800]  他私自進入耶和華的殿裡燒香
[00:10:13.800 --> 00:10:14.800]  結果怎樣?
[00:10:14.800 --> 00:10:18.800]  結果神懲罰他,讓他長出大麻蜂
[00:10:18.800 --> 00:10:22.800]  因為他的驕傲,他對神的不尊重
[00:10:22.800 --> 00:10:26.800]  他的權力,他的地位在一日之間失去
[00:10:26.800 --> 00:10:31.800]  人世間的權力很短暫,很靠不住
[00:10:31.800 --> 00:10:36.800]  前美國國務卿吉姆貝克曾經說過
[00:10:36.800 --> 00:10:39.800]  有人曾經問我,自從去了華盛頓之後
[00:10:39.800 --> 00:10:42.800]  我學了哪一件最重要的事情
[00:10:42.800 --> 00:10:48.800]  我會回答說,短暫的權力轉眼即逝
[00:10:48.800 --> 00:10:54.800]  聖經亦提醒我們,我們不要為自己圖謀大事
[00:10:54.800 --> 00:10:58.800]  尼米書第45章第5節這樣說
[00:10:58.800 --> 00:11:08.800]  你為自己圖謀大事嗎?不要圖謀
[00:11:08.800 --> 00:11:13.800]  不要圖謀,我必使災禍臨到凡有血氣的
[00:11:13.800 --> 00:11:19.800]  但你無論往那裡去,我必使你以自己的命為略物
[00:11:19.800 --> 00:11:22.800]  這是耶和華說的
[00:11:22.800 --> 00:11:26.800]  這段經文是神對巴祿的忠告
[00:11:26.800 --> 00:11:28.800]  巴祿是誰?
[00:11:28.800 --> 00:11:33.800]  巴祿是替耶利米先知筆錄信息的書記
[00:11:33.800 --> 00:11:38.800]  為什麼我們會問神,為什麼在這裡告訴他
[00:11:38.800 --> 00:11:41.800]  不要為自己圖謀大事呢?
[00:11:41.800 --> 00:11:45.800]  因為當他為耶利米筆錄信息之後
[00:11:45.800 --> 00:11:49.800]  他已經知道神很快將一個很大的災難
[00:11:49.800 --> 00:11:52.800]  臨到當時的世界
[00:11:52.800 --> 00:11:55.800]  在兵荒馬亂將要來臨之前
[00:11:55.800 --> 00:11:57.800]  他知道自己無法倖免
[00:11:57.800 --> 00:11:59.800]  因此他自己想辦法
[00:11:59.800 --> 00:12:02.800]  希望可以逃過這場災劫
[00:12:02.800 --> 00:12:06.800]  甚至可以在當中找到一些好處
[00:12:06.800 --> 00:12:11.800]  但是神在這裡指出,人的謀算都不能夠成全
[00:12:11.800 --> 00:12:15.800]  神呼籲巴祿不要為自己圖謀大事
[00:12:15.800 --> 00:12:20.800]  但是神應許巴祿無論環境如何變遷,如何改變
[00:12:20.800 --> 00:12:23.800]  他的性命始終得以保存
[00:12:23.800 --> 00:12:26.800]  這正是巴祿最大的需要
[00:12:26.800 --> 00:12:29.800]  今天神也會問我們
[00:12:29.800 --> 00:12:33.800]  我們的生命最需要的是什麼?
[00:12:33.800 --> 00:12:37.800]  是否我們仍然繼續為自己去圖謀大事
[00:12:37.800 --> 00:12:41.800]  去追求更多的權力,還是有其他?
[00:12:41.800 --> 00:12:44.800]  其實我們今天所生存的世代
[00:12:44.800 --> 00:12:46.800]  和巴祿的世代不是很大的分別
[00:12:46.800 --> 00:12:51.800]  我們也是生活在一個很動盪的世代
[00:12:51.800 --> 00:12:54.800]  我們看到世界各地
[00:12:54.800 --> 00:12:57.800]  恐怖的襲擊,戰爭
[00:12:57.800 --> 00:13:01.800]  近一點,香港很多的政治的爭拗
[00:13:01.800 --> 00:13:04.800]  薩卡病毒,傳染疾病
[00:13:04.800 --> 00:13:08.800]  貧富懸殊的問題,環境的污染
[00:13:08.800 --> 00:13:10.800]  引起了道德敗壞
[00:13:10.800 --> 00:13:12.800]  這一切都告訴我們一件事
[00:13:12.800 --> 00:13:15.800]  我們的主耶穌基督很快再回來
[00:13:15.800 --> 00:13:17.800]  在這樣的年代之下
[00:13:17.800 --> 00:13:20.800]  我們是否仍然為自己去圖謀大事
[00:13:20.800 --> 00:13:23.800]  是否仍然將我們的時間,我們的心血
[00:13:23.800 --> 00:13:25.800]  放在我們的事業上面
[00:13:25.800 --> 00:13:27.800]  還打算不斷地向上爬
[00:13:27.800 --> 00:13:31.800]  還是為自己不斷去聚積財富
[00:13:31.800 --> 00:13:36.800]  還是為自己的名聲去幹一番大事
[00:13:36.800 --> 00:13:39.800]  今天基督徒有一個錯誤的觀念
[00:13:39.800 --> 00:13:41.800]  他們有些基督徒以為
[00:13:41.800 --> 00:13:43.800]  我們已經拿了天堂的入場券
[00:13:43.800 --> 00:13:46.800]  世界的敗壞和我們沒有什麼關係
[00:13:46.800 --> 00:13:48.800]  並且為自己去圖謀大事
[00:13:48.800 --> 00:13:52.800]  以為可以逃避這個世界所發生的事情
[00:13:52.800 --> 00:13:54.800]  但是事實不是這樣
[00:13:54.800 --> 00:13:59.800]  世界的變動,其實我們每一個基督徒都不能夠倖免
[00:13:59.800 --> 00:14:03.800]  我們唯有憑著信心去信靠上帝的保守
[00:14:03.800 --> 00:14:06.800]  安然度過這些混亂的日子
[00:14:06.800 --> 00:14:09.800]  我們不要為自己圖謀大事
[00:14:09.800 --> 00:14:11.800]  反而神提醒我們
[00:14:11.800 --> 00:14:15.800]  我們要忠心去完成祂所交付給我們的職責
[00:14:15.800 --> 00:14:17.800]  主耶穌告訴我們
[00:14:17.800 --> 00:14:21.800]  你們要先求我的國和我的兒
[00:14:21.800 --> 00:14:25.800]  這些東西都要加給你們
[00:14:25.800 --> 00:14:27.800]  追求權力的人
[00:14:27.800 --> 00:14:32.800]  除了因為他們缺乏一個真正的安全感之外
[00:14:32.800 --> 00:14:38.800]  權力的追逐可以使一個人的性格變得很驕傲自大
[00:14:38.800 --> 00:14:40.800]  很容易去妒忌人
[00:14:40.800 --> 00:14:43.800]  特別是妒忌那些比他厲害的人
[00:14:43.800 --> 00:14:47.800]  剛才讀到第十八到第二十節
[00:14:47.800 --> 00:14:52.800]  摩西提醒以色列的君王要時時重讀神的律法
[00:14:52.800 --> 00:14:55.800]  免得自己變得心高氣傲
[00:14:55.800 --> 00:14:59.800]  舊約,素羅王是一個性格很驕傲
[00:14:59.800 --> 00:15:01.800]  妒忌心很重的人
[00:15:01.800 --> 00:15:04.800]  當時以色列人他們走在一起
[00:15:04.800 --> 00:15:07.800]  他們要開始想去找一個王出來
[00:15:07.800 --> 00:15:11.800]  他們抽籤,他們抽了素羅出來
[00:15:11.800 --> 00:15:13.800]  當抽了素羅出來之後
[00:15:13.800 --> 00:15:17.800]  聖經告訴我們知道素羅躲藏在戲劇裡面
[00:15:17.800 --> 00:15:20.800]  素羅為什麼要躲起來呢?
[00:15:20.800 --> 00:15:23.800]  很多人說素羅躲藏起來的原因
[00:15:23.800 --> 00:15:26.800]  是因為他內心那種自卑感的作怪
[00:15:26.800 --> 00:15:29.800]  但是當他做了皇帝之後
[00:15:29.800 --> 00:15:32.800]  他又變得很專橫很驕傲
[00:15:32.800 --> 00:15:37.800]  素羅的性格一方面驕傲,一方面自卑
[00:15:37.800 --> 00:15:41.800]  這種自卑和驕傲不平衡的性格
[00:15:41.800 --> 00:15:44.800]  在素羅的一生不時的出現
[00:15:44.800 --> 00:15:51.800]  素羅的權力和地位因為大衛的出現起了變化
[00:15:51.800 --> 00:15:56.800]  當素羅聽到百姓對大衛一句歌頌的話
[00:15:56.800 --> 00:16:01.800]  素羅殺死千千,大衛殺死萬萬的時候
[00:16:01.800 --> 00:16:03.800]  素羅開始改變
[00:16:03.800 --> 00:16:07.800]  直到令到素羅對大衛的愛變成恨
[00:16:07.800 --> 00:16:12.800]  直到令到素羅對大衛動了殺機
[00:16:12.800 --> 00:16:16.800]  C.L. Lewis 曾經這樣說過
[00:16:16.800 --> 00:16:20.800]  他說驕傲的本性就是要爭
[00:16:20.800 --> 00:16:23.800]  不容許誰人強過自己
[00:16:23.800 --> 00:16:27.800]  因此驕傲的人必然嫉妒
[00:16:27.800 --> 00:16:30.800]  權力欲強,驕傲嫉妒的人
[00:16:30.800 --> 00:16:33.800]  他們的性格會有這些特徵
[00:16:33.800 --> 00:16:37.800]  他們喜歡支配別人,支配環境
[00:16:37.800 --> 00:16:42.800]  這種支配慾是和他們缺乏安全感所引起
[00:16:42.800 --> 00:16:45.800]  他們喜歡將自己和別人比較
[00:16:45.800 --> 00:16:49.800]  很緊張,很著意別人怎樣去看自己
[00:16:49.800 --> 00:16:54.800]  他們沒辦法去接受別人對自己的負面評價
[00:16:54.800 --> 00:17:01.800]  他們通常很容易或經常會挑剔、批評甚至論斷別人
[00:17:01.800 --> 00:17:05.800]  他們會踩低別人去抬高自己的價值
[00:17:05.800 --> 00:17:09.800]  他們很難去接受別人強過自己
[00:17:09.800 --> 00:17:15.800]  《針研》第十七篇第四節這樣說
[00:17:15.800 --> 00:17:19.800]  憤怒為殘忍,怒氣為狂瀾
[00:17:19.800 --> 00:17:23.800]  唯有嫉妒,誰能敵得住呢?
[00:17:23.800 --> 00:17:27.800]  經文告訴我們,嫉妒的殺傷力
[00:17:27.800 --> 00:17:30.800]  比起憤怒更加難以對抗
[00:17:30.800 --> 00:17:36.800]  驕傲、嫉妒對我們關係造成了多方面的破壞
[00:17:36.800 --> 00:17:41.800]  它首先破壞了我們和神之間的關係
[00:17:41.800 --> 00:17:45.800]  夏娃被引說她吃了分辨善惡樹的果
[00:17:45.800 --> 00:17:49.800]  是因為她誤信了魔鬼的謊言
[00:17:49.800 --> 00:17:51.800]  以為吃了禁果之後
[00:17:51.800 --> 00:17:56.800]  她就能夠和神一樣可以分辨善惡
[00:17:56.800 --> 00:18:00.800]  嫉妒也破壞了人與人之間的關係
[00:18:00.800 --> 00:18:02.800]  那個人殺死了阿伯
[00:18:02.800 --> 00:18:05.800]  約瑟被他的兄弟出賣
[00:18:05.800 --> 00:18:08.800]  素羅追殺大衛也是因為嫉妒
[00:18:08.800 --> 00:18:13.800]  耶穌基督被釘十字架是因為宗教家的嫉妒
[00:18:13.800 --> 00:18:19.800]  今天,嫉妒可以破壞了上司下屬之間的信任
[00:18:19.800 --> 00:18:23.800]  嫉妒可以令夫婦之間反目成仇
[00:18:23.800 --> 00:18:30.800]  嫉妒可以離間弟兄姊妹辛辛苦苦建立回來的關係
[00:18:30.800 --> 00:18:34.800]  嫉妒不單止破壞了人與人之間的關係
[00:18:34.800 --> 00:18:37.800]  嫉妒也破壞了人與自己的關係
[00:18:37.800 --> 00:18:41.800]  有人說所有的罪都有罪終之律
[00:18:41.800 --> 00:18:45.800]  除了嫉妒,嫉妒是沒有罪終之律的罪
[00:18:45.800 --> 00:18:48.800]  她從一開始就蠶食人的生命
[00:18:48.800 --> 00:18:51.800]  甚至致人於死地
[00:18:51.800 --> 00:18:54.800]  因此嫉妒又被稱為思想上的癌症
[00:18:54.800 --> 00:18:56.800]  是最愚蠢的罪
[00:18:56.800 --> 00:18:58.800]  所以針研告訴我們
[00:18:58.800 --> 00:19:02.800]  嫉妒是骨中的紐懷
[00:19:02.800 --> 00:19:05.800]  求主幫助我們懂得謙卑
[00:19:05.800 --> 00:19:09.800]  去對付性格中的驕傲和嫉妒
[00:19:09.800 --> 00:19:11.800]  保羅在菲勒比書提醒我們
[00:19:11.800 --> 00:19:16.800]  凡事不可結黨,不可貪圖虛浮的榮耀
[00:19:16.800 --> 00:19:22.800]  只要全心謙卑,各人看別人比自己強
[00:19:22.800 --> 00:19:26.800]  張無海牧師在他的講道當中
[00:19:26.800 --> 00:19:28.800]  也教導我們有關嫉妒的事情
[00:19:28.800 --> 00:19:31.800]  他說如果我們要對付嫉妒的情緒
[00:19:31.800 --> 00:19:34.800]  我們要改變我們的思想
[00:19:34.800 --> 00:19:37.800]  第一,我們不要跟別人去比較
[00:19:37.800 --> 00:19:39.800]  我們要明白到神給每一個人
[00:19:39.800 --> 00:19:42.800]  不同的恩賜、際遇和才幹
[00:19:42.800 --> 00:19:46.800]  有人得五千,有人得兩千,有人得一千
[00:19:46.800 --> 00:19:47.800]  但我們要明白到
[00:19:47.800 --> 00:19:51.800]  才幹越大,責任也越大
[00:19:51.800 --> 00:19:54.800]  其次,我們要認清楚
[00:19:54.800 --> 00:19:57.800]  其實物質的東西都很短暫
[00:19:57.800 --> 00:20:00.800]  神雖然給每個人有不同的財富
[00:20:00.800 --> 00:20:02.800]  有些人多些,有些人少些
[00:20:02.800 --> 00:20:05.800]  但是神給人的屬靈的東西
[00:20:05.800 --> 00:20:08.800]  都是每個人可以得到的
[00:20:08.800 --> 00:20:12.800]  最後,我們要明白到
[00:20:12.800 --> 00:20:13.800]  嫉妒的人
[00:20:13.800 --> 00:20:15.800]  經常將自己的注意力
[00:20:15.800 --> 00:20:17.800]  放在自己的缺陷上
[00:20:17.800 --> 00:20:20.800]  妒忌別人有,經常說自己無
[00:20:20.800 --> 00:20:24.800]  因此我們要學習去數算上帝的恩典
[00:20:24.800 --> 00:20:27.800]  我們要將我們的注意力轉移
[00:20:27.800 --> 00:20:29.800]  不要經常想我們沒有的東西
[00:20:29.800 --> 00:20:30.800]  去妒忌其他人
[00:20:30.800 --> 00:20:33.800]  而是我們想神給我們擁有多少的東西
[00:20:33.800 --> 00:20:35.800]  為到神給我們所擁有的東西
[00:20:35.800 --> 00:20:39.800]  去感謝我們的神,去數算上帝的恩典
[00:20:39.800 --> 00:20:40.800]  這樣的時候
[00:20:40.800 --> 00:20:45.800]  我們就不容易產生妒忌的心
[00:20:45.800 --> 00:20:47.800]  摩西對君王第二個警告
[00:20:47.800 --> 00:20:49.800]  是美式的陷阱
[00:20:49.800 --> 00:20:51.800]  第十七節
[00:20:51.800 --> 00:20:54.800]  他日不可為自己多立非奔
[00:20:54.800 --> 00:20:56.800]  恐怕他的心偏邪
[00:20:56.800 --> 00:20:58.800]  作為君王,作為領袖
[00:20:58.800 --> 00:21:02.800]  我們要注意我們的個人的婚姻
[00:21:02.800 --> 00:21:06.800]  我們不可以放縱私慾,沉迷美式
[00:21:06.800 --> 00:21:10.800]  權力是對人性一個很大的考驗
[00:21:10.800 --> 00:21:13.800]  當人擁有權力的時候
[00:21:13.800 --> 00:21:17.800]  人性的弱點就越容易暴露出來
[00:21:17.800 --> 00:21:22.800]  尤其是面對權、色和財富的誘惑
[00:21:22.800 --> 00:21:25.800]  前美國總統尼克遜因為謀權
[00:21:25.800 --> 00:21:28.800]  而有這個水門事件
[00:21:28.800 --> 00:21:33.800]  菲律賓的馬可斯夫婦因為貪污而下台
[00:21:33.800 --> 00:21:35.800]  代入美式的陷阱而入獄的
[00:21:35.800 --> 00:21:40.800]  有這個意大利的前總理貝雷斯科里
[00:21:40.800 --> 00:21:42.800]  看回我們聖經的人物
[00:21:42.800 --> 00:21:46.800]  早約大衛
[00:21:46.800 --> 00:21:48.800]  大衛被稱為合神心意的人
[00:21:48.800 --> 00:21:51.800]  也逃不過美式這個陷阱
[00:21:51.800 --> 00:21:56.800]  畢氏巴事件是大衛一生最大的道德污點
[00:21:56.800 --> 00:21:59.800]  他作為一個國家的領袖
[00:21:59.800 --> 00:22:02.800]  在美式引誘之下他忘記神的警告
[00:22:02.800 --> 00:22:07.800]  他濫用權力奪取畢氏巴去滿足自己的私慾
[00:22:07.800 --> 00:22:12.800]  事後他也運用權力企圖遮掩自己一切的罪證
[00:22:12.800 --> 00:22:14.800]  最後甚至借刀殺人
[00:22:14.800 --> 00:22:18.800]  設計殺害了畢氏巴的丈夫烏里亞
[00:22:18.800 --> 00:22:23.800]  神學家米勒根據大衛失敗的過程
[00:22:23.800 --> 00:22:27.800]  去分析濫權者四個的特徵
[00:22:27.800 --> 00:22:30.800]  濫權者會要求下屬去進行的原則
[00:22:30.800 --> 00:22:34.800]  他自己卻是逐漸地偏離
[00:22:34.800 --> 00:22:38.800]  大衛的下屬可以在前線去打仗
[00:22:38.800 --> 00:22:42.800]  他自己認為有權可以在耶路撒冷的皇宮裡
[00:22:42.800 --> 00:22:44.800]  安逸地去享受
[00:22:44.800 --> 00:22:48.800]  濫權者認為不管我們怎樣去利用他人
[00:22:48.800 --> 00:22:50.800]  他人都要去付出
[00:22:50.800 --> 00:22:56.800]  大衛濫用權力不斷利用下屬去完成自己的惡計
[00:22:56.800 --> 00:23:00.800]  濫權者試圖去修補漏洞
[00:23:00.800 --> 00:23:02.800]  不是去糾正錯誤
