
[00:00:00.000 --> 00:00:02.200]  弟兄姊妹,主來平安
[00:00:02.200 --> 00:00:07.040]  想和大家去研究一下
[00:00:07.040 --> 00:00:09.040]  或者分享一下啟示錄
[00:00:09.040 --> 00:00:12.940]  想起啟示錄,我們就想著一些很神化的東西
[00:00:12.940 --> 00:00:16.220]  有個獸,有多少個角,有多少個頭
[00:00:16.220 --> 00:00:18.540]  又可能想到天上的異象
[00:00:18.540 --> 00:00:20.920]  又有黑馬、灰馬、紅馬
[00:00:20.920 --> 00:00:22.900]  我們可能會想到很多情景
[00:00:22.900 --> 00:00:25.140]  很多東西我們都不知道是什麼
[00:00:25.140 --> 00:00:27.740]  不同的解經家,又有不同的說法
[00:00:27.980 --> 00:00:30.860]  啟示錄是一個叫做「天啟文學」
[00:00:30.860 --> 00:00:35.120]  就是從天啟示我們一些聖經裡面的文學
[00:00:35.120 --> 00:00:41.280]  但是,我這次選的只不過是啟示錄
[00:00:41.280 --> 00:00:45.200]  開頭也是最容易解釋的那兩章
[00:00:45.200 --> 00:00:47.200]  就是二章和三章
[00:00:47.200 --> 00:00:49.200]  會分七次去說
[00:00:49.200 --> 00:00:52.420]  因為就是約翰寫給啟示錄
[00:00:52.420 --> 00:00:58.340]  即是當時教會,當時亞細亞在說的七間教會
[00:00:58.340 --> 00:01:00.800]  那你說為什麼約翰會寫這些東西
[00:01:00.800 --> 00:01:03.640]  就好像和之後啟示錄
[00:01:03.640 --> 00:01:08.400]  即是說一些將來未發生的事好像有很不同
[00:01:08.400 --> 00:01:10.560]  不同的解經家、神學家
[00:01:10.560 --> 00:01:14.340]  就用很多方法試圖去解為什麼二章和三章
[00:01:14.340 --> 00:01:16.680]  和之後說的那些是很不同
[00:01:16.680 --> 00:01:18.940]  甚至有人推論出來說
[00:01:18.940 --> 00:01:25.900]  那七間教會是代表了活後教會七個不同的時期
[00:01:25.900 --> 00:01:29.740]  也有理據的,不是完全沒有理據
[00:01:29.740 --> 00:01:33.440]  但是我情願用一些很簡單的方法去想
[00:01:33.440 --> 00:01:38.160]  就是他寫給當時那七間教會
[00:01:38.160 --> 00:01:40.240]  他的用意是什麼
[00:01:40.240 --> 00:01:43.240]  因為當時七間教會的問題
[00:01:43.240 --> 00:01:44.340]  他們出現的問題
[00:01:44.340 --> 00:01:47.800]  約翰是要提醒他們一些東西
[00:01:47.800 --> 00:01:51.080]  但是聖經是一本永恆的書
[00:01:51.080 --> 00:01:55.220]  那七間教會當時發生的事遇到的問題
[00:01:55.220 --> 00:02:00.140]  也正正是我們今天,2023年我們的教會
[00:02:00.140 --> 00:02:02.460]  即是不只是我們Swingdon教會
[00:02:02.460 --> 00:02:04.140]  都會遇到的問題
[00:02:04.140 --> 00:02:12.640]  所以上帝的啟示就不是單單只是和當時那些教會說
[00:02:12.640 --> 00:02:19.020]  今天去到2000年後也都是和我們說話
[00:02:19.020 --> 00:02:21.020]  所以也是在啟示我們
[00:02:21.020 --> 00:02:23.320]  所以想到啟示那兩個字
[00:02:23.320 --> 00:02:27.820]  大家千萬不要以為這個一定是將來未發生的事
[00:02:27.820 --> 00:02:30.780]  一定是那些說到世界末日那些災難
[00:02:30.780 --> 00:02:31.980]  不一定的
[00:02:31.980 --> 00:02:37.180]  上帝在不同時期是和我們每一個人說的說話
[00:02:37.180 --> 00:02:40.540]  說話一樣,但是我們領袖會有不同的
[00:02:40.540 --> 00:02:42.680]  這就是啟示錄的功用
[00:02:42.680 --> 00:02:45.680]  也是聖經其實每一句的功用
[00:02:45.680 --> 00:02:48.960]  今天我們看一個叫做以忽所的教會
[00:02:48.960 --> 00:02:53.660]  剛才主席帶我們讀那篇聖經
[00:02:53.660 --> 00:02:55.580]  就很清楚告訴我們
[00:02:55.580 --> 00:02:59.740]  以忽所教會當時的問題在哪裡
[00:02:59.740 --> 00:03:02.460]  就是約翰說得很清楚
[00:03:02.460 --> 00:03:08.160]  他將起初的愛心拋棄了
[00:03:08.160 --> 00:03:12.580]  他用的這個詞是非常之嚴厲的
[00:03:12.580 --> 00:03:14.660]  不是說失去那麼簡單
[00:03:14.660 --> 00:03:17.260]  不是說淡了那麼簡單
[00:03:17.260 --> 00:03:22.060]  約翰是說他們將這個愛心完全拋棄了
[00:03:22.060 --> 00:03:26.040]  這個拋棄這個字說法真的很重
[00:03:26.040 --> 00:03:27.580]  就是說它變了
[00:03:27.580 --> 00:03:30.640]  變到已經不和以前一樣
[00:03:30.640 --> 00:03:33.920]  變到已經是樣子也不同了
[00:03:33.920 --> 00:03:35.360]  形態不同了
[00:03:35.360 --> 00:03:37.100]  不再認得它了
[00:03:37.100 --> 00:03:39.380]  就是教會完全變了質
[00:03:39.380 --> 00:03:40.580]  是頗為嚴厲的
[00:03:40.580 --> 00:03:42.740]  不是說少許愛心消失了
[00:03:42.740 --> 00:03:45.120]  不是說冷淡了那麼簡單
[00:03:45.120 --> 00:03:49.400]  而是將愛心拋棄了出來
[00:03:49.400 --> 00:03:53.080]  今天我們知道世界不斷有轉變
[00:03:53.080 --> 00:03:56.740]  我們知道很多事情變得很慢
[00:03:56.740 --> 00:03:58.980]  我們就不太察覺
[00:03:58.980 --> 00:04:01.640]  大家可能留意到
[00:04:01.640 --> 00:04:03.240]  我們每天對著小朋友
[00:04:03.240 --> 00:04:06.920]  我們小朋友覺得他們每一天都差不多
[00:04:06.920 --> 00:04:07.900]  但其實不是
[00:04:07.900 --> 00:04:09.400]  他們不斷成長
[00:04:09.400 --> 00:04:13.080]  最簡單就是看回幾年前的照片
[00:04:13.080 --> 00:04:16.260]  你就知道原來兒子長大了那麼多
[00:04:16.260 --> 00:04:19.460]  其實有些事情是慢慢慢慢地變
[00:04:19.460 --> 00:04:22.000]  我們就不是很留意
[00:04:22.000 --> 00:04:24.360]  也有一個情形就是
[00:04:24.360 --> 00:04:25.420]  你看回以前的照片
[00:04:25.420 --> 00:04:26.800]  看看自己的樣子
[00:04:26.800 --> 00:04:29.400]  就知道原來都是變了不少
[00:04:29.400 --> 00:04:31.860]  不過就是一個過程很慢
[00:04:31.860 --> 00:04:33.940]  我們不察覺而已
[00:04:33.940 --> 00:04:34.980]  人是會變
[00:04:34.980 --> 00:04:38.140]  臉會變 樣貌會變
[00:04:38.140 --> 00:04:42.140]  慢慢變的人是不察覺的
[00:04:42.140 --> 00:04:45.200]  除非你去韓國走一圈回來
[00:04:45.200 --> 00:04:46.500]  你的樣子完全不同了
[00:04:46.500 --> 00:04:48.160]  別人就很察覺了
[00:04:48.160 --> 00:04:50.220]  所以那些明星是很聰明的
[00:04:50.220 --> 00:04:53.220]  每次去韓國就整一點點而已
[00:04:53.220 --> 00:04:54.880]  今次整一下鼻子
[00:04:54.880 --> 00:04:57.220]  下次整一下眼睛
[00:04:57.220 --> 00:04:58.580]  是真的這樣整的
[00:04:58.580 --> 00:05:01.220]  不會一次過整完
[00:05:01.220 --> 00:05:02.780]  因為回來後是不同樣子的
[00:05:02.780 --> 00:05:05.320]  每個人都覺得原來你變了
[00:05:05.320 --> 00:05:07.200]  整眼睛一整就整兩隻
[00:05:07.200 --> 00:05:09.040]  不會整一隻
[00:05:09.040 --> 00:05:10.360]  應該是整完右眼
[00:05:10.360 --> 00:05:12.340]  下次再整左眼就會很怪
[00:05:12.340 --> 00:05:13.280]  很怪相
[00:05:13.280 --> 00:05:16.320]  所以其實當你慢慢慢慢轉變
[00:05:16.320 --> 00:05:17.000]  你是不察覺
[00:05:17.000 --> 00:05:20.700]  但這個世界其實是不斷地變
[00:05:20.700 --> 00:05:22.740]  《聖經》說得很清楚的
[00:05:22.740 --> 00:05:24.580]  就是希伯來書說得很清楚
[00:05:24.580 --> 00:05:27.780]  就是說
[00:05:27.780 --> 00:05:29.700]  天主啊
[00:05:29.700 --> 00:05:32.620]  你起初立了地的根基
[00:05:32.620 --> 00:05:34.340]  就是上帝造這個世界
[00:05:34.340 --> 00:05:37.820]  他說天也是你手所造的
[00:05:37.820 --> 00:05:41.680]  天地都會消滅你卻長存
[00:05:41.680 --> 00:05:42.740]  消滅就是 Perish
[00:05:42.740 --> 00:05:45.380]  就是完全是過去了
[00:05:45.380 --> 00:05:48.280]  當然這一天是還沒有來到
[00:05:48.280 --> 00:05:53.280]  但是天地都會像衣服漸漸舊了
[00:05:53.280 --> 00:05:55.180]  這個我們很明白了
[00:05:55.180 --> 00:05:56.920]  你多新的衣服
[00:05:56.920 --> 00:05:57.980]  多穿幾次
[00:05:57.980 --> 00:06:00.860]  多洗幾次就會變舊
[00:06:00.860 --> 00:06:02.860]  就算不爛也好
[00:06:02.860 --> 00:06:05.860]  看下去人家知道你的衣服是多舊
[00:06:05.860 --> 00:06:08.440]  因為樣子是會變的
[00:06:08.440 --> 00:06:09.700]  天地也是
[00:06:09.700 --> 00:06:13.200]  慢慢慢慢就會變舊
[00:06:13.200 --> 00:06:15.120]  他說你要將天地捲起來
[00:06:15.120 --> 00:06:19.400]  就像捲一件外衣一樣
[00:06:19.400 --> 00:06:22.500]  舊了就收起來
[00:06:22.500 --> 00:06:24.860]  以前沒有衣架掛起它
[00:06:24.860 --> 00:06:27.160]  人們就將衣服捲起來
[00:06:27.160 --> 00:06:29.080]  就像摺著這樣捲下來
[00:06:29.080 --> 00:06:32.040]  他說上帝你將天地都可以捲起來
[00:06:32.040 --> 00:06:33.640]  就像外衣一樣
[00:06:33.640 --> 00:06:36.060]  就是說東西會變
[00:06:36.060 --> 00:06:38.120]  東西會變成舊
[00:06:38.120 --> 00:06:39.980]  他說天地像衣服會變
[00:06:39.980 --> 00:06:42.660]  但是你卻永不改變
[00:06:42.660 --> 00:06:45.040]  這個你就是我們的上帝
[00:06:45.040 --> 00:06:46.480]  你的年數沒有窮盡
[00:06:46.480 --> 00:06:48.620]  因為我們上帝是自有永有
[00:06:48.620 --> 00:06:50.500]  我們上帝是無始無終的
[00:06:50.500 --> 00:06:52.880]  所以天地會改變
[00:06:52.880 --> 00:06:55.580]  但是上帝是不會改變
[00:06:55.580 --> 00:06:57.760]  特別是上帝的話語是不會改變
[00:06:57.760 --> 00:07:00.660]  這個希伯來書一章十至十二節
[00:07:00.660 --> 00:07:02.100]  我們知道這個世界
[00:07:02.100 --> 00:07:04.540]  這個宇宙是經常都會有變的
[00:07:04.540 --> 00:07:09.020]  我們知道宇宙每一天
[00:07:09.020 --> 00:07:13.300]  都有新的星是誕生的
[00:07:13.300 --> 00:07:18.340]  不過天文學家就用最強的望遠鏡
[00:07:18.340 --> 00:07:21.000]  或者用數學探測到
[00:07:21.000 --> 00:07:21.880]  計算出來
[00:07:21.880 --> 00:07:23.480]  但其實離我們很遠
[00:07:23.480 --> 00:07:24.800]  我們沒有辦法可以知道
[00:07:24.800 --> 00:07:27.160]  但是其實一直都是在改變
[00:07:27.160 --> 00:07:29.320]  地球亦都是不斷改變的
[00:07:29.320 --> 00:07:32.180]  有些以前可能是大海
[00:07:32.180 --> 00:07:33.300]  今天變成了高山
[00:07:33.300 --> 00:07:36.260]  因為地震改變了地殼
[00:07:36.260 --> 00:07:39.460]  水落下沉
[00:07:39.460 --> 00:07:41.980]  地下就滾上來
[00:07:41.980 --> 00:07:45.460]  所以你去到一些很高的山
[00:07:45.460 --> 00:07:47.140]  地質學家就探討到
[00:07:47.140 --> 00:07:49.600]  為什麼會找到海的沙
[00:07:49.600 --> 00:07:52.700]  那個山是高一萬尺
[00:07:52.700 --> 00:07:57.620]  居然找到海裏面找到的沙那種的質地
[00:07:57.620 --> 00:08:01.200]  原來這個山以前在大海下面
[00:08:01.200 --> 00:08:02.780]  是否會變
[00:08:02.780 --> 00:08:04.240]  是會變
[00:08:04.240 --> 00:08:07.440]  不過是經過很漫長的時間
[00:08:07.440 --> 00:08:09.740]  我們未必會見證到
[00:08:09.740 --> 00:08:11.680]  身體改變
[00:08:11.680 --> 00:08:12.840]  身體改變
[00:08:12.840 --> 00:08:14.800]  見證到了吧
[00:08:14.800 --> 00:08:16.540]  大家照一下鏡頭
[00:08:16.540 --> 00:08:17.560]  我剛才說過
[00:08:17.560 --> 00:08:19.000]  看回照片
[00:08:19.000 --> 00:08:21.820]  就一定知道有改變
[00:08:21.820 --> 00:08:22.620]  我經常都說
[00:08:22.620 --> 00:08:27.340]  我們頭號公敵就是時間
[00:08:27.340 --> 00:08:30.440]  時間是我們頭號公敵
[00:08:30.440 --> 00:08:34.460]  時間亦都是上帝創造這個世界
[00:08:34.460 --> 00:08:36.000]  第一件事要做
[00:08:36.000 --> 00:08:37.800]  祂說要有光就光
[00:08:37.800 --> 00:08:40.660]  就是開始了宇宙的大宗
[00:08:40.660 --> 00:08:42.660]  就開始了一個時機
[00:08:42.660 --> 00:08:43.400]  OK
[00:08:43.400 --> 00:08:45.480]  所以時間是我們公敵
[00:08:45.480 --> 00:08:46.240]  我說過了
[00:08:46.240 --> 00:08:48.520]  不需要重複很多次了
[00:08:48.520 --> 00:08:49.200]  看看樣子
[00:08:49.200 --> 00:08:52.340]  知道我們回不了頭
[00:08:52.340 --> 00:08:53.980]  過去的事做錯了
[00:08:53.980 --> 00:08:57.380]  我們不可以回過頭再做
[00:08:57.380 --> 00:08:58.780]  將來的事發生
[00:08:58.780 --> 00:09:03.020]  我們可以猜一下會發生什麼事
[00:09:03.020 --> 00:09:05.380]  但是我們不可以那麼絕對去知道
[00:09:05.380 --> 00:09:07.380]  因為我們在時間以來
[00:09:07.380 --> 00:09:08.680]  這是最大的公敵
[00:09:08.680 --> 00:09:10.360]  第二公敵是什麼知不知道
[00:09:10.360 --> 00:09:12.460]  是自然界的東西
[00:09:12.460 --> 00:09:15.860]  第二公敵就是氧氣
[00:09:15.860 --> 00:09:16.660]  你說氧氣
[00:09:16.660 --> 00:09:17.860]  氧氣很重要
[00:09:17.860 --> 00:09:19.280]  我們要吸收氧氣
[00:09:19.280 --> 00:09:20.620]  怎麼會是我們的敵人呢
[00:09:20.620 --> 00:09:23.040]  沒有氧氣會死的
[00:09:23.040 --> 00:09:25.180]  但是其實氧氣是
[00:09:25.180 --> 00:09:30.180]  每一天摧殘著我們的生命
[00:09:30.180 --> 00:09:30.940]  很奇怪是吧
[00:09:30.940 --> 00:09:33.740]  為什麼氧氣會摧殘我們的生命呢
[00:09:33.740 --> 00:09:35.420]  你放一塊鐵在這裡
[00:09:35.420 --> 00:09:36.820]  氧氣會怎樣
[00:09:36.820 --> 00:09:39.280]  弄到它會生鏽
[00:09:39.280 --> 00:09:42.140]  物質會因為氧氣而會變舊
[00:09:42.140 --> 00:09:42.640]  會生鏽
[00:09:42.640 --> 00:09:46.300]  人的身體亦都是
[00:09:46.300 --> 00:09:51.860]  原來氧氣是會維持我們的生命
[00:09:51.860 --> 00:09:53.340]  但是其實每一天
[00:09:53.340 --> 00:09:55.660]  是摧殘著我們的生命
[00:09:55.660 --> 00:09:58.460]  特別我們知道有很多的氧氣
[00:09:58.460 --> 00:09:59.260]  進入了身體裡面
[00:09:59.260 --> 00:10:02.360]  我們會製造一些叫做油泥分子
[00:10:02.360 --> 00:10:04.460]  那些叫做Oxidant
[00:10:04.460 --> 00:10:07.100]  它是會弄壞我們的生命
[00:10:07.100 --> 00:10:08.380]  所以我們為什麼有壞腦呢
[00:10:08.380 --> 00:10:09.620]  為什麼人會老呢
[00:10:09.620 --> 00:10:11.580]  就因為我們的身體氧化了
[00:10:11.580 --> 00:10:13.060]  生了鏽知不知道
[00:10:13.060 --> 00:10:14.980]  生了鏽就不漂亮了
[00:10:14.980 --> 00:10:17.180]  多了幾條皺紋
[00:10:17.180 --> 00:10:18.940]  其實是一樣的原理
[00:10:18.940 --> 00:10:22.020]  不過這個是在身體裡面發生的
[00:10:22.020 --> 00:10:25.980]  又說吃了很多那些沒有益的東西
[00:10:25.980 --> 00:10:27.620]  那些油炸的東西
[00:10:27.620 --> 00:10:30.380]  我們最喜歡吃的那些韓國燒烤那些
[00:10:30.380 --> 00:10:32.900]  或是BBQ那一陣子天氣好
[00:10:32.900 --> 00:10:36.980]  其實就是加速氧化
[00:10:36.980 --> 00:10:38.980]  當然今天好像營養師在後面
[00:10:38.980 --> 00:10:40.900]  就說給我們聽
[00:10:40.900 --> 00:10:44.220]  我們可以多吃一些叫做抗氧化的東西
[00:10:44.220 --> 00:10:46.220]  抗氧化的東西
[00:10:46.220 --> 00:10:47.260]  有幫助的
[00:10:47.260 --> 00:10:48.100]  不是沒有幫助
