
[00:00:00.000 --> 00:00:01.900]  讓我們一起來讀一段聖經
[00:00:01.900 --> 00:00:09.560]  在彼得前書第五章,第七到第十節
[00:00:09.560 --> 00:00:20.500]  第七節這裡說,你們要將一切的憂慮謝給神,因為祂顧念你們
[00:00:20.500 --> 00:00:27.440]  第八節,我要謹守謹行,因為你們的仇敵魔鬼如同吼叫的獅子
[00:00:27.440 --> 00:00:30.380]  遍地遊行,尋找可吞吃的人
[00:00:30.380 --> 00:00:35.680]  你們要用堅固的信心抵擋祂,因為知道你們在世上的眾弟兄
[00:00:35.680 --> 00:00:37.880]  也是經歷這樣的苦難
[00:00:37.880 --> 00:00:43.880]  那此諸般恩典的神曾在基督裡召你們,得享祂永遠的榮耀
[00:00:43.880 --> 00:00:48.000]  等你們戰受苦難之後,必要親自成全你們
[00:00:48.000 --> 00:00:51.260]  兼顧你們,賜力量給你們
[00:00:51.260 --> 00:00:52.860]  我們讀經就讀到這裡
[00:00:53.720 --> 00:00:59.740]  弟兄姊妹,在我們人的一生當中,總是充滿了各樣的試煉,不是嗎?
[00:00:59.740 --> 00:01:04.880]  從小長大,我們經歷過多少人生的轉折
[00:01:04.880 --> 00:01:08.600]  環境的變遷,人情的改變
[00:01:08.600 --> 00:01:15.140]  再加上疾病的殘類,甚至有忽然而來的驚恐
[00:01:15.140 --> 00:01:20.600]  我還記得好幾年前,師母在台灣帶領聚會
[00:01:21.480 --> 00:01:28.080]  有一天在聚會之前,忽然間肚子疼痛,送到醫院急診
[00:01:28.080 --> 00:01:31.280]  才發現是胰臟發炎
[00:01:31.280 --> 00:01:36.960]  後來才明白胰臟發炎是很嚴重的事情,會導致生命危險
[00:01:36.960 --> 00:01:44.520]  所以她就一住院就住了11天,直到燒退了才能夠出院
[00:01:44.520 --> 00:01:51.160]  那段時間對我們整個家庭來講,真是一種忽然而來的驚恐
[00:01:51.720 --> 00:01:54.320]  但感謝神,感謝神的保守
[00:01:54.320 --> 00:01:58.300]  也謝謝當時很多弟兄姊妹日夜的禱告
[00:01:58.300 --> 00:02:01.620]  我們走過了那段危險的日子
[00:02:01.620 --> 00:02:05.640]  我就想到在我們人生的過程當中
[00:02:05.640 --> 00:02:10.680]  我們不常常就遇見許多忽然而來的苦難跟試煉
[00:02:10.680 --> 00:02:15.000]  以致於我們就落入驚恐跟不安之中嗎?
[00:02:15.000 --> 00:02:20.920]  難怪雅各書提到說,我們在人生裡面會遇到百般的試煉
[00:02:21.680 --> 00:02:25.520]  你知道以前我讀到百般的試煉,我都說真的嗎?
[00:02:25.520 --> 00:02:28.600]  真的有那麼多的試煉嗎?
[00:02:28.600 --> 00:02:32.320]  可是這一次,當我們經過疫情
[00:02:32.320 --> 00:02:38.000]  又經過美國社會各種的亂象所帶來的動盪
[00:02:38.000 --> 00:02:43.960]  我們真的明白,真的在人生當中有百般的試煉
[00:02:43.960 --> 00:02:46.080]  而且每一晚每一秒,不是嗎?
[00:02:46.080 --> 00:02:48.280]  但雖然是如此
[00:02:48.800 --> 00:02:52.320]  在彼得前書第五章第十節這裡卻告訴我們
[00:02:52.320 --> 00:02:56.640]  我們的神卻是一位賜諸般恩典的神
[00:02:56.640 --> 00:03:00.120]  而且說等你們戰受苦難之後
[00:03:00.120 --> 00:03:05.000]  必要親自成全你們、兼顧你們、賜力量給你們
[00:03:05.000 --> 00:03:09.920]  感謝神,人生當中雖然我們有百般的試煉
[00:03:09.920 --> 00:03:13.320]  但神為我們恩典也一點沒少
[00:03:13.320 --> 00:03:17.400]  神有諸般的恩典為我們預備
[00:03:18.040 --> 00:03:21.440]  換句話說,在每一個人生的試煉當中
[00:03:21.440 --> 00:03:25.520]  神都有一個特別的恩典為你預備
[00:03:25.520 --> 00:03:29.640]  所以今天當我們走在人生的試煉當中
[00:03:29.640 --> 00:03:31.200]  跟苦難中的時候
[00:03:31.200 --> 00:03:34.000]  我們一點不需要驚恐跟不安
[00:03:34.000 --> 00:03:38.880]  我們將我們的眼目轉移到神的身上
[00:03:38.880 --> 00:03:41.160]  定睛來仰望神
[00:03:41.160 --> 00:03:45.240]  我們就能在人生各樣的試煉當中
[00:03:45.240 --> 00:03:48.720]  經歷到神所為我們預備的恩典
[00:03:48.720 --> 00:03:49.840]  Amen
[00:03:49.840 --> 00:03:52.240]  那你說我們怎麼樣在人生的試煉當中
[00:03:52.240 --> 00:03:54.000]  能夠經歷到神的恩典呢?
[00:03:54.000 --> 00:03:58.680]  在今天這段經文當中讓我們看見三件事情是很重要的
[00:03:58.680 --> 00:04:02.560]  第一,要將一切的憂慮謝給神
[00:04:02.560 --> 00:04:06.240]  要將一切的憂慮謝給神
[00:04:06.240 --> 00:04:10.920]  你知道我們人常常就是生活在憂慮當中不是嗎?
[00:04:10.920 --> 00:04:14.440]  面對我們的前途我們常常憂慮
[00:04:14.440 --> 00:04:16.600]  因為不知道明天將會如何
[00:04:16.600 --> 00:04:19.400]  面對我們的家庭特別我們的兒女
[00:04:19.400 --> 00:04:21.360]  我們也常常憂慮
[00:04:21.360 --> 00:04:25.360]  因為很多事情我們真的是愛莫能助不是嗎?
[00:04:25.360 --> 00:04:28.640]  面對現在艱難的環境
[00:04:28.640 --> 00:04:30.440]  我們更是憂慮
[00:04:30.440 --> 00:04:35.000]  因為很多時候不知道怎麼來解決現有的困境
[00:04:35.000 --> 00:04:39.200]  難怪有一次你還記得主耶穌對馬大說
[00:04:39.200 --> 00:04:43.880]  馬大馬大你為許多事情憂慮煩惱
[00:04:43.880 --> 00:04:47.240]  但有一件事該想的你卻沒有想
[00:04:47.240 --> 00:04:52.240]  是讓你的妹妹瑪利亞得到那上好的福分
[00:04:52.240 --> 00:04:55.240]  所以我常說什麼叫憂慮?
[00:04:55.240 --> 00:04:57.680]  憂慮就是你該想的不去想
[00:04:57.680 --> 00:05:00.080]  不該想的你拼命想
[00:05:00.080 --> 00:05:06.040]  就像三十幾年前當神呼召我放下工作來全職侍奉的時候
[00:05:06.040 --> 00:05:08.120]  我還記得我一跪下來禱告
[00:05:08.120 --> 00:05:10.280]  第一個進我裡面的念頭就是
[00:05:10.280 --> 00:05:12.880]  萬一將來沒飯吃怎麼辦?
[00:05:13.360 --> 00:05:14.960]  那時候真是憂慮
[00:05:14.960 --> 00:05:17.640]  左想右想拼命想
[00:05:17.640 --> 00:05:21.680]  就是沒有想到耶和華是我的母子
[00:05:21.680 --> 00:05:24.000]  我必不自缺乏
[00:05:24.000 --> 00:05:28.320]  第二個作為一個神的兒女一定要有個確信
[00:05:28.320 --> 00:05:30.920]  那是無論你的環境是如何
[00:05:30.920 --> 00:05:34.200]  你的神必顧念你的
[00:05:34.200 --> 00:05:38.760]  這為什麼彼得前書五章第七節講這麼清楚
[00:05:38.760 --> 00:05:41.160]  彼得講說在人生的試煉當中
[00:05:41.160 --> 00:05:44.240]  我們是會有很多的一些憂慮的
[00:05:44.240 --> 00:05:47.920]  但我們卻可以將憂慮卸下給神
[00:05:47.920 --> 00:05:48.640]  為什麼?
[00:05:48.640 --> 00:05:52.560]  因為知道神顧念我們
[00:05:52.560 --> 00:05:55.880]  你還記得主耶穌在馬太福音六章二十六節
