
[00:00:00.000 --> 00:00:02.000]  各位兄弟姊妹平安
[00:00:02.000 --> 00:00:05.000]  很感恩可以在主日的時候
[00:00:05.000 --> 00:00:07.000]  和弟兄姊妹一起實體的崇拜
[00:00:07.000 --> 00:00:11.000]  也很感恩神讓我們能夠又健康
[00:00:11.000 --> 00:00:13.000]  又精神可以一起來敬拜上帝
[00:00:13.000 --> 00:00:15.000]  剛才回來的時候
[00:00:15.000 --> 00:00:16.000]  看到我們門口
[00:00:16.000 --> 00:00:17.000]  第二堂的弟兄姊妹
[00:00:17.000 --> 00:00:19.000]  開始排隊進禮堂
[00:00:19.000 --> 00:00:21.000]  很久沒有見過這個場景
[00:00:21.000 --> 00:00:23.000]  我就回頭看
[00:00:23.000 --> 00:00:24.000]  在很久之前
[00:00:24.000 --> 00:00:25.000]  有好幾次
[00:00:25.000 --> 00:00:27.000]  聽到有人跟我說
[00:00:27.000 --> 00:00:30.000]  因為你們排隊所以我信了耶穌
[00:00:30.000 --> 00:00:33.000]  我就問他們
[00:00:33.000 --> 00:00:35.000]  原來他們是在外面的朋友
[00:00:35.000 --> 00:00:37.000]  但是在英雄道經過的時候
[00:00:37.000 --> 00:00:38.000]  抬頭看到上面
[00:00:38.000 --> 00:00:39.000]  為什麼要排隊呢
[00:00:39.000 --> 00:00:41.000]  他們有些好奇
[00:00:41.000 --> 00:00:43.000]  就跟著進來
[00:00:43.000 --> 00:00:44.000]  真的來了教會
[00:00:44.000 --> 00:00:46.000]  後來真的信了主
[00:00:46.000 --> 00:00:49.000]  我們都盼望不單是排隊
[00:00:49.000 --> 00:00:52.000]  而是每一天我們在神面前
[00:00:52.000 --> 00:00:55.000]  我們處著誠實的心去敬拜祂
[00:00:55.000 --> 00:00:59.000]  我們在敬拜成為了對主的見證
[00:00:59.000 --> 00:01:02.000]  我們今天一起來思想新的貴替
[00:01:02.000 --> 00:01:04.000]  一起思想路加封的訊息
[00:01:04.000 --> 00:01:06.000]  我們大家一起同心祈禱
[00:01:06.000 --> 00:01:07.000]  仰望主
[00:01:07.000 --> 00:01:13.000]  天奉我們同心感謝祢
[00:01:13.000 --> 00:01:15.000]  創造生命的主
[00:01:15.000 --> 00:01:17.000]  拯救生命的主
[00:01:17.000 --> 00:01:20.000]  我們今天可以坦言到祢根前
[00:01:21.000 --> 00:01:25.000]  請祢為我們的阿爸父賀等大的恩惠
[00:01:25.000 --> 00:01:27.000]  賀等大的拯救
[00:01:27.000 --> 00:01:29.000]  主我們到祢面前來
[00:01:29.000 --> 00:01:31.000]  我們願意敬拜祢
[00:01:31.000 --> 00:01:33.000]  從心底對祢尊崇
[00:01:33.000 --> 00:01:37.000]  主也願意我們在崇拜的時刻
[00:01:37.000 --> 00:01:39.000]  或者我們日常生活的時刻
[00:01:39.000 --> 00:01:42.000]  我們的心思言語行為
[00:01:42.000 --> 00:01:45.000]  都成為對祢的敬拜
[00:01:45.000 --> 00:01:47.000]  如今我們等候在祢面前
[00:01:47.000 --> 00:01:49.000]  渴望祢自己的聖靈
[00:01:50.000 --> 00:01:52.000]  賜下祢自己的恩怨
[00:01:52.000 --> 00:01:54.000]  讓祢因為祢自己的道
[00:01:54.000 --> 00:01:56.000]  我們心靈飽足
[00:01:56.000 --> 00:01:59.000]  也都知道在世上怎樣跟隨祢
[00:01:59.000 --> 00:02:01.000]  我們仰望祢
[00:02:01.000 --> 00:02:03.000]  奉耶穌聖名祈禱
[00:02:03.000 --> 00:02:05.000]  阿們
[00:02:05.000 --> 00:02:09.000]  當我們思想到今天的題目
[00:02:09.000 --> 00:02:12.000]  就是耶穌卻知道他們的意念
[00:02:12.000 --> 00:02:15.000]  我們心思意念怎樣
[00:02:15.000 --> 00:02:17.000]  就算我們沒有說出來
[00:02:17.000 --> 00:02:19.000]  天父知道
[00:02:20.000 --> 00:02:21.000]  我想回看一件事情
[00:02:21.000 --> 00:02:23.000]  在聖經福音書裡面講述一件事情
[00:02:23.000 --> 00:02:26.000]  有一次主耶穌跟祂的門徒一起
[00:02:26.000 --> 00:02:30.000]  走經過撒瑪利亞的村莊
[00:02:30.000 --> 00:02:32.000]  經過的時候
[00:02:32.000 --> 00:02:34.000]  村裡的人不讓他們進去
[00:02:34.000 --> 00:02:36.000]  拒絕他們
[00:02:36.000 --> 00:02:38.000]  當時的門徒很不高興
[00:02:38.000 --> 00:02:40.000]  他們就跟主耶穌說
[00:02:40.000 --> 00:02:42.000]  你要不要我們吩咐火
[00:02:42.000 --> 00:02:45.000]  從天降下來消滅他們
[00:02:45.000 --> 00:02:47.000]  好像伊利亞先知那樣
[00:02:49.000 --> 00:02:53.000]  主耶穌很快就轉過來責備他們
[00:02:53.000 --> 00:02:55.000]  就跟他們說
[00:02:55.000 --> 00:02:57.000]  你們的心如何
[00:02:57.000 --> 00:02:59.000]  你們並不知道
[00:02:59.000 --> 00:03:05.000]  表面上是好像很留心神的聖名
[00:03:05.000 --> 00:03:08.000]  不可以輕視主
[00:03:08.000 --> 00:03:13.000]  表面上好像是要顯出神自己的威權
[00:03:13.000 --> 00:03:14.000]  祂的榮耀
[00:03:14.000 --> 00:03:16.000]  叫火從天上降下來
[00:03:17.000 --> 00:03:19.000]  但其實你可以看得出
[00:03:19.000 --> 00:03:21.000]  在骨子裡面門徒的內心
[00:03:21.000 --> 00:03:24.000]  這個自我是受到羞辱
[00:03:24.000 --> 00:03:26.000]  因此很想報復
[00:03:26.000 --> 00:03:30.000]  用一些好像是很敬虔的理由
[00:03:30.000 --> 00:03:34.000]  但其實內心是在瞞騙自己
[00:03:34.000 --> 00:03:36.000]  要做一些惡事
[00:03:36.000 --> 00:03:40.000]  要去殺滅這些撒瑪利亞的人份
[00:03:40.000 --> 00:03:42.000]  在這件事之後
[00:03:42.000 --> 00:03:45.000]  主耶穌就繼續跟他們說了一句話
[00:03:46.000 --> 00:03:48.000]  說是核心的信息
[00:03:48.000 --> 00:03:50.000]  主耶穌告訴他們
[00:03:50.000 --> 00:03:53.000]  人子來不是要滅人的命
[00:03:53.000 --> 00:03:56.000]  而是要救人的命
[00:03:56.000 --> 00:03:59.000]  神自己來到世上
[00:03:59.000 --> 00:04:01.000]  不是要去懲罰
[00:04:01.000 --> 00:04:03.000]  而是要去拯救
[00:04:03.000 --> 00:04:07.000]  接著他毫不介意就轉身
[00:04:07.000 --> 00:04:09.000]  向另外的村莊去
[00:04:09.000 --> 00:04:11.000]  大家知道嗎
[00:04:11.000 --> 00:04:13.000]  當我們讀到這段福音書的描述的時候
[00:04:13.000 --> 00:04:16.000]  你會體會到其實人內心很多時候
[00:04:16.000 --> 00:04:17.000]  很多意念
[00:04:17.000 --> 00:04:19.000]  連自己都不知道
[00:04:19.000 --> 00:04:23.000]  但是我們在神面前是不斷向神求
[00:04:23.000 --> 00:04:26.000]  求主幫助我們明白我們自己的意念
[00:04:26.000 --> 00:04:29.000]  主要幫我們不斷不斷地
[00:04:29.000 --> 00:04:32.000]  去潔淨去調整
[00:04:32.000 --> 00:04:35.000]  以致我們能夠行在正直的路上
[00:04:35.000 --> 00:04:38.000]  所以聖經詩篇139
[00:04:38.000 --> 00:04:40.000]  我們上次還讀的一節經文這麼說
[00:04:41.000 --> 00:04:44.000]  聖經說:神啊求祢監察我
[00:04:44.000 --> 00:04:45.000]  知道我的心思
[00:04:45.000 --> 00:04:47.000]  試煉我
[00:04:47.000 --> 00:04:49.000]  目的是什麼
[00:04:49.000 --> 00:04:51.000]  讓神知道我的意念
[00:04:51.000 --> 00:04:54.000]  看在我裡面有什麼惡行沒有
[00:04:54.000 --> 00:04:57.000]  引導我走永生的路
[00:04:57.000 --> 00:05:00.000]  這個都應該成為了我們的祈禱
[00:05:00.000 --> 00:05:04.000]  是靠聖上上帝幫助我們明白自己
[00:05:04.000 --> 00:05:06.000]  聖經提到
[00:05:06.000 --> 00:05:09.000]  私人主動求神試煉祂
[00:05:10.000 --> 00:05:13.000]  有些時候神容許一些惡人出現
[00:05:13.000 --> 00:05:15.000]  我們的反應
[00:05:15.000 --> 00:05:17.000]  讓我們知道自己原來是這樣
[00:05:17.000 --> 00:05:20.000]  有時候惡事出現
[00:05:20.000 --> 00:05:23.000]  這些惡事反而讓我們更加知道
[00:05:23.000 --> 00:05:26.000]  裡面有什麼惡念惡行
[00:05:26.000 --> 00:05:28.000]  以致我們知道去調整
[00:05:28.000 --> 00:05:30.000]  去歸向神
[00:05:30.000 --> 00:05:31.000]  去轉向神
[00:05:31.000 --> 00:05:33.000]  因此這次我們都思想
[00:05:33.000 --> 00:05:35.000]  主耶穌所面對的
[00:05:35.000 --> 00:05:37.000]  所遇到的一群人
[00:05:37.000 --> 00:05:38.000]  就是法利財人
[00:05:38.000 --> 00:05:41.000]  他們心中的意念是怎樣
[00:05:41.000 --> 00:05:43.000]  主耶穌怎樣回應他們
[00:05:43.000 --> 00:05:45.000]  剛才讀的聖經
[00:05:45.000 --> 00:05:47.000]  我們讀到路加福第六章
[00:05:47.000 --> 00:05:50.000]  我們看到一個很重要的訊息
[00:05:50.000 --> 00:05:55.000]  就是憐憫原來是勝過審判的
[00:05:55.000 --> 00:05:58.000]  和本的翻譯講到
[00:05:58.000 --> 00:06:01.000]  是憐憫原是向審判跨盛
[00:06:01.000 --> 00:06:04.000]  路加福第六章提到一件事情
[00:06:04.000 --> 00:06:06.000]  剛才大家讀到了
[00:06:06.000 --> 00:06:09.000]  在安息日裡面耶穌在麥田經過
[00:06:09.000 --> 00:06:13.000]  當時祂和門徒一起經過這個麥田
[00:06:13.000 --> 00:06:14.000]  門徒肚子餓
[00:06:14.000 --> 00:06:16.000]  就摘了一些麥水
[00:06:16.000 --> 00:06:18.000]  搓著來吃
[00:06:18.000 --> 00:06:21.000]  這件事情當時是被容許的
[00:06:21.000 --> 00:06:25.000]  一些過路者是可以在麥田當中
[00:06:25.000 --> 00:06:27.000]  拿一些食物來充饑的
[00:06:27.000 --> 00:06:29.000]  這個不是問題
[00:06:29.000 --> 00:06:31.000]  但對於法利財人來說
[00:06:31.000 --> 00:06:32.000]  他們覺得他們做了一些
[00:06:32.000 --> 00:06:34.000]  安息日禁止的事情
[00:06:35.000 --> 00:06:37.000]  因為摘麥水
[00:06:37.000 --> 00:06:41.000]  就等於是做收割穀物的工作
[00:06:41.000 --> 00:06:45.000]  如果你去搓一些麥來吃
[00:06:45.000 --> 00:06:47.000]  你是做了打穀的事情
[00:06:47.000 --> 00:06:49.000]  這些事情是在安息日
[00:06:49.000 --> 00:06:52.000]  在他們的觀念是禁止的
[00:06:52.000 --> 00:06:55.000]  因此他們心裡面就不開心
[00:06:55.000 --> 00:06:58.000]  因此就摘給他們
[00:06:58.000 --> 00:07:00.000]  當時耶穌回應講了一件事情
[00:07:00.000 --> 00:07:02.000]  就講到大衛的事情
[00:07:02.000 --> 00:07:05.000]  很多年前在聖殿裡面
[00:07:05.000 --> 00:07:07.000]  大衛和跟隨他的人
[00:07:07.000 --> 00:07:12.000]  他們只是吃了准祭司吃的陳設餅
[00:07:12.000 --> 00:07:17.000]  但當時因為他們有真實飢餓的緣故
[00:07:17.000 --> 00:07:19.000]  有那個需要
[00:07:19.000 --> 00:07:21.000]  神都接納他們
[00:07:21.000 --> 00:07:25.000]  沒有在當中來否定他們這個行動
[00:07:25.000 --> 00:07:26.000]  這個需要
[00:07:26.000 --> 00:07:28.000]  因此講完之後
[00:07:28.000 --> 00:07:32.000]  主耶穌就說人子是安息日的主
[00:07:32.000 --> 00:07:35.000]  主要清楚講一件很重要的事實
[00:07:35.000 --> 00:07:39.000]  就是安息日這個律法
[00:07:39.000 --> 00:07:40.000]  這個安排
[00:07:40.000 --> 00:07:45.000]  背後一切是主作主的
[00:07:45.000 --> 00:07:47.000]  人子是安息日的主
[00:07:47.000 --> 00:07:49.000]  在聖經另一處地方
[00:07:49.000 --> 00:07:52.000]  平衡的經文《馬太福音》
[00:07:52.000 --> 00:07:54.000]  同樣講這件事情的時候
[00:07:54.000 --> 00:07:55.000]  就提到
[00:07:55.000 --> 00:08:01.000]  我告訴你比聖殿更大的在者類
[00:08:01.000 --> 00:08:04.000]  就在這裡有一位比聖殿更大的
[00:08:04.000 --> 00:08:06.000]  是聖殿的主
[00:08:06.000 --> 00:08:08.000]  是安息日的主
[00:08:08.000 --> 00:08:10.000]  大家明白這裡所講的
[00:08:10.000 --> 00:08:14.000]  是講一切的律法規條
[00:08:14.000 --> 00:08:18.000]  這些必須是以主為主
[00:08:18.000 --> 00:08:22.000]  是必須以祂所訂立的律法背後
[00:08:22.000 --> 00:08:28.000]  最重要的就是愛神愛人的原則來實行
[00:08:28.000 --> 00:08:34.000]  如果跳出了背後真正的屬靈的原則
[00:08:34.000 --> 00:08:39.000]  這些律法規條就不能發揮作用
[00:08:39.000 --> 00:08:40.000]  當然你和我都知道
[00:08:40.000 --> 00:08:42.000]  當提到律法的時候
[00:08:42.000 --> 00:08:47.000]  律法本身只能叫人知罪
[00:08:47.000 --> 00:08:50.000]  知道哪些是對的哪些是錯的
[00:08:50.000 --> 00:08:52.000]  好像我們今天有很多的規條
[00:08:52.000 --> 00:08:54.000]  我們看到列出來怎麼做
[00:08:54.000 --> 00:08:56.000]  哪些事哪些不應該做
[00:08:56.000 --> 00:08:58.000]  你會知道
[00:08:58.000 --> 00:09:03.000]  但是律法不能夠叫你能夠行義
[00:09:03.000 --> 00:09:06.000]  律法不能夠給你有力量可以行出來
[00:09:06.000 --> 00:09:10.000]  但是唯有主耶穌的恩典
[00:09:10.000 --> 00:09:11.000]  你和我都知道
[00:09:11.000 --> 00:09:12.000]  當我們信主的時候
[00:09:12.000 --> 00:09:16.000]  是因著信 因著恩典
[00:09:16.000 --> 00:09:18.000]  是因為恩典
[00:09:18.000 --> 00:09:20.000]  也表示是因為神的憐憫
[00:09:20.000 --> 00:09:22.000]  祂赦免我們的罪
[00:09:22.000 --> 00:09:25.000]  叫我們有能力行在神的道當中
[00:09:25.000 --> 00:09:27.000]  這一切不是因為律法
[00:09:27.000 --> 00:09:31.000]  而是因為神的憐憫
[00:09:31.000 --> 00:09:33.000]  同樣當我們要繼續
[00:09:33.000 --> 00:09:36.000]  能夠可以滿足神律法的要求
[00:09:36.000 --> 00:09:39.000]  就必須按照主所做的
[00:09:39.000 --> 00:09:43.000]  效法祂的憐憫來去生活
[00:09:43.000 --> 00:09:48.000]  我們才能夠可以繼續滿足律法對要求
[00:09:48.000 --> 00:09:50.000]  所以你看到聖經裡面所講述的
[00:09:50.000 --> 00:09:55.000]  律法規條必須有神的憐憫
[00:09:55.000 --> 00:09:58.000]  在當中才會帶給我們的生命
[00:09:58.000 --> 00:10:01.000]  同樣你和我在世上生活的時候
[00:10:01.000 --> 00:10:04.000]  可以指出一些是非的原則
[00:10:04.000 --> 00:10:06.000]  但如果你沒有對人的憐憫
[00:10:06.000 --> 00:10:09.000]  你都不能夠幫助人
[00:10:09.000 --> 00:10:14.000]  能夠真實地行在神的道當中
[00:10:14.000 --> 00:10:17.000]  剛才我們看到這個標題所提及的
[00:10:17.000 --> 00:10:21.000]  聖經提到這個憐憫勝過審判
[00:10:21.000 --> 00:10:25.000]  這句說話在聖經下一個書裡面提出來
[00:10:25.000 --> 00:10:27.000]  你會記得的
[00:10:27.000 --> 00:10:30.000]  不如我請大家讀一讀這節的經文
[00:10:30.000 --> 00:10:55.000]  當時主耶穌在這段經文裡引用這些內容
[00:10:55.000 --> 00:10:58.000]  但是你會看到亞果書裡面所講的時候
[00:10:58.000 --> 00:11:01.000]  在聖經裡面提到當時人
