
[00:00:00.000 --> 00:00:05.000]  感謝神 剛才聽到施班唱這首Remember me的詩歌
[00:00:05.000 --> 00:00:10.000]  我們稍後在港島一起守聖餐
[00:00:10.000 --> 00:00:14.000]  我們要回應上帝給我們的救恩
[00:00:14.000 --> 00:00:16.000]  我們真的不要忘記
[00:00:16.000 --> 00:00:19.000]  原來昔日 耶穌在赫西瑪利園
[00:00:19.000 --> 00:00:24.000]  怎樣徹底完全信服父神的旨意
[00:00:24.000 --> 00:00:28.000]  我們每個人的人生都有一個赫西瑪利
[00:00:28.000 --> 00:00:31.000]  可能就是你單獨與神相遇
[00:00:31.000 --> 00:00:35.000]  你要向神來承諾
[00:00:35.000 --> 00:00:39.000]  此至不如的 我們要自死忠心
[00:00:39.000 --> 00:00:42.000]  跟隨耶穌的腳中行
[00:00:42.000 --> 00:00:45.000]  這件事不簡單的
[00:00:45.000 --> 00:00:49.000]  所謂怎樣才算是信服呢
[00:00:49.000 --> 00:00:51.000]  不只是一個口號
[00:00:51.000 --> 00:00:56.000]  更加不只是我們作門徒可有可無
[00:00:56.000 --> 00:01:02.000]  其實這也是作門徒最關鍵的地方
[00:01:02.000 --> 00:01:06.000]  Andrew Murray曾經寫了一本很出名的書
[00:01:06.000 --> 00:01:08.000]  叫《Absolute Surrender》
[00:01:08.000 --> 00:01:12.000]  如果我們今天作為耶穌的跟隨者
[00:01:12.000 --> 00:01:14.000]  我們沒有這一份完全徹底
[00:01:14.000 --> 00:01:17.000]  我們降服在父神的面前
[00:01:17.000 --> 00:01:19.000]  也就是說 上帝你的心意
[00:01:19.000 --> 00:01:23.000]  成就在我這個小子身上
[00:01:23.000 --> 00:01:26.000]  我們任何人生裡頭的抉擇
[00:01:26.000 --> 00:01:30.000]  其實都在上帝祂自己的掌管
[00:01:30.000 --> 00:01:33.000]  我們信服在祂的主權 祂的帶領
[00:01:33.000 --> 00:01:35.000]  是因為祂角度的事
[00:01:35.000 --> 00:01:40.000]  是因為祂自己榮耀的天國的宏圖大計
[00:01:40.000 --> 00:01:44.000]  而我們自己只不過是一個棋子
[00:01:44.000 --> 00:01:46.000]  我們願意降服
[00:01:46.000 --> 00:01:48.000]  在今天這個大時代裡面
[00:01:48.000 --> 00:01:53.000]  就是高舉人的權利 高舉我們的自我
[00:01:53.000 --> 00:01:56.000]  我們自高自大自義
[00:01:56.000 --> 00:01:58.000]  原來很多時候我們就忘記了
[00:01:58.000 --> 00:02:01.000]  我們要回到神祂自己的面前
[00:02:01.000 --> 00:02:03.000]  我們看看我們的主耶穌
[00:02:03.000 --> 00:02:09.000]  祂留下祂自己的腳踭是怎樣的呢
[00:02:09.000 --> 00:02:14.000]  讓我們一起來看看上一次那個講道裡面
[00:02:14.000 --> 00:02:18.000]  其實就是吳安強牧師和Jason傳道
[00:02:18.000 --> 00:02:20.000]  他們跟我們分享了
[00:02:20.000 --> 00:02:26.000]  關於這個姊妹是用香膏去抹煮的身體
[00:02:26.000 --> 00:02:29.000]  這個是預告了耶穌的死
[00:02:29.000 --> 00:02:32.000]  其實在馬可的佈局裡面
[00:02:32.000 --> 00:02:35.000]  馬可是有一個很特別的用意
[00:02:35.000 --> 00:02:37.000]  他是用一個三文治的結構
[00:02:37.000 --> 00:02:41.000]  其實前後那兩段都是在講
[00:02:41.000 --> 00:02:44.000]  就是有兩幫人他們是密謀
[00:02:44.000 --> 00:02:47.000]  是想來處決主的
[00:02:47.000 --> 00:02:49.000]  但是我們在當中看見
[00:02:49.000 --> 00:02:52.000]  祭司長民事以及猶大
[00:02:52.000 --> 00:02:55.000]  他們的配合只不過是在上帝
[00:02:55.000 --> 00:02:59.000]  祂那個天國救贖的計劃的心意裡面
[00:02:59.000 --> 00:03:01.000]  是容許而已
[00:03:01.000 --> 00:03:04.000]  但是真正其實是耶穌知道了
[00:03:04.000 --> 00:03:06.000]  祂前面的路是要怎樣走的
[00:03:06.000 --> 00:03:10.000]  但是耶穌要我們紀念這個姊妹
[00:03:10.000 --> 00:03:12.000]  也有人說是穆大拉的瑪利亞
[00:03:12.000 --> 00:03:16.000]  也有人說是八大尼瑪大的妹妹瑪利亞
[00:03:16.000 --> 00:03:18.000]  不在乎是哪一個瑪利亞
[00:03:18.000 --> 00:03:21.000]  但是在乎就是這個姊妹
[00:03:21.000 --> 00:03:25.000]  她是看到預先眾人好像皆醉
[00:03:25.000 --> 00:03:27.000]  唯獨她醒悟耶穌
[00:03:27.000 --> 00:03:29.000]  祂很快要為我們犧牲
[00:03:29.000 --> 00:03:30.000]  上十字架了
[00:03:30.000 --> 00:03:32.000]  馬可福音這個佈局是在講
[00:03:32.000 --> 00:03:34.000]  耶穌最後那幾天
[00:03:34.000 --> 00:03:35.000]  最後那個星期
[00:03:35.000 --> 00:03:37.000]  祂在進入耶路撒冷
[00:03:37.000 --> 00:03:38.000]  祂要面對的事
[00:03:38.000 --> 00:03:40.000]  是預表主的水
[00:03:40.000 --> 00:03:42.000]  為祂安葬料作準備
[00:03:42.000 --> 00:03:44.000]  而我們今天這段經文
[00:03:44.000 --> 00:03:46.000]  又是一個三文治的結構
[00:03:46.000 --> 00:03:49.000]  講到耶穌要和門徒一起
[00:03:49.000 --> 00:03:52.000]  要來吃這個雨節
[00:03:52.000 --> 00:03:53.000]  這個宴席
[00:03:53.000 --> 00:03:56.000]  但是祂在這個宴席裡面
[00:03:56.000 --> 00:03:58.000]  祂設立了這個聖餐
[00:03:58.000 --> 00:04:00.000]  這個聖餐無餃餅
[00:04:00.000 --> 00:04:02.000]  就是預表祂無罪的身體
[00:04:02.000 --> 00:04:05.000]  是這個被殺的羔羊
[00:04:05.000 --> 00:04:08.000]  祂為了我們眾人的罪而犧牲
[00:04:08.000 --> 00:04:11.000]  頭尾那兩段經文
[00:04:11.000 --> 00:04:13.000]  是講兩個門徒
[00:04:13.000 --> 00:04:14.000]  他們的軟弱
[00:04:14.000 --> 00:04:15.000]  他們的跌倒
[00:04:15.000 --> 00:04:16.000]  一個預告的
[00:04:16.000 --> 00:04:19.000]  一個是講尤大那個背叛
[00:04:19.000 --> 00:04:21.000]  另外一個是講彼得
[00:04:21.000 --> 00:04:23.000]  他三次不認住
[00:04:23.000 --> 00:04:27.000]  中間那個餡就是最精華的地方
[00:04:27.000 --> 00:04:30.000]  是預表這位被殺的羔羊
[00:04:30.000 --> 00:04:33.000]  無餃餅是代表無罪的身體
[00:04:33.000 --> 00:04:35.000]  就是指到我們這位主耶穌
[00:04:35.000 --> 00:04:37.000]  所以當我們要看回
[00:04:37.000 --> 00:04:39.000]  我們今天要讀的經文的時候
[00:04:39.000 --> 00:04:42.000]  你就要留心
[00:04:42.000 --> 00:04:43.000]  在一些細節裡面
[00:04:43.000 --> 00:04:46.000]  我嘗試逐一跟大家交代
[00:04:46.000 --> 00:04:48.000]  我們先有一個祈禱
[00:04:48.000 --> 00:04:51.000]  顛覆上帝求你張開我們的眼
[00:04:51.000 --> 00:04:52.000]  打開我們的耳朵
[00:04:52.000 --> 00:04:55.000]  讓我們的心有這一份敏銳
[00:04:55.000 --> 00:04:58.000]  和謙卑受教的靈
[00:04:58.000 --> 00:05:00.000]  不單止我們聖在你的說話
[00:05:00.000 --> 00:05:03.000]  聽到主你對我們的心意
[00:05:03.000 --> 00:05:05.000]  更加願意我們是
[00:05:05.000 --> 00:05:07.000]  很好的實踐神的話
[00:05:07.000 --> 00:05:09.000]  讓我們這個短暫的人生
[00:05:09.000 --> 00:05:11.000]  能夠是豐豐富富的
[00:05:11.000 --> 00:05:13.000]  張曉上帝你的榮耀
[00:05:13.000 --> 00:05:15.000]  也都讓人在我們身上
[00:05:15.000 --> 00:05:17.000]  看見耶穌基督你的榮美
[00:05:17.000 --> 00:05:19.000]  願你在我們眾人的身上
[00:05:19.000 --> 00:05:21.000]  到哪一天我們見你面的時候
[00:05:21.000 --> 00:05:23.000]  都能夠得著稱讚
[00:05:23.000 --> 00:05:24.000]  同心合意的祈禱
[00:05:24.000 --> 00:05:25.000]  奉主名求
[00:05:25.000 --> 00:05:26.000]  阿們
[00:05:26.000 --> 00:05:27.000]  好
[00:05:27.000 --> 00:05:30.000]  我們一起看看這個逾越節的
[00:05:30.000 --> 00:05:32.000]  宴席的準備是怎麼樣
[00:05:32.000 --> 00:05:33.000]  我們一起讀好嗎
[00:05:33.000 --> 00:05:35.000]  這一段
[00:05:35.000 --> 00:05:37.000]  除教節的第一天
[00:05:37.000 --> 00:05:40.000]  就是在逾越節高揚的那一天
[00:05:40.000 --> 00:05:42.000]  門徒對耶穌說
[00:05:42.000 --> 00:05:44.000]  你要我們到哪裏去
[00:05:44.000 --> 00:05:47.000]  預備你吃逾越節的宴席呢
[00:05:47.000 --> 00:05:49.000]  耶穌就打發兩個門徒
[00:05:49.000 --> 00:05:50.000]  對他們說
[00:05:50.000 --> 00:05:52.000]  你們進城去
[00:05:52.000 --> 00:05:54.000]  會有人拿著一罐水
[00:05:54.000 --> 00:05:55.000]  迎面而來
[00:05:55.000 --> 00:05:57.000]  你們就跟著他
[00:05:57.000 --> 00:05:59.000]  無論他進哪一家
[00:05:59.000 --> 00:06:02.000]  你們就對哪家的主人說
[00:06:02.000 --> 00:06:03.000]  老師問
[00:06:03.000 --> 00:06:05.000]  我的客房在哪裏
[00:06:05.000 --> 00:06:07.000]  我和我的門徒要在哪裏
[00:06:07.000 --> 00:06:10.000]  吃逾越節的宴席
[00:06:10.000 --> 00:06:13.000]  這一段經文跟我們交代了
[00:06:13.000 --> 00:06:15.000]  是猶太人他們一年
[00:06:15.000 --> 00:06:17.000]  有三個最重要的節期
[00:06:17.000 --> 00:06:20.000]  其中就是這個逾越節的節期
[00:06:20.000 --> 00:06:23.000]  這個逾越節是很重要
[00:06:23.000 --> 00:06:27.000]  是紀念他們昔日離開埃及的時候
[00:06:27.000 --> 00:06:30.000]  就在他們出埃及當夜
[00:06:30.000 --> 00:06:33.000]  是摩西得到神的指示
[00:06:33.000 --> 00:06:35.000]  要他們所有的家庭
[00:06:35.000 --> 00:06:38.000]  他們要來宰殺一隻羔羊
[00:06:38.000 --> 00:06:40.000]  這隻羔羊是要沒有瑕疵的
[00:06:40.000 --> 00:06:41.000]  沒有殘疾的
[00:06:41.000 --> 00:06:44.000]  是代表這個完美的祭生
[00:06:44.000 --> 00:06:46.000]  就是要來的這位彌賽亞
[00:06:46.000 --> 00:06:47.000]  我們的主耶穌
[00:06:47.000 --> 00:06:49.000]  就是這樣無下無癡的
[00:06:49.000 --> 00:06:51.000]  他們在當日
[00:06:51.000 --> 00:06:54.000]  就是下午來到宰殺
[00:06:54.000 --> 00:06:57.000]  去到祭司的面前
[00:06:57.000 --> 00:07:00.000]  將這些血彈在祭壇上面
[00:07:00.000 --> 00:07:03.000]  所以他們每逢來守這個禮節
[00:07:03.000 --> 00:07:05.000]  就是紀念他們出埃及的時候
[00:07:05.000 --> 00:07:06.000]  那些滅命天使
[00:07:06.000 --> 00:07:08.000]  因為他們將羔羊的血
[00:07:08.000 --> 00:07:10.000]  塗抹在他們每一個
[00:07:10.000 --> 00:07:13.000]  猶太人的家裏頭的門眉
[00:07:13.000 --> 00:07:17.000]  奪命天使經過那個門口
[00:07:17.000 --> 00:07:18.000]  看到有羔羊的血
[00:07:18.000 --> 00:07:19.000]  他就不進去
[00:07:19.000 --> 00:07:21.000]  來擊殺那個長子
[00:07:21.000 --> 00:07:24.000]  當時就是這個剛硬的法老
[00:07:24.000 --> 00:07:25.000]  他的心
[00:07:25.000 --> 00:07:28.000]  一路十災一路來到的時候
[00:07:28.000 --> 00:07:30.000]  最後那災就要擊殺長子
[00:07:30.000 --> 00:07:32.000]  所以我們看見
[00:07:32.000 --> 00:07:34.000]  這麼難的一件事
[00:07:34.000 --> 00:07:36.000]  到最後就是法老王
[00:07:36.000 --> 00:07:39.000]  他說算了我讓你走
[00:07:39.000 --> 00:07:40.000]  怎麼一走的時候
[00:07:40.000 --> 00:07:41.000]  他又去追捕他們
[00:07:41.000 --> 00:07:43.000]  你看見整個過程
[00:07:43.000 --> 00:07:44.000]  這些細節我不再講
[00:07:44.000 --> 00:07:45.000]  但大家會知道
[00:07:45.000 --> 00:07:48.000]  這是舊約的一個很重要的
[00:07:48.000 --> 00:07:51.000]  是他們那個救贖的恩典
[00:07:51.000 --> 00:07:54.000]  而他們在每逢他們紀念
[00:07:54.000 --> 00:07:56.000]  當他們在這個離散月
[00:07:56.000 --> 00:07:59.000]  就是這個的第十四日
[00:07:59.000 --> 00:08:01.000]  他們從中午開始
[00:08:01.000 --> 00:08:03.000]  他們就來到是將他們家裏頭
[00:08:03.000 --> 00:08:06.000]  所有那些所謂膠
[00:08:06.000 --> 00:08:08.000]  這個除膠餅
[00:08:08.000 --> 00:08:11.000]  就是除家裏面這些發酵的
[00:08:11.000 --> 00:08:12.000]  那些麵粉要用的
[00:08:12.000 --> 00:08:14.000]  就來拿走
[00:08:14.000 --> 00:08:16.000]  他們在當日下午三點
[00:08:16.000 --> 00:08:18.000]  就拿這些羊去祭司的面前
[00:08:18.000 --> 00:08:20.000]  將血彈在祭壇上
[00:08:20.000 --> 00:08:24.000]  表示就是神祂紀念他們這個的藥
[00:08:24.000 --> 00:08:25.000]  跟他們有份
[00:08:25.000 --> 00:08:29.000]  而在這個的最後晚餐
[00:08:29.000 --> 00:08:31.000]  耶穌就是要透過儒節
[00:08:31.000 --> 00:08:33.000]  是要告訴他們知道
[00:08:33.000 --> 00:08:37.000]  其實祂才是儒節那個真正的主角
[00:08:37.000 --> 00:08:40.000]  祂亦都是這個賢職那個真正的主人
[00:08:40.000 --> 00:08:42.000]  所以門徒問祂在哪裏吃
[00:08:42.000 --> 00:08:44.000]  這個儒節的賢職的時候
[00:08:44.000 --> 00:08:48.000]  耶穌就打發這兩個門徒去預備
[00:08:48.000 --> 00:08:49.000]  這兩個門徒
[00:08:49.000 --> 00:08:51.000]  在馬虎音沒有給名字的
[00:08:51.000 --> 00:08:53.000]  但是在盧家福音二十二章
[00:08:53.000 --> 00:08:54.000]  我們知道
[00:08:54.000 --> 00:08:57.000]  那兩個門徒你猜是誰
[00:08:57.000 --> 00:08:59.000]  你猜是誰
[00:08:59.000 --> 00:09:03.000]  就是那個經常很喜歡說話
[00:09:03.000 --> 00:09:06.000]  就是他們的發代言人一樣
[00:09:06.000 --> 00:09:08.000]  就是給了通邁
[00:09:08.000 --> 00:09:10.000]  耶穌所愛的那位藥行
[00:09:10.000 --> 00:09:12.000]  他們兩個就出去
[00:09:12.000 --> 00:09:14.000]  但是耶穌給了一些指示他們
[00:09:14.000 --> 00:09:16.000]  你一出去進了城
[00:09:16.000 --> 00:09:19.000]  你就會見到有一個人
[00:09:19.000 --> 00:09:22.000]  我們中文聖經就只是講人
[00:09:22.000 --> 00:09:24.000]  但是原文聖經和英文的翻譯
[00:09:24.000 --> 00:09:25.000]  都給我們知道
[00:09:25.000 --> 00:09:27.000]  這是一個man來的
[00:09:27.000 --> 00:09:28.000]  是masculine的
[00:09:28.000 --> 00:09:29.000]  是講一個男性
[00:09:29.000 --> 00:09:30.000]  那就很特別了
[00:09:30.000 --> 00:09:33.000]  在那個年代出去打水
[00:09:33.000 --> 00:09:34.000]  一般都是有些婦女
[00:09:34.000 --> 00:09:36.000]  拿著一個水瓶
[00:09:36.000 --> 00:09:39.000]  突然之間有一個男士迎面而來
[00:09:39.000 --> 00:09:44.000]  他們那些男士通常是家裡的勞僕
[00:09:44.000 --> 00:09:46.000]  他們是用皮袋
[00:09:46.000 --> 00:09:50.000]  皮袋去載那些儲水池的雨水
[00:09:50.000 --> 00:09:53.000]  拿回家裡去飲用的
[00:09:53.000 --> 00:09:55.000]  所以他們是很清楚
[00:09:55.000 --> 00:09:58.000]  到處都是有那些女人出來打水
[00:09:58.000 --> 00:10:01.000]  唯獨有一個男人就是這個了
[00:10:01.000 --> 00:10:02.000]  你就跟著他
[00:10:02.000 --> 00:10:05.000]  他就會指示你去找他的主人
[00:10:05.000 --> 00:10:07.000]  你就跟那個家裡的主人說
[00:10:07.000 --> 00:10:09.000]  老師需要一個客房
[00:10:09.000 --> 00:10:11.000]  去吃這個魚翅的宴席
[00:10:11.000 --> 00:10:13.000]  你就為他們預備
[00:10:13.000 --> 00:10:14.000]  清不清楚
[00:10:14.000 --> 00:10:17.000]  很清楚的這個指示
[00:10:17.000 --> 00:10:20.000]  跟著我們看那個後文
[00:10:20.000 --> 00:10:23.000]  就是耶穌原來就是給他們指示
[00:10:23.000 --> 00:10:24.000]  他們去到一個
[00:10:24.000 --> 00:10:27.000]  他說耶穌說了一個細節
[00:10:27.000 --> 00:10:29.000]  說那裡就是準備妥當
[00:10:29.000 --> 00:10:31.000]  一個樓上的大廳
[00:10:31.000 --> 00:10:33.000]  我去過以色列四次了
[00:10:33.000 --> 00:10:37.000]  這個其實我們今天稱為一個Upper Room
[00:10:37.000 --> 00:10:40.000]  是一個樓上的一個二樓
[00:10:40.000 --> 00:10:42.000]  一個大的廳子
[00:10:42.000 --> 00:10:45.000]  足夠給十三個人
[00:10:45.000 --> 00:10:47.000]  耶穌和那十二個門徒一起
[00:10:47.000 --> 00:10:50.000]  去吃這個魚翅的晚餐
[00:10:50.000 --> 00:10:52.000]  在那裡門徒出去
[00:10:52.000 --> 00:10:53.000]  進了城
[00:10:53.000 --> 00:10:57.000]  所看到的正如耶穌所說的
[00:10:57.000 --> 00:10:59.000]  重要的就是這裡
