
[00:00:00.000 --> 00:00:02.000]  我們一起寄託來祷告
[00:00:02.000 --> 00:00:05.000]  主耶穌我們再次來到你面前來回應你
[00:00:05.000 --> 00:00:09.000]  主我們深深相信,主你是護我的主
[00:00:09.000 --> 00:00:13.000]  主你幫助我們來明白,主你護我的恩典跟作為
[00:00:13.000 --> 00:00:17.000]  也幫助我們來認識,主你護我的事實
[00:00:17.000 --> 00:00:21.000]  求聖靈來啟示我們的心,向我們的靈來說話
[00:00:21.000 --> 00:00:26.000]  幫助我們來明白,以致我們就進入你的真理當中
[00:00:26.000 --> 00:00:30.000]  我們就經歷你實價上的惡惡我的能力
[00:00:30.000 --> 00:00:32.000]  謝謝主,求你恩待我們
[00:00:32.000 --> 00:00:36.000]  今天早晨把我們召聚起來,就是為了要來敬拜你
[00:00:36.000 --> 00:00:39.000]  求你幫助我們懂得你的心意
[00:00:39.000 --> 00:00:43.000]  讚美主,奉耶穌基督的名道,告,阿們
[00:00:43.000 --> 00:00:48.000]  OK,今天的講題有一個題目叫做
[00:00:48.000 --> 00:00:53.000]  他不在這裡已經復活了,這是天使的宣告
[00:00:53.000 --> 00:00:59.000]  當這些婦女七四個口一天,她們要來找耶穌
[00:00:59.000 --> 00:01:03.000]  來看墳墓的時候,卻看見墳墓已經滾開
[00:01:03.000 --> 00:01:07.000]  她們看不見耶穌的身體,但是天使就告訴她們說
[00:01:07.000 --> 00:01:12.000]  什麼呢?她不在這裡,已經復活了
[00:01:12.000 --> 00:01:16.000]  這個宣告其實一直在我們生命當中會產生
[00:01:16.000 --> 00:01:21.000]  就是我們常常在我們生活當中需要去回應
[00:01:21.000 --> 00:01:25.000]  主真的復活,祂不是你所想像在哪裡在哪裡
[00:01:25.000 --> 00:01:29.000]  祂真的已經復活了,我們可以經歷祂的作為跟恩典
[00:01:29.000 --> 00:01:32.000]  所以今天我們要來思想這件事的時候
[00:01:32.000 --> 00:01:35.000]  我想要來幫助大家來想一個事情
[00:01:35.000 --> 00:01:40.000]  就是我不知道你對復活這件事,你是怎麼想的
[00:01:40.000 --> 00:01:44.000]  你有沒有碰過有人來問你說,你是基督徒
[00:01:44.000 --> 00:01:47.000]  你相信耶穌復活對不對,你會說對
[00:01:47.000 --> 00:01:52.000]  他說為什麼你相信,你怎麼回答他呢
[00:01:52.000 --> 00:01:57.000]  他說你又沒有看見,你為什麼要相信
[00:01:57.000 --> 00:02:00.000]  你可不可以把復活的耶穌抓來給我看
[00:02:00.000 --> 00:02:03.000]  剛剛我們說耶穌被抓來就不是耶穌了
[00:02:03.000 --> 00:02:07.000]  但是他的意思是說,你又沒有看見
[00:02:07.000 --> 00:02:13.000]  你有什麼事實來告訴我,耶穌已經復活
[00:02:13.000 --> 00:02:15.000]  可能我們在教會沒有說
[00:02:15.000 --> 00:02:18.000]  對呀,我們剛剛耶穌要復活我才會相信他
[00:02:18.000 --> 00:02:22.000]  但是我要問的一件事是,你怎麼來告訴別人
[00:02:22.000 --> 00:02:25.000]  你從聖經裡面,或從整個教會歷史當中
[00:02:25.000 --> 00:02:28.000]  你怎麼從當時的環境裡面,你去證明說
[00:02:28.000 --> 00:02:32.000]  如果耶穌沒有復活,早就不是這樣子了
[00:02:32.000 --> 00:02:36.000]  但是因為耶穌復活,所以事件是這樣發展的
[00:02:36.000 --> 00:02:38.000]  我們有沒有理由來告訴別人
[00:02:38.000 --> 00:02:41.000]  讓人家很清楚地、很理性地去明白
[00:02:41.000 --> 00:02:44.000]  因為我們的復活,我們相信耶穌復活是因為根據事實
[00:02:44.000 --> 00:02:47.000]  不是一個憑空的想像
[00:02:47.000 --> 00:02:49.000]  是真的有那個事件發生
[00:02:49.000 --> 00:02:52.000]  而那個事件我們怎麼去證明它是真的呢
[00:02:52.000 --> 00:02:54.000]  你沒有看見
[00:02:54.000 --> 00:02:57.000]  其實有時候看見還不代表是真的
[00:02:57.000 --> 00:02:59.000]  但是問題我們連看見都沒有看見
[00:02:59.000 --> 00:03:01.000]  已經有一千多年,快兩千年了
[00:03:01.000 --> 00:03:03.000]  為什麼我們可以來這裡說
[00:03:03.000 --> 00:03:05.000]  因為代代相傳剛剛說過耶穌復活
[00:03:05.000 --> 00:03:07.000]  所以我們就相信耶穌復活
[00:03:07.000 --> 00:03:11.000]  但是還有沒有更特別的原因來告訴他們說
[00:03:11.000 --> 00:03:13.000]  耶穌真的從此復活呢
[00:03:13.000 --> 00:03:15.000]  那所以我要透過聖經
[00:03:15.000 --> 00:03:18.000]  還有透過很多學者的一些證據裡面
[00:03:18.000 --> 00:03:22.000]  我們來思想到底為什麼你可以相信耶穌復活
[00:03:22.000 --> 00:03:24.000]  也是有人來問你的時候
[00:03:24.000 --> 00:03:25.000]  你可以告訴他說
[00:03:25.000 --> 00:03:28.000]  真的,我有一些證據來告訴你
[00:03:28.000 --> 00:03:31.000]  除非你提出反證,不然耶穌真的是復活
[00:03:31.000 --> 00:03:32.000]  只有這個解釋
[00:03:32.000 --> 00:03:34.000]  第一個我要來跟你分享
[00:03:34.000 --> 00:03:38.000]  主義證據一就是婦女們第一手的見證
[00:03:38.000 --> 00:03:40.000]  這段經文沒提到第十節
[00:03:40.000 --> 00:03:42.000]  那告訴使徒的
[00:03:42.000 --> 00:03:44.000]  路嘉特別來強調
[00:03:44.000 --> 00:03:48.000]  那告訴使徒的就是某大的瑪麗亞和約陽
[00:03:48.000 --> 00:03:50.000]  並亞各的母親瑪麗亞
[00:03:50.000 --> 00:03:53.000]  還有與他們在一處的婦女
[00:03:53.000 --> 00:03:54.000]  你說這個重要不重要
[00:03:54.000 --> 00:03:55.000]  重要,因為下一節說
[00:03:55.000 --> 00:03:59.000]  他們這些話使徒以為是胡言就不相信
[00:03:59.000 --> 00:04:01.000]  我們以前在解釋這句話的時候
[00:04:01.000 --> 00:04:03.000]  說因為我這件事很困難
[00:04:03.000 --> 00:04:07.000]  所以很超乎想像
[00:04:07.000 --> 00:04:08.000]  所以怎麼可能
[00:04:08.000 --> 00:04:10.000]  所以使徒就以為是胡言
[00:04:10.000 --> 00:04:13.000]  其實還有一個更重要的原因是當時的文化
[00:04:13.000 --> 00:04:19.000]  當時的這些婦女說話是沒有什麼力量的
[00:04:19.000 --> 00:04:22.000]  當時的婦女說話是沒有力量的
[00:04:22.000 --> 00:04:26.000]  但是現在你寫一本書
[00:04:26.000 --> 00:04:28.000]  或是你寫一本論文
[00:04:28.000 --> 00:04:29.000]  或你寫一個文章
[00:04:29.000 --> 00:04:33.000]  請問你會引述誰的論點
[00:04:33.000 --> 00:04:36.000]  別的那些知名學者的論點
[00:04:36.000 --> 00:04:38.000]  你會跟我說誰誰誰說
[00:04:38.000 --> 00:04:39.000]  誰誰誰說
[00:04:39.000 --> 00:04:43.000]  所以來讓你的文章或是你的論文
[00:04:43.000 --> 00:04:44.000]  是很有分量
[00:04:44.000 --> 00:04:46.000]  因為有別人也是這樣說
[00:04:46.000 --> 00:04:49.000]  你會不會找一個說話沒有分量的人
[00:04:49.000 --> 00:04:51.000]  說他說什麼
[00:04:51.000 --> 00:04:54.000]  所以你會發現沒有分量
[00:04:54.000 --> 00:04:58.000]  聖經為什麼要特別把這些婦女
[00:04:58.000 --> 00:04:59.000]  而且還強調說
[00:04:59.000 --> 00:05:02.000]  是這些婦女寄一首
[00:05:02.000 --> 00:05:09.000]  他們來到墳墓他們聽見
[00:05:09.000 --> 00:05:11.000]  天使跟他們說
[00:05:11.000 --> 00:05:13.000]  耶穌已經復活
[00:05:13.000 --> 00:05:16.000]  他們才告訴使徒
[00:05:16.000 --> 00:05:19.000]  如果今天我要傳遞一個教義
[00:05:19.000 --> 00:05:21.000]  如果今天我要傳遞一個信仰
[00:05:21.000 --> 00:05:26.000]  我要寫一篇書籍
[00:05:26.000 --> 00:05:28.000]  我寫的一定是這樣寫
[00:05:28.000 --> 00:05:29.000]  我才不會找婦女
[00:05:29.000 --> 00:05:33.000]  因為婦女在當時根本沒有分量
[00:05:33.000 --> 00:05:34.000]  我最好是找什麼
[00:05:34.000 --> 00:05:36.000]  我就把彼得寫上去
[00:05:36.000 --> 00:05:38.000]  我把其他很重要的人士寫上去
[00:05:38.000 --> 00:05:39.000]  說他們這樣說的
[00:05:39.000 --> 00:05:42.000]  真的是這樣看見的
[00:05:42.000 --> 00:05:46.000]  可是聖經很真實的反應
[00:05:46.000 --> 00:05:48.000]  只有一個理由
[00:05:48.000 --> 00:05:50.000]  如果要將來傳遞信仰
[00:05:50.000 --> 00:05:51.000]  只有一個理由
[00:05:51.000 --> 00:05:53.000]  因為它是真的
[00:05:53.000 --> 00:05:56.000]  如果要讓它更有分量
[00:05:56.000 --> 00:05:58.000]  我不會找婦女來講
[00:05:58.000 --> 00:06:00.000]  所以這是一個理由
[00:06:00.000 --> 00:06:03.000]  聖經很清楚的表達
[00:06:03.000 --> 00:06:05.000]  就是這些婦女看見
[00:06:05.000 --> 00:06:07.000]  因為它很真實
[00:06:07.000 --> 00:06:09.000]  所以這件事是真的
[00:06:09.000 --> 00:06:10.000]  這是第一個理由
[00:06:10.000 --> 00:06:13.000]  就是婦女們第一手的見證
[00:06:13.000 --> 00:06:15.000]  所以這很特別
[00:06:15.000 --> 00:06:17.000]  第二個證據二
[00:06:17.000 --> 00:06:20.000]  就是空墳墓
[00:06:20.000 --> 00:06:23.000]  他們來到看見墳墓是空的
[00:06:23.000 --> 00:06:25.000]  我們看到馬太夫人也提到
[00:06:25.000 --> 00:06:27.000]  這些祭司長他們很聰明的
[00:06:27.000 --> 00:06:29.000]  他們知道
[00:06:29.000 --> 00:06:31.000]  他們說耶穌有一個預言
[00:06:31.000 --> 00:06:32.000]  他們說祂要三天復活
[00:06:32.000 --> 00:06:34.000]  所以他們找來巡撫
[00:06:34.000 --> 00:06:36.000]  把殯儀牽手
[00:06:36.000 --> 00:06:38.000]  如果你看馬太夫人就提到
[00:06:38.000 --> 00:06:39.000]  他們殯儀牽手
[00:06:39.000 --> 00:06:41.000]  遠遠封住墓門口
[00:06:41.000 --> 00:06:44.000]  然後他們在那裡牽手
[00:06:44.000 --> 00:06:46.000]  而三天後
[00:06:46.000 --> 00:06:50.000]  墳墓是空的
[00:06:50.000 --> 00:06:52.000]  所以使徒們
[00:06:52.000 --> 00:06:54.000]  這些信徒們
[00:06:54.000 --> 00:06:55.000]  他們開始宣講
[00:06:55.000 --> 00:06:59.000]  他們說耶穌說祂從三天復活是真的
[00:06:59.000 --> 00:07:02.000]  說墳墓已經空了
[00:07:02.000 --> 00:07:03.000]  所以很簡單
[00:07:03.000 --> 00:07:07.000]  如果是當時那些祭司
[00:07:07.000 --> 00:07:09.000]  如果是空墳墓
[00:07:09.000 --> 00:07:11.000]  如果是假的
[00:07:11.000 --> 00:07:12.000]  那有幾個
[00:07:12.000 --> 00:07:13.000]  就是他們說的
[00:07:13.000 --> 00:07:19.000]  就是那些門徒抽了屍體
[00:07:19.000 --> 00:07:20.000]  所以你會發現
[00:07:20.000 --> 00:07:23.000]  如果真的墳墓是空的
[00:07:23.000 --> 00:07:27.000]  如果他們講的是謊言
[00:07:27.000 --> 00:07:29.000]  所以其實很簡單
[00:07:29.000 --> 00:07:31.000]  他們就把墳墓挖出來
[00:07:31.000 --> 00:07:35.000]  把耶穌可以亮出來就好了
[00:07:35.000 --> 00:07:37.000]  可是找不到
[00:07:37.000 --> 00:07:39.000]  所以他們只好說什麼
[00:07:39.000 --> 00:07:40.000]  是被偷走了
[00:07:40.000 --> 00:07:42.000]  可是按照當時的證據裡面
[00:07:42.000 --> 00:07:47.000]  很難被偷走
[00:07:47.000 --> 00:07:49.000]  怎麼可能被偷走
[00:07:49.000 --> 00:07:51.000]  他們兵兵把守在那裡
[00:07:51.000 --> 00:07:52.000]  怎麼可能被偷走
[00:07:52.000 --> 00:07:53.000]  他們都有備而來
[00:07:53.000 --> 00:07:56.000]  怎麼可能被偷走
[00:07:56.000 --> 00:07:59.000]  沒有理由
[00:07:59.000 --> 00:08:00.000]  一個空墳墓證明
[00:08:00.000 --> 00:08:03.000]  耶穌的屍體不在裡面
[00:08:03.000 --> 00:08:05.000]  反而他們說被偷走這件事
[00:08:05.000 --> 00:08:06.000]  反而更證明了
[00:08:06.000 --> 00:08:07.000]  這墳墓是什麼
[00:08:07.000 --> 00:08:10.000]  是空的
[00:08:10.000 --> 00:08:11.000]  所以這次來告訴我們
[00:08:11.000 --> 00:08:13.000]  剛剛他們還有很多的論點
[00:08:13.000 --> 00:08:14.000]  有一些人說
[00:08:14.000 --> 00:08:17.000]  那耶穌可能是假裝死亡
[00:08:17.000 --> 00:08:19.000]  然後就逃跑了
[00:08:19.000 --> 00:08:20.000]  那這是更無稽
[00:08:20.000 --> 00:08:23.000]  因為他墳墓已經封住了三天
[00:08:23.000 --> 00:08:25.000]  在那裡面
[00:08:25.000 --> 00:08:27.000]  怎麼有力氣再逃跑呢
[00:08:27.000 --> 00:08:28.000]  掛在石架上
[00:08:28.000 --> 00:08:31.000]  所以很不可能的一件事情
[00:08:31.000 --> 00:08:33.000]  特別已經證明了
[00:08:33.000 --> 00:08:34.000]  他已經死透了
[00:08:34.000 --> 00:08:37.000]  為什麼在石架上
[00:08:37.000 --> 00:08:40.000]  兵兵本來是要打斷腿骨的
