
[00:00:00.000 --> 00:00:03.340]  我們繼續這個系列
[00:00:03.340 --> 00:00:05.600]  就是用聖經的角度
[00:00:05.600 --> 00:00:07.360]  用聖經的教導
[00:00:07.360 --> 00:00:12.020]  來看究竟天堂和地獄是怎樣
[00:00:12.020 --> 00:00:14.320]  上次跟大家說了
[00:00:14.320 --> 00:00:17.620]  天堂人際的關係會是怎樣
[00:00:17.620 --> 00:00:20.580]  我們和天使的關係會是怎樣
[00:00:20.580 --> 00:00:23.080]  和家人的關係又是怎樣
[00:00:23.080 --> 00:00:27.960]  另外和眾弟兄姊妹的關係又會是如何
[00:00:27.960 --> 00:00:31.800]  今天會跟大家說一個很重要的訊息
[00:00:31.800 --> 00:00:34.100]  就是我們和神的關係
[00:00:34.100 --> 00:00:37.700]  在天堂會是怎樣
[00:00:37.700 --> 00:00:40.580]  剛才我們也讀了今天的經文
[00:00:40.580 --> 00:00:44.480]  在約翰一書第一章三節
[00:00:44.480 --> 00:00:45.500]  經文說
[00:00:45.500 --> 00:00:50.500]  「我們將所看見所聽見的傳給你們
[00:00:50.500 --> 00:00:52.760]  使你們與我們相交
[00:00:52.760 --> 00:00:59.140]  我們乃是與父並他兒子耶穌基督相交的」
[00:00:59.140 --> 00:01:00.180]  約翰說
[00:01:00.180 --> 00:01:05.180]  「我們將所看見所聽見的傳給你們」
[00:01:05.180 --> 00:01:06.220]  是甚麼?
[00:01:06.220 --> 00:01:07.660]  是福音
[00:01:07.660 --> 00:01:11.720]  原來傳福音是要與我們相交
[00:01:11.720 --> 00:01:13.340]  但最終的目的
[00:01:13.340 --> 00:01:17.600]  就是與父和耶穌基督相交
[00:01:17.600 --> 00:01:21.100]  原來傳福音的目的
[00:01:21.100 --> 00:01:24.860]  就是不單要有人與人相交
[00:01:24.860 --> 00:01:29.300]  也是神要與我們相交
[00:01:29.300 --> 00:01:32.640]  我們以前也跟大家說過
[00:01:32.640 --> 00:01:35.280]  傳道書的三章十一節
[00:01:35.280 --> 00:01:38.240]  就是說神創造萬物
[00:01:38.240 --> 00:01:41.020]  國安其時成為美好
[00:01:41.020 --> 00:01:44.740]  又將永生安置在世人的心裡
[00:01:44.740 --> 00:01:47.000]  神是將永生的盼望
[00:01:47.000 --> 00:01:50.340]  安置在我們每個人的心裡
[00:01:50.340 --> 00:01:54.320]  所以詩人在詩篇的六十三篇第一節
[00:01:54.320 --> 00:01:57.020]  他說:「神啊,祢是我的神
[00:01:57.020 --> 00:01:59.540]  我要切切地尋求祢
[00:01:59.540 --> 00:02:02.580]  在乾旱疲乏無水之地
[00:02:02.580 --> 00:02:08.300]  我渴想祢,我的心切無離」
[00:02:08.300 --> 00:02:11.640]  原來神將永生放在我們的心裡
[00:02:11.640 --> 00:02:16.040]  以致我們每個人都會渴慕神、切想神
[00:02:16.040 --> 00:02:17.920]  當我們離開神的時候
[00:02:17.920 --> 00:02:22.740]  我們就好像乾旱疲乏無水之地
[00:02:22.740 --> 00:02:25.720]  難怪世上有這麼多人
[00:02:25.720 --> 00:02:29.940]  去尋求其他宗教、異端邪教
[00:02:29.940 --> 00:02:32.500]  他們去拜偶像
[00:02:32.500 --> 00:02:36.740]  原來每個人的心裡都有一個渴慕神的心
[00:02:36.740 --> 00:02:40.340]  但當我們不去尋求世上唯一的真神
[00:02:40.340 --> 00:02:44.560]  我們就會變得去尋求其他的異端邪教
[00:02:44.560 --> 00:02:47.520]  我們就會去拜偶像
[00:02:47.520 --> 00:02:51.140]  這個對我們已經信了主的人
[00:02:51.140 --> 00:02:54.920]  已經接受了耶穌基督的人都要很小心
[00:02:54.920 --> 00:02:57.740]  因為不是說接受了耶穌基督
[00:02:57.740 --> 00:02:59.660]  我們就已經滿足了
[00:02:59.660 --> 00:03:02.080]  不會再有尋求的心
[00:03:02.080 --> 00:03:05.000]  我們仍然會有尋求的心
[00:03:05.000 --> 00:03:08.640]  我們仍然會希望更加認識神
[00:03:08.640 --> 00:03:12.000]  更加能夠與神親近
[00:03:12.000 --> 00:03:15.180]  但如果我們不去繼續尋求神
[00:03:15.180 --> 00:03:17.360]  來追求神的話
[00:03:17.360 --> 00:03:20.100]  而去追求其他世上的東西
[00:03:20.100 --> 00:03:23.300]  來滿足我們心裡的空虛
[00:03:23.300 --> 00:03:24.860]  這個空虛是什麼?
[00:03:24.860 --> 00:03:28.180]  是要我們來尋求神、追求神
[00:03:28.180 --> 00:03:30.760]  但我們去追求世上其他的東西
[00:03:30.760 --> 00:03:32.860]  這樣就出現大問題
[00:03:32.860 --> 00:03:37.060]  我們可以用世上的東西來填滿我們的空虛
[00:03:37.060 --> 00:03:41.340]  但其實那樣東西就變成了我們的偶像
[00:03:41.340 --> 00:03:44.280]  所以就算已經接受了耶穌基督的人
[00:03:44.280 --> 00:03:47.640]  我們都要很小心
[00:03:47.640 --> 00:03:51.220]  今天要跟大家講的與神的關係
[00:03:51.220 --> 00:03:53.120]  有三點
[00:03:53.120 --> 00:03:57.860]  第一點就是我們將會永遠與神同在
[00:03:57.860 --> 00:04:01.320]  現在我們是能夠親近神
[00:04:01.320 --> 00:04:03.740]  但很多時候我們親近神
[00:04:03.740 --> 00:04:05.920]  都會有阻隔
[00:04:05.920 --> 00:04:08.240]  一方面因為我們是罪人
[00:04:08.240 --> 00:04:11.720]  另外一方面因為這是一個
[00:04:11.720 --> 00:04:14.580]  非常多人有的世界
[00:04:14.580 --> 00:04:17.740]  所以就算我們有時間親近神
[00:04:17.740 --> 00:04:20.500]  也會與神不能夠很親近
[00:04:20.500 --> 00:04:23.200]  會有阻隔
[00:04:23.200 --> 00:04:24.640]  將來去到天堂
[00:04:24.640 --> 00:04:29.000]  我們就會完全沒有阻隔地與神親近
[00:04:29.000 --> 00:04:31.320]  第二點要跟大家講的
