
[00:00:00.000 --> 00:00:05.120]  不是要跟大家談很多政治有選嗎因為呢不要講這些
[00:00:05.120 --> 00:00:08.180]  但是呢我是希望透過這個機會呢
[00:00:08.180 --> 00:00:12.540]  能夠和你們去分享到底美國在2012年
[00:00:12.540 --> 00:00:14.320]  到底
[00:00:14.320 --> 00:00:15.360]  情況是
[00:00:15.360 --> 00:00:16.640]  怎麼樣了
[00:00:16.640 --> 00:00:19.700]  是談美國現在的那個情況
[00:00:19.700 --> 00:00:20.980]  那麼
[00:00:20.980 --> 00:00:24.320]  我們都是在美國生活了對不對無論你是
[00:00:24.320 --> 00:00:26.880]  以後一直在這裡生活下去
[00:00:27.120 --> 00:00:32.240]  或者是讀書讀完書要回香港回台灣回中國大陸也好
[00:00:32.240 --> 00:00:34.800]  OK但是現在這幾個時間
[00:00:34.800 --> 00:00:37.600]  你就是生活在這個美國嘛對不對
[00:00:37.600 --> 00:00:39.920]  所以既然我們在這裡生活的話
[00:00:39.920 --> 00:00:41.440]  應該對這裡呢
[00:00:41.440 --> 00:00:43.500]  就有多一點的了解
[00:00:43.500 --> 00:00:45.040]  那麼我相信
[00:00:45.040 --> 00:00:47.840]  我們選擇留在美國生活
[00:00:47.840 --> 00:00:49.640]  或者你們的父母
[00:00:49.640 --> 00:00:53.220]  為什麼會選擇送你們到美國讀書呢
[00:00:54.000 --> 00:00:57.320]  當然原因有很多但是我相信最基本的就是說
[00:00:57.320 --> 00:00:58.600]  很多人
[00:00:58.600 --> 00:00:59.620]  仍然相信
[00:00:59.620 --> 00:01:00.400]  OK
[00:01:00.400 --> 00:01:02.960]  美國這個國家裡面的生活質素
[00:01:02.960 --> 00:01:07.040]  比起世界上面其他很多地方的國家呢
[00:01:07.040 --> 00:01:08.840]  還是好很多了
[00:01:08.840 --> 00:01:11.140]  他的教育啊他的
[00:01:11.140 --> 00:01:13.200]  各方面的生活情況啊
[00:01:13.200 --> 00:01:14.720]  現代化啦
[00:01:14.720 --> 00:01:15.760]  很多不同的
[00:01:15.760 --> 00:01:17.040]  讓我們感覺到
[00:01:17.040 --> 00:01:19.340]  在這裡讀書呢比較有前途了
[00:01:19.340 --> 00:01:21.640]  現在呢雖然經濟不好
[00:01:21.640 --> 00:01:23.680]  可能美國夢有時候
[00:01:24.200 --> 00:01:25.480]  還可以做得成的
[00:01:25.480 --> 00:01:27.800]  所以就把我們送到這裡來讀書
[00:01:27.800 --> 00:01:30.860]  但是好像我剛才所說的
[00:01:30.860 --> 00:01:32.660]  美國這個國家
[00:01:32.660 --> 00:01:36.500]  真的是好像我們的父母或者是我們從前
[00:01:36.500 --> 00:01:38.280]  的了解一樣嗎
[00:01:38.280 --> 00:01:44.440]  那我繼續跟你們分享以先呢給你們看一個很短的短片好不好
[00:01:44.440 --> 00:01:47.000]  看看這個短片到底帶給我們一個
[00:01:47.000 --> 00:01:48.520]  什麼樣的信息
[00:01:48.520 --> 00:01:50.840]  留意他的題目他有題目嗎
[00:01:50.840 --> 00:01:51.860]  應該有吧
[00:01:52.360 --> 00:01:55.180]  The end of America
[00:01:55.180 --> 00:02:01.060]  不曉得呢你們看了這個YouTube以後呢你心裡面
[00:02:01.060 --> 00:02:02.860]  有些什麼的感覺
[00:02:02.860 --> 00:02:08.740]  這個是某一些人對現在美國這個情況的一個的
[00:02:08.740 --> 00:02:10.280]  描寫
[00:02:10.280 --> 00:02:11.040]  比照
[00:02:11.040 --> 00:02:13.100]  用那個圖片圖畫
[00:02:13.100 --> 00:02:15.140]  幫助我們看到了現在
[00:02:15.140 --> 00:02:17.200]  每個人最關心的是什麼
[00:02:17.200 --> 00:02:19.240]  經濟的問題
[00:02:19.760 --> 00:02:24.120]  我們以為經濟的危機那是現在我們最面對最大的一個問題
[00:02:24.120 --> 00:02:26.940]  那麼當然跟這個有關係的就是說呢
[00:02:26.940 --> 00:02:28.220]  那個工作
[00:02:28.220 --> 00:02:33.080]  現在好像沒有好轉過來很多人還是找不到工
[00:02:33.080 --> 00:02:37.680]  那當然呢我們看到真的在過去這幾年呢美國這個
[00:02:37.680 --> 00:02:39.220]  晝夜的市場呢
[00:02:39.220 --> 00:02:41.260]  好像沒有明顯的改善
[00:02:41.260 --> 00:02:43.580]  那麼美元要貶值嗎
[00:02:43.580 --> 00:02:45.620]  所以你剛才看到那個國債
[00:02:45.880 --> 00:02:50.740]  Billion不得了不不不得不但是Billion是Trillion
[00:02:50.740 --> 00:02:53.560]  那麼我的數學很差勁了
[00:02:53.560 --> 00:02:56.380]  但是對我來講那是個天文的數字
[00:02:56.380 --> 00:02:59.440]  甚至呢我聽說現在這個美國啊
[00:02:59.440 --> 00:03:01.760]  他本來是一個所謂
[00:03:01.760 --> 00:03:02.780]  國際的
[00:03:02.780 --> 00:03:04.060]  貨幣吧對不對
[00:03:04.060 --> 00:03:06.880]  用來交易的國際的交易都是用美元
[00:03:06.880 --> 00:03:12.240]  現在呢已經受到威脅人家說我不要美元我要
[00:03:12.240 --> 00:03:14.560]  中國的人民幣了
[00:03:14.800 --> 00:03:16.600]  可能還安全一點點
[00:03:16.600 --> 00:03:20.700]  但是我要跟你分享的是什麼呢
[00:03:20.700 --> 00:03:23.260]  我們剛才看到的這一些呢
[00:03:23.260 --> 00:03:27.860]  只是美國問題的一些表面的情況
[00:03:27.860 --> 00:03:30.940]  到底美國現在實際上
[00:03:30.940 --> 00:03:32.720]  所面對的
[00:03:32.720 --> 00:03:34.520]  是一個怎麼樣的問題呢
[00:03:34.520 --> 00:03:37.340]  美國其中一個很出名的
[00:03:37.340 --> 00:03:40.660]  開國元老Benjamin Franklin可能你聽過
[00:03:40.660 --> 00:03:42.460]  富蘭克林總統
[00:03:42.460 --> 00:03:44.500]  他是其中一個
[00:03:44.760 --> 00:03:46.040]  立國的
[00:03:46.040 --> 00:03:47.580]  一個的元老
[00:03:47.580 --> 00:03:48.860]  他曾經呢
[00:03:48.860 --> 00:03:49.880]  這樣說
[00:03:49.880 --> 00:03:51.160]  The longer I live
[00:03:51.160 --> 00:03:52.700]  那個時候他81歲
[00:03:52.700 --> 00:03:57.040]  他說The longer I live the more convincing proofs I see of this truth
[00:03:57.040 --> 00:03:59.860]  That God
[00:03:59.860 --> 00:04:00.880]  Governs
[00:04:00.880 --> 00:04:02.160]  In the affairs of man
[00:04:02.160 --> 00:04:04.220]  I also believe
