
[00:00:00.000 --> 00:00:03.000]  我們聆聽上帝話以前一齊禱告
[00:00:03.000 --> 00:00:08.000]  親愛的主伯父 願主來到保守帶領我們
[00:00:08.000 --> 00:00:12.000]  讓我們來到你的殿當中
[00:00:12.000 --> 00:00:15.000]  我們聽你的話 我們願意跟隨
[00:00:15.000 --> 00:00:19.000]  我們都能夠領受你的話 繼續前行
[00:00:19.000 --> 00:00:22.000]  主啊 懇求你繼續保守帶領我們
[00:00:22.000 --> 00:00:27.000]  好好來聆聽 好好跟隨 好好來領受
[00:00:27.000 --> 00:00:30.000]  讓主你的話常在我們心中
[00:00:30.000 --> 00:00:33.000]  不是聽完之後就忘記
[00:00:33.000 --> 00:00:37.000]  而是我們好好來回應 求主繼續帶領
[00:00:37.000 --> 00:00:41.000]  以上禱告奉我之日 所謂聖免夜求 阿們
[00:00:58.000 --> 00:01:00.000]  一講第三 第四章
[00:01:00.000 --> 00:01:02.000]  我們一定要回到第一章
[00:01:02.000 --> 00:01:05.000]  因為我們要知道約書亞記第一章
[00:01:05.000 --> 00:01:08.000]  其實是在說什麼事情
[00:01:08.000 --> 00:01:11.000]  第一章裡面是說到
[00:01:11.000 --> 00:01:14.000]  耶和華的僕人摩西死了以後
[00:01:14.000 --> 00:01:19.000]  耶和華曉遇摩西的幫手亂的兒子約書亞說
[00:01:19.000 --> 00:01:20.000]  我的僕人摩西死了
[00:01:20.000 --> 00:01:24.000]  現在你要起來和眾百姓過約旦河
[00:01:24.000 --> 00:01:29.000]  往我所要賜給以色列人的地去
[00:01:29.000 --> 00:01:35.000]  這個就是很清楚去開展約書亞記的內容
[00:01:35.000 --> 00:01:41.000]  就是說以色列人真的要進入這個應許之地
[00:01:41.000 --> 00:01:45.000]  就是整個約書亞記裡面的內容的方向
[00:01:45.000 --> 00:01:48.000]  也是一個背景
[00:01:48.000 --> 00:01:52.000]  第一章之前應該有跟大家說過
[00:01:52.000 --> 00:01:55.000]  希望大家可以回去再了解
[00:01:55.000 --> 00:01:58.000]  這次就講第三 第四章
[00:01:58.000 --> 00:02:00.000]  第三 第四章是說什麼呢
[00:02:00.000 --> 00:02:03.000]  就是說他們真的要進入迦南地了
[00:02:03.000 --> 00:02:05.000]  他們要過河了
[00:02:05.000 --> 00:02:10.000]  如果你了解聖地裡面的地理位置
[00:02:10.000 --> 00:02:14.000]  你就知道迦南地有一個河流
[00:02:14.000 --> 00:02:16.000]  約旦河
[00:02:16.000 --> 00:02:18.000]  要過去的時候
[00:02:18.000 --> 00:02:21.000]  你就是開始進入迦南地
[00:02:21.000 --> 00:02:25.000]  但是要過約旦河就有些困難
[00:02:25.000 --> 00:02:28.000]  你說約旦河怎麼過呢
[00:02:28.000 --> 00:02:31.000]  和林川河差多遠呢
[00:02:31.000 --> 00:02:34.000]  林川河很快就過得了
[00:02:34.000 --> 00:02:39.000]  但是約旦河的闊度
[00:02:39.000 --> 00:02:44.000]  大約好像一個泳池的闊度
[00:02:44.000 --> 00:02:48.000]  你說我平時也游幾個塘
[00:02:48.000 --> 00:02:49.000]  應該沒什麼難度
[00:02:49.000 --> 00:02:51.000]  不過你要記住
[00:02:51.000 --> 00:02:54.000]  是幾百萬人一起過去
[00:02:54.000 --> 00:02:57.000]  你會發覺困難又多一點
[00:02:57.000 --> 00:03:01.000]  怎樣逼小朋友 老人家過去呢
[00:03:01.000 --> 00:03:03.000]  不是每個人都會游泳
[00:03:03.000 --> 00:03:07.000]  還要逼你所有家財
[00:03:07.000 --> 00:03:08.000]  你家裡搬屋
[00:03:08.000 --> 00:03:10.000]  不過你要游過去
[00:03:10.000 --> 00:03:14.000]  你會發覺難度大很多
[00:03:14.000 --> 00:03:16.000]  在十年經文裡面
[00:03:16.000 --> 00:03:18.000]  我們要了解第三 第四章
[00:03:18.000 --> 00:03:22.000]  我們要涉獵的經文也不少
[00:03:22.000 --> 00:03:26.000]  很想和大家一個很快的速讀
[00:03:26.000 --> 00:03:29.000]  讀一讀當中的經文
[00:03:29.000 --> 00:03:31.000]  很想和諮問一起讀
[00:03:31.000 --> 00:03:33.000]  我就可以休息一下
[00:03:33.000 --> 00:03:34.000]  讀一下經文
[00:03:34.000 --> 00:03:36.000]  我們很快地了解一下
[00:03:36.000 --> 00:03:39.000]  有四大事蹟裡面出現了
[00:03:39.000 --> 00:03:43.000]  我們一起讀約書一記第三章第一節開始
[00:03:48.000 --> 00:03:51.000]  百姓離開集廷來到約旦河
[00:03:51.000 --> 00:03:55.000]  就住在那裡等候過河
[00:03:55.000 --> 00:03:59.000]  百姓離開帳棚要過約旦河的時候
[00:03:59.000 --> 00:04:03.000]  十約貴的祭司乃在百姓的前頭
[00:04:03.000 --> 00:04:05.000]  他們到了約旦河
[00:04:05.000 --> 00:04:07.000]  腳一入水
[00:04:07.000 --> 00:04:09.000]  原來約旦河河水
[00:04:09.000 --> 00:04:12.000]  在收割的日子漲過兩岸
[00:04:12.000 --> 00:04:15.000]  那從上往下流的水
[00:04:15.000 --> 00:04:17.000]  便在極遠之地
[00:04:17.000 --> 00:04:21.000]  在亞拉旦旁的亞當城那裡停住
[00:04:21.000 --> 00:04:23.000]  立起城裡
[00:04:23.000 --> 00:04:25.000]  那往亞拉旦海
[00:04:25.000 --> 00:04:27.000]  就是嚴海
[00:04:27.000 --> 00:04:28.000]  下流的水
[00:04:28.000 --> 00:04:30.000]  全然斷絕
[00:04:30.000 --> 00:04:34.000]  於是百姓在耶利哥的對面過去了
[00:04:34.000 --> 00:04:36.000]  臺約旦
[00:04:36.000 --> 00:04:40.000]  祭司在約旦河中的乾地上站定
[00:04:40.000 --> 00:04:44.000]  以色列眾人都從乾地上過去
[00:04:44.000 --> 00:04:47.000]  到國民盡都過了約旦河
[00:04:47.000 --> 00:04:51.000]  以色列人就照約書亞所吩咐的
[00:04:51.000 --> 00:04:54.000]  按著以色人支派的數目
[00:04:54.000 --> 00:04:58.000]  從約旦河中取了十二塊石頭
[00:04:58.000 --> 00:05:02.000]  都遵耶和華所吩咐約書亞的行了
[00:05:02.000 --> 00:05:04.000]  他們把石頭帶過去
[00:05:04.000 --> 00:05:07.000]  到他們所住宿的地方
[00:05:07.000 --> 00:05:09.000]  就放在那裡
[00:05:09.000 --> 00:05:12.000]  約書亞令把十二塊石頭
[00:05:12.000 --> 00:05:14.000]  放在約旦河中
[00:05:14.000 --> 00:05:18.000]  在臺約貴的祭司腳站立的地方
[00:05:18.000 --> 00:05:19.000]  直到今天
[00:05:19.000 --> 00:05:21.000]  那石頭還在那裡
[00:05:21.000 --> 00:05:25.000]  臺約貴的祭司站在約旦河中
[00:05:25.000 --> 00:05:27.000]  等到耶和華曉遇
[00:05:27.000 --> 00:05:30.000]  約書亞吩咐百姓的事辦完了
[00:05:30.000 --> 00:05:34.000]  是照摩西所吩咐約書亞的一切話
[00:05:34.000 --> 00:05:37.000]  於是百姓急速過去了
[00:05:37.000 --> 00:05:40.000]  眾百姓盡都過了河
