
[00:00:00.000 --> 00:00:07.000]  我說國語好還是說廣東話好呢?
[00:00:07.000 --> 00:00:15.000]  還是練習一下普通話比較好
[00:00:15.000 --> 00:00:20.000]  因爲我的普通話太普通了
[00:00:20.000 --> 00:00:24.000]  我想各位都會明白
[00:00:24.000 --> 00:00:28.000]  我的廣東話不普通
[00:00:28.000 --> 00:00:31.000]  所以很難翻譯
[00:00:31.000 --> 00:00:42.000]  今天的主題是看見覆活主
[00:00:42.000 --> 00:00:48.000]  耶穌復活是一個大驚奇
[00:00:48.000 --> 00:00:50.000]  也是一個很奇妙的事
[00:00:50.000 --> 00:00:52.000]  耶穌復活是一個大驚奇
[00:00:52.000 --> 00:00:53.000]  也是一個很奇妙的事情
[00:00:53.000 --> 00:00:56.000]  祂驚奇了所有的人
[00:00:56.000 --> 00:00:58.000]  祂驚奇了所有的人
[00:00:58.000 --> 00:00:59.000]  包括祂的門徒
[00:00:59.000 --> 00:01:00.000]  包括祂的門徒
[00:01:00.000 --> 00:01:02.000]  包括跟隨祂的人
[00:01:02.000 --> 00:01:03.000]  包括跟隨祂的人
[00:01:03.000 --> 00:01:06.000]  耶穌復活的驚奇之處
[00:01:06.000 --> 00:01:08.000]  耶穌復活的驚奇之處在於
[00:01:08.000 --> 00:01:10.000]  不是祂是一個神蹟
[00:01:10.000 --> 00:01:11.000]  不是說祂是一個神蹟
[00:01:11.000 --> 00:01:12.000]  神蹟很多
[00:01:12.000 --> 00:01:13.000]  神蹟有很多
[00:01:13.000 --> 00:01:15.000]  耶穌行過許多神蹟
[00:01:15.000 --> 00:01:17.000]  耶穌行過許多神蹟
[00:01:17.000 --> 00:01:19.000]  很多神蹟是
[00:01:19.000 --> 00:01:26.000]  很多神蹟是一次性的
[00:01:26.000 --> 00:01:27.000]  很多神蹟是一次性的
[00:01:27.000 --> 00:01:28.000]  很多神蹟是一次性的
[00:01:28.000 --> 00:01:29.000]  很多神蹟是一次性的
[00:01:29.000 --> 00:01:30.000]  很多神蹟是一次性的
[00:01:30.000 --> 00:01:31.000]  很多神蹟是一次性的
[00:01:31.000 --> 00:01:32.000]  很多神蹟是一次性的
[00:01:32.000 --> 00:01:33.000]  很多神蹟是一次性的
[00:01:33.000 --> 00:01:34.000]  很多神蹟是一次性的
[00:01:34.000 --> 00:01:35.000]  很多神蹟是一次性的
[00:01:35.000 --> 00:01:36.000]  很多神蹟是一次性的
[00:01:36.000 --> 00:01:37.000]  很多神蹟是一次性的
[00:01:37.000 --> 00:01:38.000]  很多神蹟是一次性的
[00:01:38.000 --> 00:01:39.000]  很多神蹟是一次性的
[00:01:39.000 --> 00:01:40.000]  很多神蹟是一次性的
[00:01:40.000 --> 00:01:41.000]  很多神蹟是一次性的
[00:01:41.000 --> 00:01:42.000]  很多神蹟是一次性的
[00:01:42.000 --> 00:01:43.000]  很多神蹟是一次性的
[00:01:43.000 --> 00:01:44.000]  很多神蹟是一次性的
[00:01:44.000 --> 00:01:45.000]  很多神蹟是一次性的
[00:01:45.000 --> 00:01:46.000]  很多神蹟是一次性的
[00:01:46.000 --> 00:01:47.000]  很多神蹟是一次性的
[00:01:49.000 --> 00:01:50.000]  多神蹟是一次性的
[00:01:50.000 --> 00:01:51.000]  多神蹟是一次性的
[00:01:51.000 --> 00:01:52.000]  多神蹟是一次性的
[00:01:52.000 --> 00:01:53.000]  多神蹟是一次性的
[00:01:53.000 --> 00:01:54.000]  多神蹟是一次性的
[00:01:54.000 --> 00:01:55.000]  多神蹟是一次性的
[00:01:55.000 --> 00:01:56.000]  多神蹟是一次性的
[00:01:56.000 --> 00:01:57.000]  多神蹟是一次性的
[00:01:57.000 --> 00:01:58.000]  多神蹟是一次性的
[00:01:58.000 --> 00:01:59.000]  多神蹟是一次性的
[00:01:59.000 --> 00:02:00.000]  多神蹟是一次性的
[00:02:00.000 --> 00:02:01.000]  多神蹟是一次性的
[00:02:01.000 --> 00:02:02.000]  多神蹟是一次性的
[00:02:02.000 --> 00:02:03.000]  多神蹟是一次性的
[00:02:03.000 --> 00:02:04.000]  多神蹟是一次性的
[00:02:04.000 --> 00:02:05.000]  多神蹟是一次性的
[00:02:05.000 --> 00:02:06.000]  多神蹟是一次性的
[00:02:06.000 --> 00:02:07.000]  多神蹟是一次性的
[00:02:07.000 --> 00:02:08.000]  多神蹟是一次性的
[00:02:08.000 --> 00:02:09.000]  多神蹟是一次性的
[00:02:09.000 --> 00:02:10.000]  多神蹟是一次性的
[00:02:10.000 --> 00:02:11.000]  多神蹟是一次性的
[00:02:20.000 --> 00:02:21.000]  多神蹟是一次性的
[00:02:21.000 --> 00:02:22.000]  多神蹟是一次性的
[00:02:22.000 --> 00:02:23.000]  多神蹟是一次性的
[00:02:23.000 --> 00:02:24.000]  多神蹟是一次性的
[00:02:24.000 --> 00:02:25.000]  多神蹟是一次性的
[00:02:25.000 --> 00:02:26.000]  多神蹟是一次性的
[00:02:26.000 --> 00:02:27.000]  多神蹟是一次性的
[00:02:27.000 --> 00:02:28.000]  多神蹟是一次性的
[00:02:28.000 --> 00:02:29.000]  多神蹟是一次性的
[00:02:29.000 --> 00:02:30.000]  多神蹟是一次性的
[00:02:30.000 --> 00:02:31.000]  多神蹟是一次性的
[00:02:31.000 --> 00:02:32.000]  多神蹟是一次性的
[00:02:32.000 --> 00:02:33.000]  多神蹟是一次性的
[00:02:33.000 --> 00:02:34.000]  多神蹟是一次性的
[00:02:34.000 --> 00:02:35.000]  多神蹟是一次性的
[00:02:35.000 --> 00:02:36.000]  多神蹟是一次性的
[00:02:36.000 --> 00:02:37.000]  多神蹟是一次性的
[00:02:37.000 --> 00:02:38.000]  多神蹟是一次性的
[00:02:38.000 --> 00:02:39.000]  多神蹟是一次性的
[00:02:39.000 --> 00:02:40.000]  多神蹟是一次性的
[00:02:40.000 --> 00:02:41.000]  多神蹟是一次性的
[00:02:41.000 --> 00:02:42.000]  多神蹟是一次性的
[00:02:49.000 --> 00:02:50.000]  多神蹟是一次性的
[00:02:50.000 --> 00:02:51.000]  多神蹟是一次性的
[00:02:51.000 --> 00:02:52.000]  多神蹟是一次性的
[00:02:52.000 --> 00:02:53.000]  多神蹟是一次性的
[00:02:53.000 --> 00:02:54.000]  多神蹟是一次性的
[00:02:54.000 --> 00:02:55.000]  多神蹟是一次性的
[00:02:55.000 --> 00:02:56.000]  多神蹟是一次性的
[00:02:56.000 --> 00:02:57.000]  多神蹟是一次性的
[00:02:57.000 --> 00:02:58.000]  多神蹟是一次性的
[00:02:58.000 --> 00:02:59.000]  多神蹟是一次性的
[00:02:59.000 --> 00:03:00.000]  多神蹟是一次性的
[00:03:00.000 --> 00:03:01.000]  多神蹟是一次性的
[00:03:01.000 --> 00:03:02.000]  多神蹟是一次性的
[00:03:02.000 --> 00:03:03.000]  多神蹟是一次性的
[00:03:03.000 --> 00:03:04.000]  多神蹟是一次性的
[00:03:04.000 --> 00:03:05.000]  多神蹟是一次性的
[00:03:05.000 --> 00:03:06.000]  多神蹟是一次性的
[00:03:06.000 --> 00:03:07.000]  多神蹟是一次性的
[00:03:07.000 --> 00:03:08.000]  多神蹟是一次性的
[00:03:08.000 --> 00:03:09.000]  多神蹟是一次性的
[00:03:09.000 --> 00:03:10.000]  多神蹟是一次性的
[00:03:10.000 --> 00:03:11.000]  多神蹟是一次性的
[00:03:19.000 --> 00:03:20.000]  多神蹟是一次性的
[00:03:20.000 --> 00:03:21.000]  多神蹟是一次性的
[00:03:21.000 --> 00:03:22.000]  多神蹟是一次性的
[00:03:22.000 --> 00:03:23.000]  多神蹟是一次性的
[00:03:23.000 --> 00:03:24.000]  多神蹟是一次性的
[00:03:24.000 --> 00:03:25.000]  多神蹟是一次性的
[00:03:25.000 --> 00:03:26.000]  多神蹟是一次性的
[00:03:26.000 --> 00:03:27.000]  多神蹟是一次性的
[00:03:27.000 --> 00:03:28.000]  多神蹟是一次性的
[00:03:28.000 --> 00:03:29.000]  多神蹟是一次性的
[00:03:29.000 --> 00:03:30.000]  多神蹟是一次性的
[00:03:30.000 --> 00:03:31.000]  多神蹟是一次性的
[00:03:31.000 --> 00:03:32.000]  多神蹟是一次性的
[00:03:32.000 --> 00:03:33.000]  多神蹟是一次性的
[00:03:33.000 --> 00:03:34.000]  多神蹟是一次性的
[00:03:34.000 --> 00:03:35.000]  多神蹟是一次性的
[00:03:35.000 --> 00:03:36.000]  多神蹟是一次性的
[00:03:36.000 --> 00:03:37.000]  多神蹟是一次性的
[00:03:37.000 --> 00:03:38.000]  多神蹟是一次性的
[00:03:38.000 --> 00:03:39.000]  多神蹟是一次性的
[00:03:39.000 --> 00:03:40.000]  多神蹟是一次性的
[00:03:40.000 --> 00:03:41.000]  多神蹟是一次性的
[00:03:49.000 --> 00:03:51.000]  我們馬上要登場
[00:03:51.000 --> 00:03:54.000]  馬上要登場
[00:03:54.000 --> 00:03:57.000]  好 各位請扣緊你的安全帶
[00:03:57.000 --> 00:03:58.000]  請扣好你的安全帶
[00:03:58.000 --> 00:03:59.000]  起飛
[00:03:59.000 --> 00:04:00.000]  起飛
[00:04:00.000 --> 00:04:03.000]  好 我們今天的導賞員是馬可
[00:04:03.000 --> 00:04:05.000]  我們今天的導賞員是馬可
[00:04:05.000 --> 00:04:10.000]  他帶我們到這個復活的現場
[00:04:10.000 --> 00:04:12.000]  他帶我們到這個復活的現場
[00:04:12.000 --> 00:04:16.000]  我們看到耶穌的三個女門徒
[00:04:16.000 --> 00:04:19.000]  我們看到耶穌的三個女門徒
[00:04:19.000 --> 00:04:21.000]  莫大拉的瑪利亞
[00:04:21.000 --> 00:04:22.000]  莫大拉的瑪利亞
