
[00:00:00.000 --> 00:00:02.000]  地震姐妹朋友們早安
[00:00:02.000 --> 00:00:07.160]  今天我要來談一些
[00:00:07.160 --> 00:00:12.080]  有關人生的生老病死
[00:00:12.080 --> 00:00:16.480]  還有我們生活裡面的吃喝拉撒睡
[00:00:16.480 --> 00:00:20.840]  還有我們每天的柴米油鹽醬醋
[00:00:20.840 --> 00:00:25.240]  還有大自然給我們的啟示
[00:00:27.000 --> 00:00:30.000]  或許對我們的生命
[00:00:30.000 --> 00:00:33.200]  對我們的靈命有幫助
[00:00:33.200 --> 00:00:35.720]  讓我們第一次禱告阿爸父
[00:00:35.720 --> 00:00:37.720]  感謝祢 讚美祢
[00:00:37.720 --> 00:00:39.720]  因為祢是那又真又活的神
[00:00:39.720 --> 00:00:42.720]  願祢今天使用我們
[00:00:42.720 --> 00:00:44.720]  願祢今天來告孩子的口
[00:00:44.720 --> 00:00:46.720]  讓講的聽的都同德造就
[00:00:46.720 --> 00:00:50.000]  禱告奉主耶穌基督的名
[00:00:50.000 --> 00:00:52.000]  阿們
[00:00:52.000 --> 00:00:56.000]  我來跟各位互動好不好
[00:00:56.000 --> 00:00:59.000]  因為今天講的話題很輕鬆
[00:00:59.000 --> 00:01:01.000]  那我請問你
[00:01:01.000 --> 00:01:03.000]  你早上起來
[00:01:03.000 --> 00:01:05.000]  你做的第一件事是什麼
[00:01:05.000 --> 00:01:07.000]  像我呢
[00:01:07.000 --> 00:01:09.000]  我跟師母早上起來第一件事
[00:01:09.000 --> 00:01:18.000]  我看手機是為了要看靈修跟發靈修材料
[00:01:18.000 --> 00:01:23.000]  我不是看有什麼八卦新聞
[00:01:24.000 --> 00:01:27.000]  我早上起來第一件事就是上網
[00:01:27.000 --> 00:01:29.000]  然後發靈修材料
[00:01:29.000 --> 00:01:32.000]  師母發美國本地
[00:01:32.000 --> 00:01:34.000]  我發全世界各地的
[00:01:34.000 --> 00:01:38.000]  所以呢
[00:01:38.000 --> 00:01:40.000]  也是很有意思
[00:01:40.000 --> 00:01:44.000]  這是我們一天開始的
[00:01:44.000 --> 00:01:46.000]  可以說是靈修
[00:01:46.000 --> 00:01:48.000]  跟發靈修材料
[00:01:48.000 --> 00:01:50.000]  我們用這個來開始
[00:01:50.000 --> 00:01:52.000]  還有什麼人一天開始是
[00:01:52.000 --> 00:01:54.000]  早上第一件事是什麼呢
[00:01:54.000 --> 00:01:56.000]  除了看手機
[00:01:56.000 --> 00:01:58.000]  我知道很多人看手機
[00:01:58.000 --> 00:02:00.000]  我立下心事
[00:02:00.000 --> 00:02:02.000]  我有一次跟一個人說
[00:02:02.000 --> 00:02:04.000]  你把手機啊
[00:02:04.000 --> 00:02:06.000]  你把它放得遠遠
[00:02:06.000 --> 00:02:08.000]  不管它怎麼叮叮咚咚響
[00:02:08.000 --> 00:02:10.000]  你都睡你的覺去
[00:02:10.000 --> 00:02:12.000]  還有人早上第一件事起來幹什麼
[00:02:12.000 --> 00:02:18.000]  不要那麼快講出來嘛
[00:02:22.000 --> 00:02:24.000]  有人打電話
[00:02:24.000 --> 00:02:26.000]  像師母每天早上起來也是
[00:02:26.000 --> 00:02:28.000]  不是第一件就是第二件事
[00:02:28.000 --> 00:02:30.000]  你打電話給她媽媽
[00:02:30.000 --> 00:02:34.000]  然後她跟她媽媽唱歌
[00:02:34.000 --> 00:02:36.000]  兩隻老虎兩隻老虎
[00:02:36.000 --> 00:02:40.000]  蠻好蠻有意思的
[00:02:40.000 --> 00:02:42.000]  那麼有的人呢
[00:02:42.000 --> 00:02:44.000]  早上起來第一件事情看電視
[00:02:44.000 --> 00:02:46.000]  有的人早上起來吃早餐
[00:02:46.000 --> 00:02:48.000]  有人早上起來運動
[00:02:48.000 --> 00:02:50.000]  有的人早上起來
[00:02:50.000 --> 00:02:52.000]  第一件事情
[00:02:52.000 --> 00:02:54.000]  就是喝咖啡
[00:02:54.000 --> 00:02:56.000]  泡咖啡喝
[00:02:56.000 --> 00:03:00.000]  大胃清早
[00:03:00.000 --> 00:03:02.000]  他起來讚美神
[00:03:02.000 --> 00:03:04.000]  詩篇
[00:03:04.000 --> 00:03:06.000]  五十九篇十六節
[00:03:06.000 --> 00:03:08.000]  他說我要歌頌你的力量
[00:03:08.000 --> 00:03:12.000]  早晨要高唱你的慈愛
[00:03:12.000 --> 00:03:14.000]  是的感謝神
[00:03:14.000 --> 00:03:18.000]  因為早上起來你第一件事情啊
[00:03:20.000 --> 00:03:22.000]  顯出你是愛主多
[00:03:22.000 --> 00:03:26.000]  你是愛你自己多
[00:03:26.000 --> 00:03:28.000]  或者你是愛對懶覺多
[00:03:28.000 --> 00:03:32.000]  大胃他年輕的時候
[00:03:32.000 --> 00:03:34.000]  他說
[00:03:34.000 --> 00:03:36.000]  我要歌頌你的力量
[00:03:36.000 --> 00:03:38.000]  我要高唱你的慈愛
[00:03:38.000 --> 00:03:40.000]  所以
[00:03:40.000 --> 00:03:42.000]  你可以早上起來
[00:03:42.000 --> 00:03:44.000]  董卿不要介意
[00:03:44.000 --> 00:03:46.000]  如果你聽的話早上起來就是
[00:03:46.000 --> 00:03:48.000]  主啊我讚美你
[00:03:50.000 --> 00:03:52.000]  高唱主的慈愛
[00:03:52.000 --> 00:03:54.000]  阿賴勒亞
[00:03:54.000 --> 00:03:56.000]  但是大胃後來
[00:03:56.000 --> 00:03:58.000]  年紀長了一些
[00:03:58.000 --> 00:04:00.000]  聖經上面說他睡覺
[00:04:00.000 --> 00:04:02.000]  睡到日頭平息啊
[00:04:02.000 --> 00:04:04.000]  結果他上到
[00:04:04.000 --> 00:04:06.000]  房頂去
[00:04:06.000 --> 00:04:08.000]  看到
[00:04:08.000 --> 00:04:10.000]  烏里亞的妻子在沐浴
[00:04:10.000 --> 00:04:12.000]  洗澡
[00:04:12.000 --> 00:04:14.000]  起了迎新
[00:04:14.000 --> 00:04:16.000]  這個霸占人家老婆
[00:04:16.000 --> 00:04:18.000]  殺了大將軍烏里亞
[00:04:18.000 --> 00:04:20.000]  後來神
[00:04:20.000 --> 00:04:22.000]  逐逐叫他賠四條命
[00:04:22.000 --> 00:04:26.000]  所以早上起來
[00:04:26.000 --> 00:04:28.000]  要讚美神
[00:04:28.000 --> 00:04:30.000]  阿賴勒亞
[00:04:30.000 --> 00:04:32.000]  而且要大清早起來
[00:04:32.000 --> 00:04:34.000]  耶和華早晨你必
[00:04:34.000 --> 00:04:36.000]  聽我的聲音
[00:04:36.000 --> 00:04:38.000]  早晨我必向你承明我的心意
[00:04:38.000 --> 00:04:42.000]  這是神
[00:04:42.000 --> 00:04:44.000]  他大清早
[00:04:44.000 --> 00:04:46.000]  他喜歡聽到我們的聲音
[00:04:46.000 --> 00:04:48.000]  我有的時候
[00:04:48.000 --> 00:04:50.000]  我帶我的兒女
[00:04:50.000 --> 00:04:52.000]  我帶我的孫兒女
[00:04:52.000 --> 00:04:54.000]  等到早上起來
[00:04:54.000 --> 00:04:56.000]  我都希望看到他們在那邊
[00:04:56.000 --> 00:04:58.000]  咿呀咿呀的
[00:04:58.000 --> 00:05:00.000]  對不對
[00:05:00.000 --> 00:05:02.000]  如果發現半天沒聲音
[00:05:02.000 --> 00:05:04.000]  我要趕快摸他有沒有溫度啊
[00:05:04.000 --> 00:05:06.000]  有沒有怎麼樣的
[00:05:06.000 --> 00:05:08.000]  有沒有濕尿布啊等等的
[00:05:08.000 --> 00:05:10.000]  當然了大部分時間是師母在做
[00:05:10.000 --> 00:05:14.000]  但是神他很喜歡
[00:05:14.000 --> 00:05:16.000]  聽在我們的聲音
[00:05:16.000 --> 00:05:18.000]  楊福音二十章
[00:05:18.000 --> 00:05:20.000]  他說清早天還黑的時候
[00:05:20.000 --> 00:05:22.000]  莫達拉的瑪利亞
[00:05:22.000 --> 00:05:24.000]  來到墳墓那裡
[00:05:24.000 --> 00:05:26.000]  他要幹什麼
[00:05:26.000 --> 00:05:28.000]  他要尋找神
[00:05:28.000 --> 00:05:30.000]  所以早上起來
[00:05:30.000 --> 00:05:32.000]  第一件事情
[00:05:32.000 --> 00:05:34.000]  神要找你
[00:05:34.000 --> 00:05:36.000]  你要跟神來溝通
[00:05:36.000 --> 00:05:40.000]  阿賴勒亞是的
[00:05:42.000 --> 00:05:44.000]  你知道有人早上起來第一件事
[00:05:44.000 --> 00:05:46.000]  你想都不會想到
[00:05:46.000 --> 00:05:48.000]  他是在掰餅
[00:05:48.000 --> 00:05:52.000]  他早上起來全家掰餅
[00:05:52.000 --> 00:05:54.000]  我還聽過有人
[00:05:54.000 --> 00:05:56.000]  癌症末期了
[00:05:56.000 --> 00:05:58.000]  他就早上起來
[00:05:58.000 --> 00:06:00.000]  每天就掰餅讚美神
[00:06:00.000 --> 00:06:02.000]  神蹟就發生
[00:06:02.000 --> 00:06:04.000]  病就好
[00:06:04.000 --> 00:06:06.000]  感謝神
[00:06:06.000 --> 00:06:08.000]  所以我們早上起來第一件事情
[00:06:08.000 --> 00:06:10.000]  我們要讚美神
[00:06:10.000 --> 00:06:12.000]  我們要與神來交通
[00:06:12.000 --> 00:06:14.000]  他要看見我們
[00:06:14.000 --> 00:06:16.000]  所以我們要來尋找他
[00:06:16.000 --> 00:06:18.000]  有一句話說
[00:06:18.000 --> 00:06:20.000]  早起的鳥兒有蟲吃嘛
[00:06:20.000 --> 00:06:22.000]  是不是
[00:06:22.000 --> 00:06:26.000]  說清早起來
[00:06:26.000 --> 00:06:28.000]  按照個人的飯量
[00:06:28.000 --> 00:06:30.000]  收取馬拿
[00:06:30.000 --> 00:06:32.000]  日頭一熱
[00:06:32.000 --> 00:06:34.000]  馬拿就消化了
[00:06:34.000 --> 00:06:36.000]  所以早上起來
[00:06:36.000 --> 00:06:38.000]  是吃馬拿
[00:06:38.000 --> 00:06:40.000]  最好的時刻
[00:06:40.000 --> 00:06:42.000]  晚一點就沒了
[00:06:42.000 --> 00:06:44.000]  吃馬拿是什麼
[00:06:44.000 --> 00:06:46.000]  毒精
[00:06:46.000 --> 00:06:48.000]  哎呀
[00:06:48.000 --> 00:06:50.000]  你太厲害了
[00:06:50.000 --> 00:06:52.000]  福音這不是你說的
[00:06:52.000 --> 00:06:54.000]  這是神祈是你說的
[00:06:54.000 --> 00:06:56.000]  所以這是
[00:06:56.000 --> 00:06:58.000]  毒精
[00:06:58.000 --> 00:07:00.000]  也是早上一大起來
[00:07:00.000 --> 00:07:02.000]  我們要做的
[00:07:02.000 --> 00:07:04.000]  按照每人的份量收取
[00:07:04.000 --> 00:07:06.000]  日頭一出來就沒有了
[00:07:06.000 --> 00:07:08.000]  是的
[00:07:08.000 --> 00:07:10.000]  馬可福音說
[00:07:10.000 --> 00:07:12.000]  耶穌一早起來
[00:07:12.000 --> 00:07:14.000]  他叫到曠野地去
[00:07:14.000 --> 00:07:16.000]  禱告
[00:07:16.000 --> 00:07:18.000]  這四樣事情
[00:07:18.000 --> 00:07:20.000]  禱告、毒精、讚美神
[00:07:20.000 --> 00:07:22.000]  與神交通
[00:07:22.000 --> 00:07:26.000]  這是我們一大早起來
[00:07:26.000 --> 00:07:28.000]  勝過你泡咖啡
[00:07:28.000 --> 00:07:30.000]  勝過你上網
[00:07:30.000 --> 00:07:32.000]  勝過你看手機
[00:07:32.000 --> 00:07:34.000]  勝過你打電話
[00:07:34.000 --> 00:07:36.000]  勝過
[00:07:36.000 --> 00:07:38.000]  都要重要
[00:07:38.000 --> 00:07:40.000]  是的
[00:07:40.000 --> 00:07:42.000]  而且我們要把
[00:07:42.000 --> 00:07:44.000]  禱告
[00:07:44.000 --> 00:07:46.000]  調和在神的話語裡
[00:07:46.000 --> 00:07:50.000]  我們要把讚美
[00:07:50.000 --> 00:07:52.000]  調和在神的話語裡
[00:07:52.000 --> 00:07:54.000]  我們要把交通
[00:07:54.000 --> 00:07:56.000]  調和在神的話語裡
[00:07:56.000 --> 00:07:58.000]  怎麼講
[00:07:58.000 --> 00:08:00.000]  當我禱告的時候
[00:08:00.000 --> 00:08:02.000]  我要用神的話來禱告
[00:08:02.000 --> 00:08:04.000]  神啊
[00:08:04.000 --> 00:08:06.000]  沒禱稱你必
[00:08:06.000 --> 00:08:08.000]  聽我的聲音
[00:08:08.000 --> 00:08:10.000]  沒禱稱
[00:08:10.000 --> 00:08:12.000]  我要讚美你的力量
[00:08:12.000 --> 00:08:14.000]  我要稱頌你的慈愛
[00:08:14.000 --> 00:08:16.000]  神啊神啊神啊
[00:08:16.000 --> 00:08:18.000]  就是把
[00:08:18.000 --> 00:08:20.000]  禱告
[00:08:20.000 --> 00:08:22.000]  放在神的話語裡面
[00:08:22.000 --> 00:08:24.000]  神的話語是什麼
[00:08:24.000 --> 00:08:26.000]  基督耶穌嘛
[00:08:26.000 --> 00:08:28.000]  或者是
[00:08:28.000 --> 00:08:30.000]  你就把禱告放在
[00:08:30.000 --> 00:08:32.000]  耶穌基督裡面
[00:08:32.000 --> 00:08:34.000]  昨晚我來了你面前
[00:08:34.000 --> 00:08:36.000]  我要稱頌讚美你的名
[00:08:36.000 --> 00:08:40.000]  我們要把讚美
[00:08:40.000 --> 00:08:42.000]  放在神的話語裡面
[00:08:42.000 --> 00:08:44.000]  每一個讚美
[00:08:44.000 --> 00:08:46.000]  不是讚美那創造萬物
[00:08:46.000 --> 00:08:48.000]  宇宙天地的神
[00:08:48.000 --> 00:08:52.000]  與真交通也是如此
[00:08:52.000 --> 00:08:54.000]  Hallelujah 是的
[00:08:54.000 --> 00:08:56.000]  這樣子
[00:08:56.000 --> 00:08:58.000]  你就可以一下子在地上
[00:08:58.000 --> 00:09:00.000]  一會兒又上了天上去了
[00:09:00.000 --> 00:09:02.000]  一會兒是在你裡面
[00:09:02.000 --> 00:09:04.000]  一會兒在神的裡面
[00:09:04.000 --> 00:09:08.000]  讓你真的是
[00:09:08.000 --> 00:09:10.000]  大清早起來
[00:09:10.000 --> 00:09:12.000]  在神的面前
[00:09:12.000 --> 00:09:14.000]  吃飽了
[00:09:14.000 --> 00:09:16.000]  喝足了
[00:09:16.000 --> 00:09:18.000]  勤勞的人在神面前
[00:09:18.000 --> 00:09:22.000]  他讀經禱告讚美神
[00:09:22.000 --> 00:09:24.000]  他與神溝通
[00:09:24.000 --> 00:09:26.000]  他把每天最好的時間
[00:09:26.000 --> 00:09:28.000]  聰明的人
[00:09:28.000 --> 00:09:30.000]  花在神的身上
[00:09:30.000 --> 00:09:32.000]  愚笨的人呢
[00:09:32.000 --> 00:09:34.000]  每天一大早起來
[00:09:34.000 --> 00:09:36.000]  把全天的時間
[00:09:36.000 --> 00:09:38.000]  花在世界上面
[00:09:38.000 --> 00:09:40.000]  然後呢
[00:09:40.000 --> 00:09:42.000]  到了晚上累得不得了
[00:09:42.000 --> 00:09:44.000]  來讀經禱告讚美神的時候
[00:09:44.000 --> 00:09:48.000]  所以有一句話說什麼呢
[00:09:48.000 --> 00:09:50.000]  起了個大早
[00:09:50.000 --> 00:09:52.000]  趕了個晚急啊
[00:09:54.000 --> 00:09:56.000]  不管你是聰明人你還是愚笨人
[00:09:56.000 --> 00:10:00.000]  讓我們自己
[00:10:00.000 --> 00:10:02.000]  要來讓我們今天早上第一件事情
[00:10:02.000 --> 00:10:06.000]  我們真的要就是讚美神
[00:10:06.000 --> 00:10:08.000]  禱告
[00:10:08.000 --> 00:10:10.000]  與神交通
[00:10:10.000 --> 00:10:12.000]  還有
[00:10:12.000 --> 00:10:14.000]  讀經
[00:10:14.000 --> 00:10:16.000]  Hallelujah 這四樣事情
[00:10:16.000 --> 00:10:18.000]  在我們生命中
[00:10:18.000 --> 00:10:20.000]  成為那點點滴滴
[00:10:20.000 --> 00:10:22.000]  最重要的一件事情
[00:10:24.000 --> 00:10:26.000]  如果有人早上起來喜歡
[00:10:26.000 --> 00:10:28.000]  就是泡咖啡是第一件事情
[00:10:28.000 --> 00:10:30.000]  我以前同事
[00:10:30.000 --> 00:10:32.000]  就是他早上起來
[00:10:32.000 --> 00:10:34.000]  第一件事他就是一定要泡咖啡
[00:10:34.000 --> 00:10:36.000]  其實也沒有什麼不好
[00:10:36.000 --> 00:10:38.000]  提神
[00:10:38.000 --> 00:10:40.000]  醒腦
[00:10:40.000 --> 00:10:42.000]  我以前愛喝茶的
[00:10:42.000 --> 00:10:44.000]  但是
[00:10:44.000 --> 00:10:46.000]  曾幾何時啊
[00:10:46.000 --> 00:10:48.000]  確切的是說
[00:10:48.000 --> 00:10:50.000]  自從韓波波
[00:10:50.000 --> 00:10:52.000]  他每次在
[00:10:52.000 --> 00:10:54.000]  迦勒小主聚會的時候
[00:10:54.000 --> 00:10:56.000]  他給我們泡咖啡
[00:10:56.000 --> 00:10:58.000]  泡了幾年我喝了上癮了
[00:10:58.000 --> 00:11:04.000]  是的
[00:11:04.000 --> 00:11:06.000]  今天我們要為他來
[00:11:06.000 --> 00:11:08.000]  拜安息禮拜
[00:11:08.000 --> 00:11:10.000]  他享年96歲
[00:11:10.000 --> 00:11:14.000]  他說他這一生沒有遺憾
[00:11:14.000 --> 00:11:16.000]  感謝主
[00:11:16.000 --> 00:11:18.000]  Hallelujah 是的
[00:11:20.000 --> 00:11:22.000]  貝利小主的
[00:11:22.000 --> 00:11:24.000]  韓大哥韓老大
[00:11:24.000 --> 00:11:26.000]  我們每次到貝利小主去
