
[00:00:00.000 --> 00:00:05.520]  今天這篇道是這兩個星期左右我預備的
[00:00:05.520 --> 00:00:10.000]  原因大概是兩個星期前
[00:00:10.000 --> 00:00:14.720]  我聽到我的女兒用今天的經文講了一篇道
[00:00:14.720 --> 00:00:17.200]  她的題目和我的題目是很相近的
[00:00:17.200 --> 00:00:20.120]  我抄她的 坦白說
[00:00:20.120 --> 00:00:22.360]  她叫《逆旅行者》
[00:00:22.360 --> 00:00:25.480]  我的題目叫《逆旅行人的錦囊》
[00:00:25.480 --> 00:00:27.480]  都是希伯來書
[00:00:27.480 --> 00:00:30.160]  她講的重點和我今天講的重點是不同的
[00:00:30.160 --> 00:00:32.920]  所以我就覺得我不是幫她解僱她
[00:00:32.920 --> 00:00:36.200]  但是我聽了她的篇道之後
[00:00:36.200 --> 00:00:40.400]  就觸引我心裡有一個很大的好想
[00:00:40.400 --> 00:00:43.800]  在這篇道裡面尋找一些訊息和大家分享
[00:00:43.800 --> 00:00:45.800]  上個星期我在柴灣堂講道
[00:00:45.800 --> 00:00:48.040]  講完道之後其實心裡就想
[00:00:48.040 --> 00:00:50.320]  這麼累又要再預備第二篇
[00:00:50.320 --> 00:00:53.840]  不好了 不如就講回上個星期的篇文
[00:00:53.840 --> 00:00:55.360]  最好 最簡單
[00:00:55.360 --> 00:00:58.240]  大師傅都幾喜歡聽 師傅
[00:00:58.240 --> 00:01:00.080]  但是就回去預備的時候
[00:01:00.080 --> 00:01:03.000]  聖靈在心裡就覺得給我不太滿意
[00:01:03.000 --> 00:01:07.280]  不太滿足 不是說要講一篇舊的道不滿意
[00:01:07.280 --> 00:01:10.000]  而是硬是不太對
[00:01:10.000 --> 00:01:13.880]  所以就繼續用時間預備今天這篇道
[00:01:13.880 --> 00:01:20.080]  《逆旅行人的錦囊》希伯來書是十二章十三節
[00:01:20.080 --> 00:01:26.680]  這個題目是來自蘇東坡的一首詞
[00:01:26.680 --> 00:01:28.680]  講蘇東坡大家認識一點點
[00:01:28.680 --> 00:01:30.880]  起碼都聽過蘇東坡這個人
[00:01:30.880 --> 00:01:36.520]  他那篇詞就是林江先送錢穆父
[00:01:36.520 --> 00:01:39.080]  裡面的最後那兩句
[00:01:39.080 --> 00:01:43.720]  「人生如逆旅,我亦是行人」
[00:01:43.720 --> 00:01:46.760]  這個錢穆父是蘇東坡的好朋友
[00:01:46.760 --> 00:01:50.680]  但是因為調職調離就跟他要分開
[00:01:50.680 --> 00:01:56.520]  所以蘇東坡於是乎就找一間酒吧跟他臨別
[00:01:56.520 --> 00:01:58.920]  大家摸著杯底聊天
[00:01:58.920 --> 00:02:02.040]  大家知道酒吧意思就是當時叫做客棧
[00:02:02.040 --> 00:02:04.600]  或者是當時的那些
[00:02:04.600 --> 00:02:07.480]  於是乎古代社會就是這樣的
[00:02:07.480 --> 00:02:10.400]  我們今天就拼命拍照
[00:02:10.400 --> 00:02:11.400]  他的時候不是的
[00:02:11.400 --> 00:02:13.040]  就是專講詩詞歌賦的
[00:02:13.040 --> 00:02:14.880]  一講出來就成文的
[00:02:14.880 --> 00:02:18.520]  所以蘇東坡聊著聊著就寫了一首詞
[00:02:18.520 --> 00:02:21.760]  這首詞最後那兩句就是這兩句
[00:02:21.760 --> 00:02:24.920]  「人生如逆旅,我亦是行人」
[00:02:24.920 --> 00:02:27.440]  意思就是表達人生就是這樣
[00:02:27.440 --> 00:02:28.960]  我都不例外
[00:02:28.960 --> 00:02:29.760]  今天我送你
[00:02:29.760 --> 00:02:31.080]  將來可能你送我
[00:02:31.080 --> 00:02:32.400]  人生就是這樣
[00:02:32.400 --> 00:02:39.400]  所以我女兒就用了「逆旅行者」
[00:02:39.400 --> 00:02:44.840]  我今天叫「人生逆旅行人的錦囊」
[00:02:44.840 --> 00:02:47.120]  希伯來書對於大家來說
[00:02:47.120 --> 00:02:49.120]  有些人可能陌生
[00:02:49.120 --> 00:02:51.760]  我知道基督徒你信主五年內
[00:02:51.760 --> 00:02:54.120]  有可能未看過這本書
[00:02:54.120 --> 00:02:57.560]  其實新約書信裡面較為長
[00:02:57.560 --> 00:02:59.480]  但是亦都較為難看
[00:02:59.480 --> 00:03:03.240]  所以很多弟兄姊妹就很少會涉獵這本書
[00:03:03.240 --> 00:03:04.640]  看完都不太明白
[00:03:04.640 --> 00:03:06.480]  最尾那兩章可能比較明白
[00:03:06.480 --> 00:03:08.360]  前面十章幾乎是交白卷
[00:03:08.360 --> 00:03:10.040]  不知道在說什麼
[00:03:10.040 --> 00:03:13.560]  但是希伯來書在聖經來說
[00:03:13.560 --> 00:03:16.360]  都是一個相當重要的書卷
[00:03:16.360 --> 00:03:18.440]  當然在那個時代
[00:03:18.440 --> 00:03:21.800]  是寫給當時的猶太信徒看的
[00:03:21.800 --> 00:03:24.000]  所以跟我們有些隔得很遠
[00:03:24.000 --> 00:03:25.400]  我們第一就不是猶太人
[00:03:25.400 --> 00:03:27.160]  第二時代又不是很相同
[00:03:27.160 --> 00:03:29.520]  難怪我們看的時候就好像格格不入
[00:03:29.520 --> 00:03:31.320]  吸引不了我們這樣
[00:03:31.320 --> 00:03:32.120]  但是無論如何
[00:03:32.120 --> 00:03:33.800]  聖經不是為了我們寫的
[00:03:33.800 --> 00:03:36.760]  聖經是為了當時那些有需要的人
[00:03:36.760 --> 00:03:39.080]  有應對那些處境的
[00:03:39.080 --> 00:03:41.760]  希伯來書有個重點
[00:03:41.760 --> 00:03:42.600]  你回去看聖經
[00:03:42.600 --> 00:03:44.840]  希望我今天講完這堂課之後
[00:03:44.840 --> 00:03:45.560]  吸引到你
[00:03:45.560 --> 00:03:45.880]  你會說
[00:03:45.880 --> 00:03:47.560]  是啊,李牧師說得對
[00:03:47.560 --> 00:03:48.840]  我真的沒看過
[00:03:48.840 --> 00:03:51.200]  那就回去看看吧
[00:03:51.200 --> 00:03:54.240]  一開始第一章是講到關於神自己的
[00:03:54.240 --> 00:03:57.240]  是神自己的創造、榮耀等等
[00:03:57.240 --> 00:03:58.760]  好像我們唱歌那樣
[00:03:58.760 --> 00:04:02.480]  但是接著整卷的希伯來書
[00:04:02.480 --> 00:04:05.120]  幾乎給大家一個感覺
[00:04:05.120 --> 00:04:07.240]  它是講基督的
[00:04:07.240 --> 00:04:08.640]  是講耶穌基督
[00:04:08.640 --> 00:04:10.480]  它用了頗長的篇幅
[00:04:10.480 --> 00:04:13.720]  例如講耶穌基督和猶太人的信仰裡面
[00:04:13.720 --> 00:04:15.000]  做一個比較
[00:04:15.000 --> 00:04:15.720]  很多比較
[00:04:15.720 --> 00:04:16.920]  用了十張聖經
[00:04:16.920 --> 00:04:18.560]  你知道有多少比較嗎?
[00:04:18.560 --> 00:04:20.320]  我這裡就做了一些功夫
[00:04:20.320 --> 00:04:22.360]  列出來當然不會詳細看
[00:04:22.360 --> 00:04:23.760]  今天我不是看這裡的
[00:04:23.760 --> 00:04:24.800]  今天我會看
[00:04:24.800 --> 00:04:28.800]  可能你也想不到我會用這個角度來看
[00:04:28.800 --> 00:04:30.960]  和天使比較
[00:04:30.960 --> 00:04:33.840]  耶穌基督起碼一定是比天使更加大
[00:04:33.840 --> 00:04:35.760]  所以在猶太人的信仰裡面
[00:04:35.760 --> 00:04:38.960]  天使都是超自然的物體
[00:04:38.960 --> 00:04:40.480]  比人高一點
[00:04:40.480 --> 00:04:43.640]  所以耶穌基督是比天使更加大
[00:04:43.640 --> 00:04:45.280]  而希伯來書的作者
[00:04:45.280 --> 00:04:47.160]  其實我們不太知道是誰
[00:04:47.160 --> 00:04:48.200]  有些人說保羅
[00:04:48.200 --> 00:04:50.080]  它沒有寫明是保羅
[00:04:50.080 --> 00:04:51.640]  我猜可能不是保羅
[00:04:51.640 --> 00:04:55.280]  因為保羅在六、七年左右就已經殉道
