
[00:00:00.000 --> 00:00:01.480]  很真實的一件事
[00:00:01.480 --> 00:00:03.660]  第一今天我們不是討論安樂死
[00:00:03.660 --> 00:00:05.260]  但事實上安樂死這個討論
[00:00:05.260 --> 00:00:09.860]  是越來越廣泛和將會越來越多的一件事
[00:00:09.860 --> 00:00:11.700]  基於不是鼓勵人死
[00:00:11.700 --> 00:00:12.980]  因爲現實你問我
[00:00:12.980 --> 00:00:14.160]  我們是很重視生命
[00:00:14.160 --> 00:00:15.320]  愛惜生命的
[00:00:15.320 --> 00:00:16.620]  可以的時候
[00:00:16.620 --> 00:00:19.640]  我們儘量讓生命繼續
[00:00:19.640 --> 00:00:20.540]  但是反過來
[00:00:20.540 --> 00:00:24.820]  有時候看到痛苦慘的時候
[00:00:24.820 --> 00:00:26.520]  人心肉祖
[00:00:26.520 --> 00:00:27.440]  那種心痛
[00:00:27.440 --> 00:00:28.820]  又會有閃過
[00:00:28.820 --> 00:00:29.460]  OK行不行?
[00:00:29.460 --> 00:00:30.620]  今天真的不是討論這件事
[00:00:30.620 --> 00:00:33.500]  但是我想反映這個心情是很現實
[00:00:33.500 --> 00:00:35.220]  我們會有機會面對
[00:00:35.220 --> 00:00:39.100]  講起死死生生
[00:00:39.100 --> 00:00:42.620]  我們總會有很多想法
[00:00:42.620 --> 00:00:43.980]  而詭謾之處
[00:00:43.980 --> 00:00:46.420]  就是我們身體這個
[00:00:46.420 --> 00:00:47.860]  是真的還沒死的
[00:00:47.860 --> 00:00:49.780]  又不是死了
[00:00:49.780 --> 00:00:51.140]  而另一件事就是
[00:00:51.140 --> 00:00:52.340]  其實接觸這件事
[00:00:52.340 --> 00:00:53.740]  就不是到現在的
[00:00:53.740 --> 00:00:56.100]  其實我們成長的過程
[00:00:56.100 --> 00:00:57.420]  一直這麼多年
[00:00:57.420 --> 00:00:58.980]  不論你今天是二十幾歲
[00:00:58.980 --> 00:00:59.820]  我四十幾歲
[00:00:59.820 --> 00:01:00.740]  或者你再大一點
[00:01:00.740 --> 00:01:01.780]  多少歲
[00:01:01.780 --> 00:01:02.580]  小小一個
[00:01:02.580 --> 00:01:03.660]  幾歲的時候
[00:01:03.660 --> 00:01:05.780]  你已經一路面對着死亡
[00:01:05.780 --> 00:01:08.020]  不過是面對着其他東西的死亡
[00:01:08.020 --> 00:01:08.740]  OK
[00:01:08.740 --> 00:01:11.060]  不論是在講寵物
[00:01:11.060 --> 00:01:12.580]  或者幼稚園
[00:01:12.580 --> 00:01:13.740]  我見我的兒子也是
[00:01:13.740 --> 00:01:16.140]  每一年硬是有些東西要拿回來種的
[00:01:16.140 --> 00:01:16.940]  每一年我見到
[00:01:16.940 --> 00:01:17.620]  我硬是覺得
[00:01:17.620 --> 00:01:18.500]  哎呀
[00:01:18.500 --> 00:01:19.580]  老師你的好心
[00:01:19.580 --> 00:01:20.900]  又成爲了
[00:01:20.900 --> 00:01:22.460]  你知道結局是怎樣的
[00:01:22.460 --> 00:01:25.420]  都是多糾線都捱不了一個月
[00:01:25.420 --> 00:01:27.300]  又死了
[00:01:27.300 --> 00:01:28.580]  我們至少成長
[00:01:28.580 --> 00:01:30.660]  都面對着這些死亡的
[00:01:30.660 --> 00:01:32.500]  當然是會越來越近的
[00:01:32.500 --> 00:01:34.860]  越來越多和自己接近一些
[00:01:34.860 --> 00:01:38.020]  或者感受會強烈一些
[00:01:38.020 --> 00:01:39.180]  因爲一朵花
[00:01:39.180 --> 00:01:39.980]  一棵東西
[00:01:39.980 --> 00:01:41.300]  你可能只是對了幾天
[00:01:41.300 --> 00:01:43.340]  可能反應不太大
[00:01:43.340 --> 00:01:45.660]  但是一路一路成長
[00:01:45.660 --> 00:01:47.700]  身邊人離開
[00:01:47.700 --> 00:01:49.220]  也帶來我們很多
[00:01:49.220 --> 00:01:52.540]  關於死亡的感受和想法
[00:01:52.540 --> 00:01:56.380]  剛剛這個星期四的晚上
[00:01:56.380 --> 00:01:59.340]  我一晚上多謝香港的殯儀服務
[00:01:59.340 --> 00:02:00.620]  通常是很集中的
[00:02:00.620 --> 00:02:02.340]  所以我一晚裏面先去了世界
[00:02:02.340 --> 00:02:03.780]  再去曼谷
[00:02:03.780 --> 00:02:05.260]  去曼谷和世界
[00:02:05.260 --> 00:02:05.780]  我不記得了
[00:02:05.780 --> 00:02:06.820]  總之隨便一間吧
[00:02:06.820 --> 00:02:08.540]  總之就在他旁邊
[00:02:08.540 --> 00:02:09.940]  感受很不同
[00:02:09.940 --> 00:02:12.700]  兩個地方的感受很不同
[00:02:12.700 --> 00:02:18.420]  我先去的是我中學時候的一個老師的夜晚
[00:02:18.420 --> 00:02:20.380]  他九十幾歲
[00:02:20.380 --> 00:02:23.020]  高齡地過身
[00:02:23.020 --> 00:02:24.980]  他信耶穌基督徒
[00:02:24.980 --> 00:02:28.340]  終於那一晚不是安息禮拜
[00:02:28.340 --> 00:02:30.220]  因爲事實上是真的
[00:02:30.220 --> 00:02:31.180]  很想和你說
[00:02:31.180 --> 00:02:36.140]  傳統裏面基督教的禮儀是直絡的
[00:02:36.140 --> 00:02:37.340]  是不會斬開的
[00:02:37.340 --> 00:02:39.300]  不過香港人很多原因底下
[00:02:39.300 --> 00:02:41.500]  我們將他們撕離破碎了
[00:02:41.500 --> 00:02:43.740]  那一晚很正格
[00:02:43.740 --> 00:02:46.420]  所以那一晚沒有安息禮拜
[00:02:46.420 --> 00:02:47.580]  是第二天才做
[00:02:47.580 --> 00:02:48.700]  但是縱然如此
[00:02:48.700 --> 00:02:51.100]  我們去到的感受
[00:02:51.100 --> 00:02:53.060]  你問我自己的感受
[00:02:53.060 --> 00:02:57.180]  很多小星星在靈堂裏面
[00:02:57.180 --> 00:02:58.900]  在靈堂裏面
[00:02:58.900 --> 00:03:01.860]  在整個過程裏面
[00:03:01.860 --> 00:03:04.140]  好像很難得的一個罪咎
[00:03:04.140 --> 00:03:05.100]  校長告訴你
[00:03:05.100 --> 00:03:07.900]  我怎麼翻箱倒籠找到照片出來
[00:03:07.900 --> 00:03:09.620]  人家的照片就給誰去檢查
[00:03:09.620 --> 00:03:11.460]  因爲有本好學的東西
[00:03:11.460 --> 00:03:13.540]  不是三兩板紙的秩序表
[00:03:13.540 --> 00:03:14.940]  有很多以前的照片
[00:03:14.940 --> 00:03:17.140]  老師學生的回憶
[00:03:17.140 --> 00:03:18.620]  照片誰誰
[00:03:18.620 --> 00:03:21.260]  這張照片左邊的全部已經不在了
[00:03:21.260 --> 00:03:22.540]  右邊的還在
[00:03:22.540 --> 00:03:25.300]  校長不停地說很多這些話
[00:03:25.300 --> 00:03:27.020]  我自己會遇到一些老師
[00:03:27.020 --> 00:03:32.060]  都會說回當天和那位新老師的來往
[00:03:32.060 --> 00:03:34.780]  那種氣氛感受是很開心的
[00:03:34.780 --> 00:03:37.460]  有些同學自己一起去
[00:03:37.460 --> 00:03:39.700]  又遇到一些師兄師姐
[00:03:39.700 --> 00:03:43.780]  大家遇到的時候很興奮、灼熱
[00:03:43.780 --> 00:03:48.100]  我還記得當見到羅麗軒師母的時候
[00:03:48.100 --> 00:03:50.740]  就是介紹我老婆給他們認識
[00:03:50.740 --> 00:03:53.860]  接着很快很緊張她是不是同一個學校
[00:03:53.860 --> 00:03:57.300]  原來接着何師母很緊張地告訴我
[00:03:57.300 --> 00:03:57.980]  請留意啊
[00:03:57.980 --> 00:03:59.420]  你們兩個是同級的
[00:03:59.420 --> 00:04:01.340]  我老公是和我不同級的
[00:04:01.340 --> 00:04:03.260]  我是年輕過她的
[00:04:03.260 --> 00:04:05.020]  好緊張好高好高的
[00:04:05.020 --> 00:04:07.180]  好像閒話家常
[00:04:07.180 --> 00:04:12.060]  好像聚會預約錯地方去了殯儀館那樣
[00:04:12.060 --> 00:04:15.140]  在那個過程裏面大家都
[00:04:15.140 --> 00:04:17.220]  當然
[00:04:17.220 --> 00:04:19.420]  有人離開都是那種傷感
[00:04:19.420 --> 00:04:20.620]  但是爲了這個離開
[00:04:20.620 --> 00:04:22.020]  大家有滿大感恩
[00:04:22.020 --> 00:04:23.460]  因爲每一個在這裏的人
[00:04:23.460 --> 00:04:26.140]  都是爲他以往對我們所作的
[00:04:26.140 --> 00:04:29.660]  我們感受到很多的一些恩惠
[00:04:29.660 --> 00:04:31.180]  很感激
[00:04:31.180 --> 00:04:32.340]  更有一樣東西就是
[00:04:32.340 --> 00:04:33.620]  知道他信耶穌的
[00:04:33.620 --> 00:04:35.140]  我們不會不知道他去了哪裏
[00:04:35.140 --> 00:04:38.420]  所以總體的氣氛都很安樂的
[00:04:38.420 --> 00:04:41.060]  我還臨走的時候遇到一家教會的領袖
[00:04:41.060 --> 00:04:41.820]  你又坐在這裏啊
[00:04:41.820 --> 00:04:42.820]  怎麼回事啊
[00:04:42.820 --> 00:04:47.140]  原來他又曾經在老師身上受過一些恩惠
[00:04:47.140 --> 00:04:49.420]  很快我遇到旁邊那個
[00:04:49.420 --> 00:04:51.460]  旁邊是一些親戚
[00:04:51.460 --> 00:04:54.180]  有長輩的離開
[00:04:54.180 --> 00:04:55.540]  他不信耶穌的
